"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1987","indirect migration background","middle vocational","718.02","708.43","48","233","368","920","1074","624.53","811.51","460","723"
"1987","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1987","no migration background","general elemantary","578.68","495.42","804","199","257","863","1074","553.08","604.28","409","511"
"1987","no migration background","higher education","1675.63","1632.06","506","669","1125","2147","2593","1602","1749.26","1534","1722"
"1987","no migration background","higher vocational","1174.32","1125","340","460","818","1535","1943","1113.35","1235.29","1042","1227"
"1987","no migration background","in school","","","","","","","","","","",""
"1987","no migration background","inadequately","546.3","614","32","41","153","869","1023","411.26","681.34","210","818"
"1987","no migration background","middle vocational","958.49","920","2493","337","639","1193","1534","938.01","978.97","920","946"
"1987","no migration background","vocational + Abi","954.81","930.33","113","205","614","1274","1651","842.82","1066.8","777","997"
"1988","direct migration background","general elemantary","848.53","767","596","235","460","1023","1278","812.81","884.25","818","869"
"1988","direct migration background","higher education","1455.86","1368.18","65","511","767","2045","2454","1289.03","1622.69","1023","1585"
"1988","direct migration background","higher vocational","1152.06","1023","40","767","900","1278","1984","993.29","1310.83","900","1125"
"1988","direct migration background","in school","","","","","","","","","","",""
"1988","direct migration background","inadequately","832.72","869","341","334","614","1023","1262","798.41","867.03","818","887"
"1988","direct migration background","middle vocational","944.5","970.06","599","337","716","1125","1432","913.53","975.47","920","981"
"1988","direct migration background","vocational + Abi","900.49","869","69","486","614","1076","1483","802.32","998.66","869","1074"
"1988","indirect migration background","general elemantary","585.73","497.33","41","199","251","767","1023","410.04","761.42","291","614"
"1988","indirect migration background","higher education","","","","","","","","","","",""
"1988","indirect migration background","higher vocational","","","","","","","","","","",""
"1988","indirect migration background","in school","","","","","","","","","","",""
"1988","indirect migration background","inadequately","","","","","","","","","","",""
"1988","indirect migration background","middle vocational","694.96","665","57","251","371","971","1074","608.87","781.05","457","741"
"1988","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1988","no migration background","general elemantary","609.58","537","766","199","261","920","1125","581.92","637.24","409","562"
"1988","no migration background","higher education","1716.85","1636.65","488","716","1125","2199","2556","1641.24","1792.46","1539","1790"
"1988","no migration background","higher vocational","1221.05","1176","328","409","783","1575","2020","1146.83","1295.27","1074","1278"
"1988","no migration background","in school","","","","","","","","","","",""
"1988","no migration background","inadequately","","","","","","","","","","",""
"1988","no migration background","middle vocational","986.78","971","2345","332","675","1227","1542","965.69","1007.87","951","992"
"1988","no migration background","vocational + Abi","928.24","886.45","112","281","597","1176","1636","821.99","1034.49","818","1023"
"1989","direct migration background","general elemantary","833.67","869","585","299","614","1074","1278","804.07","863.27","859","920"
"1989","direct migration background","higher education","1634.72","1533.79","70","665","1023","2199","2659","1440.91","1828.53","1125","1585"
"1989","direct migration background","higher vocational","1330.74","1187.76","35","885","1058","1585","2045","1159.42","1502.06","1023","1278"
"1989","direct migration background","in school","","","","","","","","","","",""
"1989","direct migration background","inadequately","888.6","869","310","440","665","1074","1329","846.43","930.77","818","920"
"1989","direct migration background","middle vocational","987.96","996.03","602","358","716","1227","1523","955.42","1020.5","971","1023"
"1989","direct migration background","vocational + Abi","953.17","1006.04","63","363","792","1176","1453","870.36","1035.98","971","1125"
"1989","indirect migration background","general elemantary","665.57","587.94","51","251","286","920","1023","505.96","825.18","305","767"
"1989","indirect migration background","higher education","","","","","","","","","","",""
"1989","indirect migration background","higher vocational","","","","","","","","","","",""
"1989","indirect migration background","in school","","","","","","","","","","",""
"1989","indirect migration background","inadequately","","","","","","","","","","",""
"1989","indirect migration background","middle vocational","625.5","476.09","60","281","358","782","1023","529.44","721.56","496","787"
"1989","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1989","no migration background","general elemantary","623.88","562","719","205","266","920","1125","594.78","652.98","460","613"
"1989","no migration background","higher education","1798.11","1709.56","482","767","1176","2250","2812","1709.67","1886.55","1595","1790"
"1989","no migration background","higher vocational","1232.16","1125","318","435","844","1585","2045","1161.86","1302.46","1074","1278"
"1989","no migration background","in school","","","","","","","","","","",""
"1989","no migration background","inadequately","676.39","761.77","30","205","273","997","1023","542.6","810.18","283","971"
"1989","no migration background","middle vocational","1028.89","992","2316","348","716","1278","1611","1006.4","1051.38","971","1023"
"1989","no migration background","vocational + Abi","1033.62","971","124","450","741","1278","1534","938.25","1128.99","856","1074"
"1990","direct migration background","general elemantary","867.88","869","592","281","562","1125","1329","824.21","911.55","869","971"
"1990","direct migration background","higher education","1419.69","1187.24","101","463","654","1994","2301","1244.2","1595.18","900","1227"
"1990","direct migration background","higher vocational","1278.87","1244.82","41","522","767","1790","1934","1094.86","1462.88","660","1278"
"1990","direct migration background","in school","","","","","","","","","","",""
"1990","direct migration background","inadequately","926.75","927.24","305","460","665","1125","1383","886.18","967.32","920","971"
"1990","direct migration background","middle vocational","1012.58","1019.53","616","383","690","1278","1585","976.95","1048.21","971","1023"
"1990","direct migration background","vocational + Abi","913.05","993.92","62","240","537","1176","1432","813.91","1012.19","987","1176"
"1990","indirect migration background","general elemantary","619.04","377.04","74","240","286","971","1023","470.84","767.24","307","614"
"1990","indirect migration background","higher education","","","","","","","","","","",""
"1990","indirect migration background","higher vocational","","","","","","","","","","",""
"1990","indirect migration background","in school","","","","","","","","","","",""
"1990","indirect migration background","inadequately","","","","","","","","","","",""
"1990","indirect migration background","middle vocational","724.99","614","68","238","317","880","1176","620.53","829.45","562","830"
"1990","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1990","no migration background","general elemantary","620.43","499.93","901","152","267","933","1176","589.22","651.64","358","417"
"1990","no migration background","higher education","1357.74","1125","1301","441","598","1946","2596","1309.19","1406.29","665","711"
"1990","no migration background","higher vocational","1146.01","1036.63","527","409","562","1534","2044","1090.11","1201.91","716","920"
"1990","no migration background","in school","","","","","","","","","","",""
"1990","no migration background","inadequately","708.05","838.06","39","118","393","971","1074","590.16","825.94","446","920"
"1990","no migration background","middle vocational","909.09","846.82","4268","307","460","1227","1585","892.73","925.45","562","588"
"1990","no migration background","vocational + Abi","947.49","872.79","186","348","608","1227","1534","874.1","1020.88","685","869"
"1991","direct migration background","general elemantary","858.19","870.04","571","281","511","1150","1380","823.68","892.7","920","1023"
"1991","direct migration background","higher education","1531.35","1227.45","94","537","780","1892","2761","1342.39","1720.31","1023","1329"
"1991","direct migration background","higher vocational","1460.44","1282.64","42","649","1023","2045","2556","1247.1","1673.78","800","1329"
"1991","direct migration background","in school","","","","","","","","","","",""
"1991","direct migration background","inadequately","911.34","920","304","358","624","1176","1380","865.11","957.57","869","971"
"1991","direct migration background","middle vocational","1061.22","1023","624","332","665","1329","1636","1024.16","1098.28","1023","1125"
"1991","direct migration background","vocational + Abi","1029.31","1023","71","486","767","1278","1488","936.19","1122.43","971","1253"
"1991","indirect migration background","general elemantary","583.38","332","91","248","307","818","1176","471.34","695.42","309","409"
"1991","indirect migration background","higher education","","","","","","","","","","",""
"1991","indirect migration background","higher vocational","","","","","","","","","","",""
"1991","indirect migration background","in school","","","","","","","","","","",""
"1991","indirect migration background","inadequately","","","","","","","","","","",""
"1991","indirect migration background","middle vocational","757.91","667.37","85","307","379","879","1278","662.01","853.81","614","845"
"1991","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1991","no migration background","general elemantary","678.19","531.46","810","220","292","1012","1278","646.22","710.16","421","511"
"1991","no migration background","higher education","1468.6","1203.32","1227","511","685","2071","2713","1416.21","1520.99","804","895"
"1991","no migration background","higher vocational","1198.54","1125","512","460","658","1636","2071","1142.03","1255.05","910","1058"
"1991","no migration background","in school","","","","","","","","","","",""
"1991","no migration background","inadequately","847.42","838.07","40","248","644","1074","1406","711.17","983.67","665","1034"
"1991","no migration background","middle vocational","974.81","919.4","3902","332","527","1278","1687","957.07","992.55","701","751"
"1991","no migration background","vocational + Abi","992.27","971","193","358","639","1299","1687","921.95","1062.59","832","1002"
"1992","direct migration background","general elemantary","945.59","983.5","541","307","562","1278","1534","908.55","982.63","1023","1074"
"1992","direct migration background","higher education","1733.7","1482.91","91","716","971","2403","3027","1531.19","1936.21","1161","1534"
"1992","direct migration background","higher vocational","1367.19","1154.76","44","741","971","1534","2358","1178.25","1556.13","1058","1375"
"1992","direct migration background","in school","","","","","","","","","","",""
"1992","direct migration background","inadequately","1016.88","1000.58","260","562","716","1228","1534","966.58","1067.18","920","1023"
"1992","direct migration background","middle vocational","1103.55","1125","584","375","716","1380","1687","1065.48","1141.62","1095","1176"
"1992","direct migration background","vocational + Abi","1078.72","1099.7","61","501","859","1380","1534","974.82","1182.62","1023","1278"
"1992","indirect migration background","general elemantary","615.14","384.81","108","256","312","920","1278","512.31","717.97","358","460"
"1992","indirect migration background","higher education","","","","","","","","","","",""
"1992","indirect migration background","higher vocational","","","","","","","","","","",""
"1992","indirect migration background","in school","","","","","","","","","","",""
"1992","indirect migration background","inadequately","","","","","","","","","","",""
"1992","indirect migration background","middle vocational","816","759.77","90","256","358","1023","1738","704.23","927.77","733","920"
"1992","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1992","no migration background","general elemantary","719.22","596.75","738","235","309","1074","1335","685.53","752.91","473","562"
"1992","no migration background","higher education","1598.79","1355","1166","614","859","2147","2812","1547.09","1650.49","1023","1125"
"1992","no migration background","higher vocational","1283.75","1176","506","511","818","1636","2168","1226.27","1341.23","1067","1176"
"1992","no migration background","in school","","","","","","","","","","",""
"1992","no migration background","inadequately","873.53","868.49","38","301","639","1176","1432","721.34","1025.72","639","1058"
"1992","no migration background","middle vocational","1069.01","1023","3576","409","665","1380","1790","1051.44","1086.58","869","920"
"1992","no migration background","vocational + Abi","1145.93","1073.53","179","394","767","1439","1851","1064.14","1227.72","924","1099"
"1993","direct migration background","general elemantary","996.08","1023","501","358","644","1278","1534","957.61","1034.55","1023","1125"
"1993","direct migration background","higher education","2081.08","1802.7","93","869","1278","2823","3426","1869.49","2292.67","1278","1770"
"1993","direct migration background","higher vocational","1535.28","1316.74","41","869","1023","1841","2556","1290.62","1779.94","1017","1534"
"1993","direct migration background","in school","","","","","","","","","","",""
"1993","direct migration background","inadequately","991.84","1020.16","251","511","716","1227","1467","941.23","1042.45","961","1053"
"1993","direct migration background","middle vocational","1165.65","1150","551","409","854","1432","1790","1123.1","1208.2","1125","1227"
"1993","direct migration background","vocational + Abi","1102.37","1085.23","64","511","818","1431","1534","1000.21","1204.53","1023","1401"
"1993","indirect migration background","general elemantary","614.04","407.75","132","259","334","869","1278","525.51","702.57","383","486"
"1993","indirect migration background","higher education","","","","","","","","","","",""
"1993","indirect migration background","higher vocational","","","","","","","","","","",""
"1993","indirect migration background","in school","","","","","","","","","","",""
"1993","indirect migration background","inadequately","","","","","","","","","","",""
"1993","indirect migration background","middle vocational","833.78","869","107","332","409","1047","1329","752.43","915.13","821","1010"
"1993","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1993","no migration background","general elemantary","767.31","614","692","244","348","1120","1432","730.24","804.38","515","643"
"1993","no migration background","higher education","1778.48","1534","1142","716","1063","2348","3027","1721.33","1835.63","1278","1374"
"1993","no migration background","higher vocational","1389.36","1278","472","614","900","1790","2301","1325.26","1453.46","1176","1278"
"1993","no migration background","in school","","","","","","","","","","",""
"1993","no migration background","inadequately","888.2","941.96","42","256","460","1253","1432","745.73","1030.67","716","1125"
"1993","no migration background","middle vocational","1167.78","1089.32","3478","425","741","1477","1943","1144.08","1191.48","971","1023"
"1993","no migration background","vocational + Abi","1191.81","1125","187","500","785","1534","1994","1112.14","1271.48","1023","1183"
"1994","direct migration background","general elemantary","1064.22","1026.56","406","358","767","1329","1554","1016.96","1111.48","1023","1130"
"1994","direct migration background","higher education","2034.15","1534","86","769","1099","2258","3732","1717.54","2350.76","1314","1636"
"1994","direct migration background","higher vocational","1426.89","1319.5","41","869","1074","1841","2045","1223.68","1630.1","1176","1687"
"1994","direct migration background","in school","","","","","","","","","","",""
"1994","direct migration background","inadequately","987.02","1023","227","460","665","1278","1432","931.72","1042.32","971","1099"
"1994","direct migration background","middle vocational","1178.49","1125","504","450","818","1432","1790","1133.53","1223.45","1125","1268"
"1994","direct migration background","vocational + Abi","1111.68","1023","55","511","716","1432","1790","987.98","1235.38","971","1328"
"1994","indirect migration background","general elemantary","662.92","432.54","113","232","332","971","1380","559.89","765.95","398","561"
"1994","indirect migration background","higher education","","","","","","","","","","",""
"1994","indirect migration background","higher vocational","","","","","","","","","","",""
"1994","indirect migration background","in school","","","","","","","","","","",""
"1994","indirect migration background","inadequately","","","","","","","","","","",""
"1994","indirect migration background","middle vocational","829.47","767","115","353","427","1125","1432","744.65","914.29","900","1023"
"1994","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1994","no migration background","general elemantary","798.53","716","620","245","358","1156","1483","756.9","840.16","511","665"
"1994","no migration background","higher education","1813.03","1626","1162","767","1125","2403","3065","1755.95","1870.11","1369","1455"
"1994","no migration background","higher vocational","1353.32","1278","477","580","920","1687","2250","1295.43","1411.21","1160","1278"
"1994","no migration background","in school","","","","","","","","","","",""
"1994","no migration background","inadequately","843.24","786.31","33","307","418","1202","1329","676.78","1009.7","460","1169"
"1994","no migration background","middle vocational","1203.29","1125","3361","460","792","1503","1943","1182.43","1224.15","1023","1074"
"1994","no migration background","vocational + Abi","1113.48","1057.15","191","409","767","1380","2020","1030.74","1196.22","1023","1171"
"1995","direct migration background","general elemantary","982.18","1023","433","297","552","1329","1570","935.8","1028.56","1023","1125"
"1995","direct migration background","higher education","1820.66","1505.21","131","665","1068","2147","3477","1489.39","2151.93","1227","1534"
"1995","direct migration background","higher vocational","1447.01","1131.88","38","859","1024","1851","2556","1236.56","1657.46","1051","1636"
"1995","direct migration background","in school","","","","","","","","","","",""
"1995","direct migration background","inadequately","982.18","1038.72","201","310","665","1278","1483","920.09","1044.27","997","1156"
"1995","direct migration background","middle vocational","1200.59","1125","600","297","716","1493","1790","1109.51","1291.67","1125","1227"
"1995","direct migration background","vocational + Abi","1148.05","1119.13","100","409","869","1432","1790","1044.21","1251.89","1032","1202"
"1995","indirect migration background","general elemantary","598.52","424.55","105","281","339","665","1304","509.32","687.72","383","486"
"1995","indirect migration background","higher education","","","","","","","","","","",""
"1995","indirect migration background","higher vocational","","","","","","","","","","",""
"1995","indirect migration background","in school","","","","","","","","","","",""
"1995","indirect migration background","inadequately","","","","","","","","","","",""
"1995","indirect migration background","middle vocational","853","856.66","129","348","460","1023","1380","748.02","957.98","818","1010"
"1995","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1995","no migration background","general elemantary","816.48","677.98","621","245","368","1176","1483","774.12","858.84","562","716"
"1995","no migration background","higher education","1846.2","1611","1205","732","1074","2386","3068","1780.48","1911.92","1380","1483"
"1995","no migration background","higher vocational","1453.18","1329","497","665","1007","1790","2403","1389.06","1517.3","1227","1329"
"1995","no migration background","in school","","","","","","","","","","",""
"1995","no migration background","inadequately","902.38","933.96","31","286","409","1329","1534","707.95","1096.81","409","1329"
"1995","no migration background","middle vocational","1200.18","1125","3388","409","767","1534","1994","1179.26","1221.1","1023","1074"
"1995","no migration background","vocational + Abi","1171.17","1050.82","202","323","767","1508","2045","1087.9","1254.44","1048","1176"
"1996","direct migration background","general elemantary","968.07","1023","385","297","511","1278","1534","918.47","1017.67","1023","1176"
"1996","direct migration background","higher education","1906.47","1538.65","122","665","1176","2091","4090","1723.77","2089.17","1329","1585"
"1996","direct migration background","higher vocational","1310.19","1176","43","511","971","1687","2326","1114.28","1506.1","1023","1380"
"1996","direct migration background","in school","","","","","","","","","","",""
"1996","direct migration background","inadequately","1022.18","1075.54","186","302","665","1329","1534","951.98","1092.38","1023","1125"
"1996","direct migration background","middle vocational","1216.69","1195.1","553","393","767","1534","1841","1169.92","1263.46","1176","1278"
"1996","direct migration background","vocational + Abi","1100.69","1173.28","92","522","895","1329","1534","1008.36","1193.02","1084","1278"
"1996","indirect migration background","general elemantary","577.83","403.73","105","256","312","818","1176","496.23","659.43","409","614"
"1996","indirect migration background","higher education","","","","","","","","","","",""
"1996","indirect migration background","higher vocational","","","","","","","","","","",""
"1996","indirect migration background","in school","","","","","","","","","","",""
"1996","indirect migration background","inadequately","","","","","","","","","","",""
"1996","indirect migration background","middle vocational","1096.25","920","147","358","440","1125","1534","965.77","1226.73","818","997"
"1996","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1996","no migration background","general elemantary","814.15","690","593","259","355","1176","1534","771.27","857.03","511","665"
"1996","no migration background","higher education","1894.89","1663.71","1192","818","1176","2527","3144","1839.7","1950.08","1439","1534"
"1996","no migration background","higher vocational","1479.24","1329","496","665","1023","1790","2452","1413.51","1544.97","1249","1380"
"1996","no migration background","in school","","","","","","","","","","",""
"1996","no migration background","inadequately","","","","","","","","","","",""
"1996","no migration background","middle vocational","1247.96","1176","3299","429","818","1534","2045","1224.75","1271.17","1074","1125"
"1996","no migration background","vocational + Abi","1193.08","1074","218","362","716","1513","2219","1103.13","1283.03","1074","1217"
"1997","direct migration background","general elemantary","1023.23","1023","346","307","665","1329","1534","969.07","1077.39","1125","1202"
"1997","direct migration background","higher education","1956.05","1636","128","562","1023","2556","3426","1783.55","2128.55","1380","1611"
"1997","direct migration background","higher vocational","1519.23","1286.68","41","869","971","2020","2556","1338.46","1700","1023","1432"
"1997","direct migration background","in school","","","","","","","","","","",""
"1997","direct migration background","inadequately","1018.78","1064.12","162","409","716","1295","1488","945.54","1092.02","971","1150"
"1997","direct migration background","middle vocational","1192.96","1227","515","358","767","1534","1808","1146.64","1239.28","1176","1278"
"1997","direct migration background","vocational + Abi","1214.31","1074","83","665","895","1467","1822","1094.39","1334.23","1074","1304"
"1997","indirect migration background","general elemantary","566.15","425.49","129","286","332","614","1125","498.96","633.34","417","496"
"1997","indirect migration background","higher education","","","","","","","","","","",""
"1997","indirect migration background","higher vocational","","","","","","","","","","",""
"1997","indirect migration background","in school","","","","","","","","","","",""
"1997","indirect migration background","inadequately","","","","","","","","","","",""
"1997","indirect migration background","middle vocational","1131.69","971","145","317","506","1278","1790","1014.56","1248.82","964","1058"
"1997","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1997","no migration background","general elemantary","847.79","742.38","557","279","368","1227","1534","803.14","892.44","517","716"
"1997","no migration background","higher education","1889.69","1636","1206","818","1176","2454","3249","1828.14","1951.24","1483","1534"
"1997","no migration background","higher vocational","1484.85","1329","492","614","1034","1814","2444","1420.88","1548.82","1269","1380"
"1997","no migration background","in school","","","","","","","","","","",""
"1997","no migration background","inadequately","","","","","","","","","","",""
"1997","no migration background","middle vocational","1240.96","1176","3172","435","818","1554","2045","1219.33","1262.59","1074","1125"
"1997","no migration background","vocational + Abi","1237.38","1074","218","433","665","1590","2250","1146.02","1328.74","1023","1176"
"1998","direct migration background","general elemantary","1037.25","1044.68","320","307","511","1380","1687","964.78","1109.72","1043","1202"
"1998","direct migration background","higher education","2028.95","1814.85","128","614","1129","2556","3835","1836.57","2221.33","1380","1646"
"1998","direct migration background","higher vocational","1535.83","1338.69","35","511","971","2301","2556","1326","1745.66","1074","1534"
"1998","direct migration background","in school","","","","","","","","","","",""
"1998","direct migration background","inadequately","1006.46","1074","147","409","711","1329","1534","927.5","1085.42","920","1176"
"1998","direct migration background","middle vocational","1223.61","1227","496","409","790","1534","1841","1171.36","1275.86","1176","1278"
"1998","direct migration background","vocational + Abi","1131.21","1125","91","409","769","1432","1708","1022.5","1239.92","920","1329"
"1998","indirect migration background","general elemantary","596.42","439.23","123","247","317","716","1329","514.61","678.23","391","511"
"1998","indirect migration background","higher education","","","","","","","","","","",""
"1998","indirect migration background","higher vocational","","","","","","","","","","",""
"1998","indirect migration background","in school","","","","","","","","","","",""
"1998","indirect migration background","inadequately","","","","","","","","","","",""
"1998","indirect migration background","middle vocational","1087.93","1023","152","399","660","1278","1662","985.76","1190.1","925","1096"
"1998","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1998","no migration background","general elemantary","852.74","767","633","271","368","1227","1577","811.95","893.53","547","716"
"1998","no migration background","higher education","1875.92","1637.34","1320","716","1168","2480","3317","1822.25","1929.59","1483","1585"
"1998","no migration background","higher vocational","1472.09","1372","539","665","1025","1810","2301","1413.33","1530.85","1266","1380"
"1998","no migration background","in school","","","","","","","","","","",""
"1998","no migration background","inadequately","","","","","","","","","","",""
"1998","no migration background","middle vocational","1247.04","1176","3485","409","792","1585","2045","1225.99","1268.09","1074","1125"
"1998","no migration background","vocational + Abi","1182.03","1074","260","383","741","1432","2107","1100.6","1263.46","1053","1176"
"1999","direct migration background","general elemantary","1040.44","1076.76","305","307","527","1380","1687","978.9","1101.98","1125","1227"
"1999","direct migration background","higher education","2170.8","1856.97","127","511","1253","2659","3681","1952.28","2389.32","1432","1636"
"1999","direct migration background","higher vocational","2676.82","1391.44","35","1023","1074","2232","10226","2126.2","3227.44","1162","1636"
"1999","direct migration background","in school","","","","","","","","","","",""
"1999","direct migration background","inadequately","996.39","942.4","137","383","716","1309","1534","909.48","1083.3","895","1176"
"1999","direct migration background","middle vocational","1237.67","1176","460","376","767","1534","1892","1182.71","1292.63","1176","1278"
"1999","direct migration background","vocational + Abi","1157.58","1176","86","424","844","1345","1790","1041.07","1274.09","1023","1278"
"1999","indirect migration background","general elemantary","640.22","450","123","259","324","971","1329","561.78","718.66","435","665"
"1999","indirect migration background","higher education","","","","","","","","","","",""
"1999","indirect migration background","higher vocational","","","","","","","","","","",""
"1999","indirect migration background","in school","","","","","","","","","","",""
"1999","indirect migration background","inadequately","","","","","","","","","","",""
