"pli0165","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2015","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2015","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2015","direct migration background","East Germany","","","","","2"
"Min 1x per week","2015","no migration background","West Germany","","","","","2"
"Min 1x per week","2015","direct migration background","West Germany","","","","","2"
"Min 1x per week","2015","no migration background","East Germany","","","","","2"
"Min 1x per week","2015","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2015","indirect migration background","East Germany","","","","","2"
"Never","2015","no migration background","East Germany","","","","","5"
"Never","2015","direct migration background","West Germany","","","","","5"
"Never","2015","indirect migration background","West Germany","","","","","5"
"Never","2015","indirect migration background","East Germany","","","","","5"
"Never","2015","no migration background","West Germany","","","","","5"
"Never","2015","direct migration background","East Germany","","","","","5"
"Rarely","2015","no migration background","East Germany","","","","","4"
"Rarely","2015","direct migration background","West Germany","","","","","4"
"Rarely","2015","no migration background","West Germany","","","","","4"
"Rarely","2015","indirect migration background","West Germany","","","","","4"
"Rarely","2015","direct migration background","East Germany","","","","","4"
"Rarely","2015","indirect migration background","East Germany","","","","","4"
"Daily","2016","no migration background","West Germany","","","","","1"
"Daily","2016","no migration background","East Germany","","","","","1"
"Daily","2016","direct migration background","West Germany","","","","","1"
"Daily","2016","direct migration background","East Germany","","","","","1"
"Daily","2016","indirect migration background","West Germany","","","","","1"
"Daily","2016","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2016","no migration background","West Germany","","","","","3"
"Min 1x per month","2016","no migration background","East Germany","","","","","3"
"Min 1x per month","2016","direct migration background","West Germany","","","","","3"
"Min 1x per month","2016","direct migration background","East Germany","","","","","3"
"Min 1x per month","2016","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2016","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2016","no migration background","West Germany","","","","","2"
"Min 1x per week","2016","no migration background","East Germany","","","","","2"
"Min 1x per week","2016","direct migration background","West Germany","","","","","2"
"Min 1x per week","2016","direct migration background","East Germany","","","","","2"
"Min 1x per week","2016","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2016","indirect migration background","East Germany","","","","","2"
"Never","2016","no migration background","West Germany","","","","","5"
"Never","2016","no migration background","East Germany","","","","","5"
"Never","2016","direct migration background","West Germany","","","","","5"
"Never","2016","direct migration background","East Germany","","","","","5"
"Never","2016","indirect migration background","West Germany","","","","","5"
"Never","2016","indirect migration background","East Germany","","","","","5"
"Rarely","2016","no migration background","West Germany","","","","","4"
"Rarely","2016","no migration background","East Germany","","","","","4"
"Rarely","2016","direct migration background","West Germany","","","","","4"
"Rarely","2016","direct migration background","East Germany","","","","","4"
"Rarely","2016","indirect migration background","West Germany","","","","","4"
"Rarely","2016","indirect migration background","East Germany","","","","","4"
"Daily","2017","direct migration background","West Germany","2854","0.594805500755677","0.580918722632021","0.608692278879332","1"
"Daily","2017","indirect migration background","East Germany","","","","","1"
"Daily","2017","no migration background","West Germany","","","","","1"
"Daily","2017","no migration background","East Germany","","","","","1"
"Daily","2017","direct migration background","East Germany","431","0.567508753687274","0.531765436641933","0.603252070732614","1"
"Daily","2017","indirect migration background","West Germany","","","","","1"
"Min 1x per month","2017","no migration background","West Germany","","","","","3"
"Min 1x per month","2017","no migration background","East Germany","","","","","3"
"Min 1x per month","2017","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2017","indirect migration background","East Germany","","","","","3"
"Min 1x per month","2017","direct migration background","West Germany","141","0.03448629011903","0.0293246859175015","0.0396478943205585","3"
"Min 1x per month","2017","direct migration background","East Germany","25","","","","3"
"Min 1x per week","2017","no migration background","West Germany","","","","","2"
"Min 1x per week","2017","direct migration background","West Germany","786","0.158124130818669","0.147803521356649","0.168444740280689","2"
"Min 1x per week","2017","no migration background","East Germany","","","","","2"
"Min 1x per week","2017","indirect migration background","East Germany","","","","","2"
"Min 1x per week","2017","direct migration background","East Germany","134","0.147924332515454","0.122310250194587","0.173538414836322","2"
"Min 1x per week","2017","indirect migration background","West Germany","","","","","2"
"Never","2017","no migration background","West Germany","","","","","5"
"Never","2017","no migration background","East Germany","","","","","5"
"Never","2017","direct migration background","West Germany","734","0.155136509634082","0.144895741866376","0.165377277401788","5"
"Never","2017","direct migration background","East Germany","122","0.179930707070489","0.152216795394322","0.207644618746656","5"
"Never","2017","indirect migration background","West Germany","","","","","5"
"Never","2017","indirect migration background","East Germany","","","","","5"
"Rarely","2017","no migration background","West Germany","","","","","4"
"Rarely","2017","no migration background","East Germany","","","","","4"
"Rarely","2017","indirect migration background","West Germany","","","","","4"
"Rarely","2017","direct migration background","East Germany","26","","","","4"
"Rarely","2017","indirect migration background","East Germany","","","","","4"
"Rarely","2017","direct migration background","West Germany","286","0.0574475686725426","0.0508653724714604","0.0640297648736247","4"
"Daily","2018","direct migration background","West Germany","2182","0.665154374272293","0.649091458918927","0.681217289625659","1"
"Daily","2018","no migration background","East Germany","","","","","1"
"Daily","2018","indirect migration background","East Germany","","","","","1"
"Daily","2018","direct migration background","East Germany","327","0.594919511205636","0.554041196993096","0.635797825418177","1"
"Daily","2018","no migration background","West Germany","","","","","1"
"Daily","2018","indirect migration background","West Germany","","","","","1"
"Min 1x per month","2018","no migration background","West Germany","","","","","3"
"Min 1x per month","2018","no migration background","East Germany","","","","","3"
"Min 1x per month","2018","direct migration background","West Germany","101","0.0281826824662479","0.0225498827331939","0.0338154821993019","3"
"Min 1x per month","2018","indirect migration background","East Germany","","","","","3"
"Min 1x per month","2018","direct migration background","East Germany","17","","","","3"
"Min 1x per month","2018","indirect migration background","West Germany","","","","","3"
"Min 1x per week","2018","direct migration background","West Germany","532","0.16260642456179","0.150046862605209","0.175165986518371","2"
"Min 1x per week","2018","direct migration background","East Germany","96","0.19811441468528","0.164924399597068","0.231304429773492","2"
"Min 1x per week","2018","indirect migration background","East Germany","","","","","2"
"Min 1x per week","2018","no migration background","West Germany","","","","","2"
"Min 1x per week","2018","no migration background","East Germany","","","","","2"
"Min 1x per week","2018","indirect migration background","West Germany","","","","","2"
"Never","2018","no migration background","West Germany","","","","","5"
"Never","2018","no migration background","East Germany","","","","","5"
"Never","2018","direct migration background","West Germany","334","0.0919423312045651","0.0821077629024772","0.101776899506653","5"
"Never","2018","indirect migration background","West Germany","","","","","5"
"Never","2018","indirect migration background","East Germany","","","","","5"
"Never","2018","direct migration background","East Germany","92","0.141192940491657","0.112196312090551","0.170189568892762","5"
"Rarely","2018","no migration background","West Germany","","","","","4"
"Rarely","2018","no migration background","East Germany","","","","","4"
"Rarely","2018","indirect migration background","East Germany","","","","","4"
"Rarely","2018","direct migration background","West Germany","167","0.0521141874951039","0.0445493983534796","0.0596789766367281","4"
"Rarely","2018","direct migration background","East Germany","22","","","","4"
"Rarely","2018","indirect migration background","West Germany","","","","","4"
"Daily","2019","indirect migration background","East Germany","","","","","1"
"Daily","2019","direct migration background","East Germany","309","0.670965469799313","0.628755461421163","0.713175478177464","1"
"Daily","2019","no migration background","West Germany","","","","","1"
"Daily","2019","no migration background","East Germany","","","","","1"
"Daily","2019","direct migration background","West Germany","2164","0.700353263228055","0.684208878980283","0.716497647475826","1"
"Daily","2019","indirect migration background","West Germany","","","","","1"
"Min 1x per month","2019","direct migration background","West Germany","58","0.0173168886106102","0.0127196207489127","0.0219141564723076","3"
"Min 1x per month","2019","indirect migration background","East Germany","","","","","3"
"Min 1x per month","2019","no migration background","East Germany","","","","","3"
"Min 1x per month","2019","no migration background","West Germany","","","","","3"
"Min 1x per month","2019","direct migration background","East Germany","7","","","","3"
"Min 1x per month","2019","indirect migration background","West Germany","","","","","3"
"Min 1x per week","2019","no migration background","West Germany","","","","","2"
"Min 1x per week","2019","no migration background","East Germany","","","","","2"
"Min 1x per week","2019","direct migration background","West Germany","477","0.160762123012483","0.147817406745137","0.173706839279829","2"
"Min 1x per week","2019","direct migration background","East Germany","71","0.112542274586097","0.0841515618105274","0.140932987361667","2"
"Min 1x per week","2019","indirect migration background","East Germany","","","","","2"
"Min 1x per week","2019","indirect migration background","West Germany","","","","","2"
"Never","2019","no migration background","West Germany","","","","","5"
"Never","2019","no migration background","East Germany","","","","","5"
"Never","2019","direct migration background","West Germany","240","0.0705397257877554","0.0615159056418569","0.0795635459336538","5"
"Never","2019","direct migration background","East Germany","58","0.137564202358637","0.106621323348206","0.168507081369067","5"
"Never","2019","indirect migration background","West Germany","","","","","5"
"Never","2019","indirect migration background","East Germany","","","","","5"
"Rarely","2019","no migration background","West Germany","","","","","4"
"Rarely","2019","no migration background","East Germany","","","","","4"
"Rarely","2019","direct migration background","West Germany","154","0.0510279993610968","0.0432728690256047","0.058783129696589","4"
"Rarely","2019","direct migration background","East Germany","31","0.0644342326205051","0.0423775544607924","0.0864909107802178","4"
"Rarely","2019","indirect migration background","East Germany","","","","","4"
"Rarely","2019","indirect migration background","West Germany","","","","","4"
