"pli0165","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Never","2013","secondary school degree","Male","1556","0.4960232757317","0.478476526421161","0.513570025042239"
"Never","2013","secondary school degree","Female","2259","0.512296285370415","0.49806952713445","0.52652304360638"
"Never","2013","college entrance qualification","Male","1713","0.449704630579636","0.43324976703324","0.466159494126033"
"Never","2013","college entrance qualification","Female","1783","0.464516328880229","0.448801041226821","0.480231616533638"
"Never","2013","Other degree","Male","346","0.602537771433354","0.566336851658048","0.638738691208661"
"Never","2013","Other degree","Female","450","0.620497391350994","0.588846818222369","0.652147964479618"
"Never","2013","no degree/no degree yet","Male","96","0.342106857975426","0.294407244209158","0.389806471741693"
"Never","2013","no degree/no degree yet","Female","120","0.398372863763783","0.352207655426982","0.444538072100585"
"Daily","2014","lower secondary degree","Male","","","",""
"Daily","2014","lower secondary degree","Female","","","",""
"Daily","2014","secondary school degree","Male","","","",""
"Daily","2014","secondary school degree","Female","","","",""
"Daily","2014","college entrance qualification","Male","","","",""
"Daily","2014","college entrance qualification","Female","","","",""
"Daily","2014","Other degree","Male","","","",""
"Daily","2014","Other degree","Female","","","",""
"Daily","2014","no degree/no degree yet","Male","","","",""
"Daily","2014","no degree/no degree yet","Female","","","",""
"Min 1x per week","2014","lower secondary degree","Male","","","",""
"Min 1x per week","2014","lower secondary degree","Female","","","",""
"Min 1x per week","2014","secondary school degree","Male","","","",""
"Min 1x per week","2014","secondary school degree","Female","","","",""
"Min 1x per week","2014","college entrance qualification","Male","","","",""
"Min 1x per week","2014","college entrance qualification","Female","","","",""
"Min 1x per week","2014","Other degree","Male","","","",""
"Min 1x per week","2014","Other degree","Female","","","",""
"Min 1x per week","2014","no degree/no degree yet","Male","","","",""
"Min 1x per week","2014","no degree/no degree yet","Female","","","",""
"Min 1x per month","2014","lower secondary degree","Male","","","",""
"Min 1x per month","2014","lower secondary degree","Female","","","",""
"Min 1x per month","2014","secondary school degree","Male","","","",""
"Min 1x per month","2014","secondary school degree","Female","","","",""
"Min 1x per month","2014","college entrance qualification","Male","","","",""
"Min 1x per month","2014","college entrance qualification","Female","","","",""
"Min 1x per month","2014","Other degree","Male","","","",""
"Min 1x per month","2014","Other degree","Female","","","",""
"Min 1x per month","2014","no degree/no degree yet","Male","","","",""
"Min 1x per month","2014","no degree/no degree yet","Female","","","",""
"Rarely","2014","lower secondary degree","Male","","","",""
"Rarely","2014","lower secondary degree","Female","","","",""
"Rarely","2014","secondary school degree","Male","","","",""
"Rarely","2014","secondary school degree","Female","","","",""
"Rarely","2014","college entrance qualification","Male","","","",""
"Rarely","2014","college entrance qualification","Female","","","",""
"Rarely","2014","Other degree","Male","","","",""
"Rarely","2014","Other degree","Female","","","",""
"Rarely","2014","no degree/no degree yet","Male","","","",""
"Rarely","2014","no degree/no degree yet","Female","","","",""
"Never","2014","lower secondary degree","Male","","","",""
"Never","2014","lower secondary degree","Female","","","",""
"Never","2014","secondary school degree","Male","","","",""
"Never","2014","secondary school degree","Female","","","",""
"Never","2014","college entrance qualification","Male","","","",""
"Never","2014","college entrance qualification","Female","","","",""
"Never","2014","Other degree","Male","","","",""
"Never","2014","Other degree","Female","","","",""
"Never","2014","no degree/no degree yet","Male","","","",""
"Never","2014","no degree/no degree yet","Female","","","",""
"Daily","2015","lower secondary degree","Male","","","",""
"Daily","2015","lower secondary degree","Female","","","",""
"Daily","2015","secondary school degree","Male","","","",""
"Daily","2015","secondary school degree","Female","","","",""
"Daily","2015","college entrance qualification","Male","","","",""
"Daily","2015","college entrance qualification","Female","","","",""
"Daily","2015","Other degree","Male","","","",""
"Daily","2015","Other degree","Female","","","",""
"Daily","2015","no degree/no degree yet","Male","","","",""
"Daily","2015","no degree/no degree yet","Female","","","",""
"Min 1x per week","2015","lower secondary degree","Male","","","",""
"Min 1x per week","2015","lower secondary degree","Female","","","",""
"Min 1x per week","2015","secondary school degree","Male","","","",""
"Min 1x per week","2015","secondary school degree","Female","","","",""
"Min 1x per week","2015","college entrance qualification","Male","","","",""
"Min 1x per week","2015","college entrance qualification","Female","","","",""
"Min 1x per week","2015","Other degree","Male","","","",""
"Min 1x per week","2015","Other degree","Female","","","",""
"Min 1x per week","2015","no degree/no degree yet","Male","","","",""
"Min 1x per week","2015","no degree/no degree yet","Female","","","",""
"Min 1x per month","2015","lower secondary degree","Male","","","",""
"Min 1x per month","2015","lower secondary degree","Female","","","",""
"Min 1x per month","2015","secondary school degree","Male","","","",""
"Min 1x per month","2015","secondary school degree","Female","","","",""
"Min 1x per month","2015","college entrance qualification","Male","","","",""
"Min 1x per month","2015","college entrance qualification","Female","","","",""
"Min 1x per month","2015","Other degree","Male","","","",""
"Min 1x per month","2015","Other degree","Female","","","",""
"Min 1x per month","2015","no degree/no degree yet","Male","","","",""
"Min 1x per month","2015","no degree/no degree yet","Female","","","",""
"Rarely","2015","lower secondary degree","Male","","","",""
"Rarely","2015","lower secondary degree","Female","","","",""
"Rarely","2015","secondary school degree","Male","","","",""
"Rarely","2015","secondary school degree","Female","","","",""
"Rarely","2015","college entrance qualification","Male","","","",""
"Rarely","2015","college entrance qualification","Female","","","",""
"Rarely","2015","Other degree","Male","","","",""
"Rarely","2015","Other degree","Female","","","",""
"Rarely","2015","no degree/no degree yet","Male","","","",""
"Rarely","2015","no degree/no degree yet","Female","","","",""
"Never","2015","lower secondary degree","Male","","","",""
"Never","2015","lower secondary degree","Female","","","",""
"Never","2015","secondary school degree","Male","","","",""
"Never","2015","secondary school degree","Female","","","",""
"Never","2015","college entrance qualification","Male","","","",""
"Never","2015","college entrance qualification","Female","","","",""
"Never","2015","Other degree","Male","","","",""
"Never","2015","Other degree","Female","","","",""
"Never","2015","no degree/no degree yet","Male","","","",""
"Never","2015","no degree/no degree yet","Female","","","",""
"Daily","2016","lower secondary degree","Male","","","",""
"Daily","2016","lower secondary degree","Female","","","",""
"Daily","2016","secondary school degree","Male","","","",""
"Daily","2016","secondary school degree","Female","","","",""
"Daily","2016","college entrance qualification","Male","","","",""
"Daily","2016","college entrance qualification","Female","","","",""
"Daily","2016","Other degree","Male","","","",""
"Daily","2016","Other degree","Female","","","",""
"Daily","2016","no degree/no degree yet","Male","","","",""
"Daily","2016","no degree/no degree yet","Female","","","",""
"Min 1x per week","2016","lower secondary degree","Male","","","",""
"Min 1x per week","2016","lower secondary degree","Female","","","",""
"Min 1x per week","2016","secondary school degree","Male","","","",""
"Min 1x per week","2016","secondary school degree","Female","","","",""
"Min 1x per week","2016","college entrance qualification","Male","","","",""
"Min 1x per week","2016","college entrance qualification","Female","","","",""
"Min 1x per week","2016","Other degree","Male","","","",""
"Min 1x per week","2016","Other degree","Female","","","",""
"Min 1x per week","2016","no degree/no degree yet","Male","","","",""
"Min 1x per week","2016","no degree/no degree yet","Female","","","",""
"Min 1x per month","2016","lower secondary degree","Male","","","",""
"Min 1x per month","2016","lower secondary degree","Female","","","",""
"Min 1x per month","2016","secondary school degree","Male","","","",""
"Min 1x per month","2016","secondary school degree","Female","","","",""
"Min 1x per month","2016","college entrance qualification","Male","","","",""
"Min 1x per month","2016","college entrance qualification","Female","","","",""
"Min 1x per month","2016","Other degree","Male","","","",""
"Min 1x per month","2016","Other degree","Female","","","",""
"Min 1x per month","2016","no degree/no degree yet","Male","","","",""
"Min 1x per month","2016","no degree/no degree yet","Female","","","",""
"Rarely","2016","lower secondary degree","Male","","","",""
"Rarely","2016","lower secondary degree","Female","","","",""
"Rarely","2016","secondary school degree","Male","","","",""
"Rarely","2016","secondary school degree","Female","","","",""
"Rarely","2016","college entrance qualification","Male","","","",""
"Rarely","2016","college entrance qualification","Female","","","",""
"Rarely","2016","Other degree","Male","","","",""
"Rarely","2016","Other degree","Female","","","",""
"Rarely","2016","no degree/no degree yet","Male","","","",""
"Rarely","2016","no degree/no degree yet","Female","","","",""
"Never","2016","lower secondary degree","Male","","","",""
"Never","2016","lower secondary degree","Female","","","",""
"Never","2016","secondary school degree","Male","","","",""
"Never","2016","secondary school degree","Female","","","",""
"Never","2016","college entrance qualification","Male","","","",""
"Never","2016","college entrance qualification","Female","","","",""
"Never","2016","Other degree","Male","","","",""
"Never","2016","Other degree","Female","","","",""
"Never","2016","no degree/no degree yet","Male","","","",""
"Never","2016","no degree/no degree yet","Female","","","",""
"Daily","2017","lower secondary degree","Male","19","","",""
"Daily","2017","lower secondary degree","Female","7","","",""
"Daily","2017","secondary school degree","Male","9","","",""
"Daily","2017","secondary school degree","Female","2","","",""
"Daily","2017","college entrance qualification","Male","9","","",""
"Daily","2017","college entrance qualification","Female","4","","",""
"Daily","2017","Other degree","Male","1274","0.697777405966806","0.676586391874107","0.718968420059506"
"Daily","2017","Other degree","Female","678","0.612726633187685","0.583860964365249","0.64159230201012"
"Daily","2017","no degree/no degree yet","Male","696","0.540431013113015","0.512759394819468","0.568102631406563"
"Daily","2017","no degree/no degree yet","Female","384","0.34893498827135","0.318594095169413","0.379275881373287"
"Min 1x per week","2017","lower secondary degree","Male","2","","",""
"Min 1x per week","2017","lower secondary degree","Female","1","","",""
"Min 1x per week","2017","secondary school degree","Male","2","","",""
"Min 1x per week","2017","secondary school degree","Female","","","",""
"Min 1x per week","2017","college entrance qualification","Male","5","","",""
"Min 1x per week","2017","college entrance qualification","Female","1","","",""
"Min 1x per week","2017","Other degree","Male","266","0.139931007521491","0.123922403944014","0.155939611098968"
"Min 1x per week","2017","Other degree","Female","175","0.150641542283948","0.129445376161489","0.171837708406406"
"Min 1x per week","2017","no degree/no degree yet","Male","244","0.16309278619415","0.142579034160321","0.18360653822798"
"Min 1x per week","2017","no degree/no degree yet","Female","154","0.16730777696489","0.143547897068601","0.191067656861178"
"Min 1x per month","2017","lower secondary degree","Male","1","","",""
"Min 1x per month","2017","lower secondary degree","Female","","","",""
"Min 1x per month","2017","secondary school degree","Male","","","",""
"Min 1x per month","2017","secondary school degree","Female","1","","",""
"Min 1x per month","2017","college entrance qualification","Male","1","","",""
"Min 1x per month","2017","college entrance qualification","Female","","","",""
"Min 1x per month","2017","Other degree","Male","40","0.0273210859129681","0.0197985624060136","0.0348436094199227"
"Min 1x per month","2017","Other degree","Female","28","","",""
"Min 1x per month","2017","no degree/no degree yet","Male","50","0.0601164215494005","0.0469179797613726","0.0733148633374284"
"Min 1x per month","2017","no degree/no degree yet","Female","31","0.0461689554479003","0.0328105483790067","0.0595273625167939"
"Rarely","2017","lower secondary degree","Male","2","","",""
"Rarely","2017","lower secondary degree","Female","1","","",""
"Rarely","2017","secondary school degree","Male","","","",""
"Rarely","2017","secondary school degree","Female","1","","",""
"Rarely","2017","college entrance qualification","Male","","","",""
"Rarely","2017","college entrance qualification","Female","","","",""
"Rarely","2017","Other degree","Male","87","0.0415398512154554","0.0323321901837101","0.0507475122472006"
"Rarely","2017","Other degree","Female","69","0.0672430338358058","0.0524025749407561","0.0820834927308555"
"Rarely","2017","no degree/no degree yet","Male","73","0.0647004072910751","0.0510414373352322","0.078359377246918"
"Rarely","2017","no degree/no degree yet","Female","56","0.0585674696092756","0.0436200318662151","0.0735149073523361"
"Never","2017","lower secondary degree","Male","1","","",""
"Never","2017","lower secondary degree","Female","1","","",""
"Never","2017","secondary school degree","Male","","","",""
"Never","2017","secondary school degree","Female","","","",""
"Never","2017","college entrance qualification","Male","1","","",""
"Never","2017","college entrance qualification","Female","","","",""
"Never","2017","Other degree","Male","137","0.0934306493832794","0.0800006799483961","0.106860618818163"
"Never","2017","Other degree","Female","144","0.141684057274224","0.1210196233837","0.162348491164748"
"Never","2017","no degree/no degree yet","Male","183","0.171659371852359","0.150721751978239","0.192596991726478"
"Never","2017","no degree/no degree yet","Female","323","0.379020809706585","0.348138201395363","0.409903418017806"
"Daily","2018","lower secondary degree","Male","24","","",""
"Daily","2018","lower secondary degree","Female","6","","",""
"Daily","2018","secondary school degree","Male","8","","",""
"Daily","2018","secondary school degree","Female","6","","",""
"Daily","2018","college entrance qualification","Male","11","","",""
"Daily","2018","college entrance qualification","Female","2","","",""
"Daily","2018","Other degree","Male","955","0.741711426076804","0.717927720246291","0.765495131907317"
"Daily","2018","Other degree","Female","490","0.676668901097074","0.642550290278067","0.710787511916081"
"Daily","2018","no degree/no degree yet","Male","542","0.644476034074911","0.611950513603787","0.677001554546035"
"Daily","2018","no degree/no degree yet","Female","268","0.409766979583147","0.370350509432582","0.449183449733712"
"Min 1x per week","2018","lower secondary degree","Male","1","","",""
"Min 1x per week","2018","lower secondary degree","Female","3","","",""
"Min 1x per week","2018","secondary school degree","Male","3","","",""
"Min 1x per week","2018","secondary school degree","Female","1","","",""
"Min 1x per week","2018","college entrance qualification","Male","2","","",""
"Min 1x per week","2018","college entrance qualification","Female","","","",""
"Min 1x per week","2018","Other degree","Male","207","0.148109134745727","0.128807577650641","0.167410691840813"
"Min 1x per week","2018","Other degree","Female","106","0.146317429083857","0.120537855442089","0.172097002725625"
"Min 1x per week","2018","no degree/no degree yet","Male","142","0.179152476835575","0.153095196680907","0.205209756990242"
"Min 1x per week","2018","no degree/no degree yet","Female","103","0.214517754514173","0.181617647796655","0.24741786123169"
"Min 1x per month","2018","lower secondary degree","Male","3","","",""
"Min 1x per month","2018","lower secondary degree","Female","","","",""
"Min 1x per month","2018","secondary school degree","Male","","","",""
"Min 1x per month","2018","secondary school degree","Female","1","","",""
"Min 1x per month","2018","college entrance qualification","Male","","","",""
"Min 1x per month","2018","college entrance qualification","Female","","","",""
"Min 1x per month","2018","Other degree","Male","30","0.0246679175089726","0.016239385479782","0.0330964495381631"
"Min 1x per month","2018","Other degree","Female","21","","",""
"Min 1x per month","2018","no degree/no degree yet","Male","27","","",""
"Min 1x per month","2018","no degree/no degree yet","Female","21","","",""
"Rarely","2018","lower secondary degree","Male","","","",""
"Rarely","2018","lower secondary degree","Female","","","",""
"Rarely","2018","secondary school degree","Male","","","",""
"Rarely","2018","secondary school degree","Female","1","","",""
"Rarely","2018","college entrance qualification","Male","1","","",""
"Rarely","2018","college entrance qualification","Female","","","",""
"Rarely","2018","Other degree","Male","45","0.0377275197363367","0.0273740098369068","0.0480810296357666"
"Rarely","2018","Other degree","Female","30","0.0391115510895404","0.0249709295692124","0.0532521726098684"
"Rarely","2018","no degree/no degree yet","Male","43","0.0498568808603416","0.0350677213183797","0.0646460404023035"
"Rarely","2018","no degree/no degree yet","Female","44","0.0772101447201239","0.0558164355323923","0.0986038539078555"
"Never","2018","lower secondary degree","Male","1","","",""
"Never","2018","lower secondary degree","Female","","","",""
"Never","2018","secondary school degree","Male","","","",""
"Never","2018","secondary school degree","Female","","","",""
"Never","2018","college entrance qualification","Male","","","",""
"Never","2018","college entrance qualification","Female","1","","",""
"Never","2018","Other degree","Male","64","0.0477840019321598","0.0361930677630564","0.0593749361012632"
"Never","2018","Other degree","Female","75","0.106498784557294","0.0839979103505561","0.128999658764032"
"Never","2018","no degree/no degree yet","Male","78","0.101677075419522","0.0811411540777621","0.122212996761282"
"Never","2018","no degree/no degree yet","Female","162","0.269913430711176","0.234334169468461","0.30549269195389"
"Daily","2019","lower secondary degree","Male","38","0.852133733570959","0.748421433280529","0.95584603386139"
"Daily","2019","lower secondary degree","Female","8","","",""
"Daily","2019","secondary school degree","Male","20","","",""
"Daily","2019","secondary school degree","Female","11","","",""
"Daily","2019","college entrance qualification","Male","8","","",""
"Daily","2019","college entrance qualification","Female","8","","",""
"Daily","2019","Other degree","Male","862","0.776650451916207","0.752356036197047","0.800944867635367"
"Daily","2019","Other degree","Female","462","0.678912274679589","0.643183768922492","0.714640780436687"
"Daily","2019","no degree/no degree yet","Male","531","0.667445068373296","0.634168219913435","0.700721916833157"
"Daily","2019","no degree/no degree yet","Female","298","0.503142390121729","0.461620040529028","0.54466473971443"
"Min 1x per week","2019","lower secondary degree","Male","5","","",""
"Min 1x per week","2019","lower secondary degree","Female","2","","",""
"Min 1x per week","2019","secondary school degree","Male","3","","",""
"Min 1x per week","2019","secondary school degree","Female","1","","",""
"Min 1x per week","2019","college entrance qualification","Male","3","","",""
"Min 1x per week","2019","college entrance qualification","Female","1","","",""
"Min 1x per week","2019","Other degree","Male","147","0.113086265123285","0.0946128690887697","0.1315596611578"
"Min 1x per week","2019","Other degree","Female","103","0.173932641820781","0.144926200601654","0.202939083039908"
"Min 1x per week","2019","no degree/no degree yet","Male","149","0.19285664583631","0.164989315181596","0.220723976491024"
"Min 1x per week","2019","no degree/no degree yet","Female","81","0.169906025394185","0.138717954378098","0.201094096410271"
"Min 1x per month","2019","lower secondary degree","Male","","","",""
"Min 1x per month","2019","lower secondary degree","Female","1","","",""
"Min 1x per month","2019","secondary school degree","Male","","","",""
"Min 1x per month","2019","secondary school degree","Female","","","",""
"Min 1x per month","2019","college entrance qualification","Male","","","",""
"Min 1x per month","2019","college entrance qualification","Female","","","",""
"Min 1x per month","2019","Other degree","Male","19","","",""
"Min 1x per month","2019","Other degree","Female","15","","",""
"Min 1x per month","2019","no degree/no degree yet","Male","8","","",""
"Min 1x per month","2019","no degree/no degree yet","Female","13","","",""
"Rarely","2019","lower secondary degree","Male","1","","",""
"Rarely","2019","lower secondary degree","Female","1","","",""
"Rarely","2019","secondary school degree","Male","1","","",""
"Rarely","2019","secondary school degree","Female","","","",""
"Rarely","2019","college entrance qualification","Male","1","","",""
"Rarely","2019","college entrance qualification","Female","","","",""
"Rarely","2019","Other degree","Male","47","0.0450923557976062","0.032988234488581","0.0571964771066315"
"Rarely","2019","Other degree","Female","33","0.0540366538597495","0.0367354011442606","0.0713379065752383"
"Rarely","2019","no degree/no degree yet","Male","32","0.0402711892025365","0.0263852831748343","0.0541570952302386"
"Rarely","2019","no degree/no degree yet","Female","49","0.111722718529748","0.085561045218109","0.137884391841387"
"Never","2019","lower secondary degree","Male","1","","",""
"Never","2019","lower secondary degree","Female","2","","",""
"Never","2019","secondary school degree","Male","1","","",""
"Never","2019","secondary school degree","Female","","","",""
"Never","2019","college entrance qualification","Male","3","","",""
"Never","2019","college entrance qualification","Female","","","",""
"Never","2019","Other degree","Male","54","0.0519399351072896","0.038995898038269","0.0648839721763102"
"Never","2019","Other degree","Female","43","0.0702873243801486","0.0507255136270568","0.0898491351332404"
"Never","2019","no degree/no degree yet","Male","50","0.0874477358200719","0.0674948422240304","0.107400629416113"
"Never","2019","no degree/no degree yet","Female","116","0.174268302804496","0.142765501624588","0.205771103984405"
