"pli0165","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","2014","no migration background","Rural Area","","","",""
"Min 1x per month","2014","direct migration background","Urban Area","","","",""
"Min 1x per month","2014","direct migration background","Rural Area","","","",""
"Min 1x per month","2014","indirect migration background","Urban Area","","","",""
"Min 1x per month","2014","indirect migration background","Rural Area","","","",""
"Rarely","2014","no migration background","Urban Area","","","",""
"Rarely","2014","no migration background","Rural Area","","","",""
"Rarely","2014","direct migration background","Urban Area","","","",""
"Rarely","2014","direct migration background","Rural Area","","","",""
"Rarely","2014","indirect migration background","Urban Area","","","",""
"Rarely","2014","indirect migration background","Rural Area","","","",""
"Never","2014","no migration background","Urban Area","","","",""
"Never","2014","no migration background","Rural Area","","","",""
"Never","2014","direct migration background","Urban Area","","","",""
"Never","2014","direct migration background","Rural Area","","","",""
"Never","2014","indirect migration background","Urban Area","","","",""
"Never","2014","indirect migration background","Rural Area","","","",""
"Daily","2015","no migration background","Urban Area","","","",""
"Daily","2015","no migration background","Rural Area","","","",""
"Daily","2015","direct migration background","Urban Area","","","",""
"Daily","2015","direct migration background","Rural Area","","","",""
"Daily","2015","indirect migration background","Urban Area","","","",""
"Daily","2015","indirect migration background","Rural Area","","","",""
"Min 1x per week","2015","no migration background","Urban Area","","","",""
"Min 1x per week","2015","no migration background","Rural Area","","","",""
"Min 1x per week","2015","direct migration background","Urban Area","","","",""
"Min 1x per week","2015","direct migration background","Rural Area","","","",""
"Min 1x per week","2015","indirect migration background","Urban Area","","","",""
"Min 1x per week","2015","indirect migration background","Rural Area","","","",""
"Min 1x per month","2015","no migration background","Urban Area","","","",""
"Min 1x per month","2015","no migration background","Rural Area","","","",""
"Min 1x per month","2015","direct migration background","Urban Area","","","",""
"Min 1x per month","2015","direct migration background","Rural Area","","","",""
"Min 1x per month","2015","indirect migration background","Urban Area","","","",""
"Min 1x per month","2015","indirect migration background","Rural Area","","","",""
"Rarely","2015","no migration background","Urban Area","","","",""
"Rarely","2015","no migration background","Rural Area","","","",""
"Rarely","2015","direct migration background","Urban Area","","","",""
"Rarely","2015","direct migration background","Rural Area","","","",""
"Rarely","2015","indirect migration background","Urban Area","","","",""
"Rarely","2015","indirect migration background","Rural Area","","","",""
"Never","2015","no migration background","Urban Area","","","",""
"Never","2015","no migration background","Rural Area","","","",""
"Never","2015","direct migration background","Urban Area","","","",""
"Never","2015","direct migration background","Rural Area","","","",""
"Never","2015","indirect migration background","Urban Area","","","",""
"Never","2015","indirect migration background","Rural Area","","","",""
"Daily","2016","no migration background","Urban Area","","","",""
"Daily","2016","no migration background","Rural Area","","","",""
"Daily","2016","direct migration background","Urban Area","","","",""
"Daily","2016","direct migration background","Rural Area","","","",""
"Daily","2016","indirect migration background","Urban Area","","","",""
"Daily","2016","indirect migration background","Rural Area","","","",""
"Min 1x per week","2016","no migration background","Urban Area","","","",""
"Min 1x per week","2016","no migration background","Rural Area","","","",""
"Min 1x per week","2016","direct migration background","Urban Area","","","",""
"Min 1x per week","2016","direct migration background","Rural Area","","","",""
"Min 1x per week","2016","indirect migration background","Urban Area","","","",""
"Min 1x per week","2016","indirect migration background","Rural Area","","","",""
"Min 1x per month","2016","no migration background","Urban Area","","","",""
"Min 1x per month","2016","no migration background","Rural Area","","","",""
"Min 1x per month","2016","direct migration background","Urban Area","","","",""
"Min 1x per month","2016","direct migration background","Rural Area","","","",""
"Min 1x per month","2016","indirect migration background","Urban Area","","","",""
"Min 1x per month","2016","indirect migration background","Rural Area","","","",""
"Rarely","2016","no migration background","Urban Area","","","",""
"Rarely","2016","no migration background","Rural Area","","","",""
"Rarely","2016","direct migration background","Urban Area","","","",""
"Rarely","2016","direct migration background","Rural Area","","","",""
"Rarely","2016","indirect migration background","Urban Area","","","",""
"Rarely","2016","indirect migration background","Rural Area","","","",""
"Never","2016","no migration background","Urban Area","","","",""
"Never","2016","no migration background","Rural Area","","","",""
"Never","2016","direct migration background","Urban Area","","","",""
"Never","2016","direct migration background","Rural Area","","","",""
"Never","2016","indirect migration background","Urban Area","","","",""
"Never","2016","indirect migration background","Rural Area","","","",""
"Daily","2017","no migration background","Urban Area","","","",""
"Daily","2017","no migration background","Rural Area","","","",""
"Daily","2017","direct migration background","Urban Area","2365","0.587620247360002","0.572296029738426","0.602944464981577"
"Daily","2017","direct migration background","Rural Area","920","0.59719278136302","0.572970574479966","0.621414988246075"
"Daily","2017","indirect migration background","Urban Area","","","",""
"Daily","2017","indirect migration background","Rural Area","","","",""
"Min 1x per week","2017","no migration background","Urban Area","","","",""
"Min 1x per week","2017","no migration background","Rural Area","","","",""
"Min 1x per week","2017","direct migration background","Urban Area","664","0.163475932864175","0.151964022472094","0.174987843256256"
"Min 1x per week","2017","direct migration background","Rural Area","256","0.139619866379442","0.122502907477927","0.156736825280957"
"Min 1x per week","2017","indirect migration background","Urban Area","","","",""
"Min 1x per week","2017","indirect migration background","Rural Area","","","",""
"Min 1x per month","2017","no migration background","Urban Area","","","",""
"Min 1x per month","2017","no migration background","Rural Area","","","",""
"Min 1x per month","2017","direct migration background","Urban Area","115","0.0366396864863522","0.0307910918968066","0.0424882810758979"
"Min 1x per month","2017","direct migration background","Rural Area","51","0.0445173227060907","0.0343317901855983","0.054702855226583"
"Min 1x per month","2017","indirect migration background","Urban Area","","","",""
"Min 1x per month","2017","indirect migration background","Rural Area","","","",""
"Rarely","2017","no migration background","Urban Area","","","",""
"Rarely","2017","no migration background","Rural Area","","","",""
"Rarely","2017","direct migration background","Urban Area","216","0.0542701071599526","0.0472175735271111","0.0613226407927941"
"Rarely","2017","direct migration background","Rural Area","96","0.0568469012852001","0.0454114763320952","0.068282326238305"
"Rarely","2017","indirect migration background","Urban Area","","","",""
"Rarely","2017","indirect migration background","Rural Area","","","",""
"Never","2017","no migration background","Urban Area","","","",""
"Never","2017","no migration background","Rural Area","","","",""
"Never","2017","direct migration background","Urban Area","604","0.157994026129519","0.146639756907026","0.169348295352011"
"Never","2017","direct migration background","Rural Area","252","0.161823128266247","0.143634667624003","0.180011588908491"
"Never","2017","indirect migration background","Urban Area","","","",""
"Never","2017","indirect migration background","Rural Area","","","",""
"Daily","2018","no migration background","Urban Area","","","",""
"Daily","2018","no migration background","Rural Area","","","",""
"Daily","2018","direct migration background","Urban Area","1869","0.656453508345297","0.63902773941234","0.673879277278253"
"Daily","2018","direct migration background","Rural Area","640","0.648164436480539","0.618814978737323","0.677513894223755"
"Daily","2018","indirect migration background","Urban Area","","","",""
"Daily","2018","indirect migration background","Rural Area","","","",""
"Min 1x per week","2018","no migration background","Urban Area","","","",""
"Min 1x per week","2018","no migration background","Rural Area","","","",""
"Min 1x per week","2018","direct migration background","Urban Area","448","0.169805068654025","0.15602781771222","0.183582319595831"
"Min 1x per week","2018","direct migration background","Rural Area","180","0.163607380782329","0.140872422772885","0.186342338791772"
"Min 1x per week","2018","indirect migration background","Urban Area","","","",""
"Min 1x per week","2018","indirect migration background","Rural Area","","","",""
"Min 1x per month","2018","no migration background","Urban Area","","","",""
"Min 1x per month","2018","no migration background","Rural Area","","","",""
"Min 1x per month","2018","direct migration background","Urban Area","88","0.0253566696104806","0.0195881261526951","0.0311252130682661"
"Min 1x per month","2018","direct migration background","Rural Area","30","0.0335400332505106","0.0224747816443315","0.0446052848566897"
"Min 1x per month","2018","indirect migration background","Urban Area","","","",""
"Min 1x per month","2018","indirect migration background","Rural Area","","","",""
"Rarely","2018","no migration background","Urban Area","","","",""
"Rarely","2018","no migration background","Rural Area","","","",""
"Rarely","2018","direct migration background","Urban Area","154","0.0555266897408394","0.0471235237612899","0.0639298557203889"
"Rarely","2018","direct migration background","Rural Area","35","0.0367773890119074","0.0252098387366374","0.0483449392871774"
"Rarely","2018","indirect migration background","Urban Area","","","",""
"Rarely","2018","indirect migration background","Rural Area","","","",""
"Never","2018","no migration background","Urban Area","","","",""
"Never","2018","no migration background","Rural Area","","","",""
"Never","2018","direct migration background","Urban Area","294","0.0928580636493579","0.0822081854955935","0.103507941803122"
"Never","2018","direct migration background","Rural Area","132","0.117910760474715","0.0980899870584275","0.137731533891002"
"Never","2018","indirect migration background","Urban Area","","","",""
"Never","2018","indirect migration background","Rural Area","","","",""
"Daily","2019","no migration background","Urban Area","","","",""
"Daily","2019","no migration background","Rural Area","","","",""
"Daily","2019","direct migration background","Urban Area","1740","0.705056140192687","0.687151912127901","0.722960368257473"
"Daily","2019","direct migration background","Rural Area","657","0.687218186731468","0.657720833191559","0.716715540271377"
"Daily","2019","indirect migration background","Urban Area","","","",""
"Daily","2019","indirect migration background","Rural Area","","","",""
"Min 1x per week","2019","no migration background","Urban Area","","","",""
"Min 1x per week","2019","no migration background","Rural Area","","","",""
"Min 1x per week","2019","direct migration background","Urban Area","368","0.146189074980358","0.132317927640448","0.160060222320268"
"Min 1x per week","2019","direct migration background","Rural Area","155","0.172859061524331","0.148801543581647","0.196916579467014"
"Min 1x per week","2019","indirect migration background","Urban Area","","","",""
"Min 1x per week","2019","indirect migration background","Rural Area","","","",""
"Min 1x per month","2019","no migration background","Urban Area","","","",""
"Min 1x per month","2019","no migration background","Rural Area","","","",""
"Min 1x per month","2019","direct migration background","Urban Area","40","0.0140159462619164","0.00940043059503491","0.0186314619287978"
"Min 1x per month","2019","direct migration background","Rural Area","23","","",""
"Min 1x per month","2019","indirect migration background","Urban Area","","","",""
"Min 1x per month","2019","indirect migration background","Rural Area","","","",""
"Rarely","2019","no migration background","Urban Area","","","",""
"Rarely","2019","no migration background","Rural Area","","","",""
"Rarely","2019","direct migration background","Urban Area","128","0.0545246608031827","0.045610188066433","0.0634391335399324"
"Rarely","2019","direct migration background","Rural Area","47","0.049150435412942","0.0353962594695173","0.0629046113563667"
"Rarely","2019","indirect migration background","Urban Area","","","",""
"Rarely","2019","indirect migration background","Rural Area","","","",""
"Never","2019","no migration background","Urban Area","","","",""
"Never","2019","no migration background","Rural Area","","","",""
"Never","2019","direct migration background","Urban Area","216","0.0802141777618562","0.0695496164454982","0.0908787390782142"
"Never","2019","direct migration background","Rural Area","67","0.0647148167092005","0.0490621306542083","0.0803675027641926"
"Never","2019","indirect migration background","Urban Area","","","",""
"Never","2019","indirect migration background","Rural Area","","","",""
