"pli0165","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2013","no migration background","middle vocational","1169","0.106589527070724","0.100803765466508","0.11237528867494","2"
"Min 1x per week","2013","direct migration background","vocational + Abi","46","0.118535976153251","0.0826687178779358","0.154403234428565","2"
"Min 1x per week","2013","no migration background","in school","36","0.0938278257074437","0.0623675656399317","0.125288085774956","2"
"Min 1x per week","2013","no migration background","inadequately","18","","","","2"
"Min 1x per week","2013","indirect migration background","middle vocational","73","0.140389101882192","0.10908255446498","0.171695649299404","2"
"Min 1x per week","2013","indirect migration background","vocational + Abi","13","","","","2"
"Min 1x per week","2013","indirect migration background","higher vocational","10","","","","2"
"Min 1x per week","2013","direct migration background","general elemantary","65","0.0674821691991039","0.0458377304010651","0.0891266079971427","2"
"Min 1x per week","2013","direct migration background","middle vocational","139","0.127184822352287","0.106239176932122","0.148130467772452","2"
"Min 1x per week","2013","no migration background","vocational + Abi","171","0.121143892219583","0.103984313662756","0.138303470776409","2"
"Min 1x per week","2013","no migration background","higher vocational","179","0.117004302696321","0.100834958153193","0.133173647239449","2"
"Min 1x per week","2013","no migration background","higher education","607","0.114147243699502","0.105395093328252","0.122899394070751","2"
"Min 1x per week","2013","direct migration background","in school","2","","","","2"
"Min 1x per week","2013","direct migration background","inadequately","16","","","","2"
"Min 1x per week","2013","direct migration background","higher vocational","13","","","","2"
"Min 1x per week","2013","direct migration background","higher education","98","0.163937303029036","0.133247047563878","0.194627558494194","2"
"Min 1x per week","2013","indirect migration background","in school","9","","","","2"
"Min 1x per week","2013","indirect migration background","inadequately","3","","","","2"
"Min 1x per week","2013","indirect migration background","general elemantary","33","0.177424595957089","0.125128901726929","0.229720290187249","2"
"Min 1x per week","2013","indirect migration background","higher education","35","0.110106125422955","0.0649998387570258","0.155212412088885","2"
"Never","2013","no migration background","general elemantary","1005","0.632227386579393","0.610383922435981","0.654070850722805","5"
"Never","2013","no migration background","middle vocational","5893","0.567267846045069","0.55797857970998","0.576557112380159","5"
"Never","2013","no migration background","inadequately","78","0.566849430551131","0.493850792072754","0.639848069029508","5"
"Never","2013","no migration background","vocational + Abi","637","0.431731945490766","0.405683567704218","0.457780323277315","5"
"Never","2013","no migration background","in school","11","","","","5"
"Never","2013","no migration background","higher vocational","895","0.585655448270018","0.560874717150227","0.610436179389809","5"
"Never","2013","no migration background","higher education","2823","0.56039236734086","0.546731445593999","0.57405328908772","5"
"Never","2013","direct migration background","in school","1","","","","5"
"Never","2013","direct migration background","inadequately","84","0.793362868291485","0.722097691633435","0.864628044949534","5"
"Never","2013","direct migration background","general elemantary","285","0.698114641290646","0.65850438625837","0.737724896322921","5"
"Never","2013","direct migration background","middle vocational","457","0.532837028907321","0.501471951515261","0.564202106299381","5"
"Never","2013","direct migration background","vocational + Abi","140","0.528329188456313","0.472937755905785","0.583720621006841","5"
"Never","2013","direct migration background","higher vocational","47","0.545668554879414","0.447588351988246","0.643748757770582","5"
"Never","2013","direct migration background","higher education","207","0.4218202657951","0.380881255423805","0.462759276166395","5"
"Never","2013","indirect migration background","in school","4","","","","5"
"Never","2013","indirect migration background","inadequately","10","","","","5"
"Never","2013","indirect migration background","general elemantary","38","0.2869615367009","0.225040319621264","0.348882753780536","5"
"Never","2013","indirect migration background","middle vocational","133","0.26542523064841","0.225632235763711","0.305218225533109","5"
"Never","2013","indirect migration background","vocational + Abi","19","","","","5"
"Never","2013","indirect migration background","higher vocational","16","","","","5"
"Never","2013","indirect migration background","higher education","61","0.295209123206965","0.22948008898335","0.36093815743058","5"
"Rarely","2013","no migration background","inadequately","8","","","","4"
"Rarely","2013","no migration background","in school","6","","","","4"
"Rarely","2013","no migration background","general elemantary","90","0.041452855081578","0.0324230342776859","0.0504826758854702","4"
"Rarely","2013","no migration background","middle vocational","809","0.0745384299486009","0.0696141009268798","0.0794627589703221","4"
"Rarely","2013","no migration background","vocational + Abi","108","0.0783592708296009","0.0642266407790887","0.092491900880113","4"
"Rarely","2013","no migration background","higher vocational","144","0.0992611395682962","0.0842192885269323","0.11430299060966","4"
"Rarely","2013","no migration background","higher education","514","0.0880649160160506","0.0802650936796361","0.0958647383524651","4"
"Rarely","2013","direct migration background","in school","","","","","4"
"Rarely","2013","direct migration background","inadequately","4","","","","4"
"Rarely","2013","direct migration background","general elemantary","38","0.0525383649501957","0.0332878507967078","0.0717888791036836","4"
"Rarely","2013","direct migration background","higher education","53","0.0877461959979753","0.0642923441491481","0.111200047846803","4"
"Rarely","2013","indirect migration background","in school","2","","","","4"
"Rarely","2013","indirect migration background","inadequately","2","","","","4"
"Rarely","2013","indirect migration background","general elemantary","12","","","","4"
"Rarely","2013","indirect migration background","middle vocational","33","0.0503361657811074","0.0306327039967464","0.0700396275654685","4"
"Rarely","2013","direct migration background","middle vocational","86","0.0756496364125825","0.0590255920456434","0.0922736807795216","4"
"Rarely","2013","direct migration background","vocational + Abi","25","","","","4"
"Rarely","2013","direct migration background","higher vocational","11","","","","4"
"Rarely","2013","indirect migration background","vocational + Abi","7","","","","4"
"Rarely","2013","indirect migration background","higher vocational","7","","","","4"
"Rarely","2013","indirect migration background","higher education","20","","","","4"
"Daily","2014","direct migration background","vocational + Abi","","","","","1"
"Daily","2014","direct migration background","higher vocational","","","","","1"
"Daily","2014","no migration background","in school","","","","","1"
"Daily","2014","no migration background","inadequately","","","","","1"
"Daily","2014","no migration background","general elemantary","","","","","1"
"Daily","2014","no migration background","middle vocational","","","","","1"
"Daily","2014","no migration background","vocational + Abi","","","","","1"
"Daily","2014","no migration background","higher vocational","","","","","1"
"Daily","2014","no migration background","higher education","","","","","1"
"Daily","2014","direct migration background","in school","","","","","1"
"Daily","2014","direct migration background","inadequately","","","","","1"
"Daily","2014","direct migration background","general elemantary","","","","","1"
"Daily","2014","direct migration background","middle vocational","","","","","1"
"Daily","2014","direct migration background","higher education","","","","","1"
"Daily","2014","indirect migration background","in school","","","","","1"
"Daily","2014","indirect migration background","inadequately","","","","","1"
"Daily","2014","indirect migration background","general elemantary","","","","","1"
"Daily","2014","indirect migration background","middle vocational","","","","","1"
"Daily","2014","indirect migration background","vocational + Abi","","","","","1"
"Daily","2014","indirect migration background","higher vocational","","","","","1"
"Daily","2014","indirect migration background","higher education","","","","","1"
"Min 1x per month","2014","no migration background","inadequately","","","","","3"
"Min 1x per month","2014","no migration background","middle vocational","","","","","3"
"Min 1x per month","2014","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","2014","no migration background","higher vocational","","","","","3"
"Min 1x per month","2014","no migration background","higher education","","","","","3"
"Min 1x per month","2014","direct migration background","general elemantary","","","","","3"
"Min 1x per month","2014","direct migration background","middle vocational","","","","","3"
"Min 1x per month","2014","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","2014","direct migration background","higher vocational","","","","","3"
"Min 1x per month","2014","indirect migration background","in school","","","","","3"
"Min 1x per month","2014","no migration background","general elemantary","","","","","3"
"Min 1x per month","2014","direct migration background","higher education","","","","","3"
"Min 1x per month","2014","no migration background","in school","","","","","3"
"Min 1x per month","2014","direct migration background","in school","","","","","3"
"Min 1x per month","2014","direct migration background","inadequately","","","","","3"
"Min 1x per month","2014","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2014","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","2014","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","2014","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","2014","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","2014","indirect migration background","higher education","","","","","3"
"Min 1x per week","2014","no migration background","inadequately","","","","","2"
"Min 1x per week","2014","no migration background","general elemantary","","","","","2"
"Min 1x per week","2014","no migration background","middle vocational","","","","","2"
"Min 1x per week","2014","direct migration background","general elemantary","","","","","2"
"Min 1x per week","2014","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","2014","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","2014","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","2014","direct migration background","middle vocational","","","","","2"
"Min 1x per week","2014","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","2014","no migration background","in school","","","","","2"
"Min 1x per week","2014","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","2014","no migration background","higher vocational","","","","","2"
"Min 1x per week","2014","no migration background","higher education","","","","","2"
"Min 1x per week","2014","direct migration background","in school","","","","","2"
"Min 1x per week","2014","direct migration background","inadequately","","","","","2"
"Min 1x per week","2014","direct migration background","higher vocational","","","","","2"
"Min 1x per week","2014","direct migration background","higher education","","","","","2"
"Min 1x per week","2014","indirect migration background","in school","","","","","2"
"Min 1x per week","2014","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2014","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","2014","indirect migration background","higher education","","","","","2"
"Never","2014","no migration background","middle vocational","","","","","5"
"Never","2014","no migration background","vocational + Abi","","","","","5"
"Never","2014","no migration background","general elemantary","","","","","5"
"Never","2014","no migration background","in school","","","","","5"
"Never","2014","no migration background","inadequately","","","","","5"
"Never","2014","no migration background","higher vocational","","","","","5"
"Never","2014","no migration background","higher education","","","","","5"
"Never","2014","direct migration background","in school","","","","","5"
"Never","2014","direct migration background","inadequately","","","","","5"
"Never","2014","direct migration background","general elemantary","","","","","5"
"Never","2014","direct migration background","middle vocational","","","","","5"
"Never","2014","direct migration background","vocational + Abi","","","","","5"
"Never","2014","direct migration background","higher vocational","","","","","5"
"Never","2014","direct migration background","higher education","","","","","5"
"Never","2014","indirect migration background","in school","","","","","5"
"Never","2014","indirect migration background","inadequately","","","","","5"
"Never","2014","indirect migration background","general elemantary","","","","","5"
"Never","2014","indirect migration background","middle vocational","","","","","5"
"Never","2014","indirect migration background","vocational + Abi","","","","","5"
"Never","2014","indirect migration background","higher vocational","","","","","5"
"Never","2014","indirect migration background","higher education","","","","","5"
"Rarely","2014","no migration background","inadequately","","","","","4"
"Rarely","2014","no migration background","in school","","","","","4"
"Rarely","2014","no migration background","general elemantary","","","","","4"
"Rarely","2014","no migration background","middle vocational","","","","","4"
"Rarely","2014","no migration background","vocational + Abi","","","","","4"
"Rarely","2014","no migration background","higher vocational","","","","","4"
"Rarely","2014","no migration background","higher education","","","","","4"
"Rarely","2014","direct migration background","in school","","","","","4"
"Rarely","2014","direct migration background","inadequately","","","","","4"
"Rarely","2014","direct migration background","general elemantary","","","","","4"
"Rarely","2014","direct migration background","higher education","","","","","4"
"Rarely","2014","indirect migration background","in school","","","","","4"
"Rarely","2014","indirect migration background","inadequately","","","","","4"
"Rarely","2014","indirect migration background","general elemantary","","","","","4"
"Rarely","2014","indirect migration background","middle vocational","","","","","4"
"Rarely","2014","direct migration background","middle vocational","","","","","4"
"Rarely","2014","direct migration background","vocational + Abi","","","","","4"
"Rarely","2014","direct migration background","higher vocational","","","","","4"
"Rarely","2014","indirect migration background","vocational + Abi","","","","","4"
"Rarely","2014","indirect migration background","higher vocational","","","","","4"
"Rarely","2014","indirect migration background","higher education","","","","","4"
"Daily","2015","direct migration background","higher vocational","","","","","1"
"Daily","2015","direct migration background","higher education","","","","","1"
"Daily","2015","indirect migration background","in school","","","","","1"
"Daily","2015","indirect migration background","inadequately","","","","","1"
"Daily","2015","no migration background","in school","","","","","1"
"Daily","2015","no migration background","inadequately","","","","","1"
"Daily","2015","no migration background","general elemantary","","","","","1"
"Daily","2015","no migration background","middle vocational","","","","","1"
"Daily","2015","no migration background","vocational + Abi","","","","","1"
"Daily","2015","no migration background","higher vocational","","","","","1"
"Daily","2015","no migration background","higher education","","","","","1"
"Daily","2015","direct migration background","in school","","","","","1"
"Daily","2015","direct migration background","inadequately","","","","","1"
"Daily","2015","direct migration background","general elemantary","","","","","1"
"Daily","2015","direct migration background","middle vocational","","","","","1"
"Daily","2015","direct migration background","vocational + Abi","","","","","1"
"Daily","2015","indirect migration background","higher education","","","","","1"
"Daily","2015","indirect migration background","vocational + Abi","","","","","1"
"Daily","2015","indirect migration background","higher vocational","","","","","1"
"Daily","2015","indirect migration background","general elemantary","","","","","1"
"Daily","2015","indirect migration background","middle vocational","","","","","1"
"Min 1x per month","2015","no migration background","in school","","","","","3"
"Min 1x per month","2015","no migration background","inadequately","","","","","3"
"Min 1x per month","2015","no migration background","higher education","","","","","3"
"Min 1x per month","2015","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","2015","direct migration background","general elemantary","","","","","3"
"Min 1x per month","2015","direct migration background","higher education","","","","","3"
"Min 1x per month","2015","indirect migration background","in school","","","","","3"
"Min 1x per month","2015","no migration background","general elemantary","","","","","3"
"Min 1x per month","2015","direct migration background","higher vocational","","","","","3"
"Min 1x per month","2015","no migration background","higher vocational","","","","","3"
"Min 1x per month","2015","direct migration background","middle vocational","","","","","3"
"Min 1x per month","2015","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","2015","no migration background","middle vocational","","","","","3"
"Min 1x per month","2015","direct migration background","in school","","","","","3"
"Min 1x per month","2015","direct migration background","inadequately","","","","","3"
"Min 1x per month","2015","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2015","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","2015","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","2015","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","2015","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","2015","indirect migration background","higher education","","","","","3"
"Min 1x per week","2015","no migration background","in school","","","","","2"
"Min 1x per week","2015","no migration background","inadequately","","","","","2"
"Min 1x per week","2015","no migration background","general elemantary","","","","","2"
"Min 1x per week","2015","no migration background","middle vocational","","","","","2"
"Min 1x per week","2015","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","2015","no migration background","higher vocational","","","","","2"
"Min 1x per week","2015","no migration background","higher education","","","","","2"
"Min 1x per week","2015","direct migration background","in school","","","","","2"
"Min 1x per week","2015","direct migration background","inadequately","","","","","2"
"Min 1x per week","2015","direct migration background","general elemantary","","","","","2"
"Min 1x per week","2015","direct migration background","middle vocational","","","","","2"
"Min 1x per week","2015","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","2015","direct migration background","higher vocational","","","","","2"
"Min 1x per week","2015","direct migration background","higher education","","","","","2"
"Min 1x per week","2015","indirect migration background","in school","","","","","2"
"Min 1x per week","2015","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2015","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","2015","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","2015","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","2015","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","2015","indirect migration background","higher education","","","","","2"
"Never","2015","no migration background","inadequately","","","","","5"
"Never","2015","no migration background","in school","","","","","5"
"Never","2015","no migration background","general elemantary","","","","","5"
"Never","2015","no migration background","vocational + Abi","","","","","5"
"Never","2015","no migration background","middle vocational","","","","","5"
"Never","2015","no migration background","higher vocational","","","","","5"
"Never","2015","no migration background","higher education","","","","","5"
"Never","2015","direct migration background","in school","","","","","5"
"Never","2015","direct migration background","inadequately","","","","","5"
"Never","2015","direct migration background","general elemantary","","","","","5"
"Never","2015","direct migration background","middle vocational","","","","","5"
"Never","2015","direct migration background","vocational + Abi","","","","","5"
"Never","2015","direct migration background","higher vocational","","","","","5"
"Never","2015","indirect migration background","middle vocational","","","","","5"
"Never","2015","indirect migration background","vocational + Abi","","","","","5"
"Never","2015","indirect migration background","higher vocational","","","","","5"
"Never","2015","indirect migration background","higher education","","","","","5"
"Never","2015","direct migration background","higher education","","","","","5"
"Never","2015","indirect migration background","in school","","","","","5"
"Never","2015","indirect migration background","inadequately","","","","","5"
"Never","2015","indirect migration background","general elemantary","","","","","5"
"Rarely","2015","direct migration background","general elemantary","","","","","4"
"Rarely","2015","no migration background","in school","","","","","4"
"Rarely","2015","no migration background","inadequately","","","","","4"
"Rarely","2015","no migration background","general elemantary","","","","","4"
"Rarely","2015","no migration background","middle vocational","","","","","4"
"Rarely","2015","no migration background","vocational + Abi","","","","","4"
"Rarely","2015","no migration background","higher vocational","","","","","4"
"Rarely","2015","no migration background","higher education","","","","","4"
"Rarely","2015","direct migration background","in school","","","","","4"
"Rarely","2015","direct migration background","inadequately","","","","","4"
"Rarely","2015","direct migration background","middle vocational","","","","","4"
"Rarely","2015","direct migration background","vocational + Abi","","","","","4"
"Rarely","2015","direct migration background","higher vocational","","","","","4"
"Rarely","2015","direct migration background","higher education","","","","","4"
"Rarely","2015","indirect migration background","in school","","","","","4"
"Rarely","2015","indirect migration background","inadequately","","","","","4"
"Rarely","2015","indirect migration background","general elemantary","","","","","4"
"Rarely","2015","indirect migration background","middle vocational","","","","","4"
"Rarely","2015","indirect migration background","vocational + Abi","","","","","4"
"Rarely","2015","indirect migration background","higher vocational","","","","","4"
"Rarely","2015","indirect migration background","higher education","","","","","4"
"Daily","2016","no migration background","in school","","","","","1"
"Daily","2016","no migration background","inadequately","","","","","1"
"Daily","2016","no migration background","general elemantary","","","","","1"
"Daily","2016","no migration background","middle vocational","","","","","1"
"Daily","2016","no migration background","vocational + Abi","","","","","1"
"Daily","2016","no migration background","higher vocational","","","","","1"
"Daily","2016","no migration background","higher education","","","","","1"
"Daily","2016","direct migration background","in school","","","","","1"
"Daily","2016","direct migration background","inadequately","","","","","1"
"Daily","2016","direct migration background","general elemantary","","","","","1"
"Daily","2016","direct migration background","middle vocational","","","","","1"
"Daily","2016","direct migration background","vocational + Abi","","","","","1"
"Daily","2016","direct migration background","higher vocational","","","","","1"
"Daily","2016","direct migration background","higher education","","","","","1"
"Daily","2016","indirect migration background","in school","","","","","1"
"Daily","2016","indirect migration background","inadequately","","","","","1"
"Daily","2016","indirect migration background","general elemantary","","","","","1"
"Daily","2016","indirect migration background","higher vocational","","","","","1"
"Daily","2016","indirect migration background","middle vocational","","","","","1"
"Daily","2016","indirect migration background","vocational + Abi","","","","","1"
"Daily","2016","indirect migration background","higher education","","","","","1"
"Min 1x per month","2016","no migration background","in school","","","","","3"
"Min 1x per month","2016","no migration background","inadequately","","","","","3"
"Min 1x per month","2016","no migration background","general elemantary","","","","","3"
"Min 1x per month","2016","no migration background","middle vocational","","","","","3"
"Min 1x per month","2016","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","2016","no migration background","higher vocational","","","","","3"
"Min 1x per month","2016","no migration background","higher education","","","","","3"
"Min 1x per month","2016","direct migration background","in school","","","","","3"
"Min 1x per month","2016","direct migration background","inadequately","","","","","3"
"Min 1x per month","2016","direct migration background","general elemantary","","","","","3"
"Min 1x per month","2016","direct migration background","middle vocational","","","","","3"
"Min 1x per month","2016","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","2016","direct migration background","higher vocational","","","","","3"
"Min 1x per month","2016","direct migration background","higher education","","","","","3"
"Min 1x per month","2016","indirect migration background","in school","","","","","3"
"Min 1x per month","2016","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2016","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","2016","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","2016","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","2016","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","2016","indirect migration background","higher education","","","","","3"
"Min 1x per week","2016","no migration background","in school","","","","","2"
"Min 1x per week","2016","no migration background","inadequately","","","","","2"
"Min 1x per week","2016","no migration background","general elemantary","","","","","2"
"Min 1x per week","2016","no migration background","middle vocational","","","","","2"
"Min 1x per week","2016","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","2016","no migration background","higher vocational","","","","","2"
"Min 1x per week","2016","no migration background","higher education","","","","","2"
"Min 1x per week","2016","direct migration background","in school","","","","","2"
"Min 1x per week","2016","direct migration background","inadequately","","","","","2"
"Min 1x per week","2016","direct migration background","general elemantary","","","","","2"
"Min 1x per week","2016","direct migration background","middle vocational","","","","","2"
"Min 1x per week","2016","direct migration background","higher education","","","","","2"
"Min 1x per week","2016","indirect migration background","in school","","","","","2"
"Min 1x per week","2016","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2016","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","2016","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","2016","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","2016","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","2016","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","2016","indirect migration background","higher education","","","","","2"
"Min 1x per week","2016","direct migration background","higher vocational","","","","","2"
"Never","2016","no migration background","in school","","","","","5"
"Never","2016","no migration background","general elemantary","","","","","5"
"Never","2016","no migration background","middle vocational","","","","","5"
"Never","2016","no migration background","inadequately","","","","","5"
"Never","2016","no migration background","vocational + Abi","","","","","5"
"Never","2016","no migration background","higher vocational","","","","","5"
"Never","2016","no migration background","higher education","","","","","5"
"Never","2016","direct migration background","in school","","","","","5"
"Never","2016","direct migration background","inadequately","","","","","5"
"Never","2016","direct migration background","general elemantary","","","","","5"
"Never","2016","direct migration background","middle vocational","","","","","5"
"Never","2016","direct migration background","vocational + Abi","","","","","5"
"Never","2016","direct migration background","higher vocational","","","","","5"
"Never","2016","direct migration background","higher education","","","","","5"
"Never","2016","indirect migration background","in school","","","","","5"
"Never","2016","indirect migration background","inadequately","","","","","5"
"Never","2016","indirect migration background","general elemantary","","","","","5"
"Never","2016","indirect migration background","middle vocational","","","","","5"
"Never","2016","indirect migration background","vocational + Abi","","","","","5"
"Never","2016","indirect migration background","higher vocational","","","","","5"
"Never","2016","indirect migration background","higher education","","","","","5"
"Rarely","2016","direct migration background","inadequately","","","","","4"
"Rarely","2016","no migration background","in school","","","","","4"
"Rarely","2016","direct migration background","general elemantary","","","","","4"
"Rarely","2016","no migration background","inadequately","","","","","4"
"Rarely","2016","no migration background","general elemantary","","","","","4"
"Rarely","2016","no migration background","middle vocational","","","","","4"
"Rarely","2016","no migration background","vocational + Abi","","","","","4"
"Rarely","2016","no migration background","higher vocational","","","","","4"
"Rarely","2016","no migration background","higher education","","","","","4"
"Rarely","2016","direct migration background","in school","","","","","4"
"Rarely","2016","direct migration background","middle vocational","","","","","4"
"Rarely","2016","direct migration background","vocational + Abi","","","","","4"
"Rarely","2016","direct migration background","higher vocational","","","","","4"
"Rarely","2016","direct migration background","higher education","","","","","4"
"Rarely","2016","indirect migration background","in school","","","","","4"
"Rarely","2016","indirect migration background","inadequately","","","","","4"
"Rarely","2016","indirect migration background","general elemantary","","","","","4"
"Rarely","2016","indirect migration background","middle vocational","","","","","4"
"Rarely","2016","indirect migration background","vocational + Abi","","","","","4"
"Rarely","2016","indirect migration background","higher vocational","","","","","4"
"Rarely","2016","indirect migration background","higher education","","","","","4"
"Daily","2017","no migration background","vocational + Abi","","","","","1"
"Daily","2017","no migration background","higher vocational","","","","","1"
"Daily","2017","no migration background","higher education","","","","","1"
"Daily","2017","direct migration background","in school","13","","","","1"
"Daily","2017","no migration background","in school","","","","","1"
"Daily","2017","no migration background","inadequately","","","","","1"
"Daily","2017","no migration background","general elemantary","","","","","1"
"Daily","2017","no migration background","middle vocational","","","","","1"
"Daily","2017","direct migration background","inadequately","1058","0.477772320783366","0.45666819368434","0.498876447882392","1"
"Daily","2017","direct migration background","general elemantary","703","0.646471782674665","0.618078148698128","0.674865416651202","1"
"Daily","2017","direct migration background","middle vocational","593","0.646014723955592","0.614702934111745","0.677326513799439","1"
"Daily","2017","direct migration background","vocational + Abi","90","0.663879410347511","0.583598104381561","0.744160716313461","1"
"Daily","2017","direct migration background","higher vocational","","","","","1"
"Daily","2017","direct migration background","higher education","665","0.731266764413286","0.70276059628071","0.759772932545861","1"
"Daily","2017","indirect migration background","in school","","","","","1"
"Daily","2017","indirect migration background","inadequately","","","","","1"
"Daily","2017","indirect migration background","middle vocational","","","","","1"
"Daily","2017","indirect migration background","general elemantary","","","","","1"
"Daily","2017","indirect migration background","vocational + Abi","","","","","1"
"Daily","2017","indirect migration background","higher education","","","","","1"
"Daily","2017","indirect migration background","higher vocational","","","","","1"
"Min 1x per month","2017","no migration background","in school","","","","","3"
"Min 1x per month","2017","no migration background","inadequately","","","","","3"
"Min 1x per month","2017","no migration background","general elemantary","","","","","3"
