"pli0165","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","2013","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per month","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","2013","secondary school degree","(2b) intermediate general qualification","8","","",""
"Min 1x per month","2013","secondary school degree","(2a) intermediate vocational","212","0.0295954070181136","0.025460594344931","0.0337302196912961"
"Min 1x per month","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2013","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per month","2013","secondary school degree","(3a) lower tertiary education","14","","",""
"Min 1x per month","2013","secondary school degree","(3b) higher tertiary education","2","","",""
"Min 1x per month","2013","college entrance qualification","(0) in school","","","",""
"Min 1x per month","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per month","2013","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per month","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per month","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per month","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per month","2013","college entrance qualification","(2c_gen) general maturity certificate","21","","",""
"Min 1x per month","2013","college entrance qualification","(2c_voc) vocational maturity certificate","54","0.0315499356955056","0.0238467068003522","0.0392531645906589"
"Min 1x per month","2013","college entrance qualification","(3a) lower tertiary education","62","0.0488799827425306","0.037474963947433","0.0602850015376282"
"Min 1x per month","2013","college entrance qualification","(3b) higher tertiary education","105","0.0352713149824598","0.0288336159659168","0.0417090139990029"
"Min 1x per month","2013","Other degree","(0) in school","","","",""
"Min 1x per month","2013","Other degree","(1a) inadequately completed","","","",""
"Min 1x per month","2013","Other degree","(1b) general elementary school","7","","",""
"Min 1x per month","2013","Other degree","(1c) basic vocational qualification","16","","",""
"Min 1x per month","2013","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","2013","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per month","2013","Other degree","(2c_gen) general maturity certificate","3","","",""
"Min 1x per month","2013","Other degree","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per month","2013","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per month","2013","Other degree","(3b) higher tertiary education","12","","",""
"Min 1x per month","2013","no degree/no degree yet","(0) in school","6","","",""
"Min 1x per month","2013","no degree/no degree yet","(1a) inadequately completed","9","","",""
"Min 1x per month","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per month","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per month","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per month","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per month","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per month","2013","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely","2013","lower secondary degree","(0) in school","","","",""
"Rarely","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely","2013","lower secondary degree","(1b) general elementary school","86","0.046106045620825","0.0356353446319866","0.0565767466096634"
"Rarely","2013","lower secondary degree","(1c) basic vocational qualification","392","0.0714781917029968","0.0645736441592084","0.0783827392467851"
"Rarely","2013","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely","2013","lower secondary degree","(2a) intermediate vocational","","","",""
"Rarely","2013","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Rarely","2013","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"Rarely","2013","lower secondary degree","(3a) lower tertiary education","9","","",""
"Rarely","2013","lower secondary degree","(3b) higher tertiary education","4","","",""
"Rarely","2013","secondary school degree","(0) in school","","","",""
"Rarely","2013","secondary school degree","(1a) inadequately completed","","","",""
"Rarely","2013","secondary school degree","(1b) general elementary school","","","",""
"Rarely","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely","2013","secondary school degree","(2b) intermediate general qualification","35","0.0441730550687843","0.0291745210800957","0.0591715890574728"
"Rarely","2013","secondary school degree","(2a) intermediate vocational","534","0.0825804246525183","0.075864747409468","0.0892961018955687"
"Rarely","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2013","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
"Rarely","2013","secondary school degree","(3a) lower tertiary education","55","0.109105511852421","0.0823856795491006","0.13582534415574"
"Rarely","2013","secondary school degree","(3b) higher tertiary education","6","","",""
"Rarely","2013","college entrance qualification","(0) in school","","","",""
"Rarely","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","2013","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","2013","college entrance qualification","(2c_gen) general maturity certificate","49","0.0623230644185416","0.0463055515705103","0.0783405772665728"
"Rarely","2013","college entrance qualification","(2c_voc) vocational maturity certificate","175","0.0962573246210391","0.0832593933573745","0.109255255884704"
"Rarely","2013","college entrance qualification","(3a) lower tertiary education","137","0.101811355492176","0.0858159699588291","0.117806741025524"
"Rarely","2013","college entrance qualification","(3b) higher tertiary education","331","0.0806101867554308","0.0711093456711508","0.0901110278397108"
"Rarely","2013","Other degree","(0) in school","","","",""
"Rarely","2013","Other degree","(1a) inadequately completed","","","",""
"Rarely","2013","Other degree","(1b) general elementary school","24","","",""
"Rarely","2013","Other degree","(1c) basic vocational qualification","40","0.0931438590780731","0.0659877174127228","0.120300000743423"
"Rarely","2013","Other degree","(2b) intermediate general qualification","","","",""
"Rarely","2013","Other degree","(2a) intermediate vocational","","","",""
"Rarely","2013","Other degree","(2c_gen) general maturity certificate","6","","",""
"Rarely","2013","Other degree","(2c_voc) vocational maturity certificate","11","","",""
"Rarely","2013","Other degree","(3a) lower tertiary education","6","","",""
"Rarely","2013","Other degree","(3b) higher tertiary education","28","","",""
"Rarely","2013","no degree/no degree yet","(0) in school","8","","",""
"Rarely","2013","no degree/no degree yet","(1a) inadequately completed","17","","",""
"Rarely","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2013","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"Rarely","2013","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Never","2013","lower secondary degree","(0) in school","","","",""
"Never","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Never","2013","lower secondary degree","(1b) general elementary school","922","0.720171754841059","0.697758207937058","0.74258530174506"
"Never","2013","lower secondary degree","(1c) basic vocational qualification","3374","0.66910086526649","0.656489967550667","0.681711762982313"
"Never","2013","lower secondary degree","(2b) intermediate general qualification","","","",""
"Never","2013","lower secondary degree","(2a) intermediate vocational","9","","",""
"Never","2013","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Never","2013","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"Never","2013","lower secondary degree","(3a) lower tertiary education","94","0.780553516207054","0.707113319546093","0.853993712868014"
"Never","2013","lower secondary degree","(3b) higher tertiary education","28","","",""
"Never","2013","secondary school degree","(0) in school","","","",""
"Never","2013","secondary school degree","(1a) inadequately completed","","","",""
"Never","2013","secondary school degree","(1b) general elementary school","","","",""
"Never","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Never","2013","secondary school degree","(2b) intermediate general qualification","197","0.321975160788004","0.287870444171858","0.35607987740415"
"Never","2013","secondary school degree","(2a) intermediate vocational","3203","0.513977605268387","0.501783007014282","0.526172203522491"
"Never","2013","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Never","2013","secondary school degree","(2c_voc) vocational maturity certificate","11","","",""
"Never","2013","secondary school degree","(3a) lower tertiary education","323","0.625090205007361","0.583601298656788","0.666579111357935"
"Never","2013","secondary school degree","(3b) higher tertiary education","80","0.568617368169356","0.486868843615843","0.65036589272287"
"Never","2013","college entrance qualification","(0) in school","","","",""
"Never","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Never","2013","college entrance qualification","(1b) general elementary school","","","",""
"Never","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Never","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Never","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Never","2013","college entrance qualification","(2c_gen) general maturity certificate","168","0.155994600608246","0.131952552588147","0.180036648628344"
"Never","2013","college entrance qualification","(2c_voc) vocational maturity certificate","914","0.436267353353035","0.414412499929745","0.458122206776325"
"Never","2013","college entrance qualification","(3a) lower tertiary education","711","0.54719294261543","0.520863621595293","0.573522263635566"
"Never","2013","college entrance qualification","(3b) higher tertiary education","1703","0.53193476111177","0.514520717531341","0.549348804692198"
"Never","2013","Other degree","(0) in school","","","",""
"Never","2013","Other degree","(1a) inadequately completed","","","",""
"Never","2013","Other degree","(1b) general elementary school","224","0.724944737928672","0.680397901373171","0.769491574484173"
"Never","2013","Other degree","(1c) basic vocational qualification","246","0.65718257149857","0.612832306622431","0.701532836374708"
"Never","2013","Other degree","(2b) intermediate general qualification","","","",""
"Never","2013","Other degree","(2a) intermediate vocational","","","",""
"Never","2013","Other degree","(2c_gen) general maturity certificate","73","0.538146348468969","0.458364360953086","0.617928335984852"
"Never","2013","Other degree","(2c_voc) vocational maturity certificate","116","0.614910615271256","0.553346273719727","0.676474956822785"
"Never","2013","Other degree","(3a) lower tertiary education","13","","",""
"Never","2013","Other degree","(3b) higher tertiary education","124","0.398685115928857","0.347965895943278","0.449404335914435"
"Never","2013","no degree/no degree yet","(0) in school","17","","",""
"Never","2013","no degree/no degree yet","(1a) inadequately completed","198","0.64800772086814","0.59860424271212","0.69741119902416"
"Never","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Never","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","2013","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"Never","2013","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Daily","2014","lower secondary degree","(0) in school","","","",""
"Daily","2014","lower secondary degree","(1a) inadequately completed","","","",""
"Daily","2014","lower secondary degree","(1b) general elementary school","","","",""
"Daily","2014","lower secondary degree","(1c) basic vocational qualification","","","",""
"Daily","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"Daily","2014","lower secondary degree","(2a) intermediate vocational","","","",""
"Daily","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Daily","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","2014","lower secondary degree","(3a) lower tertiary education","","","",""
"Daily","2014","lower secondary degree","(3b) higher tertiary education","","","",""
"Daily","2014","secondary school degree","(0) in school","","","",""
"Daily","2014","secondary school degree","(1a) inadequately completed","","","",""
"Daily","2014","secondary school degree","(1b) general elementary school","","","",""
"Daily","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"Daily","2014","secondary school degree","(2b) intermediate general qualification","","","",""
"Daily","2014","secondary school degree","(2a) intermediate vocational","","","",""
"Daily","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Daily","2014","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","2014","secondary school degree","(3a) lower tertiary education","","","",""
"Daily","2014","secondary school degree","(3b) higher tertiary education","","","",""
"Daily","2014","college entrance qualification","(0) in school","","","",""
"Daily","2014","college entrance qualification","(1a) inadequately completed","","","",""
"Daily","2014","college entrance qualification","(1b) general elementary school","","","",""
"Daily","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"Daily","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"Daily","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"Daily","2014","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Daily","2014","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Daily","2014","college entrance qualification","(3a) lower tertiary education","","","",""
"Daily","2014","college entrance qualification","(3b) higher tertiary education","","","",""
"Daily","2014","Other degree","(0) in school","","","",""
"Daily","2014","Other degree","(1a) inadequately completed","","","",""
"Daily","2014","Other degree","(1b) general elementary school","","","",""
"Daily","2014","Other degree","(1c) basic vocational qualification","","","",""
"Daily","2014","Other degree","(2b) intermediate general qualification","","","",""
"Daily","2014","Other degree","(2a) intermediate vocational","","","",""
"Daily","2014","Other degree","(2c_gen) general maturity certificate","","","",""
"Daily","2014","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","2014","Other degree","(3a) lower tertiary education","","","",""
"Daily","2014","Other degree","(3b) higher tertiary education","","","",""
"Daily","2014","no degree/no degree yet","(0) in school","","","",""
"Daily","2014","no degree/no degree yet","(1a) inadequately completed","","","",""
"Daily","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"Daily","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Daily","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Daily","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Daily","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Daily","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Daily","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Daily","2014","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per week","2014","lower secondary degree","(0) in school","","","",""
"Min 1x per week","2014","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per week","2014","lower secondary degree","(1b) general elementary school","","","",""
"Min 1x per week","2014","lower secondary degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","2014","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per week","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2014","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per week","2014","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per week","2014","secondary school degree","(0) in school","","","",""
"Min 1x per week","2014","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per week","2014","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per week","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","2014","secondary school degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","2014","secondary school degree","(2a) intermediate vocational","","","",""
"Min 1x per week","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2014","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2014","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per week","2014","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per week","2014","college entrance qualification","(0) in school","","","",""
"Min 1x per week","2014","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per week","2014","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per week","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per week","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per week","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per week","2014","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2014","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2014","college entrance qualification","(3a) lower tertiary education","","","",""
"Min 1x per week","2014","college entrance qualification","(3b) higher tertiary education","","","",""
"Min 1x per week","2014","Other degree","(0) in school","","","",""
"Min 1x per week","2014","Other degree","(1a) inadequately completed","","","",""
"Min 1x per week","2014","Other degree","(1b) general elementary school","","","",""
"Min 1x per week","2014","Other degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","2014","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","2014","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per week","2014","Other degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2014","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2014","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per week","2014","Other degree","(3b) higher tertiary education","","","",""
"Min 1x per week","2014","no degree/no degree yet","(0) in school","","","",""
"Min 1x per week","2014","no degree/no degree yet","(1a) inadequately completed","","","",""
"Min 1x per week","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per week","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per week","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per week","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per week","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per week","2014","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per month","2014","lower secondary degree","(0) in school","","","",""
"Min 1x per month","2014","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per month","2014","lower secondary degree","(1b) general elementary school","","","",""
"Min 1x per month","2014","lower secondary degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","2014","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per month","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2014","lower secondary degree","(3a) lower tertiary education","","","",""
