"pli0165","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2014","35-65 y.","college entrance qualification","","","",""
"Min 1x per week","2014","35-65 y.","Other degree","","","",""
"Min 1x per week","2014","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per week","2014","66 and older","lower secondary degree","","","",""
"Min 1x per week","2014","66 and older","secondary school degree","","","",""
"Min 1x per week","2014","66 and older","college entrance qualification","","","",""
"Min 1x per week","2014","66 and older","Other degree","","","",""
"Min 1x per week","2014","66 and older","no degree/no degree yet","","","",""
"Min 1x per month","2014","16-34 y.","lower secondary degree","","","",""
"Min 1x per month","2014","16-34 y.","secondary school degree","","","",""
"Min 1x per month","2014","16-34 y.","college entrance qualification","","","",""
"Min 1x per month","2014","16-34 y.","Other degree","","","",""
"Min 1x per month","2014","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per month","2014","35-65 y.","lower secondary degree","","","",""
"Min 1x per month","2014","35-65 y.","secondary school degree","","","",""
"Min 1x per month","2014","35-65 y.","college entrance qualification","","","",""
"Min 1x per month","2014","35-65 y.","Other degree","","","",""
"Min 1x per month","2014","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per month","2014","66 and older","lower secondary degree","","","",""
"Min 1x per month","2014","66 and older","secondary school degree","","","",""
"Min 1x per month","2014","66 and older","college entrance qualification","","","",""
"Min 1x per month","2014","66 and older","Other degree","","","",""
"Min 1x per month","2014","66 and older","no degree/no degree yet","","","",""
"Rarely","2014","16-34 y.","lower secondary degree","","","",""
"Rarely","2014","16-34 y.","secondary school degree","","","",""
"Rarely","2014","16-34 y.","college entrance qualification","","","",""
"Rarely","2014","16-34 y.","Other degree","","","",""
"Rarely","2014","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2014","35-65 y.","lower secondary degree","","","",""
"Rarely","2014","35-65 y.","secondary school degree","","","",""
"Rarely","2014","35-65 y.","college entrance qualification","","","",""
"Rarely","2014","35-65 y.","Other degree","","","",""
"Rarely","2014","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2014","66 and older","lower secondary degree","","","",""
"Rarely","2014","66 and older","secondary school degree","","","",""
"Rarely","2014","66 and older","college entrance qualification","","","",""
"Rarely","2014","66 and older","Other degree","","","",""
"Rarely","2014","66 and older","no degree/no degree yet","","","",""
"Never","2014","16-34 y.","lower secondary degree","","","",""
"Never","2014","16-34 y.","secondary school degree","","","",""
"Never","2014","16-34 y.","college entrance qualification","","","",""
"Never","2014","16-34 y.","Other degree","","","",""
"Never","2014","16-34 y.","no degree/no degree yet","","","",""
"Never","2014","35-65 y.","lower secondary degree","","","",""
"Never","2014","35-65 y.","secondary school degree","","","",""
"Never","2014","35-65 y.","college entrance qualification","","","",""
"Never","2014","35-65 y.","Other degree","","","",""
"Never","2014","35-65 y.","no degree/no degree yet","","","",""
"Never","2014","66 and older","lower secondary degree","","","",""
"Never","2014","66 and older","secondary school degree","","","",""
"Never","2014","66 and older","college entrance qualification","","","",""
"Never","2014","66 and older","Other degree","","","",""
"Never","2014","66 and older","no degree/no degree yet","","","",""
"Daily","2015","16-34 y.","lower secondary degree","","","",""
"Daily","2015","16-34 y.","secondary school degree","","","",""
"Daily","2015","16-34 y.","college entrance qualification","","","",""
"Daily","2015","16-34 y.","Other degree","","","",""
"Daily","2015","16-34 y.","no degree/no degree yet","","","",""
"Daily","2015","35-65 y.","lower secondary degree","","","",""
"Daily","2015","35-65 y.","secondary school degree","","","",""
"Daily","2015","35-65 y.","college entrance qualification","","","",""
"Daily","2015","35-65 y.","Other degree","","","",""
"Daily","2015","35-65 y.","no degree/no degree yet","","","",""
"Daily","2015","66 and older","lower secondary degree","","","",""
"Daily","2015","66 and older","secondary school degree","","","",""
"Daily","2015","66 and older","college entrance qualification","","","",""
"Daily","2015","66 and older","Other degree","","","",""
"Daily","2015","66 and older","no degree/no degree yet","","","",""
"Min 1x per week","2015","16-34 y.","lower secondary degree","","","",""
"Min 1x per week","2015","16-34 y.","secondary school degree","","","",""
"Min 1x per week","2015","16-34 y.","college entrance qualification","","","",""
"Min 1x per week","2015","16-34 y.","Other degree","","","",""
"Min 1x per week","2015","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per week","2015","35-65 y.","lower secondary degree","","","",""
"Min 1x per week","2015","35-65 y.","secondary school degree","","","",""
"Min 1x per week","2015","35-65 y.","college entrance qualification","","","",""
"Min 1x per week","2015","35-65 y.","Other degree","","","",""
"Min 1x per week","2015","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per week","2015","66 and older","lower secondary degree","","","",""
"Min 1x per week","2015","66 and older","secondary school degree","","","",""
"Min 1x per week","2015","66 and older","college entrance qualification","","","",""
"Min 1x per week","2015","66 and older","Other degree","","","",""
"Min 1x per week","2015","66 and older","no degree/no degree yet","","","",""
"Min 1x per month","2015","16-34 y.","lower secondary degree","","","",""
"Min 1x per month","2015","16-34 y.","secondary school degree","","","",""
"Min 1x per month","2015","16-34 y.","college entrance qualification","","","",""
"Min 1x per month","2015","16-34 y.","Other degree","","","",""
"Min 1x per month","2015","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per month","2015","35-65 y.","lower secondary degree","","","",""
"Min 1x per month","2015","35-65 y.","secondary school degree","","","",""
"Min 1x per month","2015","35-65 y.","college entrance qualification","","","",""
"Min 1x per month","2015","35-65 y.","Other degree","","","",""
"Min 1x per month","2015","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per month","2015","66 and older","lower secondary degree","","","",""
"Min 1x per month","2015","66 and older","secondary school degree","","","",""
"Min 1x per month","2015","66 and older","college entrance qualification","","","",""
"Min 1x per month","2015","66 and older","Other degree","","","",""
"Min 1x per month","2015","66 and older","no degree/no degree yet","","","",""
"Rarely","2015","16-34 y.","lower secondary degree","","","",""
"Rarely","2015","16-34 y.","secondary school degree","","","",""
"Rarely","2015","16-34 y.","college entrance qualification","","","",""
"Rarely","2015","16-34 y.","Other degree","","","",""
"Rarely","2015","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2015","35-65 y.","lower secondary degree","","","",""
"Rarely","2015","35-65 y.","secondary school degree","","","",""
"Rarely","2015","35-65 y.","college entrance qualification","","","",""
"Rarely","2015","35-65 y.","Other degree","","","",""
"Rarely","2015","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2015","66 and older","lower secondary degree","","","",""
"Rarely","2015","66 and older","secondary school degree","","","",""
"Rarely","2015","66 and older","college entrance qualification","","","",""
"Rarely","2015","66 and older","Other degree","","","",""
"Rarely","2015","66 and older","no degree/no degree yet","","","",""
"Never","2015","16-34 y.","lower secondary degree","","","",""
"Never","2015","16-34 y.","secondary school degree","","","",""
"Never","2015","16-34 y.","college entrance qualification","","","",""
"Never","2015","16-34 y.","Other degree","","","",""
"Never","2015","16-34 y.","no degree/no degree yet","","","",""
"Never","2015","35-65 y.","lower secondary degree","","","",""
"Never","2015","35-65 y.","secondary school degree","","","",""
"Never","2015","35-65 y.","college entrance qualification","","","",""
"Never","2015","35-65 y.","Other degree","","","",""
"Never","2015","35-65 y.","no degree/no degree yet","","","",""
"Never","2015","66 and older","lower secondary degree","","","",""
"Never","2015","66 and older","secondary school degree","","","",""
"Never","2015","66 and older","college entrance qualification","","","",""
"Never","2015","66 and older","Other degree","","","",""
"Never","2015","66 and older","no degree/no degree yet","","","",""
"Daily","2016","16-34 y.","lower secondary degree","","","",""
"Daily","2016","16-34 y.","secondary school degree","","","",""
"Daily","2016","16-34 y.","college entrance qualification","","","",""
"Daily","2016","16-34 y.","Other degree","","","",""
"Daily","2016","16-34 y.","no degree/no degree yet","","","",""
"Daily","2016","35-65 y.","lower secondary degree","","","",""
"Daily","2016","35-65 y.","secondary school degree","","","",""
"Daily","2016","35-65 y.","college entrance qualification","","","",""
"Daily","2016","35-65 y.","Other degree","","","",""
"Daily","2016","35-65 y.","no degree/no degree yet","","","",""
"Daily","2016","66 and older","lower secondary degree","","","",""
"Daily","2016","66 and older","secondary school degree","","","",""
"Daily","2016","66 and older","college entrance qualification","","","",""
"Daily","2016","66 and older","Other degree","","","",""
"Daily","2016","66 and older","no degree/no degree yet","","","",""
"Min 1x per week","2016","16-34 y.","lower secondary degree","","","",""
"Min 1x per week","2016","16-34 y.","secondary school degree","","","",""
"Min 1x per week","2016","16-34 y.","college entrance qualification","","","",""
"Min 1x per week","2016","16-34 y.","Other degree","","","",""
"Min 1x per week","2016","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per week","2016","35-65 y.","lower secondary degree","","","",""
"Min 1x per week","2016","35-65 y.","secondary school degree","","","",""
"Min 1x per week","2016","35-65 y.","college entrance qualification","","","",""
"Min 1x per week","2016","35-65 y.","Other degree","","","",""
"Min 1x per week","2016","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per week","2016","66 and older","lower secondary degree","","","",""
"Min 1x per week","2016","66 and older","secondary school degree","","","",""
"Min 1x per week","2016","66 and older","college entrance qualification","","","",""
"Min 1x per week","2016","66 and older","Other degree","","","",""
"Min 1x per week","2016","66 and older","no degree/no degree yet","","","",""
"Min 1x per month","2016","16-34 y.","lower secondary degree","","","",""
"Min 1x per month","2016","16-34 y.","secondary school degree","","","",""
"Min 1x per month","2016","16-34 y.","college entrance qualification","","","",""
"Min 1x per month","2016","16-34 y.","Other degree","","","",""
"Min 1x per month","2016","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per month","2016","35-65 y.","lower secondary degree","","","",""
"Min 1x per month","2016","35-65 y.","secondary school degree","","","",""
"Min 1x per month","2016","35-65 y.","college entrance qualification","","","",""
"Min 1x per month","2016","35-65 y.","Other degree","","","",""
"Min 1x per month","2016","35-65 y.","no degree/no degree yet","","","",""
"Min 1x per month","2016","66 and older","lower secondary degree","","","",""
"Min 1x per month","2016","66 and older","secondary school degree","","","",""
"Min 1x per month","2016","66 and older","college entrance qualification","","","",""
"Min 1x per month","2016","66 and older","Other degree","","","",""
"Min 1x per month","2016","66 and older","no degree/no degree yet","","","",""
"Rarely","2016","16-34 y.","lower secondary degree","","","",""
"Rarely","2016","16-34 y.","secondary school degree","","","",""
"Rarely","2016","16-34 y.","college entrance qualification","","","",""
"Rarely","2016","16-34 y.","Other degree","","","",""
"Rarely","2016","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2016","35-65 y.","lower secondary degree","","","",""
"Rarely","2016","35-65 y.","secondary school degree","","","",""
"Rarely","2016","35-65 y.","college entrance qualification","","","",""
"Rarely","2016","35-65 y.","Other degree","","","",""
"Rarely","2016","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2016","66 and older","lower secondary degree","","","",""
"Rarely","2016","66 and older","secondary school degree","","","",""
"Rarely","2016","66 and older","college entrance qualification","","","",""
"Rarely","2016","66 and older","Other degree","","","",""
"Rarely","2016","66 and older","no degree/no degree yet","","","",""
"Never","2016","16-34 y.","lower secondary degree","","","",""
"Never","2016","16-34 y.","secondary school degree","","","",""
"Never","2016","16-34 y.","college entrance qualification","","","",""
"Never","2016","16-34 y.","Other degree","","","",""
"Never","2016","16-34 y.","no degree/no degree yet","","","",""
"Never","2016","35-65 y.","lower secondary degree","","","",""
"Never","2016","35-65 y.","secondary school degree","","","",""
"Never","2016","35-65 y.","college entrance qualification","","","",""
"Never","2016","35-65 y.","Other degree","","","",""
"Never","2016","35-65 y.","no degree/no degree yet","","","",""
"Never","2016","66 and older","lower secondary degree","","","",""
"Never","2016","66 and older","secondary school degree","","","",""
"Never","2016","66 and older","college entrance qualification","","","",""
"Never","2016","66 and older","Other degree","","","",""
"Never","2016","66 and older","no degree/no degree yet","","","",""
"Daily","2017","16-34 y.","lower secondary degree","26","","",""
"Daily","2017","16-34 y.","secondary school degree","11","","",""
"Daily","2017","16-34 y.","college entrance qualification","12","","",""
"Daily","2017","16-34 y.","Other degree","1215","0.701820538256273","0.6800233833018","0.723617693210745"
"Daily","2017","16-34 y.","no degree/no degree yet","691","0.512850074641926","0.485542360419796","0.540157788864057"
"Daily","2017","35-65 y.","lower secondary degree","","","",""
"Daily","2017","35-65 y.","secondary school degree","","","",""
"Daily","2017","35-65 y.","college entrance qualification","1","","",""
"Daily","2017","35-65 y.","Other degree","731","0.616207882573326","0.588577540578877","0.643838224567775"
"Daily","2017","35-65 y.","no degree/no degree yet","385","0.415759690040051","0.383066453383713","0.44845292669639"
"Daily","2017","66 and older","lower secondary degree","","","",""
"Daily","2017","66 and older","secondary school degree","","","",""
"Daily","2017","66 and older","college entrance qualification","","","",""
"Daily","2017","66 and older","Other degree","6","","",""
"Daily","2017","66 and older","no degree/no degree yet","4","","",""
"Min 1x per week","2017","16-34 y.","lower secondary degree","3","","",""
"Min 1x per week","2017","16-34 y.","secondary school degree","2","","",""
"Min 1x per week","2017","16-34 y.","college entrance qualification","4","","",""
"Min 1x per week","2017","16-34 y.","Other degree","245","0.144934895171725","0.128160997717602","0.161708792625849"
"Min 1x per week","2017","16-34 y.","no degree/no degree yet","239","0.169544183561032","0.149043963132546","0.190044403989518"
"Min 1x per week","2017","35-65 y.","lower secondary degree","","","",""
"Min 1x per week","2017","35-65 y.","secondary school degree","","","",""
"Min 1x per week","2017","35-65 y.","college entrance qualification","2","","",""
"Min 1x per week","2017","35-65 y.","Other degree","196","0.140890479922391","0.121123528254311","0.160657431590471"
"Min 1x per week","2017","35-65 y.","no degree/no degree yet","159","0.160969022179945","0.136590851129643","0.185347193230247"
"Min 1x per week","2017","66 and older","lower secondary degree","","","",""
"Min 1x per week","2017","66 and older","secondary school degree","","","",""
"Min 1x per week","2017","66 and older","college entrance qualification","","","",""
"Min 1x per week","2017","66 and older","Other degree","","","",""
"Min 1x per week","2017","66 and older","no degree/no degree yet","","","",""
"Min 1x per month","2017","16-34 y.","lower secondary degree","1","","",""
"Min 1x per month","2017","16-34 y.","secondary school degree","1","","",""
"Min 1x per month","2017","16-34 y.","college entrance qualification","1","","",""
"Min 1x per month","2017","16-34 y.","Other degree","33","0.0247411445796893","0.017339678443327","0.0321426107160517"
"Min 1x per month","2017","16-34 y.","no degree/no degree yet","59","0.0681029236140756","0.0543395255614635","0.0818663216666876"
"Min 1x per month","2017","35-65 y.","lower secondary degree","","","",""
"Min 1x per month","2017","35-65 y.","secondary school degree","","","",""
"Min 1x per month","2017","35-65 y.","college entrance qualification","","","",""
"Min 1x per month","2017","35-65 y.","Other degree","35","0.0350766603786712","0.0246239206934511","0.0455294000638914"
"Min 1x per month","2017","35-65 y.","no degree/no degree yet","21","","",""
"Min 1x per month","2017","66 and older","lower secondary degree","","","",""
"Min 1x per month","2017","66 and older","secondary school degree","","","",""
"Min 1x per month","2017","66 and older","college entrance qualification","","","",""
"Min 1x per month","2017","66 and older","Other degree","","","",""
"Min 1x per month","2017","66 and older","no degree/no degree yet","1","","",""
"Rarely","2017","16-34 y.","lower secondary degree","3","","",""
"Rarely","2017","16-34 y.","secondary school degree","1","","",""
"Rarely","2017","16-34 y.","college entrance qualification","","","",""
"Rarely","2017","16-34 y.","Other degree","66","0.0374533181324937","0.0284063312200602","0.0465003050449272"
"Rarely","2017","16-34 y.","no degree/no degree yet","65","0.0576476952333592","0.0449139416757277","0.0703814487909906"
"Rarely","2017","35-65 y.","lower secondary degree","","","",""
"Rarely","2017","35-65 y.","secondary school degree","","","",""
"Rarely","2017","35-65 y.","college entrance qualification","","","",""
"Rarely","2017","35-65 y.","Other degree","90","0.0781137392044045","0.0628669991724525","0.0933604792363564"
"Rarely","2017","35-65 y.","no degree/no degree yet","63","0.0799753022757529","0.0619816776056246","0.0979689269458812"
"Rarely","2017","66 and older","lower secondary degree","","","",""
"Rarely","2017","66 and older","secondary school degree","","","",""
"Rarely","2017","66 and older","college entrance qualification","","","",""
"Rarely","2017","66 and older","Other degree","","","",""
"Rarely","2017","66 and older","no degree/no degree yet","1","","",""
"Never","2017","16-34 y.","lower secondary degree","2","","",""
"Never","2017","16-34 y.","secondary school degree","","","",""
"Never","2017","16-34 y.","college entrance qualification","","","",""
"Never","2017","16-34 y.","Other degree","133","0.091050103859819","0.0773426085293945","0.104757599190244"
"Never","2017","16-34 y.","no degree/no degree yet","233","0.191855122949607","0.17034266027417","0.213367585625044"
"Never","2017","35-65 y.","lower secondary degree","","","",""
"Never","2017","35-65 y.","secondary school degree","","","",""
"Never","2017","35-65 y.","college entrance qualification","1","","",""
"Never","2017","35-65 y.","Other degree","138","0.129711237921207","0.110621713884538","0.148800761957876"
"Never","2017","35-65 y.","no degree/no degree yet","245","0.32106339596466","0.290092699019528","0.352034092909791"
"Never","2017","66 and older","lower secondary degree","","","",""
"Never","2017","66 and older","secondary school degree","","","",""
"Never","2017","66 and older","college entrance qualification","","","",""
"Never","2017","66 and older","Other degree","10","","",""
"Never","2017","66 and older","no degree/no degree yet","28","","",""
"Daily","2018","16-34 y.","lower secondary degree","30","0.851486098057537","0.738420983297003","0.96455121281807"
"Daily","2018","16-34 y.","secondary school degree","14","","",""
"Daily","2018","16-34 y.","college entrance qualification","11","","",""
"Daily","2018","16-34 y.","Other degree","812","0.770249686088797","0.744768562639583","0.79573080953801"
"Daily","2018","16-34 y.","no degree/no degree yet","467","0.620673858123291","0.585947793172364","0.655399923074218"
"Daily","2018","35-65 y.","lower secondary degree","","","",""
"Daily","2018","35-65 y.","secondary school degree","","","",""
"Daily","2018","35-65 y.","college entrance qualification","2","","",""
"Daily","2018","35-65 y.","Other degree","628","0.625713303571152","0.595243048319639","0.656183558822665"
"Daily","2018","35-65 y.","no degree/no degree yet","340","0.487456706917533","0.449294042685303","0.525619371149762"
"Daily","2018","66 and older","lower secondary degree","","","",""
"Daily","2018","66 and older","secondary school degree","","","",""
"Daily","2018","66 and older","college entrance qualification","","","",""
"Daily","2018","66 and older","Other degree","5","","",""
"Daily","2018","66 and older","no degree/no degree yet","3","","",""
"Min 1x per week","2018","16-34 y.","lower secondary degree","4","","",""
"Min 1x per week","2018","16-34 y.","secondary school degree","4","","",""
"Min 1x per week","2018","16-34 y.","college entrance qualification","1","","",""
"Min 1x per week","2018","16-34 y.","Other degree","136","0.141120040301127","0.120032043316854","0.162208037285401"
"Min 1x per week","2018","16-34 y.","no degree/no degree yet","130","0.204176775544379","0.175327897066529","0.233025654022229"
"Min 1x per week","2018","35-65 y.","lower secondary degree","","","",""
"Min 1x per week","2018","35-65 y.","secondary school degree","","","",""
"Min 1x per week","2018","35-65 y.","college entrance qualification","1","","",""
"Min 1x per week","2018","35-65 y.","Other degree","176","0.160997503498332","0.137856755127875","0.184138251868789"
"Min 1x per week","2018","35-65 y.","no degree/no degree yet","114","0.165095658810907","0.136749672689058","0.193441644932756"
"Min 1x per week","2018","66 and older","lower secondary degree","","","",""
"Min 1x per week","2018","66 and older","secondary school degree","","","",""
"Min 1x per week","2018","66 and older","college entrance qualification","","","",""
"Min 1x per week","2018","66 and older","Other degree","1","","",""
"Min 1x per week","2018","66 and older","no degree/no degree yet","1","","",""
"Min 1x per month","2018","16-34 y.","lower secondary degree","3","","",""
"Min 1x per month","2018","16-34 y.","secondary school degree","1","","",""
"Min 1x per month","2018","16-34 y.","college entrance qualification","","","",""
"Min 1x per month","2018","16-34 y.","Other degree","24","","",""
"Min 1x per month","2018","16-34 y.","no degree/no degree yet","18","","",""
"Min 1x per month","2018","35-65 y.","lower secondary degree","","","",""
"Min 1x per month","2018","35-65 y.","secondary school degree","","","",""
"Min 1x per month","2018","35-65 y.","college entrance qualification","","","",""
"Min 1x per month","2018","35-65 y.","Other degree","27","","",""
"Min 1x per month","2018","35-65 y.","no degree/no degree yet","28","","",""
"Min 1x per month","2018","66 and older","lower secondary degree","","","",""
