"pli0165","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2013","(2b) intermediate general qualification","Female","56","0.0845763912276214","0.0590094942038729","0.11014328825137"
"Min 1x per week","2013","(2a) intermediate vocational","Male","277","0.111311468086487","0.0990510776832243","0.12357185848975"
"Min 1x per week","2013","(2a) intermediate vocational","Female","534","0.140899776874648","0.130033336440039","0.151766217309257"
"Min 1x per week","2013","(2c_gen) general maturity certificate","Male","47","0.110332751276074","0.0810583663955057","0.139607136156643"
"Min 1x per week","2013","(2c_gen) general maturity certificate","Female","60","0.0994843409846041","0.0752917475931028","0.123676934376105"
"Min 1x per week","2013","(2c_voc) vocational maturity certificate","Male","120","0.152535586972895","0.128874613697174","0.176196560248616"
"Min 1x per week","2013","(2c_voc) vocational maturity certificate","Female","178","0.099180786899495","0.0832949085723022","0.115066665226688"
"Min 1x per week","2013","(3a) lower tertiary education","Male","125","0.103913968104742","0.0857986209736132","0.12202931523587"
"Min 1x per week","2013","(3a) lower tertiary education","Female","137","0.126333130759075","0.105585833056901","0.147080428461248"
"Min 1x per week","2013","(3b) higher tertiary education","Male","232","0.125500250918951","0.110525096546084","0.140475405291817"
"Min 1x per week","2013","(3b) higher tertiary education","Female","246","0.117017204137481","0.102409142302832","0.13162526597213"
"Min 1x per month","2013","(0) in school","Male","5","","",""
"Min 1x per month","2013","(0) in school","Female","1","","",""
"Min 1x per month","2013","(1a) inadequately completed","Male","3","","",""
"Min 1x per month","2013","(1a) inadequately completed","Female","6","","",""
"Min 1x per month","2013","(1b) general elementary school","Male","13","","",""
"Min 1x per month","2013","(1b) general elementary school","Female","23","","",""
"Min 1x per month","2013","(1c) basic vocational qualification","Male","73","0.0260908822594475","0.0204658618160537","0.0317159027028414"
"Min 1x per month","2013","(1c) basic vocational qualification","Female","70","0.0210143147859848","0.0156071344293633","0.0264214951426062"
"Min 1x per month","2013","(2b) intermediate general qualification","Male","5","","",""
"Min 1x per month","2013","(2b) intermediate general qualification","Female","3","","",""
"Min 1x per month","2013","(2a) intermediate vocational","Male","99","0.0324361089491383","0.0255303127476011","0.0393419051506754"
"Min 1x per month","2013","(2a) intermediate vocational","Female","113","0.0271622031073984","0.0220851354711453","0.0322392707436515"
"Min 1x per month","2013","(2c_gen) general maturity certificate","Male","11","","",""
"Min 1x per month","2013","(2c_gen) general maturity certificate","Female","13","","",""
"Min 1x per month","2013","(2c_voc) vocational maturity certificate","Male","22","","",""
"Min 1x per month","2013","(2c_voc) vocational maturity certificate","Female","41","0.0333334727806843","0.0237932776388962","0.0428736679224724"
"Min 1x per month","2013","(3a) lower tertiary education","Male","47","0.0485417959016313","0.0357836483783818","0.0612999434248809"
"Min 1x per month","2013","(3a) lower tertiary education","Female","34","0.0376188178677138","0.0257363647600942","0.0495012709753334"
"Min 1x per month","2013","(3b) higher tertiary education","Male","67","0.0388440099592547","0.0301097093857446","0.0475783105327648"
"Min 1x per month","2013","(3b) higher tertiary education","Female","56","0.0300048755161799","0.022251830434912","0.0377579205974479"
"Rarely","2013","(0) in school","Male","3","","",""
"Rarely","2013","(0) in school","Female","5","","",""
"Rarely","2013","(1a) inadequately completed","Male","9","","",""
"Rarely","2013","(1a) inadequately completed","Female","8","","",""
"Rarely","2013","(1b) general elementary school","Male","49","0.0584661958490624","0.0401597604016497","0.076772631296475"
"Rarely","2013","(1b) general elementary school","Female","61","0.0381155809796486","0.0276910072052564","0.0485401547540407"
"Rarely","2013","(1c) basic vocational qualification","Male","262","0.081440107581769","0.0717886386833801","0.0910915764801578"
"Rarely","2013","(1c) basic vocational qualification","Female","170","0.0630720781527481","0.0539078323472255","0.0722363239582707"
"Rarely","2013","(2b) intermediate general qualification","Male","12","","",""
"Rarely","2013","(2b) intermediate general qualification","Female","23","","",""
"Rarely","2013","(2a) intermediate vocational","Male","235","0.0998322048357935","0.0881464539659606","0.111517955705627"
"Rarely","2013","(2a) intermediate vocational","Female","299","0.0684013083603628","0.0605171221222946","0.0762854945984309"
"Rarely","2013","(2c_gen) general maturity certificate","Male","25","","",""
"Rarely","2013","(2c_gen) general maturity certificate","Female","31","0.0396462326392686","0.0238746232425294","0.0554178420360078"
"Rarely","2013","(2c_voc) vocational maturity certificate","Male","87","0.103296270865849","0.0832675556877778","0.123324986043921"
"Rarely","2013","(2c_voc) vocational maturity certificate","Female","104","0.0827801138549612","0.0681354847333474","0.097424742976575"
"Rarely","2013","(3a) lower tertiary education","Male","122","0.111836321120431","0.0931263644081558","0.130546277832705"
"Rarely","2013","(3a) lower tertiary education","Female","91","0.0925103552450366","0.0744158801493292","0.110604830340744"
"Rarely","2013","(3b) higher tertiary education","Male","203","0.0888071729322313","0.0759484353019126","0.10166591056255"
"Rarely","2013","(3b) higher tertiary education","Female","171","0.0663066053279696","0.0549989604924407","0.0776142501634985"
"Never","2013","(0) in school","Male","10","","",""
"Never","2013","(0) in school","Female","7","","",""
"Never","2013","(1a) inadequately completed","Male","85","0.618517984126948","0.543717607584929","0.693318360668967"
"Never","2013","(1a) inadequately completed","Female","113","0.670876891201255","0.605260010274576","0.736493772127935"
"Never","2013","(1b) general elementary school","Male","304","0.585867461092334","0.547434594544609","0.624300327640059"
"Never","2013","(1b) general elementary school","Female","842","0.78428203227182","0.761888382429078","0.806675682114562"
"Never","2013","(1c) basic vocational qualification","Male","1895","0.63505550743537","0.618067605034162","0.652043409836577"
"Never","2013","(1c) basic vocational qualification","Female","1725","0.70654399968931","0.689378115768313","0.723709883610307"
"Never","2013","(2b) intermediate general qualification","Male","56","0.228679502388963","0.178303521449303","0.279055483328622"
"Never","2013","(2b) intermediate general qualification","Female","141","0.385817127290419","0.341088868201013","0.430545386379825"
"Never","2013","(2a) intermediate vocational","Male","1305","0.510522127733807","0.491035648757469","0.530008606710146"
"Never","2013","(2a) intermediate vocational","Female","1907","0.516824674534396","0.501217142716828","0.532432206351965"
"Never","2013","(2c_gen) general maturity certificate","Male","97","0.184516280573169","0.148271393904174","0.220761167242165"
"Never","2013","(2c_gen) general maturity certificate","Female","145","0.215791773391545","0.182541703159572","0.249041843623518"
"Never","2013","(2c_voc) vocational maturity certificate","Male","413","0.415343766238646","0.382914253619627","0.447773278857664"
"Never","2013","(2c_voc) vocational maturity certificate","Female","630","0.483303083218695","0.456744411262311","0.509861755175078"
"Never","2013","(3a) lower tertiary education","Male","610","0.574916027181779","0.545568303907037","0.604263750456522"
"Never","2013","(3a) lower tertiary education","Female","536","0.574325235581528","0.543447326960063","0.605203144202994"
"Never","2013","(3b) higher tertiary education","Male","1018","0.520511137322737","0.497928563341742","0.543093711303733"
"Never","2013","(3b) higher tertiary education","Female","927","0.517452678327302","0.494743736738254","0.540161619916351"
"Daily","2014","(0) in school","Male","","","",""
"Daily","2014","(0) in school","Female","","","",""
"Daily","2014","(1a) inadequately completed","Male","","","",""
"Daily","2014","(1a) inadequately completed","Female","","","",""
"Daily","2014","(1b) general elementary school","Male","","","",""
"Daily","2014","(1b) general elementary school","Female","","","",""
"Daily","2014","(1c) basic vocational qualification","Male","","","",""
"Daily","2014","(1c) basic vocational qualification","Female","","","",""
"Daily","2014","(2b) intermediate general qualification","Male","","","",""
"Daily","2014","(2b) intermediate general qualification","Female","","","",""
"Daily","2014","(2a) intermediate vocational","Male","","","",""
"Daily","2014","(2a) intermediate vocational","Female","","","",""
"Daily","2014","(2c_gen) general maturity certificate","Male","","","",""
"Daily","2014","(2c_gen) general maturity certificate","Female","","","",""
"Daily","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","2014","(3a) lower tertiary education","Male","","","",""
"Daily","2014","(3a) lower tertiary education","Female","","","",""
"Daily","2014","(3b) higher tertiary education","Male","","","",""
"Daily","2014","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","2014","(0) in school","Male","","","",""
"Min 1x per week","2014","(0) in school","Female","","","",""
"Min 1x per week","2014","(1a) inadequately completed","Male","","","",""
"Min 1x per week","2014","(1a) inadequately completed","Female","","","",""
"Min 1x per week","2014","(1b) general elementary school","Male","","","",""
"Min 1x per week","2014","(1b) general elementary school","Female","","","",""
"Min 1x per week","2014","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","2014","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","2014","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","2014","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","2014","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","2014","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","2014","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","2014","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","2014","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","2014","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","2014","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","2014","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","2014","(0) in school","Male","","","",""
"Min 1x per month","2014","(0) in school","Female","","","",""
"Min 1x per month","2014","(1a) inadequately completed","Male","","","",""
"Min 1x per month","2014","(1a) inadequately completed","Female","","","",""
"Min 1x per month","2014","(1b) general elementary school","Male","","","",""
"Min 1x per month","2014","(1b) general elementary school","Female","","","",""
"Min 1x per month","2014","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","2014","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","2014","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","2014","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","2014","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","2014","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","2014","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","2014","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","2014","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","2014","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","2014","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","2014","(3b) higher tertiary education","Female","","","",""
"Rarely","2014","(0) in school","Male","","","",""
"Rarely","2014","(0) in school","Female","","","",""
"Rarely","2014","(1a) inadequately completed","Male","","","",""
"Rarely","2014","(1a) inadequately completed","Female","","","",""
"Rarely","2014","(1b) general elementary school","Male","","","",""
"Rarely","2014","(1b) general elementary school","Female","","","",""
"Rarely","2014","(1c) basic vocational qualification","Male","","","",""
"Rarely","2014","(1c) basic vocational qualification","Female","","","",""
"Rarely","2014","(2b) intermediate general qualification","Male","","","",""
"Rarely","2014","(2b) intermediate general qualification","Female","","","",""
"Rarely","2014","(2a) intermediate vocational","Male","","","",""
"Rarely","2014","(2a) intermediate vocational","Female","","","",""
"Rarely","2014","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","2014","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","2014","(3a) lower tertiary education","Male","","","",""
"Rarely","2014","(3a) lower tertiary education","Female","","","",""
"Rarely","2014","(3b) higher tertiary education","Male","","","",""
"Rarely","2014","(3b) higher tertiary education","Female","","","",""
"Never","2014","(0) in school","Male","","","",""
"Never","2014","(0) in school","Female","","","",""
"Never","2014","(1a) inadequately completed","Male","","","",""
"Never","2014","(1a) inadequately completed","Female","","","",""
"Never","2014","(1b) general elementary school","Male","","","",""
"Never","2014","(1b) general elementary school","Female","","","",""
"Never","2014","(1c) basic vocational qualification","Male","","","",""
"Never","2014","(1c) basic vocational qualification","Female","","","",""
"Never","2014","(2b) intermediate general qualification","Male","","","",""
"Never","2014","(2b) intermediate general qualification","Female","","","",""
"Never","2014","(2a) intermediate vocational","Male","","","",""
"Never","2014","(2a) intermediate vocational","Female","","","",""
"Never","2014","(2c_gen) general maturity certificate","Male","","","",""
"Never","2014","(2c_gen) general maturity certificate","Female","","","",""
"Never","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","2014","(3a) lower tertiary education","Male","","","",""
"Never","2014","(3a) lower tertiary education","Female","","","",""
"Never","2014","(3b) higher tertiary education","Male","","","",""
"Never","2014","(3b) higher tertiary education","Female","","","",""
"Daily","2015","(0) in school","Male","","","",""
"Daily","2015","(0) in school","Female","","","",""
"Daily","2015","(1a) inadequately completed","Male","","","",""
"Daily","2015","(1a) inadequately completed","Female","","","",""
"Daily","2015","(1b) general elementary school","Male","","","",""
"Daily","2015","(1b) general elementary school","Female","","","",""
"Daily","2015","(1c) basic vocational qualification","Male","","","",""
"Daily","2015","(1c) basic vocational qualification","Female","","","",""
"Daily","2015","(2b) intermediate general qualification","Male","","","",""
"Daily","2015","(2b) intermediate general qualification","Female","","","",""
"Daily","2015","(2a) intermediate vocational","Male","","","",""
"Daily","2015","(2a) intermediate vocational","Female","","","",""
"Daily","2015","(2c_gen) general maturity certificate","Male","","","",""
"Daily","2015","(2c_gen) general maturity certificate","Female","","","",""
"Daily","2015","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","2015","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","2015","(3a) lower tertiary education","Male","","","",""
"Daily","2015","(3a) lower tertiary education","Female","","","",""
"Daily","2015","(3b) higher tertiary education","Male","","","",""
"Daily","2015","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","2015","(0) in school","Male","","","",""
"Min 1x per week","2015","(0) in school","Female","","","",""
"Min 1x per week","2015","(1a) inadequately completed","Male","","","",""
"Min 1x per week","2015","(1a) inadequately completed","Female","","","",""
"Min 1x per week","2015","(1b) general elementary school","Male","","","",""
"Min 1x per week","2015","(1b) general elementary school","Female","","","",""
"Min 1x per week","2015","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","2015","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","2015","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","2015","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","2015","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","2015","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","2015","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","2015","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","2015","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","2015","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","2015","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","2015","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","2015","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","2015","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","2015","(0) in school","Male","","","",""
"Min 1x per month","2015","(0) in school","Female","","","",""
"Min 1x per month","2015","(1a) inadequately completed","Male","","","",""
"Min 1x per month","2015","(1a) inadequately completed","Female","","","",""
"Min 1x per month","2015","(1b) general elementary school","Male","","","",""
"Min 1x per month","2015","(1b) general elementary school","Female","","","",""
"Min 1x per month","2015","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","2015","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","2015","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","2015","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","2015","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","2015","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","2015","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","2015","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","2015","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","2015","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","2015","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","2015","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","2015","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","2015","(3b) higher tertiary education","Female","","","",""
"Rarely","2015","(0) in school","Male","","","",""
"Rarely","2015","(0) in school","Female","","","",""
"Rarely","2015","(1a) inadequately completed","Male","","","",""
"Rarely","2015","(1a) inadequately completed","Female","","","",""
"Rarely","2015","(1b) general elementary school","Male","","","",""
"Rarely","2015","(1b) general elementary school","Female","","","",""
"Rarely","2015","(1c) basic vocational qualification","Male","","","",""
"Rarely","2015","(1c) basic vocational qualification","Female","","","",""
"Rarely","2015","(2b) intermediate general qualification","Male","","","",""
"Rarely","2015","(2b) intermediate general qualification","Female","","","",""
"Rarely","2015","(2a) intermediate vocational","Male","","","",""
"Rarely","2015","(2a) intermediate vocational","Female","","","",""
"Rarely","2015","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","2015","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","2015","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","2015","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","2015","(3a) lower tertiary education","Male","","","",""
"Rarely","2015","(3a) lower tertiary education","Female","","","",""
"Rarely","2015","(3b) higher tertiary education","Male","","","",""
"Rarely","2015","(3b) higher tertiary education","Female","","","",""
"Never","2015","(0) in school","Male","","","",""
"Never","2015","(0) in school","Female","","","",""
"Never","2015","(1a) inadequately completed","Male","","","",""
"Never","2015","(1a) inadequately completed","Female","","","",""
"Never","2015","(1b) general elementary school","Male","","","",""
"Never","2015","(1b) general elementary school","Female","","","",""
"Never","2015","(1c) basic vocational qualification","Male","","","",""
"Never","2015","(1c) basic vocational qualification","Female","","","",""
"Never","2015","(2b) intermediate general qualification","Male","","","",""
"Never","2015","(2b) intermediate general qualification","Female","","","",""
"Never","2015","(2a) intermediate vocational","Male","","","",""
"Never","2015","(2a) intermediate vocational","Female","","","",""
"Never","2015","(2c_gen) general maturity certificate","Male","","","",""
"Never","2015","(2c_gen) general maturity certificate","Female","","","",""
"Never","2015","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","2015","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","2015","(3a) lower tertiary education","Male","","","",""
"Never","2015","(3a) lower tertiary education","Female","","","",""
"Never","2015","(3b) higher tertiary education","Male","","","",""
"Never","2015","(3b) higher tertiary education","Female","","","",""
"Daily","2016","(0) in school","Male","","","",""
"Daily","2016","(0) in school","Female","","","",""
"Daily","2016","(1a) inadequately completed","Male","","","",""
"Daily","2016","(1a) inadequately completed","Female","","","",""
"Daily","2016","(1b) general elementary school","Male","","","",""
"Daily","2016","(1b) general elementary school","Female","","","",""
"Daily","2016","(1c) basic vocational qualification","Male","","","",""
"Daily","2016","(1c) basic vocational qualification","Female","","","",""
"Daily","2016","(2b) intermediate general qualification","Male","","","",""
"Daily","2016","(2b) intermediate general qualification","Female","","","",""
"Daily","2016","(2a) intermediate vocational","Male","","","",""
"Daily","2016","(2a) intermediate vocational","Female","","","",""
"Daily","2016","(2c_gen) general maturity certificate","Male","","","",""
"Daily","2016","(2c_gen) general maturity certificate","Female","","","",""
"Daily","2016","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","2016","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","2016","(3a) lower tertiary education","Male","","","",""
"Daily","2016","(3a) lower tertiary education","Female","","","",""
"Daily","2016","(3b) higher tertiary education","Male","","","",""
"Daily","2016","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","2016","(0) in school","Male","","","",""
"Min 1x per week","2016","(0) in school","Female","","","",""
"Min 1x per week","2016","(1a) inadequately completed","Male","","","",""
"Min 1x per week","2016","(1a) inadequately completed","Female","","","",""
"Min 1x per week","2016","(1b) general elementary school","Male","","","",""
"Min 1x per week","2016","(1b) general elementary school","Female","","","",""
"Min 1x per week","2016","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","2016","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","2016","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","2016","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","2016","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","2016","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","2016","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","2016","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","2016","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","2016","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","2016","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","2016","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","2016","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","2016","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","2016","(0) in school","Male","","","",""
"Min 1x per month","2016","(0) in school","Female","","","",""
"Min 1x per month","2016","(1a) inadequately completed","Male","","","",""
"Min 1x per month","2016","(1a) inadequately completed","Female","","","",""
"Min 1x per month","2016","(1b) general elementary school","Male","","","",""
"Min 1x per month","2016","(1b) general elementary school","Female","","","",""
"Min 1x per month","2016","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","2016","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","2016","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","2016","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","2016","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","2016","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","2016","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","2016","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","2016","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","2016","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","2016","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","2016","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","2016","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","2016","(3b) higher tertiary education","Female","","","",""
"Rarely","2016","(0) in school","Male","","","",""
"Rarely","2016","(0) in school","Female","","","",""
"Rarely","2016","(1a) inadequately completed","Male","","","",""
"Rarely","2016","(1a) inadequately completed","Female","","","",""
"Rarely","2016","(1b) general elementary school","Male","","","",""
"Rarely","2016","(1b) general elementary school","Female","","","",""
"Rarely","2016","(1c) basic vocational qualification","Male","","","",""
"Rarely","2016","(1c) basic vocational qualification","Female","","","",""
"Rarely","2016","(2b) intermediate general qualification","Male","","","",""
"Rarely","2016","(2b) intermediate general qualification","Female","","","",""
"Rarely","2016","(2a) intermediate vocational","Male","","","",""
"Rarely","2016","(2a) intermediate vocational","Female","","","",""
"Rarely","2016","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","2016","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","2016","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","2016","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","2016","(3a) lower tertiary education","Male","","","",""
"Rarely","2016","(3a) lower tertiary education","Female","","","",""
"Rarely","2016","(3b) higher tertiary education","Male","","","",""
"Rarely","2016","(3b) higher tertiary education","Female","","","",""
"Never","2016","(0) in school","Male","","","",""
"Never","2016","(0) in school","Female","","","",""
"Never","2016","(1a) inadequately completed","Male","","","",""
"Never","2016","(1a) inadequately completed","Female","","","",""
"Never","2016","(1b) general elementary school","Male","","","",""
"Never","2016","(1b) general elementary school","Female","","","",""
"Never","2016","(1c) basic vocational qualification","Male","","","",""
"Never","2016","(1c) basic vocational qualification","Female","","","",""
"Never","2016","(2b) intermediate general qualification","Male","","","",""
"Never","2016","(2b) intermediate general qualification","Female","","","",""
"Never","2016","(2a) intermediate vocational","Male","","","",""
"Never","2016","(2a) intermediate vocational","Female","","","",""
"Never","2016","(2c_gen) general maturity certificate","Male","","","",""
"Never","2016","(2c_gen) general maturity certificate","Female","","","",""
"Never","2016","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","2016","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","2016","(3a) lower tertiary education","Male","","","",""
"Never","2016","(3a) lower tertiary education","Female","","","",""
"Never","2016","(3b) higher tertiary education","Male","","","",""
"Never","2016","(3b) higher tertiary education","Female","","","",""
"Daily","2017","(0) in school","Male","11","","",""
"Daily","2017","(0) in school","Female","2","","",""
"Daily","2017","(1a) inadequately completed","Male","690","0.536230417196562","0.508440318161119","0.564020516232005"
"Daily","2017","(1a) inadequately completed","Female","383","0.350081163495031","0.319620695357099","0.380541631632963"
"Daily","2017","(1b) general elementary school","Male","469","0.682867413645047","0.64791612729872","0.717818699991374"
"Daily","2017","(1b) general elementary school","Female","229","0.536006053207778","0.4871951426655","0.584816963750056"
