"plh0222","year","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2013","7621","0.402584373296441","0.395579113025527","0.409589633567355"
"7 Strongly agree","2013","5162","0.270814522763637","0.264466879520984","0.277162166006289"
"1 Strongly disagree","2014","","","",""
"2 on scale 1-7 ","2014","","","",""
"3 on scale 1-7 ","2014","","","",""
"4 on scale 1-7","2014","","","",""
"5 on scale 1-7","2014","","","",""
"6 on scale 1-7","2014","","","",""
"7 Strongly agree","2014","","","",""
"1 Strongly disagree","2015","","","",""
"2 on scale 1-7 ","2015","","","",""
"3 on scale 1-7 ","2015","","","",""
"4 on scale 1-7","2015","","","",""
"5 on scale 1-7","2015","","","",""
"6 on scale 1-7","2015","","","",""
"7 Strongly agree","2015","","","",""
"1 Strongly disagree","2016","","","",""
"2 on scale 1-7 ","2016","","","",""
"3 on scale 1-7 ","2016","","","",""
"4 on scale 1-7","2016","","","",""
"5 on scale 1-7","2016","","","",""
"6 on scale 1-7","2016","","","",""
"7 Strongly agree","2016","","","",""
"1 Strongly disagree","2017","75","0.00275695903260495","0.00215570111382793","0.00335821695138196"
"2 on scale 1-7 ","2017","208","0.00852526989687774","0.00747102856455397","0.00957951122920152"
"3 on scale 1-7 ","2017","614","0.0224148353492605","0.0207174117988356","0.0241122588996853"
"4 on scale 1-7","2017","2341","0.0896838055970843","0.0864073952075008","0.0929602159866678"
"5 on scale 1-7","2017","6061","0.218310068693961","0.213573113379932","0.22304702400799"
"6 on scale 1-7","2017","11618","0.409771917074992","0.404132604385031","0.415411229764953"
"7 Strongly agree","2017","8298","0.24853714435522","0.24358156360813","0.25349272510231"
"1 Strongly disagree","2018","","","",""
"2 on scale 1-7 ","2018","","","",""
"3 on scale 1-7 ","2018","","","",""
"4 on scale 1-7","2018","","","",""
"5 on scale 1-7","2018","","","",""
"6 on scale 1-7","2018","","","",""
"7 Strongly agree","2018","","","",""
"1 Strongly disagree","2019","115","0.00433128505456002","0.0035290975520145","0.00513347255710554"
"2 on scale 1-7 ","2019","197","0.00888713990088662","0.00774069643939698","0.0100335833623763"
"3 on scale 1-7 ","2019","555","0.0223657309966776","0.0205594311941471","0.0241720307992081"
"4 on scale 1-7","2019","2184","0.089499071632958","0.0860120106757248","0.0929861325901911"
"5 on scale 1-7","2019","5574","0.217270317400339","0.212232804413808","0.222307830386871"
"6 on scale 1-7","2019","10552","0.40467524504493","0.398679538510126","0.410670951579735"
"7 Strongly agree","2019","6567","0.252971209969648","0.247660968176307","0.258281451762989"
