"plh0222","year","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2007","East Germany","","","",""
"2 on scale 1-7 ","2007","West Germany","","","",""
"2 on scale 1-7 ","2007","East Germany","","","",""
"3 on scale 1-7 ","2007","West Germany","","","",""
"3 on scale 1-7 ","2007","East Germany","","","",""
"4 on scale 1-7","2007","West Germany","","","",""
"4 on scale 1-7","2007","East Germany","","","",""
"5 on scale 1-7","2007","West Germany","","","",""
"5 on scale 1-7","2007","East Germany","","","",""
"6 on scale 1-7","2007","West Germany","","","",""
"6 on scale 1-7","2007","East Germany","","","",""
"7 Strongly agree","2007","West Germany","","","",""
"7 Strongly agree","2007","East Germany","","","",""
"1 Strongly disagree","2008","West Germany","","","",""
"1 Strongly disagree","2008","East Germany","","","",""
"2 on scale 1-7 ","2008","West Germany","","","",""
"2 on scale 1-7 ","2008","East Germany","","","",""
"3 on scale 1-7 ","2008","West Germany","","","",""
"3 on scale 1-7 ","2008","East Germany","","","",""
"4 on scale 1-7","2008","West Germany","","","",""
"4 on scale 1-7","2008","East Germany","","","",""
"5 on scale 1-7","2008","West Germany","","","",""
"5 on scale 1-7","2008","East Germany","","","",""
"6 on scale 1-7","2008","West Germany","","","",""
"6 on scale 1-7","2008","East Germany","","","",""
"7 Strongly agree","2008","West Germany","","","",""
"7 Strongly agree","2008","East Germany","","","",""
"1 Strongly disagree","2009","West Germany","75","0.00648995724574279","0.00513154888923307","0.0078483656022525"
"1 Strongly disagree","2009","East Germany","21","","",""
"2 on scale 1-7 ","2009","West Germany","116","0.0103213448479696","0.00861157150359397","0.0120311181923451"
"2 on scale 1-7 ","2009","East Germany","45","0.00879557122533003","0.00607684985001126","0.0115142926006488"
"3 on scale 1-7 ","2009","West Germany","383","0.0322391290249352","0.0292510025503645","0.035227255499506"
"3 on scale 1-7 ","2009","East Germany","145","0.0291373234305705","0.0242400450683974","0.0340346017927436"
"4 on scale 1-7","2009","West Germany","1227","0.0966384417116023","0.0916400641539116","0.101636819269293"
"4 on scale 1-7","2009","East Germany","460","0.101942098000662","0.0931320147386343","0.11075218126269"
"5 on scale 1-7","2009","West Germany","2667","0.19814753036573","0.191404348647333","0.204890712084127"
"5 on scale 1-7","2009","East Germany","933","0.213098586550613","0.201175148292359","0.225022024808866"
"6 on scale 1-7","2009","West Germany","5184","0.37954162488632","0.371332264378716","0.387750985393923"
"6 on scale 1-7","2009","East Germany","1801","0.393105220030027","0.378883171168585","0.407327268891469"
"7 Strongly agree","2009","West Germany","3771","0.276621971917701","0.269054526641566","0.284189417193835"
"7 Strongly agree","2009","East Germany","1126","0.246385604501985","0.233838794608255","0.258932414395716"
"1 Strongly disagree","2010","West Germany","","","",""
"1 Strongly disagree","2010","East Germany","","","",""
"2 on scale 1-7 ","2010","West Germany","","","",""
"2 on scale 1-7 ","2010","East Germany","","","",""
"3 on scale 1-7 ","2010","West Germany","","","",""
"3 on scale 1-7 ","2010","East Germany","","","",""
"4 on scale 1-7","2010","West Germany","","","",""
"4 on scale 1-7","2010","East Germany","","","",""
"5 on scale 1-7","2010","West Germany","","","",""
"5 on scale 1-7","2010","East Germany","","","",""
"6 on scale 1-7","2010","West Germany","","","",""
"6 on scale 1-7","2010","East Germany","","","",""
"7 Strongly agree","2010","West Germany","","","",""
"7 Strongly agree","2010","East Germany","","","",""
"1 Strongly disagree","2011","West Germany","","","",""
"1 Strongly disagree","2011","East Germany","","","",""
"2 on scale 1-7 ","2011","West Germany","","","",""
"2 on scale 1-7 ","2011","East Germany","","","",""
"3 on scale 1-7 ","2011","West Germany","","","",""
"3 on scale 1-7 ","2011","East Germany","","","",""
"4 on scale 1-7","2011","West Germany","","","",""
"4 on scale 1-7","2011","East Germany","","","",""
"5 on scale 1-7","2011","West Germany","","","",""
"5 on scale 1-7","2011","East Germany","","","",""
"6 on scale 1-7","2011","West Germany","","","",""
"6 on scale 1-7","2011","East Germany","","","",""
"7 Strongly agree","2011","West Germany","","","",""
"7 Strongly agree","2011","East Germany","","","",""
"1 Strongly disagree","2012","West Germany","7","","",""
"1 Strongly disagree","2012","East Germany","3","","",""
"2 on scale 1-7 ","2012","West Germany","43","0.00851871727720427","0.00614863260739109","0.0108888019470174"
"2 on scale 1-7 ","2012","East Germany","10","","",""
"3 on scale 1-7 ","2012","West Germany","109","0.0203842380061069","0.0167399757617892","0.0240285002504245"
"3 on scale 1-7 ","2012","East Germany","30","0.0261470281700596","0.0175903986948591","0.0347036576452601"
"4 on scale 1-7","2012","West Germany","438","0.0791518617699219","0.0721894601234548","0.086114263416389"
"4 on scale 1-7","2012","East Germany","82","0.0613808862275408","0.0485100686147957","0.0742517038402859"
"5 on scale 1-7","2012","West Germany","1288","0.221553601562514","0.210843631355289","0.232263571769739"
"5 on scale 1-7","2012","East Germany","255","0.192767359429676","0.17161489524895","0.213919823610402"
"6 on scale 1-7","2012","West Germany","2416","0.400255932881338","0.387620609310358","0.412891256452318"
"6 on scale 1-7","2012","East Germany","577","0.429087612693213","0.402547510940857","0.45562771444557"
"7 Strongly agree","2012","West Germany","1475","0.268671568813462","0.257240111918625","0.2801030257083"
"7 Strongly agree","2012","East Germany","379","0.277078733020205","0.253079798596933","0.301077667443477"
"1 Strongly disagree","2013","West Germany","56","0.00449462432919893","0.00340110170007044","0.00558814695832743"
"1 Strongly disagree","2013","East Germany","15","","",""
"2 on scale 1-7 ","2013","West Germany","115","0.00814380589241579","0.00667455036737671","0.00961306141745487"
"2 on scale 1-7 ","2013","East Germany","36","0.00776276972303418","0.00518503718049309","0.0103405022655753"
"3 on scale 1-7 ","2013","West Germany","296","0.0228746104860184","0.0204305538049845","0.0253186671670522"
"3 on scale 1-7 ","2013","East Germany","113","0.0243961939417423","0.0198649282798228","0.0289274596036617"
"4 on scale 1-7","2013","West Germany","1116","0.0788072102106711","0.0744024982604439","0.0832119221608984"
"4 on scale 1-7","2013","East Germany","345","0.0787444317949479","0.0708336075999875","0.0866552559899084"
"5 on scale 1-7","2013","West Germany","3018","0.214693415338215","0.20798085422562","0.221405976450809"
"5 on scale 1-7","2013","East Germany","934","0.201119680622267","0.189346606184044","0.212892755060491"
"6 on scale 1-7","2013","West Germany","5798","0.401790642638761","0.393775970134448","0.409805315143074"
"6 on scale 1-7","2013","East Germany","1823","0.405934155384426","0.391510782462216","0.420357528306636"
"7 Strongly agree","2013","West Germany","3975","0.26919569110472","0.26194475843416","0.276446623775281"
"7 Strongly agree","2013","East Germany","1187","0.277646479223966","0.264492936925217","0.290800021522715"
"1 Strongly disagree","2014","West Germany","","","",""
"1 Strongly disagree","2014","East Germany","","","",""
"2 on scale 1-7 ","2014","West Germany","","","",""
"2 on scale 1-7 ","2014","East Germany","","","",""
"3 on scale 1-7 ","2014","West Germany","","","",""
"3 on scale 1-7 ","2014","East Germany","","","",""
"4 on scale 1-7","2014","West Germany","","","",""
"4 on scale 1-7","2014","East Germany","","","",""
"5 on scale 1-7","2014","West Germany","","","",""
"5 on scale 1-7","2014","East Germany","","","",""
"6 on scale 1-7","2014","West Germany","","","",""
"6 on scale 1-7","2014","East Germany","","","",""
"7 Strongly agree","2014","West Germany","","","",""
"7 Strongly agree","2014","East Germany","","","",""
"1 Strongly disagree","2015","West Germany","","","",""
"1 Strongly disagree","2015","East Germany","","","",""
"2 on scale 1-7 ","2015","West Germany","","","",""
"2 on scale 1-7 ","2015","East Germany","","","",""
"3 on scale 1-7 ","2015","West Germany","","","",""
"3 on scale 1-7 ","2015","East Germany","","","",""
"4 on scale 1-7","2015","West Germany","","","",""
"4 on scale 1-7","2015","East Germany","","","",""
"5 on scale 1-7","2015","West Germany","","","",""
"5 on scale 1-7","2015","East Germany","","","",""
"6 on scale 1-7","2015","West Germany","","","",""
"6 on scale 1-7","2015","East Germany","","","",""
"7 Strongly agree","2015","West Germany","","","",""
"7 Strongly agree","2015","East Germany","","","",""
"1 Strongly disagree","2016","West Germany","","","",""
"1 Strongly disagree","2016","East Germany","","","",""
"2 on scale 1-7 ","2016","West Germany","","","",""
"2 on scale 1-7 ","2016","East Germany","","","",""
"3 on scale 1-7 ","2016","West Germany","","","",""
"3 on scale 1-7 ","2016","East Germany","","","",""
"4 on scale 1-7","2016","West Germany","","","",""
"4 on scale 1-7","2016","East Germany","","","",""
"5 on scale 1-7","2016","West Germany","","","",""
"5 on scale 1-7","2016","East Germany","","","",""
"6 on scale 1-7","2016","West Germany","","","",""
"6 on scale 1-7","2016","East Germany","","","",""
"7 Strongly agree","2016","West Germany","","","",""
"7 Strongly agree","2016","East Germany","","","",""
"1 Strongly disagree","2017","West Germany","55","0.00260420087610042","0.0019473610937527","0.00326104065844815"
"1 Strongly disagree","2017","East Germany","20","","",""
"2 on scale 1-7 ","2017","West Germany","158","0.00860921561227583","0.0074185421562926","0.00979988906825906"
"2 on scale 1-7 ","2017","East Germany","50","0.00812602319965664","0.0058708596357806","0.0103811867635327"
"3 on scale 1-7 ","2017","West Germany","472","0.021582137717037","0.0197093098757653","0.0234549655583087"
"3 on scale 1-7 ","2017","East Germany","142","0.0263751539655531","0.0223497998207443","0.030400508110362"
"4 on scale 1-7","2017","West Germany","1852","0.0899560986217819","0.086268574086794","0.0936436231567698"
"4 on scale 1-7","2017","East Germany","489","0.0883887771340909","0.0812583727024591","0.0955191815657228"
"5 on scale 1-7","2017","West Germany","4863","0.222531771114825","0.21717101834813","0.22789252388152"
"5 on scale 1-7","2017","East Germany","1198","0.198231607986499","0.188217282872418","0.208245933100579"
"6 on scale 1-7","2017","West Germany","9119","0.404275685601287","0.397950840191941","0.410600531010632"
"6 on scale 1-7","2017","East Germany","2499","0.435912051239475","0.423455907312096","0.448368195166854"
"7 Strongly agree","2017","West Germany","6608","0.250440890456694","0.244856908532619","0.256024872380769"
"7 Strongly agree","2017","East Germany","1690","0.239482908057912","0.228762717132416","0.250203098983407"
"1 Strongly disagree","2018","West Germany","","","",""
"1 Strongly disagree","2018","East Germany","","","",""
"2 on scale 1-7 ","2018","West Germany","","","",""
"2 on scale 1-7 ","2018","East Germany","","","",""
"3 on scale 1-7 ","2018","West Germany","","","",""
"3 on scale 1-7 ","2018","East Germany","","","",""
"4 on scale 1-7","2018","West Germany","","","",""
"4 on scale 1-7","2018","East Germany","","","",""
"5 on scale 1-7","2018","West Germany","","","",""
"5 on scale 1-7","2018","East Germany","","","",""
"6 on scale 1-7","2018","West Germany","","","",""
"6 on scale 1-7","2018","East Germany","","","",""
"7 Strongly agree","2018","West Germany","","","",""
"7 Strongly agree","2018","East Germany","","","",""
"1 Strongly disagree","2019","West Germany","89","0.00422183481366058","0.00332578782203541","0.00511788180528575"
"1 Strongly disagree","2019","East Germany","26","","",""
"2 on scale 1-7 ","2019","West Germany","153","0.00957608691245969","0.0082302158160507","0.0109219580088687"
"2 on scale 1-7 ","2019","East Germany","44","0.00563366401986254","0.00366473003441722","0.00760259800530787"
"3 on scale 1-7 ","2019","West Germany","430","0.0222910405673811","0.0202508589190483","0.0243312222157139"
"3 on scale 1-7 ","2019","East Germany","121","0.0226564374127608","0.0187418867684595","0.0265709880570621"
"4 on scale 1-7","2019","West Germany","1727","0.0900665025849931","0.0861102378578141","0.0940227673121721"
"4 on scale 1-7","2019","East Germany","452","0.086837210909211","0.079429406391832","0.09424501542659"
"5 on scale 1-7","2019","West Germany","4392","0.218711947948958","0.21299925720941","0.224424638688506"
"5 on scale 1-7","2019","East Germany","1161","0.209238535942384","0.198537986893713","0.219939084991054"
"6 on scale 1-7","2019","West Germany","8185","0.398858855373074","0.392091846991668","0.40562586375448"
"6 on scale 1-7","2019","East Germany","2334","0.433114236252603","0.420079222845812","0.446149249659394"
"7 Strongly agree","2019","West Germany","5138","0.256273731799473","0.250240396313507","0.262307067285439"
"7 Strongly agree","2019","East Germany","1413","0.237624065735283","0.226427308093755","0.248820823376812"
