"plh0222","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","10","","","","6"
"6 on scale 1-7","2005","(Married) couple without C. ","higher education","692","0.408568057607707","0.384892374525009","0.432243740690405","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","279","0.430758765056233","0.392923186272886","0.468594343839581","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","higher education","275","0.388382658327257","0.350324512427791","0.426440804226724","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","in school","79","0.261341440355521","0.207094677350387","0.315588203360654","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","87","0.316626757627361","0.258261289980433","0.37499222527429","6"
"6 on scale 1-7","2005","1-pers.-HH","in school","1","","","","6"
"6 on scale 1-7","2005","1-pers.-HH","inadequately","8","","","","6"
"6 on scale 1-7","2005","1-pers.-HH","general elemantary","129","0.27923816061385","0.236586405920341","0.321889915307358","6"
"6 on scale 1-7","2005","1-pers.-HH","middle vocational","538","0.330164169395522","0.306638442086564","0.35368989670448","6"
"6 on scale 1-7","2005","1-pers.-HH","vocational + Abi","62","0.354662527345594","0.283983127795475","0.425341926895714","6"
"6 on scale 1-7","2005","1-pers.-HH","higher vocational","75","0.367854774095998","0.300344995306215","0.435364552885782","6"
"6 on scale 1-7","2005","1-pers.-HH","higher education","224","0.408288502721192","0.3674698117887","0.449107193653683","6"
"6 on scale 1-7","2005","(Married) couple without C. ","in school","3","","","","6"
"6 on scale 1-7","2005","(Married) couple without C. ","inadequately","13","","","","6"
"6 on scale 1-7","2005","(Married) couple without C. ","general elemantary","239","0.357190735859872","0.321281083813017","0.393100387906727","6"
"6 on scale 1-7","2005","(Married) couple without C. ","middle vocational","1380","0.36894390184623","0.353253663379214","0.384634140313246","6"
"6 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","152","0.47144967667666","0.419152901262147","0.523746452091174","6"
"6 on scale 1-7","2005","(Married) couple without C. ","higher vocational","209","0.364939028251539","0.325066667963608","0.404811388539469","6"
"6 on scale 1-7","2005","Single parent ","in school","29","","","","6"
"6 on scale 1-7","2005","Single parent ","inadequately","5","","","","6"
"6 on scale 1-7","2005","Single parent ","general elemantary","72","0.301002137966162","0.2386661083204","0.363338167611924","6"
"6 on scale 1-7","2005","Single parent ","middle vocational","210","0.377846650850714","0.336529842543794","0.419163459157634","6"
"6 on scale 1-7","2005","Single parent ","vocational + Abi","16","","","","6"
"6 on scale 1-7","2005","Single parent ","higher vocational","30","0.497995328984333","0.362097370413009","0.633893287555658","6"
"6 on scale 1-7","2005","Single parent ","higher education","49","0.404980309621724","0.31640968443282","0.493550934810629","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","in school","2","","","","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","10","","","","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","105","0.354218635778347","0.29717007847576","0.411267193080935","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","788","0.415418020271234","0.392858376571473","0.437977663970996","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","130","0.398480242433494","0.344328602690596","0.452631882176392","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","higher education","367","0.415445457558405","0.382000196290049","0.448890718826761","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","in school","88","0.309657237200379","0.25419907599784","0.365115398402918","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","16","","","","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","143","0.361059796311223","0.315342047508438","0.406777545114007","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","700","0.375403759081921","0.35285161684196","0.397955901321882","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","75","0.435966128705988","0.362073008315769","0.509859249096208","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","25","","","","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","46","0.429971703125972","0.33436295674044","0.525580449511504","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","129","0.400523484345864","0.344029884470101","0.457017084221627","6"
"7 Strongly agree","2005","Couple + C. LE and GT 16","in school","46","0.213297918836233","0.162721709136659","0.263874128535808","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","higher vocational","56","0.284680961288117","0.223501724914168","0.345860197662066","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","higher vocational","120","0.277936561958643","0.234573825545629","0.321299298371658","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","inadequately","5","","","","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","general elemantary","103","0.272111193452843","0.229749736678612","0.314472650227074","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","middle vocational","523","0.299450717955494","0.27811924543944","0.320782190471548","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","vocational + Abi","45","0.279399386861748","0.212536507115457","0.346262266608039","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","higher education","162","0.317190276706156","0.2808500529005","0.353530500511812","7"
"7 Strongly agree","2005","Couple + C. LE and GT 16","inadequately","7","","","","7"
"7 Strongly agree","2005","Couple + C. LE and GT 16","middle vocational","187","0.283056218987929","0.248635966976455","0.317476470999404","7"
"7 Strongly agree","2005","Couple + C. LE and GT 16","vocational + Abi","17","","","","7"
"7 Strongly agree","2005","Couple + C. LE and GT 16","higher vocational","30","0.329552913768136","0.238776230571082","0.420329596965189","7"
"7 Strongly agree","2005","Couple + C. LE and GT 16","higher education","72","0.251813802817648","0.201770751616223","0.301856854019073","7"
"7 Strongly agree","2005","Couple + C. LE and GT 16","general elemantary","55","0.263498091326978","0.208223078371721","0.318773104282236","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","higher education","213","0.255839850847372","0.226226853555308","0.285452848139436","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","in school","35","0.10973508236836","0.0722442711989044","0.147225893537815","7"
"7 Strongly agree","2005","(Married) couple without C. ","higher education","486","0.285310587981617","0.263561775776754","0.307059400186481","7"
"7 Strongly agree","2005","Single parent ","in school","17","","","","7"
"7 Strongly agree","2005","Single parent ","inadequately","5","","","","7"
"7 Strongly agree","2005","Single parent ","general elemantary","44","0.239998823732713","0.181958729035728","0.298038918429698","7"
"7 Strongly agree","2005","Single parent ","middle vocational","161","0.323705530078199","0.283833969668081","0.363577090488317","7"
"7 Strongly agree","2005","Single parent ","vocational + Abi","14","","","","7"
"7 Strongly agree","2005","Single parent ","higher vocational","10","","","","7"
"7 Strongly agree","2005","Single parent ","higher education","39","0.389995533267066","0.301991330823258","0.477999735710874","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","in school","","","","","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","inadequately","12","","","","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","general elemantary","74","0.299793304420509","0.245143287199677","0.354443321641342","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","middle vocational","541","0.296394003483489","0.275488225638656","0.317299781328323","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","vocational + Abi","91","0.269938036653745","0.220836490205479","0.31903958310201","7"
"7 Strongly agree","2005","1-pers.-HH","in school","","","","","7"
"7 Strongly agree","2005","1-pers.-HH","inadequately","5","","","","7"
"7 Strongly agree","2005","1-pers.-HH","general elemantary","96","0.230155168928033","0.190136227966118","0.270174109889949","7"
"7 Strongly agree","2005","1-pers.-HH","middle vocational","481","0.308530209781386","0.285423965854051","0.33163645370872","7"
"7 Strongly agree","2005","1-pers.-HH","vocational + Abi","55","0.273366718540235","0.207521806819814","0.339211630260655","7"
"7 Strongly agree","2005","1-pers.-HH","higher vocational","55","0.259999696140108","0.198592053658306","0.32140733862191","7"
"7 Strongly agree","2005","1-pers.-HH","higher education","170","0.303998776826083","0.265798948341943","0.342198605310224","7"
"7 Strongly agree","2005","(Married) couple without C. ","in school","","","","","7"
"7 Strongly agree","2005","(Married) couple without C. ","inadequately","17","","","","7"
"7 Strongly agree","2005","(Married) couple without C. ","general elemantary","179","0.270470951035013","0.237181882059084","0.303760020010943","7"
"7 Strongly agree","2005","(Married) couple without C. ","middle vocational","1116","0.319914049366937","0.304746551232937","0.335081547500937","7"
"7 Strongly agree","2005","(Married) couple without C. ","vocational + Abi","99","0.24255737433082","0.197652221264128","0.287462527397511","7"
"7 Strongly agree","2005","(Married) couple without C. ","higher vocational","197","0.37137062796413","0.331352645638145","0.411388610290116","7"
"1 Strongly disagree","2006","Single parent ","general elemantary","","","","","1"
"1 Strongly disagree","2006","Single parent ","middle vocational","","","","","1"
"1 Strongly disagree","2006","Single parent ","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","Single parent ","higher vocational","","","","","1"
