"plh0222","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"2 on scale 1-7 ","2012","Urban Area","40","0.0112130195310555","0.00811477254675391","0.0143112665153571","2"
"2 on scale 1-7 ","2012","Rural Area","13","","","","2"
"3 on scale 1-7 ","2012","Rural Area","40","0.0170427529362492","0.0121379294079781","0.0219475764645204","3"
"3 on scale 1-7 ","2012","Urban Area","99","0.0234991918333986","0.0190419505587778","0.0279564331080194","3"
"4 on scale 1-7","2012","Rural Area","178","0.0658422705427232","0.0564439835435423","0.0752405575419042","4"
"4 on scale 1-7","2012","Urban Area","342","0.0814448594660911","0.0733968619851877","0.0894928569469945","4"
"5 on scale 1-7","2012","Rural Area","593","0.223145126647555","0.207367203062824","0.238923050232286","5"
"5 on scale 1-7","2012","Urban Area","950","0.213602416054655","0.201542964914647","0.225661867194662","5"
"6 on scale 1-7","2012","Urban Area","1853","0.398190042863108","0.383786203838956","0.41259388188726","6"
"6 on scale 1-7","2012","Rural Area","1140","0.418566419605085","0.399871721995815","0.437261117214354","6"
"7 Strongly agree","2012","Urban Area","1144","0.269643913111536","0.256586233338899","0.282701592884173","7"
"7 Strongly agree","2012","Rural Area","710","0.270885609341183","0.254044255528276","0.287726963154089","7"
"1 Strongly disagree","2013","Urban Area","44","0.00431858685926782","0.00315461724389433","0.00548255647464131","1"
"1 Strongly disagree","2013","Rural Area","27","","","","1"
"2 on scale 1-7 ","2013","Rural Area","54","0.00933667396967819","0.00702254921948634","0.01165079871987","2"
"2 on scale 1-7 ","2013","Urban Area","97","0.00745167197808246","0.00592511397779428","0.00897822997837063","2"
"3 on scale 1-7 ","2013","Rural Area","149","0.0232068141842855","0.0195840780699803","0.0268295502985906","3"
"3 on scale 1-7 ","2013","Urban Area","260","0.0231461636722822","0.0204770632307449","0.0258152641138196","3"
"4 on scale 1-7","2013","Rural Area","503","0.0751703551341842","0.0688260830574176","0.0815146272109507","4"
"4 on scale 1-7","2013","Urban Area","958","0.0805681195816401","0.0757369530609685","0.0853992861023117","4"
"5 on scale 1-7","2013","Urban Area","2600","0.219020181109752","0.211678887619267","0.226361474600238","5"
"5 on scale 1-7","2013","Rural Area","1352","0.19793083994574","0.188343673438111","0.207518006453368","5"
"6 on scale 1-7","2013","Rural Area","2697","0.40607109174319","0.394254400282112","0.417887783204269","6"
"6 on scale 1-7","2013","Urban Area","4924","0.400878989286238","0.39217988501484","0.409578093557636","6"
"7 Strongly agree","2013","Urban Area","3309","0.264616287512737","0.25678603254988","0.272446542475594","7"
"7 Strongly agree","2013","Rural Area","1853","0.283487035850018","0.272642617699156","0.294331454000881","7"
"1 Strongly disagree","2014","Urban Area","","","","","1"
"1 Strongly disagree","2014","Rural Area","","","","","1"
"2 on scale 1-7 ","2014","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","Rural Area","","","","","2"
"3 on scale 1-7 ","2014","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","Urban Area","","","","","3"
"4 on scale 1-7","2014","Rural Area","","","","","4"
"4 on scale 1-7","2014","Urban Area","","","","","4"
"5 on scale 1-7","2014","Rural Area","","","","","5"
"5 on scale 1-7","2014","Urban Area","","","","","5"
"6 on scale 1-7","2014","Urban Area","","","","","6"
"6 on scale 1-7","2014","Rural Area","","","","","6"
"7 Strongly agree","2014","Urban Area","","","","","7"
"7 Strongly agree","2014","Rural Area","","","","","7"
"1 Strongly disagree","2015","Urban Area","","","","","1"
"1 Strongly disagree","2015","Rural Area","","","","","1"
"2 on scale 1-7 ","2015","Rural Area","","","","","2"
"2 on scale 1-7 ","2015","Urban Area","","","","","2"
"3 on scale 1-7 ","2015","Rural Area","","","","","3"
"3 on scale 1-7 ","2015","Urban Area","","","","","3"
"4 on scale 1-7","2015","Rural Area","","","","","4"
"4 on scale 1-7","2015","Urban Area","","","","","4"
"5 on scale 1-7","2015","Urban Area","","","","","5"
"5 on scale 1-7","2015","Rural Area","","","","","5"
"6 on scale 1-7","2015","Rural Area","","","","","6"
"6 on scale 1-7","2015","Urban Area","","","","","6"
"7 Strongly agree","2015","Urban Area","","","","","7"
"7 Strongly agree","2015","Rural Area","","","","","7"
"1 Strongly disagree","2016","Urban Area","","","","","1"
"1 Strongly disagree","2016","Rural Area","","","","","1"
"2 on scale 1-7 ","2016","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","Urban Area","","","","","2"
"3 on scale 1-7 ","2016","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","Urban Area","","","","","3"
"4 on scale 1-7","2016","Urban Area","","","","","4"
"4 on scale 1-7","2016","Rural Area","","","","","4"
"5 on scale 1-7","2016","Rural Area","","","","","5"
"5 on scale 1-7","2016","Urban Area","","","","","5"
"6 on scale 1-7","2016","Urban Area","","","","","6"
"6 on scale 1-7","2016","Rural Area","","","","","6"
"7 Strongly agree","2016","Urban Area","","","","","7"
"7 Strongly agree","2016","Rural Area","","","","","7"
"1 Strongly disagree","2017","Urban Area","49","0.00245555425054586","0.00175235078543237","0.00315875771565936","1"
"1 Strongly disagree","2017","Rural Area","26","","","","1"
"2 on scale 1-7 ","2017","Rural Area","70","0.0085098780637208","0.0067260535837593","0.0102937025436823","2"
"2 on scale 1-7 ","2017","Urban Area","138","0.00853229963811619","0.00722548965798219","0.0098391096182502","2"
"3 on scale 1-7 ","2017","Rural Area","214","0.0227545154646891","0.0198586266241658","0.0256504043052123","3"
"3 on scale 1-7 ","2017","Urban Area","400","0.0222596970177206","0.0201635994644147","0.0243557945710266","3"
"4 on scale 1-7","2017","Rural Area","791","0.0829191054197555","0.0775638846168009","0.0882743262227101","4"
"4 on scale 1-7","2017","Urban Area","1550","0.0927733720780484","0.0886513560752775","0.0968953880808192","4"
"5 on scale 1-7","2017","Urban Area","4087","0.226502317388554","0.220555207801803","0.232449426975304","5"
"5 on scale 1-7","2017","Rural Area","1974","0.200372889954327","0.192599517250685","0.208146262657969","5"
"6 on scale 1-7","2017","Rural Area","4110","0.421899838481523","0.412309090479245","0.431490586483802","6"
"6 on scale 1-7","2017","Urban Area","7508","0.404232866048464","0.397260275080373","0.411205457016555","6"
"7 Strongly agree","2017","Urban Area","5297","0.243243893578551","0.237147976535343","0.249339810621759","7"
"7 Strongly agree","2017","Rural Area","3001","0.260126878606999","0.251607312148527","0.26864644506547","7"
"1 Strongly disagree","2018","Rural Area","","","","","1"
"1 Strongly disagree","2018","Urban Area","","","","","1"
"2 on scale 1-7 ","2018","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","Urban Area","","","","","2"
"3 on scale 1-7 ","2018","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","Urban Area","","","","","3"
"4 on scale 1-7","2018","Urban Area","","","","","4"
"4 on scale 1-7","2018","Rural Area","","","","","4"
"5 on scale 1-7","2018","Rural Area","","","","","5"
"5 on scale 1-7","2018","Urban Area","","","","","5"
"6 on scale 1-7","2018","Urban Area","","","","","6"
"6 on scale 1-7","2018","Rural Area","","","","","6"
"7 Strongly agree","2018","Urban Area","","","","","7"
"7 Strongly agree","2018","Rural Area","","","","","7"
"1 Strongly disagree","2019","Rural Area","36","0.0042912355405479","0.00292813862506184","0.00565433245603396","1"
"1 Strongly disagree","2019","Urban Area","76","0.00463042741704283","0.00355777325305804","0.00570308158102762","1"
"2 on scale 1-7 ","2019","Rural Area","72","0.00925043224620352","0.00725410215707546","0.0112467623353316","2"
"2 on scale 1-7 ","2019","Urban Area","114","0.0088214805332471","0.00734406152248481","0.0102988995440094","2"
"3 on scale 1-7 ","2019","Urban Area","314","0.0215777482775733","0.0192820055146487","0.0238734910404979","3"
"3 on scale 1-7 ","2019","Rural Area","201","0.0243023198532579","0.0210912415507996","0.0275133981557161","3"
"4 on scale 1-7","2019","Rural Area","683","0.0824902004366086","0.0767533182832014","0.0882270825900159","4"
"4 on scale 1-7","2019","Urban Area","1342","0.0903638943361201","0.0858339974442101","0.0948937912280301","4"
"5 on scale 1-7","2019","Urban Area","3349","0.221013083464","0.214457202252635","0.227568964675366","5"
"5 on scale 1-7","2019","Rural Area","1881","0.211819103802469","0.203298607176277","0.220339600428662","5"
"6 on scale 1-7","2019","Rural Area","3629","0.420293910646292","0.410000723390032","0.430587097902552","6"
"6 on scale 1-7","2019","Urban Area","6307","0.394271511127271","0.386550152914121","0.401992869340421","6"
"7 Strongly agree","2019","Urban Area","3886","0.259321854844745","0.252397308488069","0.266246401201422","7"
"7 Strongly agree","2019","Rural Area","2332","0.247552797474621","0.238552821942699","0.256552773006542","7"
