"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2009","16-34 y.","general elemantary","3.31","3","548","1","2","5","6","3.17","3.45","3","3"
"2009","16-34 y.","higher education","3.25","3","538","1","2","4","5","3.12","3.38","3","3"
"2009","16-34 y.","higher vocational","3.27","3","108","1","2","4","6","2.93","3.61","3","3"
"2009","16-34 y.","in school","3.19","3","312","1","2","4","5","3.02","3.36","3","3"
"2009","16-34 y.","inadequately","4.4","5","41","2","3","6","6","3.84","4.96","3","5"
"2009","16-34 y.","middle vocational","3.22","3","1794","1","2","4","5","3.15","3.29","3","3"
"2009","16-34 y.","vocational + Abi","3.06","3","337","1","2","4","5","2.89","3.23","3","3"
"2009","35-65 y.","general elemantary","2.88","3","588","1","1","4","5","2.74","3.02","2","3"
"2009","35-65 y.","higher education","3.11","3","2614","1","2","4","5","3.05","3.17","3","3"
"2009","35-65 y.","higher vocational","3.41","3","901","1","2","5","6","3.3","3.52","3","3"
"2009","35-65 y.","in school","","","","","","","","","","",""
"2009","35-65 y.","inadequately","2.96","3","83","1","2","4","5","2.6","3.32","2","3"
"2009","35-65 y.","middle vocational","3.19","3","5090","1","2","4","5","3.14","3.24","3","3"
"2009","35-65 y.","vocational + Abi","3.26","3","566","1","2","5","6","3.13","3.39","3","3"
"2009","66 and older","general elemantary","2.44","2","659","1","1","4","5","2.32","2.56","2","2"
"2009","66 and older","higher education","2.92","3","875","1","2","4","5","2.81","3.03","3","3"
"2009","66 and older","higher vocational","2.91","3","315","1","2","4","5","2.74","3.08","2","3"
"2009","66 and older","in school","","","","","","","","","","",""
"2009","66 and older","inadequately","2.47","2","42","1","1","4","4","2","2.94","2","3"
"2009","66 and older","middle vocational","2.72","2","2159","1","1","4","5","2.65","2.79","2","2"
"2009","66 and older","vocational + Abi","2.68","2","94","1","2","4","5","2.34","3.02","2","3"
"2010","16-34 y.","general elemantary","","","","","","","","","","",""
"2010","16-34 y.","higher education","","","","","","","","","","",""
"2010","16-34 y.","higher vocational","","","","","","","","","","",""
"2010","16-34 y.","in school","","","","","","","","","","",""
"2010","16-34 y.","inadequately","","","","","","","","","","",""
"2010","16-34 y.","middle vocational","","","","","","","","","","",""
"2010","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2010","35-65 y.","general elemantary","","","","","","","","","","",""
"2010","35-65 y.","higher education","","","","","","","","","","",""
"2010","35-65 y.","higher vocational","","","","","","","","","","",""
"2010","35-65 y.","in school","","","","","","","","","","",""
"2010","35-65 y.","inadequately","","","","","","","","","","",""
"2010","35-65 y.","middle vocational","","","","","","","","","","",""
"2010","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2010","66 and older","general elemantary","","","","","","","","","","",""
"2010","66 and older","higher education","","","","","","","","","","",""
"2010","66 and older","higher vocational","","","","","","","","","","",""
"2010","66 and older","in school","","","","","","","","","","",""
"2010","66 and older","inadequately","","","","","","","","","","",""
"2010","66 and older","middle vocational","","","","","","","","","","",""
"2010","66 and older","vocational + Abi","","","","","","","","","","",""
"2011","16-34 y.","general elemantary","","","","","","","","","","",""
"2011","16-34 y.","higher education","","","","","","","","","","",""
"2011","16-34 y.","higher vocational","","","","","","","","","","",""
"2011","16-34 y.","in school","","","","","","","","","","",""
"2011","16-34 y.","inadequately","","","","","","","","","","",""
"2011","16-34 y.","middle vocational","","","","","","","","","","",""
"2011","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2011","35-65 y.","general elemantary","","","","","","","","","","",""
"2011","35-65 y.","higher education","","","","","","","","","","",""
"2011","35-65 y.","higher vocational","","","","","","","","","","",""
"2011","35-65 y.","in school","","","","","","","","","","",""
"2011","35-65 y.","inadequately","","","","","","","","","","",""
"2011","35-65 y.","middle vocational","","","","","","","","","","",""
"2011","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2011","66 and older","general elemantary","","","","","","","","","","",""
"2011","66 and older","higher education","","","","","","","","","","",""
"2011","66 and older","higher vocational","","","","","","","","","","",""
"2011","66 and older","in school","","","","","","","","","","",""
"2011","66 and older","inadequately","","","","","","","","","","",""
"2011","66 and older","middle vocational","","","","","","","","","","",""
"2011","66 and older","vocational + Abi","","","","","","","","","","",""
"2012","16-34 y.","general elemantary","3.2","3","416","1","2","5","6","3.03","3.37","3","3"
"2012","16-34 y.","higher education","2.94","3","202","1","2","4","6","2.71","3.17","2","3"
"2012","16-34 y.","higher vocational","3.27","3","45","1","2","5","6","2.76","3.78","2","4"
"2012","16-34 y.","in school","3.24","3","190","1","2","4","5","3.02","3.46","3","3"
"2012","16-34 y.","inadequately","3.36","3","87","1","2","5","6","2.97","3.75","3","4"
"2012","16-34 y.","middle vocational","3.07","3","955","1","2","5","6","2.96","3.18","3","3"
"2012","16-34 y.","vocational + Abi","3.12","3","182","1","2","5","5","2.87","3.37","2","3"
"2012","35-65 y.","general elemantary","3.12","3","357","1","2","4","6","2.93","3.31","2","3"
"2012","35-65 y.","higher education","2.96","2","1290","1","2","4","5","2.87","3.05","2","3"
"2012","35-65 y.","higher vocational","3.16","3","317","1","2","5","6","2.97","3.35","3","3"
"2012","35-65 y.","in school","","","","","","","","","","",""
"2012","35-65 y.","inadequately","2.81","2","70","1","1","4","5","2.34","3.28","2","4"
"2012","35-65 y.","middle vocational","3.18","3","2286","1","2","5","6","3.11","3.25","3","3"
"2012","35-65 y.","vocational + Abi","3.12","3","573","1","2","5","5","2.99","3.25","2","3"
"2012","66 and older","general elemantary","","","","","","","","","","",""
"2012","66 and older","higher education","","","","","","","","","","",""
"2012","66 and older","higher vocational","","","","","","","","","","",""
"2012","66 and older","in school","","","","","","","","","","",""
"2012","66 and older","inadequately","","","","","","","","","","",""
"2012","66 and older","middle vocational","","","","","","","","","","",""
"2012","66 and older","vocational + Abi","","","","","","","","","","",""
"2013","16-34 y.","general elemantary","3.62","3","463","1","2","5","6","3.47","3.77","3","4"
"2013","16-34 y.","higher education","3.14","3","674","1","2","4","5","3.03","3.25","3","3"
"2013","16-34 y.","higher vocational","3.07","3","103","1","2","4","5","2.74","3.4","2","4"
"2013","16-34 y.","in school","3.5","3","259","1","2","5","6","3.31","3.69","3","3"
"2013","16-34 y.","inadequately","3.19","3","46","1","1","5","6","2.63","3.75","2","4"
"2013","16-34 y.","middle vocational","3.25","3","1614","1","2","5","5","3.17","3.33","3","3"
"2013","16-34 y.","vocational + Abi","3.23","3","290","1","2","4","5","3.05","3.41","3","3"
"2013","35-65 y.","general elemantary","2.95","3","654","1","1","4","5","2.82","3.08","2","3"
"2013","35-65 y.","higher education","3.05","3","2637","1","2","4","5","2.99","3.11","3","3"
"2013","35-65 y.","higher vocational","3.16","3","874","1","2","5","5","3.05","3.27","3","3"
"2013","35-65 y.","in school","","","","","","","","","","",""
"2013","35-65 y.","inadequately","3.17","3","98","1","1","4","6","2.8","3.54","2","3"
"2013","35-65 y.","middle vocational","3.19","3","5252","1","2","5","6","3.14","3.24","3","3"
"2013","35-65 y.","vocational + Abi","3.02","3","691","1","2","4","5","2.9","3.14","2","3"
"2013","66 and older","general elemantary","2.5","2","720","1","1","4","5","2.38","2.62","2","2"
"2013","66 and older","higher education","2.91","3","1150","1","2","4","5","2.81","3.01","2","3"
"2013","66 and older","higher vocational","3.12","3","351","1","2","5","6","2.94","3.3","2","3"
"2013","66 and older","in school","","","","","","","","","","",""
"2013","66 and older","inadequately","2.64","2.03","49","1","1","4","5","2.14","3.14","1","3"
"2013","66 and older","middle vocational","2.84","2","2527","1","1","4","5","2.77","2.91","2","3"
"2013","66 and older","vocational + Abi","2.49","2","117","1","1","4","5","2.17","2.81","2","3"
"2014","16-34 y.","general elemantary","","","","","","","","","","",""
"2014","16-34 y.","higher education","","","","","","","","","","",""
"2014","16-34 y.","higher vocational","","","","","","","","","","",""
"2014","16-34 y.","in school","","","","","","","","","","",""
"2014","16-34 y.","inadequately","","","","","","","","","","",""
"2014","16-34 y.","middle vocational","","","","","","","","","","",""
"2014","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2014","35-65 y.","general elemantary","","","","","","","","","","",""
"2014","35-65 y.","higher education","","","","","","","","","","",""
"2014","35-65 y.","higher vocational","","","","","","","","","","",""
"2014","35-65 y.","in school","","","","","","","","","","",""
"2014","35-65 y.","inadequately","","","","","","","","","","",""
"2014","35-65 y.","middle vocational","","","","","","","","","","",""
"2014","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2014","66 and older","general elemantary","","","","","","","","","","",""
"2014","66 and older","higher education","","","","","","","","","","",""
"2014","66 and older","higher vocational","","","","","","","","","","",""
"2014","66 and older","in school","","","","","","","","","","",""
"2014","66 and older","inadequately","","","","","","","","","","",""
"2014","66 and older","middle vocational","","","","","","","","","","",""
"2014","66 and older","vocational + Abi","","","","","","","","","","",""
"2015","16-34 y.","general elemantary","","","","","","","","","","",""
"2015","16-34 y.","higher education","","","","","","","","","","",""
"2015","16-34 y.","higher vocational","","","","","","","","","","",""
"2015","16-34 y.","in school","","","","","","","","","","",""
"2015","16-34 y.","inadequately","","","","","","","","","","",""
"2015","16-34 y.","middle vocational","","","","","","","","","","",""
"2015","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2015","35-65 y.","general elemantary","","","","","","","","","","",""
"2015","35-65 y.","higher education","","","","","","","","","","",""
"2015","35-65 y.","higher vocational","","","","","","","","","","",""
"2015","35-65 y.","in school","","","","","","","","","","",""
"2015","35-65 y.","inadequately","","","","","","","","","","",""
"2015","35-65 y.","middle vocational","","","","","","","","","","",""
"2015","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2015","66 and older","general elemantary","","","","","","","","","","",""
"2015","66 and older","higher education","","","","","","","","","","",""
"2015","66 and older","higher vocational","","","","","","","","","","",""
"2015","66 and older","in school","","","","","","","","","","",""
"2015","66 and older","inadequately","","","","","","","","","","",""
"2015","66 and older","middle vocational","","","","","","","","","","",""
"2015","66 and older","vocational + Abi","","","","","","","","","","",""
"2016","16-34 y.","general elemantary","","","","","","","","","","",""
"2016","16-34 y.","higher education","","","","","","","","","","",""
"2016","16-34 y.","higher vocational","","","","","","","","","","",""
"2016","16-34 y.","in school","","","","","","","","","","",""
"2016","16-34 y.","inadequately","","","","","","","","","","",""
"2016","16-34 y.","middle vocational","","","","","","","","","","",""
"2016","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2016","35-65 y.","general elemantary","","","","","","","","","","",""
"2016","35-65 y.","higher education","","","","","","","","","","",""
"2016","35-65 y.","higher vocational","","","","","","","","","","",""
"2016","35-65 y.","in school","","","","","","","","","","",""
"2016","35-65 y.","inadequately","","","","","","","","","","",""
"2016","35-65 y.","middle vocational","","","","","","","","","","",""
"2016","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2016","66 and older","general elemantary","","","","","","","","","","",""
"2016","66 and older","higher education","","","","","","","","","","",""
"2016","66 and older","higher vocational","","","","","","","","","","",""
"2016","66 and older","in school","","","","","","","","","","",""
"2016","66 and older","inadequately","","","","","","","","","","",""
"2016","66 and older","middle vocational","","","","","","","","","","",""
"2016","66 and older","vocational + Abi","","","","","","","","","","",""
"2017","16-34 y.","general elemantary","3.17","3","1278","1","2","4","5","3.07","3.27","2","3"
"2017","16-34 y.","higher education","3.08","3","1276","1","2","4","5","2.99","3.17","2","3"
"2017","16-34 y.","higher vocational","3.86","4","128","2","2","5","6","3.57","4.15","3","4"
"2017","16-34 y.","in school","3.45","3","412","1","2","5","6","3.29","3.61","3","4"
"2017","16-34 y.","inadequately","2.69","2","607","1","1","4","5","2.57","2.81","1","1"
"2017","16-34 y.","middle vocational","3.33","3","2712","1","2","5","6","3.27","3.39","3","3"
"2017","16-34 y.","vocational + Abi","3.24","3","565","1","2","5","6","3.11","3.37","3","3"
"2017","35-65 y.","general elemantary","3.08","3","1383","1","1","5","6","2.99","3.17","2","2"
"2017","35-65 y.","higher education","3.15","3","4461","1","2","4","5","3.1","3.2","3","3"
"2017","35-65 y.","higher vocational","3.27","3","1067","1","2","5","6","3.17","3.37","3","3"
"2017","35-65 y.","in school","","","","","","","","","","",""
"2017","35-65 y.","inadequately","2.91","2","706","1","1","4","5","2.79","3.03","1","1"
"2017","35-65 y.","middle vocational","3.28","3","7285","1","2","5","6","3.24","3.32","3","3"
"2017","35-65 y.","vocational + Abi","3.16","3","1580","1","2","5","6","3.08","3.24","3","3"
"2017","66 and older","general elemantary","2.55","2","623","1","1","4","5","2.42","2.68","2","2"
"2017","66 and older","higher education","2.86","3","1270","1","2","4","5","2.77","2.95","2","3"
"2017","66 and older","higher vocational","3.09","3","345","1","2","4","5","2.91","3.27","2","3"
"2017","66 and older","in school","","","","","","","","","","",""
"2017","66 and older","inadequately","2.85","2","51","1","1","5","5","2.39","3.31","1","2"
"2017","66 and older","middle vocational","2.87","2","2566","1","1","4","5","2.8","2.94","2","3"
"2017","66 and older","vocational + Abi","2.65","2","140","1","1","4","5","2.4","2.9","2","3"
"2018","16-34 y.","general elemantary","","","","","","","","","","",""
"2018","16-34 y.","higher education","","","","","","","","","","",""
"2018","16-34 y.","higher vocational","","","","","","","","","","",""
"2018","16-34 y.","in school","","","","","","","","","","",""
"2018","16-34 y.","inadequately","","","","","","","","","","",""
"2018","16-34 y.","middle vocational","","","","","","","","","","",""
"2018","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2018","35-65 y.","general elemantary","","","","","","","","","","",""
"2018","35-65 y.","higher education","","","","","","","","","","",""
"2018","35-65 y.","higher vocational","","","","","","","","","","",""
"2018","35-65 y.","in school","","","","","","","","","","",""
"2018","35-65 y.","inadequately","","","","","","","","","","",""
"2018","35-65 y.","middle vocational","","","","","","","","","","",""
"2018","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2018","66 and older","general elemantary","","","","","","","","","","",""
"2018","66 and older","higher education","","","","","","","","","","",""
"2018","66 and older","higher vocational","","","","","","","","","","",""
"2018","66 and older","in school","","","","","","","","","","",""
"2018","66 and older","inadequately","","","","","","","","","","",""
"2018","66 and older","middle vocational","","","","","","","","","","",""
"2018","66 and older","vocational + Abi","","","","","","","","","","",""
"2019","16-34 y.","general elemantary","3","3","838","1","1","4","5","2.89","3.11","3","3"
"2019","16-34 y.","higher education","3.06","3","1005","1","2","4","5","2.96","3.16","2","3"
"2019","16-34 y.","higher vocational","3.96","4","135","2","2","5","7","3.66","4.26","3","4"
"2019","16-34 y.","in school","3.25","3","327","1","2","5","5","3.07","3.43","3","3"
"2019","16-34 y.","inadequately","3.36","3","103","1","2","5","6","2.99","3.73","2","4"
"2019","16-34 y.","middle vocational","3.15","3","2070","1","2","4","5","3.08","3.22","3","3"
"2019","16-34 y.","vocational + Abi","3.06","3","460","1","2","4","5","2.91","3.21","3","3"
"2019","35-65 y.","general elemantary","3.07","3","1015","1","1","4","6","2.96","3.18","2","3"
"2019","35-65 y.","higher education","2.94","3","4543","1","2","4","5","2.89","2.99","2","3"
"2019","35-65 y.","higher vocational","3.05","3","1144","1","2","4","5","2.95","3.15","3","3"
"2019","35-65 y.","in school","","","","","","","","","","",""
"2019","35-65 y.","inadequately","2.76","2","249","1","1","4","5","2.54","2.98","2","3"
"2019","35-65 y.","middle vocational","3.05","3","6448","1","2","4","5","3.01","3.09","3","3"
"2019","35-65 y.","vocational + Abi","3","3","1540","1","2","4","5","2.92","3.08","2","3"
"2019","66 and older","general elemantary","2.47","2","548","1","1","3","5","2.34","2.6","2","2"
"2019","66 and older","higher education","2.8","2","1452","1","1","4","5","2.72","2.88","2","3"
"2019","66 and older","higher vocational","2.77","3","385","1","1","4","5","2.61","2.93","2","3"
"2019","66 and older","in school","","","","","","","","","","",""
"2019","66 and older","inadequately","2.7","2","35","1","1","4","6","2.06","3.34","1","4"
"2019","66 and older","middle vocational","2.74","2","2563","1","1","4","5","2.68","2.8","2","2"
"2019","66 and older","vocational + Abi","2.44","2","166","1","1","3","5","2.2","2.68","2","2"
