"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2009","college entrance qualification","Male","3.25","3","2516","1","2","4","5","3.19","3.31","3","3"
"2009","lower secondary degree","Female","2.7","2","3005","1","1","4","5","2.64","2.76","2","2"
"2009","lower secondary degree","Male","3.39","3","2910","1","2","5","6","3.33","3.45","3","3"
"2009","no degree/no degree yet","Female","2.93","3","238","1","2","4","5","2.73","3.13","2","3"
"2009","no degree/no degree yet","Male","3.35","3","247","1","2","4","5","3.15","3.55","3","3"
"2009","Other degree","Female","2.44","2","434","1","1","4","5","2.3","2.58","2","2"
"2009","Other degree","Male","3.12","3","369","1","2","4","5","2.95","3.29","3","3"
"2009","secondary school degree","Female","2.94","3","3109","1","2","4","5","2.88","3","2","3"
"2009","secondary school degree","Male","3.4","3","2289","1","2","5","6","3.33","3.47","3","3"
"2010","college entrance qualification","Female","","","","","","","","","","",""
"2010","college entrance qualification","Male","","","","","","","","","","",""
"2010","lower secondary degree","Female","","","","","","","","","","",""
"2010","lower secondary degree","Male","","","","","","","","","","",""
"2010","no degree/no degree yet","Female","","","","","","","","","","",""
"2010","no degree/no degree yet","Male","","","","","","","","","","",""
"2010","Other degree","Female","","","","","","","","","","",""
"2010","Other degree","Male","","","","","","","","","","",""
"2010","secondary school degree","Female","","","","","","","","","","",""
"2010","secondary school degree","Male","","","","","","","","","","",""
"2011","college entrance qualification","Female","","","","","","","","","","",""
"2011","college entrance qualification","Male","","","","","","","","","","",""
"2011","lower secondary degree","Female","","","","","","","","","","",""
"2011","lower secondary degree","Male","","","","","","","","","","",""
"2011","no degree/no degree yet","Female","","","","","","","","","","",""
"2011","no degree/no degree yet","Male","","","","","","","","","","",""
"2011","Other degree","Female","","","","","","","","","","",""
"2011","Other degree","Male","","","","","","","","","","",""
"2011","secondary school degree","Female","","","","","","","","","","",""
"2011","secondary school degree","Male","","","","","","","","","","",""
"2012","college entrance qualification","Female","2.89","2","1290","1","2","4","5","2.8","2.98","2","3"
"2012","college entrance qualification","Male","3.17","3","856","1","2","4","5","3.06","3.28","3","3"
"2012","lower secondary degree","Female","3.06","3","724","1","2","4","6","2.93","3.19","3","3"
"2012","lower secondary degree","Male","3.62","4","685","1","2","5","6","3.48","3.76","3","4"
"2012","no degree/no degree yet","Female","3.08","3","192","1","1","5","6","2.82","3.34","2","4"
"2012","no degree/no degree yet","Male","3.3","3","160","1","2","4","6","3.03","3.57","3","4"
"2012","Other degree","Female","2.72","2","368","1","1","4","5","2.54","2.9","2","3"
"2012","Other degree","Male","3.09","3","308","1","2","4","6","2.89","3.29","2","3"
"2012","secondary school degree","Female","2.92","2","1578","1","1","4","5","2.83","3.01","2","3"
"2012","secondary school degree","Male","3.49","3","810","1","2","5","6","3.37","3.61","3","4"
"2013","college entrance qualification","Female","2.86","2","2667","1","2","4","5","2.8","2.92","2","3"
"2013","college entrance qualification","Male","3.21","3","2720","1","2","5","5","3.15","3.27","3","3"
"2013","lower secondary degree","Female","2.74","2","2985","1","1","4","5","2.68","2.8","2","2"
"2013","lower secondary degree","Male","3.36","3","2828","1","2","5","6","3.3","3.42","3","3"
"2013","no degree/no degree yet","Female","3.05","3","256","1","2","4","5","2.84","3.26","3","3"
"2013","no degree/no degree yet","Male","3.48","3","231","1","2","5","6","3.26","3.7","3","4"
"2013","Other degree","Female","2.54","2","582","1","1","4","5","2.42","2.66","2","2"
"2013","Other degree","Male","3.06","3","433","1","2","4","5","2.91","3.21","2","3"
"2013","secondary school degree","Female","2.92","2","3265","1","1","4","5","2.86","2.98","2","3"
"2013","secondary school degree","Male","3.47","3","2357","1","2","5","6","3.4","3.54","3","3"
"2014","college entrance qualification","Female","","","","","","","","","","",""
"2014","college entrance qualification","Male","","","","","","","","","","",""
"2014","lower secondary degree","Female","","","","","","","","","","",""
"2014","lower secondary degree","Male","","","","","","","","","","",""
"2014","no degree/no degree yet","Female","","","","","","","","","","",""
"2014","no degree/no degree yet","Male","","","","","","","","","","",""
"2014","Other degree","Female","","","","","","","","","","",""
"2014","Other degree","Male","","","","","","","","","","",""
"2014","secondary school degree","Female","","","","","","","","","","",""
"2014","secondary school degree","Male","","","","","","","","","","",""
"2015","college entrance qualification","Female","","","","","","","","","","",""
"2015","college entrance qualification","Male","","","","","","","","","","",""
"2015","lower secondary degree","Female","","","","","","","","","","",""
"2015","lower secondary degree","Male","","","","","","","","","","",""
"2015","no degree/no degree yet","Female","","","","","","","","","","",""
"2015","no degree/no degree yet","Male","","","","","","","","","","",""
"2015","Other degree","Female","","","","","","","","","","",""
"2015","Other degree","Male","","","","","","","","","","",""
"2015","secondary school degree","Female","","","","","","","","","","",""
"2015","secondary school degree","Male","","","","","","","","","","",""
"2016","college entrance qualification","Female","","","","","","","","","","",""
"2016","college entrance qualification","Male","","","","","","","","","","",""
"2016","lower secondary degree","Female","","","","","","","","","","",""
"2016","lower secondary degree","Male","","","","","","","","","","",""
"2016","no degree/no degree yet","Female","","","","","","","","","","",""
"2016","no degree/no degree yet","Male","","","","","","","","","","",""
"2016","Other degree","Female","","","","","","","","","","",""
"2016","Other degree","Male","","","","","","","","","","",""
"2016","secondary school degree","Female","","","","","","","","","","",""
"2016","secondary school degree","Male","","","","","","","","","","",""
"2017","college entrance qualification","Female","2.97","3","4126","1","2","4","5","2.92","3.02","3","3"
"2017","college entrance qualification","Male","3.29","3","3818","1","2","5","5","3.24","3.34","3","3"
"2017","lower secondary degree","Female","2.83","2","3036","1","1","4","5","2.77","2.89","2","3"
"2017","lower secondary degree","Male","3.35","3","3060","1","2","5","6","3.29","3.41","3","3"
"2017","no degree/no degree yet","Female","2.92","2","884","1","1","4","6","2.81","3.03","1","2"
"2017","no degree/no degree yet","Male","3.33","3","970","1","2","5","6","3.22","3.44","1","2"
"2017","Other degree","Female","2.69","2","2212","1","1","4","5","2.62","2.76","2","2"
"2017","Other degree","Male","3.06","3","2345","1","2","4","6","2.99","3.13","2","2"
"2017","secondary school degree","Female","2.98","3","4474","1","2","4","5","2.93","3.03","2","3"
"2017","secondary school degree","Male","3.57","4","3135","1","2","5","6","3.51","3.63","3","4"
"2018","college entrance qualification","Female","","","","","","","","","","",""
"2018","college entrance qualification","Male","","","","","","","","","","",""
"2018","lower secondary degree","Female","","","","","","","","","","",""
"2018","lower secondary degree","Male","","","","","","","","","","",""
"2018","no degree/no degree yet","Female","","","","","","","","","","",""
"2018","no degree/no degree yet","Male","","","","","","","","","","",""
"2018","Other degree","Female","","","","","","","","","","",""
"2018","Other degree","Male","","","","","","","","","","",""
"2018","secondary school degree","Female","","","","","","","","","","",""
"2018","secondary school degree","Male","","","","","","","","","","",""
"2019","college entrance qualification","Female","2.79","2","4266","1","2","4","5","2.74","2.84","2","2"
"2019","college entrance qualification","Male","3.12","3","4271","1","2","4","5","3.07","3.17","3","3"
"2019","lower secondary degree","Female","2.74","2","2557","1","1","4","5","2.67","2.81","2","2"
"2019","lower secondary degree","Male","3.18","3","2735","1","2","4","6","3.12","3.24","3","3"
"2019","no degree/no degree yet","Female","2.93","2","405","1","1","4","6","2.76","3.1","2","3"
"2019","no degree/no degree yet","Male","3.19","3","372","1","2","4","5","3.02","3.36","3","3"
"2019","Other degree","Female","2.58","2","1396","1","1","4","5","2.49","2.67","2","2"
"2019","Other degree","Male","2.9","3","1152","1","1","4","5","2.8","3","2","3"
"2019","secondary school degree","Female","2.82","2","4227","1","1","4","5","2.77","2.87","2","2"
"2019","secondary school degree","Male","3.3","3","3183","1","2","5","6","3.24","3.36","3","3"
