"year","education","pgisced97","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2007","secondary school degree","higher education","","","","","","","","",""
"2007","secondary school degree","higher vocational","","","","","","","","",""
"2007","secondary school degree","in school","","","","","","","","",""
"2007","secondary school degree","inadequately","","","","","","","","",""
"2007","secondary school degree","middle vocational","","","","","","","","",""
"2007","secondary school degree","vocational + Abi","","","","","","","","",""
"2008","college entrance qualification","general elemantary","","","","","","","","",""
"2008","college entrance qualification","higher education","","","","","","","","",""
"2008","college entrance qualification","higher vocational","","","","","","","","",""
"2008","college entrance qualification","in school","","","","","","","","",""
"2008","college entrance qualification","inadequately","","","","","","","","",""
"2008","college entrance qualification","middle vocational","","","","","","","","",""
"2008","college entrance qualification","vocational + Abi","","","","","","","","",""
"2008","lower secondary degree","general elemantary","","","","","","","","",""
"2008","lower secondary degree","higher education","","","","","","","","",""
"2008","lower secondary degree","higher vocational","","","","","","","","",""
"2008","lower secondary degree","in school","","","","","","","","",""
"2008","lower secondary degree","inadequately","","","","","","","","",""
"2008","lower secondary degree","middle vocational","","","","","","","","",""
"2008","lower secondary degree","vocational + Abi","","","","","","","","",""
"2008","no degree/no degree yet","general elemantary","","","","","","","","",""
"2008","no degree/no degree yet","higher education","","","","","","","","",""
"2008","no degree/no degree yet","higher vocational","","","","","","","","",""
"2008","no degree/no degree yet","in school","","","","","","","","",""
"2008","no degree/no degree yet","inadequately","","","","","","","","",""
"2008","no degree/no degree yet","middle vocational","","","","","","","","",""
"2008","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2008","Other degree","general elemantary","","","","","","","","",""
"2008","Other degree","higher education","","","","","","","","",""
"2008","Other degree","higher vocational","","","","","","","","",""
"2008","Other degree","in school","","","","","","","","",""
"2008","Other degree","inadequately","","","","","","","","",""
"2008","Other degree","middle vocational","","","","","","","","",""
"2008","Other degree","vocational + Abi","","","","","","","","",""
"2008","secondary school degree","general elemantary","","","","","","","","",""
"2008","secondary school degree","higher education","","","","","","","","",""
"2008","secondary school degree","higher vocational","","","","","","","","",""
"2008","secondary school degree","in school","","","","","","","","",""
"2008","secondary school degree","inadequately","","","","","","","","",""
"2008","secondary school degree","middle vocational","","","","","","","","",""
"2008","secondary school degree","vocational + Abi","","","","","","","","",""
"2009","college entrance qualification","general elemantary","","","","","","","","",""
"2009","college entrance qualification","higher education","","","","","","","","",""
"2009","college entrance qualification","higher vocational","","","","","","","","",""
"2009","college entrance qualification","in school","","","","","","","","",""
"2009","college entrance qualification","inadequately","","","","","","","","",""
"2009","college entrance qualification","middle vocational","","","","","","","","",""
"2009","college entrance qualification","vocational + Abi","","","","","","","","",""
"2009","lower secondary degree","general elemantary","","","","","","","","",""
"2009","lower secondary degree","higher education","","","","","","","","",""
"2009","lower secondary degree","higher vocational","","","","","","","","",""
"2009","lower secondary degree","in school","","","","","","","","",""
"2009","lower secondary degree","inadequately","","","","","","","","",""
"2009","lower secondary degree","middle vocational","","","","","","","","",""
"2009","lower secondary degree","vocational + Abi","","","","","","","","",""
"2009","no degree/no degree yet","general elemantary","","","","","","","","",""
"2009","no degree/no degree yet","higher education","","","","","","","","",""
"2009","no degree/no degree yet","higher vocational","","","","","","","","",""
"2009","no degree/no degree yet","in school","","","","","","","","",""
"2009","no degree/no degree yet","inadequately","","","","","","","","",""
"2009","no degree/no degree yet","middle vocational","","","","","","","","",""
"2009","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2009","Other degree","general elemantary","","","","","","","","",""
"2009","Other degree","higher education","","","","","","","","",""
"2009","Other degree","higher vocational","","","","","","","","",""
"2009","Other degree","in school","","","","","","","","",""
"2009","Other degree","inadequately","","","","","","","","",""
"2009","Other degree","middle vocational","","","","","","","","",""
"2009","Other degree","vocational + Abi","","","","","","","","",""
"2009","secondary school degree","general elemantary","","","","","","","","",""
"2009","secondary school degree","higher education","","","","","","","","",""
"2009","secondary school degree","higher vocational","","","","","","","","",""
"2009","secondary school degree","in school","","","","","","","","",""
"2009","secondary school degree","inadequately","","","","","","","","",""
"2009","secondary school degree","middle vocational","","","","","","","","",""
"2009","secondary school degree","vocational + Abi","","","","","","","","",""
"2010","college entrance qualification","general elemantary","","","","","","","","",""
"2010","college entrance qualification","higher education","2.64","2","2920","2.59","2.69","1","2","4","5"
"2010","college entrance qualification","higher vocational","2.58","2","297","2.42","2.74","1","2","3","4"
"2010","college entrance qualification","in school","","","","","","","","",""
"2010","college entrance qualification","inadequately","","","","","","","","",""
"2010","college entrance qualification","middle vocational","2.8","3","607","2.69","2.91","1","2","4","5"
"2010","college entrance qualification","vocational + Abi","2.71","2","833","2.61","2.81","1","2","4","5"
"2010","lower secondary degree","general elemantary","2.99","3","1035","2.88","3.1","1","1","4","5"
"2010","lower secondary degree","higher education","2.64","2","145","2.39","2.89","1","1","4","5"
"2010","lower secondary degree","higher vocational","3.02","3","343","2.86","3.18","1","2","4","5"
"2010","lower secondary degree","in school","","","","","","","","",""
"2010","lower secondary degree","inadequately","","","","","","","","",""
"2010","lower secondary degree","middle vocational","3","3","3806","2.95","3.05","1","2","4","5"
"2010","lower secondary degree","vocational + Abi","","","","","","","","",""
"2010","no degree/no degree yet","general elemantary","","","","","","","","",""
"2010","no degree/no degree yet","higher education","","","","","","","","",""
"2010","no degree/no degree yet","higher vocational","","","","","","","","",""
"2010","no degree/no degree yet","in school","2.82","3","269","2.63","3.01","1","2","4","5"
"2010","no degree/no degree yet","inadequately","3.15","3","107","2.8","3.5","1","1","5","5"
"2010","no degree/no degree yet","middle vocational","3.48","4","33","2.75","4.21","1","1","5","6"
"2010","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2010","Other degree","general elemantary","2.89","2","182","2.64","3.14","1","1","4","5"
"2010","Other degree","higher education","3.04","3","158","2.79","3.29","1","2","4","5"
"2010","Other degree","higher vocational","2.88","3","36","2.39","3.37","1","2","4","4"
"2010","Other degree","in school","","","","","","","","",""
"2010","Other degree","inadequately","","","","","","","","",""
"2010","Other degree","middle vocational","3.13","3","237","2.92","3.34","1","2","4","6"
"2010","Other degree","vocational + Abi","2.72","3","74","2.34","3.1","1","1","4","5"
"2010","secondary school degree","general elemantary","3.19","3","401","3.03","3.35","1","2","4","6"
"2010","secondary school degree","higher education","2.84","3","554","2.72","2.96","1","2","4","5"
"2010","secondary school degree","higher vocational","2.91","3","570","2.78","3.04","1","1","4","6"
"2010","secondary school degree","in school","","","","","","","","",""
"2010","secondary school degree","inadequately","","","","","","","","",""
"2010","secondary school degree","middle vocational","2.91","3","3490","2.86","2.96","1","2","4","5"
"2010","secondary school degree","vocational + Abi","","","","","","","","",""
"2011","college entrance qualification","general elemantary","","","","","","","","",""
"2011","college entrance qualification","higher education","","","","","","","","",""
"2011","college entrance qualification","higher vocational","","","","","","","","",""
"2011","college entrance qualification","in school","","","","","","","","",""
"2011","college entrance qualification","inadequately","","","","","","","","",""
"2011","college entrance qualification","middle vocational","","","","","","","","",""
"2011","college entrance qualification","vocational + Abi","","","","","","","","",""
"2011","lower secondary degree","general elemantary","","","","","","","","",""
"2011","lower secondary degree","higher education","","","","","","","","",""
"2011","lower secondary degree","higher vocational","","","","","","","","",""
"2011","lower secondary degree","in school","","","","","","","","",""
"2011","lower secondary degree","inadequately","","","","","","","","",""
"2011","lower secondary degree","middle vocational","","","","","","","","",""
"2011","lower secondary degree","vocational + Abi","","","","","","","","",""
"2011","no degree/no degree yet","general elemantary","","","","","","","","",""
"2011","no degree/no degree yet","higher education","","","","","","","","",""
"2011","no degree/no degree yet","higher vocational","","","","","","","","",""
"2011","no degree/no degree yet","in school","","","","","","","","",""
"2011","no degree/no degree yet","inadequately","","","","","","","","",""
"2011","no degree/no degree yet","middle vocational","","","","","","","","",""
"2011","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2011","Other degree","general elemantary","","","","","","","","",""
"2011","Other degree","higher education","","","","","","","","",""
"2011","Other degree","higher vocational","","","","","","","","",""
"2011","Other degree","in school","","","","","","","","",""
"2011","Other degree","inadequately","","","","","","","","",""
"2011","Other degree","middle vocational","","","","","","","","",""
"2011","Other degree","vocational + Abi","","","","","","","","",""
"2011","secondary school degree","general elemantary","","","","","","","","",""
"2011","secondary school degree","higher education","","","","","","","","",""
"2011","secondary school degree","higher vocational","","","","","","","","",""
"2011","secondary school degree","in school","","","","","","","","",""
"2011","secondary school degree","inadequately","","","","","","","","",""
"2011","secondary school degree","middle vocational","","","","","","","","",""
"2011","secondary school degree","vocational + Abi","","","","","","","","",""
"2012","college entrance qualification","general elemantary","","","","","","","","",""
"2012","college entrance qualification","higher education","","","","","","","","",""
"2012","college entrance qualification","higher vocational","","","","","","","","",""
"2012","college entrance qualification","in school","","","","","","","","",""
"2012","college entrance qualification","inadequately","","","","","","","","",""
"2012","college entrance qualification","middle vocational","","","","","","","","",""
"2012","college entrance qualification","vocational + Abi","","","","","","","","",""
"2012","lower secondary degree","general elemantary","","","","","","","","",""
"2012","lower secondary degree","higher education","","","","","","","","",""
"2012","lower secondary degree","higher vocational","","","","","","","","",""
"2012","lower secondary degree","in school","","","","","","","","",""
"2012","lower secondary degree","inadequately","","","","","","","","",""
"2012","lower secondary degree","middle vocational","","","","","","","","",""
"2012","lower secondary degree","vocational + Abi","","","","","","","","",""
"2012","no degree/no degree yet","general elemantary","","","","","","","","",""
"2012","no degree/no degree yet","higher education","","","","","","","","",""
"2012","no degree/no degree yet","higher vocational","","","","","","","","",""
"2012","no degree/no degree yet","in school","","","","","","","","",""
"2012","no degree/no degree yet","inadequately","","","","","","","","",""
"2012","no degree/no degree yet","middle vocational","","","","","","","","",""
"2012","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2012","Other degree","general elemantary","","","","","","","","",""
"2012","Other degree","higher education","","","","","","","","",""
"2012","Other degree","higher vocational","","","","","","","","",""
"2012","Other degree","in school","","","","","","","","",""
"2012","Other degree","inadequately","","","","","","","","",""
"2012","Other degree","middle vocational","","","","","","","","",""
"2012","Other degree","vocational + Abi","","","","","","","","",""
"2012","secondary school degree","general elemantary","","","","","","","","",""
"2012","secondary school degree","higher education","","","","","","","","",""
"2012","secondary school degree","higher vocational","","","","","","","","",""
"2012","secondary school degree","in school","","","","","","","","",""
"2012","secondary school degree","inadequately","","","","","","","","",""
"2012","secondary school degree","middle vocational","","","","","","","","",""
"2012","secondary school degree","vocational + Abi","","","","","","","","",""
"2013","college entrance qualification","general elemantary","","","","","","","","",""
"2013","college entrance qualification","higher education","","","","","","","","",""
"2013","college entrance qualification","higher vocational","","","","","","","","",""
"2013","college entrance qualification","in school","","","","","","","","",""
"2013","college entrance qualification","inadequately","","","","","","","","",""
"2013","college entrance qualification","middle vocational","","","","","","","","",""
"2013","college entrance qualification","vocational + Abi","","","","","","","","",""
"2013","lower secondary degree","general elemantary","","","","","","","","",""
"2013","lower secondary degree","higher education","","","","","","","","",""
"2013","lower secondary degree","higher vocational","","","","","","","","",""
"2013","lower secondary degree","in school","","","","","","","","",""
"2013","lower secondary degree","inadequately","","","","","","","","",""
"2013","lower secondary degree","middle vocational","","","","","","","","",""
"2013","lower secondary degree","vocational + Abi","","","","","","","","",""
"2013","no degree/no degree yet","general elemantary","","","","","","","","",""
"2013","no degree/no degree yet","higher education","","","","","","","","",""
"2013","no degree/no degree yet","higher vocational","","","","","","","","",""
"2013","no degree/no degree yet","in school","","","","","","","","",""
"2013","no degree/no degree yet","inadequately","","","","","","","","",""
"2013","no degree/no degree yet","middle vocational","","","","","","","","",""
"2013","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2013","Other degree","general elemantary","","","","","","","","",""
"2013","Other degree","higher education","","","","","","","","",""
"2013","Other degree","higher vocational","","","","","","","","",""
"2013","Other degree","in school","","","","","","","","",""
"2013","Other degree","inadequately","","","","","","","","",""
"2013","Other degree","middle vocational","","","","","","","","",""
"2013","Other degree","vocational + Abi","","","","","","","","",""
"2013","secondary school degree","general elemantary","","","","","","","","",""
"2013","secondary school degree","higher education","","","","","","","","",""
"2013","secondary school degree","higher vocational","","","","","","","","",""
"2013","secondary school degree","in school","","","","","","","","",""
"2013","secondary school degree","inadequately","","","","","","","","",""
"2013","secondary school degree","middle vocational","","","","","","","","",""
"2013","secondary school degree","vocational + Abi","","","","","","","","",""
"2014","college entrance qualification","general elemantary","","","","","","","","",""
"2014","college entrance qualification","higher education","","","","","","","","",""
"2014","college entrance qualification","higher vocational","","","","","","","","",""
"2014","college entrance qualification","in school","","","","","","","","",""
"2014","college entrance qualification","inadequately","","","","","","","","",""
"2014","college entrance qualification","middle vocational","","","","","","","","",""
"2014","college entrance qualification","vocational + Abi","","","","","","","","",""
"2014","lower secondary degree","general elemantary","","","","","","","","",""
"2014","lower secondary degree","higher education","","","","","","","","",""
"2014","lower secondary degree","higher vocational","","","","","","","","",""
"2014","lower secondary degree","in school","","","","","","","","",""
"2014","lower secondary degree","inadequately","","","","","","","","",""
"2014","lower secondary degree","middle vocational","","","","","","","","",""
"2014","lower secondary degree","vocational + Abi","","","","","","","","",""
"2014","no degree/no degree yet","general elemantary","","","","","","","","",""
"2014","no degree/no degree yet","higher education","","","","","","","","",""
"2014","no degree/no degree yet","higher vocational","","","","","","","","",""
"2014","no degree/no degree yet","in school","","","","","","","","",""
"2014","no degree/no degree yet","inadequately","","","","","","","","",""
"2014","no degree/no degree yet","middle vocational","","","","","","","","",""
"2014","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2014","Other degree","general elemantary","","","","","","","","",""
"2014","Other degree","higher education","","","","","","","","",""
"2014","Other degree","higher vocational","","","","","","","","",""
"2014","Other degree","in school","","","","","","","","",""
"2014","Other degree","inadequately","","","","","","","","",""
"2014","Other degree","middle vocational","","","","","","","","",""
"2014","Other degree","vocational + Abi","","","","","","","","",""
"2014","secondary school degree","general elemantary","","","","","","","","",""
"2014","secondary school degree","higher education","","","","","","","","",""
"2014","secondary school degree","higher vocational","","","","","","","","",""
"2014","secondary school degree","in school","","","","","","","","",""
"2014","secondary school degree","inadequately","","","","","","","","",""
"2014","secondary school degree","middle vocational","","","","","","","","",""
"2014","secondary school degree","vocational + Abi","","","","","","","","",""
"2015","college entrance qualification","general elemantary","","","","","","","","",""
"2015","college entrance qualification","higher education","2.33","2","4302","2.29","2.37","1","1","3","4"
"2015","college entrance qualification","higher vocational","2.45","2","421","2.31","2.59","1","1","3","5"
"2015","college entrance qualification","in school","","","","","","","","",""
"2015","college entrance qualification","inadequately","","","","","","","","",""
"2015","college entrance qualification","middle vocational","2.29","2","1051","2.21","2.37","1","1","3","4"
"2015","college entrance qualification","vocational + Abi","2.36","2","1437","2.29","2.43","1","1","3","4"
"2015","lower secondary degree","general elemantary","2.69","2","1476","2.6","2.78","1","1","4","5"
"2015","lower secondary degree","higher education","2.12","2","139","1.89","2.35","1","1","3","4"
"2015","lower secondary degree","higher vocational","2.91","3","349","2.74","3.08","1","2","4","5"
"2015","lower secondary degree","in school","","","","","","","","",""
"2015","lower secondary degree","inadequately","","","","","","","","",""
"2015","lower secondary degree","middle vocational","2.65","2","4411","2.6","2.7","1","1","4","5"
"2015","lower secondary degree","vocational + Abi","","","","","","","","",""
"2015","no degree/no degree yet","general elemantary","","","","","","","","",""
"2015","no degree/no degree yet","higher education","","","","","","","","",""
"2015","no degree/no degree yet","higher vocational","","","","","","","","",""
"2015","no degree/no degree yet","in school","2.44","2","377","2.3","2.58","1","1","3","4"
"2015","no degree/no degree yet","inadequately","2.97","2","452","2.8","3.14","1","1","4","6"
"2015","no degree/no degree yet","middle vocational","2.61","2","113","2.28","2.94","1","1","3","5"
"2015","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2015","Other degree","general elemantary","2.55","2","689","2.42","2.68","1","1","4","5"
"2015","Other degree","higher education","2.18","2","1237","2.1","2.26","1","1","3","4"
"2015","Other degree","higher vocational","2.45","2","48","1.98","2.92","1","1","3","4"
"2015","Other degree","in school","","","","","","","","",""
"2015","Other degree","inadequately","3.22","2","63","2.67","3.77","1","1","4","7"
"2015","Other degree","middle vocational","2.41","2","1283","2.32","2.5","1","1","3","5"
"2015","Other degree","vocational + Abi","2.54","2","695","2.41","2.67","1","1","4","6"
"2015","secondary school degree","general elemantary","2.59","2","767","2.47","2.71","1","1","4","5"
"2015","secondary school degree","higher education","2.5","2","624","2.4","2.6","1","1","3","4"
"2015","secondary school degree","higher vocational","2.53","2","678","2.42","2.64","1","1","3","5"
"2015","secondary school degree","in school","","","","","","","","",""
"2015","secondary school degree","inadequately","","","","","","","","",""
"2015","secondary school degree","middle vocational","2.57","2","5111","2.53","2.61","1","1","3","5"
"2015","secondary school degree","vocational + Abi","","","","","","","","",""
"2016","college entrance qualification","general elemantary","","","","","","","","",""
"2016","college entrance qualification","higher education","","","","","","","","",""
"2016","college entrance qualification","higher vocational","","","","","","","","",""
"2016","college entrance qualification","in school","","","","","","","","",""
"2016","college entrance qualification","inadequately","","","","","","","","",""
"2016","college entrance qualification","middle vocational","","","","","","","","",""
"2016","college entrance qualification","vocational + Abi","","","","","","","","",""
"2016","lower secondary degree","general elemantary","","","","","","","","",""
"2016","lower secondary degree","higher education","","","","","","","","",""
"2016","lower secondary degree","higher vocational","","","","","","","","",""
"2016","lower secondary degree","in school","","","","","","","","",""
"2016","lower secondary degree","inadequately","","","","","","","","",""
"2016","lower secondary degree","middle vocational","","","","","","","","",""
"2016","lower secondary degree","vocational + Abi","","","","","","","","",""
"2016","no degree/no degree yet","general elemantary","","","","","","","","",""
"2016","no degree/no degree yet","higher education","","","","","","","","",""
"2016","no degree/no degree yet","higher vocational","","","","","","","","",""
"2016","no degree/no degree yet","in school","2.75","3.08","30","2.22","3.28","1","1","4","5"
"2016","no degree/no degree yet","inadequately","1.79","1","1507","1.72","1.86","1","1","2","4"
"2016","no degree/no degree yet","middle vocational","","","","","","","","",""
"2016","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2016","Other degree","general elemantary","1.84","1","785","1.75","1.93","1","1","2","4"
"2016","Other degree","higher education","1.83","1","719","1.75","1.91","1","1","2","4"
"2016","Other degree","higher vocational","","","","","","","","",""
"2016","Other degree","in school","","","","","","","","",""
"2016","Other degree","inadequately","","","","","","","","",""
"2016","Other degree","middle vocational","1.85","1","721","1.75","1.95","1","1","2","4"
"2016","Other degree","vocational + Abi","2.36","2","107","2.08","2.64","1","1","3","4"
"2016","secondary school degree","general elemantary","","","","","","","","",""
"2016","secondary school degree","higher education","","","","","","","","",""
"2016","secondary school degree","higher vocational","","","","","","","","",""
"2016","secondary school degree","in school","","","","","","","","",""
"2016","secondary school degree","inadequately","","","","","","","","",""
"2016","secondary school degree","middle vocational","","","","","","","","",""
"2016","secondary school degree","vocational + Abi","","","","","","","","",""
"2017","college entrance qualification","general elemantary","","","","","","","","",""
"2017","college entrance qualification","higher education","","","","","","","","",""
"2017","college entrance qualification","higher vocational","","","","","","","","",""
"2017","college entrance qualification","in school","","","","","","","","",""
"2017","college entrance qualification","inadequately","","","","","","","","",""
"2017","college entrance qualification","middle vocational","","","","","","","","",""
"2017","college entrance qualification","vocational + Abi","","","","","","","","",""
"2017","lower secondary degree","general elemantary","","","","","","","","",""
"2017","lower secondary degree","higher education","","","","","","","","",""
"2017","lower secondary degree","higher vocational","","","","","","","","",""
"2017","lower secondary degree","in school","","","","","","","","",""
"2017","lower secondary degree","inadequately","","","","","","","","",""
"2017","lower secondary degree","middle vocational","","","","","","","","",""
"2017","lower secondary degree","vocational + Abi","","","","","","","","",""
"2017","no degree/no degree yet","general elemantary","","","","","","","","",""
"2017","no degree/no degree yet","higher education","","","","","","","","",""
"2017","no degree/no degree yet","higher vocational","","","","","","","","",""
"2017","no degree/no degree yet","in school","","","","","","","","",""
"2017","no degree/no degree yet","inadequately","1.75","1","1191","1.66","1.84","1","1","2","4"
"2017","no degree/no degree yet","middle vocational","","","","","","","","",""
"2017","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2017","Other degree","general elemantary","1.6","1","527","1.49","1.71","1","1","1","4"
"2017","Other degree","higher education","1.73","1","426","1.6","1.86","1","1","2","4"
"2017","Other degree","higher vocational","","","","","","","","",""
"2017","Other degree","in school","","","","","","","","",""
"2017","Other degree","inadequately","","","","","","","","",""
"2017","Other degree","middle vocational","1.65","1","409","1.52","1.78","1","1","1","4"
"2017","Other degree","vocational + Abi","1.88","1","68","1.53","2.23","1","1","2","4"
"2017","secondary school degree","general elemantary","","","","","","","","",""
"2017","secondary school degree","higher education","","","","","","","","",""
"2017","secondary school degree","higher vocational","","","","","","","","",""
"2017","secondary school degree","in school","","","","","","","","",""
"2017","secondary school degree","inadequately","","","","","","","","",""
"2017","secondary school degree","middle vocational","","","","","","","","",""
"2017","secondary school degree","vocational + Abi","","","","","","","","",""
"2018","college entrance qualification","general elemantary","","","","","","","","",""
"2018","college entrance qualification","higher education","","","","","","","","",""
"2018","college entrance qualification","higher vocational","","","","","","","","",""
"2018","college entrance qualification","in school","","","","","","","","",""
"2018","college entrance qualification","inadequately","","","","","","","","",""
"2018","college entrance qualification","middle vocational","","","","","","","","",""
"2018","college entrance qualification","vocational + Abi","","","","","","","","",""
"2018","lower secondary degree","general elemantary","","","","","","","","",""
"2018","lower secondary degree","higher education","","","","","","","","",""
"2018","lower secondary degree","higher vocational","","","","","","","","",""
"2018","lower secondary degree","in school","","","","","","","","",""
"2018","lower secondary degree","inadequately","","","","","","","","",""
"2018","lower secondary degree","middle vocational","","","","","","","","",""
"2018","lower secondary degree","vocational + Abi","","","","","","","","",""
"2018","no degree/no degree yet","general elemantary","","","","","","","","",""
"2018","no degree/no degree yet","higher education","","","","","","","","",""
