"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2009","higher education","Male","","","","","","","","","","",""
"2009","higher vocational","Female","","","","","","","","","","",""
"2009","higher vocational","Male","","","","","","","","","","",""
"2009","in school","Female","","","","","","","","","","",""
"2009","in school","Male","","","","","","","","","","",""
"2009","inadequately","Female","","","","","","","","","","",""
"2009","inadequately","Male","","","","","","","","","","",""
"2009","middle vocational","Female","","","","","","","","","","",""
"2009","middle vocational","Male","","","","","","","","","","",""
"2009","vocational + Abi","Female","","","","","","","","","","",""
"2009","vocational + Abi","Male","","","","","","","","","","",""
"2010","general elemantary","Female","2.75","2","1124","1","1","4","5","2.65","2.85","2","3"
"2010","general elemantary","Male","3.59","4","494","1","2","5","6","3.43","3.75","3","4"
"2010","higher education","Female","2.41","2","1766","1","1","3","4","2.35","2.47","2","2"
"2010","higher education","Male","2.91","3","2061","1","2","4","5","2.85","2.97","2","3"
"2010","higher vocational","Female","2.58","2","515","1","1","4","5","2.45","2.71","2","2"
"2010","higher vocational","Male","3.05","3","740","1","2","4","5","2.94","3.16","3","3"
"2010","in school","Female","2.38","2","115","1","1","3","4","2.12","2.64","2","3"
"2010","in school","Male","3.15","3","154","1","2","4","6","2.89","3.41","3","3"
"2010","inadequately","Female","2.66","2","79","1","1","4","5","2.25","3.07","2","3"
"2010","inadequately","Male","3.51","4","56","1","2","5","6","3.02","4","2","4"
"2010","middle vocational","Female","2.75","2","4392","1","1","4","5","2.7","2.8","2","2"
"2010","middle vocational","Male","3.18","3","3904","1","2","4","5","3.13","3.23","3","3"
"2010","vocational + Abi","Female","2.63","2","578","1","1","4","5","2.51","2.75","2","2"
"2010","vocational + Abi","Male","2.97","3","364","1","2","4","5","2.81","3.13","3","3"
"2011","general elemantary","Female","","","","","","","","","","",""
"2011","general elemantary","Male","","","","","","","","","","",""
"2011","higher education","Female","","","","","","","","","","",""
"2011","higher education","Male","","","","","","","","","","",""
"2011","higher vocational","Female","","","","","","","","","","",""
"2011","higher vocational","Male","","","","","","","","","","",""
"2011","in school","Female","","","","","","","","","","",""
"2011","in school","Male","","","","","","","","","","",""
"2011","inadequately","Female","","","","","","","","","","",""
"2011","inadequately","Male","","","","","","","","","","",""
"2011","middle vocational","Female","","","","","","","","","","",""
"2011","middle vocational","Male","","","","","","","","","","",""
"2011","vocational + Abi","Female","","","","","","","","","","",""
"2011","vocational + Abi","Male","","","","","","","","","","",""
"2012","general elemantary","Female","","","","","","","","","","",""
"2012","general elemantary","Male","","","","","","","","","","",""
"2012","higher education","Female","","","","","","","","","","",""
"2012","higher education","Male","","","","","","","","","","",""
"2012","higher vocational","Female","","","","","","","","","","",""
"2012","higher vocational","Male","","","","","","","","","","",""
"2012","in school","Female","","","","","","","","","","",""
"2012","in school","Male","","","","","","","","","","",""
"2012","inadequately","Female","","","","","","","","","","",""
"2012","inadequately","Male","","","","","","","","","","",""
"2012","middle vocational","Female","","","","","","","","","","",""
"2012","middle vocational","Male","","","","","","","","","","",""
"2012","vocational + Abi","Female","","","","","","","","","","",""
"2012","vocational + Abi","Male","","","","","","","","","","",""
"2013","general elemantary","Female","","","","","","","","","","",""
"2013","general elemantary","Male","","","","","","","","","","",""
"2013","higher education","Female","","","","","","","","","","",""
"2013","higher education","Male","","","","","","","","","","",""
"2013","higher vocational","Female","","","","","","","","","","",""
"2013","higher vocational","Male","","","","","","","","","","",""
"2013","in school","Female","","","","","","","","","","",""
"2013","in school","Male","","","","","","","","","","",""
"2013","inadequately","Female","","","","","","","","","","",""
"2013","inadequately","Male","","","","","","","","","","",""
"2013","middle vocational","Female","","","","","","","","","","",""
"2013","middle vocational","Male","","","","","","","","","","",""
"2013","vocational + Abi","Female","","","","","","","","","","",""
"2013","vocational + Abi","Male","","","","","","","","","","",""
"2014","general elemantary","Female","","","","","","","","","","",""
"2014","general elemantary","Male","","","","","","","","","","",""
"2014","higher education","Female","","","","","","","","","","",""
"2014","higher education","Male","","","","","","","","","","",""
"2014","higher vocational","Female","","","","","","","","","","",""
"2014","higher vocational","Male","","","","","","","","","","",""
"2014","in school","Female","","","","","","","","","","",""
"2014","in school","Male","","","","","","","","","","",""
"2014","inadequately","Female","","","","","","","","","","",""
"2014","inadequately","Male","","","","","","","","","","",""
"2014","middle vocational","Female","","","","","","","","","","",""
"2014","middle vocational","Male","","","","","","","","","","",""
"2014","vocational + Abi","Female","","","","","","","","","","",""
"2014","vocational + Abi","Male","","","","","","","","","","",""
"2015","general elemantary","Female","2.46","2","1769","1","1","3","5","2.38","2.54","2","2"
"2015","general elemantary","Male","2.93","2","1163","1","1","4","6","2.83","3.03","2","2"
"2015","higher education","Female","2.13","2","3219","1","1","3","4","2.09","2.17","2","2"
"2015","higher education","Male","2.51","2","3195","1","2","3","4","2.46","2.56","2","2"
"2015","higher vocational","Female","2.23","2","589","1","1","3","4","2.13","2.33","2","2"
"2015","higher vocational","Male","2.79","2","947","1","2","4","5","2.69","2.89","2","3"
"2015","in school","Female","2.24","2","209","1","1","3","5","2.06","2.42","2","2"
"2015","in school","Male","2.63","2","168","1","2","4","4","2.41","2.85","2","3"
"2015","inadequately","Female","2.83","2","303","1","1","4","6","2.62","3.04","2","2"
"2015","inadequately","Male","3.26","3","212","1","1","5","6","3","3.52","2","3"
"2015","middle vocational","Female","2.34","2","6683","1","1","3","4","2.3","2.38","2","2"
"2015","middle vocational","Male","2.82","2","5472","1","2","4","5","2.78","2.86","2","2"
"2015","vocational + Abi","Female","2.14","2","1341","1","1","3","4","2.07","2.21","2","2"
"2015","vocational + Abi","Male","2.71","2","811","1","2","4","5","2.6","2.82","2","2"
"2016","general elemantary","Female","2.39","1","302","1","1","2","7","2.24","2.54","1","1"
"2016","general elemantary","Male","1.97","1","525","1","1","2","5","1.86","2.08","1","1"
"2016","higher education","Female","1.87","1","274","1","1","2","5","1.73","2.01","1","1"
"2016","higher education","Male","1.69","1","494","1","1","2","4","1.59","1.79","1","1"
"2016","higher vocational","Female","","","","","","","","","","",""
"2016","higher vocational","Male","","","","","","","","","","",""
"2016","in school","Female","","","","","","","","","","",""
"2016","in school","Male","","","","","","","","","","",""
"2016","inadequately","Female","1.91","1","633","1","1","2","4","1.8","2.02","1","1"
"2016","inadequately","Male","1.79","1","880","1","1","2","4","1.69","1.89","1","1"
"2016","middle vocational","Female","1.83","1","280","1","1","2","4","1.67","1.99","1","1"
"2016","middle vocational","Male","1.97","1","505","1","1","3","4","1.85","2.09","1","1"
"2016","vocational + Abi","Female","2.43","2.28","34","1","1","3","3","2.02","2.84","1","1"
"2016","vocational + Abi","Male","2.2","1.34","75","1","1","3","5","1.84","2.56","1","1"
"2017","general elemantary","Female","1.35","1","222","1","1","1","2","1.21","1.49","1","1"
"2017","general elemantary","Male","1.78","1","326","1","1","2","4","1.62","1.94","1","1"
"2017","higher education","Female","1.63","1","158","1","1","1","3","1.43","1.83","1","1"
"2017","higher education","Male","1.73","1","290","1","1","2","3","1.58","1.88","1","1"
"2017","higher vocational","Female","","","","","","","","","","",""
"2017","higher vocational","Male","","","","","","","","","","",""
"2017","in school","Female","","","","","","","","","","",""
"2017","in school","Male","","","","","","","","","","",""
"2017","inadequately","Female","1.77","1","549","1","1","2","4","1.64","1.9","1","1"
"2017","inadequately","Male","1.73","1","644","1","1","2","4","1.61","1.85","1","1"
"2017","middle vocational","Female","1.5","1","197","1","1","1","2","1.3","1.7","1","1"
"2017","middle vocational","Male","1.76","1","241","1","1","1","5","1.59","1.93","1","1"
"2017","vocational + Abi","Female","2.35","1","33","1","1","3","7","1.9","2.8","1","1"
"2017","vocational + Abi","Male","1.53","1","35","1","1","2","2","0.98","2.08","1","1"
"2018","general elemantary","Female","1.4","1","51","1","1","1","3","0.99","1.81","1","1"
"2018","general elemantary","Male","1.88","1","45","1","1","2","4","1.45","2.31","1","1"
"2018","higher education","Female","1.11","1","32","1","1","1","1","0.9","1.32","1","1"
"2018","higher education","Male","","","","","","","","","","",""
"2018","higher vocational","Female","","","","","","","","","","",""
"2018","higher vocational","Male","","","","","","","","","","",""
"2018","in school","Female","","","","","","","","","","",""
"2018","in school","Male","","","","","","","","","","",""
"2018","inadequately","Female","1.59","1","92","1","1","1","3","1.25","1.93","1","1"
"2018","inadequately","Male","1.47","1","66","1","1","1","3","1.14","1.8","1","1"
"2018","middle vocational","Female","","","","","","","","","","",""
"2018","middle vocational","Male","1.89","1","31","1","1","1","6","1.15","2.63","1","1"
"2018","vocational + Abi","Female","","","","","","","","","","",""
"2018","vocational + Abi","Male","","","","","","","","","","",""
"2019","general elemantary","Female","","","","","","","","","","",""
"2019","general elemantary","Male","","","","","","","","","","",""
"2019","higher education","Female","","","","","","","","","","",""
"2019","higher education","Male","","","","","","","","","","",""
"2019","higher vocational","Female","","","","","","","","","","",""
"2019","higher vocational","Male","","","","","","","","","","",""
"2019","in school","Female","","","","","","","","","","",""
"2019","in school","Male","","","","","","","","","","",""
"2019","inadequately","Female","1.87","1","70","1","1","3","3","1.55","2.19","1","2"
"2019","inadequately","Male","2.02","1","61","1","1","3","5","1.58","2.46","1","2"
"2019","middle vocational","Female","","","","","","","","","","",""
"2019","middle vocational","Male","","","","","","","","","","",""
"2019","vocational + Abi","Female","","","","","","","","","","",""
"2019","vocational + Abi","Male","","","","","","","","","","",""
