"year","education","migback","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2007","lower secondary degree","no migration background","","","","","","","","",""
"2007","no degree/no degree yet","direct migration background","","","","","","","","",""
"2007","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","",""
"2008","college entrance qualification","direct migration background","","","","","","","","",""
"2008","college entrance qualification","indirect migration background","","","","","","","","",""
"2008","college entrance qualification","no migration background","","","","","","","","",""
"2008","lower secondary degree","direct migration background","","","","","","","","",""
"2008","lower secondary degree","indirect migration background","","","","","","","","",""
"2008","lower secondary degree","no migration background","","","","","","","","",""
"2008","no degree/no degree yet","direct migration background","","","","","","","","",""
"2008","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2008","no degree/no degree yet","no migration background","","","","","","","","",""
"2008","Other degree","direct migration background","","","","","","","","",""
"2008","Other degree","indirect migration background","","","","","","","","",""
"2008","Other degree","no migration background","","","","","","","","",""
"2008","secondary school degree","direct migration background","","","","","","","","",""
"2008","secondary school degree","indirect migration background","","","","","","","","",""
"2008","secondary school degree","no migration background","","","","","","","","",""
"2009","college entrance qualification","direct migration background","","","","","","","","",""
"2009","college entrance qualification","indirect migration background","","","","","","","","",""
"2009","college entrance qualification","no migration background","","","","","","","","",""
"2009","lower secondary degree","direct migration background","","","","","","","","",""
"2009","lower secondary degree","indirect migration background","","","","","","","","",""
"2009","lower secondary degree","no migration background","","","","","","","","",""
"2009","no degree/no degree yet","direct migration background","","","","","","","","",""
"2009","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2009","no degree/no degree yet","no migration background","","","","","","","","",""
"2009","Other degree","direct migration background","","","","","","","","",""
"2009","Other degree","indirect migration background","","","","","","","","",""
"2009","Other degree","no migration background","","","","","","","","",""
"2009","secondary school degree","direct migration background","","","","","","","","",""
"2009","secondary school degree","indirect migration background","","","","","","","","",""
"2009","secondary school degree","no migration background","","","","","","","","",""
"2010","college entrance qualification","direct migration background","2.83","3","207","2.63","3.03","1","1","4","5"
"2010","college entrance qualification","indirect migration background","3.24","3","180","3.01","3.47","2","2","4","5"
"2010","college entrance qualification","no migration background","2.63","2","4270","2.59","2.67","1","2","4","5"
"2010","lower secondary degree","direct migration background","3.1","3","360","2.92","3.28","1","1","4","6"
"2010","lower secondary degree","indirect migration background","3.32","3","180","3.06","3.58","1","2","5","6"
"2010","lower secondary degree","no migration background","2.98","3","4800","2.93","3.03","1","2","4","5"
"2010","no degree/no degree yet","direct migration background","3.01","2.02","85","2.65","3.37","1","1","5","5"
"2010","no degree/no degree yet","indirect migration background","3.11","2.48","49","2.57","3.65","1","1","5","6"
"2010","no degree/no degree yet","no migration background","2.98","3","279","2.79","3.17","1","2","4","5"
"2010","Other degree","direct migration background","2.97","3","605","2.84","3.1","1","2","4","5"
"2010","Other degree","indirect migration background","","","","","","","","",""
"2010","Other degree","no migration background","3.14","3","98","2.78","3.5","1","2","4","7"
"2010","secondary school degree","direct migration background","2.99","3","158","2.74","3.24","1","1","4","5"
"2010","secondary school degree","indirect migration background","2.71","2","156","2.45","2.97","1","1","4","5"
"2010","secondary school degree","no migration background","2.94","3","4725","2.9","2.98","1","2","4","5"
"2011","college entrance qualification","direct migration background","","","","","","","","",""
"2011","college entrance qualification","indirect migration background","","","","","","","","",""
"2011","college entrance qualification","no migration background","","","","","","","","",""
"2011","lower secondary degree","direct migration background","","","","","","","","",""
"2011","lower secondary degree","indirect migration background","","","","","","","","",""
"2011","lower secondary degree","no migration background","","","","","","","","",""
"2011","no degree/no degree yet","direct migration background","","","","","","","","",""
"2011","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2011","no degree/no degree yet","no migration background","","","","","","","","",""
"2011","Other degree","direct migration background","","","","","","","","",""
"2011","Other degree","indirect migration background","","","","","","","","",""
"2011","Other degree","no migration background","","","","","","","","",""
"2011","secondary school degree","direct migration background","","","","","","","","",""
"2011","secondary school degree","indirect migration background","","","","","","","","",""
"2011","secondary school degree","no migration background","","","","","","","","",""
"2012","college entrance qualification","direct migration background","","","","","","","","",""
"2012","college entrance qualification","indirect migration background","","","","","","","","",""
"2012","college entrance qualification","no migration background","","","","","","","","",""
"2012","lower secondary degree","direct migration background","","","","","","","","",""
"2012","lower secondary degree","indirect migration background","","","","","","","","",""
"2012","lower secondary degree","no migration background","","","","","","","","",""
"2012","no degree/no degree yet","direct migration background","","","","","","","","",""
"2012","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2012","no degree/no degree yet","no migration background","","","","","","","","",""
"2012","Other degree","direct migration background","","","","","","","","",""
"2012","Other degree","indirect migration background","","","","","","","","",""
"2012","Other degree","no migration background","","","","","","","","",""
"2012","secondary school degree","direct migration background","","","","","","","","",""
"2012","secondary school degree","indirect migration background","","","","","","","","",""
"2012","secondary school degree","no migration background","","","","","","","","",""
"2013","college entrance qualification","direct migration background","","","","","","","","",""
"2013","college entrance qualification","indirect migration background","","","","","","","","",""
"2013","college entrance qualification","no migration background","","","","","","","","",""
"2013","lower secondary degree","direct migration background","","","","","","","","",""
"2013","lower secondary degree","indirect migration background","","","","","","","","",""
"2013","lower secondary degree","no migration background","","","","","","","","",""
"2013","no degree/no degree yet","direct migration background","","","","","","","","",""
"2013","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2013","no degree/no degree yet","no migration background","","","","","","","","",""
"2013","Other degree","direct migration background","","","","","","","","",""
"2013","Other degree","indirect migration background","","","","","","","","",""
"2013","Other degree","no migration background","","","","","","","","",""
"2013","secondary school degree","direct migration background","","","","","","","","",""
"2013","secondary school degree","indirect migration background","","","","","","","","",""
"2013","secondary school degree","no migration background","","","","","","","","",""
"2014","college entrance qualification","direct migration background","","","","","","","","",""
"2014","college entrance qualification","indirect migration background","","","","","","","","",""
"2014","college entrance qualification","no migration background","","","","","","","","",""
"2014","lower secondary degree","direct migration background","","","","","","","","",""
"2014","lower secondary degree","indirect migration background","","","","","","","","",""
"2014","lower secondary degree","no migration background","","","","","","","","",""
"2014","no degree/no degree yet","direct migration background","","","","","","","","",""
"2014","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2014","no degree/no degree yet","no migration background","","","","","","","","",""
"2014","Other degree","direct migration background","","","","","","","","",""
"2014","Other degree","indirect migration background","","","","","","","","",""
"2014","Other degree","no migration background","","","","","","","","",""
"2014","secondary school degree","direct migration background","","","","","","","","",""
"2014","secondary school degree","indirect migration background","","","","","","","","",""
"2014","secondary school degree","no migration background","","","","","","","","",""
"2015","college entrance qualification","direct migration background","2.26","2","457","2.13","2.39","1","1","3","4"
"2015","college entrance qualification","indirect migration background","2.38","2","536","2.26","2.5","1","1","3","4"
"2015","college entrance qualification","no migration background","2.34","2","6218","2.31","2.37","1","1","3","4"
"2015","lower secondary degree","direct migration background","2.67","2","539","2.52","2.82","1","1","4","5"
"2015","lower secondary degree","indirect migration background","2.97","2","379","2.78","3.16","1","1","4","6"
"2015","lower secondary degree","no migration background","2.65","2","5462","2.61","2.69","1","1","4","5"
"2015","no degree/no degree yet","direct migration background","2.73","2","422","2.56","2.9","1","1","4","5"
"2015","no degree/no degree yet","indirect migration background","2.42","2","131","2.13","2.71","1","1","3","5"
"2015","no degree/no degree yet","no migration background","2.78","2","402","2.62","2.94","1","1","4","5"
"2015","Other degree","direct migration background","2.4","2","3776","2.35","2.45","1","1","3","5"
"2015","Other degree","indirect migration background","2.24","2","68","1.8","2.68","1","1","3","4"
"2015","Other degree","no migration background","2.7","2","171","2.43","2.97","1","1","3","5"
"2015","secondary school degree","direct migration background","2.39","2","405","2.23","2.55","1","1","3","5"
"2015","secondary school degree","indirect migration background","2.56","2","429","2.41","2.71","1","1","4","5"
"2015","secondary school degree","no migration background","2.57","2","6361","2.53","2.61","1","1","3","5"
"2016","college entrance qualification","direct migration background","","","","","","","","",""
"2016","college entrance qualification","indirect migration background","","","","","","","","",""
"2016","college entrance qualification","no migration background","","","","","","","","",""
"2016","lower secondary degree","direct migration background","","","","","","","","",""
"2016","lower secondary degree","indirect migration background","","","","","","","","",""
"2016","lower secondary degree","no migration background","","","","","","","","",""
"2016","no degree/no degree yet","direct migration background","1.79","1","1560","1.72","1.86","1","1","2","4"
"2016","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2016","no degree/no degree yet","no migration background","","","","","","","","",""
"2016","Other degree","direct migration background","1.88","1","2334","1.83","1.93","1","1","2","4"
"2016","Other degree","indirect migration background","","","","","","","","",""
"2016","Other degree","no migration background","","","","","","","","",""
"2016","secondary school degree","direct migration background","","","","","","","","",""
"2016","secondary school degree","indirect migration background","","","","","","","","",""
"2016","secondary school degree","no migration background","","","","","","","","",""
"2017","college entrance qualification","direct migration background","","","","","","","","",""
"2017","college entrance qualification","indirect migration background","","","","","","","","",""
"2017","college entrance qualification","no migration background","","","","","","","","",""
"2017","lower secondary degree","direct migration background","","","","","","","","",""
"2017","lower secondary degree","indirect migration background","","","","","","","","",""
"2017","lower secondary degree","no migration background","","","","","","","","",""
"2017","no degree/no degree yet","direct migration background","1.73","1","1232","1.64","1.82","1","1","2","4"
"2017","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2017","no degree/no degree yet","no migration background","","","","","","","","",""
"2017","Other degree","direct migration background","1.67","1","1432","1.6","1.74","1","1","2","4"
"2017","Other degree","indirect migration background","","","","","","","","",""
"2017","Other degree","no migration background","","","","","","","","",""
"2017","secondary school degree","direct migration background","","","","","","","","",""
"2017","secondary school degree","indirect migration background","","","","","","","","",""
"2017","secondary school degree","no migration background","","","","","","","","",""
"2018","college entrance qualification","direct migration background","","","","","","","","",""
"2018","college entrance qualification","indirect migration background","","","","","","","","",""
"2018","college entrance qualification","no migration background","","","","","","","","",""
"2018","lower secondary degree","direct migration background","","","","","","","","",""
"2018","lower secondary degree","indirect migration background","","","","","","","","",""
"2018","lower secondary degree","no migration background","","","","","","","","",""
"2018","no degree/no degree yet","direct migration background","1.65","1","171","1.41","1.89","1","1","1","4"
"2018","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2018","no degree/no degree yet","no migration background","","","","","","","","",""
"2018","Other degree","direct migration background","1.54","1","176","1.32","1.76","1","1","1","4"
"2018","Other degree","indirect migration background","","","","","","","","",""
"2018","Other degree","no migration background","","","","","","","","",""
"2018","secondary school degree","direct migration background","","","","","","","","",""
"2018","secondary school degree","indirect migration background","","","","","","","","",""
"2018","secondary school degree","no migration background","","","","","","","","",""
"2019","college entrance qualification","direct migration background","","","","","","","","",""
"2019","college entrance qualification","indirect migration background","","","","","","","","",""
"2019","college entrance qualification","no migration background","","","","","","","","",""
"2019","lower secondary degree","direct migration background","","","","","","","","",""
"2019","lower secondary degree","indirect migration background","","","","","","","","",""
"2019","lower secondary degree","no migration background","","","","","","","","",""
"2019","no degree/no degree yet","direct migration background","1.89","1","139","1.64","2.14","1","1","3","4"
"2019","no degree/no degree yet","indirect migration background","","","","","","","","",""
"2019","no degree/no degree yet","no migration background","","","","","","","","",""
"2019","Other degree","direct migration background","1.92","1","88","1.59","2.25","1","1","2","4"
"2019","Other degree","indirect migration background","","","","","","","","",""
"2019","Other degree","no migration background","","","","","","","","",""
"2019","secondary school degree","direct migration background","","","","","","","","",""
"2019","secondary school degree","indirect migration background","","","","","","","","",""
"2019","secondary school degree","no migration background","","","","","","","","",""
