"plh0226","year","e11102","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2009","Not Employed","602","0.0909355499852419","0.0840942702123922","0.0977768297580916"
"2 on scale 1-7 ","2009","Employed","811","0.0767796723803503","0.0718513203563102","0.0817080244043904"
"3 on scale 1-7 ","2009","Not Employed","991","0.146189680061593","0.137783238026464","0.154596122096722"
"3 on scale 1-7 ","2009","Employed","1503","0.139430680892849","0.133018614387843","0.145842747397856"
"4 on scale 1-7","2009","Not Employed","1718","0.249352079117473","0.239057755782217","0.259646402452728"
"4 on scale 1-7","2009","Employed","2725","0.247813372133735","0.239821452874516","0.255805291392954"
"5 on scale 1-7","2009","Not Employed","1536","0.225243935267387","0.215304030798426","0.235183839736348"
"5 on scale 1-7","2009","Employed","2737","0.240613521285645","0.23270095503734","0.248526087533949"
"6 on scale 1-7","2009","Not Employed","1173","0.16745532427417","0.158570958728996","0.176339689819345"
"6 on scale 1-7","2009","Employed","2285","0.194452980005217","0.187126781800586","0.201779178209848"
"7 Strongly agree","2009","Not Employed","514","0.0798780788411777","0.0734273370364231","0.0863288206459322"
"7 Strongly agree","2009","Employed","840","0.0731461396618912","0.0683263592567123","0.0779659200670701"
"1 Strongly disagree","2010","Not Employed","","","",""
"1 Strongly disagree","2010","Employed","","","",""
"2 on scale 1-7 ","2010","Not Employed","","","",""
"2 on scale 1-7 ","2010","Employed","","","",""
"3 on scale 1-7 ","2010","Not Employed","","","",""
"3 on scale 1-7 ","2010","Employed","","","",""
"4 on scale 1-7","2010","Not Employed","","","",""
"4 on scale 1-7","2010","Employed","","","",""
"5 on scale 1-7","2010","Not Employed","","","",""
"5 on scale 1-7","2010","Employed","","","",""
"6 on scale 1-7","2010","Not Employed","","","",""
"6 on scale 1-7","2010","Employed","","","",""
"7 Strongly agree","2010","Not Employed","","","",""
"7 Strongly agree","2010","Employed","","","",""
"1 Strongly disagree","2011","Not Employed","","","",""
"1 Strongly disagree","2011","Employed","","","",""
"2 on scale 1-7 ","2011","Not Employed","","","",""
"2 on scale 1-7 ","2011","Employed","","","",""
"3 on scale 1-7 ","2011","Not Employed","","","",""
"3 on scale 1-7 ","2011","Employed","","","",""
"4 on scale 1-7","2011","Not Employed","","","",""
"4 on scale 1-7","2011","Employed","","","",""
"5 on scale 1-7","2011","Not Employed","","","",""
"5 on scale 1-7","2011","Employed","","","",""
"6 on scale 1-7","2011","Not Employed","","","",""
"6 on scale 1-7","2011","Employed","","","",""
"7 Strongly agree","2011","Not Employed","","","",""
"7 Strongly agree","2011","Employed","","","",""
"1 Strongly disagree","2012","Not Employed","97","0.0672654759726834","0.0555131044773511","0.0790178474680158"
"1 Strongly disagree","2012","Employed","145","0.0279707733691518","0.0235614496162446","0.0323800971220591"
"2 on scale 1-7 ","2012","Not Employed","168","0.0923659722580464","0.078780905931117","0.105951038584976"
"2 on scale 1-7 ","2012","Employed","348","0.0664560221362153","0.0597954022306579","0.0731166420417728"
"3 on scale 1-7 ","2012","Not Employed","224","0.136832463100616","0.120707731406591","0.152957194794642"
"3 on scale 1-7 ","2012","Employed","642","0.120212869254219","0.111516371822529","0.12890936668591"
"4 on scale 1-7","2012","Not Employed","363","0.201779333828091","0.182949338983267","0.220609328672914"
"4 on scale 1-7","2012","Employed","1136","0.204901733456991","0.194108208287582","0.215695258626399"
"5 on scale 1-7","2012","Not Employed","439","0.244866190972505","0.224690577655042","0.265041804289968"
"5 on scale 1-7","2012","Employed","1391","0.259255659856673","0.247536988278674","0.270974331434671"
"6 on scale 1-7","2012","Not Employed","305","0.170112720662011","0.152483694412282","0.187741746911739"
"6 on scale 1-7","2012","Employed","1233","0.224864744153988","0.213700495033021","0.236028993274954"
"7 Strongly agree","2012","Not Employed","149","0.0867778432060475","0.0735696619154237","0.0999860244966712"
"7 Strongly agree","2012","Employed","477","0.0963381977727623","0.0884481013555299","0.104228294189995"
"1 Strongly disagree","2013","Not Employed","279","0.0417948212962101","0.0372013073942275","0.0463883351981927"
"1 Strongly disagree","2013","Employed","267","0.0219588716378417","0.0192881950930131","0.0246295481826702"
"2 on scale 1-7 ","2013","Not Employed","516","0.0713351128941559","0.0654271775890417","0.0772430481992701"
"2 on scale 1-7 ","2013","Employed","776","0.0668195389661227","0.0622689010704408","0.0713701768618046"
"3 on scale 1-7 ","2013","Not Employed","913","0.131818705321379","0.124053583470606","0.139583827172153"
"3 on scale 1-7 ","2013","Employed","1399","0.115171340327302","0.109353798369021","0.120988882285584"
"4 on scale 1-7","2013","Not Employed","1695","0.227235486013424","0.217616789903084","0.236854182123764"
"4 on scale 1-7","2013","Employed","2605","0.21989795899656","0.212350095635609","0.22744582235751"
"5 on scale 1-7","2013","Not Employed","1779","0.240732379373508","0.230918985371392","0.250545773375624"
"5 on scale 1-7","2013","Employed","3000","0.270590687631007","0.262494514285238","0.278686860976775"
"6 on scale 1-7","2013","Not Employed","1478","0.200477222298845","0.191287498037278","0.209666946560412"
"6 on scale 1-7","2013","Employed","2568","0.225434233895724","0.217819112934587","0.233049354856861"
"7 Strongly agree","2013","Not Employed","631","0.0866062728024782","0.0801503514868011","0.0930621941181553"
"7 Strongly agree","2013","Employed","952","0.0801273685454429","0.0751797978075255","0.0850749392833604"
"1 Strongly disagree","2014","Not Employed","","","",""
"1 Strongly disagree","2014","Employed","","","",""
"2 on scale 1-7 ","2014","Not Employed","","","",""
"2 on scale 1-7 ","2014","Employed","","","",""
"3 on scale 1-7 ","2014","Not Employed","","","",""
"3 on scale 1-7 ","2014","Employed","","","",""
"4 on scale 1-7","2014","Not Employed","","","",""
"4 on scale 1-7","2014","Employed","","","",""
"5 on scale 1-7","2014","Not Employed","","","",""
"5 on scale 1-7","2014","Employed","","","",""
"6 on scale 1-7","2014","Not Employed","","","",""
"6 on scale 1-7","2014","Employed","","","",""
"7 Strongly agree","2014","Not Employed","","","",""
"7 Strongly agree","2014","Employed","","","",""
"1 Strongly disagree","2015","Not Employed","","","",""
"1 Strongly disagree","2015","Employed","","","",""
"2 on scale 1-7 ","2015","Not Employed","","","",""
"2 on scale 1-7 ","2015","Employed","","","",""
"3 on scale 1-7 ","2015","Not Employed","","","",""
"3 on scale 1-7 ","2015","Employed","","","",""
"4 on scale 1-7","2015","Not Employed","","","",""
"4 on scale 1-7","2015","Employed","","","",""
"5 on scale 1-7","2015","Not Employed","","","",""
"5 on scale 1-7","2015","Employed","","","",""
"6 on scale 1-7","2015","Not Employed","","","",""
"6 on scale 1-7","2015","Employed","","","",""
"7 Strongly agree","2015","Not Employed","","","",""
"7 Strongly agree","2015","Employed","","","",""
"1 Strongly disagree","2016","Not Employed","","","",""
"1 Strongly disagree","2016","Employed","","","",""
"2 on scale 1-7 ","2016","Not Employed","","","",""
"2 on scale 1-7 ","2016","Employed","","","",""
"3 on scale 1-7 ","2016","Not Employed","","","",""
"3 on scale 1-7 ","2016","Employed","","","",""
"4 on scale 1-7","2016","Not Employed","","","",""
"4 on scale 1-7","2016","Employed","","","",""
"5 on scale 1-7","2016","Not Employed","","","",""
"5 on scale 1-7","2016","Employed","","","",""
"6 on scale 1-7","2016","Not Employed","","","",""
"6 on scale 1-7","2016","Employed","","","",""
"7 Strongly agree","2016","Not Employed","","","",""
"7 Strongly agree","2016","Employed","","","",""
"1 Strongly disagree","2017","Not Employed","413","0.0375144983742117","0.033958178316278","0.0410708184321454"
"1 Strongly disagree","2017","Employed","483","0.0241358596331608","0.0219120578164731","0.0263596614498484"
"2 on scale 1-7 ","2017","Not Employed","740","0.0869652667703375","0.081691502232542","0.0922390313081331"
"2 on scale 1-7 ","2017","Employed","1352","0.0717913213634767","0.0680508287539204","0.075531813973033"
"3 on scale 1-7 ","2017","Not Employed","1220","0.128521402899128","0.122257857049285","0.134784948748972"
"3 on scale 1-7 ","2017","Employed","2204","0.123595222164722","0.118826267161548","0.128364177167897"
"4 on scale 1-7","2017","Not Employed","2225","0.229630018239632","0.221758324745656","0.237501711733607"
"4 on scale 1-7","2017","Employed","3906","0.21303837570988","0.207105357057199","0.21897139436256"
"5 on scale 1-7","2017","Not Employed","2418","0.236981768956038","0.229023307904925","0.24494023000715"
"5 on scale 1-7","2017","Employed","4604","0.257167955823938","0.250834747752301","0.263501163895575"
"6 on scale 1-7","2017","Not Employed","2116","0.187203446872991","0.179902956773442","0.19450393697254"
"6 on scale 1-7","2017","Employed","4076","0.222851069794377","0.21682090051857","0.228881239070184"
"7 Strongly agree","2017","Not Employed","1835","0.0931835978876617","0.0877431633355346","0.0986240324397888"
"7 Strongly agree","2017","Employed","1671","0.087420195510445","0.0833274821547989","0.0915129088660911"
"1 Strongly disagree","2018","Not Employed","","","",""
"1 Strongly disagree","2018","Employed","","","",""
"2 on scale 1-7 ","2018","Not Employed","","","",""
"2 on scale 1-7 ","2018","Employed","","","",""
"3 on scale 1-7 ","2018","Not Employed","","","",""
"3 on scale 1-7 ","2018","Employed","","","",""
"4 on scale 1-7","2018","Not Employed","","","",""
"4 on scale 1-7","2018","Employed","","","",""
"5 on scale 1-7","2018","Not Employed","","","",""
"5 on scale 1-7","2018","Employed","","","",""
"6 on scale 1-7","2018","Not Employed","","","",""
"6 on scale 1-7","2018","Employed","","","",""
"7 Strongly agree","2018","Not Employed","","","",""
"7 Strongly agree","2018","Employed","","","",""
"1 Strongly disagree","2019","Not Employed","334","0.0405368768964316","0.0362306124530868","0.0448431413397764"
"1 Strongly disagree","2019","Employed","404","0.0252400906341416","0.0229299783212175","0.0275502029470658"
"2 on scale 1-7 ","2019","Not Employed","629","0.0777532797609963","0.0719061285166948","0.0836004310052978"
"2 on scale 1-7 ","2019","Employed","1159","0.0619894317085853","0.0584380160628646","0.065540847354306"
"3 on scale 1-7 ","2019","Not Employed","1028","0.137740717440864","0.130215630554226","0.145265804327502"
"3 on scale 1-7 ","2019","Employed","2177","0.12231004830188","0.11748456916327","0.127135527440491"
"4 on scale 1-7","2019","Not Employed","1825","0.229158573435826","0.219981335589914","0.238335811281738"
"4 on scale 1-7","2019","Employed","3839","0.222465472717469","0.216340136096735","0.228590809338203"
"5 on scale 1-7","2019","Not Employed","1844","0.229860974230541","0.220673870999704","0.239048077461379"
"5 on scale 1-7","2019","Employed","4352","0.250998620364088","0.244612813396026","0.257384427332151"
"6 on scale 1-7","2019","Not Employed","1582","0.191719019980975","0.183123439934669","0.200314600027281"
"6 on scale 1-7","2019","Employed","4085","0.227636001581605","0.221460527606717","0.233811475556493"
"7 Strongly agree","2019","Not Employed","815","0.0932305582543664","0.0868817970903488","0.0995793194183841"
"7 Strongly agree","2019","Employed","1694","0.0893603346922307","0.0851590270371171","0.0935616423473444"
