"plh0226","year","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2007","Rural Area","","","",""
"2 on scale 1-7 ","2007","Urban Area","","","",""
"2 on scale 1-7 ","2007","Rural Area","","","",""
"3 on scale 1-7 ","2007","Urban Area","","","",""
"3 on scale 1-7 ","2007","Rural Area","","","",""
"4 on scale 1-7","2007","Urban Area","","","",""
"4 on scale 1-7","2007","Rural Area","","","",""
"5 on scale 1-7","2007","Urban Area","","","",""
"5 on scale 1-7","2007","Rural Area","","","",""
"6 on scale 1-7","2007","Urban Area","","","",""
"6 on scale 1-7","2007","Rural Area","","","",""
"7 Strongly agree","2007","Urban Area","","","",""
"7 Strongly agree","2007","Rural Area","","","",""
"1 Strongly disagree","2008","Urban Area","","","",""
"1 Strongly disagree","2008","Rural Area","","","",""
"2 on scale 1-7 ","2008","Urban Area","","","",""
"2 on scale 1-7 ","2008","Rural Area","","","",""
"3 on scale 1-7 ","2008","Urban Area","","","",""
"3 on scale 1-7 ","2008","Rural Area","","","",""
"4 on scale 1-7","2008","Urban Area","","","",""
"4 on scale 1-7","2008","Rural Area","","","",""
"5 on scale 1-7","2008","Urban Area","","","",""
"5 on scale 1-7","2008","Rural Area","","","",""
"6 on scale 1-7","2008","Urban Area","","","",""
"6 on scale 1-7","2008","Rural Area","","","",""
"7 Strongly agree","2008","Urban Area","","","",""
"7 Strongly agree","2008","Rural Area","","","",""
"1 Strongly disagree","2009","Urban Area","366","0.0320531126736352","0.0288721780084061","0.0352340473388643"
"1 Strongly disagree","2009","Rural Area","195","0.0342593968024886","0.0297379465280235","0.0387808470769536"
"2 on scale 1-7 ","2009","Urban Area","926","0.0811480019759838","0.0762167683590316","0.086079235592936"
"2 on scale 1-7 ","2009","Rural Area","487","0.0842650327259825","0.0773599918594659","0.0911700735924992"
"3 on scale 1-7 ","2009","Urban Area","1648","0.144235416238522","0.13789077615348","0.150580056323564"
"3 on scale 1-7 ","2009","Rural Area","846","0.13718719899609","0.128635099560929","0.145739298431252"
"4 on scale 1-7","2009","Urban Area","2852","0.243484937349013","0.235734276747034","0.251235597950991"
"4 on scale 1-7","2009","Rural Area","1591","0.258903995423655","0.248015590342295","0.269792400505015"
"5 on scale 1-7","2009","Urban Area","2805","0.234914106073594","0.227258077854121","0.242570134293067"
"5 on scale 1-7","2009","Rural Area","1468","0.234532995081825","0.224000703596176","0.245065286567474"
"6 on scale 1-7","2009","Urban Area","2280","0.189115049133397","0.182043142059909","0.196186956206885"
"6 on scale 1-7","2009","Rural Area","1178","0.173772896198616","0.16435403502436","0.183191757372872"
"7 Strongly agree","2009","Urban Area","902","0.0750493765558552","0.0702913517785551","0.0798074013331553"
"7 Strongly agree","2009","Rural Area","452","0.0770784847713419","0.0704485901307258","0.0837083794119579"
"1 Strongly disagree","2010","Urban Area","","","",""
"1 Strongly disagree","2010","Rural Area","","","",""
"2 on scale 1-7 ","2010","Urban Area","","","",""
"2 on scale 1-7 ","2010","Rural Area","","","",""
"3 on scale 1-7 ","2010","Urban Area","","","",""
"3 on scale 1-7 ","2010","Rural Area","","","",""
"4 on scale 1-7","2010","Urban Area","","","",""
"4 on scale 1-7","2010","Rural Area","","","",""
"5 on scale 1-7","2010","Urban Area","","","",""
"5 on scale 1-7","2010","Rural Area","","","",""
"6 on scale 1-7","2010","Urban Area","","","",""
"6 on scale 1-7","2010","Rural Area","","","",""
"7 Strongly agree","2010","Urban Area","","","",""
"7 Strongly agree","2010","Rural Area","","","",""
"1 Strongly disagree","2011","Urban Area","","","",""
"1 Strongly disagree","2011","Rural Area","","","",""
"2 on scale 1-7 ","2011","Urban Area","","","",""
"2 on scale 1-7 ","2011","Rural Area","","","",""
"3 on scale 1-7 ","2011","Urban Area","","","",""
"3 on scale 1-7 ","2011","Rural Area","","","",""
"4 on scale 1-7","2011","Urban Area","","","",""
"4 on scale 1-7","2011","Rural Area","","","",""
"5 on scale 1-7","2011","Urban Area","","","",""
"5 on scale 1-7","2011","Rural Area","","","",""
"6 on scale 1-7","2011","Urban Area","","","",""
"6 on scale 1-7","2011","Rural Area","","","",""
"7 Strongly agree","2011","Urban Area","","","",""
"7 Strongly agree","2011","Rural Area","","","",""
"1 Strongly disagree","2012","Urban Area","157","0.0413178101388803","0.0354616984090047","0.0471739218687559"
"1 Strongly disagree","2012","Rural Area","85","0.0302928574523278","0.0238039569961051","0.0367817579085504"
"2 on scale 1-7 ","2012","Urban Area","341","0.0791301197715977","0.0711873235167501","0.0870729160264452"
"2 on scale 1-7 ","2012","Rural Area","175","0.0603232312635704","0.0513093416047231","0.0693371209224177"
"3 on scale 1-7 ","2012","Urban Area","544","0.127323966120821","0.117515863968","0.137132068273642"
"3 on scale 1-7 ","2012","Rural Area","322","0.118294350228984","0.106067220856956","0.130521479601013"
"4 on scale 1-7","2012","Urban Area","916","0.200156900031367","0.188383793846398","0.211930006216335"
"4 on scale 1-7","2012","Rural Area","583","0.212006920099399","0.196532409804861","0.227481430393936"
"5 on scale 1-7","2012","Urban Area","1120","0.249079673110594","0.2363543314791","0.261805014742088"
"5 on scale 1-7","2012","Rural Area","710","0.26886895676616","0.252082901946496","0.285655011585824"
"6 on scale 1-7","2012","Urban Area","957","0.209584223998291","0.197608260296022","0.221560187700561"
"6 on scale 1-7","2012","Rural Area","581","0.21506653131576","0.199511047153913","0.230622015477606"
"7 Strongly agree","2012","Urban Area","402","0.0934073068284493","0.084844820144219","0.10196979351268"
"7 Strongly agree","2012","Rural Area","224","0.0951471528737991","0.0840383420452197","0.106255963702379"
"1 Strongly disagree","2013","Urban Area","387","0.0315244068985017","0.0284252734464464","0.0346235403505571"
"1 Strongly disagree","2013","Rural Area","159","0.026335981306571","0.0224863905324037","0.0301855720807384"
"2 on scale 1-7 ","2013","Urban Area","846","0.0704425758556309","0.0659039100934765","0.0749812416177853"
"2 on scale 1-7 ","2013","Rural Area","446","0.0648606932501268","0.0589401139721613","0.0707812725280924"
"3 on scale 1-7 ","2013","Urban Area","1492","0.119604097055519","0.113848577813822","0.125359616297217"
"3 on scale 1-7 ","2013","Rural Area","820","0.12619507941574","0.118212123972576","0.134178034858904"
"4 on scale 1-7","2013","Urban Area","2728","0.21697319357497","0.209662411621705","0.224283975528235"
"4 on scale 1-7","2013","Rural Area","1572","0.234730981318436","0.224542076044482","0.24491988659239"
"5 on scale 1-7","2013","Urban Area","3085","0.25869648084309","0.250929257974514","0.266463703711666"
"5 on scale 1-7","2013","Rural Area","1694","0.258881691907508","0.248351659889529","0.269411723925488"
"6 on scale 1-7","2013","Urban Area","2626","0.218130354212991","0.210805521607426","0.225455186818557"
"6 on scale 1-7","2013","Rural Area","1420","0.210254181751399","0.20045812617769","0.220050237325107"
"7 Strongly agree","2013","Urban Area","1047","0.0846288915592959","0.0796922635594855","0.0895655195591063"
"7 Strongly agree","2013","Rural Area","536","0.0787413910502186","0.0722665729416967","0.0852162091587405"
"1 Strongly disagree","2014","Urban Area","","","",""
"1 Strongly disagree","2014","Rural Area","","","",""
"2 on scale 1-7 ","2014","Urban Area","","","",""
"2 on scale 1-7 ","2014","Rural Area","","","",""
"3 on scale 1-7 ","2014","Urban Area","","","",""
"3 on scale 1-7 ","2014","Rural Area","","","",""
"4 on scale 1-7","2014","Urban Area","","","",""
"4 on scale 1-7","2014","Rural Area","","","",""
"5 on scale 1-7","2014","Urban Area","","","",""
"5 on scale 1-7","2014","Rural Area","","","",""
"6 on scale 1-7","2014","Urban Area","","","",""
"6 on scale 1-7","2014","Rural Area","","","",""
"7 Strongly agree","2014","Urban Area","","","",""
"7 Strongly agree","2014","Rural Area","","","",""
"1 Strongly disagree","2015","Urban Area","","","",""
"1 Strongly disagree","2015","Rural Area","","","",""
"2 on scale 1-7 ","2015","Urban Area","","","",""
"2 on scale 1-7 ","2015","Rural Area","","","",""
"3 on scale 1-7 ","2015","Urban Area","","","",""
"3 on scale 1-7 ","2015","Rural Area","","","",""
"4 on scale 1-7","2015","Urban Area","","","",""
"4 on scale 1-7","2015","Rural Area","","","",""
"5 on scale 1-7","2015","Urban Area","","","",""
"5 on scale 1-7","2015","Rural Area","","","",""
"6 on scale 1-7","2015","Urban Area","","","",""
"6 on scale 1-7","2015","Rural Area","","","",""
"7 Strongly agree","2015","Urban Area","","","",""
"7 Strongly agree","2015","Rural Area","","","",""
"1 Strongly disagree","2016","Urban Area","","","",""
"1 Strongly disagree","2016","Rural Area","","","",""
"2 on scale 1-7 ","2016","Urban Area","","","",""
"2 on scale 1-7 ","2016","Rural Area","","","",""
"3 on scale 1-7 ","2016","Urban Area","","","",""
"3 on scale 1-7 ","2016","Rural Area","","","",""
"4 on scale 1-7","2016","Urban Area","","","",""
"4 on scale 1-7","2016","Rural Area","","","",""
"5 on scale 1-7","2016","Urban Area","","","",""
"5 on scale 1-7","2016","Rural Area","","","",""
"6 on scale 1-7","2016","Urban Area","","","",""
"6 on scale 1-7","2016","Rural Area","","","",""
"7 Strongly agree","2016","Urban Area","","","",""
"7 Strongly agree","2016","Rural Area","","","",""
"1 Strongly disagree","2017","Urban Area","596","0.0302406092198078","0.027809829738933","0.0326713887006827"
"1 Strongly disagree","2017","Rural Area","300","0.0261267644112691","0.0230307290577769","0.0292227997647614"
"2 on scale 1-7 ","2017","Urban Area","1349","0.0769876891665827","0.0732038498495493","0.0807715284836161"
"2 on scale 1-7 ","2017","Rural Area","743","0.0778342148865259","0.0726342350666682","0.0830341947063837"
"3 on scale 1-7 ","2017","Urban Area","2233","0.124233372530968","0.119551370151891","0.128915374910046"
"3 on scale 1-7 ","2017","Rural Area","1191","0.127854834499259","0.121373493856935","0.134336175141583"
"4 on scale 1-7","2017","Urban Area","3953","0.218213721168575","0.21235094456222","0.22407649777493"
"4 on scale 1-7","2017","Rural Area","2178","0.220755539130462","0.212705378465817","0.228805699795107"
"5 on scale 1-7","2017","Urban Area","4547","0.248092681993167","0.241962019194564","0.254223344791771"
"5 on scale 1-7","2017","Rural Area","2475","0.253866494741574","0.245419098892912","0.262313890590237"
"6 on scale 1-7","2017","Urban Area","4035","0.211577651774953","0.205780259919103","0.217375043630802"
"6 on scale 1-7","2017","Rural Area","2157","0.20660799162636","0.198749678133001","0.214466305119719"
"7 Strongly agree","2017","Urban Area","2353","0.090654274145946","0.0865788111514549","0.094729737140437"
"7 Strongly agree","2017","Rural Area","1153","0.0869541607045501","0.0814852182200825","0.0924231031890178"
"1 Strongly disagree","2018","Urban Area","","","",""
"1 Strongly disagree","2018","Rural Area","","","",""
"2 on scale 1-7 ","2018","Urban Area","","","",""
"2 on scale 1-7 ","2018","Rural Area","","","",""
"3 on scale 1-7 ","2018","Urban Area","","","",""
"3 on scale 1-7 ","2018","Rural Area","","","",""
"4 on scale 1-7","2018","Urban Area","","","",""
"4 on scale 1-7","2018","Rural Area","","","",""
"5 on scale 1-7","2018","Urban Area","","","",""
"5 on scale 1-7","2018","Rural Area","","","",""
"6 on scale 1-7","2018","Urban Area","","","",""
"6 on scale 1-7","2018","Rural Area","","","",""
"7 Strongly agree","2018","Urban Area","","","",""
"7 Strongly agree","2018","Rural Area","","","",""
"1 Strongly disagree","2019","Urban Area","459","0.0317248058005693","0.0289565850443417","0.0344930265567969"
"1 Strongly disagree","2019","Rural Area","226","0.0280018078592056","0.0245636569377063","0.0314399587807049"
"2 on scale 1-7 ","2019","Urban Area","1075","0.0664890927541893","0.0625541652689843","0.0704240202393943"
"2 on scale 1-7 ","2019","Rural Area","589","0.0672399085124808","0.0620207834042392","0.0724590336207224"
"3 on scale 1-7 ","2019","Urban Area","1901","0.126773786368962","0.121518698954639","0.132028873783286"
"3 on scale 1-7 ","2019","Rural Area","1120","0.12900626066785","0.122020526058412","0.135991995277288"
"4 on scale 1-7","2019","Urban Area","3347","0.215181979584231","0.208691313547592","0.22167264562087"
"4 on scale 1-7","2019","Rural Area","2007","0.243985393954903","0.235034916981793","0.252935870928013"
"5 on scale 1-7","2019","Urban Area","3642","0.243079199903715","0.236304330147559","0.249854069659872"
"5 on scale 1-7","2019","Rural Area","2173","0.243520196916806","0.234575506079765","0.252464887753848"
"6 on scale 1-7","2019","Urban Area","3431","0.222617281514136","0.216046777121121","0.22918778590715"
"6 on scale 1-7","2019","Rural Area","1906","0.203343744418407","0.194955905801491","0.211731583035323"
"7 Strongly agree","2019","Urban Area","1544","0.0941338540741969","0.0895216685715707","0.0987460395768232"
"7 Strongly agree","2019","Rural Area","824","0.0849026876703477","0.0790937926012377","0.0907115827394577"
