"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2008","no migration background","middle vocational","","","","","","","","","","",""
"2008","no migration background","vocational + Abi","","","","","","","","","","",""
"2009","direct migration background","general elemantary","4.39","4","354","2","3","6","7","4.22","4.56","4","4"
"2009","direct migration background","higher education","4.79","5","294","3","4","6","7","4.62","4.96","4","5"
"2009","direct migration background","higher vocational","4.71","5","95","2","4","6","7","4.39","5.03","4","5"
"2009","direct migration background","in school","","","","","","","","","","",""
"2009","direct migration background","inadequately","4.14","4","90","2","3","5","6","3.81","4.47","4","4"
"2009","direct migration background","middle vocational","4.59","5","610","2","4","6","7","4.46","4.72","4","5"
"2009","direct migration background","vocational + Abi","5.03","5","168","4","4","6","7","4.83","5.23","5","5"
"2009","indirect migration background","general elemantary","5.01","5","145","3","4","7","7","4.74","5.28","5","5"
"2009","indirect migration background","higher education","5.38","5.3","88","4","4","7","7","5.11","5.65","5","6"
"2009","indirect migration background","higher vocational","5.57","6","30","4","5","6","7","4.98","6.16","4","6"
"2009","indirect migration background","in school","5.13","6","48","3","4","7","7","4.66","5.6","5","6"
"2009","indirect migration background","inadequately","","","","","","","","","","",""
"2009","indirect migration background","middle vocational","4.95","5","288","3","4","6","7","4.79","5.11","5","5"
"2009","indirect migration background","vocational + Abi","5.19","5.01","36","3","4","6","7","4.64","5.74","4","6"
"2009","no migration background","general elemantary","4.46","4","1284","2","3","6","7","4.37","4.55","4","5"
"2009","no migration background","higher education","4.78","5","3649","3","4","6","7","4.73","4.83","5","5"
"2009","no migration background","higher vocational","4.63","5","1202","3","4","6","7","4.55","4.71","5","5"
"2009","no migration background","in school","5.1","5","250","3","4","6","7","4.93","5.27","5","6"
"2009","no migration background","inadequately","4.71","5","67","2","3","6","7","4.26","5.16","4","5"
"2009","no migration background","middle vocational","4.6","5","8148","2","4","6","7","4.57","4.63","5","5"
"2009","no migration background","vocational + Abi","4.81","5","794","3","4","6","7","4.71","4.91","5","5"
"2010","direct migration background","general elemantary","","","","","","","","","","",""
"2010","direct migration background","higher education","","","","","","","","","","",""
"2010","direct migration background","higher vocational","","","","","","","","","","",""
"2010","direct migration background","in school","","","","","","","","","","",""
"2010","direct migration background","inadequately","","","","","","","","","","",""
"2010","direct migration background","middle vocational","","","","","","","","","","",""
"2010","direct migration background","vocational + Abi","","","","","","","","","","",""
"2010","indirect migration background","general elemantary","","","","","","","","","","",""
"2010","indirect migration background","higher education","","","","","","","","","","",""
"2010","indirect migration background","higher vocational","","","","","","","","","","",""
"2010","indirect migration background","in school","","","","","","","","","","",""
"2010","indirect migration background","inadequately","","","","","","","","","","",""
"2010","indirect migration background","middle vocational","","","","","","","","","","",""
"2010","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2010","no migration background","general elemantary","","","","","","","","","","",""
"2010","no migration background","higher education","","","","","","","","","","",""
"2010","no migration background","higher vocational","","","","","","","","","","",""
"2010","no migration background","in school","","","","","","","","","","",""
"2010","no migration background","inadequately","","","","","","","","","","",""
"2010","no migration background","middle vocational","","","","","","","","","","",""
"2010","no migration background","vocational + Abi","","","","","","","","","","",""
"2011","direct migration background","general elemantary","","","","","","","","","","",""
"2011","direct migration background","higher education","","","","","","","","","","",""
"2011","direct migration background","higher vocational","","","","","","","","","","",""
"2011","direct migration background","in school","","","","","","","","","","",""
"2011","direct migration background","inadequately","","","","","","","","","","",""
"2011","direct migration background","middle vocational","","","","","","","","","","",""
"2011","direct migration background","vocational + Abi","","","","","","","","","","",""
"2011","indirect migration background","general elemantary","","","","","","","","","","",""
"2011","indirect migration background","higher education","","","","","","","","","","",""
"2011","indirect migration background","higher vocational","","","","","","","","","","",""
"2011","indirect migration background","in school","","","","","","","","","","",""
"2011","indirect migration background","inadequately","","","","","","","","","","",""
"2011","indirect migration background","middle vocational","","","","","","","","","","",""
"2011","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2011","no migration background","general elemantary","","","","","","","","","","",""
"2011","no migration background","higher education","","","","","","","","","","",""
"2011","no migration background","higher vocational","","","","","","","","","","",""
"2011","no migration background","in school","","","","","","","","","","",""
"2011","no migration background","inadequately","","","","","","","","","","",""
"2011","no migration background","middle vocational","","","","","","","","","","",""
"2011","no migration background","vocational + Abi","","","","","","","","","","",""
"2012","direct migration background","general elemantary","4.7","5","214","3","4","6","6","4.49","4.91","5","5"
"2012","direct migration background","higher education","4.97","5","228","3","4","6","7","4.77","5.17","5","5"
"2012","direct migration background","higher vocational","","","","","","","","","","",""
"2012","direct migration background","in school","","","","","","","","","","",""
"2012","direct migration background","inadequately","5.11","5","65","3","4","6","7","4.68","5.54","5","5"
"2012","direct migration background","middle vocational","5.04","5","382","3","4","6","7","4.89","5.19","5","5"
"2012","direct migration background","vocational + Abi","5.12","5","144","4","4","6","7","4.89","5.35","5","6"
"2012","indirect migration background","general elemantary","5.57","6","87","3","5","7","7","5.24","5.9","5","6"
"2012","indirect migration background","higher education","5.26","5","75","3","5","7","7","4.91","5.61","5","6"
"2012","indirect migration background","higher vocational","","","","","","","","","","",""
"2012","indirect migration background","in school","5.86","6","35","4","5","7","7","5.44","6.28","5","6"
"2012","indirect migration background","inadequately","","","","","","","","","","",""
"2012","indirect migration background","middle vocational","5","5","180","3","4","6","7","4.78","5.22","5","6"
"2012","indirect migration background","vocational + Abi","5.34","5","47","3","5","6","7","4.93","5.75","5","6"
"2012","no migration background","general elemantary","5.13","5","479","3","4","7","7","4.98","5.28","5","6"
"2012","no migration background","higher education","4.9","5","1191","3","4","6","7","4.82","4.98","5","5"
"2012","no migration background","higher vocational","5.1","5","318","3","4","6","7","4.94","5.26","5","5"
"2012","no migration background","in school","5.55","6","148","3","5","7","7","5.32","5.78","5","6"
"2012","no migration background","inadequately","4.63","5","74","1","3","6","7","4.2","5.06","5","6"
"2012","no migration background","middle vocational","4.96","5","2680","3","4","6","7","4.9","5.02","5","5"
"2012","no migration background","vocational + Abi","4.89","5","563","3","4","6","7","4.77","5.01","5","5"
"2013","direct migration background","general elemantary","4.45","5","332","2","4","6","7","4.27","4.63","4","5"
"2013","direct migration background","higher education","5.02","5","354","3","4","6","7","4.86","5.18","5","5"
"2013","direct migration background","higher vocational","5.12","5","72","3","4","6","7","4.76","5.48","5","6"
"2013","direct migration background","in school","","","","","","","","","","",""
"2013","direct migration background","inadequately","3.86","4","66","1","3","5","6","3.47","4.25","3","4"
"2013","direct migration background","middle vocational","4.8","5","629","3","4","6","7","4.67","4.93","5","5"
"2013","direct migration background","vocational + Abi","4.76","5","188","2","4","6","7","4.52","5","4","5"
"2013","indirect migration background","general elemantary","4.99","5","116","3","4","6","7","4.7","5.28","5","6"
"2013","indirect migration background","higher education","5.22","5","112","3","4","6","7","4.98","5.46","5","5"
"2013","indirect migration background","higher vocational","5.14","5","30","4","4","6","7","4.58","5.7","4","6"
"2013","indirect migration background","in school","5.69","6","53","4","5","6","7","5.35","6.03","5","6"
"2013","indirect migration background","inadequately","","","","","","","","","","",""
"2013","indirect migration background","middle vocational","5.12","5","307","3","4","6","7","4.95","5.29","5","6"
"2013","indirect migration background","vocational + Abi","5.11","5","37","3","4","6","7","4.64","5.58","4","5"
"2013","no migration background","general elemantary","4.61","5","1384","2","4","6","7","4.52","4.7","5","5"
"2013","no migration background","higher education","4.92","5","3992","3","4","6","7","4.88","4.96","5","5"
"2013","no migration background","higher vocational","4.71","5","1225","3","4","6","7","4.63","4.79","5","5"
"2013","no migration background","in school","5.42","6","195","3","5","7","7","5.23","5.61","5","6"
"2013","no migration background","inadequately","4.66","5","115","1","4","7","7","4.32","5","5","6"
"2013","no migration background","middle vocational","4.78","5","8461","3","4","6","7","4.75","4.81","5","5"
"2013","no migration background","vocational + Abi","5.04","5","871","3","4","6","7","4.94","5.14","5","5"
"2014","direct migration background","general elemantary","","","","","","","","","","",""
"2014","direct migration background","higher education","","","","","","","","","","",""
"2014","direct migration background","higher vocational","","","","","","","","","","",""
"2014","direct migration background","in school","","","","","","","","","","",""
"2014","direct migration background","inadequately","","","","","","","","","","",""
"2014","direct migration background","middle vocational","","","","","","","","","","",""
"2014","direct migration background","vocational + Abi","","","","","","","","","","",""
"2014","indirect migration background","general elemantary","","","","","","","","","","",""
"2014","indirect migration background","higher education","","","","","","","","","","",""
"2014","indirect migration background","higher vocational","","","","","","","","","","",""
"2014","indirect migration background","in school","","","","","","","","","","",""
"2014","indirect migration background","inadequately","","","","","","","","","","",""
"2014","indirect migration background","middle vocational","","","","","","","","","","",""
"2014","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2014","no migration background","general elemantary","","","","","","","","","","",""
"2014","no migration background","higher education","","","","","","","","","","",""
"2014","no migration background","higher vocational","","","","","","","","","","",""
"2014","no migration background","in school","","","","","","","","","","",""
"2014","no migration background","inadequately","","","","","","","","","","",""
"2014","no migration background","middle vocational","","","","","","","","","","",""
"2014","no migration background","vocational + Abi","","","","","","","","","","",""
"2015","direct migration background","general elemantary","","","","","","","","","","",""
"2015","direct migration background","higher education","","","","","","","","","","",""
"2015","direct migration background","higher vocational","","","","","","","","","","",""
"2015","direct migration background","in school","","","","","","","","","","",""
"2015","direct migration background","inadequately","","","","","","","","","","",""
"2015","direct migration background","middle vocational","","","","","","","","","","",""
"2015","direct migration background","vocational + Abi","","","","","","","","","","",""
"2015","indirect migration background","general elemantary","","","","","","","","","","",""
"2015","indirect migration background","higher education","","","","","","","","","","",""
"2015","indirect migration background","higher vocational","","","","","","","","","","",""
"2015","indirect migration background","in school","","","","","","","","","","",""
"2015","indirect migration background","inadequately","","","","","","","","","","",""
"2015","indirect migration background","middle vocational","","","","","","","","","","",""
"2015","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2015","no migration background","general elemantary","","","","","","","","","","",""
"2015","no migration background","higher education","","","","","","","","","","",""
"2015","no migration background","higher vocational","","","","","","","","","","",""
"2015","no migration background","in school","","","","","","","","","","",""
"2015","no migration background","inadequately","","","","","","","","","","",""
"2015","no migration background","middle vocational","","","","","","","","","","",""
"2015","no migration background","vocational + Abi","","","","","","","","","","",""
"2016","direct migration background","general elemantary","","","","","","","","","","",""
"2016","direct migration background","higher education","","","","","","","","","","",""
"2016","direct migration background","higher vocational","","","","","","","","","","",""
"2016","direct migration background","in school","","","","","","","","","","",""
"2016","direct migration background","inadequately","","","","","","","","","","",""
"2016","direct migration background","middle vocational","","","","","","","","","","",""
"2016","direct migration background","vocational + Abi","","","","","","","","","","",""
"2016","indirect migration background","general elemantary","","","","","","","","","","",""
"2016","indirect migration background","higher education","","","","","","","","","","",""
"2016","indirect migration background","higher vocational","","","","","","","","","","",""
"2016","indirect migration background","in school","","","","","","","","","","",""
"2016","indirect migration background","inadequately","","","","","","","","","","",""
"2016","indirect migration background","middle vocational","","","","","","","","","","",""
"2016","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2016","no migration background","general elemantary","","","","","","","","","","",""
"2016","no migration background","higher education","","","","","","","","","","",""
"2016","no migration background","higher vocational","","","","","","","","","","",""
"2016","no migration background","in school","","","","","","","","","","",""
"2016","no migration background","inadequately","","","","","","","","","","",""
"2016","no migration background","middle vocational","","","","","","","","","","",""
"2016","no migration background","vocational + Abi","","","","","","","","","","",""
"2017","direct migration background","general elemantary","4.83","5","1270","2","4","6","7","4.74","4.92","5","5"
"2017","direct migration background","higher education","5.14","5","1653","3","4","6","7","5.07","5.21","5","6"
"2017","direct migration background","higher vocational","5.03","5","91","2","4","6","7","4.7","5.36","5","6"
"2017","direct migration background","in school","5.05","4.59","35","3","4","7","7","4.54","5.56","4","6"
"2017","direct migration background","inadequately","4.91","5","1132","2","4","6","7","4.81","5.01","5","6"
"2017","direct migration background","middle vocational","4.87","5","1979","2","4","6","7","4.8","4.94","5","5"
"2017","direct migration background","vocational + Abi","5.02","5","715","3","4","6","7","4.9","5.14","5","5"
"2017","indirect migration background","general elemantary","5.4","6","280","3","5","7","7","5.21","5.59","5","6"
"2017","indirect migration background","higher education","5.19","5","283","3","4","6","7","5.02","5.36","5","6"
"2017","indirect migration background","higher vocational","4.78","5","59","3","4","5","6","4.39","5.17","5","6"
"2017","indirect migration background","in school","5.56","6","88","4","5","6","7","5.26","5.86","6","6"
"2017","indirect migration background","inadequately","4.99","5","39","3","4","7","7","4.43","5.55","4","6"
"2017","indirect migration background","middle vocational","5.19","5","722","3","4","6","7","5.08","5.3","5","5"
"2017","indirect migration background","vocational + Abi","5.01","5","130","3","4","6","7","4.75","5.27","5","6"
"2017","no migration background","general elemantary","4.82","5","1709","3","4","6","7","4.75","4.89","5","5"
"2017","no migration background","higher education","4.97","5","5071","3","4","6","7","4.93","5.01","5","5"
"2017","no migration background","higher vocational","4.85","5","1390","3","4","6","7","4.77","4.93","5","5"
"2017","no migration background","in school","5.23","5","289","3","4","6","7","5.07","5.39","5","6"
"2017","no migration background","inadequately","4.97","5","169","2","4","6","7","4.72","5.22","5","6"
"2017","no migration background","middle vocational","4.86","5","9838","3","4","6","7","4.83","4.89","5","5"
"2017","no migration background","vocational + Abi","4.95","5","1441","3","4","6","7","4.87","5.03","5","5"
"2018","direct migration background","general elemantary","","","","","","","","","","",""
"2018","direct migration background","higher education","","","","","","","","","","",""
"2018","direct migration background","higher vocational","","","","","","","","","","",""
"2018","direct migration background","in school","","","","","","","","","","",""
"2018","direct migration background","inadequately","","","","","","","","","","",""
"2018","direct migration background","middle vocational","","","","","","","","","","",""
"2018","direct migration background","vocational + Abi","","","","","","","","","","",""
"2018","indirect migration background","general elemantary","","","","","","","","","","",""
"2018","indirect migration background","higher education","","","","","","","","","","",""
"2018","indirect migration background","higher vocational","","","","","","","","","","",""
"2018","indirect migration background","in school","","","","","","","","","","",""
"2018","indirect migration background","inadequately","","","","","","","","","","",""
"2018","indirect migration background","middle vocational","","","","","","","","","","",""
"2018","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2018","no migration background","general elemantary","","","","","","","","","","",""
"2018","no migration background","higher education","","","","","","","","","","",""
"2018","no migration background","higher vocational","","","","","","","","","","",""
"2018","no migration background","in school","","","","","","","","","","",""
"2018","no migration background","inadequately","","","","","","","","","","",""
"2018","no migration background","middle vocational","","","","","","","","","","",""
"2018","no migration background","vocational + Abi","","","","","","","","","","",""
"2019","direct migration background","general elemantary","4.67","5","580","3","4","6","7","4.54","4.8","5","5"
"2019","direct migration background","higher education","4.9","5","1064","3","4","6","7","4.81","4.99","5","5"
"2019","direct migration background","higher vocational","4.95","5","74","3","4","6","7","4.56","5.34","5","6"
"2019","direct migration background","in school","4.71","5","42","2","4","6","7","4.2","5.22","4","6"
"2019","direct migration background","inadequately","4.6","5","200","2","4","6","7","4.36","4.84","4","5"
"2019","direct migration background","middle vocational","4.73","5","1223","2","4","6","7","4.64","4.82","5","5"
"2019","direct migration background","vocational + Abi","4.77","5","514","3","4","6","7","4.63","4.91","4","5"
"2019","indirect migration background","general elemantary","5.02","5","236","3","4","6","7","4.8","5.24","5","5"
"2019","indirect migration background","higher education","5.21","5","336","3","4","6","7","5.06","5.36","5","5"
"2019","indirect migration background","higher vocational","4.64","5","74","3","4","5","7","4.3","4.98","5","6"
"2019","indirect migration background","in school","5.39","6","81","3","4","7","7","5.08","5.7","5","6"
"2019","indirect migration background","inadequately","5.2","5","38","4","4","7","7","4.59","5.81","4","6"
"2019","indirect migration background","middle vocational","4.93","5","665","3","4","6","7","4.81","5.05","5","5"
"2019","indirect migration background","vocational + Abi","4.95","5","141","3","4","6","7","4.69","5.21","5","6"
"2019","no migration background","general elemantary","4.56","5","1575","2","3","6","7","4.48","4.64","5","5"
"2019","no migration background","higher education","4.82","5","5599","3","4","6","7","4.78","4.86","5","5"
"2019","no migration background","higher vocational","4.69","5","1517","2","4","6","7","4.61","4.77","5","5"
"2019","no migration background","in school","5.52","6","204","4","5","7","7","5.32","5.72","5","6"
"2019","no migration background","inadequately","4.75","5","146","2","4","6","7","4.43","5.07","4","6"
"2019","no migration background","middle vocational","4.75","5","9198","3","4","6","7","4.72","4.78","5","5"
"2019","no migration background","vocational + Abi","4.87","5","1506","3","4","6","7","4.79","4.95","5","5"
