"ple0022","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2018","secondary school degree","indirect migration background","","","",""
"Yes","2018","college entrance qualification","no migration background","","","",""
"Yes","2018","college entrance qualification","direct migration background","","","",""
"Yes","2018","college entrance qualification","indirect migration background","","","",""
"Yes","2018","Other degree","no migration background","","","",""
"Yes","2018","Other degree","direct migration background","","","",""
"Yes","2018","Other degree","indirect migration background","","","",""
"Yes","2018","no degree/no degree yet","no migration background","","","",""
"Yes","2018","no degree/no degree yet","direct migration background","","","",""
"Yes","2018","no degree/no degree yet","indirect migration background","","","",""
"Yes","2019","lower secondary degree","no migration background","1140","1","1","1"
"Yes","2019","lower secondary degree","direct migration background","69","1","1","1"
"Yes","2019","lower secondary degree","indirect migration background","42","1","1","1"
"Yes","2019","secondary school degree","no migration background","1130","1","1","1"
"Yes","2019","secondary school degree","direct migration background","35","1","1","1"
"Yes","2019","secondary school degree","indirect migration background","55","1","1","1"
"Yes","2019","college entrance qualification","no migration background","845","1","1","1"
"Yes","2019","college entrance qualification","direct migration background","37","1","1","1"
"Yes","2019","college entrance qualification","indirect migration background","50","1","1","1"
"Yes","2019","Other degree","no migration background","26","","",""
"Yes","2019","Other degree","direct migration background","356","1","1","1"
"Yes","2019","Other degree","indirect migration background","4","","",""
"Yes","2019","no degree/no degree yet","no migration background","52","1","1","1"
"Yes","2019","no degree/no degree yet","direct migration background","43","1","1","1"
"Yes","2019","no degree/no degree yet","indirect migration background","6","","",""
