"ple0022","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2012","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2012","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2012","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2012","secondary school degree","1-pers.-HH","","","",""
"Yes","2012","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2012","secondary school degree","Single parent ","","","",""
"Yes","2012","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2012","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2012","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2012","college entrance qualification","1-pers.-HH","","","",""
"Yes","2012","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2012","college entrance qualification","Single parent ","","","",""
"Yes","2012","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2012","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2012","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2012","Other degree","1-pers.-HH","","","",""
"Yes","2012","Other degree","(Married) couple without C. ","","","",""
"Yes","2012","Other degree","Single parent ","","","",""
"Yes","2012","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2012","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2012","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2012","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2012","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2012","no degree/no degree yet","Single parent ","","","",""
"Yes","2012","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2012","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2012","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2013","lower secondary degree","1-pers.-HH","376","1","1","1"
"Yes","2013","lower secondary degree","(Married) couple without C. ","761","1","1","1"
"Yes","2013","lower secondary degree","Single parent ","69","1","1","1"
"Yes","2013","lower secondary degree","Couple + C. LE 16 ","83","1","1","1"
"Yes","2013","lower secondary degree","Couple + C. GT 16 ","147","1","1","1"
"Yes","2013","lower secondary degree","Couple + C. LE and GT 16","24","","",""
"Yes","2013","secondary school degree","1-pers.-HH","208","1","1","1"
"Yes","2013","secondary school degree","(Married) couple without C. ","439","1","1","1"
"Yes","2013","secondary school degree","Single parent ","51","1","1","1"
"Yes","2013","secondary school degree","Couple + C. LE 16 ","102","1","1","1"
"Yes","2013","secondary school degree","Couple + C. GT 16 ","107","1","1","1"
"Yes","2013","secondary school degree","Couple + C. LE and GT 16","21","","",""
"Yes","2013","college entrance qualification","1-pers.-HH","138","1","1","1"
"Yes","2013","college entrance qualification","(Married) couple without C. ","307","1","1","1"
"Yes","2013","college entrance qualification","Single parent ","38","1","1","1"
"Yes","2013","college entrance qualification","Couple + C. LE 16 ","71","1","1","1"
"Yes","2013","college entrance qualification","Couple + C. GT 16 ","70","1","1","1"
"Yes","2013","college entrance qualification","Couple + C. LE and GT 16","30","1","1","1"
"Yes","2013","Other degree","1-pers.-HH","46","1","1","1"
"Yes","2013","Other degree","(Married) couple without C. ","89","1","1","1"
"Yes","2013","Other degree","Single parent ","13","","",""
"Yes","2013","Other degree","Couple + C. LE 16 ","10","","",""
"Yes","2013","Other degree","Couple + C. GT 16 ","37","1","1","1"
"Yes","2013","Other degree","Couple + C. LE and GT 16","14","","",""
"Yes","2013","no degree/no degree yet","1-pers.-HH","18","","",""
"Yes","2013","no degree/no degree yet","(Married) couple without C. ","25","","",""
"Yes","2013","no degree/no degree yet","Single parent ","6","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Yes","2013","no degree/no degree yet","Couple + C. GT 16 ","6","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"Yes","2014","lower secondary degree","1-pers.-HH","","","",""
"Yes","2014","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2014","lower secondary degree","Single parent ","","","",""
"Yes","2014","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2014","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2014","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","secondary school degree","1-pers.-HH","","","",""
"Yes","2014","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2014","secondary school degree","Single parent ","","","",""
"Yes","2014","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2014","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2014","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","college entrance qualification","1-pers.-HH","","","",""
"Yes","2014","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2014","college entrance qualification","Single parent ","","","",""
"Yes","2014","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2014","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2014","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2014","Other degree","1-pers.-HH","","","",""
"Yes","2014","Other degree","(Married) couple without C. ","","","",""
"Yes","2014","Other degree","Single parent ","","","",""
"Yes","2014","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2014","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2014","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2014","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2014","no degree/no degree yet","Single parent ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2015","lower secondary degree","1-pers.-HH","350","1","1","1"
"Yes","2015","lower secondary degree","(Married) couple without C. ","671","1","1","1"
"Yes","2015","lower secondary degree","Single parent ","109","1","1","1"
"Yes","2015","lower secondary degree","Couple + C. LE 16 ","160","1","1","1"
"Yes","2015","lower secondary degree","Couple + C. GT 16 ","117","1","1","1"
"Yes","2015","lower secondary degree","Couple + C. LE and GT 16","62","1","1","1"
"Yes","2015","secondary school degree","1-pers.-HH","220","1","1","1"
"Yes","2015","secondary school degree","(Married) couple without C. ","453","1","1","1"
"Yes","2015","secondary school degree","Single parent ","126","1","1","1"
"Yes","2015","secondary school degree","Couple + C. LE 16 ","186","1","1","1"
"Yes","2015","secondary school degree","Couple + C. GT 16 ","114","1","1","1"
"Yes","2015","secondary school degree","Couple + C. LE and GT 16","81","1","1","1"
"Yes","2015","college entrance qualification","1-pers.-HH","135","1","1","1"
"Yes","2015","college entrance qualification","(Married) couple without C. ","284","1","1","1"
"Yes","2015","college entrance qualification","Single parent ","87","1","1","1"
"Yes","2015","college entrance qualification","Couple + C. LE 16 ","148","1","1","1"
"Yes","2015","college entrance qualification","Couple + C. GT 16 ","60","1","1","1"
"Yes","2015","college entrance qualification","Couple + C. LE and GT 16","44","1","1","1"
"Yes","2015","Other degree","1-pers.-HH","74","1","1","1"
"Yes","2015","Other degree","(Married) couple without C. ","164","1","1","1"
"Yes","2015","Other degree","Single parent ","27","","",""
"Yes","2015","Other degree","Couple + C. LE 16 ","89","1","1","1"
"Yes","2015","Other degree","Couple + C. GT 16 ","65","1","1","1"
"Yes","2015","Other degree","Couple + C. LE and GT 16","36","1","1","1"
"Yes","2015","no degree/no degree yet","1-pers.-HH","17","","",""
"Yes","2015","no degree/no degree yet","(Married) couple without C. ","25","","",""
"Yes","2015","no degree/no degree yet","Single parent ","13","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE 16 ","21","","",""
"Yes","2015","no degree/no degree yet","Couple + C. GT 16 ","11","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE and GT 16","18","","",""
"Yes","2016","lower secondary degree","1-pers.-HH","","","",""
"Yes","2016","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2016","lower secondary degree","Single parent ","","","",""
"Yes","2016","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2016","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2016","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","secondary school degree","1-pers.-HH","","","",""
"Yes","2016","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2016","secondary school degree","Single parent ","","","",""
"Yes","2016","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2016","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2016","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","college entrance qualification","1-pers.-HH","","","",""
"Yes","2016","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2016","college entrance qualification","Single parent ","","","",""
"Yes","2016","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2016","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2016","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2016","Other degree","1-pers.-HH","","","",""
"Yes","2016","Other degree","(Married) couple without C. ","","","",""
"Yes","2016","Other degree","Single parent ","","","",""
"Yes","2016","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2016","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2016","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2016","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2016","no degree/no degree yet","Single parent ","","","",""
"Yes","2016","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2016","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2016","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2017","lower secondary degree","1-pers.-HH","339","1","1","1"
"Yes","2017","lower secondary degree","(Married) couple without C. ","602","1","1","1"
"Yes","2017","lower secondary degree","Single parent ","83","1","1","1"
"Yes","2017","lower secondary degree","Couple + C. LE 16 ","119","1","1","1"
"Yes","2017","lower secondary degree","Couple + C. GT 16 ","155","1","1","1"
"Yes","2017","lower secondary degree","Couple + C. LE and GT 16","57","1","1","1"
"Yes","2017","secondary school degree","1-pers.-HH","226","1","1","1"
"Yes","2017","secondary school degree","(Married) couple without C. ","506","1","1","1"
"Yes","2017","secondary school degree","Single parent ","90","1","1","1"
"Yes","2017","secondary school degree","Couple + C. LE 16 ","159","1","1","1"
"Yes","2017","secondary school degree","Couple + C. GT 16 ","148","1","1","1"
"Yes","2017","secondary school degree","Couple + C. LE and GT 16","68","1","1","1"
"Yes","2017","college entrance qualification","1-pers.-HH","137","1","1","1"
"Yes","2017","college entrance qualification","(Married) couple without C. ","311","1","1","1"
"Yes","2017","college entrance qualification","Single parent ","72","1","1","1"
"Yes","2017","college entrance qualification","Couple + C. LE 16 ","164","1","1","1"
"Yes","2017","college entrance qualification","Couple + C. GT 16 ","81","1","1","1"
"Yes","2017","college entrance qualification","Couple + C. LE and GT 16","44","1","1","1"
"Yes","2017","Other degree","1-pers.-HH","76","1","1","1"
"Yes","2017","Other degree","(Married) couple without C. ","169","1","1","1"
"Yes","2017","Other degree","Single parent ","21","","",""
"Yes","2017","Other degree","Couple + C. LE 16 ","103","1","1","1"
"Yes","2017","Other degree","Couple + C. GT 16 ","63","1","1","1"
"Yes","2017","Other degree","Couple + C. LE and GT 16","37","1","1","1"
"Yes","2017","no degree/no degree yet","1-pers.-HH","17","","",""
"Yes","2017","no degree/no degree yet","(Married) couple without C. ","21","","",""
"Yes","2017","no degree/no degree yet","Single parent ","15","","",""
"Yes","2017","no degree/no degree yet","Couple + C. LE 16 ","17","","",""
"Yes","2017","no degree/no degree yet","Couple + C. GT 16 ","14","","",""
"Yes","2017","no degree/no degree yet","Couple + C. LE and GT 16","16","","",""
"Yes","2018","lower secondary degree","1-pers.-HH","","","",""
"Yes","2018","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2018","lower secondary degree","Single parent ","","","",""
"Yes","2018","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2018","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2018","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2018","secondary school degree","1-pers.-HH","","","",""
"Yes","2018","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2018","secondary school degree","Single parent ","","","",""
"Yes","2018","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2018","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2018","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2018","college entrance qualification","1-pers.-HH","","","",""
"Yes","2018","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2018","college entrance qualification","Single parent ","","","",""
"Yes","2018","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2018","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2018","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2018","Other degree","1-pers.-HH","","","",""
"Yes","2018","Other degree","(Married) couple without C. ","","","",""
"Yes","2018","Other degree","Single parent ","","","",""
"Yes","2018","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2018","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2018","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2018","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2018","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2018","no degree/no degree yet","Single parent ","","","",""
"Yes","2018","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2018","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2018","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2019","lower secondary degree","1-pers.-HH","315","1","1","1"
"Yes","2019","lower secondary degree","(Married) couple without C. ","590","1","1","1"
"Yes","2019","lower secondary degree","Single parent ","70","1","1","1"
"Yes","2019","lower secondary degree","Couple + C. LE 16 ","86","1","1","1"
"Yes","2019","lower secondary degree","Couple + C. GT 16 ","107","1","1","1"
"Yes","2019","lower secondary degree","Couple + C. LE and GT 16","55","1","1","1"
"Yes","2019","secondary school degree","1-pers.-HH","252","1","1","1"
"Yes","2019","secondary school degree","(Married) couple without C. ","522","1","1","1"
"Yes","2019","secondary school degree","Single parent ","97","1","1","1"
"Yes","2019","secondary school degree","Couple + C. LE 16 ","145","1","1","1"
"Yes","2019","secondary school degree","Couple + C. GT 16 ","127","1","1","1"
"Yes","2019","secondary school degree","Couple + C. LE and GT 16","61","1","1","1"
"Yes","2019","college entrance qualification","1-pers.-HH","193","1","1","1"
"Yes","2019","college entrance qualification","(Married) couple without C. ","372","1","1","1"
"Yes","2019","college entrance qualification","Single parent ","69","1","1","1"
"Yes","2019","college entrance qualification","Couple + C. LE 16 ","153","1","1","1"
"Yes","2019","college entrance qualification","Couple + C. GT 16 ","85","1","1","1"
"Yes","2019","college entrance qualification","Couple + C. LE and GT 16","44","1","1","1"
"Yes","2019","Other degree","1-pers.-HH","65","1","1","1"
"Yes","2019","Other degree","(Married) couple without C. ","143","1","1","1"
"Yes","2019","Other degree","Single parent ","23","","",""
"Yes","2019","Other degree","Couple + C. LE 16 ","68","1","1","1"
"Yes","2019","Other degree","Couple + C. GT 16 ","37","1","1","1"
"Yes","2019","Other degree","Couple + C. LE and GT 16","31","1","1","1"
"Yes","2019","no degree/no degree yet","1-pers.-HH","19","","",""
"Yes","2019","no degree/no degree yet","(Married) couple without C. ","29","","",""
"Yes","2019","no degree/no degree yet","Single parent ","16","","",""
"Yes","2019","no degree/no degree yet","Couple + C. LE 16 ","15","","",""
"Yes","2019","no degree/no degree yet","Couple + C. GT 16 ","12","","",""
"Yes","2019","no degree/no degree yet","Couple + C. LE and GT 16","8","","",""
