"ple0022","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2013","16-34 y.","inadequately","45","0.976499272517156","0.933190509731299","1.01980803530301"
"No","2013","16-34 y.","general elemantary","438","0.937222731602752","0.915223259242363","0.959222203963142"
"No","2013","16-34 y.","middle vocational","1527","0.945494453043577","0.934433089246192","0.956555816840963"
"No","2013","16-34 y.","vocational + Abi","271","0.902806772788603","0.868772458727394","0.936841086849812"
"No","2013","16-34 y.","higher vocational","97","0.958335651973013","0.919746023591126","0.996925280354901"
"No","2013","16-34 y.","higher education","658","0.984438911513394","0.975115644366085","0.993762178660702"
"No","2013","35-65 y.","in school","","","",""
"No","2013","35-65 y.","inadequately","68","0.677003521425153","0.58488968906862","0.769117353781685"
"No","2013","35-65 y.","general elemantary","485","0.729458191859363","0.695540774089685","0.763375609629041"
"No","2013","35-65 y.","middle vocational","4190","0.778495600519553","0.767290520633962","0.789700680405145"
"No","2013","35-65 y.","vocational + Abi","595","0.853562057756403","0.827220624386361","0.879903491126445"
"No","2013","35-65 y.","higher vocational","712","0.806532299537395","0.780388818652734","0.832675780422057"
"No","2013","35-65 y.","higher education","2290","0.857562416162582","0.844240627666038","0.870884204659126"
"No","2013","66 and older","in school","","","",""
"No","2013","66 and older","inadequately","32","0.570902622348758","0.432319928175632","0.709485316521885"
"No","2013","66 and older","general elemantary","517","0.694943092573431","0.661769135064908","0.728117050081954"
"No","2013","66 and older","middle vocational","1868","0.722806970760955","0.705484624135703","0.740129317386206"
"No","2013","66 and older","vocational + Abi","81","0.621672139704716","0.534901593250112","0.70844268615932"
"No","2013","66 and older","higher vocational","257","0.711731214520629","0.66447950188688","0.758982927154377"
"No","2013","66 and older","higher education","913","0.780794046384142","0.756955716204411","0.804632376563872"
"Yes","2014","16-34 y.","in school","","","",""
"Yes","2014","16-34 y.","inadequately","","","",""
"Yes","2014","16-34 y.","general elemantary","","","",""
"Yes","2014","16-34 y.","middle vocational","","","",""
"Yes","2014","16-34 y.","vocational + Abi","","","",""
"Yes","2014","16-34 y.","higher vocational","","","",""
"Yes","2014","16-34 y.","higher education","","","",""
"Yes","2014","35-65 y.","in school","","","",""
"Yes","2014","35-65 y.","inadequately","","","",""
"Yes","2014","35-65 y.","general elemantary","","","",""
"Yes","2014","35-65 y.","middle vocational","","","",""
"Yes","2014","35-65 y.","vocational + Abi","","","",""
"Yes","2014","35-65 y.","higher vocational","","","",""
"Yes","2014","35-65 y.","higher education","","","",""
"Yes","2014","66 and older","in school","","","",""
"Yes","2014","66 and older","inadequately","","","",""
"Yes","2014","66 and older","general elemantary","","","",""
"Yes","2014","66 and older","middle vocational","","","",""
"Yes","2014","66 and older","vocational + Abi","","","",""
"Yes","2014","66 and older","higher vocational","","","",""
"Yes","2014","66 and older","higher education","","","",""
"No","2014","16-34 y.","in school","","","",""
"No","2014","16-34 y.","inadequately","","","",""
"No","2014","16-34 y.","general elemantary","","","",""
"No","2014","16-34 y.","middle vocational","","","",""
"No","2014","16-34 y.","vocational + Abi","","","",""
"No","2014","16-34 y.","higher vocational","","","",""
"No","2014","16-34 y.","higher education","","","",""
"No","2014","35-65 y.","in school","","","",""
"No","2014","35-65 y.","inadequately","","","",""
"No","2014","35-65 y.","general elemantary","","","",""
"No","2014","35-65 y.","middle vocational","","","",""
"No","2014","35-65 y.","vocational + Abi","","","",""
"No","2014","35-65 y.","higher vocational","","","",""
"No","2014","35-65 y.","higher education","","","",""
"No","2014","66 and older","in school","","","",""
"No","2014","66 and older","inadequately","","","",""
"No","2014","66 and older","general elemantary","","","",""
"No","2014","66 and older","middle vocational","","","",""
"No","2014","66 and older","vocational + Abi","","","",""
"No","2014","66 and older","higher vocational","","","",""
"No","2014","66 and older","higher education","","","",""
"Yes","2015","16-34 y.","in school","11","","",""
"Yes","2015","16-34 y.","inadequately","14","","",""
"Yes","2015","16-34 y.","general elemantary","54","0.0453579744765266","0.0323563492738501","0.0583595996792031"
"Yes","2015","16-34 y.","middle vocational","151","0.0642398963381444","0.0543185921495616","0.0741612005267273"
"Yes","2015","16-34 y.","vocational + Abi","24","","",""
"Yes","2015","16-34 y.","higher vocational","9","","",""
"Yes","2015","16-34 y.","higher education","23","","",""
"Yes","2015","35-65 y.","in school","","","",""
"Yes","2015","35-65 y.","inadequately","56","0.257667618055326","0.20245114102344","0.312884095087213"
"Yes","2015","35-65 y.","general elemantary","248","0.234259901197882","0.208531523707307","0.259988278688457"
"Yes","2015","35-65 y.","middle vocational","1347","0.218214143379669","0.208407229108352","0.228021057650986"
"Yes","2015","35-65 y.","vocational + Abi","197","0.142125506442034","0.123675914528309","0.160575098355759"
"Yes","2015","35-65 y.","higher vocational","177","0.168118449606286","0.145626646809268","0.190610252403303"
"Yes","2015","35-65 y.","higher education","439","0.113547213665635","0.103510035081247","0.123584392250023"
"Yes","2015","66 and older","in school","","","",""
"Yes","2015","66 and older","inadequately","10","","",""
"Yes","2015","66 and older","general elemantary","210","0.303160796694194","0.268174809370706","0.338146784017682"
"Yes","2015","66 and older","middle vocational","711","0.281119548157092","0.263674718949264","0.298564377364919"
"Yes","2015","66 and older","vocational + Abi","45","0.354386938553768","0.274868892771884","0.433904984335653"
"Yes","2015","66 and older","higher vocational","95","0.274954298588809","0.227976106262853","0.321932490914765"
"Yes","2015","66 and older","higher education","276","0.259541225068725","0.234612877693972","0.284469572443477"
"No","2015","16-34 y.","in school","341","0.95273837321632","0.930570811756989","0.974905934675651"
"No","2015","16-34 y.","inadequately","114","0.834896205598159","0.770577413915952","0.899214997280365"
"No","2015","16-34 y.","general elemantary","930","0.954642025523473","0.941640400320797","0.96764365072615"
"No","2015","16-34 y.","middle vocational","2195","0.935760103661856","0.925838799473273","0.945681407850438"
"No","2015","16-34 y.","vocational + Abi","422","0.939034608828333","0.916828976563773","0.961240241092893"
"No","2015","16-34 y.","higher vocational","114","0.95153030249982","0.913577661566058","0.989482943433581"
"No","2015","16-34 y.","higher education","844","0.976645948837565","0.966593121291476","0.986698776383654"
"No","2015","35-65 y.","in school","","","",""
"No","2015","35-65 y.","inadequately","185","0.742332381944674","0.687115904912787","0.79754885897656"
"No","2015","35-65 y.","general elemantary","793","0.765740098802118","0.740011721311543","0.791468476292694"
"No","2015","35-65 y.","middle vocational","5467","0.781785856620331","0.771978942349014","0.791592770891648"
"No","2015","35-65 y.","vocational + Abi","1179","0.857874493557966","0.839424901644242","0.876324085471691"
"No","2015","35-65 y.","higher vocational","885","0.831881550393714","0.809389747596697","0.854373353190732"
"No","2015","35-65 y.","higher education","3399","0.886452786334365","0.876415607749977","0.896489964918753"
"No","2015","66 and older","in school","","","",""
"No","2015","66 and older","inadequately","33","0.749195456475517","0.619633012811651","0.878757900139384"
"No","2015","66 and older","general elemantary","453","0.696839203305806","0.661853215982318","0.731825190629294"
"No","2015","66 and older","middle vocational","1840","0.718880451842908","0.701435622635081","0.736325281050736"
"No","2015","66 and older","vocational + Abi","94","0.645613061446232","0.566095015664347","0.725131107228116"
"No","2015","66 and older","higher vocational","252","0.725045701411191","0.678067509085235","0.772023893737147"
"No","2015","66 and older","higher education","912","0.740458774931275","0.715530427556523","0.765387122306028"
"Yes","2016","16-34 y.","in school","","","",""
"Yes","2016","16-34 y.","inadequately","","","",""
"Yes","2016","16-34 y.","general elemantary","","","",""
"Yes","2016","16-34 y.","middle vocational","","","",""
"Yes","2016","16-34 y.","vocational + Abi","","","",""
"Yes","2016","16-34 y.","higher vocational","","","",""
"Yes","2016","16-34 y.","higher education","","","",""
"Yes","2016","35-65 y.","in school","","","",""
"Yes","2016","35-65 y.","inadequately","","","",""
"Yes","2016","35-65 y.","general elemantary","","","",""
"Yes","2016","35-65 y.","middle vocational","","","",""
"Yes","2016","35-65 y.","vocational + Abi","","","",""
"Yes","2016","35-65 y.","higher vocational","","","",""
"Yes","2016","35-65 y.","higher education","","","",""
"Yes","2016","66 and older","in school","","","",""
"Yes","2016","66 and older","inadequately","","","",""
"Yes","2016","66 and older","general elemantary","","","",""
"Yes","2016","66 and older","middle vocational","","","",""
"Yes","2016","66 and older","vocational + Abi","","","",""
"Yes","2016","66 and older","higher vocational","","","",""
"Yes","2016","66 and older","higher education","","","",""
"No","2016","16-34 y.","in school","","","",""
"No","2016","16-34 y.","inadequately","","","",""
"No","2016","16-34 y.","general elemantary","","","",""
"No","2016","16-34 y.","middle vocational","","","",""
"No","2016","16-34 y.","vocational + Abi","","","",""
"No","2016","16-34 y.","higher vocational","","","",""
"No","2016","16-34 y.","higher education","","","",""
"No","2016","35-65 y.","in school","","","",""
"No","2016","35-65 y.","inadequately","","","",""
"No","2016","35-65 y.","general elemantary","","","",""
"No","2016","35-65 y.","middle vocational","","","",""
"No","2016","35-65 y.","vocational + Abi","","","",""
"No","2016","35-65 y.","higher vocational","","","",""
"No","2016","35-65 y.","higher education","","","",""
"No","2016","66 and older","in school","","","",""
"No","2016","66 and older","inadequately","","","",""
"No","2016","66 and older","general elemantary","","","",""
"No","2016","66 and older","middle vocational","","","",""
"No","2016","66 and older","vocational + Abi","","","",""
"No","2016","66 and older","higher vocational","","","",""
"No","2016","66 and older","higher education","","","",""
"Yes","2017","16-34 y.","in school","11","","",""
"Yes","2017","16-34 y.","inadequately","13","","",""
"Yes","2017","16-34 y.","general elemantary","54","0.0470801298959891","0.0338994057005839","0.0602608540913944"
"Yes","2017","16-34 y.","middle vocational","121","0.0447306553007418","0.0366081789809471","0.0528531316205365"
"Yes","2017","16-34 y.","vocational + Abi","31","0.0630775647066561","0.0424971095986465","0.0836580198146658"
"Yes","2017","16-34 y.","higher vocational","8","","",""
"Yes","2017","16-34 y.","higher education","38","0.0320591161629277","0.0214344248392936","0.0426838074865618"
"Yes","2017","35-65 y.","in school","","","",""
"Yes","2017","35-65 y.","inadequately","58","0.214102141814811","0.166226225917661","0.26197805771196"
"Yes","2017","35-65 y.","general elemantary","264","0.243542955486321","0.218735678678585","0.268350232294057"
"Yes","2017","35-65 y.","middle vocational","1330","0.20494981531166","0.195541135062191","0.214358495561129"
"Yes","2017","35-65 y.","vocational + Abi","232","0.133991348032123","0.117033070612402","0.150949625451844"
"Yes","2017","35-65 y.","higher vocational","188","0.181768071294383","0.158649752453063","0.204886390135702"
"Yes","2017","35-65 y.","higher education","449","0.112200314037061","0.102686927749558","0.121713700324563"
"Yes","2017","66 and older","in school","","","",""
"Yes","2017","66 and older","inadequately","17","","",""
"Yes","2017","66 and older","general elemantary","187","0.312891486328768","0.276511265224939","0.349271707432598"
"Yes","2017","66 and older","middle vocational","706","0.280505798443858","0.263164116960266","0.29784747992745"
"Yes","2017","66 and older","vocational + Abi","27","","",""
"Yes","2017","66 and older","higher vocational","95","0.227718447073103","0.183721523013491","0.271715371132715"
"Yes","2017","66 and older","higher education","236","0.196365565663523","0.174517742817638","0.218213388509408"
"No","2017","16-34 y.","in school","400","0.961223885301259","0.942559159992193","0.979888610610326"
"No","2017","16-34 y.","inadequately","119","0.921001137091933","0.874985903744984","0.967016370438882"
"No","2017","16-34 y.","general elemantary","938","0.952919870104011","0.939739145908606","0.966100594299416"
"No","2017","16-34 y.","middle vocational","2367","0.955269344699258","0.947146868379463","0.963391821019053"
"No","2017","16-34 y.","vocational + Abi","505","0.936922435293344","0.916341980185334","0.957502890401354"
"No","2017","16-34 y.","higher vocational","120","0.967048691354911","0.936124125559917","0.997973257149905"
"No","2017","16-34 y.","higher education","1018","0.967940883837072","0.957316192513438","0.978565575160706"
"No","2017","35-65 y.","in school","1","","",""
"No","2017","35-65 y.","inadequately","224","0.785897858185189","0.73802194228804","0.833773774082339"
"No","2017","35-65 y.","general elemantary","886","0.756457044513679","0.731649767705943","0.781264321321415"
"No","2017","35-65 y.","middle vocational","5741","0.79505018468834","0.785641504438871","0.804458864937809"
"No","2017","35-65 y.","vocational + Abi","1318","0.866008651967877","0.849050374548156","0.882966929387598"
"No","2017","35-65 y.","higher vocational","881","0.818231928705617","0.795113609864298","0.841350247546937"
"No","2017","35-65 y.","higher education","3779","0.887799685962939","0.878286299675437","0.897313072250442"
"No","2017","66 and older","in school","","","",""
"No","2017","66 and older","inadequately","26","","",""
"No","2017","66 and older","general elemantary","437","0.687108513671232","0.650728292567402","0.723488734775062"
"No","2017","66 and older","middle vocational","1872","0.719494201556142","0.70215252007255","0.736835883039734"
"No","2017","66 and older","vocational + Abi","113","0.826906791273481","0.764237848683048","0.889575733863913"
"No","2017","66 and older","higher vocational","254","0.772281552926897","0.728284628867285","0.816278476986509"
"No","2017","66 and older","higher education","1034","0.803634434336477","0.781786611490592","0.825482257182362"
"Yes","2018","16-34 y.","in school","","","",""
"Yes","2018","16-34 y.","inadequately","","","",""
"Yes","2018","16-34 y.","general elemantary","","","",""
"Yes","2018","16-34 y.","middle vocational","","","",""
"Yes","2018","16-34 y.","vocational + Abi","","","",""
"Yes","2018","16-34 y.","higher vocational","","","",""
"Yes","2018","16-34 y.","higher education","","","",""
"Yes","2018","35-65 y.","in school","","","",""
"Yes","2018","35-65 y.","inadequately","","","",""
"Yes","2018","35-65 y.","general elemantary","","","",""
"Yes","2018","35-65 y.","middle vocational","","","",""
"Yes","2018","35-65 y.","vocational + Abi","","","",""
"Yes","2018","35-65 y.","higher vocational","","","",""
"Yes","2018","35-65 y.","higher education","","","",""
"Yes","2018","66 and older","in school","","","",""
"Yes","2018","66 and older","inadequately","","","",""
"Yes","2018","66 and older","general elemantary","","","",""
"Yes","2018","66 and older","middle vocational","","","",""
"Yes","2018","66 and older","vocational + Abi","","","",""
"Yes","2018","66 and older","higher vocational","","","",""
"Yes","2018","66 and older","higher education","","","",""
"No","2018","16-34 y.","in school","","","",""
"No","2018","16-34 y.","inadequately","","","",""
"No","2018","16-34 y.","general elemantary","","","",""
"No","2018","16-34 y.","middle vocational","","","",""
"No","2018","16-34 y.","vocational + Abi","","","",""
"No","2018","16-34 y.","higher vocational","","","",""
"No","2018","16-34 y.","higher education","","","",""
"No","2018","35-65 y.","in school","","","",""
"No","2018","35-65 y.","inadequately","","","",""
"No","2018","35-65 y.","general elemantary","","","",""
"No","2018","35-65 y.","middle vocational","","","",""
"No","2018","35-65 y.","vocational + Abi","","","",""
"No","2018","35-65 y.","higher vocational","","","",""
"No","2018","35-65 y.","higher education","","","",""
"No","2018","66 and older","in school","","","",""
"No","2018","66 and older","inadequately","","","",""
"No","2018","66 and older","general elemantary","","","",""
"No","2018","66 and older","middle vocational","","","",""
"No","2018","66 and older","vocational + Abi","","","",""
"No","2018","66 and older","higher vocational","","","",""
"No","2018","66 and older","higher education","","","",""
"Yes","2019","16-34 y.","in school","5","","",""
"Yes","2019","16-34 y.","inadequately","8","","",""
"Yes","2019","16-34 y.","general elemantary","39","0.0712561742046802","0.0539007158400794","0.0886116325692809"
"Yes","2019","16-34 y.","middle vocational","100","0.051115286772775","0.0416484917835481","0.0605820817620019"
"Yes","2019","16-34 y.","vocational + Abi","27","","",""
"Yes","2019","16-34 y.","higher vocational","8","","",""
"Yes","2019","16-34 y.","higher education","45","0.0537686928834383","0.0398441412166489","0.0676932445502277"
"Yes","2019","35-65 y.","in school","","","",""
"Yes","2019","35-65 y.","inadequately","52","0.191906793114519","0.142993790959254","0.240819795269785"
"Yes","2019","35-65 y.","general elemantary","232","0.234722231769372","0.208725312746852","0.260719150791892"
"Yes","2019","35-65 y.","middle vocational","1220","0.201258637073773","0.191486782126554","0.211030492020993"
"Yes","2019","35-65 y.","vocational + Abi","226","0.129543962630449","0.112788858251201","0.146299067009697"
"Yes","2019","35-65 y.","higher vocational","184","0.177710080489985","0.155587545178444","0.199832615801525"
"Yes","2019","35-65 y.","higher education","487","0.100083269742874","0.0913659862164948","0.108800553269253"
"Yes","2019","66 and older","in school","","","",""
"Yes","2019","66 and older","inadequately","12","","",""
"Yes","2019","66 and older","general elemantary","169","0.323298297977808","0.284454576004882","0.362142019950734"
"Yes","2019","66 and older","middle vocational","675","0.279689541538824","0.262403474905459","0.296975608172189"
"Yes","2019","66 and older","vocational + Abi","41","0.251175475007939","0.185789683597882","0.316561266417995"
"Yes","2019","66 and older","higher vocational","116","0.304980496570077","0.259287428795833","0.350673564344322"
"Yes","2019","66 and older","higher education","291","0.220451108358567","0.199201436536179","0.241700780180956"
"No","2019","16-34 y.","in school","326","0.978098424881444","0.962330917292888","0.99386593247"
"No","2019","16-34 y.","inadequately","99","0.894520930743149","0.83631937412384","0.952722487362457"
"No","2019","16-34 y.","general elemantary","805","0.92874382579532","0.911388367430719","0.946099284159921"
"No","2019","16-34 y.","middle vocational","1979","0.948884713227225","0.939417918237998","0.958351508216452"
"No","2019","16-34 y.","vocational + Abi","434","0.937083068782222","0.914917930773445","0.959248206790999"
"No","2019","16-34 y.","higher vocational","127","0.923165796063202","0.878239733520213","0.968091858606191"
"No","2019","16-34 y.","higher education","963","0.946231307116562","0.932306755449772","0.960155858783351"
"No","2019","35-65 y.","in school","","","",""
"No","2019","35-65 y.","inadequately","197","0.808093206885481","0.759180204730215","0.857006209040746"
"No","2019","35-65 y.","general elemantary","789","0.765277768230628","0.739280849208108","0.791274687253148"
"No","2019","35-65 y.","middle vocational","5247","0.798741362926227","0.788969507979007","0.808513217873446"
"No","2019","35-65 y.","vocational + Abi","1317","0.870456037369551","0.853700932990303","0.887211141748798"
"No","2019","35-65 y.","higher vocational","963","0.822289919510016","0.800167384198475","0.844412454821556"
"No","2019","35-65 y.","higher education","4066","0.899916730257126","0.891199446730747","0.908634013783505"
"No","2019","66 and older","in school","","","",""
"No","2019","66 and older","inadequately","23","","",""
"No","2019","66 and older","general elemantary","388","0.676701702022192","0.637857980049266","0.715545423995118"
"No","2019","66 and older","middle vocational","1915","0.720310458461176","0.703024391827811","0.737596525094541"
"No","2019","66 and older","vocational + Abi","128","0.748824524992061","0.683438733582005","0.814210316402117"
"No","2019","66 and older","higher vocational","274","0.695019503429923","0.649326435655678","0.740712571204167"
"No","2019","66 and older","higher education","1171","0.779548891641433","0.758299219819044","0.800798563463821"
