"ple0022","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2015","in school","341","0.95273837321632","0.930570811756989","0.974905934675651"
"No","2015","inadequately","332","0.766306938700016","0.725444548100084","0.807169329299948"
"No","2015","general elemantary","2176","0.796176443120604","0.780947656248068","0.811405229993139"
"No","2015","middle vocational","9502","0.792912027428567","0.785572957234974","0.80025109762216"
"No","2015","vocational + Abi","1695","0.854902803827066","0.839314560546678","0.870491047107455"
"No","2015","higher vocational","1251","0.814224187686083","0.794748836729819","0.833699538642346"
"No","2015","higher education","5155","0.871588741581814","0.863047180963178","0.88013030220045"
"Yes","2016","in school","","","",""
"Yes","2016","inadequately","","","",""
"Yes","2016","general elemantary","","","",""
"Yes","2016","middle vocational","","","",""
"Yes","2016","vocational + Abi","","","",""
"Yes","2016","higher vocational","","","",""
"Yes","2016","higher education","","","",""
"No","2016","in school","","","",""
"No","2016","inadequately","","","",""
"No","2016","general elemantary","","","",""
"No","2016","middle vocational","","","",""
"No","2016","vocational + Abi","","","",""
"No","2016","higher vocational","","","",""
"No","2016","higher education","","","",""
"Yes","2017","in school","11","","",""
"Yes","2017","inadequately","88","0.21005355515632","0.172706717517712","0.247400392794928"
"Yes","2017","general elemantary","505","0.209795459276849","0.194621818240109","0.22496910031359"
"Yes","2017","middle vocational","2157","0.194549363024384","0.187506864148936","0.201591861899832"
"Yes","2017","vocational + Abi","290","0.118099367285741","0.104692752726853","0.131505981844629"
"Yes","2017","higher vocational","291","0.178034743387463","0.158965983150893","0.197103503624033"
"Yes","2017","higher education","723","0.112963444423591","0.105299813264484","0.120627075582698"
"No","2017","in school","401","0.961224842192063","0.942583002750747","0.979866681633379"
"No","2017","inadequately","369","0.78994644484368","0.752599607205072","0.827293282482288"
"No","2017","general elemantary","2261","0.79020454072315","0.77503089968641","0.805378181759891"
"No","2017","middle vocational","9980","0.805450636975616","0.798408138100168","0.812493135851064"
"No","2017","vocational + Abi","1936","0.881900632714259","0.868494018155371","0.895307247273147"
"No","2017","higher vocational","1255","0.821965256612537","0.802896496375967","0.841034016849107"
"No","2017","higher education","5831","0.887036555576409","0.879372924417302","0.894700186735516"
"Yes","2018","in school","","","",""
"Yes","2018","inadequately","","","",""
"Yes","2018","general elemantary","","","",""
"Yes","2018","middle vocational","","","",""
"Yes","2018","vocational + Abi","","","",""
"Yes","2018","higher vocational","","","",""
"Yes","2018","higher education","","","",""
"No","2018","in school","","","",""
"No","2018","inadequately","","","",""
"No","2018","general elemantary","","","",""
"No","2018","middle vocational","","","",""
"No","2018","vocational + Abi","","","",""
"No","2018","higher vocational","","","",""
"No","2018","higher education","","","",""
"Yes","2019","in school","5","","",""
"Yes","2019","inadequately","72","0.192540946744843","0.153458520415427","0.23162337307426"
"Yes","2019","general elemantary","440","0.218645341375112","0.202184378375167","0.235106304375058"
"Yes","2019","middle vocational","1995","0.194862791256476","0.187506093931735","0.202219488581216"
"Yes","2019","vocational + Abi","294","0.125168988182993","0.111255735146209","0.139082241219776"
"Yes","2019","higher vocational","308","0.198016546022418","0.178915225196432","0.217117866848404"
"Yes","2019","higher education","823","0.117564316248426","0.110031349527115","0.125097282969737"
"No","2019","in school","326","0.978098424881444","0.962330917292888","0.99386593247"
"No","2019","inadequately","319","0.807459053255157","0.76837662692574","0.846541479584573"
"No","2019","general elemantary","1982","0.781354658624888","0.764893695624942","0.797815621624833"
"No","2019","middle vocational","9141","0.805137208743524","0.797780511418784","0.812493906068265"
"No","2019","vocational + Abi","1879","0.874831011817007","0.860917758780224","0.888744264853791"
"No","2019","higher vocational","1364","0.801983453977582","0.782882133151596","0.821084774803568"
"No","2019","higher education","6200","0.882435683751574","0.874902717030263","0.889968650472885"
