"ple0022","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2015","indirect migration background","(1b) general elementary school","20","","",""
"Yes","2015","indirect migration background","(1c) basic vocational qualification","33","1","1","1"
"Yes","2015","indirect migration background","(2b) intermediate general qualification","13","","",""
"Yes","2015","indirect migration background","(2a) intermediate vocational","28","","",""
"Yes","2015","indirect migration background","(2c_gen) general maturity certificate","9","","",""
"Yes","2015","indirect migration background","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2015","indirect migration background","(3a) lower tertiary education","10","","",""
"Yes","2015","indirect migration background","(3b) higher tertiary education","9","","",""
"Yes","2016","no migration background","(0) in school","","","",""
"Yes","2016","no migration background","(1a) inadequately completed","","","",""
"Yes","2016","no migration background","(1b) general elementary school","","","",""
"Yes","2016","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2016","no migration background","(2a) intermediate vocational","","","",""
"Yes","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","no migration background","(3a) lower tertiary education","","","",""
"Yes","2016","no migration background","(3b) higher tertiary education","","","",""
"Yes","2016","direct migration background","(0) in school","","","",""
"Yes","2016","direct migration background","(1a) inadequately completed","","","",""
"Yes","2016","direct migration background","(1b) general elementary school","","","",""
"Yes","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2016","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2016","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2016","indirect migration background","(0) in school","","","",""
"Yes","2016","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2016","indirect migration background","(1b) general elementary school","","","",""
"Yes","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2017","no migration background","(0) in school","10","","",""
"Yes","2017","no migration background","(1a) inadequately completed","42","1","1","1"
"Yes","2017","no migration background","(1b) general elementary school","260","1","1","1"
"Yes","2017","no migration background","(1c) basic vocational qualification","1005","1","1","1"
"Yes","2017","no migration background","(2b) intermediate general qualification","86","1","1","1"
"Yes","2017","no migration background","(2a) intermediate vocational","966","1","1","1"
"Yes","2017","no migration background","(2c_gen) general maturity certificate","57","1","1","1"
"Yes","2017","no migration background","(2c_voc) vocational maturity certificate","224","1","1","1"
"Yes","2017","no migration background","(3a) lower tertiary education","245","1","1","1"
"Yes","2017","no migration background","(3b) higher tertiary education","339","1","1","1"
"Yes","2017","direct migration background","(0) in school","1","","",""
"Yes","2017","direct migration background","(1a) inadequately completed","51","1","1","1"
"Yes","2017","direct migration background","(1b) general elementary school","132","1","1","1"
"Yes","2017","direct migration background","(1c) basic vocational qualification","152","1","1","1"
"Yes","2017","direct migration background","(2b) intermediate general qualification","6","","",""
"Yes","2017","direct migration background","(2a) intermediate vocational","27","","",""
"Yes","2017","direct migration background","(2c_gen) general maturity certificate","57","1","1","1"
"Yes","2017","direct migration background","(2c_voc) vocational maturity certificate","125","1","1","1"
"Yes","2017","direct migration background","(3a) lower tertiary education","6","","",""
"Yes","2017","direct migration background","(3b) higher tertiary education","108","1","1","1"
"Yes","2017","indirect migration background","(0) in school","","","",""
"Yes","2017","indirect migration background","(1a) inadequately completed","6","","",""
"Yes","2017","indirect migration background","(1b) general elementary school","23","","",""
"Yes","2017","indirect migration background","(1c) basic vocational qualification","34","1","1","1"
"Yes","2017","indirect migration background","(2b) intermediate general qualification","9","","",""
"Yes","2017","indirect migration background","(2a) intermediate vocational","33","1","1","1"
"Yes","2017","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"Yes","2017","indirect migration background","(2c_voc) vocational maturity certificate","17","","",""
"Yes","2017","indirect migration background","(3a) lower tertiary education","7","","",""
"Yes","2017","indirect migration background","(3b) higher tertiary education","18","","",""
"Yes","2018","no migration background","(0) in school","","","",""
"Yes","2018","no migration background","(1a) inadequately completed","","","",""
"Yes","2018","no migration background","(1b) general elementary school","","","",""
"Yes","2018","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","no migration background","(2a) intermediate vocational","","","",""
"Yes","2018","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","no migration background","(3a) lower tertiary education","","","",""
"Yes","2018","no migration background","(3b) higher tertiary education","","","",""
"Yes","2018","direct migration background","(0) in school","","","",""
"Yes","2018","direct migration background","(1a) inadequately completed","","","",""
"Yes","2018","direct migration background","(1b) general elementary school","","","",""
"Yes","2018","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2018","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2018","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2018","indirect migration background","(0) in school","","","",""
"Yes","2018","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2018","indirect migration background","(1b) general elementary school","","","",""
"Yes","2018","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2018","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2018","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2019","no migration background","(0) in school","3","","",""
"Yes","2019","no migration background","(1a) inadequately completed","47","1","1","1"
"Yes","2019","no migration background","(1b) general elementary school","240","1","1","1"
"Yes","2019","no migration background","(1c) basic vocational qualification","889","1","1","1"
"Yes","2019","no migration background","(2b) intermediate general qualification","76","1","1","1"
"Yes","2019","no migration background","(2a) intermediate vocational","942","1","1","1"
"Yes","2019","no migration background","(2c_gen) general maturity certificate","66","1","1","1"
"Yes","2019","no migration background","(2c_voc) vocational maturity certificate","265","1","1","1"
"Yes","2019","no migration background","(3a) lower tertiary education","275","1","1","1"
"Yes","2019","no migration background","(3b) higher tertiary education","404","1","1","1"
"Yes","2019","direct migration background","(0) in school","","","",""
"Yes","2019","direct migration background","(1a) inadequately completed","43","1","1","1"
"Yes","2019","direct migration background","(1b) general elementary school","94","1","1","1"
"Yes","2019","direct migration background","(1c) basic vocational qualification","125","1","1","1"
"Yes","2019","direct migration background","(2b) intermediate general qualification","7","","",""
"Yes","2019","direct migration background","(2a) intermediate vocational","23","","",""
"Yes","2019","direct migration background","(2c_gen) general maturity certificate","49","1","1","1"
"Yes","2019","direct migration background","(2c_voc) vocational maturity certificate","96","1","1","1"
"Yes","2019","direct migration background","(3a) lower tertiary education","6","","",""
"Yes","2019","direct migration background","(3b) higher tertiary education","100","1","1","1"
"Yes","2019","indirect migration background","(0) in school","2","","",""
"Yes","2019","indirect migration background","(1a) inadequately completed","4","","",""
"Yes","2019","indirect migration background","(1b) general elementary school","19","","",""
"Yes","2019","indirect migration background","(1c) basic vocational qualification","26","","",""
"Yes","2019","indirect migration background","(2b) intermediate general qualification","9","","",""
"Yes","2019","indirect migration background","(2a) intermediate vocational","41","1","1","1"
"Yes","2019","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Yes","2019","indirect migration background","(2c_voc) vocational maturity certificate","14","","",""
"Yes","2019","indirect migration background","(3a) lower tertiary education","13","","",""
"Yes","2019","indirect migration background","(3b) higher tertiary education","25","","",""
