"ple0022","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"No","2013","general elemantary","Male","491","0.840373658201577","0.810694016492987","0.870053299910167"
"No","2013","general elemantary","Female","949","0.722276197275914","0.69774991461223","0.746802479939599"
"No","2013","middle vocational","Male","3518","0.804376875043014","0.79256841064582","0.816185339440208"
"No","2013","middle vocational","Female","4067","0.779021765133602","0.767661379436346","0.790382150830858"
"No","2013","vocational + Abi","Male","362","0.840224862154771","0.805183917120212","0.87526580718933"
"No","2013","vocational + Abi","Female","585","0.833501880467632","0.805563855727803","0.86143990520746"
"No","2013","higher vocational","Male","667","0.803394533294336","0.776291350247847","0.830497716340825"
"No","2013","higher vocational","Female","399","0.77360798567128","0.737180001830589","0.810035969511971"
"No","2013","higher education","Male","2053","0.868611151697611","0.854978633883454","0.882243669511768"
"No","2013","higher education","Female","1808","0.852518088202084","0.837420631485376","0.867615544918792"
"Yes","2014","in school","Male","","","",""
"Yes","2014","in school","Female","","","",""
"Yes","2014","inadequately","Male","","","",""
"Yes","2014","inadequately","Female","","","",""
"Yes","2014","general elemantary","Male","","","",""
"Yes","2014","general elemantary","Female","","","",""
"Yes","2014","middle vocational","Male","","","",""
"Yes","2014","middle vocational","Female","","","",""
"Yes","2014","vocational + Abi","Male","","","",""
"Yes","2014","vocational + Abi","Female","","","",""
"Yes","2014","higher vocational","Male","","","",""
"Yes","2014","higher vocational","Female","","","",""
"Yes","2014","higher education","Male","","","",""
"Yes","2014","higher education","Female","","","",""
"No","2014","in school","Male","","","",""
"No","2014","in school","Female","","","",""
"No","2014","inadequately","Male","","","",""
"No","2014","inadequately","Female","","","",""
"No","2014","general elemantary","Male","","","",""
"No","2014","general elemantary","Female","","","",""
"No","2014","middle vocational","Male","","","",""
"No","2014","middle vocational","Female","","","",""
"No","2014","vocational + Abi","Male","","","",""
"No","2014","vocational + Abi","Female","","","",""
"No","2014","higher vocational","Male","","","",""
"No","2014","higher vocational","Female","","","",""
"No","2014","higher education","Male","","","",""
"No","2014","higher education","Female","","","",""
"Yes","2015","in school","Male","3","","",""
"Yes","2015","in school","Female","8","","",""
"Yes","2015","inadequately","Male","29","","",""
"Yes","2015","inadequately","Female","51","0.244948196169524","0.191531882314256","0.298364510024792"
"Yes","2015","general elemantary","Male","142","0.12994882781541","0.109333928190721","0.150563727440098"
"Yes","2015","general elemantary","Female","370","0.250477812758057","0.229671866601204","0.271283758914911"
"Yes","2015","middle vocational","Male","943","0.190035622262474","0.179411957446626","0.200659287078321"
"Yes","2015","middle vocational","Female","1266","0.222483328073691","0.212350459074215","0.232616197073167"
"Yes","2015","vocational + Abi","Male","83","0.124129180251828","0.0999942812513808","0.148264079252276"
"Yes","2015","vocational + Abi","Female","183","0.161531158776144","0.141080395614047","0.181981921938241"
"Yes","2015","higher vocational","Male","171","0.169302786732315","0.14540509509512","0.19320047836951"
"Yes","2015","higher vocational","Female","110","0.216374328227385","0.18303502824109","0.249713628213681"
"Yes","2015","higher education","Male","345","0.118339047304597","0.106704654429125","0.129973440180068"
"Yes","2015","higher education","Female","393","0.139891344511656","0.127335723758538","0.152446965264775"
"No","2015","in school","Male","152","0.984844756703006","0.965611732113168","1.00407778129284"
"No","2015","in school","Female","189","0.921909803785399","0.88444206777155","0.959377539799248"
"No","2015","inadequately","Male","134","0.783649148003954","0.720437891013346","0.846860404994563"
"No","2015","inadequately","Female","198","0.755051803830476","0.701635489975208","0.808468117685744"
"No","2015","general elemantary","Male","880","0.87005117218459","0.849436272559901","0.890666071809279"
"No","2015","general elemantary","Female","1296","0.749522187241943","0.728716241085089","0.770328133398796"
"No","2015","middle vocational","Male","4296","0.809964377737526","0.799340712921679","0.820588042553374"
"No","2015","middle vocational","Female","5206","0.777516671926309","0.767383802926833","0.787649540925785"
"No","2015","vocational + Abi","Male","634","0.875870819748172","0.851735920747724","0.900005718748619"
"No","2015","vocational + Abi","Female","1061","0.838468841223856","0.818018078061759","0.858919604385953"
"No","2015","higher vocational","Male","775","0.830697213267685","0.80679952163049","0.85459490490488"
"No","2015","higher vocational","Female","476","0.783625671772615","0.750286371786319","0.81696497175891"
"No","2015","higher education","Male","2616","0.881660952695403","0.870026559819932","0.893295345570875"
"No","2015","higher education","Female","2539","0.860108655488344","0.847553034735225","0.872664276241462"
"Yes","2016","in school","Male","","","",""
"Yes","2016","in school","Female","","","",""
"Yes","2016","inadequately","Male","","","",""
"Yes","2016","inadequately","Female","","","",""
"Yes","2016","general elemantary","Male","","","",""
"Yes","2016","general elemantary","Female","","","",""
"Yes","2016","middle vocational","Male","","","",""
"Yes","2016","middle vocational","Female","","","",""
"Yes","2016","vocational + Abi","Male","","","",""
"Yes","2016","vocational + Abi","Female","","","",""
"Yes","2016","higher vocational","Male","","","",""
"Yes","2016","higher vocational","Female","","","",""
"Yes","2016","higher education","Male","","","",""
"Yes","2016","higher education","Female","","","",""
"No","2016","in school","Male","","","",""
"No","2016","in school","Female","","","",""
"No","2016","inadequately","Male","","","",""
"No","2016","inadequately","Female","","","",""
"No","2016","general elemantary","Male","","","",""
"No","2016","general elemantary","Female","","","",""
"No","2016","middle vocational","Male","","","",""
"No","2016","middle vocational","Female","","","",""
"No","2016","vocational + Abi","Male","","","",""
"No","2016","vocational + Abi","Female","","","",""
"No","2016","higher vocational","Male","","","",""
"No","2016","higher vocational","Female","","","",""
"No","2016","higher education","Male","","","",""
"No","2016","higher education","Female","","","",""
"Yes","2017","in school","Male","4","","",""
"Yes","2017","in school","Female","7","","",""
"Yes","2017","inadequately","Male","30","0.173277128836445","0.119600898827414","0.226953358845476"
"Yes","2017","inadequately","Female","58","0.237835203810909","0.186670580103482","0.288999827518336"
"Yes","2017","general elemantary","Male","148","0.147025763713929","0.125727190482721","0.168324336945136"
"Yes","2017","general elemantary","Female","357","0.249356235049196","0.228814347256331","0.269898122842061"
"Yes","2017","middle vocational","Male","948","0.183335953385279","0.173119084256039","0.193552822514519"
"Yes","2017","middle vocational","Female","1209","0.204973601775163","0.195254428012554","0.214692775537773"
"Yes","2017","vocational + Abi","Male","99","0.112574069387137","0.0910193036379384","0.134128835136335"
"Yes","2017","vocational + Abi","Female","191","0.122445555731765","0.105274673028514","0.139616438435015"
"Yes","2017","higher vocational","Male","173","0.164778002231946","0.141175091522594","0.188380912941299"
"Yes","2017","higher vocational","Female","118","0.202471090520381","0.170236982734378","0.234705198306384"
"Yes","2017","higher education","Male","332","0.0995648110517676","0.0893132727956651","0.10981634930787"
"Yes","2017","higher education","Female","391","0.128025606889176","0.116586024838577","0.139465188939775"
"No","2017","in school","Male","189","0.977561849892746","0.956667200734121","0.99845649905137"
"No","2017","in school","Female","212","0.946262282668385","0.916396671554696","0.976127893782075"
"No","2017","inadequately","Male","161","0.826722871163555","0.773046641154524","0.880399101172586"
"No","2017","inadequately","Female","208","0.762164796189091","0.711000172481664","0.813329419896519"
"No","2017","general elemantary","Male","914","0.852974236286071","0.831675663054864","0.874272809517278"
"No","2017","general elemantary","Female","1347","0.750643764950804","0.730101877157939","0.771185652743669"
"No","2017","middle vocational","Male","4562","0.816664046614721","0.806447177485481","0.826880915743961"
"No","2017","middle vocational","Female","5418","0.795026398224837","0.785307224462227","0.804745571987446"
"No","2017","vocational + Abi","Male","727","0.887425930612863","0.865871164863665","0.908980696362062"
"No","2017","vocational + Abi","Female","1209","0.877554444268235","0.860383561564985","0.894725326971486"
"No","2017","higher vocational","Male","776","0.835221997768054","0.811619087058701","0.858824908477406"
"No","2017","higher vocational","Female","479","0.797528909479619","0.765294801693616","0.829763017265622"
"No","2017","higher education","Male","2945","0.900435188948232","0.89018365069213","0.910686727204335"
"No","2017","higher education","Female","2886","0.871974393110824","0.860534811060225","0.883413975161423"
"Yes","2018","in school","Male","","","",""
"Yes","2018","in school","Female","","","",""
"Yes","2018","inadequately","Male","","","",""
"Yes","2018","inadequately","Female","","","",""
"Yes","2018","general elemantary","Male","","","",""
"Yes","2018","general elemantary","Female","","","",""
"Yes","2018","middle vocational","Male","","","",""
"Yes","2018","middle vocational","Female","","","",""
"Yes","2018","vocational + Abi","Male","","","",""
"Yes","2018","vocational + Abi","Female","","","",""
"Yes","2018","higher vocational","Male","","","",""
"Yes","2018","higher vocational","Female","","","",""
"Yes","2018","higher education","Male","","","",""
"Yes","2018","higher education","Female","","","",""
"No","2018","in school","Male","","","",""
"No","2018","in school","Female","","","",""
"No","2018","inadequately","Male","","","",""
"No","2018","inadequately","Female","","","",""
"No","2018","general elemantary","Male","","","",""
"No","2018","general elemantary","Female","","","",""
"No","2018","middle vocational","Male","","","",""
"No","2018","middle vocational","Female","","","",""
"No","2018","vocational + Abi","Male","","","",""
"No","2018","vocational + Abi","Female","","","",""
"No","2018","higher vocational","Male","","","",""
"No","2018","higher vocational","Female","","","",""
"No","2018","higher education","Male","","","",""
"No","2018","higher education","Female","","","",""
"Yes","2019","in school","Male","","","",""
"Yes","2019","in school","Female","5","","",""
"Yes","2019","inadequately","Male","30","0.147709974780098","0.0949903777839363","0.200429571776259"
"Yes","2019","inadequately","Female","42","0.223808531746766","0.16835349779287","0.279263565700663"
"Yes","2019","general elemantary","Male","145","0.155221528471686","0.13269880714009","0.177744249803281"
"Yes","2019","general elemantary","Female","295","0.264208720268986","0.241340367698605","0.287077072839368"
"Yes","2019","middle vocational","Male","879","0.187128043940172","0.176391427097605","0.197864660782739"
"Yes","2019","middle vocational","Female","1116","0.201860545829475","0.191757102301557","0.211963989357394"
"Yes","2019","vocational + Abi","Male","95","0.0784088830567417","0.0601431039396369","0.0966746621738465"
"Yes","2019","vocational + Abi","Female","199","0.159017897468037","0.139445227089215","0.178590567846858"
"Yes","2019","higher vocational","Male","188","0.188695339096092","0.165392628870093","0.211998049322092"
"Yes","2019","higher vocational","Female","120","0.215417812526718","0.182216865525917","0.248618759527518"
"Yes","2019","higher education","Male","413","0.109516335144151","0.0994115597459297","0.119621110542372"
"Yes","2019","higher education","Female","410","0.126830899130471","0.115563528193029","0.138098270067913"
"No","2019","in school","Male","168","1","1","1"
"No","2019","in school","Female","158","0.956310105269735","0.924930739577052","0.987689470962418"
"No","2019","inadequately","Male","144","0.852290025219902","0.799570428223741","0.905009622216064"
"No","2019","inadequately","Female","175","0.776191468253234","0.720736434299338","0.83164650220713"
"No","2019","general elemantary","Male","848","0.844778471528314","0.822255750196719","0.86730119285991"
"No","2019","general elemantary","Female","1133","0.735791279731014","0.712922927160632","0.758659632301396"
"No","2019","middle vocational","Male","4190","0.812871956059828","0.802135339217261","0.823608572902395"
"No","2019","middle vocational","Female","4947","0.798139454170525","0.788036010642606","0.808242897698443"
"No","2019","vocational + Abi","Male","737","0.921591116943258","0.903325337826153","0.939856896060363"
"No","2019","vocational + Abi","Female","1142","0.840982102531963","0.821409432153142","0.860554772910785"
"No","2019","higher vocational","Male","895","0.811304660903908","0.788001950677908","0.834607371129907"
"No","2019","higher vocational","Female","469","0.784582187473282","0.751381240472482","0.817783134474083"
"No","2019","higher education","Male","3256","0.890483664855849","0.880378889457628","0.90058844025407"
"No","2019","higher education","Female","2941","0.873169100869529","0.861901729932087","0.884436471806971"
