"ple0022","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2013","indirect migration background","in school","52","0.998531459710619","0.988222046062739","1.0088408733585"
"No","2013","indirect migration background","inadequately","13","","",""
"No","2013","indirect migration background","general elemantary","109","0.948763901887659","0.908813398059425","0.988714405715894"
"No","2013","indirect migration background","middle vocational","273","0.853891629279288","0.814380646677923","0.893402611880653"
"No","2013","indirect migration background","vocational + Abi","34","0.992069008984779","0.963487714186613","1.02065030378294"
"No","2013","indirect migration background","higher vocational","28","","",""
"No","2013","indirect migration background","higher education","105","0.938041350305512","0.893786830866011","0.982295869745013"
"Yes","2014","no migration background","in school","","","",""
"Yes","2014","no migration background","inadequately","","","",""
"Yes","2014","no migration background","general elemantary","","","",""
"Yes","2014","no migration background","middle vocational","","","",""
"Yes","2014","no migration background","vocational + Abi","","","",""
"Yes","2014","no migration background","higher vocational","","","",""
"Yes","2014","no migration background","higher education","","","",""
"Yes","2014","direct migration background","in school","","","",""
"Yes","2014","direct migration background","inadequately","","","",""
"Yes","2014","direct migration background","general elemantary","","","",""
"Yes","2014","direct migration background","middle vocational","","","",""
"Yes","2014","direct migration background","vocational + Abi","","","",""
"Yes","2014","direct migration background","higher vocational","","","",""
"Yes","2014","direct migration background","higher education","","","",""
"Yes","2014","indirect migration background","in school","","","",""
"Yes","2014","indirect migration background","inadequately","","","",""
"Yes","2014","indirect migration background","general elemantary","","","",""
"Yes","2014","indirect migration background","middle vocational","","","",""
"Yes","2014","indirect migration background","vocational + Abi","","","",""
"Yes","2014","indirect migration background","higher vocational","","","",""
"Yes","2014","indirect migration background","higher education","","","",""
"No","2014","no migration background","in school","","","",""
"No","2014","no migration background","inadequately","","","",""
"No","2014","no migration background","general elemantary","","","",""
"No","2014","no migration background","middle vocational","","","",""
"No","2014","no migration background","vocational + Abi","","","",""
"No","2014","no migration background","higher vocational","","","",""
"No","2014","no migration background","higher education","","","",""
"No","2014","direct migration background","in school","","","",""
"No","2014","direct migration background","inadequately","","","",""
"No","2014","direct migration background","general elemantary","","","",""
"No","2014","direct migration background","middle vocational","","","",""
"No","2014","direct migration background","vocational + Abi","","","",""
"No","2014","direct migration background","higher vocational","","","",""
"No","2014","direct migration background","higher education","","","",""
"No","2014","indirect migration background","in school","","","",""
"No","2014","indirect migration background","inadequately","","","",""
"No","2014","indirect migration background","general elemantary","","","",""
"No","2014","indirect migration background","middle vocational","","","",""
"No","2014","indirect migration background","vocational + Abi","","","",""
"No","2014","indirect migration background","higher vocational","","","",""
"No","2014","indirect migration background","higher education","","","",""
"Yes","2015","no migration background","in school","5","","",""
"Yes","2015","no migration background","inadequately","34","0.206712886892421","0.143769732376504","0.269656041408337"
"Yes","2015","no migration background","general elemantary","347","0.229895625073633","0.209342621315201","0.250448628832066"
"Yes","2015","no migration background","middle vocational","1896","0.215206710597965","0.206968655543286","0.223444765652645"
"Yes","2015","no migration background","vocational + Abi","155","0.133656490252339","0.114624290069161","0.152688690435517"
"Yes","2015","no migration background","higher vocational","250","0.182408469464429","0.162003799921133","0.202813139007725"
"Yes","2015","no migration background","higher education","596","0.131581281734435","0.121876848337341","0.141285715131529"
"Yes","2015","direct migration background","in school","3","","",""
"Yes","2015","direct migration background","inadequately","41","0.249675380357303","0.192087554519701","0.307263206194906"
"Yes","2015","direct migration background","general elemantary","132","0.170431814992155","0.143873280497146","0.196990349487164"
"Yes","2015","direct migration background","middle vocational","246","0.187010513909464","0.167205451350706","0.206815576468223"
"Yes","2015","direct migration background","vocational + Abi","99","0.19655649679841","0.165276001614712","0.227836991982108"
"Yes","2015","direct migration background","higher vocational","23","","",""
"Yes","2015","direct migration background","higher education","123","0.136631003330713","0.115094575874517","0.15816743078691"
"Yes","2015","indirect migration background","in school","3","","",""
"Yes","2015","indirect migration background","inadequately","5","","",""
"Yes","2015","indirect migration background","general elemantary","33","0.0743557882185956","0.0450568306681712","0.10365474576902"
"Yes","2015","indirect migration background","middle vocational","67","0.087337274278521","0.0658305597693596","0.108843988787682"
"Yes","2015","indirect migration background","vocational + Abi","12","","",""
"Yes","2015","indirect migration background","higher vocational","8","","",""
"Yes","2015","indirect migration background","higher education","19","","",""
"No","2015","no migration background","in school","214","0.967369022397771","0.943838196843358","0.990899847952184"
"No","2015","no migration background","inadequately","125","0.793287113107579","0.730343958591663","0.856230267623496"
"No","2015","no migration background","general elemantary","1263","0.770104374926367","0.749551371167934","0.790657378684799"
"No","2015","no migration background","middle vocational","7664","0.784793289402035","0.776555234347355","0.793031344456714"
"No","2015","no migration background","vocational + Abi","1073","0.866343509747661","0.847311309564483","0.885375709930839"
"No","2015","no migration background","higher vocational","1126","0.817591530535571","0.797186860992275","0.837996200078867"
"No","2015","no migration background","higher education","4065","0.868418718265565","0.858714284868471","0.878123151662659"
"No","2015","direct migration background","in school","31","0.889377761988977","0.783945630692238","0.994809893285716"
"No","2015","direct migration background","inadequately","176","0.750324619642697","0.692736793805095","0.807912445480299"
"No","2015","direct migration background","general elemantary","638","0.829568185007845","0.803009650512836","0.856126719502854"
"No","2015","direct migration background","middle vocational","1243","0.812989486090535","0.793184423531777","0.832794548649294"
"No","2015","direct migration background","vocational + Abi","521","0.80344350320159","0.772163008017892","0.834723998385288"
"No","2015","direct migration background","higher vocational","75","0.747609919915759","0.661607886140355","0.833611953691163"
"No","2015","direct migration background","higher education","854","0.863368996669287","0.84183256921309","0.884905424125483"
"No","2015","indirect migration background","in school","96","0.928595833919812","0.877872751811256","0.979318916028369"
"No","2015","indirect migration background","inadequately","31","0.701084406487764","0.551544783915731","0.850624029059797"
"No","2015","indirect migration background","general elemantary","275","0.925644211781404","0.89634525423098","0.954943169331829"
"No","2015","indirect migration background","middle vocational","595","0.912662725721479","0.891156011212318","0.93416944023064"
"No","2015","indirect migration background","vocational + Abi","101","0.949151149219262","0.908645357126495","0.989656941312029"
"No","2015","indirect migration background","higher vocational","50","0.920866362890091","0.851393857279705","0.990338868500478"
"No","2015","indirect migration background","higher education","236","0.957342854523338","0.932539658482535","0.982146050564141"
"Yes","2016","no migration background","in school","","","",""
"Yes","2016","no migration background","inadequately","","","",""
"Yes","2016","no migration background","general elemantary","","","",""
"Yes","2016","no migration background","middle vocational","","","",""
"Yes","2016","no migration background","vocational + Abi","","","",""
"Yes","2016","no migration background","higher vocational","","","",""
"Yes","2016","no migration background","higher education","","","",""
"Yes","2016","direct migration background","in school","","","",""
"Yes","2016","direct migration background","inadequately","","","",""
"Yes","2016","direct migration background","general elemantary","","","",""
"Yes","2016","direct migration background","middle vocational","","","",""
"Yes","2016","direct migration background","vocational + Abi","","","",""
"Yes","2016","direct migration background","higher vocational","","","",""
"Yes","2016","direct migration background","higher education","","","",""
"Yes","2016","indirect migration background","in school","","","",""
"Yes","2016","indirect migration background","inadequately","","","",""
"Yes","2016","indirect migration background","general elemantary","","","",""
"Yes","2016","indirect migration background","middle vocational","","","",""
"Yes","2016","indirect migration background","vocational + Abi","","","",""
"Yes","2016","indirect migration background","higher vocational","","","",""
"Yes","2016","indirect migration background","higher education","","","",""
"No","2016","no migration background","in school","","","",""
"No","2016","no migration background","inadequately","","","",""
"No","2016","no migration background","general elemantary","","","",""
"No","2016","no migration background","middle vocational","","","",""
"No","2016","no migration background","vocational + Abi","","","",""
"No","2016","no migration background","higher vocational","","","",""
"No","2016","no migration background","higher education","","","",""
"No","2016","direct migration background","in school","","","",""
"No","2016","direct migration background","inadequately","","","",""
"No","2016","direct migration background","general elemantary","","","",""
"No","2016","direct migration background","middle vocational","","","",""
"No","2016","direct migration background","vocational + Abi","","","",""
"No","2016","direct migration background","higher vocational","","","",""
"No","2016","direct migration background","higher education","","","",""
"No","2016","indirect migration background","in school","","","",""
"No","2016","indirect migration background","inadequately","","","",""
"No","2016","indirect migration background","general elemantary","","","",""
"No","2016","indirect migration background","middle vocational","","","",""
"No","2016","indirect migration background","vocational + Abi","","","",""
"No","2016","indirect migration background","higher vocational","","","",""
"No","2016","indirect migration background","higher education","","","",""
"Yes","2017","no migration background","in school","10","","",""
"Yes","2017","no migration background","inadequately","34","0.248863238761518","0.183678696264897","0.314047781258139"
"Yes","2017","no migration background","general elemantary","338","0.220930993311867","0.201318787643206","0.240543198980529"
"Yes","2017","no migration background","middle vocational","1851","0.204414979925505","0.196457066609531","0.21237289324148"
"Yes","2017","no migration background","vocational + Abi","158","0.0995754313902014","0.0841205659792829","0.11503029680112"
"Yes","2017","no migration background","higher vocational","266","0.176760721526839","0.156750066437417","0.19677137661626"
"Yes","2017","no migration background","higher education","584","0.115903372894022","0.107098108247573","0.124708637540471"
"Yes","2017","direct migration background","in school","1","","",""
"Yes","2017","direct migration background","inadequately","47","0.181665958437912","0.13377533358912","0.229556583286704"
"Yes","2017","direct migration background","general elemantary","137","0.220235917388512","0.190889209207135","0.249582625569889"
"Yes","2017","direct migration background","middle vocational","233","0.166907920809933","0.148344106390827","0.185471735229038"
"Yes","2017","direct migration background","vocational + Abi","117","0.166833926286983","0.138260179564627","0.195407673009339"
"Yes","2017","direct migration background","higher vocational","18","","",""
"Yes","2017","direct migration background","higher education","114","0.104797685767023","0.0874171038286091","0.122178267705437"
"Yes","2017","indirect migration background","in school","","","",""
"Yes","2017","indirect migration background","inadequately","7","","",""
"Yes","2017","indirect migration background","general elemantary","30","0.0780791616691037","0.0467095373478019","0.109448785990405"
"Yes","2017","indirect migration background","middle vocational","73","0.0885761720666598","0.0678510004557832","0.109301343677536"
"Yes","2017","indirect migration background","vocational + Abi","15","","",""
"Yes","2017","indirect migration background","higher vocational","7","","",""
"Yes","2017","indirect migration background","higher education","25","","",""
"No","2017","no migration background","in school","280","0.952044224078808","0.927451982609704","0.976636465547911"
"No","2017","no migration background","inadequately","135","0.751136761238482","0.685952218741861","0.816321303735103"
"No","2017","no migration background","general elemantary","1381","0.779069006688133","0.759456801019472","0.798681212356794"
"No","2017","no migration background","middle vocational","8014","0.795585020074495","0.78762710675852","0.803542933390469"
"No","2017","no migration background","vocational + Abi","1284","0.900424568609799","0.88496970319888","0.915879434020717"
"No","2017","no migration background","higher vocational","1130","0.823239278473161","0.80322862338374","0.843249933562583"
"No","2017","no migration background","higher education","4493","0.884096627105978","0.875291362459529","0.892901891752427"
"No","2017","direct migration background","in school","33","0.958083654726086","0.890723658751724","1.02544365070045"
"No","2017","direct migration background","inadequately","202","0.818334041562088","0.770443416713296","0.86622466641088"
"No","2017","direct migration background","general elemantary","629","0.779764082611488","0.750417374430111","0.809110790792865"
"No","2017","direct migration background","middle vocational","1317","0.833092079190068","0.814528264770962","0.851655893609173"
"No","2017","direct migration background","vocational + Abi","537","0.833166073713017","0.804592326990661","0.861739820435373"
"No","2017","direct migration background","higher vocational","73","0.757808041560145","0.669786927877327","0.845829155242962"
"No","2017","direct migration background","higher education","1079","0.895202314232977","0.877821732294563","0.912582896171391"
"No","2017","indirect migration background","in school","88","1","1","1"
"No","2017","indirect migration background","inadequately","32","0.793222142707472","0.666116386921716","0.920327898493228"
"No","2017","indirect migration background","general elemantary","251","0.921920838330896","0.890551214009595","0.953290462652198"
"No","2017","indirect migration background","middle vocational","649","0.91142382793334","0.890698656322464","0.932148999544217"
"No","2017","indirect migration background","vocational + Abi","115","0.872420950841849","0.815071516505952","0.929770385177746"
"No","2017","indirect migration background","higher vocational","52","0.961034536183539","0.911656762167577","1.0104123101995"
"No","2017","indirect migration background","higher education","259","0.909556782990132","0.876199410834482","0.942914155145783"
"Yes","2018","no migration background","in school","","","",""
"Yes","2018","no migration background","inadequately","","","",""
"Yes","2018","no migration background","general elemantary","","","",""
"Yes","2018","no migration background","middle vocational","","","",""
"Yes","2018","no migration background","vocational + Abi","","","",""
"Yes","2018","no migration background","higher vocational","","","",""
"Yes","2018","no migration background","higher education","","","",""
"Yes","2018","direct migration background","in school","","","",""
"Yes","2018","direct migration background","inadequately","","","",""
"Yes","2018","direct migration background","general elemantary","","","",""
"Yes","2018","direct migration background","middle vocational","","","",""
"Yes","2018","direct migration background","vocational + Abi","","","",""
"Yes","2018","direct migration background","higher vocational","","","",""
"Yes","2018","direct migration background","higher education","","","",""
"Yes","2018","indirect migration background","in school","","","",""
"Yes","2018","indirect migration background","inadequately","","","",""
"Yes","2018","indirect migration background","general elemantary","","","",""
"Yes","2018","indirect migration background","middle vocational","","","",""
"Yes","2018","indirect migration background","vocational + Abi","","","",""
"Yes","2018","indirect migration background","higher vocational","","","",""
"Yes","2018","indirect migration background","higher education","","","",""
"No","2018","no migration background","in school","","","",""
"No","2018","no migration background","inadequately","","","",""
"No","2018","no migration background","general elemantary","","","",""
"No","2018","no migration background","middle vocational","","","",""
"No","2018","no migration background","vocational + Abi","","","",""
"No","2018","no migration background","higher vocational","","","",""
"No","2018","no migration background","higher education","","","",""
"No","2018","direct migration background","in school","","","",""
"No","2018","direct migration background","inadequately","","","",""
"No","2018","direct migration background","general elemantary","","","",""
"No","2018","direct migration background","middle vocational","","","",""
"No","2018","direct migration background","vocational + Abi","","","",""
"No","2018","direct migration background","higher vocational","","","",""
"No","2018","direct migration background","higher education","","","",""
"No","2018","indirect migration background","in school","","","",""
"No","2018","indirect migration background","inadequately","","","",""
"No","2018","indirect migration background","general elemantary","","","",""
"No","2018","indirect migration background","middle vocational","","","",""
"No","2018","indirect migration background","vocational + Abi","","","",""
"No","2018","indirect migration background","higher vocational","","","",""
"No","2018","indirect migration background","higher education","","","",""
"Yes","2019","no migration background","in school","3","","",""
"Yes","2019","no migration background","inadequately","31","0.228760051389418","0.161089130812151","0.296430971966684"
"Yes","2019","no migration background","general elemantary","313","0.237218094719871","0.216302980521375","0.258133208918366"
"Yes","2019","no migration background","middle vocational","1732","0.20667170675009","0.198412846059833","0.214930567440348"
"Yes","2019","no migration background","vocational + Abi","194","0.110102741123708","0.0943094561694308","0.125896026077986"
"Yes","2019","no migration background","higher vocational","281","0.203786366484217","0.183556151073226","0.224016581895208"
"Yes","2019","no migration background","higher education","679","0.123429452319719","0.114827466598775","0.132031438040662"
"Yes","2019","direct migration background","in school","","","",""
"Yes","2019","direct migration background","inadequately","35","0.166342932384967","0.115241990847325","0.217443873922608"
"Yes","2019","direct migration background","general elemantary","101","0.209615060293219","0.176882088373537","0.242348032212901"
"Yes","2019","direct migration background","middle vocational","200","0.162947980364087","0.142342097510635","0.183553863217539"
"Yes","2019","direct migration background","vocational + Abi","89","0.196023796948218","0.161968173500743","0.230079420395693"
"Yes","2019","direct migration background","higher vocational","14","","",""
"Yes","2019","direct migration background","higher education","106","0.0873648333888837","0.0704379826484929","0.104291684129274"
"Yes","2019","indirect migration background","in school","2","","",""
"Yes","2019","indirect migration background","inadequately","6","","",""
"Yes","2019","indirect migration background","general elemantary","26","","",""
"Yes","2019","indirect migration background","middle vocational","63","0.0786221522975493","0.0582117668073258","0.0990325377877728"
"Yes","2019","indirect migration background","vocational + Abi","11","","",""
"Yes","2019","indirect migration background","higher vocational","13","","",""
"Yes","2019","indirect migration background","higher education","38","0.123536725338508","0.0884051160088071","0.158668334668208"
"No","2019","no migration background","in school","201","0.982769206974169","0.964912087251684","1.00062632669665"
"No","2019","no migration background","inadequately","117","0.771239948610582","0.703569028033316","0.838910869187849"
"No","2019","no migration background","general elemantary","1276","0.762781905280129","0.741866791081634","0.783697019478625"
"No","2019","no migration background","middle vocational","7502","0.79332829324991","0.785069432559652","0.801587153940167"
"No","2019","no migration background","vocational + Abi","1315","0.889897258876292","0.874103973922014","0.905690543830569"
"No","2019","no migration background","higher vocational","1242","0.796213633515783","0.775983418104792","0.816443848926774"
"No","2019","no migration background","higher education","4938","0.876570547680281","0.867968561959338","0.885172533401225"
"No","2019","direct migration background","in school","45","1","1","1"
"No","2019","direct migration background","inadequately","169","0.833657067615033","0.782556126077392","0.884758009152675"
"No","2019","direct migration background","general elemantary","493","0.790384939706781","0.757651967787099","0.823117911626463"
"No","2019","direct migration background","middle vocational","1034","0.837052019635913","0.816446136782461","0.857657902489365"
"No","2019","direct migration background","vocational + Abi","433","0.803976203051782","0.769920579604307","0.838031826499257"
"No","2019","direct migration background","higher vocational","60","0.850455655472713","0.769201970745198","0.931709340200229"
"No","2019","direct migration background","higher education","963","0.912635166611116","0.895708315870726","0.929562017351507"
"No","2019","indirect migration background","in school","80","0.95957784180674","0.916950228354304","1.00220545525918"
"No","2019","indirect migration background","inadequately","33","0.769045088910268","0.636776935663392","0.901313242157145"
"No","2019","indirect migration background","general elemantary","213","0.897594624344443","0.859157522049315","0.936031726639571"
"No","2019","indirect migration background","middle vocational","605","0.921377847702451","0.900967462212227","0.941788233192674"
"No","2019","indirect migration background","vocational + Abi","131","0.972180707586518","0.945131754677909","0.999229660495128"
"No","2019","indirect migration background","higher vocational","62","0.870697939127572","0.794760850771173","0.946635027483971"
"No","2019","indirect migration background","higher education","299","0.876463274661492","0.841331665331792","0.911594883991193"
