"ple0022","year","bula_h","n","percent","lower_confidence","upper_confidence"
"No","2015","Saxony","1274","0.831492991251243","0.812724701700437","0.850261280802049"
"No","2015","Saxony-Anhalt","704","0.776683345716911","0.749291319362869","0.804075372070953"
"No","2015","Thuringia","739","0.765640098007506","0.738356817595559","0.792923378419452"
"Yes","2016","Schleswig-Holstein","","","",""
"Yes","2016","Hamburg","","","",""
"Yes","2016","Lower Saxony","","","",""
"Yes","2016","Bremen","","","",""
"Yes","2016","North Rhine-Westphalia","","","",""
"Yes","2016","Hesse","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","","","",""
"Yes","2016","Baden-Württemberg","","","",""
"Yes","2016","Bavaria","","","",""
"Yes","2016","Berlin","","","",""
"Yes","2016","Brandenburg","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","","","",""
"Yes","2016","Saxony","","","",""
"Yes","2016","Saxony-Anhalt","","","",""
"Yes","2016","Thuringia","","","",""
"No","2016","Schleswig-Holstein","","","",""
"No","2016","Hamburg","","","",""
"No","2016","Lower Saxony","","","",""
"No","2016","Bremen","","","",""
"No","2016","North Rhine-Westphalia","","","",""
"No","2016","Hesse","","","",""
"No","2016","Rhineland-Palatinate,Saarland","","","",""
"No","2016","Baden-Württemberg","","","",""
"No","2016","Bavaria","","","",""
"No","2016","Berlin","","","",""
"No","2016","Brandenburg","","","",""
"No","2016","Mecklenburg-Western Pomerania","","","",""
"No","2016","Saxony","","","",""
"No","2016","Saxony-Anhalt","","","",""
"No","2016","Thuringia","","","",""
"Yes","2017","Schleswig-Holstein","130","0.144013780589651","0.121722395580242","0.166305165599059"
"Yes","2017","Hamburg","67","0.113100739425864","0.0844064791704325","0.141794999681296"
"Yes","2017","Lower Saxony","431","0.19041469911775","0.175629569674853","0.205199828560648"
"Yes","2017","Bremen","26","","",""
"Yes","2017","North Rhine-Westphalia","914","0.174310383179871","0.164334829431881","0.184285936927862"
"Yes","2017","Hesse","249","0.157317020896708","0.140478075346497","0.174155966446919"
"Yes","2017","Rhineland-Palatinate,Saarland","227","0.159463081506747","0.14113633020258","0.177789832810913"
"Yes","2017","Baden-Württemberg","419","0.159258104307296","0.146261300643969","0.172254907970623"
"Yes","2017","Bavaria","614","0.162986411590505","0.151866289174879","0.174106534006131"
"Yes","2017","Berlin","157","0.174258788325685","0.150700824700186","0.197816751951185"
"Yes","2017","Brandenburg","164","0.155447163455603","0.133457896586262","0.177436430324944"
"Yes","2017","Mecklenburg-Western Pomerania","98","0.200655658297071","0.168118527234123","0.23319278936002"
"Yes","2017","Saxony","277","0.168289231759888","0.150313534047847","0.186264929471929"
"Yes","2017","Saxony-Anhalt","160","0.174814971338961","0.150378466735045","0.199251475942878"
"Yes","2017","Thuringia","174","0.174284612315131","0.150677820705031","0.197891403925231"
"No","2017","Schleswig-Holstein","823","0.855986219410349","0.83369483440094","0.878277604419758"
"No","2017","Hamburg","401","0.886899260574136","0.858205000318704","0.915593520829567"
"No","2017","Lower Saxony","2278","0.80958530088225","0.794800171439352","0.824370430325147"
"No","2017","Bremen","194","0.867869318824006","0.823122130140589","0.912616507507423"
"No","2017","North Rhine-Westphalia","4642","0.825689616820129","0.815714063072138","0.835665170568119"
"No","2017","Hesse","1547","0.842682979103292","0.825844033553081","0.859521924653503"
"No","2017","Rhineland-Palatinate,Saarland","1306","0.840536918493254","0.822210167189087","0.85886366979742"
"No","2017","Baden-Württemberg","2626","0.840741895692704","0.827745092029377","0.853738699356031"
"No","2017","Bavaria","3624","0.837013588409495","0.82589346599387","0.848133710825121"
"No","2017","Berlin","839","0.825741211674315","0.802183248048815","0.849299175299814"
"No","2017","Brandenburg","879","0.844552836544397","0.822563569675056","0.866542103413737"
"No","2017","Mecklenburg-Western Pomerania","484","0.799344341702929","0.76680721063998","0.831881472765877"
"No","2017","Saxony","1387","0.831710768240112","0.813735070528071","0.849686465952153"
"No","2017","Saxony-Anhalt","768","0.825185028661039","0.800748524057122","0.849621533264956"
"No","2017","Thuringia","818","0.825715387684869","0.802108596074768","0.849322179294969"
"Yes","2018","Schleswig-Holstein","","","",""
"Yes","2018","Hamburg","","","",""
"Yes","2018","Lower Saxony","","","",""
"Yes","2018","Bremen","","","",""
"Yes","2018","North Rhine-Westphalia","","","",""
"Yes","2018","Hesse","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","","","",""
"Yes","2018","Baden-Württemberg","","","",""
"Yes","2018","Bavaria","","","",""
"Yes","2018","Berlin","","","",""
"Yes","2018","Brandenburg","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","","","",""
"Yes","2018","Saxony","","","",""
"Yes","2018","Saxony-Anhalt","","","",""
"Yes","2018","Thuringia","","","",""
"No","2018","Schleswig-Holstein","","","",""
"No","2018","Hamburg","","","",""
"No","2018","Lower Saxony","","","",""
"No","2018","Bremen","","","",""
"No","2018","North Rhine-Westphalia","","","",""
"No","2018","Hesse","","","",""
"No","2018","Rhineland-Palatinate,Saarland","","","",""
"No","2018","Baden-Württemberg","","","",""
"No","2018","Bavaria","","","",""
"No","2018","Berlin","","","",""
"No","2018","Brandenburg","","","",""
"No","2018","Mecklenburg-Western Pomerania","","","",""
"No","2018","Saxony","","","",""
"No","2018","Saxony-Anhalt","","","",""
"No","2018","Thuringia","","","",""
"Yes","2019","Schleswig-Holstein","135","0.157877020382968","0.134835678132159","0.180918362633778"
"Yes","2019","Hamburg","73","0.160169269102409","0.129032756784764","0.191305781420053"
"Yes","2019","Lower Saxony","394","0.188195283452003","0.172894943630828","0.203495623273179"
"Yes","2019","Bremen","29","","",""
"Yes","2019","North Rhine-Westphalia","913","0.173622675356685","0.163552414170311","0.183692936543058"
"Yes","2019","Hesse","244","0.135828773908999","0.119628129028372","0.152029418789627"
"Yes","2019","Rhineland-Palatinate,Saarland","222","0.173621584687462","0.154284513782653","0.192958655592271"
"Yes","2019","Baden-Württemberg","406","0.178890502910914","0.164737491798462","0.193043514023367"
"Yes","2019","Bavaria","557","0.148971620543163","0.137899964101195","0.160043276985131"
"Yes","2019","Berlin","178","0.189675189155638","0.165825416396183","0.213524961915092"
"Yes","2019","Brandenburg","168","0.147440558740555","0.126658048301206","0.168223069179905"
"Yes","2019","Mecklenburg-Western Pomerania","104","0.202762836083916","0.170961025115069","0.234564647052762"
"Yes","2019","Saxony","259","0.156067670629808","0.138535186200649","0.173600155058967"
"Yes","2019","Saxony-Anhalt","165","0.216635966129899","0.189662225297717","0.243609706962081"
"Yes","2019","Thuringia","149","0.176623666820321","0.152088007030607","0.201159326610036"
"No","2019","Schleswig-Holstein","827","0.842122979617032","0.819081637366222","0.865164321867841"
"No","2019","Hamburg","460","0.839830730897591","0.808694218579947","0.870967243215236"
"No","2019","Lower Saxony","2113","0.811804716547997","0.796504376726821","0.827105056369172"
"No","2019","Bremen","192","0.872376221291305","0.828384630852449","0.91636781173016"
"No","2019","North Rhine-Westphalia","4522","0.826377324643315","0.816307063456942","0.836447585829689"
"No","2019","Hesse","1474","0.864171226091001","0.847970581210373","0.880371870971628"
"No","2019","Rhineland-Palatinate,Saarland","1252","0.826378415312538","0.807041344407729","0.845715486217347"
"No","2019","Baden-Württemberg","2411","0.821109497089086","0.806956485976633","0.835262508201538"
"No","2019","Bavaria","3416","0.851028379456837","0.839956723014869","0.862100035898805"
"No","2019","Berlin","860","0.810324810844362","0.786475038084908","0.834174583603817"
"No","2019","Brandenburg","950","0.852559441259445","0.831776930820096","0.873341951698794"
"No","2019","Mecklenburg-Western Pomerania","510","0.797237163916084","0.765435352947238","0.829038974884931"
"No","2019","Saxony","1387","0.843932329370192","0.826399844941033","0.861464813799351"
"No","2019","Saxony-Anhalt","731","0.783364033870101","0.756390293037919","0.810337774702284"
"No","2019","Thuringia","779","0.823376333179679","0.798840673389964","0.847911992969393"
