"year","pgisced97","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1986","inadequately","Male","6.87","7","326","6.63","7.11","4","5","9","9"
"1986","middle vocational","Female","7.57","8","2243","7.5","7.64","5","7","9","10"
"1986","middle vocational","Male","7.49","8","2713","7.42","7.56","5","7","9","10"
"1986","vocational + Abi","Female","7.79","8","110","7.47","8.11","5","7","9","10"
"1986","vocational + Abi","Male","7.51","8","163","7.18","7.84","5","7","9","10"
"1987","general elemantary","Female","7.15","8","1818","7.06","7.24","5","6","9","10"
"1987","general elemantary","Male","7.08","7","989","6.96","7.2","5","6","8","9"
"1987","higher education","Female","7.68","8","244","7.47","7.89","5","7","9","10"
"1987","higher education","Male","7.48","8","494","7.33","7.63","5","7","9","9"
"1987","higher vocational","Female","7.38","8","246","7.16","7.6","5","7","9","10"
"1987","higher vocational","Male","7.43","8","319","7.25","7.61","5","7","8","9"
"1987","in school","Female","7.4","8","88","7.01","7.79","4","7","9","10"
"1987","in school","Male","7.59","8","99","7.23","7.95","5","6","9","10"
"1987","inadequately","Female","6.91","7","441","6.73","7.09","4","5","8","10"
"1987","inadequately","Male","6.63","7","312","6.39","6.87","4","5","8","9"
"1987","middle vocational","Female","7.31","8","2224","7.23","7.39","5","6","9","10"
"1987","middle vocational","Male","7.29","8","2715","7.22","7.36","5","6","8","10"
"1987","vocational + Abi","Female","7.44","8","114","7.15","7.73","5","7","8","9"
"1987","vocational + Abi","Male","7.62","8","155","7.32","7.92","5","7","9","10"
"1988","general elemantary","Female","","","","","","","","",""
"1988","general elemantary","Male","","","","","","","","",""
"1988","higher education","Female","","","","","","","","",""
"1988","higher education","Male","","","","","","","","",""
"1988","higher vocational","Female","","","","","","","","",""
"1988","higher vocational","Male","","","","","","","","",""
"1988","in school","Female","","","","","","","","",""
"1988","in school","Male","","","","","","","","",""
"1988","inadequately","Female","","","","","","","","",""
"1988","inadequately","Male","","","","","","","","",""
"1988","middle vocational","Female","","","","","","","","",""
"1988","middle vocational","Male","","","","","","","","",""
"1988","vocational + Abi","Female","","","","","","","","",""
"1988","vocational + Abi","Male","","","","","","","","",""
"1989","general elemantary","Female","","","","","","","","",""
"1989","general elemantary","Male","","","","","","","","",""
"1989","higher education","Female","","","","","","","","",""
"1989","higher education","Male","","","","","","","","",""
"1989","higher vocational","Female","","","","","","","","",""
"1989","higher vocational","Male","","","","","","","","",""
"1989","in school","Female","","","","","","","","",""
"1989","in school","Male","","","","","","","","",""
"1989","inadequately","Female","","","","","","","","",""
"1989","inadequately","Male","","","","","","","","",""
"1989","middle vocational","Female","","","","","","","","",""
"1989","middle vocational","Male","","","","","","","","",""
"1989","vocational + Abi","Female","","","","","","","","",""
"1989","vocational + Abi","Male","","","","","","","","",""
"1990","general elemantary","Female","","","","","","","","",""
"1990","general elemantary","Male","","","","","","","","",""
"1990","higher education","Female","","","","","","","","",""
"1990","higher education","Male","","","","","","","","",""
"1990","higher vocational","Female","","","","","","","","",""
"1990","higher vocational","Male","","","","","","","","",""
"1990","in school","Female","","","","","","","","",""
"1990","in school","Male","","","","","","","","",""
"1990","inadequately","Female","","","","","","","","",""
"1990","inadequately","Male","","","","","","","","",""
"1990","middle vocational","Female","","","","","","","","",""
"1990","middle vocational","Male","","","","","","","","",""
"1990","vocational + Abi","Female","","","","","","","","",""
"1990","vocational + Abi","Male","","","","","","","","",""
"1991","general elemantary","Female","","","","","","","","",""
"1991","general elemantary","Male","","","","","","","","",""
"1991","higher education","Female","","","","","","","","",""
"1991","higher education","Male","","","","","","","","",""
"1991","higher vocational","Female","","","","","","","","",""
"1991","higher vocational","Male","","","","","","","","",""
"1991","in school","Female","","","","","","","","",""
"1991","in school","Male","","","","","","","","",""
"1991","inadequately","Female","","","","","","","","",""
"1991","inadequately","Male","","","","","","","","",""
"1991","middle vocational","Female","","","","","","","","",""
"1991","middle vocational","Male","","","","","","","","",""
"1991","vocational + Abi","Female","","","","","","","","",""
"1991","vocational + Abi","Male","","","","","","","","",""
"1992","general elemantary","Female","","","","","","","","",""
"1992","general elemantary","Male","","","","","","","","",""
"1992","higher education","Female","","","","","","","","",""
"1992","higher education","Male","","","","","","","","",""
"1992","higher vocational","Female","","","","","","","","",""
"1992","higher vocational","Male","","","","","","","","",""
"1992","in school","Female","","","","","","","","",""
"1992","in school","Male","","","","","","","","",""
"1992","inadequately","Female","","","","","","","","",""
"1992","inadequately","Male","","","","","","","","",""
"1992","middle vocational","Female","","","","","","","","",""
"1992","middle vocational","Male","","","","","","","","",""
"1992","vocational + Abi","Female","","","","","","","","",""
"1992","vocational + Abi","Male","","","","","","","","",""
"1993","general elemantary","Female","","","","","","","","",""
"1993","general elemantary","Male","","","","","","","","",""
"1993","higher education","Female","","","","","","","","",""
"1993","higher education","Male","","","","","","","","",""
"1993","higher vocational","Female","","","","","","","","",""
"1993","higher vocational","Male","","","","","","","","",""
"1993","in school","Female","","","","","","","","",""
"1993","in school","Male","","","","","","","","",""
"1993","inadequately","Female","","","","","","","","",""
"1993","inadequately","Male","","","","","","","","",""
"1993","middle vocational","Female","","","","","","","","",""
"1993","middle vocational","Male","","","","","","","","",""
"1993","vocational + Abi","Female","","","","","","","","",""
"1993","vocational + Abi","Male","","","","","","","","",""
"1994","general elemantary","Female","","","","","","","","",""
"1994","general elemantary","Male","","","","","","","","",""
"1994","higher education","Female","","","","","","","","",""
"1994","higher education","Male","","","","","","","","",""
"1994","higher vocational","Female","","","","","","","","",""
"1994","higher vocational","Male","","","","","","","","",""
"1994","in school","Female","","","","","","","","",""
"1994","in school","Male","","","","","","","","",""
"1994","inadequately","Female","","","","","","","","",""
"1994","inadequately","Male","","","","","","","","",""
"1994","middle vocational","Female","","","","","","","","",""
"1994","middle vocational","Male","","","","","","","","",""
"1994","vocational + Abi","Female","","","","","","","","",""
"1994","vocational + Abi","Male","","","","","","","","",""
"1995","general elemantary","Female","","","","","","","","",""
"1995","general elemantary","Male","","","","","","","","",""
"1995","higher education","Female","","","","","","","","",""
"1995","higher education","Male","","","","","","","","",""
"1995","higher vocational","Female","","","","","","","","",""
"1995","higher vocational","Male","","","","","","","","",""
"1995","in school","Female","","","","","","","","",""
"1995","in school","Male","","","","","","","","",""
"1995","inadequately","Female","","","","","","","","",""
"1995","inadequately","Male","","","","","","","","",""
"1995","middle vocational","Female","","","","","","","","",""
"1995","middle vocational","Male","","","","","","","","",""
"1995","vocational + Abi","Female","","","","","","","","",""
"1995","vocational + Abi","Male","","","","","","","","",""
"1996","general elemantary","Female","","","","","","","","",""
"1996","general elemantary","Male","","","","","","","","",""
"1996","higher education","Female","","","","","","","","",""
"1996","higher education","Male","","","","","","","","",""
"1996","higher vocational","Female","","","","","","","","",""
"1996","higher vocational","Male","","","","","","","","",""
"1996","in school","Female","","","","","","","","",""
"1996","in school","Male","","","","","","","","",""
"1996","inadequately","Female","","","","","","","","",""
"1996","inadequately","Male","","","","","","","","",""
"1996","middle vocational","Female","","","","","","","","",""
"1996","middle vocational","Male","","","","","","","","",""
"1996","vocational + Abi","Female","","","","","","","","",""
"1996","vocational + Abi","Male","","","","","","","","",""
"1997","general elemantary","Female","","","","","","","","",""
"1997","general elemantary","Male","","","","","","","","",""
"1997","higher education","Female","","","","","","","","",""
"1997","higher education","Male","","","","","","","","",""
"1997","higher vocational","Female","","","","","","","","",""
"1997","higher vocational","Male","","","","","","","","",""
"1997","in school","Female","","","","","","","","",""
"1997","in school","Male","","","","","","","","",""
"1997","inadequately","Female","","","","","","","","",""
"1997","inadequately","Male","","","","","","","","",""
"1997","middle vocational","Female","","","","","","","","",""
"1997","middle vocational","Male","","","","","","","","",""
"1997","vocational + Abi","Female","","","","","","","","",""
"1997","vocational + Abi","Male","","","","","","","","",""
"1998","general elemantary","Female","","","","","","","","",""
"1998","general elemantary","Male","","","","","","","","",""
"1998","higher education","Female","","","","","","","","",""
"1998","higher education","Male","","","","","","","","",""
"1998","higher vocational","Female","","","","","","","","",""
"1998","higher vocational","Male","","","","","","","","",""
"1998","in school","Female","","","","","","","","",""
"1998","in school","Male","","","","","","","","",""
"1998","inadequately","Female","","","","","","","","",""
"1998","inadequately","Male","","","","","","","","",""
"1998","middle vocational","Female","","","","","","","","",""
"1998","middle vocational","Male","","","","","","","","",""
"1998","vocational + Abi","Female","","","","","","","","",""
"1998","vocational + Abi","Male","","","","","","","","",""
"1999","general elemantary","Female","","","","","","","","",""
"1999","general elemantary","Male","","","","","","","","",""
"1999","higher education","Female","","","","","","","","",""
"1999","higher education","Male","","","","","","","","",""
"1999","higher vocational","Female","","","","","","","","",""
"1999","higher vocational","Male","","","","","","","","",""
"1999","in school","Female","","","","","","","","",""
"1999","in school","Male","","","","","","","","",""
"1999","inadequately","Female","","","","","","","","",""
"1999","inadequately","Male","","","","","","","","",""
"1999","middle vocational","Female","","","","","","","","",""
"1999","middle vocational","Male","","","","","","","","",""
"1999","vocational + Abi","Female","","","","","","","","",""
"1999","vocational + Abi","Male","","","","","","","","",""
"2000","general elemantary","Female","","","","","","","","",""
"2000","general elemantary","Male","","","","","","","","",""
"2000","higher education","Female","","","","","","","","",""
"2000","higher education","Male","","","","","","","","",""
"2000","higher vocational","Female","","","","","","","","",""
"2000","higher vocational","Male","","","","","","","","",""
"2000","in school","Female","","","","","","","","",""
"2000","in school","Male","","","","","","","","",""
"2000","inadequately","Female","","","","","","","","",""
"2000","inadequately","Male","","","","","","","","",""
"2000","middle vocational","Female","","","","","","","","",""
"2000","middle vocational","Male","","","","","","","","",""
"2000","vocational + Abi","Female","","","","","","","","",""
"2000","vocational + Abi","Male","","","","","","","","",""
"2001","general elemantary","Female","","","","","","","","",""
"2001","general elemantary","Male","","","","","","","","",""
"2001","higher education","Female","","","","","","","","",""
"2001","higher education","Male","","","","","","","","",""
"2001","higher vocational","Female","","","","","","","","",""
"2001","higher vocational","Male","","","","","","","","",""
"2001","in school","Female","","","","","","","","",""
"2001","in school","Male","","","","","","","","",""
"2001","inadequately","Female","","","","","","","","",""
"2001","inadequately","Male","","","","","","","","",""
"2001","middle vocational","Female","","","","","","","","",""
"2001","middle vocational","Male","","","","","","","","",""
"2001","vocational + Abi","Female","","","","","","","","",""
"2001","vocational + Abi","Male","","","","","","","","",""
"2002","general elemantary","Female","","","","","","","","",""
"2002","general elemantary","Male","","","","","","","","",""
"2002","higher education","Female","","","","","","","","",""
"2002","higher education","Male","","","","","","","","",""
"2002","higher vocational","Female","","","","","","","","",""
"2002","higher vocational","Male","","","","","","","","",""
"2002","in school","Female","","","","","","","","",""
"2002","in school","Male","","","","","","","","",""
"2002","inadequately","Female","","","","","","","","",""
"2002","inadequately","Male","","","","","","","","",""
"2002","middle vocational","Female","","","","","","","","",""
"2002","middle vocational","Male","","","","","","","","",""
"2002","vocational + Abi","Female","","","","","","","","",""
"2002","vocational + Abi","Male","","","","","","","","",""
"2003","general elemantary","Female","","","","","","","","",""
"2003","general elemantary","Male","","","","","","","","",""
"2003","higher education","Female","","","","","","","","",""
"2003","higher education","Male","","","","","","","","",""
"2003","higher vocational","Female","","","","","","","","",""
"2003","higher vocational","Male","","","","","","","","",""
"2003","in school","Female","","","","","","","","",""
"2003","in school","Male","","","","","","","","",""
"2003","inadequately","Female","","","","","","","","",""
"2003","inadequately","Male","","","","","","","","",""
"2003","middle vocational","Female","","","","","","","","",""
"2003","middle vocational","Male","","","","","","","","",""
"2003","vocational + Abi","Female","","","","","","","","",""
"2003","vocational + Abi","Male","","","","","","","","",""
"2004","general elemantary","Female","","","","","","","","",""
"2004","general elemantary","Male","","","","","","","","",""
"2004","higher education","Female","","","","","","","","",""
"2004","higher education","Male","","","","","","","","",""
"2004","higher vocational","Female","","","","","","","","",""
"2004","higher vocational","Male","","","","","","","","",""
"2004","in school","Female","","","","","","","","",""
"2004","in school","Male","","","","","","","","",""
"2004","inadequately","Female","","","","","","","","",""
"2004","inadequately","Male","","","","","","","","",""
"2004","middle vocational","Female","","","","","","","","",""
"2004","middle vocational","Male","","","","","","","","",""
"2004","vocational + Abi","Female","","","","","","","","",""
"2004","vocational + Abi","Male","","","","","","","","",""
"2005","general elemantary","Female","","","","","","","","",""
"2005","general elemantary","Male","","","","","","","","",""
"2005","higher education","Female","","","","","","","","",""
"2005","higher education","Male","","","","","","","","",""
"2005","higher vocational","Female","","","","","","","","",""
"2005","higher vocational","Male","","","","","","","","",""
"2005","in school","Female","","","","","","","","",""
"2005","in school","Male","","","","","","","","",""
"2005","inadequately","Female","","","","","","","","",""
"2005","inadequately","Male","","","","","","","","",""
"2005","middle vocational","Female","","","","","","","","",""
"2005","middle vocational","Male","","","","","","","","",""
"2005","vocational + Abi","Female","","","","","","","","",""
"2005","vocational + Abi","Male","","","","","","","","",""
"2006","general elemantary","Female","","","","","","","","",""
"2006","general elemantary","Male","","","","","","","","",""
"2006","higher education","Female","","","","","","","","",""
"2006","higher education","Male","","","","","","","","",""
"2006","higher vocational","Female","","","","","","","","",""
"2006","higher vocational","Male","","","","","","","","",""
"2006","in school","Female","","","","","","","","",""
"2006","in school","Male","","","","","","","","",""
"2006","inadequately","Female","","","","","","","","",""
"2006","inadequately","Male","","","","","","","","",""
"2006","middle vocational","Female","","","","","","","","",""
"2006","middle vocational","Male","","","","","","","","",""
"2006","vocational + Abi","Female","","","","","","","","",""
"2006","vocational + Abi","Male","","","","","","","","",""
"2007","general elemantary","Female","","","","","","","","",""
"2007","general elemantary","Male","","","","","","","","",""
"2007","higher education","Female","","","","","","","","",""
"2007","higher education","Male","","","","","","","","",""
"2007","higher vocational","Female","","","","","","","","",""
"2007","higher vocational","Male","","","","","","","","",""
"2007","in school","Female","","","","","","","","",""
"2007","in school","Male","","","","","","","","",""
"2007","inadequately","Female","","","","","","","","",""
"2007","inadequately","Male","","","","","","","","",""
"2007","middle vocational","Female","","","","","","","","",""
"2007","middle vocational","Male","","","","","","","","",""
"2007","vocational + Abi","Female","","","","","","","","",""
"2007","vocational + Abi","Male","","","","","","","","",""
"2008","general elemantary","Female","6.71","7","1382","6.6","6.82","4","5","8","9"
"2008","general elemantary","Male","6.88","7","626","6.73","7.03","5","6","8","9"
"2008","higher education","Female","7.36","8","1896","7.29","7.43","5","7","8","9"
"2008","higher education","Male","7.32","8","2286","7.25","7.39","5","7","8","9"
"2008","higher vocational","Female","6.89","7","578","6.75","7.03","4","6","8","9"
"2008","higher vocational","Male","6.86","7","831","6.73","6.99","5","6","8","9"
"2008","in school","Female","7.67","8","183","7.46","7.88","5","7","9","9"
"2008","in school","Male","7.88","8","170","7.66","8.1","6","7","9","9"
"2008","inadequately","Female","6.21","6","110","5.8","6.62","4","5","7","9"
"2008","inadequately","Male","6.6","7","73","6.18","7.02","4","5","8","9"
"2008","middle vocational","Female","6.98","7","5102","6.93","7.03","5","6","8","9"
"2008","middle vocational","Male","6.87","7","4578","6.82","6.92","4","6","8","9"
"2008","vocational + Abi","Female","7.39","8","650","7.27","7.51","5","7","8","9"
"2008","vocational + Abi","Male","7.17","8","441","7.01","7.33","5","6","8","9"
"2009","general elemantary","Female","","","","","","","","",""
"2009","general elemantary","Male","","","","","","","","",""
"2009","higher education","Female","","","","","","","","",""
"2009","higher education","Male","","","","","","","","",""
"2009","higher vocational","Female","","","","","","","","",""
"2009","higher vocational","Male","","","","","","","","",""
"2009","in school","Female","","","","","","","","",""
"2009","in school","Male","","","","","","","","",""
"2009","inadequately","Female","","","","","","","","",""
"2009","inadequately","Male","","","","","","","","",""
"2009","middle vocational","Female","","","","","","","","",""
"2009","middle vocational","Male","","","","","","","","",""
"2009","vocational + Abi","Female","","","","","","","","",""
"2009","vocational + Abi","Male","","","","","","","","",""
"2010","general elemantary","Female","","","","","","","","",""
"2010","general elemantary","Male","","","","","","","","",""
"2010","higher education","Female","","","","","","","","",""
"2010","higher education","Male","","","","","","","","",""
"2010","higher vocational","Female","","","","","","","","",""
"2010","higher vocational","Male","","","","","","","","",""
"2010","in school","Female","","","","","","","","",""
"2010","in school","Male","","","","","","","","",""
"2010","inadequately","Female","","","","","","","","",""
"2010","inadequately","Male","","","","","","","","",""
"2010","middle vocational","Female","","","","","","","","",""
"2010","middle vocational","Male","","","","","","","","",""
"2010","vocational + Abi","Female","","","","","","","","",""
"2010","vocational + Abi","Male","","","","","","","","",""
"2011","general elemantary","Female","","","","","","","","",""
"2011","general elemantary","Male","","","","","","","","",""
"2011","higher education","Female","","","","","","","","",""
"2011","higher education","Male","","","","","","","","",""
"2011","higher vocational","Female","","","","","","","","",""
"2011","higher vocational","Male","","","","","","","","",""
"2011","in school","Female","","","","","","","","",""
"2011","in school","Male","","","","","","","","",""
"2011","inadequately","Female","","","","","","","","",""
"2011","inadequately","Male","","","","","","","","",""
"2011","middle vocational","Female","","","","","","","","",""
"2011","middle vocational","Male","","","","","","","","",""
"2011","vocational + Abi","Female","","","","","","","","",""
"2011","vocational + Abi","Male","","","","","","","","",""
"2012","general elemantary","Female","","","","","","","","",""
"2012","general elemantary","Male","","","","","","","","",""
"2012","higher education","Female","","","","","","","","",""
"2012","higher education","Male","","","","","","","","",""
"2012","higher vocational","Female","","","","","","","","",""
"2012","higher vocational","Male","","","","","","","","",""
"2012","in school","Female","","","","","","","","",""
"2012","in school","Male","","","","","","","","",""
"2012","inadequately","Female","","","","","","","","",""
"2012","inadequately","Male","","","","","","","","",""
"2012","middle vocational","Female","","","","","","","","",""
"2012","middle vocational","Male","","","","","","","","",""
"2012","vocational + Abi","Female","","","","","","","","",""
"2012","vocational + Abi","Male","","","","","","","","",""
"2013","general elemantary","Female","6.94","7","1807","6.85","7.03","4","5","8","9"
"2013","general elemantary","Male","7.41","8","1089","7.31","7.51","5","7","9","10"
"2013","higher education","Female","7.74","8","2640","7.68","7.8","6","7","9","9"
"2013","higher education","Male","7.63","8","2793","7.57","7.69","6","7","9","9"
"2013","higher vocational","Female","7.11","7","516","6.97","7.25","5","6","8","9"
"2013","higher vocational","Male","7.32","8","859","7.21","7.43","5","7","8","9"
"2013","in school","Female","7.7","8","215","7.5","7.9","5","7","9","10"
"2013","in school","Male","8.03","8","212","7.85","8.21","7","7","9","9"
"2013","inadequately","Female","6.66","7","275","6.39","6.93","3","5","8","10"
"2013","inadequately","Male","6.81","7","212","6.49","7.13","4","5","8","10"
"2013","middle vocational","Female","7.33","8","5842","7.29","7.37","5","6","8","9"
"2013","middle vocational","Male","7.14","8","5128","7.09","7.19","5","6","8","9"
"2013","vocational + Abi","Female","7.71","8","1023","7.62","7.8","6","7","9","9"
"2013","vocational + Abi","Male","7.62","8","654","7.5","7.74","6","7","9","9"
"2014","general elemantary","Female","","","","","","","","",""
"2014","general elemantary","Male","","","","","","","","",""
"2014","higher education","Female","","","","","","","","",""
"2014","higher education","Male","","","","","","","","",""
"2014","higher vocational","Female","","","","","","","","",""
"2014","higher vocational","Male","","","","","","","","",""
"2014","in school","Female","","","","","","","","",""
"2014","in school","Male","","","","","","","","",""
"2014","inadequately","Female","","","","","","","","",""
"2014","inadequately","Male","","","","","","","","",""
"2014","middle vocational","Female","","","","","","","","",""
"2014","middle vocational","Male","","","","","","","","",""
"2014","vocational + Abi","Female","","","","","","","","",""
"2014","vocational + Abi","Male","","","","","","","","",""
"2015","general elemantary","Female","","","","","","","","",""
"2015","general elemantary","Male","","","","","","","","",""
"2015","higher education","Female","","","","","","","","",""
"2015","higher education","Male","","","","","","","","",""
"2015","higher vocational","Female","","","","","","","","",""
"2015","higher vocational","Male","","","","","","","","",""
"2015","in school","Female","","","","","","","","",""
"2015","in school","Male","","","","","","","","",""
"2015","inadequately","Female","","","","","","","","",""
"2015","inadequately","Male","","","","","","","","",""
"2015","middle vocational","Female","","","","","","","","",""
"2015","middle vocational","Male","","","","","","","","",""
"2015","vocational + Abi","Female","","","","","","","","",""
"2015","vocational + Abi","Male","","","","","","","","",""
"2016","general elemantary","Female","","","","","","","","",""
"2016","general elemantary","Male","","","","","","","","",""
"2016","higher education","Female","","","","","","","","",""
"2016","higher education","Male","","","","","","","","",""
"2016","higher vocational","Female","","","","","","","","",""
"2016","higher vocational","Male","","","","","","","","",""
"2016","in school","Female","","","","","","","","",""
"2016","in school","Male","","","","","","","","",""
"2016","inadequately","Female","","","","","","","","",""
"2016","inadequately","Male","","","","","","","","",""
"2016","middle vocational","Female","","","","","","","","",""
"2016","middle vocational","Male","","","","","","","","",""
"2016","vocational + Abi","Female","","","","","","","","",""
"2016","vocational + Abi","Male","","","","","","","","",""
"2017","general elemantary","Female","","","","","","","","",""
"2017","general elemantary","Male","","","","","","","","",""
"2017","higher education","Female","","","","","","","","",""
"2017","higher education","Male","","","","","","","","",""
"2017","higher vocational","Female","","","","","","","","",""
"2017","higher vocational","Male","","","","","","","","",""
"2017","in school","Female","","","","","","","","",""
"2017","in school","Male","","","","","","","","",""
"2017","inadequately","Female","","","","","","","","",""
"2017","inadequately","Male","","","","","","","","",""
"2017","middle vocational","Female","","","","","","","","",""
"2017","middle vocational","Male","","","","","","","","",""
"2017","vocational + Abi","Female","","","","","","","","",""
"2017","vocational + Abi","Male","","","","","","","","",""
"2018","general elemantary","Female","7.39","8","1583","7.3","7.48","5","7","9","9"
"2018","general elemantary","Male","7.41","8","1048","7.3","7.52","5","7","8","9"
"2018","higher education","Female","7.9","8","3159","7.85","7.95","6","7","9","9"
"2018","higher education","Male","7.89","8","3130","7.84","7.94","6","7","9","9"
"2018","higher vocational","Female","7.62","8","566","7.5","7.74","5","7","9","9"
"2018","higher vocational","Male","7.42","8","876","7.31","7.53","5","7","8","9"
"2018","in school","Female","7.67","8","186","7.43","7.91","5","7","9","9"
"2018","in school","Male","8.14","8","159","7.9","8.38","6","8","9","10"
"2018","inadequately","Female","7.1","7","275","6.85","7.35","5","5","9","10"
"2018","inadequately","Male","7","7","201","6.71","7.29","5","6","8","10"
"2018","middle vocational","Female","7.53","8","6244","7.49","7.57","5","7","9","9"
"2018","middle vocational","Male","7.37","8","5103","7.32","7.42","5","7","8","9"
"2018","vocational + Abi","Female","7.83","8","1310","7.75","7.91","6","7","9","9"
"2018","vocational + Abi","Male","7.68","8","792","7.58","7.78","6","7","9","9"
