"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1985","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1985","in school","Westdeutschland, alte Bundeslaender","7.71","8","184","5","7","9","10","7.45","7.97","8","8"
"1985","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1985","inadequately","Westdeutschland, alte Bundeslaender","7.06","7","830","4","5","9","10","6.91","7.21","7","8"
"1985","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1985","middle vocational","Westdeutschland, alte Bundeslaender","7.37","8","5152","5","6","9","10","7.32","7.42","8","8"
"1985","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1985","vocational + Abi","Westdeutschland, alte Bundeslaender","7.54","8","276","5","7","8","10","7.32","7.76","8","8"
"1986","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","general elemantary","Westdeutschland, alte Bundeslaender","7.39","8","2885","5","6","9","10","7.32","7.46","8","8"
"1986","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","higher education","Westdeutschland, alte Bundeslaender","7.91","8","745","6","7","9","10","7.8","8.02","8","8"
"1986","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","higher vocational","Westdeutschland, alte Bundeslaender","7.46","8","579","5","7","9","10","7.31","7.61","8","8"
"1986","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","in school","Westdeutschland, alte Bundeslaender","7.94","8","188","6","7","9","10","7.72","8.16","8","8"
"1986","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","inadequately","Westdeutschland, alte Bundeslaender","6.97","7","779","4","5","9","10","6.82","7.12","7","8"
"1986","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","middle vocational","Westdeutschland, alte Bundeslaender","7.53","8","4956","5","7","9","10","7.48","7.58","8","8"
"1986","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","vocational + Abi","Westdeutschland, alte Bundeslaender","7.63","8","273","5","7","9","10","7.4","7.86","8","8"
"1987","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","general elemantary","Westdeutschland, alte Bundeslaender","7.13","8","2807","5","6","8","10","7.06","7.2","8","8"
"1987","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","higher education","Westdeutschland, alte Bundeslaender","7.55","8","738","5","7","9","9","7.43","7.67","8","8"
"1987","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","higher vocational","Westdeutschland, alte Bundeslaender","7.41","8","565","5","7","8","9","7.27","7.55","8","8"
"1987","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","in school","Westdeutschland, alte Bundeslaender","7.5","8","187","5","6","9","10","7.23","7.77","8","8"
"1987","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","inadequately","Westdeutschland, alte Bundeslaender","6.79","7","753","4","5","8","9","6.64","6.94","7","8"
"1987","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","middle vocational","Westdeutschland, alte Bundeslaender","7.3","8","4939","5","6","9","10","7.25","7.35","8","8"
"1987","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","vocational + Abi","Westdeutschland, alte Bundeslaender","7.54","8","269","5","7","9","10","7.33","7.75","8","8"
"1988","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1988","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1988","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1988","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1988","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1988","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1988","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1988","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1988","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1988","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1988","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1988","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1988","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1988","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1989","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1989","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1989","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1989","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1989","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1989","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1989","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1990","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1990","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1990","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1990","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1990","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1990","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1990","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1993","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1993","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1993","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1993","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1993","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1993","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1993","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1994","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1994","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1994","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1994","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1994","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1994","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1994","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1994","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1994","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1994","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1994","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1994","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1994","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1994","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1995","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1995","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1995","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1995","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1995","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1995","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1995","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1995","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1995","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1995","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1995","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1995","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1995","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1995","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1996","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1996","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1996","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1996","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1996","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1996","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1996","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1996","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1996","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1996","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1996","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1996","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1996","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1996","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1997","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1997","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1997","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1997","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1997","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1997","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1997","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1997","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1997","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1997","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1997","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1997","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1997","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1997","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1998","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1998","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1998","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1998","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1998","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1998","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1998","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1998","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1998","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1998","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1998","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1998","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1998","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1998","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1999","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1999","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1999","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1999","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1999","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1999","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1999","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2000","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2000","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2000","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2000","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2000","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2000","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2000","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2001","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2001","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2001","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2001","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2001","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2001","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2001","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2002","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2002","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2002","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2002","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2002","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2002","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2002","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2003","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2003","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2003","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2003","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2003","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2003","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2003","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2003","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2003","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2003","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2003","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2003","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2003","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2003","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2004","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2004","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2004","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2004","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2004","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2004","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2004","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2004","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2004","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2004","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2004","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2004","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2004","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2004","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2005","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2005","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2005","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2005","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2005","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2005","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2005","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
