"year","education","sampreg","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1986","secondary school degree","Westdeutschland, alte Bundeslaender","7.68","8","1825","7.6","7.76","5","7","9","10"
"1987","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1987","college entrance qualification","Westdeutschland, alte Bundeslaender","7.49","8","1215","7.39","7.59","5","7","9","9"
"1987","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1987","lower secondary degree","Westdeutschland, alte Bundeslaender","7.2","8","5069","7.15","7.25","5","6","8","10"
"1987","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1987","no degree/no degree yet","Westdeutschland, alte Bundeslaender","7.08","8","993","6.95","7.21","4","6","9","10"
"1987","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1987","Other degree","Westdeutschland, alte Bundeslaender","7.24","8","1130","7.13","7.35","5","6","8","10"
"1987","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1987","secondary school degree","Westdeutschland, alte Bundeslaender","7.43","8","1810","7.35","7.51","5","7","9","10"
"1988","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1988","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1988","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1988","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1988","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1988","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1988","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1988","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1988","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1988","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1989","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1989","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1989","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1989","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1989","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1989","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1989","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1989","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1989","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1989","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1990","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1990","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1990","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1990","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1990","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1990","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1990","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1990","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1990","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1990","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1991","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1991","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1991","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1991","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1991","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1991","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1991","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1991","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1991","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1991","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1992","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1992","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1992","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1992","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1992","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1992","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1992","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1992","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1992","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1992","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1993","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1993","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1993","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1993","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1993","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1993","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1993","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1993","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1993","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1993","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1994","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1994","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1994","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1994","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1994","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1994","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1994","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1994","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1994","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1994","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1995","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1995","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1995","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1995","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1995","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1995","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1995","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1995","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1995","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1995","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1996","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1996","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1996","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1996","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1996","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1996","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1996","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1996","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1996","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1996","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1997","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1997","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1997","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1997","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1997","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1997","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1997","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1997","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1997","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1997","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1998","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1998","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1998","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1998","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1998","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1998","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1998","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1998","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1998","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1998","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1999","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1999","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1999","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1999","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1999","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1999","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1999","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1999","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"1999","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1999","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2000","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2000","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2000","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2000","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2000","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2000","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2000","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2000","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2000","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2000","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2001","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2001","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2001","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2001","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2001","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2001","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2001","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2001","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2001","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2001","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2002","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2002","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2002","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2002","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2002","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2002","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2002","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2002","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2002","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2002","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2003","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2003","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2003","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2003","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2003","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2003","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2003","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2003","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2003","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2003","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2004","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2004","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2004","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2004","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2004","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2004","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2004","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2004","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2004","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2004","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2005","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2005","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2005","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2005","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2005","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2005","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2005","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2005","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2005","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2005","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2006","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2006","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2006","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2006","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2006","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2006","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2006","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2006","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2006","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2006","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.2","8","1115","7.11","7.29","5","6","8","9"
"2008","college entrance qualification","Westdeutschland, alte Bundeslaender","7.52","8","4009","7.47","7.57","5","7","9","9"
"2008","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.06","6","1276","5.96","6.16","3","5","8","8"
"2008","lower secondary degree","Westdeutschland, alte Bundeslaender","6.83","7","5123","6.78","6.88","4","6","8","9"
"2008","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","7.27","7","102","6.95","7.59","5","6","8","9"
"2008","no degree/no degree yet","Westdeutschland, alte Bundeslaender","7.13","7","442","6.97","7.29","5","6","8","9"
"2008","Other degree","Ostdeutschland, neue Bundeslaender","6.61","7","53","5.99","7.23","3","6","9","9"
"2008","Other degree","Westdeutschland, alte Bundeslaender","6.78","7","876","6.66","6.9","4","6","8","9"
"2008","secondary school degree","Ostdeutschland, neue Bundeslaender","6.56","7","2106","6.48","6.64","4","5","8","8"
"2008","secondary school degree","Westdeutschland, alte Bundeslaender","7.2","8","3636","7.15","7.25","5","6","8","9"
"2009","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2010","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2010","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2010","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2010","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2010","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2010","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2010","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2010","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2010","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2010","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2011","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2011","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2011","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2011","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2011","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2011","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2011","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2011","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2011","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2011","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2012","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2012","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2012","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2012","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2012","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2012","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2012","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2012","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2012","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2012","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2013","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.55","8","1119","7.46","7.64","5","7","9","9"
"2013","college entrance qualification","Westdeutschland, alte Bundeslaender","7.8","8","4891","7.76","7.84","6","7","9","9"
"2013","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.44","7","1138","6.33","6.55","4","5","8","9"
"2013","lower secondary degree","Westdeutschland, alte Bundeslaender","7.07","7","5231","7.02","7.12","5","6","8","9"
"2013","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","6.75","7","100","6.36","7.14","4","5","8","9"
"2013","no degree/no degree yet","Westdeutschland, alte Bundeslaender","7.37","8","875","7.24","7.5","5","6","9","10"
"2013","Other degree","Ostdeutschland, neue Bundeslaender","7.5","8","302","7.3","7.7","5","7","9","10"
"2013","Other degree","Westdeutschland, alte Bundeslaender","7.49","8","3164","7.43","7.55","5","7","9","10"
"2013","secondary school degree","Ostdeutschland, neue Bundeslaender","6.88","7","2056","6.8","6.96","5","6","8","9"
"2013","secondary school degree","Westdeutschland, alte Bundeslaender","7.5","8","4108","7.45","7.55","5","7","9","9"
"2014","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2015","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2015","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2015","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2015","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2015","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2015","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2015","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2015","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2015","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2015","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2016","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2016","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2016","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2016","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2016","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2016","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2016","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2016","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2016","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2016","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
