"year","bula_h","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","Lower Saxony","middle vocational","7.34","8","582","5","6","9","10","7.17","7.51","7","8"
"1984","Lower Saxony","vocational + Abi","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","general elemantary","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","higher education","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","higher vocational","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","in school","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","inadequately","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","middle vocational","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","","","","","","",""
"1984","North Rhine-Westphalia","general elemantary","7.16","8","863","4","6","9","10","7.01","7.31","7","8"
"1984","North Rhine-Westphalia","higher education","8.01","8","223","5","7","9","10","7.78","8.24","8","9"
"1984","North Rhine-Westphalia","higher vocational","7.83","8","156","5","7","9","10","7.53","8.13","8","8"
"1984","North Rhine-Westphalia","in school","8.01","8","60","5","7","9","10","7.48","8.54","8","9"
"1984","North Rhine-Westphalia","inadequately","6.99","7","304","4","5","9","10","6.72","7.26","7","8"
"1984","North Rhine-Westphalia","middle vocational","7.56","8","1511","5","7","9","10","7.45","7.67","8","8"
"1984","North Rhine-Westphalia","vocational + Abi","7.86","8","89","5","7","9","10","7.45","8.27","8","8"
"1984","Rhineland-Palatinate,Saarland","general elemantary","7.14","8","295","5","6","8","10","6.9","7.38","7","8"
"1984","Rhineland-Palatinate,Saarland","higher education","8.35","8","36","7","8","9","10","7.94","8.76","8","9"
"1984","Rhineland-Palatinate,Saarland","higher vocational","7.62","8","38","5","7","9","10","7.04","8.2","7","9"
"1984","Rhineland-Palatinate,Saarland","in school","","","","","","","","","","",""
"1984","Rhineland-Palatinate,Saarland","inadequately","6.97","7.4","62","4","5","9","10","6.36","7.58","7","9"
"1984","Rhineland-Palatinate,Saarland","middle vocational","7.38","8","389","5","6","9","10","7.16","7.6","8","8"
"1984","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","","","","","","",""
"1984","Saxony","general elemantary","","","","","","","","","","",""
"1984","Saxony","higher education","","","","","","","","","","",""
"1984","Saxony","higher vocational","","","","","","","","","","",""
"1984","Saxony","in school","","","","","","","","","","",""
"1984","Saxony","inadequately","","","","","","","","","","",""
"1984","Saxony","middle vocational","","","","","","","","","","",""
"1984","Saxony","vocational + Abi","","","","","","","","","","",""
"1984","Saxony-Anhalt","general elemantary","","","","","","","","","","",""
"1984","Saxony-Anhalt","higher education","","","","","","","","","","",""
"1984","Saxony-Anhalt","higher vocational","","","","","","","","","","",""
"1984","Saxony-Anhalt","in school","","","","","","","","","","",""
"1984","Saxony-Anhalt","inadequately","","","","","","","","","","",""
"1984","Saxony-Anhalt","middle vocational","","","","","","","","","","",""
"1984","Saxony-Anhalt","vocational + Abi","","","","","","","","","","",""
"1984","Schleswig-Holstein","general elemantary","7.61","8","83","5","6","10","10","7.15","8.07","7","8"
"1984","Schleswig-Holstein","higher education","","","","","","","","","","",""
"1984","Schleswig-Holstein","higher vocational","","","","","","","","","","",""
"1984","Schleswig-Holstein","in school","","","","","","","","","","",""
"1984","Schleswig-Holstein","inadequately","","","","","","","","","","",""
"1984","Schleswig-Holstein","middle vocational","7.81","8","217","5","7","9","10","7.56","8.06","8","8"
"1984","Schleswig-Holstein","vocational + Abi","","","","","","","","","","",""
"1984","Thuringia","general elemantary","","","","","","","","","","",""
"1984","Thuringia","higher education","","","","","","","","","","",""
"1984","Thuringia","higher vocational","","","","","","","","","","",""
"1984","Thuringia","in school","","","","","","","","","","",""
"1984","Thuringia","inadequately","","","","","","","","","","",""
"1984","Thuringia","middle vocational","","","","","","","","","","",""
"1984","Thuringia","vocational + Abi","","","","","","","","","","",""
"1985","Baden-Württemberg","general elemantary","7.39","8","596","5","6","9","10","7.23","7.55","8","8"
"1985","Baden-Württemberg","higher education","7.69","8","112","5","7","9","10","7.35","8.03","8","8"
"1985","Baden-Württemberg","higher vocational","7.49","8","105","5","7","9","10","7.12","7.86","8","8"
"1985","Baden-Württemberg","in school","7.75","8","41","6","7","9","9","7.35","8.15","7","8"
"1985","Baden-Württemberg","inadequately","7.21","8","248","3","6","9","10","6.96","7.46","8","8"
"1985","Baden-Württemberg","middle vocational","7.52","8","859","5","6","9","10","7.39","7.65","8","8"
"1985","Baden-Württemberg","vocational + Abi","7.09","7.69","48","4","6","8","10","6.45","7.73","7","8"
"1985","Bavaria","general elemantary","7.05","7","533","4","6","8","10","6.87","7.23","7","8"
"1985","Bavaria","higher education","7.74","8","145","6","7","9","10","7.49","7.99","8","8"
"1985","Bavaria","higher vocational","7.2","8","118","5","6","8","9","6.88","7.52","7","8"
"1985","Bavaria","in school","","","","","","","","","","",""
"1985","Bavaria","inadequately","7.76","8","83","5","6","10","10","7.32","8.2","7","8"
"1985","Bavaria","middle vocational","7.19","8","939","5","6","9","10","7.06","7.32","7","8"
"1985","Bavaria","vocational + Abi","7.6","8","47","5","7","8","10","7.12","8.08","7","8"
"1985","Berlin","general elemantary","6.73","7","86","4","5","8","10","6.22","7.24","6","7"
"1985","Berlin","higher education","7.17","7","37","5","6","8","9","6.59","7.75","7","8"
"1985","Berlin","higher vocational","","","","","","","","","","",""
"1985","Berlin","in school","","","","","","","","","","",""
"1985","Berlin","inadequately","","","","","","","","","","",""
"1985","Berlin","middle vocational","7.38","8","162","5","6","9","10","7.03","7.73","7","8"
"1985","Berlin","vocational + Abi","","","","","","","","","","",""
"1985","Brandenburg","general elemantary","","","","","","","","","","",""
"1985","Brandenburg","higher education","","","","","","","","","","",""
"1985","Brandenburg","higher vocational","","","","","","","","","","",""
"1985","Brandenburg","in school","","","","","","","","","","",""
"1985","Brandenburg","inadequately","","","","","","","","","","",""
"1985","Brandenburg","middle vocational","","","","","","","","","","",""
"1985","Brandenburg","vocational + Abi","","","","","","","","","","",""
"1985","Bremen","general elemantary","7.14","7.7","37","4","5","9","10","6.34","7.94","7","8"
"1985","Bremen","higher education","","","","","","","","","","",""
"1985","Bremen","higher vocational","","","","","","","","","","",""
"1985","Bremen","in school","","","","","","","","","","",""
"1985","Bremen","inadequately","","","","","","","","","","",""
"1985","Bremen","middle vocational","6.81","8","66","2","5","9","10","6.17","7.45","6","8"
"1985","Bremen","vocational + Abi","","","","","","","","","","",""
"1985","Hamburg","general elemantary","7.41","8","59","5","6","9","10","6.87","7.95","7","8"
"1985","Hamburg","higher education","","","","","","","","","","",""
"1985","Hamburg","higher vocational","","","","","","","","","","",""
"1985","Hamburg","in school","","","","","","","","","","",""
"1985","Hamburg","inadequately","","","","","","","","","","",""
"1985","Hamburg","middle vocational","7.54","8","146","5","6","9","10","7.22","7.86","8","8"
"1985","Hamburg","vocational + Abi","","","","","","","","","","",""
"1985","Hesse","general elemantary","7.22","8","322","4","6","9","10","6.98","7.46","8","8"
"1985","Hesse","higher education","7.5","8","90","5","7","9","10","7.11","7.89","8","8"
"1985","Hesse","higher vocational","7.75","8","53","6","7","9","10","7.33","8.17","8","8"
"1985","Hesse","in school","","","","","","","","","","",""
"1985","Hesse","inadequately","6.61","7","89","3","5","8","9","6.09","7.13","7","8"
"1985","Hesse","middle vocational","7.51","8","512","5","6","9","10","7.35","7.67","8","8"
"1985","Hesse","vocational + Abi","7.66","8","30","6","7","8","9","7.11","8.21","7","8"
"1985","Lower Saxony","general elemantary","7.1","8","307","4","6","9","10","6.86","7.34","7","8"
"1985","Lower Saxony","higher education","8","8","74","6","7","9","10","7.7","8.3","8","8"
"1985","Lower Saxony","higher vocational","7.5","8","71","5","6","8","10","7.14","7.86","7","8"
"1985","Lower Saxony","in school","","","","","","","","","","",""
"1985","Lower Saxony","inadequately","6.65","6.33","49","3","5","8","10","6.01","7.29","6","8"
"1985","Lower Saxony","middle vocational","7.2","8","536","5","6","9","10","7.02","7.38","8","8"
"1985","Lower Saxony","vocational + Abi","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","general elemantary","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","higher education","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","higher vocational","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","in school","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","inadequately","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","middle vocational","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","vocational + Abi","","","","","","","","","","",""
"1985","North Rhine-Westphalia","general elemantary","7.16","8","748","5","6","9","10","7","7.32","7","8"
"1985","North Rhine-Westphalia","higher education","7.8","8","221","5","7","9","10","7.59","8.01","8","8"
"1985","North Rhine-Westphalia","higher vocational","7.43","8","151","5","7","8","9","7.14","7.72","8","8"
"1985","North Rhine-Westphalia","in school","8.22","9","60","5","8","9","10","7.82","8.62","8","9"
"1985","North Rhine-Westphalia","inadequately","6.68","7","247","3","5","8","10","6.41","6.95","7","8"
"1985","North Rhine-Westphalia","middle vocational","7.4","8","1386","5","6","9","10","7.3","7.5","8","8"
"1985","North Rhine-Westphalia","vocational + Abi","7.64","8","87","5","7","9","10","7.25","8.03","8","8"
"1985","Rhineland-Palatinate,Saarland","general elemantary","7.15","8","262","5","6","8","9","6.91","7.39","7","8"
"1985","Rhineland-Palatinate,Saarland","higher education","8.3","8","36","7","8","9","10","7.93","8.67","8","9"
"1985","Rhineland-Palatinate,Saarland","higher vocational","7.72","8","35","5","7","9","10","7.15","8.29","8","8"
"1985","Rhineland-Palatinate,Saarland","in school","","","","","","","","","","",""
"1985","Rhineland-Palatinate,Saarland","inadequately","7.9","8","51","5","7","9","10","7.36","8.44","7","9"
"1985","Rhineland-Palatinate,Saarland","middle vocational","7.54","8","351","5","6","9","10","7.34","7.74","8","8"
"1985","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","","","","","","",""
"1985","Saxony","general elemantary","","","","","","","","","","",""
"1985","Saxony","higher education","","","","","","","","","","",""
"1985","Saxony","higher vocational","","","","","","","","","","",""
"1985","Saxony","in school","","","","","","","","","","",""
"1985","Saxony","inadequately","","","","","","","","","","",""
"1985","Saxony","middle vocational","","","","","","","","","","",""
"1985","Saxony","vocational + Abi","","","","","","","","","","",""
"1985","Saxony-Anhalt","general elemantary","","","","","","","","","","",""
"1985","Saxony-Anhalt","higher education","","","","","","","","","","",""
"1985","Saxony-Anhalt","higher vocational","","","","","","","","","","",""
"1985","Saxony-Anhalt","in school","","","","","","","","","","",""
"1985","Saxony-Anhalt","inadequately","","","","","","","","","","",""
"1985","Saxony-Anhalt","middle vocational","","","","","","","","","","",""
"1985","Saxony-Anhalt","vocational + Abi","","","","","","","","","","",""
"1985","Schleswig-Holstein","general elemantary","7.51","8","86","4","6","10","10","7.03","7.99","7","9"
"1985","Schleswig-Holstein","higher education","","","","","","","","","","",""
"1985","Schleswig-Holstein","higher vocational","","","","","","","","","","",""
"1985","Schleswig-Holstein","in school","","","","","","","","","","",""
"1985","Schleswig-Holstein","inadequately","","","","","","","","","","",""
"1985","Schleswig-Holstein","middle vocational","7.36","8","195","4","6","9","10","7.06","7.66","8","8"
"1985","Schleswig-Holstein","vocational + Abi","","","","","","","","","","",""
"1985","Thuringia","general elemantary","","","","","","","","","","",""
"1985","Thuringia","higher education","","","","","","","","","","",""
"1985","Thuringia","higher vocational","","","","","","","","","","",""
"1985","Thuringia","in school","","","","","","","","","","",""
"1985","Thuringia","inadequately","","","","","","","","","","",""
"1985","Thuringia","middle vocational","","","","","","","","","","",""
"1985","Thuringia","vocational + Abi","","","","","","","","","","",""
"1986","Baden-Württemberg","general elemantary","7.44","8","593","5","6","9","10","7.29","7.59","8","8"
"1986","Baden-Württemberg","higher education","7.98","8","113","6","7","9","10","7.69","8.27","8","9"
"1986","Baden-Württemberg","higher vocational","7.33","8","102","5","7","9","9","6.96","7.7","7","8"
"1986","Baden-Württemberg","in school","7.84","8","32","6","7","9","9","7.39","8.29","7","9"
"1986","Baden-Württemberg","inadequately","7.07","7","226","3","6","9","10","6.82","7.32","7","8"
"1986","Baden-Württemberg","middle vocational","7.59","8","857","5","7","9","10","7.47","7.71","8","8"
"1986","Baden-Württemberg","vocational + Abi","7.55","8","50","6","6","9","10","7.01","8.09","7","8"
"1986","Bavaria","general elemantary","7.2","8","487","5","6","9","10","7.03","7.37","7","8"
"1986","Bavaria","higher education","8.14","8","142","7","7","9","10","7.94","8.34","8","8"
"1986","Bavaria","higher vocational","7.12","8","108","5","6","8","10","6.77","7.47","7","8"
"1986","Bavaria","in school","","","","","","","","","","",""
"1986","Bavaria","inadequately","7.14","7","76","5","6","9","10","6.65","7.63","6","8"
"1986","Bavaria","middle vocational","7.4","8","874","5","7","8","10","7.28","7.52","8","8"
"1986","Bavaria","vocational + Abi","7.72","8","41","5","7","9","10","7.09","8.35","7","9"
"1986","Berlin","general elemantary","7.3","7.53","79","5","6","8","10","6.87","7.73","7","8"
"1986","Berlin","higher education","7.6","8","34","5","7","9","9","7.04","8.16","7","8"
"1986","Berlin","higher vocational","","","","","","","","","","",""
"1986","Berlin","in school","","","","","","","","","","",""
"1986","Berlin","inadequately","6.8","7","30","3","5","9","9","5.92","7.68","5","7"
"1986","Berlin","middle vocational","7.25","7.75","160","5","6","8","10","6.93","7.57","7","8"
"1986","Berlin","vocational + Abi","","","","","","","","","","",""
"1986","Brandenburg","general elemantary","","","","","","","","","","",""
"1986","Brandenburg","higher education","","","","","","","","","","",""
"1986","Brandenburg","higher vocational","","","","","","","","","","",""
"1986","Brandenburg","in school","","","","","","","","","","",""
"1986","Brandenburg","inadequately","","","","","","","","","","",""
"1986","Brandenburg","middle vocational","","","","","","","","","","",""
"1986","Brandenburg","vocational + Abi","","","","","","","","","","",""
"1986","Bremen","general elemantary","6.63","7","33","2","4","10","10","5.61","7.65","6","9"
"1986","Bremen","higher education","","","","","","","","","","",""
"1986","Bremen","higher vocational","","","","","","","","","","",""
"1986","Bremen","in school","","","","","","","","","","",""
"1986","Bremen","inadequately","","","","","","","","","","",""
"1986","Bremen","middle vocational","7.67","8","61","5","6","9","10","7.09","8.25","8","9"
"1986","Bremen","vocational + Abi","","","","","","","","","","",""
"1986","Hamburg","general elemantary","7.6","8","57","5","6","9","10","7","8.2","7","9"
"1986","Hamburg","higher education","","","","","","","","","","",""
"1986","Hamburg","higher vocational","","","","","","","","","","",""
"1986","Hamburg","in school","","","","","","","","","","",""
"1986","Hamburg","inadequately","","","","","","","","","","",""
"1986","Hamburg","middle vocational","7.29","8","128","5","6","9","10","6.96","7.62","7","8"
"1986","Hamburg","vocational + Abi","","","","","","","","","","",""
"1986","Hesse","general elemantary","7.55","8","286","5","6","9","10","7.3","7.8","8","8"
"1986","Hesse","higher education","7.68","8","91","5","7","9","10","7.31","8.05","8","8"
"1986","Hesse","higher vocational","7.13","7.55","51","5","6","8","9","6.63","7.63","7","8"
"1986","Hesse","in school","","","","","","","","","","",""
"1986","Hesse","inadequately","6.42","5.49","73","4","5","8","9","5.93","6.91","6","8"
"1986","Hesse","middle vocational","7.66","8","459","5","6","9","10","7.49","7.83","8","8"
"1986","Hesse","vocational + Abi","7.78","8","31","5","7","9","10","6.91","8.65","7","9"
"1986","Lower Saxony","general elemantary","7.58","8","312","5","7","9","10","7.35","7.81","8","8"
"1986","Lower Saxony","higher education","7.84","8","79","6","7","9","10","7.5","8.18","8","8"
"1986","Lower Saxony","higher vocational","7.75","8","70","5","7","9","10","7.35","8.15","8","8"
"1986","Lower Saxony","in school","","","","","","","","","","",""
"1986","Lower Saxony","inadequately","6.89","7","52","4","6","9","10","6.27","7.51","7","8"
"1986","Lower Saxony","middle vocational","7.37","8","532","5","6","9","10","7.21","7.53","8","8"
"1986","Lower Saxony","vocational + Abi","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","general elemantary","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","higher education","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","higher vocational","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","in school","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","inadequately","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","middle vocational","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","vocational + Abi","","","","","","","","","","",""
"1986","North Rhine-Westphalia","general elemantary","7.32","8","701","5","6","9","10","7.17","7.47","8","8"
"1986","North Rhine-Westphalia","higher education","7.88","8","219","6","7","9","10","7.67","8.09","8","8"
"1986","North Rhine-Westphalia","higher vocational","7.58","8","147","5","7","9","10","7.28","7.88","8","8"
"1986","North Rhine-Westphalia","in school","8.13","8","72","7","7","9","10","7.76","8.5","8","8"
"1986","North Rhine-Westphalia","inadequately","6.91","7","245","4","6","8","9","6.65","7.17","7","8"
"1986","North Rhine-Westphalia","middle vocational","7.6","8","1340","5","7","9","10","7.51","7.69","8","8"
"1986","North Rhine-Westphalia","vocational + Abi","7.8","8","86","5","7","9","10","7.39","8.21","8","9"
"1986","Rhineland-Palatinate,Saarland","general elemantary","7.41","8","260","5","7","9","10","7.19","7.63","8","8"
"1986","Rhineland-Palatinate,Saarland","higher education","8.13","8","35","7","8","9","9","7.75","8.51","8","9"
"1986","Rhineland-Palatinate,Saarland","higher vocational","7.74","8","32","5","7","9","10","7.13","8.35","8","9"
"1986","Rhineland-Palatinate,Saarland","in school","","","","","","","","","","",""
"1986","Rhineland-Palatinate,Saarland","inadequately","7.54","8","46","4","7","9","10","6.78","8.3","7","9"
"1986","Rhineland-Palatinate,Saarland","middle vocational","7.61","8","366","5","7","9","10","7.43","7.79","8","8"
"1986","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","","","","","","",""
"1986","Saxony","general elemantary","","","","","","","","","","",""
"1986","Saxony","higher education","","","","","","","","","","",""
"1986","Saxony","higher vocational","","","","","","","","","","",""
"1986","Saxony","in school","","","","","","","","","","",""
"1986","Saxony","inadequately","","","","","","","","","","",""
"1986","Saxony","middle vocational","","","","","","","","","","",""
"1986","Saxony","vocational + Abi","","","","","","","","","","",""
"1986","Saxony-Anhalt","general elemantary","","","","","","","","","","",""
"1986","Saxony-Anhalt","higher education","","","","","","","","","","",""
"1986","Saxony-Anhalt","higher vocational","","","","","","","","","","",""
"1986","Saxony-Anhalt","in school","","","","","","","","","","",""
"1986","Saxony-Anhalt","inadequately","","","","","","","","","","",""
"1986","Saxony-Anhalt","middle vocational","","","","","","","","","","",""
"1986","Saxony-Anhalt","vocational + Abi","","","","","","","","","","",""
"1986","Schleswig-Holstein","general elemantary","7.72","8","77","5","7","10","10","7.22","8.22","8","9"
"1986","Schleswig-Holstein","higher education","","","","","","","","","","",""
"1986","Schleswig-Holstein","higher vocational","","","","","","","","","","",""
"1986","Schleswig-Holstein","in school","","","","","","","","","","",""
"1986","Schleswig-Holstein","inadequately","","","","","","","","","","",""
"1986","Schleswig-Holstein","middle vocational","7.73","8","179","5","7","9","10","7.44","8.02","8","8"
"1986","Schleswig-Holstein","vocational + Abi","","","","","","","","","","",""
"1986","Thuringia","general elemantary","","","","","","","","","","",""
"1986","Thuringia","higher education","","","","","","","","","","",""
"1986","Thuringia","higher vocational","","","","","","","","","","",""
"1986","Thuringia","in school","","","","","","","","","","",""
"1986","Thuringia","inadequately","","","","","","","","","","",""
"1986","Thuringia","middle vocational","","","","","","","","","","",""
"1986","Thuringia","vocational + Abi","","","","","","","","","","",""
"1987","Baden-Württemberg","general elemantary","6.98","7","591","5","6","8","9","6.83","7.13","8","8"
"1987","Baden-Württemberg","higher education","7.53","8","108","5","7","9","9","7.2","7.86","8","8"
"1987","Baden-Württemberg","higher vocational","7.39","8","106","5","7","9","9","7.06","7.72","8","8"
"1987","Baden-Württemberg","in school","","","","","","","","","","",""
"1987","Baden-Württemberg","inadequately","6.97","7.43","222","5","6","8","9","6.72","7.22","7","8"
"1987","Baden-Württemberg","middle vocational","7.54","8","828","5","7","9","10","7.43","7.65","8","8"
"1987","Baden-Württemberg","vocational + Abi","7.94","8","53","7","7","9","9","7.52","8.36","7","8"
"1987","Bavaria","general elemantary","7.06","7","466","5","6","8","10","6.87","7.25","7","8"
"1987","Bavaria","higher education","7.83","8","139","6","7","9","10","7.57","8.09","8","8"
"1987","Bavaria","higher vocational","7.32","8","98","5","7","9","9","6.97","7.67","7","8"
"1987","Bavaria","in school","","","","","","","","","","",""
"1987","Bavaria","inadequately","7.07","7","68","4","6","8","10","6.53","7.61","7","8"
"1987","Bavaria","middle vocational","7.2","8","866","5","6","8","9","7.08","7.32","8","8"
"1987","Bavaria","vocational + Abi","7.47","8","41","4","6","9","9","6.9","8.04","7","9"
"1987","Berlin","general elemantary","7.41","8","84","5","7","8","10","7.03","7.79","7","8"
"1987","Berlin","higher education","6.75","7","34","5","6","8","8","6.25","7.25","6","8"
"1987","Berlin","higher vocational","","","","","","","","","","",""
"1987","Berlin","in school","","","","","","","","","","",""
"1987","Berlin","inadequately","","","","","","","","","","",""
"1987","Berlin","middle vocational","7.37","7","165","5","7","8","10","7.09","7.65","7","8"
"1987","Berlin","vocational + Abi","","","","","","","","","","",""
"1987","Brandenburg","general elemantary","","","","","","","","","","",""
"1987","Brandenburg","higher education","","","","","","","","","","",""
"1987","Brandenburg","higher vocational","","","","","","","","","","",""
"1987","Brandenburg","in school","","","","","","","","","","",""
"1987","Brandenburg","inadequately","","","","","","","","","","",""
"1987","Brandenburg","middle vocational","","","","","","","","","","",""
"1987","Brandenburg","vocational + Abi","","","","","","","","","","",""
"1987","Bremen","general elemantary","","","","","","","","","","",""
"1987","Bremen","higher education","","","","","","","","","","",""
"1987","Bremen","higher vocational","","","","","","","","","","",""
"1987","Bremen","in school","","","","","","","","","","",""
"1987","Bremen","inadequately","","","","","","","","","","",""
"1987","Bremen","middle vocational","7.5","8","55","5","6","9","10","6.94","8.06","7","8"
"1987","Bremen","vocational + Abi","","","","","","","","","","",""
"1987","Hamburg","general elemantary","7.23","8","49","5","6","8.05749999999534","9","6.75","7.71","7","8"
"1987","Hamburg","higher education","","","","","","","","","","",""
"1987","Hamburg","higher vocational","","","","","","","","","","",""
"1987","Hamburg","in school","","","","","","","","","","",""
"1987","Hamburg","inadequately","","","","","","","","","","",""
"1987","Hamburg","middle vocational","7.26","8","118","4","6","9","10","6.88","7.64","7","8"
"1987","Hamburg","vocational + Abi","","","","","","","","","","",""
"1987","Hesse","general elemantary","7.35","8","282","5","6","9","10","7.11","7.59","8","8"
"1987","Hesse","higher education","7.62","8","92","6","7","9","10","7.26","7.98","8","8"
"1987","Hesse","higher vocational","7.59","8","47","6","7","8","10","7.17","8.01","7","8"
"1987","Hesse","in school","","","","","","","","","","",""
"1987","Hesse","inadequately","6.68","7","82","2","6","8","10","6.18","7.18","7","8"
"1987","Hesse","middle vocational","7.36","8","477","5","6","9","10","7.2","7.52","8","8"
"1987","Hesse","vocational + Abi","7.64","8","31","5","7","9","10","7.02","8.26","8","9"
"1987","Lower Saxony","general elemantary","7.05","7","295","5","6","8","10","6.8","7.3","7","8"
"1987","Lower Saxony","higher education","7.19","8","77","5","7","8","9","6.79","7.59","7","8"
"1987","Lower Saxony","higher vocational","7.61","8","71","5","7","9","10","7.26","7.96","7","8"
"1987","Lower Saxony","in school","","","","","","","","","","",""
"1987","Lower Saxony","inadequately","6.82","6.63","49","4","5","8","10","6.27","7.37","6","8"
"1987","Lower Saxony","middle vocational","7.12","8","551","5","6","8","9","6.96","7.28","7","8"
