"plh0110","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Quite unimportant","1998","Urban Area","East Germany","","","","","4"
"Quite unimportant","1998","Urban Area","West Germany","","","","","4"
"Quite unimportant","1998","Rural Area","West Germany","","","","","4"
"Quite unimportant","1998","Rural Area","East Germany","","","","","4"
"Very important","1998","Urban Area","West Germany","","","","","1"
"Very important","1998","Urban Area","East Germany","","","","","1"
"Very important","1998","Rural Area","West Germany","","","","","1"
"Very important","1998","Rural Area","East Germany","","","","","1"
"Important","1999","Urban Area","East Germany","","","","","2"
"Important","1999","Urban Area","West Germany","","","","","2"
"Important","1999","Rural Area","West Germany","","","","","2"
"Important","1999","Rural Area","East Germany","","","","","2"
"Less important","1999","Urban Area","West Germany","","","","","3"
"Less important","1999","Rural Area","West Germany","","","","","3"
"Less important","1999","Rural Area","East Germany","","","","","3"
"Less important","1999","Urban Area","East Germany","","","","","3"
"Quite unimportant","1999","Urban Area","West Germany","","","","","4"
"Quite unimportant","1999","Urban Area","East Germany","","","","","4"
"Quite unimportant","1999","Rural Area","West Germany","","","","","4"
"Quite unimportant","1999","Rural Area","East Germany","","","","","4"
"Very important","1999","Rural Area","West Germany","","","","","1"
"Very important","1999","Urban Area","West Germany","","","","","1"
"Very important","1999","Urban Area","East Germany","","","","","1"
"Very important","1999","Rural Area","East Germany","","","","","1"
"Important","2000","Urban Area","East Germany","","","","","2"
"Important","2000","Urban Area","West Germany","","","","","2"
"Important","2000","Rural Area","West Germany","","","","","2"
"Important","2000","Rural Area","East Germany","","","","","2"
"Less important","2000","Urban Area","West Germany","","","","","3"
"Less important","2000","Urban Area","East Germany","","","","","3"
"Less important","2000","Rural Area","East Germany","","","","","3"
"Less important","2000","Rural Area","West Germany","","","","","3"
"Quite unimportant","2000","Urban Area","East Germany","","","","","4"
"Quite unimportant","2000","Urban Area","West Germany","","","","","4"
"Quite unimportant","2000","Rural Area","West Germany","","","","","4"
"Quite unimportant","2000","Rural Area","East Germany","","","","","4"
"Very important","2000","Rural Area","West Germany","","","","","1"
"Very important","2000","Rural Area","East Germany","","","","","1"
"Very important","2000","Urban Area","West Germany","","","","","1"
"Very important","2000","Urban Area","East Germany","","","","","1"
"Important","2001","Urban Area","East Germany","","","","","2"
"Important","2001","Rural Area","West Germany","","","","","2"
"Important","2001","Urban Area","West Germany","","","","","2"
"Important","2001","Rural Area","East Germany","","","","","2"
"Less important","2001","Urban Area","West Germany","","","","","3"
"Less important","2001","Rural Area","East Germany","","","","","3"
"Less important","2001","Urban Area","East Germany","","","","","3"
"Less important","2001","Rural Area","West Germany","","","","","3"
"Quite unimportant","2001","Urban Area","West Germany","","","","","4"
"Quite unimportant","2001","Urban Area","East Germany","","","","","4"
"Quite unimportant","2001","Rural Area","West Germany","","","","","4"
"Quite unimportant","2001","Rural Area","East Germany","","","","","4"
"Very important","2001","Urban Area","West Germany","","","","","1"
"Very important","2001","Urban Area","East Germany","","","","","1"
"Very important","2001","Rural Area","West Germany","","","","","1"
"Very important","2001","Rural Area","East Germany","","","","","1"
"Important","2002","Urban Area","East Germany","","","","","2"
"Important","2002","Rural Area","West Germany","","","","","2"
"Important","2002","Urban Area","West Germany","","","","","2"
"Important","2002","Rural Area","East Germany","","","","","2"
"Less important","2002","Urban Area","West Germany","","","","","3"
"Less important","2002","Rural Area","East Germany","","","","","3"
"Less important","2002","Urban Area","East Germany","","","","","3"
"Less important","2002","Rural Area","West Germany","","","","","3"
"Quite unimportant","2002","Urban Area","East Germany","","","","","4"
"Quite unimportant","2002","Rural Area","West Germany","","","","","4"
"Quite unimportant","2002","Urban Area","West Germany","","","","","4"
"Quite unimportant","2002","Rural Area","East Germany","","","","","4"
"Very important","2002","Urban Area","West Germany","","","","","1"
"Very important","2002","Urban Area","East Germany","","","","","1"
"Very important","2002","Rural Area","West Germany","","","","","1"
"Very important","2002","Rural Area","East Germany","","","","","1"
"Important","2003","Urban Area","East Germany","","","","","2"
"Important","2003","Urban Area","West Germany","","","","","2"
"Important","2003","Rural Area","West Germany","","","","","2"
"Important","2003","Rural Area","East Germany","","","","","2"
"Less important","2003","Urban Area","West Germany","","","","","3"
"Less important","2003","Urban Area","East Germany","","","","","3"
"Less important","2003","Rural Area","East Germany","","","","","3"
"Less important","2003","Rural Area","West Germany","","","","","3"
"Quite unimportant","2003","Urban Area","East Germany","","","","","4"
"Quite unimportant","2003","Rural Area","West Germany","","","","","4"
"Quite unimportant","2003","Rural Area","East Germany","","","","","4"
"Quite unimportant","2003","Urban Area","West Germany","","","","","4"
"Very important","2003","Rural Area","East Germany","","","","","1"
"Very important","2003","Urban Area","West Germany","","","","","1"
"Very important","2003","Urban Area","East Germany","","","","","1"
"Very important","2003","Rural Area","West Germany","","","","","1"
"Important","2004","Urban Area","East Germany","621","0.339398831857667","0.317512242602871","0.361285421112464","2"
"Important","2004","Rural Area","West Germany","1359","0.39136691504052","0.375634579570984","0.407099250510055","2"
"Important","2004","Urban Area","West Germany","4260","0.353790138988497","0.345389201710995","0.362191076266","2"
"Important","2004","Rural Area","East Germany","1258","0.38976875480806","0.373256301282997","0.406281208333122","2"
"Less important","2004","Urban Area","West Germany","1690","0.144828671217512","0.13864534828364","0.151011994151384","3"
"Less important","2004","Rural Area","East Germany","415","0.130795946034566","0.119379816434231","0.142212075634901","3"
"Less important","2004","Urban Area","East Germany","233","0.130685691199667","0.115106113518732","0.146265268880602","3"
"Less important","2004","Rural Area","West Germany","505","0.134282983689632","0.123292372761395","0.145273594617869","3"
"Quite unimportant","2004","Urban Area","West Germany","793","0.0775871464325441","0.0728868456259341","0.0822874472391541","4"
"Quite unimportant","2004","Urban Area","East Germany","108","0.0800221195433824","0.0674806922361206","0.0925635468506442","4"
"Quite unimportant","2004","Rural Area","West Germany","206","0.0659122669586107","0.0579139184320296","0.0739106154851918","4"
"Quite unimportant","2004","Rural Area","East Germany","187","0.0664578408452952","0.0580244746531214","0.074891207037469","4"
"Very important","2004","Urban Area","West Germany","5701","0.423794043361447","0.415111751403759","0.432476335319135","1"
"Very important","2004","Rural Area","East Germany","1491","0.412977458312079","0.396306850294982","0.429648066329176","1"
"Very important","2004","Urban Area","East Germany","836","0.449893357399283","0.426898459671002","0.472888255127564","1"
"Very important","2004","Rural Area","West Germany","1627","0.408437834311237","0.392593042282967","0.424282626339508","1"
"Important","2005","Urban Area","East Germany","","","","","2"
"Important","2005","Rural Area","West Germany","","","","","2"
"Important","2005","Urban Area","West Germany","","","","","2"
"Important","2005","Rural Area","East Germany","","","","","2"
"Less important","2005","Urban Area","West Germany","","","","","3"
"Less important","2005","Rural Area","East Germany","","","","","3"
"Less important","2005","Urban Area","East Germany","","","","","3"
"Less important","2005","Rural Area","West Germany","","","","","3"
"Quite unimportant","2005","Urban Area","West Germany","","","","","4"
"Quite unimportant","2005","Urban Area","East Germany","","","","","4"
"Quite unimportant","2005","Rural Area","West Germany","","","","","4"
"Quite unimportant","2005","Rural Area","East Germany","","","","","4"
"Very important","2005","Urban Area","West Germany","","","","","1"
"Very important","2005","Urban Area","East Germany","","","","","1"
"Very important","2005","Rural Area","West Germany","","","","","1"
"Very important","2005","Rural Area","East Germany","","","","","1"
"Important","2006","Urban Area","East Germany","","","","","2"
"Important","2006","Urban Area","West Germany","","","","","2"
"Important","2006","Rural Area","West Germany","","","","","2"
"Important","2006","Rural Area","East Germany","","","","","2"
"Less important","2006","Urban Area","West Germany","","","","","3"
"Less important","2006","Urban Area","East Germany","","","","","3"
"Less important","2006","Rural Area","East Germany","","","","","3"
"Less important","2006","Rural Area","West Germany","","","","","3"
"Quite unimportant","2006","Rural Area","West Germany","","","","","4"
"Quite unimportant","2006","Rural Area","East Germany","","","","","4"
"Quite unimportant","2006","Urban Area","West Germany","","","","","4"
"Quite unimportant","2006","Urban Area","East Germany","","","","","4"
"Very important","2006","Urban Area","West Germany","","","","","1"
"Very important","2006","Urban Area","East Germany","","","","","1"
"Very important","2006","Rural Area","East Germany","","","","","1"
"Very important","2006","Rural Area","West Germany","","","","","1"
"Important","2007","Rural Area","West Germany","","","","","2"
"Important","2007","Urban Area","West Germany","","","","","2"
"Important","2007","Urban Area","East Germany","","","","","2"
"Important","2007","Rural Area","East Germany","","","","","2"
"Less important","2007","Urban Area","West Germany","","","","","3"
"Less important","2007","Urban Area","East Germany","","","","","3"
"Less important","2007","Rural Area","East Germany","","","","","3"
"Less important","2007","Rural Area","West Germany","","","","","3"
"Quite unimportant","2007","Urban Area","West Germany","","","","","4"
"Quite unimportant","2007","Rural Area","West Germany","","","","","4"
"Quite unimportant","2007","Rural Area","East Germany","","","","","4"
"Quite unimportant","2007","Urban Area","East Germany","","","","","4"
"Very important","2007","Urban Area","West Germany","","","","","1"
"Very important","2007","Urban Area","East Germany","","","","","1"
"Very important","2007","Rural Area","West Germany","","","","","1"
"Very important","2007","Rural Area","East Germany","","","","","1"
"Important","2008","Urban Area","West Germany","3680","0.328641633694435","0.319872108443883","0.337411158944986","2"
"Important","2008","Rural Area","West Germany","1286","0.378303749529854","0.36203844555773","0.394569053501979","2"
"Important","2008","Urban Area","East Germany","541","0.334412017040363","0.311620310238909","0.357203723841816","2"
"Important","2008","Rural Area","East Germany","1163","0.392930702845649","0.375628812982949","0.410232592708349","2"
"Less important","2008","Urban Area","West Germany","1404","0.140919358348534","0.134423450059947","0.147415266637122","3"
"Less important","2008","Rural Area","East Germany","304","0.115873260799472","0.104534507580244","0.127212014018699","3"
"Less important","2008","Rural Area","West Germany","390","0.152764842581949","0.140698756201903","0.164830928961995","3"
"Less important","2008","Urban Area","East Germany","177","0.136961783469737","0.120352614988872","0.153570951950603","3"
"Quite unimportant","2008","Urban Area","West Germany","712","0.0824287829707712","0.0772942975549129","0.0875632683866296","4"
"Quite unimportant","2008","Urban Area","East Germany","93","0.076304021525489","0.0634786068489582","0.0891294362020197","4"
"Quite unimportant","2008","Rural Area","West Germany","179","0.0626349188411387","0.0545081972440629","0.0707616404382146","4"
"Quite unimportant","2008","Rural Area","East Germany","143","0.0572230644918925","0.0489948338471803","0.0654512951366048","4"
"Very important","2008","Urban Area","West Germany","5225","0.44801022498626","0.438725969791002","0.457294480181518","1"
"Very important","2008","Urban Area","East Germany","835","0.452322177964411","0.428277459624979","0.476366896303843","1"
"Very important","2008","Rural Area","East Germany","1451","0.433972971862987","0.416415323291378","0.451530620434596","1"
"Very important","2008","Rural Area","West Germany","1560","0.406296489047058","0.389824005579868","0.422768972514249","1"
"Important","2009","Rural Area","East Germany","","","","","2"
"Important","2009","Urban Area","West Germany","","","","","2"
"Important","2009","Rural Area","West Germany","","","","","2"
"Important","2009","Urban Area","East Germany","","","","","2"
"Less important","2009","Urban Area","West Germany","","","","","3"
"Less important","2009","Rural Area","West Germany","","","","","3"
"Less important","2009","Rural Area","East Germany","","","","","3"
"Less important","2009","Urban Area","East Germany","","","","","3"
"Quite unimportant","2009","Urban Area","East Germany","","","","","4"
"Quite unimportant","2009","Rural Area","West Germany","","","","","4"
"Quite unimportant","2009","Rural Area","East Germany","","","","","4"
"Quite unimportant","2009","Urban Area","West Germany","","","","","4"
"Very important","2009","Urban Area","West Germany","","","","","1"
"Very important","2009","Urban Area","East Germany","","","","","1"
"Very important","2009","Rural Area","East Germany","","","","","1"
"Very important","2009","Rural Area","West Germany","","","","","1"
"Important","2010","Rural Area","East Germany","237","0.303713379763975","0.272633732552722","0.334793026975229","2"
"Important","2010","Urban Area","West Germany","1102","0.280419244617633","0.266903024598792","0.293935464636473","2"
"Important","2010","Rural Area","West Germany","469","0.292911070484759","0.27139737264863","0.314424768320887","2"
"Important","2010","Urban Area","East Germany","128","0.268685695402771","0.229947587416181","0.30742380338936","2"
"Less important","2010","Urban Area","West Germany","123","0.0414005944969153","0.0354063639638507","0.0473948250299798","3"
"Less important","2010","Urban Area","East Germany","13","","","","3"
"Less important","2010","Rural Area","East Germany","23","","","","3"
"Less important","2010","Rural Area","West Germany","55","0.044039492324009","0.0343399491556591","0.0537390354923589","3"
"Quite unimportant","2010","Urban Area","East Germany","2","","","","4"
"Quite unimportant","2010","Rural Area","West Germany","6","","","","4"
"Quite unimportant","2010","Rural Area","East Germany","6","","","","4"
"Quite unimportant","2010","Urban Area","West Germany","18","","","","4"
"Very important","2010","Urban Area","West Germany","3000","0.670162060113588","0.656015469083247","0.68430865114393","1"
"Very important","2010","Urban Area","East Germany","360","0.680296165981343","0.639540590260139","0.721051741702547","1"
"Very important","2010","Rural Area","East Germany","575","0.656464953767427","0.624369657394653","0.688560250140202","1"
"Very important","2010","Rural Area","West Germany","1189","0.655965939956137","0.633508951385318","0.678422928526956","1"
"Important","2011","Rural Area","East Germany","","","","","2"
"Important","2011","Urban Area","West Germany","","","","","2"
"Important","2011","Rural Area","West Germany","","","","","2"
"Important","2011","Urban Area","East Germany","","","","","2"
"Less important","2011","Urban Area","West Germany","","","","","3"
"Less important","2011","Rural Area","East Germany","","","","","3"
"Less important","2011","Urban Area","East Germany","","","","","3"
"Less important","2011","Rural Area","West Germany","","","","","3"
"Quite unimportant","2011","Urban Area","East Germany","","","","","4"
"Quite unimportant","2011","Rural Area","West Germany","","","","","4"
"Quite unimportant","2011","Rural Area","East Germany","","","","","4"
"Quite unimportant","2011","Urban Area","West Germany","","","","","4"
"Very important","2011","Urban Area","West Germany","","","","","1"
"Very important","2011","Urban Area","East Germany","","","","","1"
"Very important","2011","Rural Area","East Germany","","","","","1"
"Very important","2011","Rural Area","West Germany","","","","","1"
"Important","2012","Urban Area","West Germany","5063","0.345793693381375","0.338269012383376","0.353318374379375","2"
"Important","2012","Urban Area","East Germany","734","0.369108379783929","0.348832814207095","0.389383945360764","2"
"Important","2012","Rural Area","West Germany","2039","0.369582899672192","0.357271481955201","0.381894317389183","2"
"Important","2012","Rural Area","East Germany","1384","0.389226202389763","0.374024897970014","0.404427506809512","2"
"Less important","2012","Urban Area","West Germany","1538","0.139681368473428","0.134197069772209","0.145165667174647","3"
"Less important","2012","Urban Area","East Germany","194","0.135473989752318","0.121094759499048","0.149853220005588","3"
"Less important","2012","Rural Area","East Germany","309","0.108448219719735","0.0987537485738786","0.118142690865591","3"
"Less important","2012","Rural Area","West Germany","488","0.11747074609696","0.109258394044717","0.125683098149203","3"
"Quite unimportant","2012","Urban Area","East Germany","125","0.0891612616946398","0.0771875859013985","0.101134937487881","4"
"Quite unimportant","2012","Rural Area","West Germany","245","0.063063775535356","0.0568638976004852","0.0692636534702269","4"
"Quite unimportant","2012","Rural Area","East Germany","139","0.0526115063372075","0.045650948537537","0.059572064136878","4"
"Quite unimportant","2012","Urban Area","West Germany","825","0.0846535418499128","0.0802496411770517","0.0890574425227739","4"
"Very important","2012","Urban Area","West Germany","7922","0.429871396295284","0.422039302407286","0.437703490183282","1"
"Very important","2012","Urban Area","East Germany","1123","0.406256368769113","0.385620715653521","0.426892021884704","1"
"Very important","2012","Rural Area","East Germany","2120","0.449714071553295","0.434204419130489","0.4652237239761","1"
"Very important","2012","Rural Area","West Germany","3133","0.449882578695492","0.437193928428569","0.462571228962415","1"
"Important","2013","Urban Area","East Germany","","","","","2"
"Important","2013","Rural Area","West Germany","","","","","2"
"Important","2013","Rural Area","East Germany","","","","","2"
"Important","2013","Urban Area","West Germany","","","","","2"
"Less important","2013","Urban Area","West Germany","","","","","3"
"Less important","2013","Urban Area","East Germany","","","","","3"
"Less important","2013","Rural Area","West Germany","","","","","3"
"Less important","2013","Rural Area","East Germany","","","","","3"
"Quite unimportant","2013","Urban Area","East Germany","","","","","4"
"Quite unimportant","2013","Rural Area","East Germany","","","","","4"
"Quite unimportant","2013","Rural Area","West Germany","","","","","4"
"Quite unimportant","2013","Urban Area","West Germany","","","","","4"
"Very important","2013","Urban Area","West Germany","","","","","1"
"Very important","2013","Urban Area","East Germany","","","","","1"
"Very important","2013","Rural Area","East Germany","","","","","1"
"Very important","2013","Rural Area","West Germany","","","","","1"
"Important","2014","Urban Area","East Germany","","","","","2"
"Important","2014","Rural Area","West Germany","","","","","2"
"Important","2014","Rural Area","East Germany","","","","","2"
"Important","2014","Urban Area","West Germany","","","","","2"
"Less important","2014","Urban Area","West Germany","","","","","3"
"Less important","2014","Urban Area","East Germany","","","","","3"
"Less important","2014","Rural Area","West Germany","","","","","3"
"Less important","2014","Rural Area","East Germany","","","","","3"
"Quite unimportant","2014","Urban Area","West Germany","","","","","4"
"Quite unimportant","2014","Urban Area","East Germany","","","","","4"
"Quite unimportant","2014","Rural Area","East Germany","","","","","4"
"Quite unimportant","2014","Rural Area","West Germany","","","","","4"
"Very important","2014","Urban Area","West Germany","","","","","1"
"Very important","2014","Urban Area","East Germany","","","","","1"
"Very important","2014","Rural Area","West Germany","","","","","1"
"Very important","2014","Rural Area","East Germany","","","","","1"
"Important","2015","Urban Area","East Germany","","","","","2"
"Important","2015","Rural Area","West Germany","","","","","2"
"Important","2015","Urban Area","West Germany","","","","","2"
"Important","2015","Rural Area","East Germany","","","","","2"
"Less important","2015","Urban Area","West Germany","","","","","3"
"Less important","2015","Urban Area","East Germany","","","","","3"
"Less important","2015","Rural Area","West Germany","","","","","3"
"Less important","2015","Rural Area","East Germany","","","","","3"
"Quite unimportant","2015","Urban Area","West Germany","","","","","4"
"Quite unimportant","2015","Urban Area","East Germany","","","","","4"
"Quite unimportant","2015","Rural Area","East Germany","","","","","4"
"Quite unimportant","2015","Rural Area","West Germany","","","","","4"
"Very important","2015","Urban Area","East Germany","","","","","1"
"Very important","2015","Urban Area","West Germany","","","","","1"
"Very important","2015","Rural Area","West Germany","","","","","1"
"Very important","2015","Rural Area","East Germany","","","","","1"
"Important","2016","Urban Area","East Germany","545","0.310000216258682","0.288868019035647","0.331132413481718","2"
"Important","2016","Rural Area","West Germany","1614","0.338447240730294","0.325481105266489","0.351413376194099","2"
"Important","2016","Rural Area","East Germany","1054","0.349409727573045","0.332822801527006","0.365996653619084","2"
"Important","2016","Urban Area","West Germany","4328","0.324903367087023","0.317142140616475","0.332664593557571","2"
"Less important","2016","Urban Area","West Germany","1384","0.132413320036171","0.126796473548269","0.138030166524074","3"
"Less important","2016","Rural Area","West Germany","434","0.123184808483256","0.114179150852961","0.132190466113551","3"
"Less important","2016","Urban Area","East Germany","179","0.140049532594327","0.124192689462972","0.155906375725682","3"
"Less important","2016","Rural Area","East Germany","209","0.0952251902345115","0.0850136605389692","0.105436719930054","3"
"Quite unimportant","2016","Urban Area","West Germany","760","0.082744656406496","0.0781791875676255","0.0873101252453665","4"
"Quite unimportant","2016","Urban Area","East Germany","100","0.0678652402421","0.0563730653507296","0.0793574151334703","4"
