"plh0110","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Very important","1990","Hamburg","no migration background","29","","","","1"
"Very important","1990","Hamburg","direct migration background","5","","","","1"
"Very important","1990","Hamburg","indirect migration background","1","","","","1"
"Very important","1990","Lower Saxony","no migration background","339","0.402490994423285","0.368466086640358","0.436515902206213","1"
"Very important","1990","Lower Saxony","direct migration background","12","","","","1"
"Very important","1990","Lower Saxony","indirect migration background","2","","","","1"
"Very important","1990","Bremen","no migration background","31","0.367897379376818","0.262225303238992","0.473569455514644","1"
"Very important","1990","Bremen","direct migration background","4","","","","1"
"Very important","1990","Bremen","indirect migration background","","","","","1"
"Very important","1990","North Rhine-Westphalia","no migration background","726","0.383310670401063","0.360831373468682","0.405789967333444","1"
"Very important","1990","North Rhine-Westphalia","direct migration background","47","0.383814542886925","0.289437918353049","0.478191167420801","1"
"Very important","1990","North Rhine-Westphalia","indirect migration background","7","","","","1"
"Very important","1990","Hesse","no migration background","191","0.301413449878512","0.26466609329011","0.338160806466915","1"
"Very important","1990","Hesse","direct migration background","21","","","","1"
"Very important","1990","Hesse","indirect migration background","1","","","","1"
"Very important","1990","Rhineland-Palatinate,Saarland","no migration background","221","0.359056856315023","0.318444605344244","0.399669107285801","1"
"Very important","1990","Rhineland-Palatinate,Saarland","direct migration background","10","","","","1"
"Very important","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Very important","1990","Baden-Württemberg","no migration background","428","0.403373157176463","0.373296640649805","0.43344967370312","1"
"Very important","1990","Baden-Württemberg","direct migration background","59","0.440912833221837","0.350169379951421","0.531656286492254","1"
"Very important","1990","Baden-Württemberg","indirect migration background","","","","","1"
"Very important","1990","Bavaria","no migration background","430","0.350643258979537","0.323266181394925","0.37802033656415","1"
"Very important","1990","Bavaria","direct migration background","31","0.363175612794932","0.253603404772242","0.472747820817622","1"
"Very important","1990","Bavaria","indirect migration background","8","","","","1"
"Very important","1990","Berlin","no migration background","60","0.273043914439682","0.213071642782545","0.33301618609682","1"
"Very important","1990","Berlin","direct migration background","5","","","","1"
"Very important","1990","Berlin","indirect migration background","","","","","1"
"Very important","1990","Brandenburg","no migration background","","","","","1"
"Very important","1990","Brandenburg","direct migration background","","","","","1"
"Very important","1990","Brandenburg","indirect migration background","","","","","1"
"Very important","1990","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Very important","1990","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Very important","1990","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Very important","1990","Saxony","no migration background","","","","","1"
"Very important","1990","Saxony","direct migration background","","","","","1"
"Very important","1990","Saxony","indirect migration background","","","","","1"
"Very important","1990","Saxony-Anhalt","no migration background","","","","","1"
"Very important","1990","Saxony-Anhalt","direct migration background","","","","","1"
"Very important","1990","Saxony-Anhalt","indirect migration background","","","","","1"
"Very important","1990","Thuringia","no migration background","","","","","1"
"Very important","1990","Thuringia","direct migration background","","","","","1"
"Very important","1990","Thuringia","indirect migration background","","","","","1"
"Important","1991","Schleswig-Holstein","direct migration background","","","","","2"
"Important","1991","Schleswig-Holstein","no migration background","","","","","2"
"Important","1991","Lower Saxony","no migration background","","","","","2"
"Important","1991","Hamburg","no migration background","","","","","2"
"Important","1991","Schleswig-Holstein","indirect migration background","","","","","2"
"Important","1991","Hamburg","indirect migration background","","","","","2"
"Important","1991","Lower Saxony","indirect migration background","","","","","2"
"Important","1991","Bremen","no migration background","","","","","2"
"Important","1991","Hamburg","direct migration background","","","","","2"
"Important","1991","Thuringia","indirect migration background","","","","","2"
"Important","1991","Lower Saxony","direct migration background","","","","","2"
"Important","1991","Bremen","direct migration background","","","","","2"
"Important","1991","Bremen","indirect migration background","","","","","2"
"Important","1991","North Rhine-Westphalia","no migration background","","","","","2"
"Important","1991","Hesse","indirect migration background","","","","","2"
"Important","1991","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"Important","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Important","1991","Baden-Württemberg","no migration background","","","","","2"
"Important","1991","Baden-Württemberg","direct migration background","","","","","2"
"Important","1991","Saxony","indirect migration background","","","","","2"
"Important","1991","Saxony-Anhalt","no migration background","","","","","2"
"Important","1991","Saxony-Anhalt","direct migration background","","","","","2"
"Important","1991","Saxony-Anhalt","indirect migration background","","","","","2"
"Important","1991","Thuringia","no migration background","","","","","2"
"Important","1991","Thuringia","direct migration background","","","","","2"
"Important","1991","North Rhine-Westphalia","direct migration background","","","","","2"
"Important","1991","North Rhine-Westphalia","indirect migration background","","","","","2"
"Important","1991","Hesse","no migration background","","","","","2"
"Important","1991","Hesse","direct migration background","","","","","2"
"Important","1991","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"Important","1991","Baden-Württemberg","indirect migration background","","","","","2"
"Important","1991","Bavaria","direct migration background","","","","","2"
"Important","1991","Bavaria","indirect migration background","","","","","2"
"Important","1991","Berlin","indirect migration background","","","","","2"
"Important","1991","Brandenburg","indirect migration background","","","","","2"
"Important","1991","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"Important","1991","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Important","1991","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Important","1991","Saxony","no migration background","","","","","2"
"Important","1991","Saxony","direct migration background","","","","","2"
"Important","1991","Bavaria","no migration background","","","","","2"
"Important","1991","Berlin","no migration background","","","","","2"
"Important","1991","Berlin","direct migration background","","","","","2"
"Important","1991","Brandenburg","no migration background","","","","","2"
"Important","1991","Brandenburg","direct migration background","","","","","2"
"Less important","1991","Schleswig-Holstein","direct migration background","","","","","3"
"Less important","1991","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Less important","1991","Schleswig-Holstein","no migration background","","","","","3"
"Less important","1991","Hamburg","no migration background","","","","","3"
"Less important","1991","Hamburg","direct migration background","","","","","3"
"Less important","1991","Lower Saxony","indirect migration background","","","","","3"
"Less important","1991","Bremen","indirect migration background","","","","","3"
"Less important","1991","Schleswig-Holstein","indirect migration background","","","","","3"
"Less important","1991","North Rhine-Westphalia","no migration background","","","","","3"
"Less important","1991","Berlin","indirect migration background","","","","","3"
"Less important","1991","Brandenburg","indirect migration background","","","","","3"
"Less important","1991","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"Less important","1991","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"Less important","1991","Saxony","direct migration background","","","","","3"
"Less important","1991","Hamburg","indirect migration background","","","","","3"
"Less important","1991","Lower Saxony","no migration background","","","","","3"
"Less important","1991","Lower Saxony","direct migration background","","","","","3"
"Less important","1991","Saxony","no migration background","","","","","3"
"Less important","1991","Bremen","direct migration background","","","","","3"
"Less important","1991","Saxony-Anhalt","direct migration background","","","","","3"
"Less important","1991","Saxony-Anhalt","indirect migration background","","","","","3"
"Less important","1991","Thuringia","direct migration background","","","","","3"
"Less important","1991","Thuringia","indirect migration background","","","","","3"
"Less important","1991","Bremen","no migration background","","","","","3"
"Less important","1991","Thuringia","no migration background","","","","","3"
"Less important","1991","North Rhine-Westphalia","direct migration background","","","","","3"
"Less important","1991","North Rhine-Westphalia","indirect migration background","","","","","3"
"Less important","1991","Hesse","no migration background","","","","","3"
"Less important","1991","Hesse","direct migration background","","","","","3"
"Less important","1991","Hesse","indirect migration background","","","","","3"
"Less important","1991","Rhineland-Palatinate,Saarland","no migration background","","","","","3"
"Less important","1991","Baden-Württemberg","indirect migration background","","","","","3"
"Less important","1991","Bavaria","indirect migration background","","","","","3"
"Less important","1991","Berlin","no migration background","","","","","3"
"Less important","1991","Berlin","direct migration background","","","","","3"
"Less important","1991","Brandenburg","no migration background","","","","","3"
"Less important","1991","Brandenburg","direct migration background","","","","","3"
"Less important","1991","Saxony","indirect migration background","","","","","3"
"Less important","1991","Saxony-Anhalt","no migration background","","","","","3"
"Less important","1991","Rhineland-Palatinate,Saarland","direct migration background","","","","","3"
"Less important","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"Less important","1991","Baden-Württemberg","no migration background","","","","","3"
"Less important","1991","Baden-Württemberg","direct migration background","","","","","3"
"Less important","1991","Bavaria","no migration background","","","","","3"
"Less important","1991","Bavaria","direct migration background","","","","","3"
"Quite unimportant","1991","Hamburg","direct migration background","","","","","4"
"Quite unimportant","1991","Schleswig-Holstein","indirect migration background","","","","","4"
"Quite unimportant","1991","Hamburg","no migration background","","","","","4"
"Quite unimportant","1991","Hamburg","indirect migration background","","","","","4"
"Quite unimportant","1991","Schleswig-Holstein","no migration background","","","","","4"
"Quite unimportant","1991","Schleswig-Holstein","direct migration background","","","","","4"
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","no migration background","","","","","4"
"Quite unimportant","1991","Hesse","no migration background","","","","","4"
"Quite unimportant","1991","Hesse","direct migration background","","","","","4"
"Quite unimportant","1991","Hesse","indirect migration background","","","","","4"
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"Quite unimportant","1991","Baden-Württemberg","no migration background","","","","","4"
"Quite unimportant","1991","Baden-Württemberg","direct migration background","","","","","4"
"Quite unimportant","1991","Baden-Württemberg","indirect migration background","","","","","4"
"Quite unimportant","1991","Bavaria","no migration background","","","","","4"
"Quite unimportant","1991","Bavaria","direct migration background","","","","","4"
"Quite unimportant","1991","Bavaria","indirect migration background","","","","","4"
"Quite unimportant","1991","Berlin","no migration background","","","","","4"
"Quite unimportant","1991","Berlin","direct migration background","","","","","4"
"Quite unimportant","1991","Berlin","indirect migration background","","","","","4"
"Quite unimportant","1991","Brandenburg","no migration background","","","","","4"
"Quite unimportant","1991","Brandenburg","direct migration background","","","","","4"
"Quite unimportant","1991","Lower Saxony","no migration background","","","","","4"
"Quite unimportant","1991","Lower Saxony","direct migration background","","","","","4"
"Quite unimportant","1991","Lower Saxony","indirect migration background","","","","","4"
"Quite unimportant","1991","Bremen","no migration background","","","","","4"
"Quite unimportant","1991","Bremen","direct migration background","","","","","4"
"Quite unimportant","1991","Bremen","indirect migration background","","","","","4"
"Quite unimportant","1991","North Rhine-Westphalia","no migration background","","","","","4"
"Quite unimportant","1991","North Rhine-Westphalia","direct migration background","","","","","4"
"Quite unimportant","1991","North Rhine-Westphalia","indirect migration background","","","","","4"
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","direct migration background","","","","","4"
"Quite unimportant","1991","Brandenburg","indirect migration background","","","","","4"
"Quite unimportant","1991","Mecklenburg-Western Pomerania","no migration background","","","","","4"
"Quite unimportant","1991","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"Quite unimportant","1991","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Quite unimportant","1991","Saxony","no migration background","","","","","4"
"Quite unimportant","1991","Saxony","direct migration background","","","","","4"
"Quite unimportant","1991","Saxony","indirect migration background","","","","","4"
"Quite unimportant","1991","Saxony-Anhalt","no migration background","","","","","4"
"Quite unimportant","1991","Saxony-Anhalt","direct migration background","","","","","4"
"Quite unimportant","1991","Saxony-Anhalt","indirect migration background","","","","","4"
"Quite unimportant","1991","Thuringia","no migration background","","","","","4"
"Quite unimportant","1991","Thuringia","direct migration background","","","","","4"
"Quite unimportant","1991","Thuringia","indirect migration background","","","","","4"
"Very important","1991","Schleswig-Holstein","no migration background","","","","","1"
"Very important","1991","Schleswig-Holstein","direct migration background","","","","","1"
"Very important","1991","Schleswig-Holstein","indirect migration background","","","","","1"
"Very important","1991","Hamburg","no migration background","","","","","1"
"Very important","1991","Hamburg","direct migration background","","","","","1"
"Very important","1991","Hamburg","indirect migration background","","","","","1"
"Very important","1991","Lower Saxony","no migration background","","","","","1"
"Very important","1991","Lower Saxony","direct migration background","","","","","1"
"Very important","1991","Lower Saxony","indirect migration background","","","","","1"
"Very important","1991","Bremen","no migration background","","","","","1"
"Very important","1991","Bremen","direct migration background","","","","","1"
"Very important","1991","Bremen","indirect migration background","","","","","1"
"Very important","1991","North Rhine-Westphalia","no migration background","","","","","1"
"Very important","1991","North Rhine-Westphalia","direct migration background","","","","","1"
"Very important","1991","North Rhine-Westphalia","indirect migration background","","","","","1"
"Very important","1991","Hesse","no migration background","","","","","1"
"Very important","1991","Hesse","direct migration background","","","","","1"
"Very important","1991","Hesse","indirect migration background","","","","","1"
"Very important","1991","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Very important","1991","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Very important","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Very important","1991","Baden-Württemberg","no migration background","","","","","1"
"Very important","1991","Baden-Württemberg","direct migration background","","","","","1"
"Very important","1991","Baden-Württemberg","indirect migration background","","","","","1"
"Very important","1991","Bavaria","no migration background","","","","","1"
"Very important","1991","Bavaria","direct migration background","","","","","1"
"Very important","1991","Bavaria","indirect migration background","","","","","1"
"Very important","1991","Berlin","no migration background","","","","","1"
"Very important","1991","Berlin","direct migration background","","","","","1"
"Very important","1991","Berlin","indirect migration background","","","","","1"
"Very important","1991","Brandenburg","no migration background","","","","","1"
"Very important","1991","Brandenburg","direct migration background","","","","","1"
"Very important","1991","Brandenburg","indirect migration background","","","","","1"
"Very important","1991","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Very important","1991","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Very important","1991","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Very important","1991","Saxony","no migration background","","","","","1"
"Very important","1991","Saxony","direct migration background","","","","","1"
"Very important","1991","Saxony","indirect migration background","","","","","1"
"Very important","1991","Saxony-Anhalt","no migration background","","","","","1"
"Very important","1991","Saxony-Anhalt","direct migration background","","","","","1"
"Very important","1991","Saxony-Anhalt","indirect migration background","","","","","1"
"Very important","1991","Thuringia","no migration background","","","","","1"
"Very important","1991","Thuringia","direct migration background","","","","","1"
"Very important","1991","Thuringia","indirect migration background","","","","","1"
"Important","1992","Hamburg","indirect migration background","","","","","2"
"Important","1992","Hamburg","direct migration background","2","","","","2"
"Important","1992","Schleswig-Holstein","direct migration background","2","","","","2"
"Important","1992","Schleswig-Holstein","indirect migration background","","","","","2"
"Important","1992","Hamburg","no migration background","47","0.411602356461864","0.317020940823701","0.506183772100027","2"
"Important","1992","Lower Saxony","no migration background","277","0.360405160144651","0.327009824277883","0.393800496011419","2"
"Important","1992","Bremen","no migration background","30","0.366230128935557","0.26065881492162","0.471801442949494","2"
"Important","1992","Schleswig-Holstein","no migration background","74","0.312414824336239","0.252775437794287","0.372054210878192","2"
"Important","1992","Lower Saxony","direct migration background","13","","","","2"
"Important","1992","Lower Saxony","indirect migration background","1","","","","2"
"Important","1992","North Rhine-Westphalia","no migration background","672","0.401615113421272","0.378777180676833","0.424453046165712","2"
"Important","1992","Hesse","no migration background","207","0.369670932761974","0.330453612232252","0.408888253291696","2"
"Important","1992","Bremen","direct migration background","","","","","2"
"Important","1992","Bremen","indirect migration background","","","","","2"
"Important","1992","North Rhine-Westphalia","direct migration background","32","0.291203591881103","0.201710479638517","0.380696704123688","2"
"Important","1992","North Rhine-Westphalia","indirect migration background","6","","","","2"
"Important","1992","Hesse","direct migration background","21","","","","2"
"Important","1992","Hesse","indirect migration background","6","","","","2"
"Important","1992","Rhineland-Palatinate,Saarland","no migration background","212","0.421396470562609","0.379077681429921","0.463715259695297","2"
"Important","1992","Rhineland-Palatinate,Saarland","direct migration background","4","","","","2"
"Important","1992","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","2"
"Important","1992","Baden-Württemberg","no migration background","340","0.360405019701529","0.330268456598815","0.390541582804242","2"
"Important","1992","Baden-Württemberg","indirect migration background","5","","","","2"
"Important","1992","Thuringia","indirect migration background","1","","","","2"
"Important","1992","Baden-Württemberg","direct migration background","30","0.272943946011625","0.188140043348784","0.357747848674465","2"
"Important","1992","Bavaria","no migration background","439","0.373144907523319","0.345849047913969","0.40044076713267","2"
"Important","1992","Bavaria","direct migration background","33","0.475736540936105","0.364906156608752","0.586566925263457","2"
"Important","1992","Berlin","direct migration background","12","","","","2"
"Important","1992","Berlin","indirect migration background","1","","","","2"
"Important","1992","Saxony","indirect migration background","1","","","","2"
"Important","1992","Saxony-Anhalt","no migration background","244","0.357840906564592","0.323114578671307","0.392567234457877","2"
"Important","1992","Saxony-Anhalt","direct migration background","13","","","","2"
"Important","1992","Saxony-Anhalt","indirect migration background","1","","","","2"
"Important","1992","Thuringia","no migration background","176","0.283639606492837","0.248933187271503","0.318346025714172","2"
"Important","1992","Thuringia","direct migration background","6","","","","2"
"Important","1992","Bavaria","indirect migration background","3","","","","2"
"Important","1992","Berlin","no migration background","150","0.33942583820172","0.296479821220082","0.382371855183358","2"
"Important","1992","Brandenburg","indirect migration background","","","","","2"
"Important","1992","Mecklenburg-Western Pomerania","no migration background","105","0.304783113916369","0.259215040797009","0.350351187035728","2"
"Important","1992","Mecklenburg-Western Pomerania","direct migration background","5","","","","2"
"Important","1992","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Important","1992","Saxony","no migration background","342","0.321864533483706","0.29426833735481","0.349460729612602","2"
"Important","1992","Saxony","direct migration background","11","","","","2"
"Important","1992","Brandenburg","no migration background","190","0.317010654072698","0.280647071649989","0.353374236495408","2"
"Important","1992","Brandenburg","direct migration background","8","","","","2"
"Less important","1992","Schleswig-Holstein","direct migration background","1","","","","3"
"Less important","1992","Schleswig-Holstein","no migration background","28","","","","3"
"Less important","1992","Lower Saxony","no migration background","122","0.155878781048146","0.130647822562562","0.18110973953373","3"
"Less important","1992","Hamburg","direct migration background","1","","","","3"
"Less important","1992","Hamburg","indirect migration background","","","","","3"
"Less important","1992","Schleswig-Holstein","indirect migration background","","","","","3"
"Less important","1992","Hamburg","no migration background","16","","","","3"
"Less important","1992","Thuringia","indirect migration background","1","","","","3"
"Less important","1992","Lower Saxony","indirect migration background","1","","","","3"
"Less important","1992","Bremen","no migration background","4","","","","3"
"Less important","1992","Bremen","direct migration background","","","","","3"
