"plh0110","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"Less important","2011","Employed","Full Time","","","",""
"Less important","2011","Employed","Part Time","","","",""
"Less important","2011","Employed","Not Working","","","",""
"Quite unimportant","2011","Not Employed","Full Time","","","",""
"Quite unimportant","2011","Not Employed","Part Time","","","",""
"Quite unimportant","2011","Not Employed","Not Working","","","",""
"Quite unimportant","2011","Employed","Full Time","","","",""
"Quite unimportant","2011","Employed","Part Time","","","",""
"Quite unimportant","2011","Employed","Not Working","","","",""
"Very important","2012","Not Employed","Full Time","","","",""
"Very important","2012","Not Employed","Part Time","","","",""
"Very important","2012","Not Employed","Not Working","4677","0.434339490101984","0.424424724643381","0.444254255560587"
"Very important","2012","Employed","Full Time","5254","0.398335538554367","0.388915887458997","0.407755189649736"
"Very important","2012","Employed","Part Time","4367","0.497305345486274","0.485916529307973","0.508694161664576"
"Very important","2012","Employed","Not Working","","","",""
"Important","2012","Not Employed","Full Time","","","",""
"Important","2012","Not Employed","Part Time","","","",""
"Important","2012","Not Employed","Not Working","3631","0.399575056744592","0.389777486092819","0.409372627396365"
"Important","2012","Employed","Full Time","3372","0.338425560137838","0.329321103190899","0.347530017084777"
"Important","2012","Employed","Part Time","2217","0.321289194341289","0.310652533110307","0.331925855572271"
"Important","2012","Employed","Not Working","","","",""
"Less important","2012","Not Employed","Full Time","","","",""
"Less important","2012","Not Employed","Part Time","","","",""
"Less important","2012","Not Employed","Not Working","769","0.0964516234120512","0.0905466175641085","0.102356629259994"
"Less important","2012","Employed","Full Time","1196","0.168755903016407","0.161549361661248","0.175962444371567"
"Less important","2012","Employed","Part Time","564","0.123017266443324","0.115535684386112","0.130498848500536"
"Less important","2012","Employed","Not Working","","","",""
"Quite unimportant","2012","Not Employed","Full Time","","","",""
"Quite unimportant","2012","Not Employed","Part Time","","","",""
"Quite unimportant","2012","Not Employed","Not Working","524","0.069633829741373","0.0645425500952185","0.0747251093875275"
"Quite unimportant","2012","Employed","Full Time","554","0.0944829982913879","0.0888549444018411","0.100111052180935"
"Quite unimportant","2012","Employed","Part Time","256","0.0583881937291133","0.0530473071683957","0.063729080289831"
"Quite unimportant","2012","Employed","Not Working","","","",""
"Very important","2013","Not Employed","Full Time","","","",""
"Very important","2013","Not Employed","Part Time","","","",""
"Very important","2013","Not Employed","Not Working","","","",""
"Very important","2013","Employed","Full Time","","","",""
"Very important","2013","Employed","Part Time","","","",""
"Very important","2013","Employed","Not Working","","","",""
"Important","2013","Not Employed","Full Time","","","",""
"Important","2013","Not Employed","Part Time","","","",""
"Important","2013","Not Employed","Not Working","","","",""
"Important","2013","Employed","Full Time","","","",""
"Important","2013","Employed","Part Time","","","",""
"Important","2013","Employed","Not Working","","","",""
"Less important","2013","Not Employed","Full Time","","","",""
"Less important","2013","Not Employed","Part Time","","","",""
"Less important","2013","Not Employed","Not Working","","","",""
"Less important","2013","Employed","Full Time","","","",""
"Less important","2013","Employed","Part Time","","","",""
"Less important","2013","Employed","Not Working","","","",""
"Quite unimportant","2013","Not Employed","Full Time","","","",""
"Quite unimportant","2013","Not Employed","Part Time","","","",""
"Quite unimportant","2013","Not Employed","Not Working","","","",""
"Quite unimportant","2013","Employed","Full Time","","","",""
"Quite unimportant","2013","Employed","Part Time","","","",""
"Quite unimportant","2013","Employed","Not Working","","","",""
"Very important","2014","Not Employed","Full Time","","","",""
"Very important","2014","Not Employed","Part Time","","","",""
"Very important","2014","Not Employed","Not Working","","","",""
"Very important","2014","Employed","Full Time","","","",""
"Very important","2014","Employed","Part Time","","","",""
"Very important","2014","Employed","Not Working","","","",""
"Important","2014","Not Employed","Full Time","","","",""
"Important","2014","Not Employed","Part Time","","","",""
"Important","2014","Not Employed","Not Working","","","",""
"Important","2014","Employed","Full Time","","","",""
"Important","2014","Employed","Part Time","","","",""
"Important","2014","Employed","Not Working","","","",""
"Less important","2014","Not Employed","Full Time","","","",""
"Less important","2014","Not Employed","Part Time","","","",""
"Less important","2014","Not Employed","Not Working","","","",""
"Less important","2014","Employed","Full Time","","","",""
"Less important","2014","Employed","Part Time","","","",""
"Less important","2014","Employed","Not Working","","","",""
"Quite unimportant","2014","Not Employed","Full Time","","","",""
"Quite unimportant","2014","Not Employed","Part Time","","","",""
"Quite unimportant","2014","Not Employed","Not Working","","","",""
"Quite unimportant","2014","Employed","Full Time","","","",""
"Quite unimportant","2014","Employed","Part Time","","","",""
"Quite unimportant","2014","Employed","Not Working","","","",""
"Very important","2015","Not Employed","Full Time","","","",""
"Very important","2015","Not Employed","Part Time","","","",""
"Very important","2015","Not Employed","Not Working","","","",""
"Very important","2015","Employed","Full Time","","","",""
"Very important","2015","Employed","Part Time","","","",""
"Very important","2015","Employed","Not Working","","","",""
"Important","2015","Not Employed","Full Time","","","",""
"Important","2015","Not Employed","Part Time","","","",""
"Important","2015","Not Employed","Not Working","","","",""
"Important","2015","Employed","Full Time","","","",""
"Important","2015","Employed","Part Time","","","",""
"Important","2015","Employed","Not Working","","","",""
"Less important","2015","Not Employed","Full Time","","","",""
"Less important","2015","Not Employed","Part Time","","","",""
"Less important","2015","Not Employed","Not Working","","","",""
"Less important","2015","Employed","Full Time","","","",""
"Less important","2015","Employed","Part Time","","","",""
"Less important","2015","Employed","Not Working","","","",""
"Quite unimportant","2015","Not Employed","Full Time","","","",""
"Quite unimportant","2015","Not Employed","Part Time","","","",""
"Quite unimportant","2015","Not Employed","Not Working","","","",""
"Quite unimportant","2015","Employed","Full Time","","","",""
"Quite unimportant","2015","Employed","Part Time","","","",""
"Quite unimportant","2015","Employed","Not Working","","","",""
"Very important","2016","Not Employed","Full Time","","","",""
"Very important","2016","Not Employed","Part Time","","","",""
"Very important","2016","Not Employed","Not Working","4155","0.458691588647439","0.447832076995016","0.469551100299862"
"Very important","2016","Employed","Full Time","4885","0.442272743365712","0.432070120300998","0.452475366430426"
"Very important","2016","Employed","Part Time","4134","0.52363048412669","0.511869059244431","0.535391909008948"
"Very important","2016","Employed","Not Working","","","",""
"Important","2016","Not Employed","Full Time","","","",""
"Important","2016","Not Employed","Part Time","","","",""
"Important","2016","Not Employed","Not Working","2821","0.37508964312547","0.364538393027702","0.385640893223239"
"Important","2016","Employed","Full Time","2763","0.306363456752717","0.296893668180046","0.315833245325388"
"Important","2016","Employed","Part Time","1957","0.299529686329706","0.288742944107604","0.310316428551808"
"Important","2016","Employed","Not Working","","","",""
"Less important","2016","Not Employed","Full Time","","","",""
"Less important","2016","Not Employed","Part Time","","","",""
"Less important","2016","Not Employed","Not Working","683","0.0989238860844304","0.092417215160635","0.105430557008226"
"Less important","2016","Employed","Full Time","988","0.166514105320189","0.158861127387449","0.17416708325293"
"Less important","2016","Employed","Part Time","535","0.105716091945346","0.0984753385728716","0.11295684531782"
"Less important","2016","Employed","Not Working","","","",""
"Quite unimportant","2016","Not Employed","Full Time","","","",""
"Quite unimportant","2016","Not Employed","Part Time","","","",""
"Quite unimportant","2016","Not Employed","Not Working","429","0.0672948821426602","0.0618349063395405","0.0727548579457799"
"Quite unimportant","2016","Employed","Full Time","467","0.0848496945613826","0.0791253314315144","0.0905740576912508"
"Quite unimportant","2016","Employed","Part Time","301","0.0711237375982587","0.065070862462464","0.0771766127340534"
"Quite unimportant","2016","Employed","Not Working","","","",""
