"plh0105","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Quite unimportant","1991","direct migration background","Male","","","",""
"Quite unimportant","1991","direct migration background","Female","","","",""
"Quite unimportant","1991","indirect migration background","Male","","","",""
"Quite unimportant","1991","indirect migration background","Female","","","",""
"Very important","1992","no migration background","Male","921","0.182484851317941","0.171692232138433","0.193277470497448"
"Very important","1992","no migration background","Female","1559","0.273292755529518","0.261437198168715","0.285148312890321"
"Very important","1992","direct migration background","Male","50","0.2110292850694","0.161621060207611","0.26043750993119"
"Very important","1992","direct migration background","Female","103","0.315927052748761","0.264751437112975","0.367102668384547"
"Very important","1992","indirect migration background","Male","11","","",""
"Very important","1992","indirect migration background","Female","11","","",""
"Important","1992","no migration background","Male","3314","0.666375583127418","0.653200480971869","0.679550685282966"
"Important","1992","no migration background","Female","3417","0.632976472666242","0.620154084857456","0.645798860475028"
"Important","1992","direct migration background","Male","173","0.636892517755744","0.578662339734983","0.695122695776504"
"Important","1992","direct migration background","Female","194","0.617785822136647","0.564293577154245","0.67127806711905"
"Important","1992","indirect migration background","Male","19","","",""
"Important","1992","indirect migration background","Female","25","","",""
"Less important","1992","no migration background","Male","642","0.141678195990557","0.131934087262591","0.151422304718523"
"Less important","1992","no migration background","Female","405","0.0809190619219104","0.0736641779574438","0.088173945886377"
"Less important","1992","direct migration background","Male","35","0.138683063909347","0.0968335273745841","0.18053260044411"
"Less important","1992","direct migration background","Female","17","","",""
"Less important","1992","indirect migration background","Male","9","","",""
"Less important","1992","indirect migration background","Female","6","","",""
"Quite unimportant","1992","no migration background","Male","43","0.00946136956408512","0.00675630116091308","0.0121664379672572"
"Quite unimportant","1992","no migration background","Female","47","0.0128117098823293","0.00981991567526877","0.0158035040893898"
"Quite unimportant","1992","direct migration background","Male","4","","",""
"Quite unimportant","1992","direct migration background","Female","3","","",""
"Quite unimportant","1992","indirect migration background","Male","","","",""
"Quite unimportant","1992","indirect migration background","Female","","","",""
"Very important","1993","no migration background","Male","","","",""
"Very important","1993","no migration background","Female","","","",""
"Very important","1993","direct migration background","Male","","","",""
"Very important","1993","direct migration background","Female","","","",""
"Very important","1993","indirect migration background","Male","","","",""
"Very important","1993","indirect migration background","Female","","","",""
"Important","1993","no migration background","Male","","","",""
"Important","1993","no migration background","Female","","","",""
"Important","1993","direct migration background","Male","","","",""
"Important","1993","direct migration background","Female","","","",""
"Important","1993","indirect migration background","Male","","","",""
"Important","1993","indirect migration background","Female","","","",""
"Less important","1993","no migration background","Male","","","",""
"Less important","1993","no migration background","Female","","","",""
"Less important","1993","direct migration background","Male","","","",""
"Less important","1993","direct migration background","Female","","","",""
"Less important","1993","indirect migration background","Male","","","",""
"Less important","1993","indirect migration background","Female","","","",""
"Quite unimportant","1993","no migration background","Male","","","",""
"Quite unimportant","1993","no migration background","Female","","","",""
"Quite unimportant","1993","direct migration background","Male","","","",""
"Quite unimportant","1993","direct migration background","Female","","","",""
"Quite unimportant","1993","indirect migration background","Male","","","",""
"Quite unimportant","1993","indirect migration background","Female","","","",""
"Very important","1994","no migration background","Male","","","",""
"Very important","1994","no migration background","Female","","","",""
"Very important","1994","direct migration background","Male","","","",""
"Very important","1994","direct migration background","Female","","","",""
"Very important","1994","indirect migration background","Male","","","",""
"Very important","1994","indirect migration background","Female","","","",""
"Important","1994","no migration background","Male","","","",""
"Important","1994","no migration background","Female","","","",""
"Important","1994","direct migration background","Male","","","",""
"Important","1994","direct migration background","Female","","","",""
"Important","1994","indirect migration background","Male","","","",""
"Important","1994","indirect migration background","Female","","","",""
"Less important","1994","no migration background","Male","","","",""
"Less important","1994","no migration background","Female","","","",""
"Less important","1994","direct migration background","Male","","","",""
"Less important","1994","direct migration background","Female","","","",""
"Less important","1994","indirect migration background","Male","","","",""
"Less important","1994","indirect migration background","Female","","","",""
"Quite unimportant","1994","no migration background","Male","","","",""
"Quite unimportant","1994","no migration background","Female","","","",""
"Quite unimportant","1994","direct migration background","Male","","","",""
"Quite unimportant","1994","direct migration background","Female","","","",""
"Quite unimportant","1994","indirect migration background","Male","","","",""
"Quite unimportant","1994","indirect migration background","Female","","","",""
"Very important","1995","no migration background","Male","945","0.187914996230468","0.176782335199014","0.199047657261923"
"Very important","1995","no migration background","Female","1661","0.293465207137153","0.281126793953812","0.305803620320494"
"Very important","1995","direct migration background","Male","144","0.259419876243932","0.222519049396084","0.29632070309178"
"Very important","1995","direct migration background","Female","232","0.375032604968495","0.336455147848905","0.413610062088085"
"Very important","1995","indirect migration background","Male","21","","",""
"Very important","1995","indirect migration background","Female","27","","",""
"Important","1995","no migration background","Male","3242","0.687715142386949","0.674508352234736","0.700921932539161"
"Important","1995","no migration background","Female","3244","0.635399017777655","0.622356951284066","0.648441084271244"
"Important","1995","direct migration background","Male","346","0.606872589959137","0.565751570629885","0.647993609288389"
"Important","1995","direct migration background","Female","338","0.550241464616858","0.510601179645972","0.589881749587744"
"Important","1995","indirect migration background","Male","37","0.507527984761161","0.388701182503086","0.626354787019237"
"Important","1995","indirect migration background","Female","40","0.540818463917858","0.426503094435201","0.655133833400516"
"Less important","1995","no migration background","Male","512","0.118218658286496","0.109017532112264","0.127419784460727"
"Less important","1995","no migration background","Female","289","0.0585954738989289","0.0522314119299214","0.0649595358679365"
"Less important","1995","direct migration background","Male","39","0.0976107615529273","0.0726249044403902","0.122596618665464"
"Less important","1995","direct migration background","Female","28","","",""
"Less important","1995","indirect migration background","Male","10","","",""
"Less important","1995","indirect migration background","Female","5","","",""
"Quite unimportant","1995","no migration background","Male","31","0.00615120309608766","0.0039229849225168","0.00837942126965852"
"Quite unimportant","1995","no migration background","Female","38","0.0125403011862629","0.00952501945186715","0.0155555829206587"
"Quite unimportant","1995","direct migration background","Male","13","","",""
"Quite unimportant","1995","direct migration background","Female","7","","",""
"Quite unimportant","1995","indirect migration background","Male","","","",""
"Quite unimportant","1995","indirect migration background","Female","1","","",""
"Very important","1996","no migration background","Male","","","",""
"Very important","1996","no migration background","Female","","","",""
"Very important","1996","direct migration background","Male","","","",""
"Very important","1996","direct migration background","Female","","","",""
"Very important","1996","indirect migration background","Male","","","",""
"Very important","1996","indirect migration background","Female","","","",""
"Important","1996","no migration background","Male","","","",""
"Important","1996","no migration background","Female","","","",""
"Important","1996","direct migration background","Male","","","",""
"Important","1996","direct migration background","Female","","","",""
"Important","1996","indirect migration background","Male","","","",""
"Important","1996","indirect migration background","Female","","","",""
"Less important","1996","no migration background","Male","","","",""
"Less important","1996","no migration background","Female","","","",""
"Less important","1996","direct migration background","Male","","","",""
"Less important","1996","direct migration background","Female","","","",""
"Less important","1996","indirect migration background","Male","","","",""
"Less important","1996","indirect migration background","Female","","","",""
"Quite unimportant","1996","no migration background","Male","","","",""
"Quite unimportant","1996","no migration background","Female","","","",""
"Quite unimportant","1996","direct migration background","Male","","","",""
"Quite unimportant","1996","direct migration background","Female","","","",""
"Quite unimportant","1996","indirect migration background","Male","","","",""
"Quite unimportant","1996","indirect migration background","Female","","","",""
"Very important","1997","no migration background","Male","","","",""
"Very important","1997","no migration background","Female","","","",""
"Very important","1997","direct migration background","Male","","","",""
"Very important","1997","direct migration background","Female","","","",""
"Very important","1997","indirect migration background","Male","","","",""
"Very important","1997","indirect migration background","Female","","","",""
"Important","1997","no migration background","Male","","","",""
"Important","1997","no migration background","Female","","","",""
"Important","1997","direct migration background","Male","","","",""
"Important","1997","direct migration background","Female","","","",""
"Important","1997","indirect migration background","Male","","","",""
"Important","1997","indirect migration background","Female","","","",""
"Less important","1997","no migration background","Male","","","",""
"Less important","1997","no migration background","Female","","","",""
"Less important","1997","direct migration background","Male","","","",""
"Less important","1997","direct migration background","Female","","","",""
"Less important","1997","indirect migration background","Male","","","",""
"Less important","1997","indirect migration background","Female","","","",""
"Quite unimportant","1997","no migration background","Male","","","",""
"Quite unimportant","1997","no migration background","Female","","","",""
"Quite unimportant","1997","direct migration background","Male","","","",""
"Quite unimportant","1997","direct migration background","Female","","","",""
"Quite unimportant","1997","indirect migration background","Male","","","",""
"Quite unimportant","1997","indirect migration background","Female","","","",""
"Very important","1998","no migration background","Male","","","",""
"Very important","1998","no migration background","Female","","","",""
"Very important","1998","direct migration background","Male","","","",""
"Very important","1998","direct migration background","Female","","","",""
"Very important","1998","indirect migration background","Male","","","",""
"Very important","1998","indirect migration background","Female","","","",""
"Important","1998","no migration background","Male","","","",""
"Important","1998","no migration background","Female","","","",""
"Important","1998","direct migration background","Male","","","",""
"Important","1998","direct migration background","Female","","","",""
"Important","1998","indirect migration background","Male","","","",""
"Important","1998","indirect migration background","Female","","","",""
"Less important","1998","no migration background","Male","","","",""
"Less important","1998","no migration background","Female","","","",""
"Less important","1998","direct migration background","Male","","","",""
"Less important","1998","direct migration background","Female","","","",""
"Less important","1998","indirect migration background","Male","","","",""
"Less important","1998","indirect migration background","Female","","","",""
"Quite unimportant","1998","no migration background","Male","","","",""
"Quite unimportant","1998","no migration background","Female","","","",""
"Quite unimportant","1998","direct migration background","Male","","","",""
"Quite unimportant","1998","direct migration background","Female","","","",""
"Quite unimportant","1998","indirect migration background","Male","","","",""
"Quite unimportant","1998","indirect migration background","Female","","","",""
"Very important","1999","no migration background","Male","","","",""
"Very important","1999","no migration background","Female","","","",""
"Very important","1999","direct migration background","Male","","","",""
"Very important","1999","direct migration background","Female","","","",""
"Very important","1999","indirect migration background","Male","","","",""
"Very important","1999","indirect migration background","Female","","","",""
"Important","1999","no migration background","Male","","","",""
"Important","1999","no migration background","Female","","","",""
"Important","1999","direct migration background","Male","","","",""
"Important","1999","direct migration background","Female","","","",""
"Important","1999","indirect migration background","Male","","","",""
"Important","1999","indirect migration background","Female","","","",""
"Less important","1999","no migration background","Male","","","",""
"Less important","1999","no migration background","Female","","","",""
"Less important","1999","direct migration background","Male","","","",""
"Less important","1999","direct migration background","Female","","","",""
"Less important","1999","indirect migration background","Male","","","",""
"Less important","1999","indirect migration background","Female","","","",""
"Quite unimportant","1999","no migration background","Male","","","",""
"Quite unimportant","1999","no migration background","Female","","","",""
"Quite unimportant","1999","direct migration background","Male","","","",""
"Quite unimportant","1999","direct migration background","Female","","","",""
"Quite unimportant","1999","indirect migration background","Male","","","",""
"Quite unimportant","1999","indirect migration background","Female","","","",""
"Very important","2000","no migration background","Male","","","",""
"Very important","2000","no migration background","Female","","","",""
"Very important","2000","direct migration background","Male","","","",""
"Very important","2000","direct migration background","Female","","","",""
"Very important","2000","indirect migration background","Male","","","",""
"Very important","2000","indirect migration background","Female","","","",""
"Important","2000","no migration background","Male","","","",""
"Important","2000","no migration background","Female","","","",""
"Important","2000","direct migration background","Male","","","",""
"Important","2000","direct migration background","Female","","","",""
"Important","2000","indirect migration background","Male","","","",""
"Important","2000","indirect migration background","Female","","","",""
"Less important","2000","no migration background","Male","","","",""
"Less important","2000","no migration background","Female","","","",""
"Less important","2000","direct migration background","Male","","","",""
"Less important","2000","direct migration background","Female","","","",""
"Less important","2000","indirect migration background","Male","","","",""
"Less important","2000","indirect migration background","Female","","","",""
"Quite unimportant","2000","no migration background","Male","","","",""
"Quite unimportant","2000","no migration background","Female","","","",""
"Quite unimportant","2000","direct migration background","Male","","","",""
"Quite unimportant","2000","direct migration background","Female","","","",""
"Quite unimportant","2000","indirect migration background","Male","","","",""
"Quite unimportant","2000","indirect migration background","Female","","","",""
"Very important","2001","no migration background","Male","","","",""
"Very important","2001","no migration background","Female","","","",""
"Very important","2001","direct migration background","Male","","","",""
"Very important","2001","direct migration background","Female","","","",""
"Very important","2001","indirect migration background","Male","","","",""
"Very important","2001","indirect migration background","Female","","","",""
"Important","2001","no migration background","Male","","","",""
"Important","2001","no migration background","Female","","","",""
"Important","2001","direct migration background","Male","","","",""
"Important","2001","direct migration background","Female","","","",""
"Important","2001","indirect migration background","Male","","","",""
"Important","2001","indirect migration background","Female","","","",""
"Less important","2001","no migration background","Male","","","",""
"Less important","2001","no migration background","Female","","","",""
"Less important","2001","direct migration background","Male","","","",""
"Less important","2001","direct migration background","Female","","","",""
"Less important","2001","indirect migration background","Male","","","",""
"Less important","2001","indirect migration background","Female","","","",""
"Quite unimportant","2001","no migration background","Male","","","",""
"Quite unimportant","2001","no migration background","Female","","","",""
"Quite unimportant","2001","direct migration background","Male","","","",""
"Quite unimportant","2001","direct migration background","Female","","","",""
"Quite unimportant","2001","indirect migration background","Male","","","",""
"Quite unimportant","2001","indirect migration background","Female","","","",""
"Very important","2002","no migration background","Male","","","",""
"Very important","2002","no migration background","Female","","","",""
"Very important","2002","direct migration background","Male","","","",""
"Very important","2002","direct migration background","Female","","","",""
"Very important","2002","indirect migration background","Male","","","",""
"Very important","2002","indirect migration background","Female","","","",""
"Important","2002","no migration background","Male","","","",""
"Important","2002","no migration background","Female","","","",""
"Important","2002","direct migration background","Male","","","",""
"Important","2002","direct migration background","Female","","","",""
"Important","2002","indirect migration background","Male","","","",""
"Important","2002","indirect migration background","Female","","","",""
"Less important","2002","no migration background","Male","","","",""
"Less important","2002","no migration background","Female","","","",""
"Less important","2002","direct migration background","Male","","","",""
"Less important","2002","direct migration background","Female","","","",""
"Less important","2002","indirect migration background","Male","","","",""
"Less important","2002","indirect migration background","Female","","","",""
"Quite unimportant","2002","no migration background","Male","","","",""
"Quite unimportant","2002","no migration background","Female","","","",""
"Quite unimportant","2002","direct migration background","Male","","","",""
"Quite unimportant","2002","direct migration background","Female","","","",""
"Quite unimportant","2002","indirect migration background","Male","","","",""
"Quite unimportant","2002","indirect migration background","Female","","","",""
"Very important","2003","no migration background","Male","","","",""
"Very important","2003","no migration background","Female","","","",""
"Very important","2003","direct migration background","Male","","","",""
"Very important","2003","direct migration background","Female","","","",""
"Very important","2003","indirect migration background","Male","","","",""
"Very important","2003","indirect migration background","Female","","","",""
"Important","2003","no migration background","Male","","","",""
"Important","2003","no migration background","Female","","","",""
"Important","2003","direct migration background","Male","","","",""
"Important","2003","direct migration background","Female","","","",""
"Important","2003","indirect migration background","Male","","","",""
"Important","2003","indirect migration background","Female","","","",""
"Less important","2003","no migration background","Male","","","",""
"Less important","2003","no migration background","Female","","","",""
"Less important","2003","direct migration background","Male","","","",""
"Less important","2003","direct migration background","Female","","","",""
"Less important","2003","indirect migration background","Male","","","",""
"Less important","2003","indirect migration background","Female","","","",""
"Quite unimportant","2003","no migration background","Male","","","",""
"Quite unimportant","2003","no migration background","Female","","","",""
"Quite unimportant","2003","direct migration background","Male","","","",""
"Quite unimportant","2003","direct migration background","Female","","","",""
"Quite unimportant","2003","indirect migration background","Male","","","",""
"Quite unimportant","2003","indirect migration background","Female","","","",""
"Very important","2004","no migration background","Male","1671","0.190015035732722","0.181814137674438","0.198215933791006"
"Very important","2004","no migration background","Female","2964","0.29822480807553","0.289030778639267","0.307418837511794"
"Very important","2004","direct migration background","Male","298","0.25399734066217","0.229571307167067","0.278423374157273"
"Very important","2004","direct migration background","Female","495","0.365295650969744","0.339280393145964","0.391310908793525"
"Very important","2004","indirect migration background","Male","83","0.234963973103374","0.192668292193866","0.277259654012883"
"Very important","2004","indirect migration background","Female","170","0.381949019690036","0.335259836587263","0.428638202792809"
"Important","2004","no migration background","Male","6107","0.688762410907526","0.67908387443416","0.698440947380893"
"Important","2004","no migration background","Female","5984","0.634434940803766","0.624756377691958","0.644113503915573"
"Important","2004","direct migration background","Male","793","0.625422222073581","0.598262467929549","0.652581976217614"
"Important","2004","direct migration background","Female","744","0.564256252944531","0.537466178620424","0.591046327268638"
"Important","2004","indirect migration background","Male","257","0.640540993689747","0.592672188456058","0.688409798923437"
"Important","2004","indirect migration background","Female","229","0.579549883377397","0.532114318601384","0.626985448153411"
"Less important","2004","no migration background","Male","960","0.114302376029347","0.107651186554223","0.12095356550447"
"Less important","2004","no migration background","Female","523","0.0620527304785365","0.0572042610666423","0.0669011998904307"
"Less important","2004","direct migration background","Male","122","0.115495490077518","0.0975605176018138","0.133430462553222"
"Less important","2004","direct migration background","Female","71","0.0644875435090166","0.0512171790479781","0.0777579079700551"
"Less important","2004","indirect migration background","Male","44","0.119930727229148","0.0875207966133198","0.152340657844976"
"Less important","2004","indirect migration background","Female","15","","",""
"Quite unimportant","2004","no migration background","Male","53","0.00692017733040494","0.00518725283069736","0.00865310183011252"
"Quite unimportant","2004","no migration background","Female","40","0.00528752064216753","0.00383001642054052","0.00674502486379455"
"Quite unimportant","2004","direct migration background","Male","7","","",""
"Quite unimportant","2004","direct migration background","Female","6","","",""
"Quite unimportant","2004","indirect migration background","Male","2","","",""
"Quite unimportant","2004","indirect migration background","Female","2","","",""
"Very important","2005","no migration background","Male","","","",""
"Very important","2005","no migration background","Female","","","",""
"Very important","2005","direct migration background","Male","","","",""
"Very important","2005","direct migration background","Female","","","",""
"Very important","2005","indirect migration background","Male","","","",""
"Very important","2005","indirect migration background","Female","","","",""
"Important","2005","no migration background","Male","","","",""
"Important","2005","no migration background","Female","","","",""
"Important","2005","direct migration background","Male","","","",""
"Important","2005","direct migration background","Female","","","",""
"Important","2005","indirect migration background","Male","","","",""
"Important","2005","indirect migration background","Female","","","",""
"Less important","2005","no migration background","Male","","","",""
"Less important","2005","no migration background","Female","","","",""
"Less important","2005","direct migration background","Male","","","",""
"Less important","2005","direct migration background","Female","","","",""
"Less important","2005","indirect migration background","Male","","","",""
"Less important","2005","indirect migration background","Female","","","",""
"Quite unimportant","2005","no migration background","Male","","","",""
"Quite unimportant","2005","no migration background","Female","","","",""
"Quite unimportant","2005","direct migration background","Male","","","",""
"Quite unimportant","2005","direct migration background","Female","","","",""
"Quite unimportant","2005","indirect migration background","Male","","","",""
"Quite unimportant","2005","indirect migration background","Female","","","",""
"Very important","2006","no migration background","Male","","","",""
"Very important","2006","no migration background","Female","","","",""
"Very important","2006","direct migration background","Male","","","",""
"Very important","2006","direct migration background","Female","","","",""
"Very important","2006","indirect migration background","Male","","","",""
"Very important","2006","indirect migration background","Female","","","",""
"Important","2006","no migration background","Male","","","",""
"Important","2006","no migration background","Female","","","",""
"Important","2006","direct migration background","Male","","","",""
"Important","2006","direct migration background","Female","","","",""
"Important","2006","indirect migration background","Male","","","",""
"Important","2006","indirect migration background","Female","","","",""
"Less important","2006","no migration background","Male","","","",""
"Less important","2006","no migration background","Female","","","",""
"Less important","2006","direct migration background","Male","","","",""
"Less important","2006","direct migration background","Female","","","",""
"Less important","2006","indirect migration background","Male","","","",""
"Less important","2006","indirect migration background","Female","","","",""
"Quite unimportant","2006","no migration background","Male","","","",""
"Quite unimportant","2006","no migration background","Female","","","",""
"Quite unimportant","2006","direct migration background","Male","","","",""
"Quite unimportant","2006","direct migration background","Female","","","",""
"Quite unimportant","2006","indirect migration background","Male","","","",""
"Quite unimportant","2006","indirect migration background","Female","","","",""
"Very important","2007","no migration background","Male","","","",""
"Very important","2007","no migration background","Female","","","",""
"Very important","2007","direct migration background","Male","","","",""
"Very important","2007","direct migration background","Female","","","",""
"Very important","2007","indirect migration background","Male","","","",""
"Very important","2007","indirect migration background","Female","","","",""
"Important","2007","no migration background","Male","","","",""
"Important","2007","no migration background","Female","","","",""
"Important","2007","direct migration background","Male","","","",""
"Important","2007","direct migration background","Female","","","",""
"Important","2007","indirect migration background","Male","","","",""
"Important","2007","indirect migration background","Female","","","",""
"Less important","2007","no migration background","Male","","","",""
"Less important","2007","no migration background","Female","","","",""
"Less important","2007","direct migration background","Male","","","",""
"Less important","2007","direct migration background","Female","","","",""
"Less important","2007","indirect migration background","Male","","","",""
"Less important","2007","indirect migration background","Female","","","",""
"Quite unimportant","2007","no migration background","Male","","","",""
"Quite unimportant","2007","no migration background","Female","","","",""
"Quite unimportant","2007","direct migration background","Male","","","",""
"Quite unimportant","2007","direct migration background","Female","","","",""
"Quite unimportant","2007","indirect migration background","Male","","","",""
"Quite unimportant","2007","indirect migration background","Female","","","",""
"Very important","2008","no migration background","Male","1435","0.182152201221989","0.173681171575975","0.190623230868003"
"Very important","2008","no migration background","Female","2647","0.287800932827739","0.278297914845503","0.297303950809975"
"Very important","2008","direct migration background","Male","222","0.223424523440664","0.195919159681572","0.250929887199757"
"Very important","2008","direct migration background","Female","392","0.370660846886203","0.341107603995547","0.400214089776858"
"Very important","2008","indirect migration background","Male","105","0.224203799652157","0.181765649551343","0.26664194975297"
"Very important","2008","indirect migration background","Female","167","0.443429827057087","0.394806091580623","0.492053562533551"
"Important","2008","no migration background","Male","5646","0.695664915674004","0.685566370639923","0.705763460708085"
"Important","2008","no migration background","Female","5622","0.651031326503416","0.641026514859588","0.661036138147243"
"Important","2008","direct migration background","Male","562","0.656371569272093","0.625011315971539","0.687731822572646"
"Important","2008","direct migration background","Female","576","0.571699841878335","0.541421466836631","0.60197821692004"
"Important","2008","indirect migration background","Male","229","0.650105123459861","0.601573846107363","0.698636400812359"
"Important","2008","indirect migration background","Female","214","0.493681832733661","0.444747774680283","0.542615890787039"
"Less important","2008","no migration background","Male","852","0.115086960646305","0.108082961203554","0.122090960089056"
"Less important","2008","no migration background","Female","413","0.0547509035894068","0.0499757919111042","0.0595260152677094"
"Less important","2008","direct migration background","Male","90","0.107371470594491","0.0869286899239739","0.127814251265009"
"Less important","2008","direct migration background","Female","54","0.055482114961219","0.0414747640867385","0.0694894658356994"
"Less important","2008","indirect migration background","Male","35","0.122724296815217","0.0893359848192339","0.1561126088112"
"Less important","2008","indirect migration background","Female","20","","",""
"Quite unimportant","2008","no migration background","Male","42","0.00709592245770185","0.00525370530033597","0.00893813961506772"
"Quite unimportant","2008","no migration background","Female","37","0.00641683707943828","0.00474082412794519","0.00809285003093137"
"Quite unimportant","2008","direct migration background","Male","7","","",""
"Quite unimportant","2008","direct migration background","Female","4","","",""
"Quite unimportant","2008","indirect migration background","Male","2","","",""
"Quite unimportant","2008","indirect migration background","Female","","","",""
"Very important","2009","no migration background","Male","","","",""
"Very important","2009","no migration background","Female","","","",""
"Very important","2009","direct migration background","Male","","","",""
"Very important","2009","direct migration background","Female","","","",""
"Very important","2009","indirect migration background","Male","","","",""
"Very important","2009","indirect migration background","Female","","","",""
"Important","2009","no migration background","Male","","","",""
"Important","2009","no migration background","Female","","","",""
"Important","2009","direct migration background","Male","","","",""
"Important","2009","direct migration background","Female","","","",""
"Important","2009","indirect migration background","Male","","","",""
"Important","2009","indirect migration background","Female","","","",""
"Less important","2009","no migration background","Male","","","",""
"Less important","2009","no migration background","Female","","","",""
"Less important","2009","direct migration background","Male","","","",""
"Less important","2009","direct migration background","Female","","","",""
"Less important","2009","indirect migration background","Male","","","",""
"Less important","2009","indirect migration background","Female","","","",""
"Quite unimportant","2009","no migration background","Male","","","",""
"Quite unimportant","2009","no migration background","Female","","","",""
"Quite unimportant","2009","direct migration background","Male","","","",""
"Quite unimportant","2009","direct migration background","Female","","","",""
"Quite unimportant","2009","indirect migration background","Male","","","",""
"Quite unimportant","2009","indirect migration background","Female","","","",""
"Very important","2010","no migration background","Male","899","0.419766421140873","0.398890899077742","0.440641943204005"
"Very important","2010","no migration background","Female","1844","0.571935983195769","0.554922183833053","0.588949782558486"
"Very important","2010","direct migration background","Male","280","0.433276425328574","0.394582215219643","0.471970635437506"
"Very important","2010","direct migration background","Female","458","0.527930011965942","0.493227900696985","0.562632123234899"
"Very important","2010","indirect migration background","Male","101","0.489521997228801","0.420068171165545","0.558975823292057"
"Very important","2010","indirect migration background","Female","174","0.560953210689929","0.503934115899629","0.617972305480229"
"Important","2010","no migration background","Male","1182","0.553270847317208","0.532241629968804","0.574300064665612"
"Important","2010","no migration background","Female","1353","0.414488260268275","0.397548894094314","0.431427626442235"
"Important","2010","direct migration background","Male","331","0.54024750435319","0.501330782654109","0.57916422605227"
"Important","2010","direct migration background","Female","322","0.450834143902759","0.416246204422671","0.485422083382848"
"Important","2010","indirect migration background","Male","90","0.476101896789511","0.406712210874749","0.545491582704273"
"Important","2010","indirect migration background","Female","113","0.431179249902095","0.374278467486566","0.488080032317624"
"Less important","2010","no migration background","Male","62","0.0255171324507377","0.0188469900335212","0.0321872748679543"
"Less important","2010","no migration background","Female","46","0.0122437046278994","0.00846228773099414","0.0160251215248047"
"Less important","2010","direct migration background","Male","17","","",""
"Less important","2010","direct migration background","Female","15","","",""
"Less important","2010","indirect migration background","Male","8","","",""
"Less important","2010","indirect migration background","Female","4","","",""
"Quite unimportant","2010","no migration background","Male","4","","",""
"Quite unimportant","2010","no migration background","Female","6","","",""
"Quite unimportant","2010","direct migration background","Male","2","","",""
"Quite unimportant","2010","direct migration background","Female","","","",""
"Quite unimportant","2010","indirect migration background","Male","","","",""
"Quite unimportant","2010","indirect migration background","Female","","","",""
"Very important","2011","no migration background","Male","","","",""
"Very important","2011","no migration background","Female","","","",""
"Very important","2011","direct migration background","Male","","","",""
"Very important","2011","direct migration background","Female","","","",""
"Very important","2011","indirect migration background","Male","","","",""
"Very important","2011","indirect migration background","Female","","","",""
"Important","2011","no migration background","Male","","","",""
"Important","2011","no migration background","Female","","","",""
"Important","2011","direct migration background","Male","","","",""
"Important","2011","direct migration background","Female","","","",""
"Important","2011","indirect migration background","Male","","","",""
"Important","2011","indirect migration background","Female","","","",""
"Less important","2011","no migration background","Male","","","",""
"Less important","2011","no migration background","Female","","","",""
"Less important","2011","direct migration background","Male","","","",""
