"plh0105","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Quite unimportant","1995","Rural Area","35","0.0107320175136605","0.00761658943299515","0.0138474455943258","4"
"Quite unimportant","1995","Urban Area","55","0.0112750925955775","0.00881011520993061","0.0137400699812243","4"
"Very important","1995","Rural Area","1057","0.23637936081341","0.223533486367044","0.249225235259776","1"
"Very important","1995","Urban Area","1973","0.2598171267665","0.249579046097896","0.270055207435103","1"
"Important","1996","Rural Area","","","","","2"
"Important","1996","Urban Area","","","","","2"
"Less important","1996","Rural Area","","","","","3"
"Less important","1996","Urban Area","","","","","3"
"Quite unimportant","1996","Rural Area","","","","","4"
"Quite unimportant","1996","Urban Area","","","","","4"
"Very important","1996","Rural Area","","","","","1"
"Very important","1996","Urban Area","","","","","1"
"Important","1997","Rural Area","","","","","2"
"Important","1997","Urban Area","","","","","2"
"Less important","1997","Rural Area","","","","","3"
"Less important","1997","Urban Area","","","","","3"
"Quite unimportant","1997","Rural Area","","","","","4"
"Quite unimportant","1997","Urban Area","","","","","4"
"Very important","1997","Rural Area","","","","","1"
"Very important","1997","Urban Area","","","","","1"
"Important","1998","Rural Area","","","","","2"
"Important","1998","Urban Area","","","","","2"
"Less important","1998","Rural Area","","","","","3"
"Less important","1998","Urban Area","","","","","3"
"Quite unimportant","1998","Rural Area","","","","","4"
"Quite unimportant","1998","Urban Area","","","","","4"
"Very important","1998","Rural Area","","","","","1"
"Very important","1998","Urban Area","","","","","1"
"Important","1999","Urban Area","","","","","2"
"Important","1999","Rural Area","","","","","2"
"Less important","1999","Urban Area","","","","","3"
"Less important","1999","Rural Area","","","","","3"
"Quite unimportant","1999","Urban Area","","","","","4"
"Quite unimportant","1999","Rural Area","","","","","4"
"Very important","1999","Urban Area","","","","","1"
"Very important","1999","Rural Area","","","","","1"
"Important","2000","Urban Area","","","","","2"
"Important","2000","Rural Area","","","","","2"
"Less important","2000","Urban Area","","","","","3"
"Less important","2000","Rural Area","","","","","3"
"Quite unimportant","2000","Urban Area","","","","","4"
"Quite unimportant","2000","Rural Area","","","","","4"
"Very important","2000","Urban Area","","","","","1"
"Very important","2000","Rural Area","","","","","1"
"Important","2001","Urban Area","","","","","2"
"Important","2001","Rural Area","","","","","2"
"Less important","2001","Urban Area","","","","","3"
"Less important","2001","Rural Area","","","","","3"
"Quite unimportant","2001","Urban Area","","","","","4"
"Quite unimportant","2001","Rural Area","","","","","4"
"Very important","2001","Urban Area","","","","","1"
"Very important","2001","Rural Area","","","","","1"
"Important","2002","Urban Area","","","","","2"
"Important","2002","Rural Area","","","","","2"
"Less important","2002","Urban Area","","","","","3"
"Less important","2002","Rural Area","","","","","3"
"Quite unimportant","2002","Urban Area","","","","","4"
"Quite unimportant","2002","Rural Area","","","","","4"
"Very important","2002","Urban Area","","","","","1"
"Very important","2002","Rural Area","","","","","1"
"Important","2003","Urban Area","","","","","2"
"Important","2003","Rural Area","","","","","2"
"Less important","2003","Urban Area","","","","","3"
"Less important","2003","Rural Area","","","","","3"
"Quite unimportant","2003","Urban Area","","","","","4"
"Quite unimportant","2003","Rural Area","","","","","4"
"Very important","2003","Urban Area","","","","","1"
"Very important","2003","Rural Area","","","","","1"
"Important","2004","Urban Area","9333","0.646869863582068","0.639083590034277","0.654656137129859","2"
"Important","2004","Rural Area","4781","0.658174406719887","0.647192380594073","0.669156432845701","2"
"Less important","2004","Urban Area","1110","0.0863760534446995","0.0817995454803988","0.0909525614090002","3"
"Less important","2004","Rural Area","625","0.0895450733920028","0.0829341859536293","0.0961559608303763","3"
"Quite unimportant","2004","Urban Area","58","0.00501216617836572","0.00386169584844807","0.00616263650828337","4"
"Quite unimportant","2004","Rural Area","52","0.00795478194175587","0.00589799378602679","0.0100115700974849","4"
"Very important","2004","Urban Area","3973","0.261741916794867","0.254580572536596","0.268903261053137","1"
"Very important","2004","Rural Area","1708","0.244325737946354","0.234377146094737","0.254274329797972","1"
"Important","2005","Urban Area","","","","","2"
"Important","2005","Rural Area","","","","","2"
"Less important","2005","Urban Area","","","","","3"
"Less important","2005","Rural Area","","","","","3"
"Quite unimportant","2005","Urban Area","","","","","4"
"Quite unimportant","2005","Rural Area","","","","","4"
"Very important","2005","Urban Area","","","","","1"
"Very important","2005","Rural Area","","","","","1"
"Important","2006","Urban Area","","","","","2"
"Important","2006","Rural Area","","","","","2"
"Less important","2006","Urban Area","","","","","3"
"Less important","2006","Rural Area","","","","","3"
"Quite unimportant","2006","Urban Area","","","","","4"
"Quite unimportant","2006","Rural Area","","","","","4"
"Very important","2006","Urban Area","","","","","1"
"Very important","2006","Rural Area","","","","","1"
"Important","2007","Urban Area","","","","","2"
"Important","2007","Rural Area","","","","","2"
"Less important","2007","Urban Area","","","","","3"
"Less important","2007","Rural Area","","","","","3"
"Quite unimportant","2007","Urban Area","","","","","4"
"Quite unimportant","2007","Rural Area","","","","","4"
"Very important","2007","Urban Area","","","","","1"
"Very important","2007","Rural Area","","","","","1"
"Important","2008","Rural Area","4478","0.676647523131799","0.66532401263002","0.687971033633578","2"
"Important","2008","Urban Area","8371","0.652865941402877","0.644624587258355","0.661107295547399","2"
"Less important","2008","Rural Area","526","0.0863358179732263","0.0795367317789142","0.0931349041675383","3"
"Less important","2008","Urban Area","938","0.0829568821221801","0.0781820396759688","0.0877317245683914","3"
"Quite unimportant","2008","Rural Area","38","0.00651066581879329","0.00456371020955923","0.00845762142802735","4"
"Quite unimportant","2008","Urban Area","54","0.00659067490902631","0.00518990430681989","0.00799144551123273","4"
"Very important","2008","Rural Area","1513","0.230505993076181","0.22031056478119","0.240701421371173","1"
"Very important","2008","Urban Area","3455","0.257586501565917","0.250016038630049","0.265156964501784","1"
"Important","2009","Rural Area","","","","","2"
"Important","2009","Urban Area","","","","","2"
"Less important","2009","Rural Area","","","","","3"
"Less important","2009","Urban Area","","","","","3"
"Quite unimportant","2009","Rural Area","","","","","4"
"Quite unimportant","2009","Urban Area","","","","","4"
"Very important","2009","Rural Area","","","","","1"
"Very important","2009","Urban Area","","","","","1"
"Important","2010","Rural Area","1214","0.482714912295783","0.463376770363344","0.502053054228222","2"
"Important","2010","Urban Area","2177","0.474570886839911","0.460364231755838","0.488777541923984","2"
"Less important","2010","Rural Area","66","0.024916622545467","0.0188845039787309","0.0309487411122031","3"
"Less important","2010","Urban Area","86","0.0169648055412636","0.0132907712929274","0.0206388397895998","3"
"Quite unimportant","2010","Rural Area","6","","","","4"
"Quite unimportant","2010","Urban Area","6","","","","4"
"Very important","2010","Rural Area","1279","0.491262638835852","0.471915885653914","0.510609392017789","1"
"Very important","2010","Urban Area","2477","0.507415947042064","0.493192447798407","0.521639446285721","1"
"Important","2011","Rural Area","","","","","2"
"Important","2011","Urban Area","","","","","2"
"Less important","2011","Rural Area","","","","","3"
"Less important","2011","Urban Area","","","","","3"
"Quite unimportant","2011","Rural Area","","","","","4"
"Quite unimportant","2011","Urban Area","","","","","4"
"Very important","2011","Rural Area","","","","","1"
"Very important","2011","Urban Area","","","","","1"
"Important","2012","Urban Area","10415","0.607762681339289","0.600571424421976","0.614953938256603","2"
"Important","2012","Rural Area","6253","0.639371668842522","0.629943272150053","0.64880006553499","2"
"Less important","2012","Urban Area","838","0.0599536782597784","0.0564570788650214","0.0634502776545353","3"
"Less important","2012","Rural Area","438","0.0555095226642897","0.0510136524072059","0.0600053929213735","3"
"Quite unimportant","2012","Urban Area","69","0.00568607356269096","0.00457860518979839","0.00679354193558354","4"
"Quite unimportant","2012","Rural Area","43","0.0052071351267875","0.0037939567410916","0.0066203135124834","4"
"Very important","2012","Urban Area","6386","0.326597566838241","0.31969028546856","0.333504848207922","1"
"Very important","2012","Rural Area","3230","0.299911673366401","0.290914536342813","0.30890881038999","1"
"Important","2013","Urban Area","","","","","2"
"Important","2013","Rural Area","","","","","2"
"Less important","2013","Urban Area","","","","","3"
"Less important","2013","Rural Area","","","","","3"
"Quite unimportant","2013","Urban Area","","","","","4"
"Quite unimportant","2013","Rural Area","","","","","4"
"Very important","2013","Urban Area","","","","","1"
"Very important","2013","Rural Area","","","","","1"
"Important","2014","Urban Area","","","","","2"
"Important","2014","Rural Area","","","","","2"
"Less important","2014","Urban Area","","","","","3"
"Less important","2014","Rural Area","","","","","3"
"Quite unimportant","2014","Urban Area","","","","","4"
"Quite unimportant","2014","Rural Area","","","","","4"
"Very important","2014","Urban Area","","","","","1"
"Very important","2014","Rural Area","","","","","1"
"Important","2015","Urban Area","","","","","2"
"Important","2015","Rural Area","","","","","2"
"Less important","2015","Urban Area","","","","","3"
"Less important","2015","Rural Area","","","","","3"
"Quite unimportant","2015","Urban Area","","","","","4"
"Quite unimportant","2015","Rural Area","","","","","4"
"Very important","2015","Urban Area","","","","","1"
"Very important","2015","Rural Area","","","","","1"
"Important","2016","Urban Area","9268","0.596309932279182","0.588705438077615","0.60391442648075","2"
"Important","2016","Rural Area","5029","0.616594129057758","0.606192707921554","0.626995550193961","2"
"Less important","2016","Urban Area","731","0.0556098270527437","0.0520579184565986","0.0591617356488888","3"
"Less important","2016","Rural Area","374","0.049299367693977","0.0446680329241762","0.0539307024637777","3"
"Quite unimportant","2016","Urban Area","60","0.00373987423869083","0.00279380013970033","0.00468594833768134","4"
"Quite unimportant","2016","Rural Area","37","0.00442377610619935","0.00300407331544429","0.00584347889695441","4"
"Very important","2016","Urban Area","5932","0.344340366429383","0.336975862955728","0.351704869903038","1"
"Very important","2016","Rural Area","2954","0.329682727142066","0.319626110136395","0.339739344147737","1"
