"plh0105","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Important","1990","direct migration background","inadequately","2","","",""
"Important","1990","direct migration background","general elemantary","72","0.635708181267113","0.547369832999112","0.724046529535115"
"Important","1990","direct migration background","middle vocational","145","0.671183050342599","0.608533378023711","0.733832722661486"
"Important","1990","direct migration background","vocational + Abi","6","","",""
"Important","1990","direct migration background","higher vocational","25","","",""
"Important","1990","direct migration background","higher education","35","0.725045152439135","0.601286290817987","0.848804014060284"
"Important","1990","indirect migration background","in school","2","","",""
"Important","1990","indirect migration background","inadequately","1","","",""
"Important","1990","indirect migration background","general elemantary","5","","",""
"Important","1990","indirect migration background","middle vocational","16","","",""
"Important","1990","indirect migration background","vocational + Abi","3","","",""
"Important","1990","indirect migration background","higher vocational","3","","",""
"Important","1990","indirect migration background","higher education","1","","",""
"Less important","1990","no migration background","in school","15","","",""
"Less important","1990","no migration background","inadequately","5","","",""
"Less important","1990","no migration background","general elemantary","136","0.0950774825848962","0.0802484392160198","0.109906525953773"
"Less important","1990","no migration background","middle vocational","354","0.103837369596835","0.0939370215286722","0.113737717664999"
"Less important","1990","no migration background","vocational + Abi","16","","",""
"Less important","1990","no migration background","higher vocational","45","0.110847719432576","0.0820958023970877","0.139599636468064"
"Less important","1990","no migration background","higher education","76","0.124258191409286","0.0979506551502004","0.150565727668373"
"Less important","1990","direct migration background","in school","","","",""
"Less important","1990","direct migration background","inadequately","1","","",""
"Less important","1990","direct migration background","general elemantary","8","","",""
"Less important","1990","direct migration background","middle vocational","18","","",""
"Less important","1990","direct migration background","vocational + Abi","","","",""
"Less important","1990","direct migration background","higher vocational","4","","",""
"Less important","1990","direct migration background","higher education","7","","",""
"Less important","1990","indirect migration background","in school","1","","",""
"Less important","1990","indirect migration background","inadequately","","","",""
"Less important","1990","indirect migration background","general elemantary","","","",""
"Less important","1990","indirect migration background","middle vocational","3","","",""
"Less important","1990","indirect migration background","vocational + Abi","","","",""
"Less important","1990","indirect migration background","higher vocational","","","",""
"Less important","1990","indirect migration background","higher education","","","",""
"Quite unimportant","1990","no migration background","in school","","","",""
"Quite unimportant","1990","no migration background","inadequately","5","","",""
"Quite unimportant","1990","no migration background","general elemantary","21","","",""
"Quite unimportant","1990","no migration background","middle vocational","25","","",""
"Quite unimportant","1990","no migration background","vocational + Abi","","","",""
"Quite unimportant","1990","no migration background","higher vocational","2","","",""
"Quite unimportant","1990","no migration background","higher education","5","","",""
"Quite unimportant","1990","direct migration background","in school","","","",""
"Quite unimportant","1990","direct migration background","inadequately","","","",""
"Quite unimportant","1990","direct migration background","general elemantary","1","","",""
"Quite unimportant","1990","direct migration background","middle vocational","","","",""
"Quite unimportant","1990","direct migration background","vocational + Abi","","","",""
"Quite unimportant","1990","direct migration background","higher vocational","1","","",""
"Quite unimportant","1990","direct migration background","higher education","","","",""
"Quite unimportant","1990","indirect migration background","in school","","","",""
"Quite unimportant","1990","indirect migration background","inadequately","","","",""
"Quite unimportant","1990","indirect migration background","general elemantary","1","","",""
"Quite unimportant","1990","indirect migration background","middle vocational","","","",""
"Quite unimportant","1990","indirect migration background","vocational + Abi","","","",""
"Quite unimportant","1990","indirect migration background","higher vocational","","","",""
"Quite unimportant","1990","indirect migration background","higher education","","","",""
"Very important","1991","no migration background","in school","","","",""
"Very important","1991","no migration background","inadequately","","","",""
"Very important","1991","no migration background","general elemantary","","","",""
"Very important","1991","no migration background","middle vocational","","","",""
"Very important","1991","no migration background","vocational + Abi","","","",""
"Very important","1991","no migration background","higher vocational","","","",""
"Very important","1991","no migration background","higher education","","","",""
"Very important","1991","direct migration background","in school","","","",""
"Very important","1991","direct migration background","inadequately","","","",""
"Very important","1991","direct migration background","general elemantary","","","",""
"Very important","1991","direct migration background","middle vocational","","","",""
"Very important","1991","direct migration background","vocational + Abi","","","",""
"Very important","1991","direct migration background","higher vocational","","","",""
"Very important","1991","direct migration background","higher education","","","",""
"Very important","1991","indirect migration background","in school","","","",""
"Very important","1991","indirect migration background","inadequately","","","",""
"Very important","1991","indirect migration background","general elemantary","","","",""
"Very important","1991","indirect migration background","middle vocational","","","",""
"Very important","1991","indirect migration background","vocational + Abi","","","",""
"Very important","1991","indirect migration background","higher vocational","","","",""
"Very important","1991","indirect migration background","higher education","","","",""
"Important","1991","no migration background","in school","","","",""
"Important","1991","no migration background","inadequately","","","",""
"Important","1991","no migration background","general elemantary","","","",""
"Important","1991","no migration background","middle vocational","","","",""
"Important","1991","no migration background","vocational + Abi","","","",""
"Important","1991","no migration background","higher vocational","","","",""
"Important","1991","no migration background","higher education","","","",""
"Important","1991","direct migration background","in school","","","",""
"Important","1991","direct migration background","inadequately","","","",""
"Important","1991","direct migration background","general elemantary","","","",""
"Important","1991","direct migration background","middle vocational","","","",""
"Important","1991","direct migration background","vocational + Abi","","","",""
"Important","1991","direct migration background","higher vocational","","","",""
"Important","1991","direct migration background","higher education","","","",""
"Important","1991","indirect migration background","in school","","","",""
"Important","1991","indirect migration background","inadequately","","","",""
"Important","1991","indirect migration background","general elemantary","","","",""
"Important","1991","indirect migration background","middle vocational","","","",""
"Important","1991","indirect migration background","vocational + Abi","","","",""
"Important","1991","indirect migration background","higher vocational","","","",""
"Important","1991","indirect migration background","higher education","","","",""
"Less important","1991","no migration background","in school","","","",""
"Less important","1991","no migration background","inadequately","","","",""
"Less important","1991","no migration background","general elemantary","","","",""
"Less important","1991","no migration background","middle vocational","","","",""
"Less important","1991","no migration background","vocational + Abi","","","",""
"Less important","1991","no migration background","higher vocational","","","",""
"Less important","1991","no migration background","higher education","","","",""
"Less important","1991","direct migration background","in school","","","",""
"Less important","1991","direct migration background","inadequately","","","",""
"Less important","1991","direct migration background","general elemantary","","","",""
"Less important","1991","direct migration background","middle vocational","","","",""
"Less important","1991","direct migration background","vocational + Abi","","","",""
"Less important","1991","direct migration background","higher vocational","","","",""
"Less important","1991","direct migration background","higher education","","","",""
"Less important","1991","indirect migration background","in school","","","",""
"Less important","1991","indirect migration background","inadequately","","","",""
"Less important","1991","indirect migration background","general elemantary","","","",""
"Less important","1991","indirect migration background","middle vocational","","","",""
"Less important","1991","indirect migration background","vocational + Abi","","","",""
"Less important","1991","indirect migration background","higher vocational","","","",""
"Less important","1991","indirect migration background","higher education","","","",""
"Quite unimportant","1991","no migration background","in school","","","",""
"Quite unimportant","1991","no migration background","inadequately","","","",""
"Quite unimportant","1991","no migration background","general elemantary","","","",""
"Quite unimportant","1991","no migration background","middle vocational","","","",""
"Quite unimportant","1991","no migration background","vocational + Abi","","","",""
"Quite unimportant","1991","no migration background","higher vocational","","","",""
"Quite unimportant","1991","no migration background","higher education","","","",""
"Quite unimportant","1991","direct migration background","in school","","","",""
"Quite unimportant","1991","direct migration background","inadequately","","","",""
"Quite unimportant","1991","direct migration background","general elemantary","","","",""
"Quite unimportant","1991","direct migration background","middle vocational","","","",""
"Quite unimportant","1991","direct migration background","vocational + Abi","","","",""
"Quite unimportant","1991","direct migration background","higher vocational","","","",""
"Quite unimportant","1991","direct migration background","higher education","","","",""
"Quite unimportant","1991","indirect migration background","in school","","","",""
"Quite unimportant","1991","indirect migration background","inadequately","","","",""
"Quite unimportant","1991","indirect migration background","general elemantary","","","",""
"Quite unimportant","1991","indirect migration background","middle vocational","","","",""
"Quite unimportant","1991","indirect migration background","vocational + Abi","","","",""
"Quite unimportant","1991","indirect migration background","higher vocational","","","",""
"Quite unimportant","1991","indirect migration background","higher education","","","",""
"Very important","1992","no migration background","in school","38","0.257721045629962","0.181046431240159","0.334395660019766"
"Very important","1992","no migration background","inadequately","22","","",""
"Very important","1992","no migration background","general elemantary","426","0.228751619780167","0.209320622722305","0.248182616838029"
"Very important","1992","no migration background","middle vocational","1376","0.228916150468975","0.218050200442647","0.239782100495303"
"Very important","1992","no migration background","vocational + Abi","81","0.28736558334772","0.233977500842812","0.340753665852628"
"Very important","1992","no migration background","higher vocational","149","0.202097049187239","0.172328030070744","0.231866068303735"
"Very important","1992","no migration background","higher education","357","0.232906705562584","0.211678502723781","0.254134908401388"
"Very important","1992","direct migration background","in school","3","","",""
"Very important","1992","direct migration background","inadequately","3","","",""
"Very important","1992","direct migration background","general elemantary","33","0.273552233235231","0.195404674901814","0.351699791568647"
"Very important","1992","direct migration background","middle vocational","84","0.288591879660643","0.235519258420631","0.341664500900655"
"Very important","1992","direct migration background","vocational + Abi","3","","",""
"Very important","1992","direct migration background","higher vocational","12","","",""
"Very important","1992","direct migration background","higher education","15","","",""
"Very important","1992","indirect migration background","in school","4","","",""
"Very important","1992","indirect migration background","inadequately","1","","",""
"Very important","1992","indirect migration background","general elemantary","7","","",""
"Very important","1992","indirect migration background","middle vocational","5","","",""
"Very important","1992","indirect migration background","vocational + Abi","2","","",""
"Very important","1992","indirect migration background","higher vocational","2","","",""
"Very important","1992","indirect migration background","higher education","","","",""
"Important","1992","no migration background","in school","76","0.648917428421412","0.565243060737682","0.732591796105143"
"Important","1992","no migration background","inadequately","48","0.539583318237019","0.433622961756879","0.64554367471716"
"Important","1992","no migration background","general elemantary","1125","0.626991715103094","0.604619653594017","0.649363776612171"
"Important","1992","no migration background","middle vocational","3745","0.653905986486883","0.641602353064537","0.666209619909228"
"Important","1992","no migration background","vocational + Abi","171","0.612353845278458","0.554874407065504","0.669833283491412"
"Important","1992","no migration background","higher vocational","480","0.696246989159088","0.662155068903121","0.730338909415055"
"Important","1992","no migration background","higher education","1024","0.65112980975392","0.627193132746099","0.675066486761741"
"Important","1992","direct migration background","in school","4","","",""
"Important","1992","direct migration background","inadequately","5","","",""
"Important","1992","direct migration background","general elemantary","81","0.614303844344759","0.528972741980932","0.699634946708587"
"Important","1992","direct migration background","middle vocational","164","0.60106852196222","0.543712341749723","0.658424702174716"
"Important","1992","direct migration background","vocational + Abi","9","","",""
"Important","1992","direct migration background","higher vocational","35","0.723472711361695","0.599495128780529","0.847450293942862"
"Important","1992","direct migration background","higher education","65","0.683018532548626","0.586349745937817","0.779687319159434"
"Important","1992","indirect migration background","in school","2","","",""
"Important","1992","indirect migration background","inadequately","1","","",""
"Important","1992","indirect migration background","general elemantary","21","","",""
"Important","1992","indirect migration background","middle vocational","16","","",""
"Important","1992","indirect migration background","vocational + Abi","2","","",""
"Important","1992","indirect migration background","higher vocational","1","","",""
"Important","1992","indirect migration background","higher education","1","","",""
"Less important","1992","no migration background","in school","11","","",""
"Less important","1992","no migration background","inadequately","11","","",""
"Less important","1992","no migration background","general elemantary","218","0.126133187252541","0.110774532686896","0.141491841818187"
"Less important","1992","no migration background","middle vocational","573","0.106491955229206","0.0985140969546876","0.114469813503725"
"Less important","1992","no migration background","vocational + Abi","23","","",""
"Less important","1992","no migration background","higher vocational","65","0.0943547332938406","0.0726841595532743","0.116025307034407"
"Less important","1992","no migration background","higher education","139","0.113340512370646","0.0974195557907044","0.129261468950588"
"Less important","1992","direct migration background","in school","1","","",""
"Less important","1992","direct migration background","inadequately","2","","",""
"Less important","1992","direct migration background","general elemantary","7","","",""
"Less important","1992","direct migration background","middle vocational","30","0.102960581616712","0.0673638329087643","0.138557330324659"
"Less important","1992","direct migration background","vocational + Abi","","","",""
"Less important","1992","direct migration background","higher vocational","3","","",""
"Less important","1992","direct migration background","higher education","9","","",""
"Less important","1992","indirect migration background","in school","3","","",""
"Less important","1992","indirect migration background","inadequately","","","",""
"Less important","1992","indirect migration background","general elemantary","4","","",""
"Less important","1992","indirect migration background","middle vocational","5","","",""
"Less important","1992","indirect migration background","vocational + Abi","","","",""
"Less important","1992","indirect migration background","higher vocational","","","",""
"Less important","1992","indirect migration background","higher education","1","","",""
"Quite unimportant","1992","no migration background","in school","","","",""
"Quite unimportant","1992","no migration background","inadequately","4","","",""
"Quite unimportant","1992","no migration background","general elemantary","26","","",""
"Quite unimportant","1992","no migration background","middle vocational","49","0.0106859078149363","0.00802670481393413","0.0133451108159386"
"Quite unimportant","1992","no migration background","vocational + Abi","1","","",""
"Quite unimportant","1992","no migration background","higher vocational","5","","",""
"Quite unimportant","1992","no migration background","higher education","3","","",""
"Quite unimportant","1992","direct migration background","in school","","","",""
"Quite unimportant","1992","direct migration background","inadequately","1","","",""
"Quite unimportant","1992","direct migration background","general elemantary","4","","",""
"Quite unimportant","1992","direct migration background","middle vocational","2","","",""
"Quite unimportant","1992","direct migration background","vocational + Abi","","","",""
"Quite unimportant","1992","direct migration background","higher vocational","","","",""
"Quite unimportant","1992","direct migration background","higher education","","","",""
"Quite unimportant","1992","indirect migration background","in school","","","",""
"Quite unimportant","1992","indirect migration background","inadequately","","","",""
"Quite unimportant","1992","indirect migration background","general elemantary","","","",""
"Quite unimportant","1992","indirect migration background","middle vocational","","","",""
"Quite unimportant","1992","indirect migration background","vocational + Abi","","","",""
"Quite unimportant","1992","indirect migration background","higher vocational","","","",""
"Quite unimportant","1992","indirect migration background","higher education","","","",""
"Very important","1993","no migration background","in school","","","",""
"Very important","1993","no migration background","inadequately","","","",""
"Very important","1993","no migration background","general elemantary","","","",""
"Very important","1993","no migration background","middle vocational","","","",""
"Very important","1993","no migration background","vocational + Abi","","","",""
"Very important","1993","no migration background","higher vocational","","","",""
"Very important","1993","no migration background","higher education","","","",""
"Very important","1993","direct migration background","in school","","","",""
"Very important","1993","direct migration background","inadequately","","","",""
"Very important","1993","direct migration background","general elemantary","","","",""
"Very important","1993","direct migration background","middle vocational","","","",""
"Very important","1993","direct migration background","vocational + Abi","","","",""
"Very important","1993","direct migration background","higher vocational","","","",""
"Very important","1993","direct migration background","higher education","","","",""
"Very important","1993","indirect migration background","in school","","","",""
"Very important","1993","indirect migration background","inadequately","","","",""
"Very important","1993","indirect migration background","general elemantary","","","",""
"Very important","1993","indirect migration background","middle vocational","","","",""
"Very important","1993","indirect migration background","vocational + Abi","","","",""
"Very important","1993","indirect migration background","higher vocational","","","",""
"Very important","1993","indirect migration background","higher education","","","",""
"Important","1993","no migration background","in school","","","",""
"Important","1993","no migration background","inadequately","","","",""
"Important","1993","no migration background","general elemantary","","","",""
"Important","1993","no migration background","middle vocational","","","",""
"Important","1993","no migration background","vocational + Abi","","","",""
"Important","1993","no migration background","higher vocational","","","",""
"Important","1993","no migration background","higher education","","","",""
"Important","1993","direct migration background","in school","","","",""
"Important","1993","direct migration background","inadequately","","","",""
"Important","1993","direct migration background","general elemantary","","","",""
"Important","1993","direct migration background","middle vocational","","","",""
"Important","1993","direct migration background","vocational + Abi","","","",""
"Important","1993","direct migration background","higher vocational","","","",""
"Important","1993","direct migration background","higher education","","","",""
"Important","1993","indirect migration background","in school","","","",""
"Important","1993","indirect migration background","inadequately","","","",""
"Important","1993","indirect migration background","general elemantary","","","",""
"Important","1993","indirect migration background","middle vocational","","","",""
"Important","1993","indirect migration background","vocational + Abi","","","",""
"Important","1993","indirect migration background","higher vocational","","","",""
"Important","1993","indirect migration background","higher education","","","",""
"Less important","1993","no migration background","in school","","","",""
"Less important","1993","no migration background","inadequately","","","",""
"Less important","1993","no migration background","general elemantary","","","",""
"Less important","1993","no migration background","middle vocational","","","",""
"Less important","1993","no migration background","vocational + Abi","","","",""
"Less important","1993","no migration background","higher vocational","","","",""
"Less important","1993","no migration background","higher education","","","",""
"Less important","1993","direct migration background","in school","","","",""
"Less important","1993","direct migration background","inadequately","","","",""
"Less important","1993","direct migration background","general elemantary","","","",""
"Less important","1993","direct migration background","middle vocational","","","",""
"Less important","1993","direct migration background","vocational + Abi","","","",""
"Less important","1993","direct migration background","higher vocational","","","",""
"Less important","1993","direct migration background","higher education","","","",""
"Less important","1993","indirect migration background","in school","","","",""
"Less important","1993","indirect migration background","inadequately","","","",""
"Less important","1993","indirect migration background","general elemantary","","","",""
"Less important","1993","indirect migration background","middle vocational","","","",""
"Less important","1993","indirect migration background","vocational + Abi","","","",""
"Less important","1993","indirect migration background","higher vocational","","","",""
"Less important","1993","indirect migration background","higher education","","","",""
"Quite unimportant","1993","no migration background","in school","","","",""
"Quite unimportant","1993","no migration background","inadequately","","","",""
"Quite unimportant","1993","no migration background","general elemantary","","","",""
"Quite unimportant","1993","no migration background","middle vocational","","","",""
"Quite unimportant","1993","no migration background","vocational + Abi","","","",""
"Quite unimportant","1993","no migration background","higher vocational","","","",""
"Quite unimportant","1993","no migration background","higher education","","","",""
"Quite unimportant","1993","direct migration background","in school","","","",""
"Quite unimportant","1993","direct migration background","inadequately","","","",""
"Quite unimportant","1993","direct migration background","general elemantary","","","",""
"Quite unimportant","1993","direct migration background","middle vocational","","","",""
"Quite unimportant","1993","direct migration background","vocational + Abi","","","",""
"Quite unimportant","1993","direct migration background","higher vocational","","","",""
"Quite unimportant","1993","direct migration background","higher education","","","",""
"Quite unimportant","1993","indirect migration background","in school","","","",""
"Quite unimportant","1993","indirect migration background","inadequately","","","",""
"Quite unimportant","1993","indirect migration background","general elemantary","","","",""
"Quite unimportant","1993","indirect migration background","middle vocational","","","",""
"Quite unimportant","1993","indirect migration background","vocational + Abi","","","",""
"Quite unimportant","1993","indirect migration background","higher vocational","","","",""
"Quite unimportant","1993","indirect migration background","higher education","","","",""
"Very important","1994","no migration background","in school","","","",""
"Very important","1994","no migration background","inadequately","","","",""
"Very important","1994","no migration background","general elemantary","","","",""
"Very important","1994","no migration background","middle vocational","","","",""
"Very important","1994","no migration background","vocational + Abi","","","",""
"Very important","1994","no migration background","higher vocational","","","",""
"Very important","1994","no migration background","higher education","","","",""
"Very important","1994","direct migration background","in school","","","",""
"Very important","1994","direct migration background","inadequately","","","",""
"Very important","1994","direct migration background","general elemantary","","","",""
"Very important","1994","direct migration background","middle vocational","","","",""
"Very important","1994","direct migration background","vocational + Abi","","","",""
"Very important","1994","direct migration background","higher vocational","","","",""
"Very important","1994","direct migration background","higher education","","","",""
"Very important","1994","indirect migration background","in school","","","",""
"Very important","1994","indirect migration background","inadequately","","","",""
"Very important","1994","indirect migration background","general elemantary","","","",""
"Very important","1994","indirect migration background","middle vocational","","","",""
"Very important","1994","indirect migration background","vocational + Abi","","","",""
"Very important","1994","indirect migration background","higher vocational","","","",""
"Very important","1994","indirect migration background","higher education","","","",""
"Important","1994","no migration background","in school","","","",""
"Important","1994","no migration background","inadequately","","","",""
"Important","1994","no migration background","general elemantary","","","",""
"Important","1994","no migration background","middle vocational","","","",""
"Important","1994","no migration background","vocational + Abi","","","",""
"Important","1994","no migration background","higher vocational","","","",""
"Important","1994","no migration background","higher education","","","",""
"Important","1994","direct migration background","in school","","","",""
"Important","1994","direct migration background","inadequately","","","",""
"Important","1994","direct migration background","general elemantary","","","",""
"Important","1994","direct migration background","middle vocational","","","",""
"Important","1994","direct migration background","vocational + Abi","","","",""
"Important","1994","direct migration background","higher vocational","","","",""
"Important","1994","direct migration background","higher education","","","",""
"Important","1994","indirect migration background","in school","","","",""
"Important","1994","indirect migration background","inadequately","","","",""
"Important","1994","indirect migration background","general elemantary","","","",""
"Important","1994","indirect migration background","middle vocational","","","",""
"Important","1994","indirect migration background","vocational + Abi","","","",""
"Important","1994","indirect migration background","higher vocational","","","",""
"Important","1994","indirect migration background","higher education","","","",""
"Less important","1994","no migration background","in school","","","",""
"Less important","1994","no migration background","inadequately","","","",""
"Less important","1994","no migration background","general elemantary","","","",""
"Less important","1994","no migration background","middle vocational","","","",""
"Less important","1994","no migration background","vocational + Abi","","","",""
"Less important","1994","no migration background","higher vocational","","","",""
"Less important","1994","no migration background","higher education","","","",""
"Less important","1994","direct migration background","in school","","","",""
"Less important","1994","direct migration background","inadequately","","","",""
"Less important","1994","direct migration background","general elemantary","","","",""
"Less important","1994","direct migration background","middle vocational","","","",""
"Less important","1994","direct migration background","vocational + Abi","","","",""
"Less important","1994","direct migration background","higher vocational","","","",""
"Less important","1994","direct migration background","higher education","","","",""
"Less important","1994","indirect migration background","in school","","","",""
"Less important","1994","indirect migration background","inadequately","","","",""
"Less important","1994","indirect migration background","general elemantary","","","",""
"Less important","1994","indirect migration background","middle vocational","","","",""
"Less important","1994","indirect migration background","vocational + Abi","","","",""
"Less important","1994","indirect migration background","higher vocational","","","",""
"Less important","1994","indirect migration background","higher education","","","",""
"Quite unimportant","1994","no migration background","in school","","","",""
"Quite unimportant","1994","no migration background","inadequately","","","",""
"Quite unimportant","1994","no migration background","general elemantary","","","",""
"Quite unimportant","1994","no migration background","middle vocational","","","",""
"Quite unimportant","1994","no migration background","vocational + Abi","","","",""
"Quite unimportant","1994","no migration background","higher vocational","","","",""
"Quite unimportant","1994","no migration background","higher education","","","",""
"Quite unimportant","1994","direct migration background","in school","","","",""
"Quite unimportant","1994","direct migration background","inadequately","","","",""
"Quite unimportant","1994","direct migration background","general elemantary","","","",""
"Quite unimportant","1994","direct migration background","middle vocational","","","",""
"Quite unimportant","1994","direct migration background","vocational + Abi","","","",""
"Quite unimportant","1994","direct migration background","higher vocational","","","",""
"Quite unimportant","1994","direct migration background","higher education","","","",""
"Quite unimportant","1994","indirect migration background","in school","","","",""
"Quite unimportant","1994","indirect migration background","inadequately","","","",""
"Quite unimportant","1994","indirect migration background","general elemantary","","","",""
"Quite unimportant","1994","indirect migration background","middle vocational","","","",""
"Quite unimportant","1994","indirect migration background","vocational + Abi","","","",""
"Quite unimportant","1994","indirect migration background","higher vocational","","","",""
"Quite unimportant","1994","indirect migration background","higher education","","","",""
"Very important","1995","no migration background","in school","61","0.313523789922399","0.247557921169566","0.379489658675232"
"Very important","1995","no migration background","inadequately","14","","",""
"Very important","1995","no migration background","general elemantary","426","0.255587608040977","0.233858629717932","0.277316586364022"
"Very important","1995","no migration background","middle vocational","1436","0.240735813090972","0.229471743554442","0.251999882627502"
"Very important","1995","no migration background","vocational + Abi","74","0.260727277829521","0.21137503713934","0.310079518519702"
"Very important","1995","no migration background","higher vocational","163","0.20276679230319","0.172701818615642","0.232831765990737"
"Very important","1995","no migration background","higher education","401","0.243713856376419","0.222327056999485","0.265100655753353"
"Very important","1995","direct migration background","in school","11","","",""
"Very important","1995","direct migration background","inadequately","12","","",""
"Very important","1995","direct migration background","general elemantary","80","0.315053737121749","0.256404801107151","0.373702673136347"
"Very important","1995","direct migration background","middle vocational","164","0.328786681920979","0.28781443388277","0.369758929959188"
"Very important","1995","direct migration background","vocational + Abi","41","0.447405222554822","0.347941115701283","0.546869329408361"
"Very important","1995","direct migration background","higher vocational","8","","",""
"Very important","1995","direct migration background","higher education","54","0.315355680787393","0.244241043246448","0.386470318328339"
"Very important","1995","indirect migration background","in school","9","","",""
"Very important","1995","indirect migration background","inadequately","","","",""
"Very important","1995","indirect migration background","general elemantary","21","","",""
"Very important","1995","indirect migration background","middle vocational","16","","",""
"Very important","1995","indirect migration background","vocational + Abi","1","","",""
"Very important","1995","indirect migration background","higher vocational","","","",""
"Very important","1995","indirect migration background","higher education","","","",""
"Important","1995","no migration background","in school","113","0.586246044891516","0.516216334139794","0.656275755643238"
"Important","1995","no migration background","inadequately","30","0.529041308599709","0.397123646400638","0.66095897079878"
"Important","1995","no migration background","general elemantary","960","0.629160072665072","0.605097811651534","0.65322233367861"
"Important","1995","no migration background","middle vocational","3625","0.667919210326469","0.655510908256958","0.68032751239598"
"Important","1995","no migration background","vocational + Abi","215","0.690304572593304","0.638329025324374","0.742280119862235"
"Important","1995","no migration background","higher vocational","469","0.703154466786663","0.668991124549402","0.737317809023925"
"Important","1995","no migration background","higher education","1018","0.658189353445285","0.634561142889951","0.681817564000619"
"Important","1995","direct migration background","in school","18","","",""
"Important","1995","direct migration background","inadequately","27","","",""
"Important","1995","direct migration background","general elemantary","141","0.578894165992848","0.516558761027162","0.641229570958535"
"Important","1995","direct migration background","middle vocational","303","0.597897508018002","0.555132933450086","0.640662082585919"
"Important","1995","direct migration background","vocational + Abi","52","0.505655333422934","0.405642738144304","0.605667928701565"
"Important","1995","direct migration background","higher vocational","39","0.697905308914627","0.571887245715344","0.823923372113909"
"Important","1995","direct migration background","higher education","96","0.530120198088168","0.453735435825373","0.606504960350963"
"Important","1995","indirect migration background","in school","7","","",""
"Important","1995","indirect migration background","inadequately","2","","",""
"Important","1995","indirect migration background","general elemantary","20","","",""
"Important","1995","indirect migration background","middle vocational","29","","",""
"Important","1995","indirect migration background","vocational + Abi","2","","",""
"Important","1995","indirect migration background","higher vocational","4","","",""
"Important","1995","indirect migration background","higher education","3","","",""
"Less important","1995","no migration background","in school","14","","",""
"Less important","1995","no migration background","inadequately","9","","",""
"Less important","1995","no migration background","general elemantary","138","0.0907773363286675","0.0764657934296326","0.105088879227702"
"Less important","1995","no migration background","middle vocational","443","0.0853127766050031","0.07795287753949","0.0926726756705162"
"Less important","1995","no migration background","vocational + Abi","15","","",""
"Less important","1995","no migration background","higher vocational","51","0.0865746111050712","0.0655464383360529","0.10760278387409"
"Less important","1995","no migration background","higher education","124","0.0932529769186837","0.0787673587128219","0.107738595124546"
"Less important","1995","direct migration background","in school","2","","",""
"Less important","1995","direct migration background","inadequately","1","","",""
"Less important","1995","direct migration background","general elemantary","14","","",""
"Less important","1995","direct migration background","middle vocational","32","0.0578433369038675","0.0374827340254913","0.0782039397822437"
"Less important","1995","direct migration background","vocational + Abi","3","","",""
"Less important","1995","direct migration background","higher vocational","2","","",""
"Less important","1995","direct migration background","higher education","11","","",""
"Less important","1995","indirect migration background","in school","3","","",""
"Less important","1995","indirect migration background","inadequately","","","",""
"Less important","1995","indirect migration background","general elemantary","7","","",""
"Less important","1995","indirect migration background","middle vocational","3","","",""
"Less important","1995","indirect migration background","vocational + Abi","","","",""
"Less important","1995","indirect migration background","higher vocational","","","",""
"Less important","1995","indirect migration background","higher education","1","","",""
"Quite unimportant","1995","no migration background","in school","2","","",""
"Quite unimportant","1995","no migration background","inadequately","2","","",""
"Quite unimportant","1995","no migration background","general elemantary","24","","",""
