"plh0193","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Rather agree","2003","35-65 y.","Hamburg","40","0.252568154859104","0.189617878557658","0.31551843116055"
"Rather agree","2003","35-65 y.","Lower Saxony","336","0.332918773006365","0.304468509858953","0.361369036153776"
"Rather agree","2003","35-65 y.","Bremen","27","","",""
"Rather agree","2003","35-65 y.","North Rhine-Westphalia","852","0.331530650754327","0.313657460564421","0.349403840944233"
"Rather agree","2003","35-65 y.","Hesse","296","0.370727599497569","0.339066489740047","0.402388709255091"
"Rather agree","2003","35-65 y.","Rhineland-Palatinate,Saarland","235","0.351080188170088","0.317168107188438","0.384992269151738"
"Rather agree","2003","35-65 y.","Baden-Württemberg","512","0.364871872000487","0.340734650283767","0.389009093717208"
"Rather agree","2003","35-65 y.","Bavaria","594","0.33967857658161","0.317817980493838","0.361539172669382"
"Rather agree","2003","35-65 y.","Berlin","151","0.314851929551618","0.273214918879241","0.356488940223995"
"Rather agree","2003","35-65 y.","Brandenburg","195","0.371326948627523","0.329719233463093","0.412934663791953"
"Rather agree","2003","35-65 y.","Mecklenburg-Western Pomerania","107","0.377686275582184","0.322642242107786","0.432730309056583"
"Rather agree","2003","35-65 y.","Saxony","369","0.441150952012312","0.408943707501873","0.473358196522751"
"Rather agree","2003","35-65 y.","Saxony-Anhalt","229","0.425806536554323","0.38355033036003","0.468062742748616"
"Rather agree","2003","35-65 y.","Thuringia","195","0.347605574057599","0.306675276107004","0.388535872008194"
"Rather agree","2003","66 and older","Schleswig-Holstein","38","0.304659373551083","0.225540063847312","0.383778683254854"
"Rather agree","2003","66 and older","Hamburg","10","","",""
"Rather agree","2003","66 and older","Lower Saxony","99","0.313546785780884","0.264377750650107","0.362715820911662"
"Rather agree","2003","66 and older","Bremen","11","","",""
"Rather agree","2003","66 and older","North Rhine-Westphalia","235","0.291391659163304","0.259296139146924","0.323487179179683"
"Rather agree","2003","66 and older","Hesse","74","0.364678776282556","0.30219998863622","0.427157563928891"
"Rather agree","2003","66 and older","Rhineland-Palatinate,Saarland","78","0.291082228900867","0.235217588151863","0.346946869649872"
"Rather agree","2003","66 and older","Baden-Württemberg","120","0.323929978914815","0.277184551307245","0.370675406522386"
"Rather agree","2003","66 and older","Bavaria","169","0.345164571927273","0.303699579324974","0.386629564529573"
"Rather agree","2003","66 and older","Berlin","42","0.36859376202539","0.281916928970227","0.455270595080553"
"Rather agree","2003","66 and older","Brandenburg","71","0.388946242434359","0.318696178078015","0.459196306790703"
"Rather agree","2003","66 and older","Mecklenburg-Western Pomerania","29","","",""
"Rather agree","2003","66 and older","Saxony","126","0.442041495332409","0.383871162878329","0.500211827786489"
"Rather agree","2003","66 and older","Saxony-Anhalt","57","0.358816611203255","0.284261584475011","0.433371637931498"
"Rather agree","2003","66 and older","Thuringia","62","0.391685438932472","0.31357028714871","0.469800590716234"
"Rather disagree","2003","16-34 y.","Schleswig-Holstein","74","0.460951632612263","0.380913581895559","0.540989683328967"
"Rather disagree","2003","16-34 y.","Hamburg","38","0.474398649807334","0.35483183833656","0.593965461278108"
"Rather disagree","2003","16-34 y.","Lower Saxony","277","0.504891574570665","0.461413985342647","0.548369163798682"
"Rather disagree","2003","16-34 y.","Bremen","18","","",""
"Rather disagree","2003","16-34 y.","North Rhine-Westphalia","584","0.509150036665121","0.481120897541995","0.537179175788247"
"Rather disagree","2003","16-34 y.","Hesse","188","0.537710034873276","0.487248115997921","0.588171953748631"
"Rather disagree","2003","16-34 y.","Rhineland-Palatinate,Saarland","161","0.498362226654943","0.444002897932573","0.552721555377312"
"Rather disagree","2003","16-34 y.","Baden-Württemberg","392","0.474771233932018","0.439794145050634","0.509748322813403"
"Rather disagree","2003","16-34 y.","Bavaria","416","0.527749109267008","0.493432610957851","0.562065607576164"
"Rather disagree","2003","16-34 y.","Berlin","126","0.561566697994974","0.497990785510225","0.625142610479723"
"Rather disagree","2003","16-34 y.","Brandenburg","118","0.466125787566159","0.403274895670521","0.528976679461796"
"Rather disagree","2003","16-34 y.","Mecklenburg-Western Pomerania","71","0.439871403051789","0.359356105862057","0.520386700241521"
"Rather disagree","2003","16-34 y.","Saxony","220","0.520292675694226","0.472627203861523","0.567958147526928"
"Rather disagree","2003","16-34 y.","Saxony-Anhalt","116","0.442310727554428","0.380497398729435","0.504124056379421"
"Rather disagree","2003","16-34 y.","Thuringia","151","0.546394637499291","0.488797692726216","0.603991582272366"
"Rather disagree","2003","35-65 y.","Schleswig-Holstein","179","0.421628970678192","0.372108484805697","0.471149456550686"
"Rather disagree","2003","35-65 y.","Hamburg","94","0.495401680890362","0.422962391091577","0.567840970689148"
"Rather disagree","2003","35-65 y.","Lower Saxony","521","0.474106607532531","0.443961652059899","0.504251563005164"
"Rather disagree","2003","35-65 y.","Bremen","37","0.427280815296065","0.327278115104378","0.527283515487752"
"Rather disagree","2003","35-65 y.","North Rhine-Westphalia","1341","0.479105547253902","0.4601389269437","0.498072167564103"
"Rather disagree","2003","35-65 y.","Hesse","416","0.424109299844935","0.391713533185836","0.456505066504034"
"Rather disagree","2003","35-65 y.","Rhineland-Palatinate,Saarland","396","0.494715567131041","0.459193231769661","0.530237902492421"
"Rather disagree","2003","35-65 y.","Baden-Württemberg","714","0.467319290220651","0.442302778441086","0.492335802000217"
"Rather disagree","2003","35-65 y.","Bavaria","943","0.495604972236297","0.472526691424799","0.518683253047794"
"Rather disagree","2003","35-65 y.","Berlin","240","0.46616449021354","0.421443906210678","0.510885074216403"
"Rather disagree","2003","35-65 y.","Brandenburg","254","0.476258242900497","0.43324887456387","0.519267611237124"
"Rather disagree","2003","35-65 y.","Mecklenburg-Western Pomerania","149","0.430108236735223","0.373896755602345","0.486319717868102"
"Rather disagree","2003","35-65 y.","Saxony","444","0.439174817503455","0.406983024227095","0.471366610779816"
"Rather disagree","2003","35-65 y.","Saxony-Anhalt","208","0.371884297719312","0.330581548078991","0.413187047359633"
"Rather disagree","2003","35-65 y.","Thuringia","238","0.446573919625217","0.403844902005503","0.489302937244932"
"Rather disagree","2003","66 and older","Schleswig-Holstein","71","0.493183410268293","0.40724129162713","0.579125528909456"
"Rather disagree","2003","66 and older","Hamburg","22","","",""
"Rather disagree","2003","66 and older","Lower Saxony","164","0.477064875078406","0.424129296300827","0.530000453855984"
"Rather disagree","2003","66 and older","Bremen","14","","",""
"Rather disagree","2003","66 and older","North Rhine-Westphalia","367","0.488461037020473","0.453154343201381","0.523767730839565"
"Rather disagree","2003","66 and older","Hesse","95","0.399237206029399","0.335667868506371","0.462806543552427"
"Rather disagree","2003","66 and older","Rhineland-Palatinate,Saarland","103","0.438498588418282","0.377475981255689","0.499521195580876"
"Rather disagree","2003","66 and older","Baden-Württemberg","176","0.453890731683357","0.404159048624004","0.50362241474271"
"Rather disagree","2003","66 and older","Bavaria","263","0.514929959553556","0.471340778640051","0.558519140467061"
"Rather disagree","2003","66 and older","Berlin","50","0.384946523137094","0.297522407058832","0.472370639215357"
"Rather disagree","2003","66 and older","Brandenburg","81","0.41214315104516","0.341214440992426","0.483071861097894"
"Rather disagree","2003","66 and older","Mecklenburg-Western Pomerania","38","0.467769338158072","0.359773508407575","0.575765167908569"
"Rather disagree","2003","66 and older","Saxony","113","0.404716396009312","0.347224525954752","0.462208266063872"
"Rather disagree","2003","66 and older","Saxony-Anhalt","67","0.421931244118573","0.345166798061312","0.498695690175834"
"Rather disagree","2003","66 and older","Thuringia","58","0.384770240403897","0.306908901742786","0.462631579065008"
"Disagree fully","2003","16-34 y.","Schleswig-Holstein","19","","",""
"Disagree fully","2003","16-34 y.","Hamburg","11","","",""
"Disagree fully","2003","16-34 y.","Lower Saxony","56","0.131572710368983","0.102178223947214","0.160967196790753"
"Disagree fully","2003","16-34 y.","Bremen","10","","",""
"Disagree fully","2003","16-34 y.","North Rhine-Westphalia","145","0.114327406318136","0.0964861979005631","0.13216861473571"
"Disagree fully","2003","16-34 y.","Hesse","39","0.0969488883742373","0.0670014251804257","0.126896351568049"
"Disagree fully","2003","16-34 y.","Rhineland-Palatinate,Saarland","39","0.103157990577415","0.0700893898083382","0.136226591346491"
"Disagree fully","2003","16-34 y.","Baden-Württemberg","93","0.0988602784169713","0.0779541221952491","0.119766434638693"
"Disagree fully","2003","16-34 y.","Bavaria","88","0.0857001197104975","0.0664586667244096","0.104941572696585"
"Disagree fully","2003","16-34 y.","Berlin","31","0.0996456794635901","0.0612682285190527","0.138023130408127"
"Disagree fully","2003","16-34 y.","Brandenburg","6","","",""
"Disagree fully","2003","16-34 y.","Mecklenburg-Western Pomerania","12","","",""
"Disagree fully","2003","16-34 y.","Saxony","27","","",""
"Disagree fully","2003","16-34 y.","Saxony-Anhalt","19","","",""
"Disagree fully","2003","16-34 y.","Thuringia","10","","",""
"Disagree fully","2003","35-65 y.","Schleswig-Holstein","54","0.11942684668577","0.0869068784568718","0.151946814914669"
"Disagree fully","2003","35-65 y.","Hamburg","38","0.177379918090453","0.122035423621529","0.232724412559378"
"Disagree fully","2003","35-65 y.","Lower Saxony","125","0.120947845066728","0.101262901481157","0.140632788652299"
"Disagree fully","2003","35-65 y.","Bremen","26","","",""
"Disagree fully","2003","35-65 y.","North Rhine-Westphalia","262","0.0958855216148533","0.0847069139518909","0.107064129277816"
"Disagree fully","2003","35-65 y.","Hesse","94","0.101263271279256","0.0814880408249211","0.12103850173359"
"Disagree fully","2003","35-65 y.","Rhineland-Palatinate,Saarland","66","0.0611917007685895","0.0441626482520405","0.0782207532851385"
"Disagree fully","2003","35-65 y.","Baden-Württemberg","161","0.0866332460813348","0.0725289535364883","0.100737538626181"
"Disagree fully","2003","35-65 y.","Bavaria","159","0.0919221249630683","0.0785862411673948","0.105258008758742"
"Disagree fully","2003","35-65 y.","Berlin","48","0.112900951247259","0.0845303199303784","0.141271582564139"
"Disagree fully","2003","35-65 y.","Brandenburg","22","","",""
"Disagree fully","2003","35-65 y.","Mecklenburg-Western Pomerania","13","","",""
"Disagree fully","2003","35-65 y.","Saxony","40","0.0494968929130909","0.0354274001146252","0.0635663857115566"
"Disagree fully","2003","35-65 y.","Saxony-Anhalt","25","","",""
"Disagree fully","2003","35-65 y.","Thuringia","29","","",""
"Disagree fully","2003","66 and older","Schleswig-Holstein","10","","",""
"Disagree fully","2003","66 and older","Hamburg","9","","",""
"Disagree fully","2003","66 and older","Lower Saxony","48","0.131437111781972","0.0956279070481783","0.167246316515767"
"Disagree fully","2003","66 and older","Bremen","9","","",""
"Disagree fully","2003","66 and older","North Rhine-Westphalia","90","0.117213328498958","0.0944927643034495","0.139933892694467"
"Disagree fully","2003","66 and older","Hesse","24","","",""
"Disagree fully","2003","66 and older","Rhineland-Palatinate,Saarland","36","0.126601054776892","0.085707371760452","0.167494737793333"
"Disagree fully","2003","66 and older","Baden-Württemberg","48","0.103107633720574","0.072731443754867","0.133483823686281"
"Disagree fully","2003","66 and older","Bavaria","38","0.0699083723982364","0.0476686242414505","0.0921481205550223"
"Disagree fully","2003","66 and older","Berlin","20","","",""
"Disagree fully","2003","66 and older","Brandenburg","10","","",""
"Disagree fully","2003","66 and older","Mecklenburg-Western Pomerania","4","","",""
"Disagree fully","2003","66 and older","Saxony","14","","",""
"Disagree fully","2003","66 and older","Saxony-Anhalt","4","","",""
"Disagree fully","2003","66 and older","Thuringia","11","","",""
"Fully agree","2004","16-34 y.","Schleswig-Holstein","","","",""
"Fully agree","2004","16-34 y.","Hamburg","","","",""
"Fully agree","2004","16-34 y.","Lower Saxony","","","",""
"Fully agree","2004","16-34 y.","Bremen","","","",""
"Fully agree","2004","16-34 y.","North Rhine-Westphalia","","","",""
"Fully agree","2004","16-34 y.","Hesse","","","",""
"Fully agree","2004","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Fully agree","2004","16-34 y.","Baden-Württemberg","","","",""
"Fully agree","2004","16-34 y.","Bavaria","","","",""
"Fully agree","2004","16-34 y.","Berlin","","","",""
"Fully agree","2004","16-34 y.","Brandenburg","","","",""
"Fully agree","2004","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Fully agree","2004","16-34 y.","Saxony","","","",""
"Fully agree","2004","16-34 y.","Saxony-Anhalt","","","",""
"Fully agree","2004","16-34 y.","Thuringia","","","",""
"Fully agree","2004","35-65 y.","Schleswig-Holstein","","","",""
"Fully agree","2004","35-65 y.","Hamburg","","","",""
"Fully agree","2004","35-65 y.","Lower Saxony","","","",""
"Fully agree","2004","35-65 y.","Bremen","","","",""
"Fully agree","2004","35-65 y.","North Rhine-Westphalia","","","",""
"Fully agree","2004","35-65 y.","Hesse","","","",""
"Fully agree","2004","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Fully agree","2004","35-65 y.","Baden-Württemberg","","","",""
"Fully agree","2004","35-65 y.","Bavaria","","","",""
"Fully agree","2004","35-65 y.","Berlin","","","",""
"Fully agree","2004","35-65 y.","Brandenburg","","","",""
"Fully agree","2004","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Fully agree","2004","35-65 y.","Saxony","","","",""
"Fully agree","2004","35-65 y.","Saxony-Anhalt","","","",""
"Fully agree","2004","35-65 y.","Thuringia","","","",""
"Fully agree","2004","66 and older","Schleswig-Holstein","","","",""
"Fully agree","2004","66 and older","Hamburg","","","",""
"Fully agree","2004","66 and older","Lower Saxony","","","",""
"Fully agree","2004","66 and older","Bremen","","","",""
"Fully agree","2004","66 and older","North Rhine-Westphalia","","","",""
"Fully agree","2004","66 and older","Hesse","","","",""
"Fully agree","2004","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Fully agree","2004","66 and older","Baden-Württemberg","","","",""
"Fully agree","2004","66 and older","Bavaria","","","",""
"Fully agree","2004","66 and older","Berlin","","","",""
"Fully agree","2004","66 and older","Brandenburg","","","",""
"Fully agree","2004","66 and older","Mecklenburg-Western Pomerania","","","",""
"Fully agree","2004","66 and older","Saxony","","","",""
"Fully agree","2004","66 and older","Saxony-Anhalt","","","",""
"Fully agree","2004","66 and older","Thuringia","","","",""
"Rather agree","2004","16-34 y.","Schleswig-Holstein","","","",""
"Rather agree","2004","16-34 y.","Hamburg","","","",""
"Rather agree","2004","16-34 y.","Lower Saxony","","","",""
"Rather agree","2004","16-34 y.","Bremen","","","",""
"Rather agree","2004","16-34 y.","North Rhine-Westphalia","","","",""
"Rather agree","2004","16-34 y.","Hesse","","","",""
"Rather agree","2004","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Rather agree","2004","16-34 y.","Baden-Württemberg","","","",""
"Rather agree","2004","16-34 y.","Bavaria","","","",""
"Rather agree","2004","16-34 y.","Berlin","","","",""
"Rather agree","2004","16-34 y.","Brandenburg","","","",""
"Rather agree","2004","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Rather agree","2004","16-34 y.","Saxony","","","",""
"Rather agree","2004","16-34 y.","Saxony-Anhalt","","","",""
"Rather agree","2004","16-34 y.","Thuringia","","","",""
"Rather agree","2004","35-65 y.","Schleswig-Holstein","","","",""
"Rather agree","2004","35-65 y.","Hamburg","","","",""
"Rather agree","2004","35-65 y.","Lower Saxony","","","",""
"Rather agree","2004","35-65 y.","Bremen","","","",""
"Rather agree","2004","35-65 y.","North Rhine-Westphalia","","","",""
"Rather agree","2004","35-65 y.","Hesse","","","",""
"Rather agree","2004","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Rather agree","2004","35-65 y.","Baden-Württemberg","","","",""
"Rather agree","2004","35-65 y.","Bavaria","","","",""
"Rather agree","2004","35-65 y.","Berlin","","","",""
"Rather agree","2004","35-65 y.","Brandenburg","","","",""
"Rather agree","2004","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Rather agree","2004","35-65 y.","Saxony","","","",""
"Rather agree","2004","35-65 y.","Saxony-Anhalt","","","",""
"Rather agree","2004","35-65 y.","Thuringia","","","",""
"Rather agree","2004","66 and older","Schleswig-Holstein","","","",""
"Rather agree","2004","66 and older","Hamburg","","","",""
"Rather agree","2004","66 and older","Lower Saxony","","","",""
"Rather agree","2004","66 and older","Bremen","","","",""
"Rather agree","2004","66 and older","North Rhine-Westphalia","","","",""
"Rather agree","2004","66 and older","Hesse","","","",""
"Rather agree","2004","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Rather agree","2004","66 and older","Baden-Württemberg","","","",""
"Rather agree","2004","66 and older","Bavaria","","","",""
"Rather agree","2004","66 and older","Berlin","","","",""
"Rather agree","2004","66 and older","Brandenburg","","","",""
"Rather agree","2004","66 and older","Mecklenburg-Western Pomerania","","","",""
"Rather agree","2004","66 and older","Saxony","","","",""
"Rather agree","2004","66 and older","Saxony-Anhalt","","","",""
"Rather agree","2004","66 and older","Thuringia","","","",""
"Rather disagree","2004","16-34 y.","Schleswig-Holstein","","","",""
"Rather disagree","2004","16-34 y.","Hamburg","","","",""
"Rather disagree","2004","16-34 y.","Lower Saxony","","","",""
"Rather disagree","2004","16-34 y.","Bremen","","","",""
"Rather disagree","2004","16-34 y.","North Rhine-Westphalia","","","",""
"Rather disagree","2004","16-34 y.","Hesse","","","",""
"Rather disagree","2004","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Rather disagree","2004","16-34 y.","Baden-Württemberg","","","",""
"Rather disagree","2004","16-34 y.","Bavaria","","","",""
"Rather disagree","2004","16-34 y.","Berlin","","","",""
"Rather disagree","2004","16-34 y.","Brandenburg","","","",""
"Rather disagree","2004","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Rather disagree","2004","16-34 y.","Saxony","","","",""
"Rather disagree","2004","16-34 y.","Saxony-Anhalt","","","",""
"Rather disagree","2004","16-34 y.","Thuringia","","","",""
"Rather disagree","2004","35-65 y.","Schleswig-Holstein","","","",""
"Rather disagree","2004","35-65 y.","Hamburg","","","",""
"Rather disagree","2004","35-65 y.","Lower Saxony","","","",""
"Rather disagree","2004","35-65 y.","Bremen","","","",""
"Rather disagree","2004","35-65 y.","North Rhine-Westphalia","","","",""
"Rather disagree","2004","35-65 y.","Hesse","","","",""
"Rather disagree","2004","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Rather disagree","2004","35-65 y.","Baden-Württemberg","","","",""
"Rather disagree","2004","35-65 y.","Bavaria","","","",""
"Rather disagree","2004","35-65 y.","Berlin","","","",""
"Rather disagree","2004","35-65 y.","Brandenburg","","","",""
"Rather disagree","2004","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Rather disagree","2004","35-65 y.","Saxony","","","",""
"Rather disagree","2004","35-65 y.","Saxony-Anhalt","","","",""
"Rather disagree","2004","35-65 y.","Thuringia","","","",""
"Rather disagree","2004","66 and older","Schleswig-Holstein","","","",""
"Rather disagree","2004","66 and older","Hamburg","","","",""
"Rather disagree","2004","66 and older","Lower Saxony","","","",""
"Rather disagree","2004","66 and older","Bremen","","","",""
"Rather disagree","2004","66 and older","North Rhine-Westphalia","","","",""
"Rather disagree","2004","66 and older","Hesse","","","",""
"Rather disagree","2004","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Rather disagree","2004","66 and older","Baden-Württemberg","","","",""
"Rather disagree","2004","66 and older","Bavaria","","","",""
"Rather disagree","2004","66 and older","Berlin","","","",""
"Rather disagree","2004","66 and older","Brandenburg","","","",""
"Rather disagree","2004","66 and older","Mecklenburg-Western Pomerania","","","",""
"Rather disagree","2004","66 and older","Saxony","","","",""
"Rather disagree","2004","66 and older","Saxony-Anhalt","","","",""
"Rather disagree","2004","66 and older","Thuringia","","","",""
"Disagree fully","2004","16-34 y.","Schleswig-Holstein","","","",""
"Disagree fully","2004","16-34 y.","Hamburg","","","",""
"Disagree fully","2004","16-34 y.","Lower Saxony","","","",""
"Disagree fully","2004","16-34 y.","Bremen","","","",""
"Disagree fully","2004","16-34 y.","North Rhine-Westphalia","","","",""
"Disagree fully","2004","16-34 y.","Hesse","","","",""
"Disagree fully","2004","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Disagree fully","2004","16-34 y.","Baden-Württemberg","","","",""
"Disagree fully","2004","16-34 y.","Bavaria","","","",""
"Disagree fully","2004","16-34 y.","Berlin","","","",""
"Disagree fully","2004","16-34 y.","Brandenburg","","","",""
"Disagree fully","2004","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Disagree fully","2004","16-34 y.","Saxony","","","",""
"Disagree fully","2004","16-34 y.","Saxony-Anhalt","","","",""
"Disagree fully","2004","16-34 y.","Thuringia","","","",""
"Disagree fully","2004","35-65 y.","Schleswig-Holstein","","","",""
"Disagree fully","2004","35-65 y.","Hamburg","","","",""
"Disagree fully","2004","35-65 y.","Lower Saxony","","","",""
"Disagree fully","2004","35-65 y.","Bremen","","","",""
"Disagree fully","2004","35-65 y.","North Rhine-Westphalia","","","",""
"Disagree fully","2004","35-65 y.","Hesse","","","",""
"Disagree fully","2004","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Disagree fully","2004","35-65 y.","Baden-Württemberg","","","",""
"Disagree fully","2004","35-65 y.","Bavaria","","","",""
"Disagree fully","2004","35-65 y.","Berlin","","","",""
"Disagree fully","2004","35-65 y.","Brandenburg","","","",""
"Disagree fully","2004","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Disagree fully","2004","35-65 y.","Saxony","","","",""
"Disagree fully","2004","35-65 y.","Saxony-Anhalt","","","",""
"Disagree fully","2004","35-65 y.","Thuringia","","","",""
"Disagree fully","2004","66 and older","Schleswig-Holstein","","","",""
"Disagree fully","2004","66 and older","Hamburg","","","",""
"Disagree fully","2004","66 and older","Lower Saxony","","","",""
"Disagree fully","2004","66 and older","Bremen","","","",""
"Disagree fully","2004","66 and older","North Rhine-Westphalia","","","",""
"Disagree fully","2004","66 and older","Hesse","","","",""
"Disagree fully","2004","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Disagree fully","2004","66 and older","Baden-Württemberg","","","",""
"Disagree fully","2004","66 and older","Bavaria","","","",""
"Disagree fully","2004","66 and older","Berlin","","","",""
"Disagree fully","2004","66 and older","Brandenburg","","","",""
"Disagree fully","2004","66 and older","Mecklenburg-Western Pomerania","","","",""
"Disagree fully","2004","66 and older","Saxony","","","",""
"Disagree fully","2004","66 and older","Saxony-Anhalt","","","",""
"Disagree fully","2004","66 and older","Thuringia","","","",""
