"plh0193","year","regtyp","n","percent","lower_confidence","upper_confidence"
"Rather agree","2010","Urban Area","","","",""
"Rather agree","2010","Rural Area","","","",""
"Rather disagree","2010","Urban Area","","","",""
"Rather disagree","2010","Rural Area","","","",""
"Disagree fully","2010","Urban Area","","","",""
"Disagree fully","2010","Rural Area","","","",""
"Fully agree","2011","Urban Area","","","",""
"Fully agree","2011","Rural Area","","","",""
"Rather agree","2011","Urban Area","","","",""
"Rather agree","2011","Rural Area","","","",""
"Rather disagree","2011","Urban Area","","","",""
"Rather disagree","2011","Rural Area","","","",""
"Disagree fully","2011","Urban Area","","","",""
"Disagree fully","2011","Rural Area","","","",""
"Fully agree","2012","Urban Area","","","",""
"Fully agree","2012","Rural Area","","","",""
"Rather agree","2012","Urban Area","","","",""
"Rather agree","2012","Rural Area","","","",""
"Rather disagree","2012","Urban Area","","","",""
"Rather disagree","2012","Rural Area","","","",""
"Disagree fully","2012","Urban Area","","","",""
"Disagree fully","2012","Rural Area","","","",""
"Fully agree","2013","Urban Area","1010","0.0674317253278058","0.0635899142525706","0.0712735364030411"
"Fully agree","2013","Rural Area","679","0.0728283903492566","0.0675002372341329","0.0781565434643803"
"Rather agree","2013","Urban Area","4663","0.302815021824761","0.295775773792575","0.309854269856948"
"Rather agree","2013","Rural Area","2993","0.34323447238509","0.333499226996657","0.352969717773523"
"Rather disagree","2013","Urban Area","8653","0.514172726583397","0.506515720116719","0.521829733050074"
"Rather disagree","2013","Rural Area","4647","0.499614226610072","0.489362048237892","0.509866404982252"
"Disagree fully","2013","Urban Area","2041","0.115580526264036","0.110682342979586","0.120478709548487"
"Disagree fully","2013","Rural Area","818","0.0843229106555817","0.0786253330786487","0.0900204882325147"
"Fully agree","2014","Urban Area","","","",""
"Fully agree","2014","Rural Area","","","",""
"Rather agree","2014","Urban Area","","","",""
"Rather agree","2014","Rural Area","","","",""
"Rather disagree","2014","Urban Area","","","",""
"Rather disagree","2014","Rural Area","","","",""
"Disagree fully","2014","Urban Area","","","",""
"Disagree fully","2014","Rural Area","","","",""
"Fully agree","2015","Urban Area","","","",""
"Fully agree","2015","Rural Area","","","",""
"Rather agree","2015","Urban Area","","","",""
"Rather agree","2015","Rural Area","","","",""
"Rather disagree","2015","Urban Area","","","",""
"Rather disagree","2015","Rural Area","","","",""
"Disagree fully","2015","Urban Area","","","",""
"Disagree fully","2015","Rural Area","","","",""
"Fully agree","2016","Urban Area","","","",""
"Fully agree","2016","Rural Area","","","",""
"Rather agree","2016","Urban Area","","","",""
"Rather agree","2016","Rural Area","","","",""
"Rather disagree","2016","Urban Area","","","",""
"Rather disagree","2016","Rural Area","","","",""
"Disagree fully","2016","Urban Area","","","",""
"Disagree fully","2016","Rural Area","","","",""
"Fully agree","2017","Urban Area","","","",""
"Fully agree","2017","Rural Area","","","",""
"Rather agree","2017","Urban Area","","","",""
"Rather agree","2017","Rural Area","","","",""
"Rather disagree","2017","Urban Area","","","",""
"Rather disagree","2017","Rural Area","","","",""
"Disagree fully","2017","Urban Area","","","",""
"Disagree fully","2017","Rural Area","","","",""
"Fully agree","2018","Urban Area","1699","0.0645653112876177","0.0611090427646502","0.0680215798105853"
"Fully agree","2018","Rural Area","789","0.0662963437736996","0.0614211838904331","0.0711715036569662"
"Rather agree","2018","Urban Area","5624","0.284201071359114","0.277857855458072","0.290544287260157"
"Rather agree","2018","Rural Area","3131","0.312801905385327","0.303717108691777","0.321886702078877"
"Rather disagree","2018","Urban Area","9292","0.515234788204249","0.508206178490348","0.522263397918151"
"Rather disagree","2018","Rural Area","5045","0.520164974655935","0.510375574747835","0.529954374564034"
"Disagree fully","2018","Urban Area","2807","0.135998829149019","0.131177954198998","0.140819704099039"
"Disagree fully","2018","Rural Area","1040","0.100736776185039","0.0948391534851654","0.106634398884912"
