"plh0193","year","migback","n","percent","lower_confidence","upper_confidence"
"Disagree fully","2008","no migration background","1812","0.101959349513372","0.0973665583777034","0.106552140649041"
"Disagree fully","2008","direct migration background","168","0.0713631712124835","0.0597848490164393","0.0829414934085277"
"Disagree fully","2008","indirect migration background","79","0.0859274112424445","0.0661579129702244","0.105696909514665"
"Fully agree","2009","no migration background","","","",""
"Fully agree","2009","direct migration background","","","",""
"Fully agree","2009","indirect migration background","","","",""
"Rather agree","2009","no migration background","","","",""
"Rather agree","2009","direct migration background","","","",""
"Rather agree","2009","indirect migration background","","","",""
"Rather disagree","2009","no migration background","","","",""
"Rather disagree","2009","direct migration background","","","",""
"Rather disagree","2009","indirect migration background","","","",""
"Disagree fully","2009","no migration background","","","",""
"Disagree fully","2009","direct migration background","","","",""
"Disagree fully","2009","indirect migration background","","","",""
"Fully agree","2010","no migration background","","","",""
"Fully agree","2010","direct migration background","","","",""
"Fully agree","2010","indirect migration background","","","",""
"Rather agree","2010","no migration background","","","",""
"Rather agree","2010","direct migration background","","","",""
"Rather agree","2010","indirect migration background","","","",""
"Rather disagree","2010","no migration background","","","",""
"Rather disagree","2010","direct migration background","","","",""
"Rather disagree","2010","indirect migration background","","","",""
"Disagree fully","2010","no migration background","","","",""
"Disagree fully","2010","direct migration background","","","",""
"Disagree fully","2010","indirect migration background","","","",""
"Fully agree","2011","no migration background","","","",""
"Fully agree","2011","direct migration background","","","",""
"Fully agree","2011","indirect migration background","","","",""
"Rather agree","2011","no migration background","","","",""
"Rather agree","2011","direct migration background","","","",""
"Rather agree","2011","indirect migration background","","","",""
"Rather disagree","2011","no migration background","","","",""
"Rather disagree","2011","direct migration background","","","",""
"Rather disagree","2011","indirect migration background","","","",""
"Disagree fully","2011","no migration background","","","",""
"Disagree fully","2011","direct migration background","","","",""
"Disagree fully","2011","indirect migration background","","","",""
"Fully agree","2012","no migration background","","","",""
"Fully agree","2012","direct migration background","","","",""
"Fully agree","2012","indirect migration background","","","",""
"Rather agree","2012","no migration background","","","",""
"Rather agree","2012","direct migration background","","","",""
"Rather agree","2012","indirect migration background","","","",""
"Rather disagree","2012","no migration background","","","",""
"Rather disagree","2012","direct migration background","","","",""
"Rather disagree","2012","indirect migration background","","","",""
"Disagree fully","2012","no migration background","","","",""
"Disagree fully","2012","direct migration background","","","",""
"Disagree fully","2012","indirect migration background","","","",""
"Fully agree","2013","no migration background","1387","0.0674275516408861","0.0640897662731707","0.0707653370086015"
"Fully agree","2013","direct migration background","227","0.0887183504197022","0.0778680006808015","0.0995687001586028"
"Fully agree","2013","indirect migration background","75","0.0616795797997807","0.047976489270694","0.0753826703288674"
"Rather agree","2013","no migration background","6398","0.313340486888805","0.30716633373037","0.31951464004724"
"Rather agree","2013","direct migration background","881","0.341429448185974","0.323334291955083","0.359524604416865"
"Rather agree","2013","indirect migration background","377","0.322482146310896","0.295857401759011","0.34910689086278"
"Rather disagree","2013","no migration background","11447","0.513912857315127","0.507260122237353","0.520565592392901"
"Rather disagree","2013","direct migration background","1251","0.463345355470123","0.444316592841135","0.48237411809911"
"Rather disagree","2013","indirect migration background","602","0.517297559705884","0.488834459493061","0.545760659918707"
"Disagree fully","2013","no migration background","2450","0.105319104155182","0.101233219699359","0.109404988611005"
"Disagree fully","2013","direct migration background","279","0.106506845924201","0.0947349863729074","0.118278705475495"
"Disagree fully","2013","indirect migration background","130","0.0985407141834396","0.0815640190007887","0.11551740936609"
"Fully agree","2014","no migration background","","","",""
"Fully agree","2014","direct migration background","","","",""
"Fully agree","2014","indirect migration background","","","",""
"Rather agree","2014","no migration background","","","",""
"Rather agree","2014","direct migration background","","","",""
"Rather agree","2014","indirect migration background","","","",""
"Rather disagree","2014","no migration background","","","",""
"Rather disagree","2014","direct migration background","","","",""
"Rather disagree","2014","indirect migration background","","","",""
"Disagree fully","2014","no migration background","","","",""
"Disagree fully","2014","direct migration background","","","",""
"Disagree fully","2014","indirect migration background","","","",""
"Fully agree","2015","no migration background","","","",""
"Fully agree","2015","direct migration background","","","",""
"Fully agree","2015","indirect migration background","","","",""
"Rather agree","2015","no migration background","","","",""
"Rather agree","2015","direct migration background","","","",""
"Rather agree","2015","indirect migration background","","","",""
"Rather disagree","2015","no migration background","","","",""
"Rather disagree","2015","direct migration background","","","",""
"Rather disagree","2015","indirect migration background","","","",""
"Disagree fully","2015","no migration background","","","",""
"Disagree fully","2015","direct migration background","","","",""
"Disagree fully","2015","indirect migration background","","","",""
"Fully agree","2016","no migration background","","","",""
"Fully agree","2016","direct migration background","","","",""
"Fully agree","2016","indirect migration background","","","",""
"Rather agree","2016","no migration background","","","",""
"Rather agree","2016","direct migration background","","","",""
"Rather agree","2016","indirect migration background","","","",""
"Rather disagree","2016","no migration background","","","",""
"Rather disagree","2016","direct migration background","","","",""
"Rather disagree","2016","indirect migration background","","","",""
"Disagree fully","2016","no migration background","","","",""
"Disagree fully","2016","direct migration background","","","",""
"Disagree fully","2016","indirect migration background","","","",""
"Fully agree","2017","no migration background","","","",""
"Fully agree","2017","direct migration background","","","",""
"Fully agree","2017","indirect migration background","","","",""
"Rather agree","2017","no migration background","","","",""
"Rather agree","2017","direct migration background","","","",""
"Rather agree","2017","indirect migration background","","","",""
"Rather disagree","2017","no migration background","","","",""
"Rather disagree","2017","direct migration background","","","",""
"Rather disagree","2017","indirect migration background","","","",""
"Disagree fully","2017","no migration background","","","",""
"Disagree fully","2017","direct migration background","","","",""
"Disagree fully","2017","indirect migration background","","","",""
"Fully agree","2018","no migration background","1002","0.0555368435685258","0.0523272741546798","0.0587464129823718"
"Fully agree","2018","direct migration background","1342","0.106443838435166","0.0997564237700613","0.113131253100271"
"Fully agree","2018","indirect migration background","144","0.0799644474324265","0.0670594493275565","0.0928694455372965"
"Rather agree","2018","no migration background","5392","0.287697761342918","0.281353748380313","0.294041774305523"
"Rather agree","2018","direct migration background","2837","0.314522924185405","0.304454542225714","0.324591306145096"
"Rather agree","2018","indirect migration background","526","0.307820857309864","0.285859183041502","0.329782531578226"
"Rather disagree","2018","no migration background","10582","0.531781732392683","0.524788876959877","0.538774587825489"
"Rather disagree","2018","direct migration background","2914","0.450963220645881","0.440173546135288","0.461752895156474"
"Rather disagree","2018","indirect migration background","841","0.496311935848341","0.472523528893429","0.520100342803254"
"Disagree fully","2018","no migration background","2584","0.124983662695873","0.120349210887153","0.129618114504593"
"Disagree fully","2018","direct migration background","1077","0.128070016733548","0.120823962137481","0.135316071329615"
"Disagree fully","2018","indirect migration background","186","0.115902759409369","0.100672613105598","0.131132905713139"
