"ple0181","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Hesse","higher vocational","2","","",""
"Daily","2016","Hesse","higher education","7","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","in school","","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","inadequately","1","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","general elemantary","9","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","middle vocational","10","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","vocational + Abi","2","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","higher vocational","2","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","higher education","2","","",""
"Daily","2016","Baden-Württemberg","in school","3","","",""
"Daily","2016","Baden-Württemberg","inadequately","1","","",""
"Daily","2016","Baden-Württemberg","general elemantary","11","","",""
"Daily","2016","Baden-Württemberg","middle vocational","15","","",""
"Daily","2016","Baden-Württemberg","vocational + Abi","2","","",""
"Daily","2016","Baden-Württemberg","higher vocational","2","","",""
"Daily","2016","Baden-Württemberg","higher education","5","","",""
"Daily","2016","Bavaria","in school","1","","",""
"Daily","2016","Bavaria","inadequately","2","","",""
"Daily","2016","Bavaria","general elemantary","8","","",""
"Daily","2016","Bavaria","middle vocational","37","0.0131196671386659","0.00792896751141614","0.0183103667659157"
"Daily","2016","Bavaria","vocational + Abi","7","","",""
"Daily","2016","Bavaria","higher vocational","","","",""
"Daily","2016","Bavaria","higher education","10","","",""
"Daily","2016","Berlin","in school","1","","",""
"Daily","2016","Berlin","inadequately","1","","",""
"Daily","2016","Berlin","general elemantary","","","",""
"Daily","2016","Berlin","middle vocational","3","","",""
"Daily","2016","Berlin","vocational + Abi","2","","",""
"Daily","2016","Berlin","higher vocational","1","","",""
"Daily","2016","Berlin","higher education","11","","",""
"Daily","2016","Brandenburg","in school","1","","",""
"Daily","2016","Brandenburg","inadequately","","","",""
"Daily","2016","Brandenburg","general elemantary","1","","",""
"Daily","2016","Brandenburg","middle vocational","9","","",""
"Daily","2016","Brandenburg","vocational + Abi","1","","",""
"Daily","2016","Brandenburg","higher vocational","1","","",""
"Daily","2016","Brandenburg","higher education","1","","",""
"Daily","2016","Mecklenburg-Western Pomerania","in school","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","inadequately","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"Daily","2016","Mecklenburg-Western Pomerania","middle vocational","13","","",""
"Daily","2016","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","higher vocational","2","","",""
"Daily","2016","Mecklenburg-Western Pomerania","higher education","2","","",""
"Daily","2016","Saxony","in school","2","","",""
"Daily","2016","Saxony","inadequately","1","","",""
"Daily","2016","Saxony","general elemantary","4","","",""
"Daily","2016","Saxony","middle vocational","18","","",""
"Daily","2016","Saxony","vocational + Abi","1","","",""
"Daily","2016","Saxony","higher vocational","4","","",""
"Daily","2016","Saxony","higher education","10","","",""
"Daily","2016","Saxony-Anhalt","in school","","","",""
"Daily","2016","Saxony-Anhalt","inadequately","","","",""
"Daily","2016","Saxony-Anhalt","general elemantary","3","","",""
"Daily","2016","Saxony-Anhalt","middle vocational","5","","",""
"Daily","2016","Saxony-Anhalt","vocational + Abi","","","",""
"Daily","2016","Saxony-Anhalt","higher vocational","1","","",""
"Daily","2016","Saxony-Anhalt","higher education","3","","",""
"Daily","2016","Thuringia","in school","","","",""
"Daily","2016","Thuringia","inadequately","1","","",""
"Daily","2016","Thuringia","general elemantary","2","","",""
"Daily","2016","Thuringia","middle vocational","7","","",""
"Daily","2016","Thuringia","vocational + Abi","1","","",""
"Daily","2016","Thuringia","higher vocational","2","","",""
"Daily","2016","Thuringia","higher education","2","","",""
"Four to six days a week","2016","Schleswig-Holstein","in school","2","","",""
"Four to six days a week","2016","Schleswig-Holstein","inadequately","1","","",""
"Four to six days a week","2016","Schleswig-Holstein","general elemantary","13","","",""
"Four to six days a week","2016","Schleswig-Holstein","middle vocational","54","0.141656734586214","0.106458042105779","0.176855427066648"
"Four to six days a week","2016","Schleswig-Holstein","vocational + Abi","7","","",""
"Four to six days a week","2016","Schleswig-Holstein","higher vocational","9","","",""
"Four to six days a week","2016","Schleswig-Holstein","higher education","10","","",""
"Four to six days a week","2016","Hamburg","in school","2","","",""
"Four to six days a week","2016","Hamburg","inadequately","1","","",""
"Four to six days a week","2016","Hamburg","general elemantary","6","","",""
"Four to six days a week","2016","Hamburg","middle vocational","28","","",""
"Four to six days a week","2016","Hamburg","vocational + Abi","3","","",""
"Four to six days a week","2016","Hamburg","higher vocational","1","","",""
"Four to six days a week","2016","Hamburg","higher education","12","","",""
"Four to six days a week","2016","Lower Saxony","in school","1","","",""
"Four to six days a week","2016","Lower Saxony","inadequately","10","","",""
"Four to six days a week","2016","Lower Saxony","general elemantary","40","0.0897300366732957","0.0572815843164099","0.122178489030181"
"Four to six days a week","2016","Lower Saxony","middle vocational","99","0.0822905592918843","0.0659614968387134","0.0986196217450553"
"Four to six days a week","2016","Lower Saxony","vocational + Abi","19","","",""
"Four to six days a week","2016","Lower Saxony","higher vocational","6","","",""
"Four to six days a week","2016","Lower Saxony","higher education","38","0.066022222824464","0.0441466802279625","0.0878977654209655"
"Four to six days a week","2016","Bremen","in school","2","","",""
"Four to six days a week","2016","Bremen","inadequately","3","","",""
"Four to six days a week","2016","Bremen","general elemantary","8","","",""
"Four to six days a week","2016","Bremen","middle vocational","11","","",""
"Four to six days a week","2016","Bremen","vocational + Abi","2","","",""
"Four to six days a week","2016","Bremen","higher vocational","1","","",""
"Four to six days a week","2016","Bremen","higher education","5","","",""
"Four to six days a week","2016","North Rhine-Westphalia","in school","10","","",""
"Four to six days a week","2016","North Rhine-Westphalia","inadequately","26","","",""
"Four to six days a week","2016","North Rhine-Westphalia","general elemantary","92","0.114160352211773","0.089128818890214","0.139191885533332"
"Four to six days a week","2016","North Rhine-Westphalia","middle vocational","231","0.100898046470879","0.0881339949575511","0.113662097984208"
"Four to six days a week","2016","North Rhine-Westphalia","vocational + Abi","76","0.147152453034273","0.117889823510169","0.176415082558376"
"Four to six days a week","2016","North Rhine-Westphalia","higher vocational","30","0.111532977095121","0.0717898648295684","0.151276089360673"
"Four to six days a week","2016","North Rhine-Westphalia","higher education","82","0.0685030064190694","0.0532889278150188","0.0837170850231201"
"Four to six days a week","2016","Hesse","in school","6","","",""
"Four to six days a week","2016","Hesse","inadequately","3","","",""
"Four to six days a week","2016","Hesse","general elemantary","24","","",""
"Four to six days a week","2016","Hesse","middle vocational","57","0.106965767338273","0.0831690502692927","0.130762484407254"
"Four to six days a week","2016","Hesse","vocational + Abi","12","","",""
"Four to six days a week","2016","Hesse","higher vocational","8","","",""
"Four to six days a week","2016","Hesse","higher education","33","0.0849505854890172","0.0596907436803156","0.110210427297719"
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","in school","3","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","inadequately","4","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","general elemantary","24","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","middle vocational","37","0.032266289071445","0.0188660574580943","0.0456665206847956"
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","vocational + Abi","9","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","higher vocational","6","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","higher education","8","","",""
"Four to six days a week","2016","Baden-Württemberg","in school","5","","",""
"Four to six days a week","2016","Baden-Württemberg","inadequately","1","","",""
"Four to six days a week","2016","Baden-Württemberg","general elemantary","29","","",""
"Four to six days a week","2016","Baden-Württemberg","middle vocational","94","0.0758567459431213","0.0607306582890782","0.0909828335971645"
"Four to six days a week","2016","Baden-Württemberg","vocational + Abi","20","","",""
"Four to six days a week","2016","Baden-Württemberg","higher vocational","11","","",""
"Four to six days a week","2016","Baden-Württemberg","higher education","45","0.0745361411443967","0.0558758271721718","0.0931964551166216"
"Four to six days a week","2016","Bavaria","in school","7","","",""
"Four to six days a week","2016","Bavaria","inadequately","4","","",""
"Four to six days a week","2016","Bavaria","general elemantary","34","0.0720881031702476","0.0463535045627842","0.0978227017777111"
"Four to six days a week","2016","Bavaria","middle vocational","143","0.078866197014557","0.0665708992079718","0.0911614948211421"
"Four to six days a week","2016","Bavaria","vocational + Abi","22","","",""
"Four to six days a week","2016","Bavaria","higher vocational","17","","",""
"Four to six days a week","2016","Bavaria","higher education","64","0.0574081177458443","0.0422273644080899","0.0725888710835987"
"Four to six days a week","2016","Berlin","in school","1","","",""
"Four to six days a week","2016","Berlin","inadequately","6","","",""
"Four to six days a week","2016","Berlin","general elemantary","11","","",""
"Four to six days a week","2016","Berlin","middle vocational","28","","",""
"Four to six days a week","2016","Berlin","vocational + Abi","7","","",""
"Four to six days a week","2016","Berlin","higher vocational","2","","",""
"Four to six days a week","2016","Berlin","higher education","24","","",""
"Four to six days a week","2016","Brandenburg","in school","2","","",""
"Four to six days a week","2016","Brandenburg","inadequately","","","",""
"Four to six days a week","2016","Brandenburg","general elemantary","8","","",""
"Four to six days a week","2016","Brandenburg","middle vocational","49","0.100270300601462","0.0726414796944156","0.127899121508508"
"Four to six days a week","2016","Brandenburg","vocational + Abi","10","","",""
"Four to six days a week","2016","Brandenburg","higher vocational","5","","",""
"Four to six days a week","2016","Brandenburg","higher education","11","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","in school","2","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","inadequately","3","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","general elemantary","2","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","middle vocational","27","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","vocational + Abi","2","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","higher vocational","6","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","higher education","19","","",""
"Four to six days a week","2016","Saxony","in school","1","","",""
"Four to six days a week","2016","Saxony","inadequately","2","","",""
"Four to six days a week","2016","Saxony","general elemantary","8","","",""
"Four to six days a week","2016","Saxony","middle vocational","60","0.093333000854891","0.0723738467821021","0.11429215492768"
"Four to six days a week","2016","Saxony","vocational + Abi","7","","",""
"Four to six days a week","2016","Saxony","higher vocational","11","","",""
"Four to six days a week","2016","Saxony","higher education","26","","",""
"Four to six days a week","2016","Saxony-Anhalt","in school","","","",""
"Four to six days a week","2016","Saxony-Anhalt","inadequately","4","","",""
"Four to six days a week","2016","Saxony-Anhalt","general elemantary","4","","",""
"Four to six days a week","2016","Saxony-Anhalt","middle vocational","43","0.107579578733566","0.078190645447579","0.136968512019553"
"Four to six days a week","2016","Saxony-Anhalt","vocational + Abi","3","","",""
"Four to six days a week","2016","Saxony-Anhalt","higher vocational","7","","",""
"Four to six days a week","2016","Saxony-Anhalt","higher education","8","","",""
"Four to six days a week","2016","Thuringia","in school","","","",""
"Four to six days a week","2016","Thuringia","inadequately","","","",""
"Four to six days a week","2016","Thuringia","general elemantary","7","","",""
"Four to six days a week","2016","Thuringia","middle vocational","47","0.120198425670826","0.0918359485174409","0.148560902824212"
"Four to six days a week","2016","Thuringia","vocational + Abi","5","","",""
"Four to six days a week","2016","Thuringia","higher vocational","6","","",""
"Four to six days a week","2016","Thuringia","higher education","15","","",""
"Two to three days a week","2016","Schleswig-Holstein","in school","4","","",""
"Two to three days a week","2016","Schleswig-Holstein","inadequately","11","","",""
"Two to three days a week","2016","Schleswig-Holstein","general elemantary","55","0.495526307003318","0.398969677284718","0.592082936721918"
"Two to three days a week","2016","Schleswig-Holstein","middle vocational","193","0.485775845217237","0.435324632447907","0.536227057986567"
"Two to three days a week","2016","Schleswig-Holstein","vocational + Abi","45","0.560255573161136","0.447921702362159","0.672589443960114"
"Two to three days a week","2016","Schleswig-Holstein","higher vocational","14","","",""
"Two to three days a week","2016","Schleswig-Holstein","higher education","72","0.466012585631412","0.386709400515145","0.545315770747678"
"Two to three days a week","2016","Hamburg","in school","4","","",""
"Two to three days a week","2016","Hamburg","inadequately","","","",""
"Two to three days a week","2016","Hamburg","general elemantary","15","","",""
"Two to three days a week","2016","Hamburg","middle vocational","60","0.382813035955852","0.304502722059253","0.461123349852452"
"Two to three days a week","2016","Hamburg","vocational + Abi","17","","",""
"Two to three days a week","2016","Hamburg","higher vocational","11","","",""
"Two to three days a week","2016","Hamburg","higher education","52","0.309605324022796","0.235863726077765","0.383346921967828"
"Two to three days a week","2016","Lower Saxony","in school","18","","",""
"Two to three days a week","2016","Lower Saxony","inadequately","33","0.534369595172357","0.408153714721699","0.660585475623015"
"Two to three days a week","2016","Lower Saxony","general elemantary","132","0.496989756612173","0.440221952866625","0.553757560357722"
"Two to three days a week","2016","Lower Saxony","middle vocational","468","0.398456976663108","0.369366039774801","0.427547913551415"
"Two to three days a week","2016","Lower Saxony","vocational + Abi","99","0.512476224254997","0.443716388114927","0.581236060395068"
"Two to three days a week","2016","Lower Saxony","higher vocational","38","0.302921053485186","0.215442645498946","0.390399461471427"
"Two to three days a week","2016","Lower Saxony","higher education","210","0.388248470831639","0.345315800630932","0.431181141032346"
"Two to three days a week","2016","Bremen","in school","","","",""
"Two to three days a week","2016","Bremen","inadequately","4","","",""
"Two to three days a week","2016","Bremen","general elemantary","6","","",""
"Two to three days a week","2016","Bremen","middle vocational","25","","",""
"Two to three days a week","2016","Bremen","vocational + Abi","10","","",""
"Two to three days a week","2016","Bremen","higher vocational","1","","",""
"Two to three days a week","2016","Bremen","higher education","10","","",""
"Two to three days a week","2016","North Rhine-Westphalia","in school","49","0.558459822263529","0.456434382404639","0.660485262122419"
"Two to three days a week","2016","North Rhine-Westphalia","inadequately","68","0.447045640249255","0.364392136934898","0.529699143563611"
"Two to three days a week","2016","North Rhine-Westphalia","general elemantary","289","0.448561418805434","0.409413220578862","0.487709617032007"
"Two to three days a week","2016","North Rhine-Westphalia","middle vocational","1002","0.433756788630567","0.412754465048562","0.454759112212572"
"Two to three days a week","2016","North Rhine-Westphalia","vocational + Abi","265","0.457236132236234","0.416086152176827","0.498386112295641"
"Two to three days a week","2016","North Rhine-Westphalia","higher vocational","107","0.431684332302982","0.369150142488593","0.494218522117371"
"Two to three days a week","2016","North Rhine-Westphalia","higher education","428","0.383716788537456","0.35442838632532","0.413005190749592"
"Two to three days a week","2016","Hesse","in school","7","","",""
"Two to three days a week","2016","Hesse","inadequately","11","","",""
"Two to three days a week","2016","Hesse","general elemantary","79","0.416088453964758","0.341993267696611","0.490183640232906"
"Two to three days a week","2016","Hesse","middle vocational","287","0.390464224665865","0.35290204264902","0.42802640668271"
"Two to three days a week","2016","Hesse","vocational + Abi","72","0.561206700194445","0.480435691351407","0.641977709037484"
"Two to three days a week","2016","Hesse","higher vocational","26","","",""
"Two to three days a week","2016","Hesse","higher education","182","0.410553359919264","0.365984428861269","0.455122290977259"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","in school","13","","",""
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","inadequately","5","","",""
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","general elemantary","118","0.460867428440224","0.397539481953749","0.5241953749267"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","middle vocational","299","0.439826368246219","0.402185310237014","0.477467426255423"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","vocational + Abi","57","0.533381733912185","0.444121626485418","0.622641841338951"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","higher vocational","37","0.370588866019704","0.269103865360564","0.472073866678843"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","higher education","119","0.351019303260757","0.294193597901905","0.40784500861961"
"Two to three days a week","2016","Baden-Württemberg","in school","12","","",""
"Two to three days a week","2016","Baden-Württemberg","inadequately","14","","",""
"Two to three days a week","2016","Baden-Württemberg","general elemantary","118","0.313204736294814","0.26246790025886","0.363941572330768"
"Two to three days a week","2016","Baden-Württemberg","middle vocational","429","0.356120679386535","0.328764169184328","0.383477189588741"
"Two to three days a week","2016","Baden-Württemberg","vocational + Abi","112","0.407362661538336","0.3464562235084","0.468269099568272"
"Two to three days a week","2016","Baden-Württemberg","higher vocational","47","0.223589126097763","0.160957343267418","0.286220908928107"
"Two to three days a week","2016","Baden-Württemberg","higher education","271","0.329243186319308","0.295854701801595","0.362631670837021"
"Two to three days a week","2016","Bavaria","in school","22","","",""
"Two to three days a week","2016","Bavaria","inadequately","19","","",""
"Two to three days a week","2016","Bavaria","general elemantary","154","0.3672027113575","0.319238481816696","0.415166940898303"
"Two to three days a week","2016","Bavaria","middle vocational","700","0.34192941808011","0.320290441612028","0.363568394548191"
"Two to three days a week","2016","Bavaria","vocational + Abi","127","0.435068572824932","0.378494973899031","0.491642171750834"
"Two to three days a week","2016","Bavaria","higher vocational","77","0.264798538748291","0.208742734826466","0.320854342670117"
"Two to three days a week","2016","Bavaria","higher education","366","0.385969269734763","0.354199341067093","0.417739198402433"
"Two to three days a week","2016","Berlin","in school","8","","",""
"Two to three days a week","2016","Berlin","inadequately","1","","",""
"Two to three days a week","2016","Berlin","general elemantary","29","","",""
"Two to three days a week","2016","Berlin","middle vocational","148","0.412882770893665","0.359189158581482","0.466576383205848"
"Two to three days a week","2016","Berlin","vocational + Abi","22","","",""
"Two to three days a week","2016","Berlin","higher vocational","17","","",""
"Two to three days a week","2016","Berlin","higher education","137","0.381849378005981","0.331522524720182","0.432176231291779"
"Two to three days a week","2016","Brandenburg","in school","4","","",""
"Two to three days a week","2016","Brandenburg","inadequately","4","","",""
"Two to three days a week","2016","Brandenburg","general elemantary","33","0.451708752693782","0.335950003320828","0.567467502066736"
"Two to three days a week","2016","Brandenburg","middle vocational","212","0.408920380388641","0.363697050705261","0.45414371007202"
"Two to three days a week","2016","Brandenburg","vocational + Abi","27","","",""
"Two to three days a week","2016","Brandenburg","higher vocational","27","","",""
"Two to three days a week","2016","Brandenburg","higher education","103","0.465251150289059","0.402146534416649","0.528355766161469"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","in school","1","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","inadequately","2","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","general elemantary","13","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","middle vocational","114","0.391573454307485","0.333026654879736","0.450120253735234"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","vocational + Abi","12","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","higher vocational","17","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","higher education","45","0.381261554746849","0.298089486487798","0.4644336230059"
"Two to three days a week","2016","Saxony","in school","4","","",""
"Two to three days a week","2016","Saxony","inadequately","2","","",""
"Two to three days a week","2016","Saxony","general elemantary","31","0.441422353238334","0.337675318714768","0.5451693877619"
"Two to three days a week","2016","Saxony","middle vocational","282","0.372150094141962","0.337322841650575","0.406977346633349"
"Two to three days a week","2016","Saxony","vocational + Abi","28","","",""
"Two to three days a week","2016","Saxony","higher vocational","44","0.460434927676846","0.369337688423927","0.551532166929765"
"Two to three days a week","2016","Saxony","higher education","153","0.353374919765785","0.305933254864332","0.400816584667238"
"Two to three days a week","2016","Saxony-Anhalt","in school","2","","",""
"Two to three days a week","2016","Saxony-Anhalt","inadequately","5","","",""
"Two to three days a week","2016","Saxony-Anhalt","general elemantary","30","0.518260244480355","0.392870110839677","0.643650378121033"
"Two to three days a week","2016","Saxony-Anhalt","middle vocational","186","0.452950632519377","0.405736409311568","0.500164855727186"
"Two to three days a week","2016","Saxony-Anhalt","vocational + Abi","14","","",""
"Two to three days a week","2016","Saxony-Anhalt","higher vocational","25","","",""
"Two to three days a week","2016","Saxony-Anhalt","higher education","80","0.357356771140187","0.291433910039896","0.423279632240479"
"Two to three days a week","2016","Thuringia","in school","2","","",""
"Two to three days a week","2016","Thuringia","inadequately","2","","",""
"Two to three days a week","2016","Thuringia","general elemantary","16","","",""
"Two to three days a week","2016","Thuringia","middle vocational","175","0.338765927479644","0.297486860201207","0.380044994758081"
"Two to three days a week","2016","Thuringia","vocational + Abi","13","","",""
"Two to three days a week","2016","Thuringia","higher vocational","19","","",""
"Two to three days a week","2016","Thuringia","higher education","79","0.37711427526505","0.311406672473403","0.442821878056697"
"Two to four days a month","2016","Schleswig-Holstein","in school","4","","",""
"Two to four days a month","2016","Schleswig-Holstein","inadequately","3","","",""
"Two to four days a month","2016","Schleswig-Holstein","general elemantary","11","","",""
"Two to four days a month","2016","Schleswig-Holstein","middle vocational","84","0.255668263095448","0.211633152149829","0.299703374041068"
"Two to four days a month","2016","Schleswig-Holstein","vocational + Abi","9","","",""
"Two to four days a month","2016","Schleswig-Holstein","higher vocational","19","","",""
"Two to four days a month","2016","Schleswig-Holstein","higher education","46","0.257814878004309","0.188274602467406","0.327355153541212"
"Two to four days a month","2016","Hamburg","in school","","","",""
"Two to four days a month","2016","Hamburg","inadequately","3","","",""
"Two to four days a month","2016","Hamburg","general elemantary","11","","",""
"Two to four days a month","2016","Hamburg","middle vocational","47","0.339935102042962","0.263620339281101","0.416249864804823"
"Two to four days a month","2016","Hamburg","vocational + Abi","10","","",""
"Two to four days a month","2016","Hamburg","higher vocational","4","","",""
"Two to four days a month","2016","Hamburg","higher education","60","0.428345706721082","0.349419076437613","0.507272337004551"
"Two to four days a month","2016","Lower Saxony","in school","5","","",""
"Two to four days a month","2016","Lower Saxony","inadequately","10","","",""
"Two to four days a month","2016","Lower Saxony","general elemantary","72","0.20709593613492","0.161087648551276","0.253104223718564"
"Two to four days a month","2016","Lower Saxony","middle vocational","342","0.317317789119922","0.289661739461359","0.344973838778485"
"Two to four days a month","2016","Lower Saxony","vocational + Abi","58","0.282083611874532","0.220178582560027","0.343988641189037"
"Two to four days a month","2016","Lower Saxony","higher vocational","39","0.334520496429134","0.244700327675927","0.424340665182342"
"Two to four days a month","2016","Lower Saxony","higher education","171","0.38977566750882","0.346812369287999","0.43273896572964"
"Two to four days a month","2016","Bremen","in school","1","","",""
"Two to four days a month","2016","Bremen","inadequately","2","","",""
"Two to four days a month","2016","Bremen","general elemantary","4","","",""
"Two to four days a month","2016","Bremen","middle vocational","17","","",""
"Two to four days a month","2016","Bremen","vocational + Abi","3","","",""
"Two to four days a month","2016","Bremen","higher vocational","1","","",""
"Two to four days a month","2016","Bremen","higher education","13","","",""
"Two to four days a month","2016","North Rhine-Westphalia","in school","19","","",""
"Two to four days a month","2016","North Rhine-Westphalia","inadequately","21","","",""
"Two to four days a month","2016","North Rhine-Westphalia","general elemantary","146","0.293676541497416","0.257826580299187","0.329526502695645"
"Two to four days a month","2016","North Rhine-Westphalia","middle vocational","569","0.281208156527486","0.262155382107013","0.30026093094796"
"Two to four days a month","2016","North Rhine-Westphalia","vocational + Abi","140","0.257011926629422","0.220915729196006","0.293108124062838"
"Two to four days a month","2016","North Rhine-Westphalia","higher vocational","69","0.331613181343458","0.272174467897664","0.391051894789252"
"Two to four days a month","2016","North Rhine-Westphalia","higher education","342","0.355541716188952","0.326711838599456","0.384371593778449"
"Two to four days a month","2016","Hesse","in school","3","","",""
"Two to four days a month","2016","Hesse","inadequately","5","","",""
"Two to four days a month","2016","Hesse","general elemantary","50","0.28078683695955","0.213234431823643","0.348339242095458"
"Two to four days a month","2016","Hesse","middle vocational","209","0.3372684551477","0.300867123528572","0.373669786766827"
"Two to four days a month","2016","Hesse","vocational + Abi","43","0.260644084626336","0.189192016714623","0.33209615253805"
"Two to four days a month","2016","Hesse","higher vocational","28","","",""
"Two to four days a month","2016","Hesse","higher education","166","0.33659194306435","0.293779758071007","0.379404128057694"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","in school","6","","",""
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","inadequately","7","","",""
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","general elemantary","60","0.270028087534847","0.213623145442605","0.326433029627089"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","middle vocational","235","0.381001589690542","0.344174447343057","0.417828732038026"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","vocational + Abi","38","0.201606098392942","0.129823709735093","0.27338848705079"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","higher vocational","31","0.405613096888012","0.302437006991862","0.508789186784162"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","higher education","98","0.421362586319562","0.362573773982171","0.480151398656953"
"Two to four days a month","2016","Baden-Württemberg","in school","11","","",""
"Two to four days a month","2016","Baden-Württemberg","inadequately","8","","",""
"Two to four days a month","2016","Baden-Württemberg","general elemantary","121","0.404926362898228","0.351227021851932","0.458625703944524"
"Two to four days a month","2016","Baden-Württemberg","middle vocational","429","0.375464633526434","0.34780012904233","0.403129138010537"
"Two to four days a month","2016","Baden-Württemberg","vocational + Abi","78","0.285760657593994","0.229758960352097","0.341762354835892"
"Two to four days a month","2016","Baden-Württemberg","higher vocational","82","0.481497050837407","0.406387344928903","0.556606756745911"
"Two to four days a month","2016","Baden-Württemberg","higher education","284","0.3646623966863","0.33046417416752","0.398860619205081"
"Two to four days a month","2016","Bavaria","in school","11","","",""
"Two to four days a month","2016","Bavaria","inadequately","13","","",""
"Two to four days a month","2016","Bavaria","general elemantary","121","0.325717673583394","0.27908677562701","0.372348571539777"
