"ple0181","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Rhineland-Palatinate,Saarland","secondary school degree","6","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","college entrance qualification","3","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","Other degree","7","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Daily","2016","Baden-Württemberg","lower secondary degree","15","","",""
"Daily","2016","Baden-Württemberg","secondary school degree","9","","",""
"Daily","2016","Baden-Württemberg","college entrance qualification","5","","",""
"Daily","2016","Baden-Württemberg","Other degree","6","","",""
"Daily","2016","Baden-Württemberg","no degree/no degree yet","4","","",""
"Daily","2016","Bavaria","lower secondary degree","23","","",""
"Daily","2016","Bavaria","secondary school degree","7","","",""
"Daily","2016","Bavaria","college entrance qualification","5","","",""
"Daily","2016","Bavaria","Other degree","25","","",""
"Daily","2016","Bavaria","no degree/no degree yet","5","","",""
"Daily","2016","Berlin","lower secondary degree","1","","",""
"Daily","2016","Berlin","secondary school degree","3","","",""
"Daily","2016","Berlin","college entrance qualification","10","","",""
"Daily","2016","Berlin","Other degree","4","","",""
"Daily","2016","Berlin","no degree/no degree yet","1","","",""
"Daily","2016","Brandenburg","lower secondary degree","1","","",""
"Daily","2016","Brandenburg","secondary school degree","5","","",""
"Daily","2016","Brandenburg","college entrance qualification","4","","",""
"Daily","2016","Brandenburg","Other degree","1","","",""
"Daily","2016","Brandenburg","no degree/no degree yet","2","","",""
"Daily","2016","Mecklenburg-Western Pomerania","lower secondary degree","4","","",""
"Daily","2016","Mecklenburg-Western Pomerania","secondary school degree","13","","",""
"Daily","2016","Mecklenburg-Western Pomerania","college entrance qualification","1","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Other degree","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Daily","2016","Saxony","lower secondary degree","4","","",""
"Daily","2016","Saxony","secondary school degree","21","","",""
"Daily","2016","Saxony","college entrance qualification","11","","",""
"Daily","2016","Saxony","Other degree","","","",""
"Daily","2016","Saxony","no degree/no degree yet","3","","",""
"Daily","2016","Saxony-Anhalt","lower secondary degree","5","","",""
"Daily","2016","Saxony-Anhalt","secondary school degree","4","","",""
"Daily","2016","Saxony-Anhalt","college entrance qualification","2","","",""
"Daily","2016","Saxony-Anhalt","Other degree","1","","",""
"Daily","2016","Saxony-Anhalt","no degree/no degree yet","","","",""
"Daily","2016","Thuringia","lower secondary degree","3","","",""
"Daily","2016","Thuringia","secondary school degree","9","","",""
"Daily","2016","Thuringia","college entrance qualification","1","","",""
"Daily","2016","Thuringia","Other degree","2","","",""
"Daily","2016","Thuringia","no degree/no degree yet","","","",""
"Four to six days a week","2016","Schleswig-Holstein","lower secondary degree","28","","",""
"Four to six days a week","2016","Schleswig-Holstein","secondary school degree","40","0.187080302390348","0.136681289777983","0.237479315002713"
"Four to six days a week","2016","Schleswig-Holstein","college entrance qualification","14","","",""
"Four to six days a week","2016","Schleswig-Holstein","Other degree","10","","",""
"Four to six days a week","2016","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Four to six days a week","2016","Hamburg","lower secondary degree","11","","",""
"Four to six days a week","2016","Hamburg","secondary school degree","12","","",""
"Four to six days a week","2016","Hamburg","college entrance qualification","12","","",""
"Four to six days a week","2016","Hamburg","Other degree","14","","",""
"Four to six days a week","2016","Hamburg","no degree/no degree yet","3","","",""
"Four to six days a week","2016","Lower Saxony","lower secondary degree","46","0.0584598003394573","0.0393002661240717","0.0776193345548429"
"Four to six days a week","2016","Lower Saxony","secondary school degree","66","0.0911689858898896","0.0689374079518789","0.1134005638279"
"Four to six days a week","2016","Lower Saxony","college entrance qualification","52","0.094660954676553","0.0720862073763461","0.11723570197676"
"Four to six days a week","2016","Lower Saxony","Other degree","34","0.0952641395856457","0.061358068043462","0.129170211127829"
"Four to six days a week","2016","Lower Saxony","no degree/no degree yet","12","","",""
"Four to six days a week","2016","Bremen","lower secondary degree","8","","",""
"Four to six days a week","2016","Bremen","secondary school degree","8","","",""
"Four to six days a week","2016","Bremen","college entrance qualification","8","","",""
"Four to six days a week","2016","Bremen","Other degree","5","","",""
"Four to six days a week","2016","Bremen","no degree/no degree yet","3","","",""
"Four to six days a week","2016","North Rhine-Westphalia","lower secondary degree","134","0.0945863670324126","0.0779384263896185","0.111234307675207"
"Four to six days a week","2016","North Rhine-Westphalia","secondary school degree","105","0.110108819079863","0.0906687445486488","0.129548893611077"
"Four to six days a week","2016","North Rhine-Westphalia","college entrance qualification","147","0.0908445451645275","0.076664974104015","0.10502411622504"
"Four to six days a week","2016","North Rhine-Westphalia","Other degree","111","0.11333099418764","0.090940800960485","0.135721187414795"
"Four to six days a week","2016","North Rhine-Westphalia","no degree/no degree yet","41","0.107590726920156","0.0697806382253706","0.145400815614941"
"Four to six days a week","2016","Hesse","lower secondary degree","38","0.143708458600822","0.104846210962634","0.182570706239009"
"Four to six days a week","2016","Hesse","secondary school degree","32","0.0916359239048419","0.062158668908506","0.121113178901178"
"Four to six days a week","2016","Hesse","college entrance qualification","33","0.0878950693583205","0.0640138845536461","0.111776254162995"
"Four to six days a week","2016","Hesse","Other degree","30","0.0849647000587492","0.0510071462520787","0.11892225386542"
"Four to six days a week","2016","Hesse","no degree/no degree yet","9","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","lower secondary degree","28","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","secondary school degree","14","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","college entrance qualification","17","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Other degree","24","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","7","","",""
"Four to six days a week","2016","Baden-Württemberg","lower secondary degree","43","0.0564114244043904","0.0389677358314934","0.0738551129772873"
"Four to six days a week","2016","Baden-Württemberg","secondary school degree","47","0.0873366866184039","0.0660223512300696","0.108651022006738"
"Four to six days a week","2016","Baden-Württemberg","college entrance qualification","48","0.0840647282141458","0.0650954205401412","0.10303403588815"
"Four to six days a week","2016","Baden-Württemberg","Other degree","59","0.113369278187947","0.0846453228339206","0.142093233541974"
"Four to six days a week","2016","Baden-Württemberg","no degree/no degree yet","6","","",""
"Four to six days a week","2016","Bavaria","lower secondary degree","90","0.0898015100006951","0.0732417048387217","0.106361315162669"
"Four to six days a week","2016","Bavaria","secondary school degree","66","0.0693361336594536","0.0529126012466333","0.0857596660722739"
"Four to six days a week","2016","Bavaria","college entrance qualification","62","0.0546577563360895","0.0398969753887129","0.0694185372834661"
"Four to six days a week","2016","Bavaria","Other degree","52","0.0663540813802587","0.0468250493261627","0.0858831134343547"
"Four to six days a week","2016","Bavaria","no degree/no degree yet","12","","",""
"Four to six days a week","2016","Berlin","lower secondary degree","10","","",""
"Four to six days a week","2016","Berlin","secondary school degree","23","","",""
"Four to six days a week","2016","Berlin","college entrance qualification","21","","",""
"Four to six days a week","2016","Berlin","Other degree","18","","",""
"Four to six days a week","2016","Berlin","no degree/no degree yet","7","","",""
"Four to six days a week","2016","Brandenburg","lower secondary degree","18","","",""
"Four to six days a week","2016","Brandenburg","secondary school degree","36","0.0921975600565752","0.0628773095363751","0.121517810576775"
"Four to six days a week","2016","Brandenburg","college entrance qualification","15","","",""
"Four to six days a week","2016","Brandenburg","Other degree","12","","",""
"Four to six days a week","2016","Brandenburg","no degree/no degree yet","2","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","lower secondary degree","12","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","secondary school degree","25","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","college entrance qualification","14","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Other degree","4","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","6","","",""
"Four to six days a week","2016","Saxony","lower secondary degree","22","","",""
"Four to six days a week","2016","Saxony","secondary school degree","53","0.0743010946777159","0.0547042408559879","0.093897948499444"
"Four to six days a week","2016","Saxony","college entrance qualification","25","","",""
"Four to six days a week","2016","Saxony","Other degree","10","","",""
"Four to six days a week","2016","Saxony","no degree/no degree yet","3","","",""
"Four to six days a week","2016","Saxony-Anhalt","lower secondary degree","14","","",""
"Four to six days a week","2016","Saxony-Anhalt","secondary school degree","31","0.108437963770652","0.0764077183427227","0.140468209198582"
"Four to six days a week","2016","Saxony-Anhalt","college entrance qualification","9","","",""
"Four to six days a week","2016","Saxony-Anhalt","Other degree","10","","",""
"Four to six days a week","2016","Saxony-Anhalt","no degree/no degree yet","4","","",""
"Four to six days a week","2016","Thuringia","lower secondary degree","20","","",""
"Four to six days a week","2016","Thuringia","secondary school degree","31","0.0851343387002417","0.0574364392418561","0.112832238158627"
"Four to six days a week","2016","Thuringia","college entrance qualification","12","","",""
"Four to six days a week","2016","Thuringia","Other degree","16","","",""
"Four to six days a week","2016","Thuringia","no degree/no degree yet","","","",""
"Two to three days a week","2016","Schleswig-Holstein","lower secondary degree","107","0.560433473377934","0.493778489265527","0.627088457490341"
"Two to three days a week","2016","Schleswig-Holstein","secondary school degree","108","0.380586646787505","0.317838453147309","0.443334840427701"
"Two to three days a week","2016","Schleswig-Holstein","college entrance qualification","104","0.493872269529868","0.425432498538882","0.562312040520853"
"Two to three days a week","2016","Schleswig-Holstein","Other degree","49","0.524141449660597","0.419796857403704","0.628486041917491"
"Two to three days a week","2016","Schleswig-Holstein","no degree/no degree yet","20","","",""
"Two to three days a week","2016","Hamburg","lower secondary degree","28","","",""
"Two to three days a week","2016","Hamburg","secondary school degree","32","0.372833693071991","0.270035006947476","0.475632379196507"
"Two to three days a week","2016","Hamburg","college entrance qualification","60","0.284309648547378","0.215689377778138","0.352929919316617"
"Two to three days a week","2016","Hamburg","Other degree","30","0.507833486095873","0.394688801153791","0.620978171037955"
"Two to three days a week","2016","Hamburg","no degree/no degree yet","7","","",""
"Two to three days a week","2016","Lower Saxony","lower secondary degree","249","0.436155177449202","0.395656842882591","0.476653512015814"
"Two to three days a week","2016","Lower Saxony","secondary school degree","264","0.396617367481833","0.358835151712593","0.434399583251072"
"Two to three days a week","2016","Lower Saxony","college entrance qualification","267","0.399133245224819","0.361369081530399","0.43689740891924"
"Two to three days a week","2016","Lower Saxony","Other degree","143","0.391662581269806","0.33528841223123","0.448036750308382"
"Two to three days a week","2016","Lower Saxony","no degree/no degree yet","60","0.591246592161916","0.494408658860261","0.688084525463571"
"Two to three days a week","2016","Bremen","lower secondary degree","17","","",""
"Two to three days a week","2016","Bremen","secondary school degree","8","","",""
"Two to three days a week","2016","Bremen","college entrance qualification","15","","",""
"Two to three days a week","2016","Bremen","Other degree","13","","",""
"Two to three days a week","2016","Bremen","no degree/no degree yet","3","","",""
"Two to three days a week","2016","North Rhine-Westphalia","lower secondary degree","520","0.403650379550831","0.375739347996629","0.431561411105034"
"Two to three days a week","2016","North Rhine-Westphalia","secondary school degree","470","0.442879803879316","0.412031178892481","0.473728428866151"
"Two to three days a week","2016","North Rhine-Westphalia","college entrance qualification","680","0.416585514739061","0.39226149888038","0.440909530597741"
"Two to three days a week","2016","North Rhine-Westphalia","Other degree","375","0.495893032492143","0.460578124294281","0.531207940690005"
"Two to three days a week","2016","North Rhine-Westphalia","no degree/no degree yet","131","0.518390996973985","0.457421268391502","0.579360725556467"
"Two to three days a week","2016","Hesse","lower secondary degree","125","0.35397500059623","0.30099805930541","0.406951941887051"
"Two to three days a week","2016","Hesse","secondary school degree","155","0.388966780724369","0.339157204279198","0.43877635716954"
"Two to three days a week","2016","Hesse","college entrance qualification","220","0.414747211290506","0.37319303343406","0.456301389146952"
"Two to three days a week","2016","Hesse","Other degree","133","0.547258117907159","0.486637598773569","0.607878637040749"
"Two to three days a week","2016","Hesse","no degree/no degree yet","21","","",""
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","lower secondary degree","200","0.385599735978839","0.341168162942946","0.430031309014733"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","secondary school degree","122","0.412353986245503","0.355403145666003","0.469304826825003"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","college entrance qualification","150","0.403764440967728","0.351687691026765","0.455841190908691"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Other degree","139","0.581808592628638","0.522531773508061","0.641085411749214"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","21","","",""
"Two to three days a week","2016","Baden-Württemberg","lower secondary degree","213","0.308502540361333","0.273581423802963","0.343423656919702"
"Two to three days a week","2016","Baden-Württemberg","secondary school degree","239","0.326419947235078","0.291020123735989","0.361819770734168"
"Two to three days a week","2016","Baden-Württemberg","college entrance qualification","295","0.35097474050156","0.318347457284682","0.383602023718437"
"Two to three days a week","2016","Baden-Württemberg","Other degree","212","0.36721753797717","0.323544431075112","0.410890644879229"
"Two to three days a week","2016","Baden-Württemberg","no degree/no degree yet","27","","",""
"Two to three days a week","2016","Bavaria","lower secondary degree","386","0.303791195476145","0.277153129222047","0.330429261730243"
"Two to three days a week","2016","Bavaria","secondary school degree","351","0.343964298025727","0.313252110124405","0.374676485927049"
"Two to three days a week","2016","Bavaria","college entrance qualification","340","0.373219852766516","0.34181267684301","0.404627028690021"
"Two to three days a week","2016","Bavaria","Other degree","318","0.486628226759022","0.447411581701243","0.5258448718168"
"Two to three days a week","2016","Bavaria","no degree/no degree yet","50","0.478705583829717","0.385774204157992","0.571636963501441"
"Two to three days a week","2016","Berlin","lower secondary degree","59","0.382133266994176","0.301062668752795","0.463203865235556"
"Two to three days a week","2016","Berlin","secondary school degree","106","0.415655927497725","0.353944391031792","0.477367463963657"
"Two to three days a week","2016","Berlin","college entrance qualification","138","0.396162092088184","0.344401685858054","0.447922498318313"
"Two to three days a week","2016","Berlin","Other degree","45","0.384355922730149","0.29386224401283","0.474849601447469"
"Two to three days a week","2016","Berlin","no degree/no degree yet","10","","",""
"Two to three days a week","2016","Brandenburg","lower secondary degree","89","0.40682768118175","0.338575389449427","0.475079972914072"
"Two to three days a week","2016","Brandenburg","secondary school degree","164","0.400314429229636","0.350658088574214","0.449970769885058"
"Two to three days a week","2016","Brandenburg","college entrance qualification","104","0.462209695968172","0.398329509954646","0.526089881981698"
"Two to three days a week","2016","Brandenburg","Other degree","43","0.546649051860663","0.436873378650404","0.656424725070922"
"Two to three days a week","2016","Brandenburg","no degree/no degree yet","7","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","lower secondary degree","32","0.331707629802949","0.23497157381731","0.428443685788589"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","secondary school degree","102","0.364998767736673","0.305201491735782","0.424796043737564"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","college entrance qualification","53","0.396873325635657","0.311105715695949","0.482640935575365"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Other degree","7","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","5","","",""
"Two to three days a week","2016","Saxony","lower secondary degree","85","0.355509523144551","0.297769095080927","0.413249951208174"
"Two to three days a week","2016","Saxony","secondary school degree","276","0.401202859314021","0.364578018934628","0.437827699693413"
"Two to three days a week","2016","Saxony","college entrance qualification","155","0.376237239825738","0.327846937260682","0.424627542390793"
"Two to three days a week","2016","Saxony","Other degree","16","","",""
"Two to three days a week","2016","Saxony","no degree/no degree yet","6","","",""
"Two to three days a week","2016","Saxony-Anhalt","lower secondary degree","84","0.512576901818081","0.438731352422444","0.586422451213718"
"Two to three days a week","2016","Saxony-Anhalt","secondary school degree","157","0.425891878273329","0.374954061110169","0.476829695436489"
"Two to three days a week","2016","Saxony-Anhalt","college entrance qualification","72","0.357301560430629","0.288801611837812","0.425801509023447"
"Two to three days a week","2016","Saxony-Anhalt","Other degree","16","","",""
"Two to three days a week","2016","Saxony-Anhalt","no degree/no degree yet","8","","",""
"Two to three days a week","2016","Thuringia","lower secondary degree","58","0.290067670860385","0.229125709144954","0.351009632575816"
"Two to three days a week","2016","Thuringia","secondary school degree","133","0.322896293931054","0.276490210857562","0.369302377004545"
"Two to three days a week","2016","Thuringia","college entrance qualification","77","0.355699612913555","0.287449546023955","0.423949679803155"
"Two to three days a week","2016","Thuringia","Other degree","30","0.488549031736078","0.371449501717667","0.605648561754489"
"Two to three days a week","2016","Thuringia","no degree/no degree yet","2","","",""
"Two to four days a month","2016","Schleswig-Holstein","lower secondary degree","36","0.158172804974892","0.109168337610112","0.207177272339672"
"Two to four days a month","2016","Schleswig-Holstein","secondary school degree","56","0.325923919376803","0.265348455517731","0.386499383235876"
"Two to four days a month","2016","Schleswig-Holstein","college entrance qualification","53","0.223951287762362","0.166883316507253","0.281019259017472"
"Two to four days a month","2016","Schleswig-Holstein","Other degree","21","","",""
"Two to four days a month","2016","Schleswig-Holstein","no degree/no degree yet","7","","",""
"Two to four days a month","2016","Hamburg","lower secondary degree","15","","",""
"Two to four days a month","2016","Hamburg","secondary school degree","30","0.348216215449919","0.246938266038088","0.44949416486175"
"Two to four days a month","2016","Hamburg","college entrance qualification","65","0.419154565601168","0.34409406828284","0.494215062919495"
"Two to four days a month","2016","Hamburg","Other degree","18","","",""
"Two to four days a month","2016","Hamburg","no degree/no degree yet","3","","",""
"Two to four days a month","2016","Lower Saxony","lower secondary degree","181","0.300764822557792","0.263313944568363","0.338215700547221"
"Two to four days a month","2016","Lower Saxony","secondary school degree","221","0.323642570063119","0.287507732183393","0.359777407942845"
"Two to four days a month","2016","Lower Saxony","college entrance qualification","211","0.320798089560421","0.284802675965343","0.356793503155498"
"Two to four days a month","2016","Lower Saxony","Other degree","67","0.36304035794969","0.307502994479755","0.418577721419624"
"Two to four days a month","2016","Lower Saxony","no degree/no degree yet","10","","",""
"Two to four days a month","2016","Bremen","lower secondary degree","7","","",""
"Two to four days a month","2016","Bremen","secondary school degree","11","","",""
"Two to four days a month","2016","Bremen","college entrance qualification","12","","",""
"Two to four days a month","2016","Bremen","Other degree","8","","",""
"Two to four days a month","2016","Bremen","no degree/no degree yet","3","","",""
"Two to four days a month","2016","North Rhine-Westphalia","lower secondary degree","323","0.30841438315333","0.28214118026518","0.334687586041479"
"Two to four days a month","2016","North Rhine-Westphalia","secondary school degree","258","0.264817998301448","0.237415535034948","0.292220461567949"
"Two to four days a month","2016","North Rhine-Westphalia","college entrance qualification","488","0.335933797576426","0.312629976883273","0.359237618269578"
"Two to four days a month","2016","North Rhine-Westphalia","Other degree","178","0.255985129765861","0.225160284504246","0.286809975027475"
"Two to four days a month","2016","North Rhine-Westphalia","no degree/no degree yet","48","0.194278159983819","0.146000879614254","0.242555440353383"
"Two to four days a month","2016","Hesse","lower secondary degree","106","0.335866399555377","0.283544087324265","0.38818871178649"
"Two to four days a month","2016","Hesse","secondary school degree","135","0.370554432333899","0.321211008864775","0.419897855803024"
"Two to four days a month","2016","Hesse","college entrance qualification","187","0.324379836800606","0.284895082701875","0.363864590899337"
"Two to four days a month","2016","Hesse","Other degree","63","0.236610503713933","0.18485121386554","0.288369793562325"
"Two to four days a month","2016","Hesse","no degree/no degree yet","10","","",""
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","lower secondary degree","161","0.391367101403246","0.346815071328819","0.435919131477674"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","secondary school degree","109","0.425330914146525","0.368133086478551","0.482528741814499"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","college entrance qualification","111","0.320386664672326","0.270860002124738","0.369913327219914"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Other degree","76","0.247946949605495","0.196053696578142","0.299840202632848"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","13","","",""
"Two to four days a month","2016","Baden-Württemberg","lower secondary degree","272","0.416796880067345","0.379520339288657","0.454073420846033"
"Two to four days a month","2016","Baden-Württemberg","secondary school degree","260","0.396807761157766","0.359872932030443","0.433742590285089"
"Two to four days a month","2016","Baden-Württemberg","college entrance qualification","308","0.324536028028465","0.292529045316106","0.356543010740823"
"Two to four days a month","2016","Baden-Württemberg","Other degree","136","0.379531065563228","0.335565886080259","0.423496245046197"
"Two to four days a month","2016","Baden-Württemberg","no degree/no degree yet","21","","",""
"Two to four days a month","2016","Bavaria","lower secondary degree","423","0.391364781061994","0.363095500385808","0.419634061738181"
"Two to four days a month","2016","Bavaria","secondary school degree","333","0.385306108998306","0.353841471603135","0.416770746393477"
"Two to four days a month","2016","Bavaria","college entrance qualification","311","0.350109294330368","0.319134324960471","0.381084263700265"
"Two to four days a month","2016","Bavaria","Other degree","163","0.271644482156344","0.236744279612988","0.306544684699699"
"Two to four days a month","2016","Bavaria","no degree/no degree yet","27","","",""
"Two to four days a month","2016","Berlin","lower secondary degree","44","0.34421172253424","0.264942755160449","0.423480689908032"
"Two to four days a month","2016","Berlin","secondary school degree","76","0.346323128532005","0.286744931504671","0.405901325559339"
"Two to four days a month","2016","Berlin","college entrance qualification","103","0.259365924020471","0.212982870672691","0.305748977368252"
"Two to four days a month","2016","Berlin","Other degree","21","","",""
"Two to four days a month","2016","Berlin","no degree/no degree yet","9","","",""
"Two to four days a month","2016","Brandenburg","lower secondary degree","63","0.368006425363638","0.301001676309177","0.435011174418098"
"Two to four days a month","2016","Brandenburg","secondary school degree","120","0.346999695761421","0.298756782175486","0.395242609347356"
"Two to four days a month","2016","Brandenburg","college entrance qualification","79","0.321527972429375","0.261684674842164","0.381371270016586"
"Two to four days a month","2016","Brandenburg","Other degree","18","","",""
"Two to four days a month","2016","Brandenburg","no degree/no degree yet","10","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","lower secondary degree","29","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","secondary school degree","79","0.320276658142489","0.262323493876246","0.378229822408732"
"Two to four days a month","2016","Mecklenburg-Western Pomerania","college entrance qualification","47","0.311237059932097","0.230071157400797","0.392402962463398"
"Two to four days a month","2016","Mecklenburg-Western Pomerania","Other degree","4","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","2","","",""
"Two to four days a month","2016","Saxony","lower secondary degree","111","0.390835966848662","0.331977287164941","0.449694646532382"
"Two to four days a month","2016","Saxony","secondary school degree","249","0.348174755901078","0.312577370565189","0.383772141236966"
"Two to four days a month","2016","Saxony","college entrance qualification","139","0.384704158441696","0.336105625795119","0.433302691088274"
"Two to four days a month","2016","Saxony","Other degree","20","","",""
"Two to four days a month","2016","Saxony","no degree/no degree yet","5","","",""
"Two to four days a month","2016","Saxony-Anhalt","lower secondary degree","45","0.273114951516352","0.207288967041358","0.338940935991346"
"Two to four days a month","2016","Saxony-Anhalt","secondary school degree","127","0.338280797113434","0.28954261264777","0.387018981579098"
"Two to four days a month","2016","Saxony-Anhalt","college entrance qualification","72","0.340613319677477","0.272869440002292","0.408357199352663"
"Two to four days a month","2016","Saxony-Anhalt","Other degree","17","","",""
"Two to four days a month","2016","Saxony-Anhalt","no degree/no degree yet","3","","",""
"Two to four days a month","2016","Thuringia","lower secondary degree","100","0.438188917767676","0.3715567204713","0.504821115064053"
"Two to four days a month","2016","Thuringia","secondary school degree","171","0.420187931647487","0.371200891443042","0.469174971851933"
"Two to four days a month","2016","Thuringia","college entrance qualification","79","0.445688476201792","0.374827057149153","0.516549895254431"
"Two to four days a month","2016","Thuringia","Other degree","14","","",""
"Two to four days a month","2016","Thuringia","no degree/no degree yet","1","","",""
"Once a month or less","2016","Schleswig-Holstein","lower secondary degree","27","","",""
"Once a month or less","2016","Schleswig-Holstein","secondary school degree","12","","",""
"Once a month or less","2016","Schleswig-Holstein","college entrance qualification","19","","",""
"Once a month or less","2016","Schleswig-Holstein","Other degree","1","","",""
"Once a month or less","2016","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Once a month or less","2016","Hamburg","lower secondary degree","3","","",""
"Once a month or less","2016","Hamburg","secondary school degree","8","","",""
"Once a month or less","2016","Hamburg","college entrance qualification","19","","",""
"Once a month or less","2016","Hamburg","Other degree","5","","",""
"Once a month or less","2016","Hamburg","no degree/no degree yet","","","",""
"Once a month or less","2016","Lower Saxony","lower secondary degree","78","0.166822955415096","0.136376733909638","0.197269176920555"
"Once a month or less","2016","Lower Saxony","secondary school degree","57","0.110127716686566","0.0859498869520689","0.134305546421062"
"Once a month or less","2016","Lower Saxony","college entrance qualification","52","0.0707091471873046","0.0509419332385023","0.0904763611361069"
"Once a month or less","2016","Lower Saxony","Other degree","14","","",""
"Once a month or less","2016","Lower Saxony","no degree/no degree yet","6","","",""
"Once a month or less","2016","Bremen","lower secondary degree","6","","",""
"Once a month or less","2016","Bremen","secondary school degree","2","","",""
"Once a month or less","2016","Bremen","college entrance qualification","9","","",""
"Once a month or less","2016","Bremen","Other degree","3","","",""
"Once a month or less","2016","Bremen","no degree/no degree yet","1","","",""
"Once a month or less","2016","North Rhine-Westphalia","lower secondary degree","121","0.12652349388272","0.107611647401297","0.145435340364143"
"Once a month or less","2016","North Rhine-Westphalia","secondary school degree","103","0.0973737780040748","0.0789620985587154","0.115785457449434"
"Once a month or less","2016","North Rhine-Westphalia","college entrance qualification","139","0.0791587915016216","0.0658378002737656","0.0924797827294777"
"Once a month or less","2016","North Rhine-Westphalia","Other degree","56","0.0603593945502439","0.0435382302087555","0.0771805588917323"
"Once a month or less","2016","North Rhine-Westphalia","no degree/no degree yet","10","","",""
"Once a month or less","2016","Hesse","lower secondary degree","28","","",""
"Once a month or less","2016","Hesse","secondary school degree","30","0.098781947573549","0.0682975290711785","0.12926636607592"
"Once a month or less","2016","Hesse","college entrance qualification","58","0.0857008863975478","0.0620913196584247","0.109310453136671"
"Once a month or less","2016","Hesse","Other degree","12","","",""
"Once a month or less","2016","Hesse","no degree/no degree yet","7","","",""
