"plh0221","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2006","vocational + Abi","","","",""
"5 on scale 1-7","2006","higher vocational","","","",""
"5 on scale 1-7","2006","higher education","","","",""
"6 on scale 1-7","2006","in school","","","",""
"6 on scale 1-7","2006","inadequately","","","",""
"6 on scale 1-7","2006","general elemantary","","","",""
"6 on scale 1-7","2006","middle vocational","","","",""
"6 on scale 1-7","2006","vocational + Abi","","","",""
"6 on scale 1-7","2006","higher vocational","","","",""
"6 on scale 1-7","2006","higher education","","","",""
"7 Strongly agree","2006","in school","","","",""
"7 Strongly agree","2006","inadequately","","","",""
"7 Strongly agree","2006","general elemantary","","","",""
"7 Strongly agree","2006","middle vocational","","","",""
"7 Strongly agree","2006","vocational + Abi","","","",""
"7 Strongly agree","2006","higher vocational","","","",""
"7 Strongly agree","2006","higher education","","","",""
"1 Strongly disagree","2007","in school","","","",""
"1 Strongly disagree","2007","inadequately","","","",""
"1 Strongly disagree","2007","general elemantary","","","",""
"1 Strongly disagree","2007","middle vocational","","","",""
"1 Strongly disagree","2007","vocational + Abi","","","",""
"1 Strongly disagree","2007","higher vocational","","","",""
"1 Strongly disagree","2007","higher education","","","",""
"2 on scale 1-7 ","2007","in school","","","",""
"2 on scale 1-7 ","2007","inadequately","","","",""
"2 on scale 1-7 ","2007","general elemantary","","","",""
"2 on scale 1-7 ","2007","middle vocational","","","",""
"2 on scale 1-7 ","2007","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","higher vocational","","","",""
"2 on scale 1-7 ","2007","higher education","","","",""
"3 on scale 1-7 ","2007","in school","","","",""
"3 on scale 1-7 ","2007","inadequately","","","",""
"3 on scale 1-7 ","2007","general elemantary","","","",""
"3 on scale 1-7 ","2007","middle vocational","","","",""
"3 on scale 1-7 ","2007","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","higher vocational","","","",""
"3 on scale 1-7 ","2007","higher education","","","",""
"4 on scale 1-7","2007","in school","","","",""
"4 on scale 1-7","2007","inadequately","","","",""
"4 on scale 1-7","2007","general elemantary","","","",""
"4 on scale 1-7","2007","middle vocational","","","",""
"4 on scale 1-7","2007","vocational + Abi","","","",""
"4 on scale 1-7","2007","higher vocational","","","",""
"4 on scale 1-7","2007","higher education","","","",""
"5 on scale 1-7","2007","in school","","","",""
"5 on scale 1-7","2007","inadequately","","","",""
"5 on scale 1-7","2007","general elemantary","","","",""
"5 on scale 1-7","2007","middle vocational","","","",""
"5 on scale 1-7","2007","vocational + Abi","","","",""
"5 on scale 1-7","2007","higher vocational","","","",""
"5 on scale 1-7","2007","higher education","","","",""
"6 on scale 1-7","2007","in school","","","",""
"6 on scale 1-7","2007","inadequately","","","",""
"6 on scale 1-7","2007","general elemantary","","","",""
"6 on scale 1-7","2007","middle vocational","","","",""
"6 on scale 1-7","2007","vocational + Abi","","","",""
"6 on scale 1-7","2007","higher vocational","","","",""
"6 on scale 1-7","2007","higher education","","","",""
"7 Strongly agree","2007","in school","","","",""
"7 Strongly agree","2007","inadequately","","","",""
"7 Strongly agree","2007","general elemantary","","","",""
"7 Strongly agree","2007","middle vocational","","","",""
"7 Strongly agree","2007","vocational + Abi","","","",""
"7 Strongly agree","2007","higher vocational","","","",""
"7 Strongly agree","2007","higher education","","","",""
"1 Strongly disagree","2008","in school","","","",""
"1 Strongly disagree","2008","inadequately","","","",""
"1 Strongly disagree","2008","general elemantary","","","",""
"1 Strongly disagree","2008","middle vocational","","","",""
"1 Strongly disagree","2008","vocational + Abi","","","",""
"1 Strongly disagree","2008","higher vocational","","","",""
"1 Strongly disagree","2008","higher education","","","",""
"2 on scale 1-7 ","2008","in school","","","",""
"2 on scale 1-7 ","2008","inadequately","","","",""
"2 on scale 1-7 ","2008","general elemantary","","","",""
"2 on scale 1-7 ","2008","middle vocational","","","",""
"2 on scale 1-7 ","2008","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","higher vocational","","","",""
"2 on scale 1-7 ","2008","higher education","","","",""
"3 on scale 1-7 ","2008","in school","","","",""
"3 on scale 1-7 ","2008","inadequately","","","",""
"3 on scale 1-7 ","2008","general elemantary","","","",""
"3 on scale 1-7 ","2008","middle vocational","","","",""
"3 on scale 1-7 ","2008","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","higher vocational","","","",""
"3 on scale 1-7 ","2008","higher education","","","",""
"4 on scale 1-7","2008","in school","","","",""
"4 on scale 1-7","2008","inadequately","","","",""
"4 on scale 1-7","2008","general elemantary","","","",""
"4 on scale 1-7","2008","middle vocational","","","",""
"4 on scale 1-7","2008","vocational + Abi","","","",""
"4 on scale 1-7","2008","higher vocational","","","",""
"4 on scale 1-7","2008","higher education","","","",""
"5 on scale 1-7","2008","in school","","","",""
"5 on scale 1-7","2008","inadequately","","","",""
"5 on scale 1-7","2008","general elemantary","","","",""
"5 on scale 1-7","2008","middle vocational","","","",""
"5 on scale 1-7","2008","vocational + Abi","","","",""
"5 on scale 1-7","2008","higher vocational","","","",""
"5 on scale 1-7","2008","higher education","","","",""
"6 on scale 1-7","2008","in school","","","",""
"6 on scale 1-7","2008","inadequately","","","",""
"6 on scale 1-7","2008","general elemantary","","","",""
"6 on scale 1-7","2008","middle vocational","","","",""
"6 on scale 1-7","2008","vocational + Abi","","","",""
"6 on scale 1-7","2008","higher vocational","","","",""
"6 on scale 1-7","2008","higher education","","","",""
"7 Strongly agree","2008","in school","","","",""
"7 Strongly agree","2008","inadequately","","","",""
"7 Strongly agree","2008","general elemantary","","","",""
"7 Strongly agree","2008","middle vocational","","","",""
"7 Strongly agree","2008","vocational + Abi","","","",""
"7 Strongly agree","2008","higher vocational","","","",""
"7 Strongly agree","2008","higher education","","","",""
"1 Strongly disagree","2009","in school","","","",""
"1 Strongly disagree","2009","inadequately","","","",""
"1 Strongly disagree","2009","general elemantary","202","0.111614599214362","0.0970270348901071","0.126202163538617"
"1 Strongly disagree","2009","middle vocational","987","0.11384352646224","0.107294973757824","0.120392079166657"
"1 Strongly disagree","2009","vocational + Abi","94","0.0803629018199865","0.0635050825607912","0.0972207210791818"
"1 Strongly disagree","2009","higher vocational","127","0.106347070555873","0.0897541231620606","0.122940017949686"
"1 Strongly disagree","2009","higher education","373","0.0883097959561866","0.0795494016789993","0.0970701902333739"
"2 on scale 1-7 ","2009","in school","64","0.178171017332666","0.135642802520155","0.220699232145177"
"2 on scale 1-7 ","2009","inadequately","","","",""
"2 on scale 1-7 ","2009","general elemantary","299","0.165486054220653","0.148270576631175","0.182701531810132"
"2 on scale 1-7 ","2009","middle vocational","1663","0.186687839386157","0.178654010126679","0.194721668645634"
"2 on scale 1-7 ","2009","vocational + Abi","203","0.210489367448592","0.185210394801352","0.235768340095832"
"2 on scale 1-7 ","2009","higher vocational","306","0.221879333171557","0.199514882763525","0.24424378357959"
"2 on scale 1-7 ","2009","higher education","930","0.229370712412672","0.21639033545487","0.242351089370474"
"3 on scale 1-7 ","2009","in school","69","0.233732844820268","0.186698199404698","0.280767490235839"
"3 on scale 1-7 ","2009","inadequately","","","",""
"3 on scale 1-7 ","2009","general elemantary","301","0.164634899758448","0.1474549974069","0.181814802109996"
"3 on scale 1-7 ","2009","middle vocational","1705","0.182086438426384","0.174129821394359","0.190043055458408"
"3 on scale 1-7 ","2009","vocational + Abi","186","0.191111901246954","0.166730793359777","0.215493009134132"
"3 on scale 1-7 ","2009","higher vocational","255","0.187399160673169","0.166395316723695","0.208403004622643"
"3 on scale 1-7 ","2009","higher education","809","0.197551923352235","0.185259297329609","0.20984454937486"
"4 on scale 1-7","2009","in school","54","0.18332513456407","0.140321664877935","0.226328604250205"
"4 on scale 1-7","2009","inadequately","45","0.288552632448081","0.219627445023268","0.357477819872895"
"4 on scale 1-7","2009","general elemantary","359","0.201988705043884","0.18338970321355","0.220587706874217"
"4 on scale 1-7","2009","middle vocational","1775","0.193783386625805","0.185634090632285","0.201932682619325"
"4 on scale 1-7","2009","vocational + Abi","211","0.221226728971573","0.195487847820579","0.246965610122566"
"4 on scale 1-7","2009","higher vocational","244","0.183640830848896","0.162800644837896","0.204481016859895"
"4 on scale 1-7","2009","higher education","824","0.207154365345804","0.19464207157612","0.219666659115488"
"5 on scale 1-7","2009","in school","48","0.177110534723215","0.134681725350133","0.219539344096297"
"5 on scale 1-7","2009","inadequately","","","",""
"5 on scale 1-7","2009","general elemantary","290","0.157416801638908","0.140545308679276","0.174288294598539"
"5 on scale 1-7","2009","middle vocational","1458","0.158500253755622","0.150970549383155","0.166029958128089"
"5 on scale 1-7","2009","vocational + Abi","153","0.145950638042261","0.124057408417153","0.16784386766737"
"5 on scale 1-7","2009","higher vocational","227","0.158518486235354","0.138860520354195","0.178176452116513"
"5 on scale 1-7","2009","higher education","588","0.146915723655996","0.135985584883366","0.157845862428627"
"6 on scale 1-7","2009","in school","38","0.104569995395143","0.0705615122072843","0.138578478583002"
"6 on scale 1-7","2009","inadequately","","","",""
"6 on scale 1-7","2009","general elemantary","212","0.116606811593458","0.101738537490961","0.131475085695955"
"6 on scale 1-7","2009","middle vocational","978","0.106644471941777","0.100280660713917","0.113008283169637"
"6 on scale 1-7","2009","vocational + Abi","102","0.105786341397287","0.086714141270169","0.124858541524405"
"6 on scale 1-7","2009","higher vocational","121","0.0951867290531079","0.079390842298758","0.110982615807458"
"6 on scale 1-7","2009","higher education","378","0.095105730736664","0.0860484499783049","0.104163011495023"
"7 Strongly agree","2009","in school","","","",""
"7 Strongly agree","2009","inadequately","","","",""
"7 Strongly agree","2009","general elemantary","127","0.0822521285302872","0.0695242259885117","0.0949800310720627"
"7 Strongly agree","2009","middle vocational","471","0.0584540834020151","0.0536172165832148","0.0632909502208153"
"7 Strongly agree","2009","vocational + Abi","50","0.045072121073346","0.0322072739016036","0.0579369682450884"
"7 Strongly agree","2009","higher vocational","46","0.0470283894620429","0.0356338608427078","0.0584229180813781"
"7 Strongly agree","2009","higher education","128","0.035591748540443","0.0298716871625126","0.0413118099183734"
"1 Strongly disagree","2010","in school","","","",""
"1 Strongly disagree","2010","inadequately","","","",""
"1 Strongly disagree","2010","general elemantary","","","",""
"1 Strongly disagree","2010","middle vocational","","","",""
"1 Strongly disagree","2010","vocational + Abi","","","",""
"1 Strongly disagree","2010","higher vocational","","","",""
"1 Strongly disagree","2010","higher education","","","",""
"2 on scale 1-7 ","2010","in school","","","",""
"2 on scale 1-7 ","2010","inadequately","","","",""
"2 on scale 1-7 ","2010","general elemantary","","","",""
"2 on scale 1-7 ","2010","middle vocational","","","",""
"2 on scale 1-7 ","2010","vocational + Abi","","","",""
"2 on scale 1-7 ","2010","higher vocational","","","",""
"2 on scale 1-7 ","2010","higher education","","","",""
"3 on scale 1-7 ","2010","in school","","","",""
"3 on scale 1-7 ","2010","inadequately","","","",""
"3 on scale 1-7 ","2010","general elemantary","","","",""
"3 on scale 1-7 ","2010","middle vocational","","","",""
"3 on scale 1-7 ","2010","vocational + Abi","","","",""
"3 on scale 1-7 ","2010","higher vocational","","","",""
"3 on scale 1-7 ","2010","higher education","","","",""
"4 on scale 1-7","2010","in school","","","",""
"4 on scale 1-7","2010","inadequately","","","",""
"4 on scale 1-7","2010","general elemantary","","","",""
"4 on scale 1-7","2010","middle vocational","","","",""
"4 on scale 1-7","2010","vocational + Abi","","","",""
"4 on scale 1-7","2010","higher vocational","","","",""
"4 on scale 1-7","2010","higher education","","","",""
"5 on scale 1-7","2010","in school","","","",""
"5 on scale 1-7","2010","inadequately","","","",""
"5 on scale 1-7","2010","general elemantary","","","",""
"5 on scale 1-7","2010","middle vocational","","","",""
"5 on scale 1-7","2010","vocational + Abi","","","",""
"5 on scale 1-7","2010","higher vocational","","","",""
"5 on scale 1-7","2010","higher education","","","",""
"6 on scale 1-7","2010","in school","","","",""
"6 on scale 1-7","2010","inadequately","","","",""
"6 on scale 1-7","2010","general elemantary","","","",""
"6 on scale 1-7","2010","middle vocational","","","",""
"6 on scale 1-7","2010","vocational + Abi","","","",""
"6 on scale 1-7","2010","higher vocational","","","",""
"6 on scale 1-7","2010","higher education","","","",""
"7 Strongly agree","2010","in school","","","",""
"7 Strongly agree","2010","inadequately","","","",""
"7 Strongly agree","2010","general elemantary","","","",""
"7 Strongly agree","2010","middle vocational","","","",""
"7 Strongly agree","2010","vocational + Abi","","","",""
"7 Strongly agree","2010","higher vocational","","","",""
"7 Strongly agree","2010","higher education","","","",""
"1 Strongly disagree","2011","in school","","","",""
"1 Strongly disagree","2011","inadequately","","","",""
"1 Strongly disagree","2011","general elemantary","","","",""
"1 Strongly disagree","2011","middle vocational","","","",""
"1 Strongly disagree","2011","vocational + Abi","","","",""
"1 Strongly disagree","2011","higher vocational","","","",""
"1 Strongly disagree","2011","higher education","","","",""
"2 on scale 1-7 ","2011","in school","","","",""
"2 on scale 1-7 ","2011","inadequately","","","",""
"2 on scale 1-7 ","2011","general elemantary","","","",""
"2 on scale 1-7 ","2011","middle vocational","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","","","",""
"2 on scale 1-7 ","2011","higher vocational","","","",""
"2 on scale 1-7 ","2011","higher education","","","",""
"3 on scale 1-7 ","2011","in school","","","",""
"3 on scale 1-7 ","2011","inadequately","","","",""
"3 on scale 1-7 ","2011","general elemantary","","","",""
"3 on scale 1-7 ","2011","middle vocational","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","","","",""
"3 on scale 1-7 ","2011","higher vocational","","","",""
"3 on scale 1-7 ","2011","higher education","","","",""
"4 on scale 1-7","2011","in school","","","",""
"4 on scale 1-7","2011","inadequately","","","",""
"4 on scale 1-7","2011","general elemantary","","","",""
"4 on scale 1-7","2011","middle vocational","","","",""
"4 on scale 1-7","2011","vocational + Abi","","","",""
"4 on scale 1-7","2011","higher vocational","","","",""
"4 on scale 1-7","2011","higher education","","","",""
"5 on scale 1-7","2011","in school","","","",""
"5 on scale 1-7","2011","inadequately","","","",""
"5 on scale 1-7","2011","general elemantary","","","",""
"5 on scale 1-7","2011","middle vocational","","","",""
"5 on scale 1-7","2011","vocational + Abi","","","",""
"5 on scale 1-7","2011","higher vocational","","","",""
"5 on scale 1-7","2011","higher education","","","",""
"6 on scale 1-7","2011","in school","","","",""
"6 on scale 1-7","2011","inadequately","","","",""
"6 on scale 1-7","2011","general elemantary","","","",""
"6 on scale 1-7","2011","middle vocational","","","",""
"6 on scale 1-7","2011","vocational + Abi","","","",""
"6 on scale 1-7","2011","higher vocational","","","",""
"6 on scale 1-7","2011","higher education","","","",""
"7 Strongly agree","2011","in school","","","",""
"7 Strongly agree","2011","inadequately","","","",""
"7 Strongly agree","2011","general elemantary","","","",""
"7 Strongly agree","2011","middle vocational","","","",""
"7 Strongly agree","2011","vocational + Abi","","","",""
"7 Strongly agree","2011","higher vocational","","","",""
"7 Strongly agree","2011","higher education","","","",""
"1 Strongly disagree","2012","in school","","","",""
"1 Strongly disagree","2012","inadequately","","","",""
"1 Strongly disagree","2012","general elemantary","96","0.114311854295084","0.091981951090292","0.136641757499876"
"1 Strongly disagree","2012","middle vocational","408","0.121900196358688","0.110646865458845","0.133153527258532"
"1 Strongly disagree","2012","vocational + Abi","81","0.10798575676821","0.0858621298632501","0.13010938367317"
"1 Strongly disagree","2012","higher vocational","53","0.139670806535733","0.104108754810541","0.175232858260925"
"1 Strongly disagree","2012","higher education","152","0.105104826069199","0.0895586025844148","0.120651049553983"
"2 on scale 1-7 ","2012","in school","33","0.16717386332677","0.114118089503774","0.220229637149767"
"2 on scale 1-7 ","2012","inadequately","","","",""
"2 on scale 1-7 ","2012","general elemantary","112","0.143660762244616","0.11904616155179","0.168275362937442"
"2 on scale 1-7 ","2012","middle vocational","645","0.193296457619638","0.179714077633738","0.206878837605539"
"2 on scale 1-7 ","2012","vocational + Abi","167","0.22788865638372","0.197987463554874","0.257789849212566"
"2 on scale 1-7 ","2012","higher vocational","79","0.191805379515015","0.151413875182081","0.232196883847949"
"2 on scale 1-7 ","2012","higher education","387","0.261087681224953","0.238822966303809","0.283352396146096"
"3 on scale 1-7 ","2012","in school","43","0.210803926809715","0.15280725169491","0.26880060192452"
"3 on scale 1-7 ","2012","inadequately","","","",""
"3 on scale 1-7 ","2012","general elemantary","147","0.183457724885312","0.156295951054604","0.21061949871602"
"3 on scale 1-7 ","2012","middle vocational","548","0.164363986155885","0.151616667168276","0.177111305143494"
"3 on scale 1-7 ","2012","vocational + Abi","130","0.16004560038939","0.133909733001173","0.186181467777607"
"3 on scale 1-7 ","2012","higher vocational","70","0.192426905941221","0.15198557148063","0.232868240401813"
"3 on scale 1-7 ","2012","higher education","265","0.178828924853143","0.159403827718485","0.1982540219878"
"4 on scale 1-7","2012","in school","43","0.248877074850347","0.187399143440166","0.310355006260529"
"4 on scale 1-7","2012","inadequately","","","",""
"4 on scale 1-7","2012","general elemantary","140","0.177500344886646","0.150685934456397","0.204314755316894"
"4 on scale 1-7","2012","middle vocational","589","0.18014362819388","0.166925033468437","0.193362222919322"
"4 on scale 1-7","2012","vocational + Abi","145","0.189497398824002","0.161561282769129","0.217433514878876"
"4 on scale 1-7","2012","higher vocational","58","0.177507345621404","0.138308268925424","0.216706422317383"
"4 on scale 1-7","2012","higher education","287","0.186950984417698","0.167188127015933","0.206713841819462"
"5 on scale 1-7","2012","in school","32","0.159166149605913","0.107148378493631","0.211183920718196"
"5 on scale 1-7","2012","inadequately","33","0.226706938933144","0.161212756091345","0.292201121774944"
"5 on scale 1-7","2012","general elemantary","133","0.181919727757822","0.154846586557368","0.208992868958276"
"5 on scale 1-7","2012","middle vocational","567","0.180032238038804","0.166816833076528","0.19324764300108"
"5 on scale 1-7","2012","vocational + Abi","122","0.161829565331752","0.135576362381027","0.188082768282477"
"5 on scale 1-7","2012","higher vocational","68","0.202104889642071","0.160908138219906","0.243301641064236"
"5 on scale 1-7","2012","higher education","237","0.148878909264125","0.130834620850765","0.166923197677485"
"6 on scale 1-7","2012","in school","","","",""
"6 on scale 1-7","2012","inadequately","","","",""
"6 on scale 1-7","2012","general elemantary","83","0.111836876993834","0.0897191917295231","0.133954562258146"
"6 on scale 1-7","2012","middle vocational","328","0.10503425810419","0.0944885526166793","0.115579963591701"
"6 on scale 1-7","2012","vocational + Abi","86","0.111759705196781","0.0893004653803407","0.134218945013222"
"6 on scale 1-7","2012","higher vocational","30","0.0754067214779809","0.0483184025345918","0.10249504042137"
"6 on scale 1-7","2012","higher education","117","0.0770853790260794","0.0635648319736167","0.0906059260785421"
"7 Strongly agree","2012","in school","","","",""
"7 Strongly agree","2012","inadequately","","","",""
"7 Strongly agree","2012","general elemantary","69","0.0873127089366858","0.0675019769492167","0.107123440924155"
"7 Strongly agree","2012","middle vocational","162","0.0552292355289152","0.0473722729352114","0.063086198122619"
"7 Strongly agree","2012","vocational + Abi","","","",""
"7 Strongly agree","2012","higher vocational","","","",""
"7 Strongly agree","2012","higher education","50","0.0420632951448039","0.0318879875295031","0.0522386027601046"
"1 Strongly disagree","2013","in school","","","",""
"1 Strongly disagree","2013","inadequately","","","",""
"1 Strongly disagree","2013","general elemantary","199","0.100832147108098","0.0870627981575098","0.114601496058686"
"1 Strongly disagree","2013","middle vocational","1029","0.109735707987006","0.103417827157839","0.116053588816174"
"1 Strongly disagree","2013","vocational + Abi","111","0.0915834538455696","0.074522710570816","0.108644197120323"
"1 Strongly disagree","2013","higher vocational","137","0.101015497276568","0.0848017747959322","0.117229219757204"
"1 Strongly disagree","2013","higher education","438","0.0959972232387904","0.0873467781313604","0.10464766834622"
"2 on scale 1-7 ","2013","in school","46","0.125341775844325","0.0850176164513752","0.165665935237274"
"2 on scale 1-7 ","2013","inadequately","","","",""
"2 on scale 1-7 ","2013","general elemantary","301","0.176468393080604","0.159035594418998","0.193901191742209"
"2 on scale 1-7 ","2013","middle vocational","1791","0.188117480788163","0.180217989217616","0.19601697235871"
"2 on scale 1-7 ","2013","vocational + Abi","232","0.198307704811153","0.174723536266383","0.221891873355922"
"2 on scale 1-7 ","2013","higher vocational","293","0.239088198751161","0.216139458014387","0.262036939487936"
"2 on scale 1-7 ","2013","higher education","1066","0.231701232224912","0.219311740872629","0.244090723577195"
"3 on scale 1-7 ","2013","in school","54","0.189581056339142","0.141844567689506","0.237317544988777"
"3 on scale 1-7 ","2013","inadequately","","","",""
"3 on scale 1-7 ","2013","general elemantary","284","0.153748225039594","0.137253375267698","0.170243074811489"
"3 on scale 1-7 ","2013","middle vocational","1574","0.168784840340563","0.161213697953429","0.176355982727698"
"3 on scale 1-7 ","2013","vocational + Abi","196","0.174608129110759","0.152153326378089","0.19706293184343"
"3 on scale 1-7 ","2013","higher vocational","237","0.166851755418019","0.146791375143289","0.18691213569275"
"3 on scale 1-7 ","2013","higher education","826","0.206222292212339","0.194341606952084","0.218102977472594"
"4 on scale 1-7","2013","in school","53","0.171074102690616","0.125212608687029","0.216935596694203"
"4 on scale 1-7","2013","inadequately","37","0.224192329645441","0.164891782557787","0.283492876733096"
"4 on scale 1-7","2013","general elemantary","367","0.197325649255056","0.179126337028513","0.215524961481599"
"4 on scale 1-7","2013","middle vocational","1808","0.194503695820809","0.18650289106179","0.202504500579828"
"4 on scale 1-7","2013","vocational + Abi","212","0.221854996990737","0.197278963230212","0.246431030751262"
"4 on scale 1-7","2013","higher vocational","269","0.200629744672879","0.179082870185909","0.22217661915985"
"4 on scale 1-7","2013","higher education","824","0.189045632528876","0.1775480702794","0.200543194778351"
"5 on scale 1-7","2013","in school","42","0.197684281079657","0.149182584737211","0.246185977422103"
