"plh0221","year","sex","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2008","Male","","","",""
"5 on scale 1-7","2008","Female","","","",""
"6 on scale 1-7","2008","Male","","","",""
"6 on scale 1-7","2008","Female","","","",""
"7 Strongly agree","2008","Male","","","",""
"7 Strongly agree","2008","Female","","","",""
"1 Strongly disagree","2009","Male","1125","0.128866293410521","0.121779255979562","0.13595333084148"
"1 Strongly disagree","2009","Female","721","0.0817647776427716","0.0762256130757112","0.0873039422098321"
"2 on scale 1-7 ","2009","Male","2037","0.235476036977898","0.226501303521607","0.244450770434188"
"2 on scale 1-7 ","2009","Female","1507","0.156712214637039","0.149363295086184","0.164061134187894"
"3 on scale 1-7 ","2009","Male","1711","0.191889866642288","0.183560462284128","0.200219271000449"
"3 on scale 1-7 ","2009","Female","1710","0.178180730542848","0.17044497580702","0.185916485278676"
"4 on scale 1-7","2009","Male","1559","0.183470105599384","0.175283170470198","0.191657040728569"
"4 on scale 1-7","2009","Female","2011","0.214468204175789","0.206170699493407","0.22276570885817"
"5 on scale 1-7","2009","Male","1166","0.13341474059269","0.126222566261518","0.140606914923862"
"5 on scale 1-7","2009","Female","1681","0.174913168427453","0.167233450913169","0.182592885941737"
"6 on scale 1-7","2009","Male","713","0.0861162276538875","0.080182322089906","0.092050133217869"
"6 on scale 1-7","2009","Female","1171","0.124185766763915","0.117518834001311","0.130852699526519"
"7 Strongly agree","2009","Male","275","0.0407667291233315","0.0365839233413073","0.0449495349053557"
"7 Strongly agree","2009","Female","599","0.0697751378101854","0.0646248857198159","0.0749253899005548"
"1 Strongly disagree","2010","Male","","","",""
"1 Strongly disagree","2010","Female","","","",""
"2 on scale 1-7 ","2010","Male","","","",""
"2 on scale 1-7 ","2010","Female","","","",""
"3 on scale 1-7 ","2010","Male","","","",""
"3 on scale 1-7 ","2010","Female","","","",""
"4 on scale 1-7","2010","Male","","","",""
"4 on scale 1-7","2010","Female","","","",""
"5 on scale 1-7","2010","Male","","","",""
"5 on scale 1-7","2010","Female","","","",""
"6 on scale 1-7","2010","Male","","","",""
"6 on scale 1-7","2010","Female","","","",""
"7 Strongly agree","2010","Male","","","",""
"7 Strongly agree","2010","Female","","","",""
"1 Strongly disagree","2011","Male","","","",""
"1 Strongly disagree","2011","Female","","","",""
"2 on scale 1-7 ","2011","Male","","","",""
"2 on scale 1-7 ","2011","Female","","","",""
"3 on scale 1-7 ","2011","Male","","","",""
"3 on scale 1-7 ","2011","Female","","","",""
"4 on scale 1-7","2011","Male","","","",""
"4 on scale 1-7","2011","Female","","","",""
"5 on scale 1-7","2011","Male","","","",""
"5 on scale 1-7","2011","Female","","","",""
"6 on scale 1-7","2011","Male","","","",""
"6 on scale 1-7","2011","Female","","","",""
"7 Strongly agree","2011","Male","","","",""
"7 Strongly agree","2011","Female","","","",""
"1 Strongly disagree","2012","Male","451","0.146636890222162","0.133733220087693","0.159540560356631"
"1 Strongly disagree","2012","Female","380","0.0886592015514888","0.0800972063801052","0.0972211967228723"
"2 on scale 1-7 ","2012","Male","716","0.23429778205803","0.21884741717661","0.24974814693945"
"2 on scale 1-7 ","2012","Female","757","0.17540256886418","0.163947132748371","0.186858004979988"
"3 on scale 1-7 ","2012","Male","513","0.170473784338572","0.156756486829507","0.184191081847638"
"3 on scale 1-7 ","2012","Female","729","0.169365412119094","0.158067712296378","0.18066311194181"
"4 on scale 1-7","2012","Male","484","0.183744032409225","0.169617209358786","0.197870855459663"
"4 on scale 1-7","2012","Female","833","0.186156698212841","0.174432520450095","0.197880875975587"
"5 on scale 1-7","2012","Male","426","0.151838880491167","0.138748406394066","0.164929354588268"
"5 on scale 1-7","2012","Female","781","0.18779879615877","0.17603490817168","0.19956268414586"
"6 on scale 1-7","2012","Male","216","0.0781990747804697","0.0684054361259817","0.0879927134349578"
"6 on scale 1-7","2012","Female","473","0.115148995944403","0.105534249938483","0.124763741950324"
"7 Strongly agree","2012","Male","81","0.0348095557003749","0.0281233390314459","0.0414957723693038"
"7 Strongly agree","2012","Female","281","0.0774683271492228","0.0694159261160297","0.0855207281824159"
"1 Strongly disagree","2013","Male","1163","0.130901602216552","0.123861645328776","0.137941559104328"
"1 Strongly disagree","2013","Female","818","0.0794493518564107","0.074155461725495","0.0847432419873263"
"2 on scale 1-7 ","2013","Male","2136","0.236225160917026","0.227359547415342","0.24509077441871"
"2 on scale 1-7 ","2013","Female","1669","0.162801744615981","0.155574885557633","0.170028603674329"
"3 on scale 1-7 ","2013","Male","1610","0.179515263987942","0.171504960182353","0.187525567793531"
"3 on scale 1-7 ","2013","Female","1625","0.17077273408883","0.163406390818616","0.178139077359045"
"4 on scale 1-7","2013","Male","1571","0.18596677286343","0.17784591728137","0.194087628445491"
"4 on scale 1-7","2013","Female","2053","0.205204932871206","0.197299468601868","0.213110397140544"
"5 on scale 1-7","2013","Male","1290","0.143399839101739","0.136084634937345","0.150715043266134"
"5 on scale 1-7","2013","Female","1896","0.187138109141093","0.179503348948275","0.194772869333911"
"6 on scale 1-7","2013","Male","764","0.0881950481196932","0.082276214693811","0.0941138815455754"
"6 on scale 1-7","2013","Female","1337","0.130471941585423","0.123878589566695","0.137065293604151"
"7 Strongly agree","2013","Male","284","0.0357963127936172","0.0319186808454617","0.0396739447417727"
"7 Strongly agree","2013","Female","627","0.0641611858410566","0.0593644851670025","0.0689578865151107"
"1 Strongly disagree","2014","Male","","","",""
"1 Strongly disagree","2014","Female","","","",""
"2 on scale 1-7 ","2014","Male","","","",""
"2 on scale 1-7 ","2014","Female","","","",""
"3 on scale 1-7 ","2014","Male","","","",""
"3 on scale 1-7 ","2014","Female","","","",""
"4 on scale 1-7","2014","Male","","","",""
"4 on scale 1-7","2014","Female","","","",""
"5 on scale 1-7","2014","Male","","","",""
"5 on scale 1-7","2014","Female","","","",""
"6 on scale 1-7","2014","Male","","","",""
"6 on scale 1-7","2014","Female","","","",""
"7 Strongly agree","2014","Male","","","",""
"7 Strongly agree","2014","Female","","","",""
"1 Strongly disagree","2015","Male","","","",""
"1 Strongly disagree","2015","Female","","","",""
"2 on scale 1-7 ","2015","Male","","","",""
"2 on scale 1-7 ","2015","Female","","","",""
"3 on scale 1-7 ","2015","Male","","","",""
"3 on scale 1-7 ","2015","Female","","","",""
"4 on scale 1-7","2015","Male","","","",""
"4 on scale 1-7","2015","Female","","","",""
"5 on scale 1-7","2015","Male","","","",""
"5 on scale 1-7","2015","Female","","","",""
"6 on scale 1-7","2015","Male","","","",""
"6 on scale 1-7","2015","Female","","","",""
"7 Strongly agree","2015","Male","","","",""
"7 Strongly agree","2015","Female","","","",""
"1 Strongly disagree","2016","Male","","","",""
"1 Strongly disagree","2016","Female","","","",""
"2 on scale 1-7 ","2016","Male","","","",""
"2 on scale 1-7 ","2016","Female","","","",""
"3 on scale 1-7 ","2016","Male","","","",""
"3 on scale 1-7 ","2016","Female","","","",""
"4 on scale 1-7","2016","Male","","","",""
"4 on scale 1-7","2016","Female","","","",""
"5 on scale 1-7","2016","Male","","","",""
"5 on scale 1-7","2016","Female","","","",""
"6 on scale 1-7","2016","Male","","","",""
"6 on scale 1-7","2016","Female","","","",""
"7 Strongly agree","2016","Male","","","",""
"7 Strongly agree","2016","Female","","","",""
"1 Strongly disagree","2017","Male","2153","0.133809775468886","0.128165311009934","0.139454239927837"
"1 Strongly disagree","2017","Female","1408","0.0812732987026736","0.0769440481067555","0.0856025492985917"
"2 on scale 1-7 ","2017","Male","3153","0.221394985133751","0.214511400273588","0.228278569993914"
"2 on scale 1-7 ","2017","Female","2626","0.171437793114674","0.165466595334959","0.177408990894388"
"3 on scale 1-7 ","2017","Male","2461","0.187618578557686","0.181145809757035","0.194091347358336"
"3 on scale 1-7 ","2017","Female","2549","0.172246038296727","0.16626370139126","0.178228375202193"
"4 on scale 1-7","2017","Male","2466","0.178126874429824","0.171783223220459","0.184470525639188"
"4 on scale 1-7","2017","Female","2962","0.198900511562661","0.192576294176722","0.205224728948599"
"5 on scale 1-7","2017","Male","2089","0.157781965938767","0.151738123519023","0.16382580835851"
"5 on scale 1-7","2017","Female","2800","0.181576770190272","0.175469252553484","0.187684287827059"
"6 on scale 1-7","2017","Male","1153","0.0888926356952246","0.0841742889560564","0.0936109824343928"
"6 on scale 1-7","2017","Female","1938","0.128681737145159","0.123376650535236","0.133986823755082"
"7 Strongly agree","2017","Male","500","0.032375184775863","0.029440700346932","0.0353096692047941"
"7 Strongly agree","2017","Female","1021","0.0658838509878345","0.0619534619417712","0.0698142400338978"
"1 Strongly disagree","2018","Male","","","",""
"1 Strongly disagree","2018","Female","","","",""
"2 on scale 1-7 ","2018","Male","","","",""
"2 on scale 1-7 ","2018","Female","","","",""
"3 on scale 1-7 ","2018","Male","","","",""
"3 on scale 1-7 ","2018","Female","","","",""
"4 on scale 1-7","2018","Male","","","",""
"4 on scale 1-7","2018","Female","","","",""
"5 on scale 1-7","2018","Male","","","",""
"5 on scale 1-7","2018","Female","","","",""
"6 on scale 1-7","2018","Male","","","",""
"6 on scale 1-7","2018","Female","","","",""
"7 Strongly agree","2018","Male","","","",""
"7 Strongly agree","2018","Female","","","",""
"1 Strongly disagree","2019","Male","2093","0.163005929046964","0.156475600357724","0.169536257736203"
"1 Strongly disagree","2019","Female","1462","0.106140795603081","0.100938386348342","0.111343204857821"
"2 on scale 1-7 ","2019","Male","3281","0.258063262234463","0.250327222724305","0.26579930174462"
"2 on scale 1-7 ","2019","Female","2680","0.192683532181902","0.186022017473247","0.199345046890556"
"3 on scale 1-7 ","2019","Male","2137","0.173546260407004","0.166850667292418","0.180241853521589"
"3 on scale 1-7 ","2019","Female","2275","0.172628953279612","0.166245792787308","0.179012113771917"
"4 on scale 1-7","2019","Male","2096","0.177189484166816","0.170438904946164","0.183940063387469"
"4 on scale 1-7","2019","Female","2637","0.200219027479603","0.193460267971056","0.206977786988149"
"5 on scale 1-7","2019","Male","1558","0.130252004180449","0.12430139983381","0.136202608527088"
"5 on scale 1-7","2019","Female","2332","0.176031103188669","0.169598616436642","0.182463589940696"
"6 on scale 1-7","2019","Male","833","0.0735443915778006","0.0689295240736173","0.0781592590819839"
"6 on scale 1-7","2019","Female","1409","0.103912222507212","0.0987583059893585","0.109066139025065"
"7 Strongly agree","2019","Male","292","0.0243986683865036","0.0216710010445919","0.0271263357284154"
"7 Strongly agree","2019","Female","671","0.0483843657599214","0.0447601662568907","0.0520085652629522"
