"plh0221","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","Lower Saxony","direct migration background","34","0.174309552503888","0.121862717338572","0.226756387669204"
"2 on scale 1-7 ","2005","Lower Saxony","indirect migration background","15","","",""
"2 on scale 1-7 ","2005","Bremen","no migration background","22","","",""
"2 on scale 1-7 ","2005","Bremen","direct migration background","5","","",""
"2 on scale 1-7 ","2005","Bremen","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","no migration background","666","0.196232558824747","0.183012849418991","0.209452268230503"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","direct migration background","110","0.160256184949123","0.131967507826641","0.188544862071606"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","indirect migration background","39","0.16043620668679","0.114003872847663","0.206868540525917"
"2 on scale 1-7 ","2005","Hesse","no migration background","189","0.165365725623602","0.143208923901554","0.18752252734565"
"2 on scale 1-7 ","2005","Hesse","direct migration background","31","0.120772591028085","0.0774162099265877","0.164128972129583"
"2 on scale 1-7 ","2005","Hesse","indirect migration background","14","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","no migration background","198","0.205050732277959","0.180077106266796","0.230024358289123"
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","direct migration background","27","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","indirect migration background","10","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","no migration background","398","0.200224539215386","0.18156622059554","0.218882857835231"
"2 on scale 1-7 ","2005","Baden-Württemberg","direct migration background","99","0.157438805401436","0.126634063977599","0.188243546825272"
"2 on scale 1-7 ","2005","Baden-Württemberg","indirect migration background","42","0.143527388454178","0.0963314863409402","0.190723290567416"
"2 on scale 1-7 ","2005","Bavaria","no migration background","409","0.156744375504263","0.142313029260094","0.171175721748431"
"2 on scale 1-7 ","2005","Bavaria","direct migration background","60","0.183622431667151","0.142346380743134","0.224898482591169"
"2 on scale 1-7 ","2005","Bavaria","indirect migration background","20","","",""
"2 on scale 1-7 ","2005","Berlin","no migration background","121","0.19832864797251","0.168045439647013","0.228611856298006"
"2 on scale 1-7 ","2005","Berlin","direct migration background","6","","",""
"2 on scale 1-7 ","2005","Berlin","indirect migration background","6","","",""
"2 on scale 1-7 ","2005","Brandenburg","no migration background","153","0.16257334338271","0.138055259651169","0.187091427114251"
"2 on scale 1-7 ","2005","Brandenburg","direct migration background","1","","",""
"2 on scale 1-7 ","2005","Brandenburg","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","no migration background","99","0.162332084333979","0.129614871196595","0.195049297471363"
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Saxony","no migration background","244","0.156581885778023","0.138092462612633","0.175071308943412"
"2 on scale 1-7 ","2005","Saxony","direct migration background","6","","",""
"2 on scale 1-7 ","2005","Saxony","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","no migration background","156","0.147679878079751","0.12406419153923","0.171295564620272"
"2 on scale 1-7 ","2005","Saxony-Anhalt","direct migration background","3","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","indirect migration background","3","","",""
"2 on scale 1-7 ","2005","Thuringia","no migration background","155","0.181078658587822","0.155475536232332","0.206681780943311"
"2 on scale 1-7 ","2005","Thuringia","direct migration background","4","","",""
"2 on scale 1-7 ","2005","Thuringia","indirect migration background","1","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","no migration background","108","0.180476359523492","0.148652154446344","0.21230056460064"
"3 on scale 1-7 ","2005","Schleswig-Holstein","direct migration background","10","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","indirect migration background","1","","",""
"3 on scale 1-7 ","2005","Hamburg","no migration background","47","0.145454089179484","0.1026821928908","0.188225985468168"
"3 on scale 1-7 ","2005","Hamburg","direct migration background","5","","",""
"3 on scale 1-7 ","2005","Hamburg","indirect migration background","3","","",""
"3 on scale 1-7 ","2005","Lower Saxony","no migration background","246","0.162769692818239","0.144314422967929","0.181224962668549"
"3 on scale 1-7 ","2005","Lower Saxony","direct migration background","35","0.183577471610812","0.130057331165052","0.237097612056572"
"3 on scale 1-7 ","2005","Lower Saxony","indirect migration background","9","","",""
"3 on scale 1-7 ","2005","Bremen","no migration background","18","","",""
"3 on scale 1-7 ","2005","Bremen","direct migration background","2","","",""
"3 on scale 1-7 ","2005","Bremen","indirect migration background","3","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","no migration background","543","0.148588931061347","0.136749412426769","0.160428449695926"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","direct migration background","89","0.125764043643257","0.100194415591072","0.151333671695441"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","indirect migration background","45","0.207613561461067","0.156299209757331","0.258927913164802"
"3 on scale 1-7 ","2005","Hesse","no migration background","168","0.128318938372877","0.108372727897635","0.14826514884812"
"3 on scale 1-7 ","2005","Hesse","direct migration background","38","0.171841152444802","0.121648674667473","0.222033630222131"
"3 on scale 1-7 ","2005","Hesse","indirect migration background","11","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","no migration background","157","0.146241057046897","0.124384410643591","0.168097703450203"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","direct migration background","35","0.218520038937661","0.157812497135521","0.279227580739801"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","no migration background","312","0.173758843594809","0.156092092631936","0.191425594557683"
"3 on scale 1-7 ","2005","Baden-Württemberg","direct migration background","97","0.192961043600385","0.159584372641789","0.226337714558982"
"3 on scale 1-7 ","2005","Baden-Württemberg","indirect migration background","36","0.19391424255778","0.140694148405532","0.247134336710028"
"3 on scale 1-7 ","2005","Bavaria","no migration background","464","0.171300381598172","0.156344604801559","0.186256158394784"
"3 on scale 1-7 ","2005","Bavaria","direct migration background","81","0.225343267995941","0.180801578640432","0.26988495735145"
"3 on scale 1-7 ","2005","Bavaria","indirect migration background","31","0.163713981705057","0.0988485387626125","0.228579424647502"
"3 on scale 1-7 ","2005","Berlin","no migration background","115","0.191986295339364","0.162073606451818","0.221898984226911"
"3 on scale 1-7 ","2005","Berlin","direct migration background","6","","",""
"3 on scale 1-7 ","2005","Berlin","indirect migration background","6","","",""
"3 on scale 1-7 ","2005","Brandenburg","no migration background","152","0.183460762489959","0.157742087440642","0.209179437539277"
"3 on scale 1-7 ","2005","Brandenburg","direct migration background","1","","",""
"3 on scale 1-7 ","2005","Brandenburg","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","no migration background","62","0.140037692613676","0.109248353899633","0.170827031327718"
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"3 on scale 1-7 ","2005","Saxony","no migration background","251","0.16625458049594","0.147312194560872","0.185196966431008"
"3 on scale 1-7 ","2005","Saxony","direct migration background","5","","",""
"3 on scale 1-7 ","2005","Saxony","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","no migration background","134","0.154417706012193","0.130364939761625","0.178470472262762"
"3 on scale 1-7 ","2005","Saxony-Anhalt","direct migration background","2","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Thuringia","no migration background","164","0.196184322554037","0.169781607509701","0.222587037598373"
"3 on scale 1-7 ","2005","Thuringia","direct migration background","1","","",""
"3 on scale 1-7 ","2005","Thuringia","indirect migration background","1","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","no migration background","123","0.236498550506215","0.201335557442911","0.27166154356952"
"4 on scale 1-7","2005","Schleswig-Holstein","direct migration background","8","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","indirect migration background","3","","",""
"4 on scale 1-7","2005","Hamburg","no migration background","51","0.213898777816924","0.164151281946191","0.263646273687657"
"4 on scale 1-7","2005","Hamburg","direct migration background","3","","",""
"4 on scale 1-7","2005","Hamburg","indirect migration background","3","","",""
"4 on scale 1-7","2005","Lower Saxony","no migration background","267","0.156748939320353","0.138573207308559","0.174924671332147"
"4 on scale 1-7","2005","Lower Saxony","direct migration background","39","0.168708004954229","0.116936033098525","0.220479976809933"
"4 on scale 1-7","2005","Lower Saxony","indirect migration background","9","","",""
"4 on scale 1-7","2005","Bremen","no migration background","26","","",""
"4 on scale 1-7","2005","Bremen","direct migration background","","","",""
"4 on scale 1-7","2005","Bremen","indirect migration background","","","",""
"4 on scale 1-7","2005","North Rhine-Westphalia","no migration background","650","0.17899597136233","0.166235537452299","0.191756405272361"
"4 on scale 1-7","2005","North Rhine-Westphalia","direct migration background","129","0.190633711370567","0.160343365019486","0.220924057721648"
"4 on scale 1-7","2005","North Rhine-Westphalia","indirect migration background","49","0.179238004028056","0.130712937537313","0.227763070518799"
"4 on scale 1-7","2005","Hesse","no migration background","189","0.186143803114422","0.162930638991615","0.209356967237228"
"4 on scale 1-7","2005","Hesse","direct migration background","30","0.164914523709481","0.115538837795371","0.21429020962359"
"4 on scale 1-7","2005","Hesse","indirect migration background","13","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","no migration background","158","0.165901562309283","0.142891641373161","0.188911483245405"
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","direct migration background","29","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","indirect migration background","10","","",""
"4 on scale 1-7","2005","Baden-Württemberg","no migration background","334","0.206414168587536","0.187543098775827","0.225285238399245"
"4 on scale 1-7","2005","Baden-Württemberg","direct migration background","121","0.237575879072465","0.201579365908076","0.273572392236853"
"4 on scale 1-7","2005","Baden-Württemberg","indirect migration background","42","0.195204292996054","0.141850208973354","0.248558377018755"
"4 on scale 1-7","2005","Bavaria","no migration background","500","0.22190564698842","0.205411435864145","0.238399858112695"
"4 on scale 1-7","2005","Bavaria","direct migration background","62","0.156538349402039","0.117800742595443","0.195275956208635"
"4 on scale 1-7","2005","Bavaria","indirect migration background","29","","",""
"4 on scale 1-7","2005","Berlin","no migration background","131","0.19510956164144","0.165012878422701","0.225206244860179"
"4 on scale 1-7","2005","Berlin","direct migration background","10","","",""
"4 on scale 1-7","2005","Berlin","indirect migration background","9","","",""
"4 on scale 1-7","2005","Brandenburg","no migration background","159","0.181391196618414","0.155785607457513","0.206996785779316"
"4 on scale 1-7","2005","Brandenburg","direct migration background","3","","",""
"4 on scale 1-7","2005","Brandenburg","indirect migration background","1","","",""
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","no migration background","98","0.199659477471858","0.164192796504595","0.235126158439121"
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"4 on scale 1-7","2005","Saxony","no migration background","329","0.220110641487686","0.199030760357987","0.241190522617385"
"4 on scale 1-7","2005","Saxony","direct migration background","5","","",""
"4 on scale 1-7","2005","Saxony","indirect migration background","2","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","no migration background","162","0.188744957346634","0.162698124337451","0.214791790355818"
"4 on scale 1-7","2005","Saxony-Anhalt","direct migration background","3","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","indirect migration background","2","","",""
"4 on scale 1-7","2005","Thuringia","no migration background","159","0.176306407777219","0.150969413405708","0.201643402148729"
"4 on scale 1-7","2005","Thuringia","direct migration background","3","","",""
"4 on scale 1-7","2005","Thuringia","indirect migration background","","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","no migration background","64","0.0989766969261939","0.0742650807301437","0.123688313122244"
"5 on scale 1-7","2005","Schleswig-Holstein","direct migration background","14","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","indirect migration background","2","","",""
"5 on scale 1-7","2005","Hamburg","no migration background","46","0.166440832666045","0.1212525337057","0.21162913162639"
"5 on scale 1-7","2005","Hamburg","direct migration background","6","","",""
"5 on scale 1-7","2005","Hamburg","indirect migration background","","","",""
"5 on scale 1-7","2005","Lower Saxony","no migration background","258","0.169105101311543","0.150365404592152","0.187844798030935"
"5 on scale 1-7","2005","Lower Saxony","direct migration background","33","0.162252889735687","0.11128428420636","0.213221495265014"
"5 on scale 1-7","2005","Lower Saxony","indirect migration background","3","","",""
"5 on scale 1-7","2005","Bremen","no migration background","18","","",""
"5 on scale 1-7","2005","Bremen","direct migration background","5","","",""
"5 on scale 1-7","2005","Bremen","indirect migration background","","","",""
"5 on scale 1-7","2005","North Rhine-Westphalia","no migration background","576","0.167235681070236","0.15481353315557","0.179657828984902"
"5 on scale 1-7","2005","North Rhine-Westphalia","direct migration background","96","0.175707918988845","0.146360624949473","0.205055213028217"
"5 on scale 1-7","2005","North Rhine-Westphalia","indirect migration background","48","0.196158360961406","0.14592050092589","0.246396220996922"
"5 on scale 1-7","2005","Hesse","no migration background","211","0.180039640111937","0.15712480639843","0.202954473825445"
"5 on scale 1-7","2005","Hesse","direct migration background","49","0.218115016370352","0.16316947669798","0.273060556042723"
"5 on scale 1-7","2005","Hesse","indirect migration background","12","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","no migration background","163","0.162601659246665","0.139776712701026","0.185426605792303"
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","direct migration background","20","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","indirect migration background","9","","",""
"5 on scale 1-7","2005","Baden-Württemberg","no migration background","304","0.17089130246147","0.153340558455526","0.188442046467414"
"5 on scale 1-7","2005","Baden-Württemberg","direct migration background","74","0.148517305360813","0.11844010619897","0.178594504522656"
"5 on scale 1-7","2005","Baden-Württemberg","indirect migration background","38","0.226022188701083","0.169720690232232","0.282323687169933"
"5 on scale 1-7","2005","Bavaria","no migration background","419","0.168581817920502","0.153720875015372","0.183442760825632"
"5 on scale 1-7","2005","Bavaria","direct migration background","50","0.167123020311394","0.12734910835444","0.206896932268348"
"5 on scale 1-7","2005","Bavaria","indirect migration background","16","","",""
"5 on scale 1-7","2005","Berlin","no migration background","116","0.168288187006276","0.139874720146274","0.196701653866277"
"5 on scale 1-7","2005","Berlin","direct migration background","14","","",""
"5 on scale 1-7","2005","Berlin","indirect migration background","2","","",""
"5 on scale 1-7","2005","Brandenburg","no migration background","140","0.167884789373534","0.143048548100793","0.192721030646274"
"5 on scale 1-7","2005","Brandenburg","direct migration background","2","","",""
"5 on scale 1-7","2005","Brandenburg","indirect migration background","","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","no migration background","94","0.188974254299057","0.154240092689175","0.223708415908939"
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","direct migration background","7","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"5 on scale 1-7","2005","Saxony","no migration background","286","0.193007820198634","0.17292830344495","0.213087336952317"
"5 on scale 1-7","2005","Saxony","direct migration background","7","","",""
"5 on scale 1-7","2005","Saxony","indirect migration background","2","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","no migration background","152","0.183649185211535","0.157875800256347","0.209422570166723"
"5 on scale 1-7","2005","Saxony-Anhalt","direct migration background","5","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","indirect migration background","","","",""
"5 on scale 1-7","2005","Thuringia","no migration background","167","0.17509707734272","0.149828599999968","0.200365554685471"
"5 on scale 1-7","2005","Thuringia","direct migration background","2","","",""
"5 on scale 1-7","2005","Thuringia","indirect migration background","2","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","no migration background","44","0.0748028397938759","0.0530336207780771","0.0965720588096746"
"6 on scale 1-7","2005","Schleswig-Holstein","direct migration background","9","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","indirect migration background","1","","",""
"6 on scale 1-7","2005","Hamburg","no migration background","28","","",""
"6 on scale 1-7","2005","Hamburg","direct migration background","2","","",""
"6 on scale 1-7","2005","Hamburg","indirect migration background","","","",""
"6 on scale 1-7","2005","Lower Saxony","no migration background","176","0.104401814780206","0.0891148317430741","0.119688797817337"
"6 on scale 1-7","2005","Lower Saxony","direct migration background","20","","",""
"6 on scale 1-7","2005","Lower Saxony","indirect migration background","3","","",""
"6 on scale 1-7","2005","Bremen","no migration background","6","","",""
"6 on scale 1-7","2005","Bremen","direct migration background","1","","",""
"6 on scale 1-7","2005","Bremen","indirect migration background","","","",""
"6 on scale 1-7","2005","North Rhine-Westphalia","no migration background","427","0.12338290124768","0.112435686741612","0.134330115753747"
"6 on scale 1-7","2005","North Rhine-Westphalia","direct migration background","65","0.0924840832642502","0.0701436055562839","0.114824560972216"
"6 on scale 1-7","2005","North Rhine-Westphalia","indirect migration background","20","","",""
"6 on scale 1-7","2005","Hesse","no migration background","138","0.129724504568606","0.109685525057371","0.14976348407984"
"6 on scale 1-7","2005","Hesse","direct migration background","25","","",""
"6 on scale 1-7","2005","Hesse","indirect migration background","4","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","no migration background","112","0.106871533126063","0.0877611576349822","0.125981908617145"
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","direct migration background","26","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","indirect migration background","6","","",""
"6 on scale 1-7","2005","Baden-Württemberg","no migration background","159","0.0867092822553195","0.0735882762645517","0.0998302882460873"
"6 on scale 1-7","2005","Baden-Württemberg","direct migration background","57","0.101851819387652","0.0762707119889652","0.12743292678634"
"6 on scale 1-7","2005","Baden-Württemberg","indirect migration background","25","","",""
"6 on scale 1-7","2005","Bavaria","no migration background","268","0.111883924547395","0.0993712556756318","0.124396593419158"
"6 on scale 1-7","2005","Bavaria","direct migration background","34","0.113276237342991","0.0794889502737411","0.147063524412242"
"6 on scale 1-7","2005","Bavaria","indirect migration background","17","","",""
"6 on scale 1-7","2005","Berlin","no migration background","68","0.095541692176492","0.0732161652921522","0.117867219060832"
"6 on scale 1-7","2005","Berlin","direct migration background","7","","",""
"6 on scale 1-7","2005","Berlin","indirect migration background","4","","",""
"6 on scale 1-7","2005","Brandenburg","no migration background","117","0.12470167120342","0.1027482276937","0.146655114713141"
"6 on scale 1-7","2005","Brandenburg","direct migration background","4","","",""
"6 on scale 1-7","2005","Brandenburg","indirect migration background","","","",""
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","no migration background","58","0.116933867131069","0.0884233594456901","0.145444374816448"
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"6 on scale 1-7","2005","Saxony","no migration background","188","0.130777503513063","0.113623592975809","0.147931414050317"
"6 on scale 1-7","2005","Saxony","direct migration background","3","","",""
"6 on scale 1-7","2005","Saxony","indirect migration background","1","","",""
"6 on scale 1-7","2005","Saxony-Anhalt","no migration background","105","0.126703889008017","0.104562019959034","0.148845758057"
"6 on scale 1-7","2005","Saxony-Anhalt","direct migration background","4","","",""
"6 on scale 1-7","2005","Saxony-Anhalt","indirect migration background","","","",""
"6 on scale 1-7","2005","Thuringia","no migration background","98","0.0921734997205951","0.0729406928960168","0.111406306545173"
"6 on scale 1-7","2005","Thuringia","direct migration background","3","","",""
"6 on scale 1-7","2005","Thuringia","indirect migration background","2","","",""
"7 Strongly agree","2005","Schleswig-Holstein","no migration background","18","","",""
"7 Strongly agree","2005","Schleswig-Holstein","direct migration background","2","","",""
"7 Strongly agree","2005","Schleswig-Holstein","indirect migration background","1","","",""
"7 Strongly agree","2005","Hamburg","no migration background","21","","",""
"7 Strongly agree","2005","Hamburg","direct migration background","2","","",""
"7 Strongly agree","2005","Hamburg","indirect migration background","1","","",""
"7 Strongly agree","2005","Lower Saxony","no migration background","115","0.0874210949433207","0.0733004513710471","0.101541738515594"
"7 Strongly agree","2005","Lower Saxony","direct migration background","16","","",""
"7 Strongly agree","2005","Lower Saxony","indirect migration background","3","","",""
"7 Strongly agree","2005","Bremen","no migration background","11","","",""
"7 Strongly agree","2005","Bremen","direct migration background","2","","",""
"7 Strongly agree","2005","Bremen","indirect migration background","","","",""
"7 Strongly agree","2005","North Rhine-Westphalia","no migration background","200","0.0616256272419692","0.0536210220579087","0.0696302324260297"
"7 Strongly agree","2005","North Rhine-Westphalia","direct migration background","55","0.0850090038794829","0.0635023569289","0.106515650830066"
"7 Strongly agree","2005","North Rhine-Westphalia","indirect migration background","13","","",""
"7 Strongly agree","2005","Hesse","no migration background","69","0.0910777668642895","0.0739182220414227","0.108237311687156"
"7 Strongly agree","2005","Hesse","direct migration background","21","","",""
"7 Strongly agree","2005","Hesse","indirect migration background","5","","",""
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","no migration background","69","0.0683726274266267","0.0527611685494276","0.0839840863038257"
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","direct migration background","15","","",""
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"7 Strongly agree","2005","Baden-Württemberg","no migration background","103","0.0713431421923146","0.0593416963970401","0.0833445879875891"
"7 Strongly agree","2005","Baden-Württemberg","direct migration background","40","0.0760775441081887","0.0536538607698485","0.098501227446529"
"7 Strongly agree","2005","Baden-Württemberg","indirect migration background","8","","",""
"7 Strongly agree","2005","Bavaria","no migration background","146","0.0716332651096011","0.0613968379790298","0.0818696922401725"
"7 Strongly agree","2005","Bavaria","direct migration background","20","","",""
"7 Strongly agree","2005","Bavaria","indirect migration background","5","","",""
"7 Strongly agree","2005","Berlin","no migration background","34","0.0538499744184646","0.0367070966002624","0.0709928522366668"
"7 Strongly agree","2005","Berlin","direct migration background","2","","",""
"7 Strongly agree","2005","Berlin","indirect migration background","2","","",""
"7 Strongly agree","2005","Brandenburg","no migration background","57","0.0619749727099618","0.04595344778549","0.0779964976344337"
"7 Strongly agree","2005","Brandenburg","direct migration background","2","","",""
"7 Strongly agree","2005","Brandenburg","indirect migration background","","","",""
"7 Strongly agree","2005","Mecklenburg-Western Pomerania","no migration background","24","","",""
"7 Strongly agree","2005","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"7 Strongly agree","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"7 Strongly agree","2005","Saxony","no migration background","63","0.0420657433092796","0.0318525094486628","0.0522789771698964"
"7 Strongly agree","2005","Saxony","direct migration background","1","","",""
"7 Strongly agree","2005","Saxony","indirect migration background","","","",""
"7 Strongly agree","2005","Saxony-Anhalt","no migration background","60","0.0772046528886386","0.0594376988986469","0.0949716068786302"
"7 Strongly agree","2005","Saxony-Anhalt","direct migration background","4","","",""
"7 Strongly agree","2005","Saxony-Anhalt","indirect migration background","","","",""
"7 Strongly agree","2005","Thuringia","no migration background","53","0.0761978618789906","0.0585578417279087","0.0938378820300724"
"7 Strongly agree","2005","Thuringia","direct migration background","2","","",""
"7 Strongly agree","2005","Thuringia","indirect migration background","1","","",""
"1 Strongly disagree","2006","Schleswig-Holstein","no migration background","","","",""
"1 Strongly disagree","2006","Schleswig-Holstein","direct migration background","","","",""
