"plh0221","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2006","Rural Area","Female","","","",""
"7 Strongly agree","2006","Urban Area","Male","","","",""
"7 Strongly agree","2006","Urban Area","Female","","","",""
"7 Strongly agree","2006","Rural Area","Male","","","",""
"7 Strongly agree","2006","Rural Area","Female","","","",""
"1 Strongly disagree","2007","Urban Area","Male","","","",""
"1 Strongly disagree","2007","Urban Area","Female","","","",""
"1 Strongly disagree","2007","Rural Area","Male","","","",""
"1 Strongly disagree","2007","Rural Area","Female","","","",""
"2 on scale 1-7 ","2007","Urban Area","Male","","","",""
"2 on scale 1-7 ","2007","Urban Area","Female","","","",""
"2 on scale 1-7 ","2007","Rural Area","Male","","","",""
"2 on scale 1-7 ","2007","Rural Area","Female","","","",""
"3 on scale 1-7 ","2007","Urban Area","Male","","","",""
"3 on scale 1-7 ","2007","Urban Area","Female","","","",""
"3 on scale 1-7 ","2007","Rural Area","Male","","","",""
"3 on scale 1-7 ","2007","Rural Area","Female","","","",""
"4 on scale 1-7","2007","Urban Area","Male","","","",""
"4 on scale 1-7","2007","Urban Area","Female","","","",""
"4 on scale 1-7","2007","Rural Area","Male","","","",""
"4 on scale 1-7","2007","Rural Area","Female","","","",""
"5 on scale 1-7","2007","Urban Area","Male","","","",""
"5 on scale 1-7","2007","Urban Area","Female","","","",""
"5 on scale 1-7","2007","Rural Area","Male","","","",""
"5 on scale 1-7","2007","Rural Area","Female","","","",""
"6 on scale 1-7","2007","Urban Area","Male","","","",""
"6 on scale 1-7","2007","Urban Area","Female","","","",""
"6 on scale 1-7","2007","Rural Area","Male","","","",""
"6 on scale 1-7","2007","Rural Area","Female","","","",""
"7 Strongly agree","2007","Urban Area","Male","","","",""
"7 Strongly agree","2007","Urban Area","Female","","","",""
"7 Strongly agree","2007","Rural Area","Male","","","",""
"7 Strongly agree","2007","Rural Area","Female","","","",""
"1 Strongly disagree","2008","Urban Area","Male","","","",""
"1 Strongly disagree","2008","Urban Area","Female","","","",""
"1 Strongly disagree","2008","Rural Area","Male","","","",""
"1 Strongly disagree","2008","Rural Area","Female","","","",""
"2 on scale 1-7 ","2008","Urban Area","Male","","","",""
"2 on scale 1-7 ","2008","Urban Area","Female","","","",""
"2 on scale 1-7 ","2008","Rural Area","Male","","","",""
"2 on scale 1-7 ","2008","Rural Area","Female","","","",""
"3 on scale 1-7 ","2008","Urban Area","Male","","","",""
"3 on scale 1-7 ","2008","Urban Area","Female","","","",""
"3 on scale 1-7 ","2008","Rural Area","Male","","","",""
"3 on scale 1-7 ","2008","Rural Area","Female","","","",""
"4 on scale 1-7","2008","Urban Area","Male","","","",""
"4 on scale 1-7","2008","Urban Area","Female","","","",""
"4 on scale 1-7","2008","Rural Area","Male","","","",""
"4 on scale 1-7","2008","Rural Area","Female","","","",""
"5 on scale 1-7","2008","Urban Area","Male","","","",""
"5 on scale 1-7","2008","Urban Area","Female","","","",""
"5 on scale 1-7","2008","Rural Area","Male","","","",""
"5 on scale 1-7","2008","Rural Area","Female","","","",""
"6 on scale 1-7","2008","Urban Area","Male","","","",""
"6 on scale 1-7","2008","Urban Area","Female","","","",""
"6 on scale 1-7","2008","Rural Area","Male","","","",""
"6 on scale 1-7","2008","Rural Area","Female","","","",""
"7 Strongly agree","2008","Urban Area","Male","","","",""
"7 Strongly agree","2008","Urban Area","Female","","","",""
"7 Strongly agree","2008","Rural Area","Male","","","",""
"7 Strongly agree","2008","Rural Area","Female","","","",""
"1 Strongly disagree","2009","Urban Area","Male","746","0.134394793982733","0.125444834625622","0.143344753339844"
"1 Strongly disagree","2009","Urban Area","Female","483","0.0794702915433029","0.0727340312733346","0.0862065518132711"
"1 Strongly disagree","2009","Rural Area","Male","379","0.116951015396785","0.105464831289776","0.128437199503794"
"1 Strongly disagree","2009","Rural Area","Female","238","0.0866426142272044","0.0769065202478155","0.0963787082065932"
"2 on scale 1-7 ","2009","Urban Area","Male","1345","0.241658191625289","0.230424999912953","0.252891383337624"
"2 on scale 1-7 ","2009","Urban Area","Female","1009","0.159793751663617","0.150667963125412","0.168919540201823"
"2 on scale 1-7 ","2009","Rural Area","Male","692","0.222151973719622","0.207294196503823","0.237009750935421"
"2 on scale 1-7 ","2009","Rural Area","Female","498","0.150161190402023","0.137797567727102","0.162524813076943"
"3 on scale 1-7 ","2009","Urban Area","Male","1116","0.186186038814988","0.175971799371148","0.196400278258828"
"3 on scale 1-7 ","2009","Urban Area","Female","1158","0.184316307602892","0.174659350067091","0.193973265138693"
"3 on scale 1-7 ","2009","Rural Area","Male","595","0.204183017998077","0.189775214140483","0.21859082185567"
"3 on scale 1-7 ","2009","Rural Area","Female","552","0.165137137793683","0.152286385310178","0.177987890277187"
"4 on scale 1-7","2009","Urban Area","Male","989","0.17544879506017","0.165468257793444","0.185429332326896"
"4 on scale 1-7","2009","Urban Area","Female","1326","0.2135455467969","0.203338981963894","0.223752111629906"
"4 on scale 1-7","2009","Rural Area","Male","570","0.200758001993865","0.186440839377096","0.215075164610633"
"4 on scale 1-7","2009","Rural Area","Female","685","0.216429676907606","0.202177014245257","0.230682339569955"
"5 on scale 1-7","2009","Urban Area","Male","756","0.14181182146176","0.13265768479661","0.15096595812691"
"5 on scale 1-7","2009","Urban Area","Female","1062","0.169608677921693","0.160261877134775","0.17895547870861"
"5 on scale 1-7","2009","Rural Area","Male","410","0.11531696674752","0.103900759841005","0.126733173654036"
"5 on scale 1-7","2009","Rural Area","Female","619","0.186189958405288","0.172717766495766","0.19966215031481"
"6 on scale 1-7","2009","Urban Area","Male","455","0.0827217948675893","0.075493590516722","0.0899499992184566"
"6 on scale 1-7","2009","Urban Area","Female","763","0.126443205246376","0.118165863767096","0.134720546725656"
"6 on scale 1-7","2009","Rural Area","Male","258","0.0934320648902937","0.0830297612250842","0.103834368555503"
"6 on scale 1-7","2009","Rural Area","Female","408","0.119386689524177","0.108164717318277","0.130608661730077"
"7 Strongly agree","2009","Urban Area","Male","172","0.0377785641874704","0.0327755682735696","0.0427815601013711"
"7 Strongly agree","2009","Urban Area","Female","392","0.0668222192252191","0.0606029380298437","0.0730415004205946"
"7 Strongly agree","2009","Rural Area","Male","103","0.0472069592538377","0.0396267066425885","0.0547872118650869"
"7 Strongly agree","2009","Rural Area","Female","207","0.0760527327400193","0.0668782916659374","0.0852271738141011"
"1 Strongly disagree","2010","Urban Area","Male","","","",""
"1 Strongly disagree","2010","Urban Area","Female","","","",""
"1 Strongly disagree","2010","Rural Area","Male","","","",""
"1 Strongly disagree","2010","Rural Area","Female","","","",""
"2 on scale 1-7 ","2010","Urban Area","Male","","","",""
"2 on scale 1-7 ","2010","Urban Area","Female","","","",""
"2 on scale 1-7 ","2010","Rural Area","Male","","","",""
"2 on scale 1-7 ","2010","Rural Area","Female","","","",""
"3 on scale 1-7 ","2010","Urban Area","Male","","","",""
"3 on scale 1-7 ","2010","Urban Area","Female","","","",""
"3 on scale 1-7 ","2010","Rural Area","Male","","","",""
"3 on scale 1-7 ","2010","Rural Area","Female","","","",""
"4 on scale 1-7","2010","Urban Area","Male","","","",""
"4 on scale 1-7","2010","Urban Area","Female","","","",""
"4 on scale 1-7","2010","Rural Area","Male","","","",""
"4 on scale 1-7","2010","Rural Area","Female","","","",""
"5 on scale 1-7","2010","Urban Area","Male","","","",""
"5 on scale 1-7","2010","Urban Area","Female","","","",""
"5 on scale 1-7","2010","Rural Area","Male","","","",""
"5 on scale 1-7","2010","Rural Area","Female","","","",""
"6 on scale 1-7","2010","Urban Area","Male","","","",""
"6 on scale 1-7","2010","Urban Area","Female","","","",""
"6 on scale 1-7","2010","Rural Area","Male","","","",""
"6 on scale 1-7","2010","Rural Area","Female","","","",""
"7 Strongly agree","2010","Urban Area","Male","","","",""
"7 Strongly agree","2010","Urban Area","Female","","","",""
"7 Strongly agree","2010","Rural Area","Male","","","",""
"7 Strongly agree","2010","Rural Area","Female","","","",""
"1 Strongly disagree","2011","Urban Area","Male","","","",""
"1 Strongly disagree","2011","Urban Area","Female","","","",""
"1 Strongly disagree","2011","Rural Area","Male","","","",""
"1 Strongly disagree","2011","Rural Area","Female","","","",""
"2 on scale 1-7 ","2011","Urban Area","Male","","","",""
"2 on scale 1-7 ","2011","Urban Area","Female","","","",""
"2 on scale 1-7 ","2011","Rural Area","Male","","","",""
"2 on scale 1-7 ","2011","Rural Area","Female","","","",""
"3 on scale 1-7 ","2011","Urban Area","Male","","","",""
"3 on scale 1-7 ","2011","Urban Area","Female","","","",""
"3 on scale 1-7 ","2011","Rural Area","Male","","","",""
"3 on scale 1-7 ","2011","Rural Area","Female","","","",""
"4 on scale 1-7","2011","Urban Area","Male","","","",""
"4 on scale 1-7","2011","Urban Area","Female","","","",""
"4 on scale 1-7","2011","Rural Area","Male","","","",""
"4 on scale 1-7","2011","Rural Area","Female","","","",""
"5 on scale 1-7","2011","Urban Area","Male","","","",""
"5 on scale 1-7","2011","Urban Area","Female","","","",""
"5 on scale 1-7","2011","Rural Area","Male","","","",""
"5 on scale 1-7","2011","Rural Area","Female","","","",""
"6 on scale 1-7","2011","Urban Area","Male","","","",""
"6 on scale 1-7","2011","Urban Area","Female","","","",""
"6 on scale 1-7","2011","Rural Area","Male","","","",""
"6 on scale 1-7","2011","Rural Area","Female","","","",""
"7 Strongly agree","2011","Urban Area","Male","","","",""
"7 Strongly agree","2011","Urban Area","Female","","","",""
"7 Strongly agree","2011","Rural Area","Male","","","",""
"7 Strongly agree","2011","Rural Area","Female","","","",""
"1 Strongly disagree","2012","Urban Area","Male","269","0.136685733521023","0.120677985945624","0.152693481096423"
"1 Strongly disagree","2012","Urban Area","Female","240","0.083694030804579","0.0731918704013621","0.094196191207796"
"1 Strongly disagree","2012","Rural Area","Male","182","0.165284965930613","0.143512231098617","0.18705770076261"
"1 Strongly disagree","2012","Rural Area","Female","140","0.0989176867595114","0.0841167974583912","0.113718576060632"
"2 on scale 1-7 ","2012","Urban Area","Male","453","0.236998950467423","0.217182769777579","0.256815131157267"
"2 on scale 1-7 ","2012","Urban Area","Female","487","0.177485048629312","0.162995197132006","0.191974900126618"
"2 on scale 1-7 ","2012","Rural Area","Male","263","0.229235898850636","0.204596549018775","0.253875248682497"
"2 on scale 1-7 ","2012","Rural Area","Female","270","0.171099980100256","0.152429965543743","0.18976999465677"
"3 on scale 1-7 ","2012","Urban Area","Male","309","0.169669174611728","0.152178311992281","0.187160037231175"
"3 on scale 1-7 ","2012","Urban Area","Female","462","0.169991911091363","0.155746780412923","0.184237041769802"
"3 on scale 1-7 ","2012","Rural Area","Male","204","0.171981591275251","0.149861436222707","0.194101746327794"
"3 on scale 1-7 ","2012","Rural Area","Female","267","0.168071009415248","0.149533211841083","0.186608806989412"
"4 on scale 1-7","2012","Urban Area","Male","296","0.187598365330364","0.16940621258698","0.205790518073748"
"4 on scale 1-7","2012","Urban Area","Female","519","0.190049758958605","0.175170750931587","0.204928766985623"
"4 on scale 1-7","2012","Rural Area","Male","188","0.176521164326888","0.154172488200449","0.198869840453327"
"4 on scale 1-7","2012","Rural Area","Female","314","0.178113287802593","0.159145235358361","0.197081340246825"
"5 on scale 1-7","2012","Urban Area","Male","262","0.147315119903788","0.13079922474315","0.163831015064425"
"5 on scale 1-7","2012","Urban Area","Female","474","0.181591967141381","0.166972067030577","0.196211867252186"
"5 on scale 1-7","2012","Rural Area","Male","164","0.160316229653069","0.138809527824519","0.181822931481619"
"5 on scale 1-7","2012","Rural Area","Female","307","0.200622657997406","0.180769275533316","0.220476040461496"
"6 on scale 1-7","2012","Urban Area","Male","128","0.0822447214906238","0.069442019478855","0.0950474235023926"
"6 on scale 1-7","2012","Urban Area","Female","314","0.119199673586645","0.106911497854617","0.131487849318672"
"6 on scale 1-7","2012","Rural Area","Male","88","0.0706176921928586","0.0556007624149724","0.0856346219707449"
"6 on scale 1-7","2012","Rural Area","Female","159","0.106779934980838","0.0914693190166015","0.122090550945074"
"7 Strongly agree","2012","Urban Area","Male","52","0.0394879346750505","0.0304124924448204","0.0485633769052805"
"7 Strongly agree","2012","Urban Area","Female","175","0.0779876097881151","0.0678182800223075","0.0881569395539228"
"7 Strongly agree","2012","Rural Area","Male","29","","",""
"7 Strongly agree","2012","Rural Area","Female","106","0.0763954429441477","0.0632266684063716","0.0895642174819238"
"1 Strongly disagree","2013","Urban Area","Male","739","0.130391189993244","0.121624057404682","0.139158322581805"
"1 Strongly disagree","2013","Urban Area","Female","536","0.0820143150225067","0.0753612569939124","0.088667373051101"
"1 Strongly disagree","2013","Rural Area","Male","424","0.131912709660261","0.120097296597455","0.143728122723067"
"1 Strongly disagree","2013","Rural Area","Female","282","0.0740468801834748","0.0653608557072709","0.0827329046596787"
"2 on scale 1-7 ","2013","Urban Area","Male","1391","0.230393779960066","0.219430483848885","0.241357076071247"
"2 on scale 1-7 ","2013","Urban Area","Female","1105","0.162920804764452","0.153966537079484","0.17187507244942"
"2 on scale 1-7 ","2013","Rural Area","Male","745","0.247776907570865","0.232702937993471","0.262850877148259"
"2 on scale 1-7 ","2013","Rural Area","Female","564","0.162550973342541","0.150311939240867","0.174790007444216"
"3 on scale 1-7 ","2013","Urban Area","Male","1046","0.182017584372347","0.171971423191641","0.192063745553054"
"3 on scale 1-7 ","2013","Urban Area","Female","1072","0.17394777842412","0.164756588909705","0.183138967938535"
"3 on scale 1-7 ","2013","Rural Area","Male","564","0.174558261291543","0.161304556110245","0.187811966472841"
"3 on scale 1-7 ","2013","Rural Area","Female","553","0.164085274670913","0.151799884361005","0.176370664980822"
"4 on scale 1-7","2013","Urban Area","Male","989","0.184541324687032","0.174441373374037","0.194641276000027"
"4 on scale 1-7","2013","Urban Area","Female","1297","0.199482654612903","0.189793263899209","0.209172045326596"
"4 on scale 1-7","2013","Rural Area","Male","582","0.188790532162208","0.175126448886688","0.202454615437728"
"4 on scale 1-7","2013","Rural Area","Female","756","0.217257521619368","0.203578027765758","0.230937015472978"
"5 on scale 1-7","2013","Urban Area","Male","818","0.148125900170649","0.1388773279312","0.157374472410098"
"5 on scale 1-7","2013","Urban Area","Female","1252","0.191438955822543","0.181899357443232","0.200978554201855"
"5 on scale 1-7","2013","Rural Area","Male","472","0.134037689631217","0.122142075959358","0.145933303303076"
"5 on scale 1-7","2013","Rural Area","Female","644","0.178079420629187","0.165388446438678","0.190770394819696"
"6 on scale 1-7","2013","Urban Area","Male","480","0.086833262426777","0.0795018173448567","0.0941647075086974"
"6 on scale 1-7","2013","Urban Area","Female","846","0.12447037032508","0.116466004283394","0.132474736366766"
"6 on scale 1-7","2013","Rural Area","Male","284","0.0908926944298035","0.0808558786670627","0.100929510192544"
"6 on scale 1-7","2013","Rural Area","Female","491","0.143112793179583","0.131496321843803","0.154729264515364"
"7 Strongly agree","2013","Urban Area","Male","204","0.0376969583898859","0.0327381129855194","0.0426558037942524"
"7 Strongly agree","2013","Urban Area","Female","426","0.0657251210283957","0.059716683376094","0.0717335586806975"
"7 Strongly agree","2013","Rural Area","Male","80","0.0320312052541028","0.0258831012157865","0.0381793092924191"
"7 Strongly agree","2013","Rural Area","Female","201","0.0608671363749322","0.0529361332547021","0.0687981394951624"
"1 Strongly disagree","2014","Urban Area","Male","","","",""
"1 Strongly disagree","2014","Urban Area","Female","","","",""
"1 Strongly disagree","2014","Rural Area","Male","","","",""
"1 Strongly disagree","2014","Rural Area","Female","","","",""
"2 on scale 1-7 ","2014","Urban Area","Male","","","",""
"2 on scale 1-7 ","2014","Urban Area","Female","","","",""
"2 on scale 1-7 ","2014","Rural Area","Male","","","",""
"2 on scale 1-7 ","2014","Rural Area","Female","","","",""
"3 on scale 1-7 ","2014","Urban Area","Male","","","",""
"3 on scale 1-7 ","2014","Urban Area","Female","","","",""
"3 on scale 1-7 ","2014","Rural Area","Male","","","",""
"3 on scale 1-7 ","2014","Rural Area","Female","","","",""
"4 on scale 1-7","2014","Urban Area","Male","","","",""
"4 on scale 1-7","2014","Urban Area","Female","","","",""
"4 on scale 1-7","2014","Rural Area","Male","","","",""
"4 on scale 1-7","2014","Rural Area","Female","","","",""
"5 on scale 1-7","2014","Urban Area","Male","","","",""
"5 on scale 1-7","2014","Urban Area","Female","","","",""
"5 on scale 1-7","2014","Rural Area","Male","","","",""
"5 on scale 1-7","2014","Rural Area","Female","","","",""
"6 on scale 1-7","2014","Urban Area","Male","","","",""
"6 on scale 1-7","2014","Urban Area","Female","","","",""
"6 on scale 1-7","2014","Rural Area","Male","","","",""
"6 on scale 1-7","2014","Rural Area","Female","","","",""
"7 Strongly agree","2014","Urban Area","Male","","","",""
"7 Strongly agree","2014","Urban Area","Female","","","",""
"7 Strongly agree","2014","Rural Area","Male","","","",""
"7 Strongly agree","2014","Rural Area","Female","","","",""
"1 Strongly disagree","2015","Urban Area","Male","","","",""
"1 Strongly disagree","2015","Urban Area","Female","","","",""
"1 Strongly disagree","2015","Rural Area","Male","","","",""
"1 Strongly disagree","2015","Rural Area","Female","","","",""
"2 on scale 1-7 ","2015","Urban Area","Male","","","",""
"2 on scale 1-7 ","2015","Urban Area","Female","","","",""
"2 on scale 1-7 ","2015","Rural Area","Male","","","",""
"2 on scale 1-7 ","2015","Rural Area","Female","","","",""
"3 on scale 1-7 ","2015","Urban Area","Male","","","",""
"3 on scale 1-7 ","2015","Urban Area","Female","","","",""
"3 on scale 1-7 ","2015","Rural Area","Male","","","",""
"3 on scale 1-7 ","2015","Rural Area","Female","","","",""
"4 on scale 1-7","2015","Urban Area","Male","","","",""
"4 on scale 1-7","2015","Urban Area","Female","","","",""
"4 on scale 1-7","2015","Rural Area","Male","","","",""
"4 on scale 1-7","2015","Rural Area","Female","","","",""
"5 on scale 1-7","2015","Urban Area","Male","","","",""
"5 on scale 1-7","2015","Urban Area","Female","","","",""
"5 on scale 1-7","2015","Rural Area","Male","","","",""
"5 on scale 1-7","2015","Rural Area","Female","","","",""
"6 on scale 1-7","2015","Urban Area","Male","","","",""
"6 on scale 1-7","2015","Urban Area","Female","","","",""
"6 on scale 1-7","2015","Rural Area","Male","","","",""
"6 on scale 1-7","2015","Rural Area","Female","","","",""
"7 Strongly agree","2015","Urban Area","Male","","","",""
"7 Strongly agree","2015","Urban Area","Female","","","",""
"7 Strongly agree","2015","Rural Area","Male","","","",""
"7 Strongly agree","2015","Rural Area","Female","","","",""
"1 Strongly disagree","2016","Urban Area","Male","","","",""
"1 Strongly disagree","2016","Urban Area","Female","","","",""
"1 Strongly disagree","2016","Rural Area","Male","","","",""
"1 Strongly disagree","2016","Rural Area","Female","","","",""
"2 on scale 1-7 ","2016","Urban Area","Male","","","",""
"2 on scale 1-7 ","2016","Urban Area","Female","","","",""
"2 on scale 1-7 ","2016","Rural Area","Male","","","",""
"2 on scale 1-7 ","2016","Rural Area","Female","","","",""
"3 on scale 1-7 ","2016","Urban Area","Male","","","",""
"3 on scale 1-7 ","2016","Urban Area","Female","","","",""
"3 on scale 1-7 ","2016","Rural Area","Male","","","",""
"3 on scale 1-7 ","2016","Rural Area","Female","","","",""
"4 on scale 1-7","2016","Urban Area","Male","","","",""
"4 on scale 1-7","2016","Urban Area","Female","","","",""
"4 on scale 1-7","2016","Rural Area","Male","","","",""
"4 on scale 1-7","2016","Rural Area","Female","","","",""
"5 on scale 1-7","2016","Urban Area","Male","","","",""
"5 on scale 1-7","2016","Urban Area","Female","","","",""
"5 on scale 1-7","2016","Rural Area","Male","","","",""
"5 on scale 1-7","2016","Rural Area","Female","","","",""
"6 on scale 1-7","2016","Urban Area","Male","","","",""
"6 on scale 1-7","2016","Urban Area","Female","","","",""
"6 on scale 1-7","2016","Rural Area","Male","","","",""
"6 on scale 1-7","2016","Rural Area","Female","","","",""
"7 Strongly agree","2016","Urban Area","Male","","","",""
"7 Strongly agree","2016","Urban Area","Female","","","",""
"7 Strongly agree","2016","Rural Area","Male","","","",""
"7 Strongly agree","2016","Rural Area","Female","","","",""
"1 Strongly disagree","2017","Urban Area","Male","1400","0.135609607432055","0.128556183231892","0.142663031632217"
"1 Strongly disagree","2017","Urban Area","Female","967","0.0842512442144443","0.0788120582488623","0.0896904301800262"
"1 Strongly disagree","2017","Rural Area","Male","753","0.12993044054507","0.120539231418786","0.139321649671353"
"1 Strongly disagree","2017","Rural Area","Female","441","0.0746625216732232","0.0675767702160668","0.0817482731303796"
"2 on scale 1-7 ","2017","Urban Area","Male","2043","0.219596638119971","0.211068146679609","0.228125129560332"
"2 on scale 1-7 ","2017","Urban Area","Female","1724","0.175649865932376","0.168198475066118","0.183101256798634"
"2 on scale 1-7 ","2017","Rural Area","Male","1110","0.225271119416539","0.213602574549088","0.236939664283991"
"2 on scale 1-7 ","2017","Rural Area","Female","902","0.16208736204749","0.152152577363054","0.172022146731927"
"3 on scale 1-7 ","2017","Urban Area","Male","1630","0.194454663784497","0.186300977755489","0.202608349813505"
"3 on scale 1-7 ","2017","Urban Area","Female","1664","0.169721624970172","0.162370767005395","0.177072482934949"
"3 on scale 1-7 ","2017","Rural Area","Male","831","0.172884167398624","0.162322077799409","0.183446256997839"
"3 on scale 1-7 ","2017","Rural Area","Female","885","0.177850013777832","0.167541715180647","0.188158312375016"
"4 on scale 1-7","2017","Urban Area","Male","1586","0.175514176567455","0.167677218819634","0.183351134315277"
"4 on scale 1-7","2017","Urban Area","Female","1930","0.201490949136281","0.193636327487954","0.209345570784609"
"4 on scale 1-7","2017","Rural Area","Male","880","0.183758250175045","0.172940874947351","0.19457562540274"
"4 on scale 1-7","2017","Rural Area","Female","1032","0.193149968062039","0.182507845843846","0.203792090280233"
"5 on scale 1-7","2017","Urban Area","Male","1323","0.149461654607564","0.142116318881477","0.156806990333651"
"5 on scale 1-7","2017","Urban Area","Female","1786","0.174859255541035","0.167421088860395","0.182297422221675"
"5 on scale 1-7","2017","Rural Area","Male","766","0.175715459167393","0.165085474644721","0.186345443690066"
"5 on scale 1-7","2017","Rural Area","Female","1014","0.19648906168877","0.185777578818411","0.207200544559129"
"6 on scale 1-7","2017","Urban Area","Male","736","0.0933212481098205","0.087328627315979","0.0993138689036621"
"6 on scale 1-7","2017","Urban Area","Female","1263","0.128543088059654","0.121989111236353","0.135097064882955"
"6 on scale 1-7","2017","Rural Area","Male","417","0.0793472608182623","0.0717980254980553","0.0868964961384692"
"6 on scale 1-7","2017","Rural Area","Female","675","0.128989525916306","0.119953584143855","0.138025467688757"
"7 Strongly agree","2017","Urban Area","Male","333","0.0320420113786376","0.0284138387056082","0.035670184051667"
"7 Strongly agree","2017","Urban Area","Female","684","0.0654839721460371","0.0606398123373573","0.0703281319547169"
"7 Strongly agree","2017","Rural Area","Male","167","0.0330933024790664","0.0280969691148477","0.0380896358432852"
"7 Strongly agree","2017","Rural Area","Female","337","0.0667715468343396","0.0600421798048791","0.0735009138638002"
"1 Strongly disagree","2018","Urban Area","Male","","","",""
"1 Strongly disagree","2018","Urban Area","Female","","","",""
"1 Strongly disagree","2018","Rural Area","Male","","","",""
"1 Strongly disagree","2018","Rural Area","Female","","","",""
"2 on scale 1-7 ","2018","Urban Area","Male","","","",""
"2 on scale 1-7 ","2018","Urban Area","Female","","","",""
"2 on scale 1-7 ","2018","Rural Area","Male","","","",""
"2 on scale 1-7 ","2018","Rural Area","Female","","","",""
"3 on scale 1-7 ","2018","Urban Area","Male","","","",""
"3 on scale 1-7 ","2018","Urban Area","Female","","","",""
"3 on scale 1-7 ","2018","Rural Area","Male","","","",""
"3 on scale 1-7 ","2018","Rural Area","Female","","","",""
"4 on scale 1-7","2018","Urban Area","Male","","","",""
