"plh0221","year","sampreg","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2009","East Germany","850","0.180083278561832","0.16889846113769","0.191268095985975"
"3 on scale 1-7 ","2009","West Germany","2580","0.185830629671608","0.179257522839843","0.192403736503373"
"3 on scale 1-7 ","2009","East Germany","841","0.180697299400834","0.169497626023596","0.191896972778071"
"4 on scale 1-7","2009","West Germany","2616","0.196428528078384","0.189714715738709","0.203142340418059"
"4 on scale 1-7","2009","East Germany","954","0.212009366137947","0.200112149092815","0.223906583183078"
"5 on scale 1-7","2009","West Germany","2071","0.152459892361759","0.146385363557856","0.158534421165661"
"5 on scale 1-7","2009","East Germany","776","0.16423293734874","0.1534489321341","0.17501694256338"
"6 on scale 1-7","2009","West Germany","1382","0.103368330150657","0.0982236847116363","0.108512975589678"
"6 on scale 1-7","2009","East Germany","502","0.115343172196548","0.106045147494049","0.124641196899047"
"7 Strongly agree","2009","West Germany","660","0.0558452623769434","0.0519649256180572","0.0597255991358295"
"7 Strongly agree","2009","East Germany","214","0.0546234444341644","0.0480089098990236","0.0612379789693051"
"1 Strongly disagree","2010","West Germany","","","",""
"1 Strongly disagree","2010","East Germany","","","",""
"2 on scale 1-7 ","2010","West Germany","","","",""
"2 on scale 1-7 ","2010","East Germany","","","",""
"3 on scale 1-7 ","2010","West Germany","","","",""
"3 on scale 1-7 ","2010","East Germany","","","",""
"4 on scale 1-7","2010","West Germany","","","",""
"4 on scale 1-7","2010","East Germany","","","",""
"5 on scale 1-7","2010","West Germany","","","",""
"5 on scale 1-7","2010","East Germany","","","",""
"6 on scale 1-7","2010","West Germany","","","",""
"6 on scale 1-7","2010","East Germany","","","",""
"7 Strongly agree","2010","West Germany","","","",""
"7 Strongly agree","2010","East Germany","","","",""
"1 Strongly disagree","2011","West Germany","","","",""
"1 Strongly disagree","2011","East Germany","","","",""
"2 on scale 1-7 ","2011","West Germany","","","",""
"2 on scale 1-7 ","2011","East Germany","","","",""
"3 on scale 1-7 ","2011","West Germany","","","",""
"3 on scale 1-7 ","2011","East Germany","","","",""
"4 on scale 1-7","2011","West Germany","","","",""
"4 on scale 1-7","2011","East Germany","","","",""
"5 on scale 1-7","2011","West Germany","","","",""
"5 on scale 1-7","2011","East Germany","","","",""
"6 on scale 1-7","2011","West Germany","","","",""
"6 on scale 1-7","2011","East Germany","","","",""
"7 Strongly agree","2011","West Germany","","","",""
"7 Strongly agree","2011","East Germany","","","",""
"1 Strongly disagree","2012","West Germany","669","0.114007981621671","0.105817367192031","0.122198596051312"
"1 Strongly disagree","2012","East Germany","162","0.114526903256311","0.097457284100304","0.131596522412318"
"2 on scale 1-7 ","2012","West Germany","1189","0.19959666699976","0.189296007399719","0.209897326599802"
"2 on scale 1-7 ","2012","East Germany","284","0.209544587330597","0.187729382262147","0.231359792399046"
"3 on scale 1-7 ","2012","West Germany","1009","0.168320251791812","0.158677961592005","0.177962541991618"
"3 on scale 1-7 ","2012","East Germany","233","0.177593041644634","0.157107910518293","0.198078172770975"
"4 on scale 1-7","2012","West Germany","1077","0.184915907064479","0.174910787251235","0.194921026877722"
"4 on scale 1-7","2012","East Germany","240","0.186020169911497","0.165162334915033","0.20687800490796"
"5 on scale 1-7","2012","West Germany","978","0.17154694602466","0.1618315748829","0.18126231716642"
"5 on scale 1-7","2012","East Germany","229","0.174431854222418","0.154090879980676","0.19477282846416"
"6 on scale 1-7","2012","West Germany","567","0.101486176444519","0.0937040232523575","0.10926832963668"
"6 on scale 1-7","2012","East Germany","122","0.0860643997379315","0.0710311816886718","0.101097617787191"
"7 Strongly agree","2012","West Germany","295","0.060126070053099","0.0539997432540815","0.0662523968521165"
"7 Strongly agree","2012","East Germany","67","0.0518190438966122","0.0399375048545723","0.0637005829386521"
"1 Strongly disagree","2013","West Germany","1598","0.109766721591374","0.104658551826846","0.114874891355903"
"1 Strongly disagree","2013","East Germany","383","0.0824569305272621","0.0743817249821695","0.0905321360723548"
"2 on scale 1-7 ","2013","West Germany","2918","0.197538182514404","0.19103215675578","0.204044208273029"
"2 on scale 1-7 ","2013","East Germany","887","0.20308563204839","0.191275025499529","0.214896238597251"
"3 on scale 1-7 ","2013","West Germany","2462","0.173915767706195","0.167721931612832","0.180109603799557"
"3 on scale 1-7 ","2013","East Germany","773","0.17976085503279","0.168487723290444","0.191033986775136"
"4 on scale 1-7","2013","West Germany","2719","0.194839756286107","0.188367465615725","0.201312046956488"
"4 on scale 1-7","2013","East Germany","905","0.199983638791771","0.188240790732907","0.211726486850635"
"5 on scale 1-7","2013","West Germany","2402","0.164536897770421","0.158478282815233","0.170595512725609"
"5 on scale 1-7","2013","East Germany","784","0.171197666492184","0.160139040330472","0.182256292653896"
"6 on scale 1-7","2013","West Germany","1591","0.109287813875278","0.104189428855399","0.114386198895157"
"6 on scale 1-7","2013","East Germany","510","0.112270127991707","0.10300184469881","0.121538411284605"
"7 Strongly agree","2013","West Germany","696","0.0501148602562217","0.046549553750583","0.0536801667618603"
"7 Strongly agree","2013","East Germany","215","0.0512451491158954","0.0447717831630267","0.0577185150687642"
"1 Strongly disagree","2014","West Germany","","","",""
"1 Strongly disagree","2014","East Germany","","","",""
"2 on scale 1-7 ","2014","West Germany","","","",""
"2 on scale 1-7 ","2014","East Germany","","","",""
"3 on scale 1-7 ","2014","West Germany","","","",""
"3 on scale 1-7 ","2014","East Germany","","","",""
"4 on scale 1-7","2014","West Germany","","","",""
"4 on scale 1-7","2014","East Germany","","","",""
"5 on scale 1-7","2014","West Germany","","","",""
"5 on scale 1-7","2014","East Germany","","","",""
"6 on scale 1-7","2014","West Germany","","","",""
"6 on scale 1-7","2014","East Germany","","","",""
"7 Strongly agree","2014","West Germany","","","",""
"7 Strongly agree","2014","East Germany","","","",""
"1 Strongly disagree","2015","West Germany","","","",""
"1 Strongly disagree","2015","East Germany","","","",""
"2 on scale 1-7 ","2015","West Germany","","","",""
"2 on scale 1-7 ","2015","East Germany","","","",""
"3 on scale 1-7 ","2015","West Germany","","","",""
"3 on scale 1-7 ","2015","East Germany","","","",""
"4 on scale 1-7","2015","West Germany","","","",""
"4 on scale 1-7","2015","East Germany","","","",""
"5 on scale 1-7","2015","West Germany","","","",""
"5 on scale 1-7","2015","East Germany","","","",""
"6 on scale 1-7","2015","West Germany","","","",""
"6 on scale 1-7","2015","East Germany","","","",""
"7 Strongly agree","2015","West Germany","","","",""
"7 Strongly agree","2015","East Germany","","","",""
"1 Strongly disagree","2016","West Germany","","","",""
"1 Strongly disagree","2016","East Germany","","","",""
"2 on scale 1-7 ","2016","West Germany","","","",""
"2 on scale 1-7 ","2016","East Germany","","","",""
"3 on scale 1-7 ","2016","West Germany","","","",""
"3 on scale 1-7 ","2016","East Germany","","","",""
"4 on scale 1-7","2016","West Germany","","","",""
"4 on scale 1-7","2016","East Germany","","","",""
"5 on scale 1-7","2016","West Germany","","","",""
"5 on scale 1-7","2016","East Germany","","","",""
"6 on scale 1-7","2016","West Germany","","","",""
"6 on scale 1-7","2016","East Germany","","","",""
"7 Strongly agree","2016","West Germany","","","",""
"7 Strongly agree","2016","East Germany","","","",""
"1 Strongly disagree","2017","West Germany","2932","0.110825540368888","0.106784566343652","0.114866514394124"
"1 Strongly disagree","2017","East Germany","629","0.0892974051992644","0.0821393062061924","0.0964555041923365"
"2 on scale 1-7 ","2017","West Germany","4602","0.198112789731177","0.192981984363437","0.203243595098917"
"2 on scale 1-7 ","2017","East Germany","1177","0.185862278702595","0.176098126043437","0.195626431361754"
"3 on scale 1-7 ","2017","West Germany","3965","0.177170091824108","0.172255099092627","0.182085084555589"
"3 on scale 1-7 ","2017","East Germany","1045","0.192328573040542","0.182435544596083","0.202221601485001"
"4 on scale 1-7","2017","West Germany","4224","0.185387167103441","0.180384655576737","0.190389678630145"
"4 on scale 1-7","2017","East Germany","1204","0.204435015122223","0.194312103039572","0.214557927204873"
"5 on scale 1-7","2017","West Germany","3803","0.169232500723565","0.164405756613676","0.174059244833453"
"5 on scale 1-7","2017","East Germany","1086","0.172986119011119","0.163492057947916","0.182480180074322"
"6 on scale 1-7","2017","West Germany","2435","0.10945401097049","0.10543502345822","0.113472998482759"
"6 on scale 1-7","2017","East Germany","656","0.107580963330188","0.0998034257030734","0.115358500957303"
"7 Strongly agree","2017","West Germany","1221","0.0498178992783316","0.047017185242217","0.0526186133144462"
"7 Strongly agree","2017","East Germany","300","0.0475096455940688","0.0421700153769819","0.0528492758111556"
"1 Strongly disagree","2018","West Germany","","","",""
"1 Strongly disagree","2018","East Germany","","","",""
"2 on scale 1-7 ","2018","West Germany","","","",""
"2 on scale 1-7 ","2018","East Germany","","","",""
"3 on scale 1-7 ","2018","West Germany","","","",""
"3 on scale 1-7 ","2018","East Germany","","","",""
"4 on scale 1-7","2018","West Germany","","","",""
"4 on scale 1-7","2018","East Germany","","","",""
"5 on scale 1-7","2018","West Germany","","","",""
"5 on scale 1-7","2018","East Germany","","","",""
"6 on scale 1-7","2018","West Germany","","","",""
"6 on scale 1-7","2018","East Germany","","","",""
"7 Strongly agree","2018","West Germany","","","",""
"7 Strongly agree","2018","East Germany","","","",""
"1 Strongly disagree","2019","West Germany","2882","0.138933402284999","0.134155026790153","0.143711777779844"
"1 Strongly disagree","2019","East Germany","666","0.110171166585671","0.10194046293246","0.118401870238881"
"2 on scale 1-7 ","2019","West Germany","4639","0.224815825360524","0.219048499951108","0.230583150769939"
"2 on scale 1-7 ","2019","East Germany","1301","0.222954052696692","0.212012453818624","0.233895651574759"
"3 on scale 1-7 ","2019","West Germany","3426","0.170576979403139","0.165380528599635","0.175773430206643"
"3 on scale 1-7 ","2019","East Germany","974","0.184993221711016","0.174785982981733","0.1952004604403"
"4 on scale 1-7","2019","West Germany","3707","0.192210835435892","0.186767106240449","0.197654564631334"
"4 on scale 1-7","2019","East Germany","1012","0.173534102520608","0.163578795916217","0.183489409124999"
"5 on scale 1-7","2019","West Germany","3004","0.151587289415105","0.146632861151765","0.156541717678445"
"5 on scale 1-7","2019","East Germany","876","0.163720558182589","0.153993599465248","0.17344751689993"
"6 on scale 1-7","2019","West Germany","1724","0.085987381527244","0.0821143411421584","0.0898604219123295"
"6 on scale 1-7","2019","East Germany","515","0.104396804247754","0.0963587455460434","0.112434862949466"
"7 Strongly agree","2019","West Germany","745","0.0358882865730979","0.0333184908057361","0.0384580823404596"
"7 Strongly agree","2019","East Germany","215","0.0402300940556701","0.0350646359672231","0.045395552144117"
