"plh0221","year","regtyp","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2018","Rural Area","","","",""
"6 on scale 1-7","2018","Urban Area","","","",""
"6 on scale 1-7","2018","Rural Area","","","",""
"7 Strongly agree","2018","Urban Area","","","",""
"7 Strongly agree","2018","Rural Area","","","",""
"1 Strongly disagree","2019","Urban Area","2171","0.138230988344784","0.132779158622002","0.143682818067567"
"1 Strongly disagree","2019","Rural Area","1199","0.130235664764404","0.12322247095682","0.137248858571989"
"2 on scale 1-7 ","2019","Urban Area","3575","0.228644768489847","0.222011127118214","0.23527840986148"
"2 on scale 1-7 ","2019","Rural Area","2030","0.221323610880534","0.212673086109622","0.229974135651446"
"3 on scale 1-7 ","2019","Urban Area","2608","0.168841602330616","0.162924272588939","0.174758932072294"
"3 on scale 1-7 ","2019","Rural Area","1528","0.175998536677785","0.168063140803873","0.183933932551697"
"4 on scale 1-7","2019","Urban Area","2829","0.190487420631751","0.1842846018779","0.196690239385602"
"4 on scale 1-7","2019","Rural Area","1653","0.187334884321345","0.179204422506277","0.195465346136413"
"5 on scale 1-7","2019","Urban Area","2317","0.152314641952745","0.146638773680539","0.157990510224952"
"5 on scale 1-7","2019","Rural Area","1336","0.15484231130168","0.147304178688527","0.162380443914832"
"6 on scale 1-7","2019","Urban Area","1330","0.0858471538515009","0.0814221210095138","0.0902721866934879"
"6 on scale 1-7","2019","Rural Area","778","0.0937283722727865","0.0876552110998922","0.0998015334456807"
"7 Strongly agree","2019","Urban Area","566","0.0356334243987555","0.0327052698525899","0.0385615789449211"
"7 Strongly agree","2019","Rural Area","323","0.0365366197814653","0.0326270239184799","0.0404462156444506"
