"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2010","indirect migration background","Ostdeutschland, neue Bundeslaender","7.42","7","76","5","6","9","10","6.91","7.93","8","9"
"2010","indirect migration background","Westdeutschland, alte Bundeslaender","7.66","8","1068","5","7","9","10","7.54","7.78","8","9"
"2010","no migration background","Ostdeutschland, neue Bundeslaender","7.48","8","5244","5","6","9","10","7.42","7.54","8","8"
"2010","no migration background","Westdeutschland, alte Bundeslaender","7.7","8","14628","5","7","9","10","7.67","7.73","8","8"
"2011","direct migration background","Ostdeutschland, neue Bundeslaender","7.64","8","134","5","7","9","10","7.27","8.01","8","9"
"2011","direct migration background","Westdeutschland, alte Bundeslaender","7.97","8","2753","5","7","10","10","7.9","8.04","9","9"
"2011","indirect migration background","Ostdeutschland, neue Bundeslaender","6.94","8","82","4","5","8","9","6.49","7.39","8","8"
"2011","indirect migration background","Westdeutschland, alte Bundeslaender","7.76","8","1126","5","7","9","10","7.65","7.87","8","9"
"2011","no migration background","Ostdeutschland, neue Bundeslaender","7.59","8","5546","5","7","9","10","7.54","7.64","8","8"
"2011","no migration background","Westdeutschland, alte Bundeslaender","7.78","8","16009","5","7","9","10","7.75","7.81","8","8"
"2012","direct migration background","Ostdeutschland, neue Bundeslaender","7.66","8","142","4","7","9","10","7.29","8.03","8","9"
"2012","direct migration background","Westdeutschland, alte Bundeslaender","8.07","8","2745","5","7","10","10","8","8.14","9","9"
"2012","indirect migration background","Ostdeutschland, neue Bundeslaender","7.44","8","71","5","6","8","10","6.98","7.9","8","9"
"2012","indirect migration background","Westdeutschland, alte Bundeslaender","8.02","8","1142","5","7","10","10","7.91","8.13","8","9"
"2012","no migration background","Ostdeutschland, neue Bundeslaender","7.66","8","5695","5","7","9","10","7.61","7.71","8","8"
"2012","no migration background","Westdeutschland, alte Bundeslaender","7.84","8","16393","5","7","9","10","7.81","7.87","8","8"
"2013","direct migration background","Ostdeutschland, neue Bundeslaender","7.55","8","134","5","6","9","10","7.22","7.88","8","9"
"2013","direct migration background","Westdeutschland, alte Bundeslaender","7.9","8","2510","5","7","9","10","7.83","7.97","9","9"
"2013","indirect migration background","Ostdeutschland, neue Bundeslaender","7.22","7","76","5","6","9","10","6.75","7.69","8","9"
"2013","indirect migration background","Westdeutschland, alte Bundeslaender","7.91","8","1107","5","7","9","10","7.8","8.02","8","9"
"2013","no migration background","Ostdeutschland, neue Bundeslaender","7.62","8","5467","5","7","9","10","7.57","7.67","8","8"
"2013","no migration background","Westdeutschland, alte Bundeslaender","7.86","8","16039","5","7","9","10","7.83","7.89","8","8"
"2014","direct migration background","Ostdeutschland, neue Bundeslaender","8.07","8","345","6","7","10","10","7.87","8.27","8","9"
"2014","direct migration background","Westdeutschland, alte Bundeslaender","8.1","8","4733","5","7","10","10","8.05","8.15","9","9"
"2014","indirect migration background","Ostdeutschland, neue Bundeslaender","7.88","9","102","5","7","10","10","7.46","8.3","8","9"
"2014","indirect migration background","Westdeutschland, alte Bundeslaender","8.01","8","1682","5","7","9","10","7.92","8.1","8","9"
"2014","no migration background","Ostdeutschland, neue Bundeslaender","7.65","8","5111","5","7","9","10","7.6","7.7","8","8"
"2014","no migration background","Westdeutschland, alte Bundeslaender","7.82","8","14921","5","7","9","10","7.79","7.85","8","8"
"2015","direct migration background","Ostdeutschland, neue Bundeslaender","7.74","8","294","5","7","10","10","7.52","7.96","8","9"
"2015","direct migration background","Westdeutschland, alte Bundeslaender","8.07","8","3992","5","7","10","10","8.01","8.13","9","9"
"2015","indirect migration background","Ostdeutschland, neue Bundeslaender","7.84","8","100","5","7","9","10","7.47","8.21","8","9"
"2015","indirect migration background","Westdeutschland, alte Bundeslaender","8.02","8","1519","5","7","9","10","7.93","8.11","8","9"
"2015","no migration background","Ostdeutschland, neue Bundeslaender","7.56","8","4832","5","7","9","10","7.51","7.61","8","8"
"2015","no migration background","Westdeutschland, alte Bundeslaender","7.8","8","14141","5","7","9","10","7.77","7.83","8","8"
"2016","direct migration background","Ostdeutschland, neue Bundeslaender","7.82","8","348","5","7","9","10","7.62","8.02","8","9"
"2016","direct migration background","Westdeutschland, alte Bundeslaender","8.08","8","4402","5","7","10","10","8.03","8.13","9","9"
"2016","indirect migration background","Ostdeutschland, neue Bundeslaender","7.74","8","106","5","7","9","10","7.35","8.13","8","9"
"2016","indirect migration background","Westdeutschland, alte Bundeslaender","8.06","8","1437","6","7","9","10","7.96","8.16","8","9"
"2016","no migration background","Ostdeutschland, neue Bundeslaender","7.66","8","4549","5","7","9","10","7.61","7.71","8","8"
"2016","no migration background","Westdeutschland, alte Bundeslaender","7.82","8","13174","5","7","9","10","7.79","7.85","8","8"
"2017","direct migration background","Ostdeutschland, neue Bundeslaender","7.87","8","364","5","7","9","10","7.67","8.07","8","9"
"2017","direct migration background","Westdeutschland, alte Bundeslaender","8.05","8","4180","5","7","10","10","7.99","8.11","9","9"
"2017","indirect migration background","Ostdeutschland, neue Bundeslaender","7.57","8","105","5","7","9","10","7.15","7.99","8","9"
"2017","indirect migration background","Westdeutschland, alte Bundeslaender","8.02","8","1573","5","7","9","10","7.92","8.12","8","9"
"2017","no migration background","Ostdeutschland, neue Bundeslaender","7.59","8","5112","5","7","9","10","7.54","7.64","8","8"
"2017","no migration background","Westdeutschland, alte Bundeslaender","7.84","8","14951","5","7","9","10","7.81","7.87","8","8"
"2018","direct migration background","Ostdeutschland, neue Bundeslaender","7.72","8","340","5","7","9","10","7.5","7.94","8","9"
"2018","direct migration background","Westdeutschland, alte Bundeslaender","8.02","8","4020","5","7","10","10","7.96","8.08","8","9"
"2018","indirect migration background","Ostdeutschland, neue Bundeslaender","7.55","8","121","4","6","9","10","7.15","7.95","8","9"
"2018","indirect migration background","Westdeutschland, alte Bundeslaender","7.99","8","1561","5","7","10","10","7.9","8.08","8","8"
"2018","no migration background","Ostdeutschland, neue Bundeslaender","7.62","8","4994","5","7","9","10","7.57","7.67","8","8"
"2018","no migration background","Westdeutschland, alte Bundeslaender","7.84","8","14392","5","7","9","10","7.81","7.87","8","8"
"2019","direct migration background","Ostdeutschland, neue Bundeslaender","7.81","8","286","5","7","9","10","7.57","8.05","8","9"
"2019","direct migration background","Westdeutschland, alte Bundeslaender","8.07","8","3533","6","7","10","10","8.01","8.13","9","9"
"2019","indirect migration background","Ostdeutschland, neue Bundeslaender","8.19","9","132","5","8","10","10","7.86","8.52","8","9"
"2019","indirect migration background","Westdeutschland, alte Bundeslaender","8.15","8.11","1556","6","7","10","10","8.06","8.24","8","9"
"2019","no migration background","Ostdeutschland, neue Bundeslaender","7.69","8","5096","5","7","9","10","7.64","7.74","8","8"
"2019","no migration background","Westdeutschland, alte Bundeslaender","7.86","8","14836","5","7","9","10","7.83","7.89","8","8"
