"plh0034","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Some worries","2010","Part Time","Rural Area","634","0.492760012489058","0.465198755257735","0.520321269720381"
"Some worries","2010","Not Working","Urban Area","1851","0.435765688445446","0.420650306807393","0.450881070083499"
"Some worries","2010","Not Working","Rural Area","948","0.442809751545365","0.421794065400729","0.46382543769"
"No worries","2010","Full Time","Urban Area","476","0.137014686384779","0.126626400542616","0.147402972226942"
"No worries","2010","Full Time","Rural Area","261","0.109963421014981","0.0969905961298504","0.122936245900111"
"No worries","2010","Part Time","Urban Area","352","0.155310950121331","0.141455108595109","0.169166791647554"
"No worries","2010","Part Time","Rural Area","159","0.115708682694291","0.0980745051478221","0.13334286024076"
"No worries","2010","Not Working","Urban Area","570","0.138457192987313","0.12792887371096","0.148985512263665"
"No worries","2010","Not Working","Rural Area","312","0.137821874314564","0.123237399051143","0.152406349577986"
"Big worries","2011","Full Time","Urban Area","1547","0.298915881687906","0.28624979890486","0.311581964470952"
"Big worries","2011","Full Time","Rural Area","835","0.312005892571627","0.29466749550054","0.329344289642713"
"Big worries","2011","Part Time","Urban Area","840","0.262757963109042","0.247515589231852","0.278000336986232"
"Big worries","2011","Part Time","Rural Area","465","0.28640489283339","0.264531812459239","0.308277973207541"
"Big worries","2011","Not Working","Urban Area","1714","0.331778800416988","0.318966339653112","0.344591261180864"
"Big worries","2011","Not Working","Rural Area","920","0.349988489117945","0.332030783419343","0.367946194816547"
"Some worries","2011","Full Time","Urban Area","2672","0.535907802694027","0.522109364390435","0.549706240997619"
"Some worries","2011","Full Time","Rural Area","1481","0.530382877436445","0.511706102026624","0.549059652846265"
"Some worries","2011","Part Time","Urban Area","1762","0.556028442033556","0.53882181679835","0.573235067268762"
"Some worries","2011","Part Time","Rural Area","903","0.555852156107319","0.531812003132985","0.579892309081653"
"Some worries","2011","Not Working","Urban Area","2543","0.488213851725821","0.474612019315153","0.501815684136489"
"Some worries","2011","Not Working","Rural Area","1296","0.469500536033292","0.450710657764522","0.488290414302062"
"No worries","2011","Full Time","Urban Area","799","0.165176315618067","0.154901973315222","0.175450657920912"
"No worries","2011","Full Time","Rural Area","427","0.157611229991929","0.143975290964148","0.171247169019709"
"No worries","2011","Part Time","Urban Area","601","0.181213594857402","0.167873764054536","0.194553425660267"
"No worries","2011","Part Time","Rural Area","273","0.157742951059291","0.140107315792709","0.175378586325874"
"No worries","2011","Not Working","Urban Area","931","0.180007347857191","0.169552969726232","0.190461725988151"
"No worries","2011","Not Working","Rural Area","494","0.180510974848763","0.166030366007957","0.19499158368957"
"Big worries","2012","Full Time","Urban Area","1865","0.375076801502118","0.361440106604643","0.388713496399594"
"Big worries","2012","Full Time","Rural Area","1069","0.376326161279896","0.358192924414631","0.394459398145161"
"Big worries","2012","Part Time","Urban Area","1073","0.327408415800527","0.311245105799068","0.343571725801987"
"Big worries","2012","Part Time","Rural Area","579","0.35840101174529","0.334948370011749","0.38185365347883"
"Big worries","2012","Not Working","Urban Area","2042","0.393202562052591","0.379784908280309","0.406620215824874"
"Big worries","2012","Not Working","Rural Area","1179","0.409894994399763","0.39194553307353","0.427844455725997"
"Some worries","2012","Full Time","Urban Area","2393","0.498223949480072","0.484140697074602","0.512307201885543"
"Some worries","2012","Full Time","Rural Area","1312","0.486555617313569","0.467847619320238","0.5052636153069"
"Some worries","2012","Part Time","Urban Area","1680","0.526499664411012","0.509302024008766","0.543697304813259"
"Some worries","2012","Part Time","Rural Area","801","0.506173568328732","0.48172169046278","0.530625446194683"
"Some worries","2012","Not Working","Urban Area","2272","0.452492760607176","0.438820280720158","0.466165240494193"
"Some worries","2012","Not Working","Rural Area","1256","0.437241060353289","0.419137160699457","0.455344960007121"
"No worries","2012","Full Time","Urban Area","584","0.126699249017809","0.117330003154879","0.136068494880739"
"No worries","2012","Full Time","Rural Area","361","0.137118221406535","0.124243507106279","0.149992935706791"
"No worries","2012","Part Time","Urban Area","485","0.14609191978846","0.133926465576923","0.158257373999997"
"No worries","2012","Part Time","Rural Area","226","0.135425419925978","0.11869038406959","0.152160455782367"
"No worries","2012","Not Working","Urban Area","777","0.154304677340233","0.144381675950274","0.164227678730192"
"No worries","2012","Not Working","Rural Area","449","0.152863945246947","0.139730472475425","0.165997418018469"
"Big worries","2013","Full Time","Urban Area","1388","0.306881623450065","0.293445315023288","0.320317931876843"
"Big worries","2013","Full Time","Rural Area","752","0.310999501471741","0.292636070964791","0.329362931978691"
"Big worries","2013","Part Time","Urban Area","818","0.282408784436456","0.266256783200113","0.2985607856728"
"Big worries","2013","Part Time","Rural Area","454","0.288909442350304","0.266574328254227","0.311244556446381"
"Big worries","2013","Not Working","Urban Area","1620","0.339444768213164","0.325878378378722","0.353011158047606"
"Big worries","2013","Not Working","Rural Area","834","0.331073376523421","0.313019136701799","0.349127616345044"
"Some worries","2013","Full Time","Urban Area","2498","0.546052911762061","0.53154814341308","0.560557680111042"
"Some worries","2013","Full Time","Rural Area","1260","0.506646354664247","0.486813015751514","0.52647969357698"
"Some worries","2013","Part Time","Urban Area","1600","0.532882984276814","0.514981977710827","0.550783990842801"
"Some worries","2013","Part Time","Rural Area","841","0.528307519440534","0.503708504062481","0.552906534818588"
"Some worries","2013","Not Working","Urban Area","2262","0.482367008752689","0.46805090170971","0.496683115795668"
"Some worries","2013","Not Working","Rural Area","1266","0.480565601252027","0.46139792209735","0.499733280406703"
"No worries","2013","Full Time","Urban Area","640","0.147065464787874","0.136747263026715","0.157383666549032"
"No worries","2013","Full Time","Rural Area","429","0.182354143864012","0.167036053056821","0.197672234671203"
"No worries","2013","Part Time","Urban Area","566","0.18470823128673","0.170784733976006","0.198631728597454"
"No worries","2013","Part Time","Rural Area","287","0.182783038209162","0.163738016001471","0.201828060416852"
"No worries","2013","Not Working","Urban Area","798","0.178188223034147","0.167224682080049","0.189151763988245"
"No worries","2013","Not Working","Rural Area","510","0.188361022224552","0.173360554381259","0.203361490067844"
"Big worries","2014","Full Time","Urban Area","1432","0.211632328649442","0.201826068218892","0.221438589079992"
"Big worries","2014","Full Time","Rural Area","710","0.200813575333849","0.18750163200836","0.214125518659337"
"Big worries","2014","Part Time","Urban Area","958","0.186336257282263","0.175521803580519","0.197150710984007"
"Big worries","2014","Part Time","Rural Area","482","0.233306994492573","0.216634580414264","0.249979408570882"
"Big worries","2014","Not Working","Urban Area","1425","0.246582832225604","0.235663931709962","0.257501732741246"
"Big worries","2014","Not Working","Rural Area","752","0.243811703482488","0.229022257039907","0.25860114992507"
"Some worries","2014","Full Time","Urban Area","3662","0.560269585243124","0.548353330185089","0.572185840301158"
"Some worries","2014","Full Time","Rural Area","1952","0.569995485690744","0.553544455772649","0.586446515608839"
"Some worries","2014","Part Time","Urban Area","2702","0.556112389221261","0.542313274769509","0.569911503673014"
"Some worries","2014","Part Time","Rural Area","1303","0.4947926897138","0.475083430190685","0.514501949236916"
"Some worries","2014","Not Working","Urban Area","3087","0.519925297397939","0.50726905978036","0.532581535015518"
"Some worries","2014","Not Working","Rural Area","1612","0.490756317169015","0.47353741560488","0.50797521873315"
"No worries","2014","Full Time","Urban Area","1571","0.228098086107434","0.218024365684773","0.238171806530095"
"No worries","2014","Full Time","Rural Area","817","0.229190938975407","0.215224264720501","0.243157613230313"
"No worries","2014","Part Time","Urban Area","1320","0.257551353496476","0.245406324728872","0.26969638226408"
"No worries","2014","Part Time","Rural Area","687","0.271900315793627","0.254360536059909","0.289440095527344"
"No worries","2014","Not Working","Urban Area","1474","0.233491870376457","0.222774851405478","0.244208889347437"
"No worries","2014","Not Working","Rural Area","874","0.265431979348497","0.250222921899162","0.280641036797831"
"Big worries","2015","Full Time","Urban Area","","","",""
"Big worries","2015","Full Time","Rural Area","","","",""
"Big worries","2015","Part Time","Urban Area","","","",""
"Big worries","2015","Part Time","Rural Area","","","",""
"Big worries","2015","Not Working","Urban Area","","","",""
"Big worries","2015","Not Working","Rural Area","","","",""
"Some worries","2015","Full Time","Urban Area","","","",""
"Some worries","2015","Full Time","Rural Area","","","",""
"Some worries","2015","Part Time","Urban Area","","","",""
"Some worries","2015","Part Time","Rural Area","","","",""
"Some worries","2015","Not Working","Urban Area","","","",""
"Some worries","2015","Not Working","Rural Area","","","",""
"No worries","2015","Full Time","Urban Area","","","",""
"No worries","2015","Full Time","Rural Area","","","",""
"No worries","2015","Part Time","Urban Area","","","",""
"No worries","2015","Part Time","Rural Area","","","",""
"No worries","2015","Not Working","Urban Area","","","",""
"No worries","2015","Not Working","Rural Area","","","",""
"Big worries","2016","Full Time","Urban Area","","","",""
"Big worries","2016","Full Time","Rural Area","","","",""
"Big worries","2016","Part Time","Urban Area","","","",""
"Big worries","2016","Part Time","Rural Area","","","",""
"Big worries","2016","Not Working","Urban Area","","","",""
"Big worries","2016","Not Working","Rural Area","","","",""
"Some worries","2016","Full Time","Urban Area","","","",""
"Some worries","2016","Full Time","Rural Area","","","",""
"Some worries","2016","Part Time","Urban Area","","","",""
"Some worries","2016","Part Time","Rural Area","","","",""
"Some worries","2016","Not Working","Urban Area","","","",""
"Some worries","2016","Not Working","Rural Area","","","",""
"No worries","2016","Full Time","Urban Area","","","",""
"No worries","2016","Full Time","Rural Area","","","",""
"No worries","2016","Part Time","Urban Area","","","",""
"No worries","2016","Part Time","Rural Area","","","",""
"No worries","2016","Not Working","Urban Area","","","",""
"No worries","2016","Not Working","Rural Area","","","",""
"Big worries","2017","Full Time","Urban Area","","","",""
"Big worries","2017","Full Time","Rural Area","","","",""
"Big worries","2017","Part Time","Urban Area","","","",""
"Big worries","2017","Part Time","Rural Area","","","",""
"Big worries","2017","Not Working","Urban Area","","","",""
"Big worries","2017","Not Working","Rural Area","","","",""
"Some worries","2017","Full Time","Urban Area","","","",""
"Some worries","2017","Full Time","Rural Area","","","",""
"Some worries","2017","Part Time","Urban Area","","","",""
"Some worries","2017","Part Time","Rural Area","","","",""
"Some worries","2017","Not Working","Urban Area","","","",""
"Some worries","2017","Not Working","Rural Area","","","",""
"No worries","2017","Full Time","Urban Area","","","",""
"No worries","2017","Full Time","Rural Area","","","",""
"No worries","2017","Part Time","Urban Area","","","",""
"No worries","2017","Part Time","Rural Area","","","",""
"No worries","2017","Not Working","Urban Area","","","",""
"No worries","2017","Not Working","Rural Area","","","",""
"Big worries","2018","Full Time","Urban Area","","","",""
"Big worries","2018","Full Time","Rural Area","","","",""
"Big worries","2018","Part Time","Urban Area","","","",""
"Big worries","2018","Part Time","Rural Area","","","",""
"Big worries","2018","Not Working","Urban Area","","","",""
"Big worries","2018","Not Working","Rural Area","","","",""
"Some worries","2018","Full Time","Urban Area","","","",""
"Some worries","2018","Full Time","Rural Area","","","",""
"Some worries","2018","Part Time","Urban Area","","","",""
"Some worries","2018","Part Time","Rural Area","","","",""
"Some worries","2018","Not Working","Urban Area","","","",""
"Some worries","2018","Not Working","Rural Area","","","",""
"No worries","2018","Full Time","Urban Area","","","",""
"No worries","2018","Full Time","Rural Area","","","",""
"No worries","2018","Part Time","Urban Area","","","",""
"No worries","2018","Part Time","Rural Area","","","",""
"No worries","2018","Not Working","Urban Area","","","",""
"No worries","2018","Not Working","Rural Area","","","",""
"Big worries","2019","Full Time","Urban Area","1225","0.180514776014692","0.170942633585039","0.190086918444345"
"Big worries","2019","Full Time","Rural Area","760","0.215274436824673","0.201829585694513","0.228719287954833"
"Big worries","2019","Part Time","Urban Area","739","0.169197560358669","0.158021174087198","0.180373946630141"
"Big worries","2019","Part Time","Rural Area","405","0.18996798132588","0.174070648125475","0.205865314526285"
"Big worries","2019","Not Working","Urban Area","1020","0.222356517544946","0.210430241677777","0.234282793412115"
"Big worries","2019","Not Working","Rural Area","664","0.244643956829464","0.228684330937525","0.260603582721403"
"Some worries","2019","Full Time","Urban Area","3450","0.557930855156521","0.545570882735904","0.570290827577138"
"Some worries","2019","Full Time","Rural Area","2020","0.551487097359942","0.535218278810869","0.567755915909015"
"Some worries","2019","Part Time","Urban Area","2317","0.545239890797623","0.530396249005548","0.560083532589697"
"Some worries","2019","Part Time","Rural Area","1251","0.517031716877692","0.496780511484622","0.537282922270762"
"Some worries","2019","Not Working","Urban Area","2477","0.534281187455725","0.519974585877717","0.548587789033733"
"Some worries","2019","Not Working","Rural Area","1446","0.532481435726683","0.513957585001128","0.551005286452237"
"No worries","2019","Full Time","Urban Area","1527","0.261554368828787","0.250616758115704","0.27249197954187"
"No worries","2019","Full Time","Rural Area","810","0.233238465815384","0.219404996420052","0.247071935210716"
"No worries","2019","Part Time","Urban Area","1267","0.285562548843708","0.272098111667128","0.299026986020287"
"No worries","2019","Part Time","Rural Area","683","0.293000301796428","0.274555388072139","0.311445215520717"
"No worries","2019","Not Working","Urban Area","1173","0.243362294999329","0.231055065857366","0.255669524141292"
"No worries","2019","Not Working","Rural Area","677","0.222874607443853","0.207423648014721","0.238325566872985"
