"m11104","year","age_gr","n","percent","lower_confidence","upper_confidence"
"At lease once a week","2015","35-65 y.","6184","0.414840620257994","0.407014231326851","0.422667009189137"
"At lease once a week","2015","66 and older","1786","0.351065177258058","0.337744356840384","0.364385997675732"
"Almost never or never","2016","16-34 y.","","","",""
"Almost never or never","2016","35-65 y.","","","",""
"Almost never or never","2016","66 and older","","","",""
"Several times a year","2016","16-34 y.","","","",""
"Several times a year","2016","35-65 y.","","","",""
"Several times a year","2016","66 and older","","","",""
"At least once a month","2016","16-34 y.","","","",""
"At least once a month","2016","35-65 y.","","","",""
"At least once a month","2016","66 and older","","","",""
"At lease once a week","2016","16-34 y.","","","",""
"At lease once a week","2016","35-65 y.","","","",""
"At lease once a week","2016","66 and older","","","",""
"Almost never or never","2017","16-34 y.","3006","0.234369565655002","0.225837910298929","0.242901221011075"
"Almost never or never","2017","35-65 y.","7005","0.357097899525128","0.350029763471706","0.36416603557855"
"Almost never or never","2017","66 and older","2455","0.508869614923748","0.495080161022756","0.52265906882474"
"Several times a year","2017","16-34 y.","1338","0.136810545595363","0.129889273038634","0.143731818152091"
"Several times a year","2017","35-65 y.","2532","0.146471740476941","0.141255895153121","0.151687585800762"
"Several times a year","2017","66 and older","445","0.0848757769475816","0.0771884153006895","0.0925631385944737"
"At least once a month","2017","16-34 y.","603","0.0666279124166923","0.0616053122212637","0.0716505126121209"
"At least once a month","2017","35-65 y.","899","0.0545628434635962","0.0512123894527313","0.0579132974744611"
"At least once a month","2017","66 and older","145","0.0277260399683699","0.0231972346138897","0.03225484532285"
"At lease once a week","2017","16-34 y.","4523","0.562191976332943","0.552199864609383","0.572184088056503"
"At lease once a week","2017","35-65 y.","7217","0.441867516534335","0.43454174250886","0.449193290559809"
"At lease once a week","2017","66 and older","2004","0.378528568160301","0.365150132898737","0.391907003421864"
"Almost never or never","2018","16-34 y.","831","0.327750815804489","0.307426583770889","0.348075047838089"
"Almost never or never","2018","35-65 y.","966","0.525494445650189","0.502264209347753","0.548724681952625"
"Almost never or never","2018","66 and older","22","","",""
"Several times a year","2018","16-34 y.","338","0.17669379086907","0.160179175952238","0.193208405785902"
"Several times a year","2018","35-65 y.","278","0.139112609490817","0.123013370987999","0.155211847993634"
"Several times a year","2018","66 and older","2","","",""
"At least once a month","2018","16-34 y.","114","0.0661840534341341","0.0554197870734344","0.0769483197948339"
"At least once a month","2018","35-65 y.","101","0.0724053515199217","0.0603490704915579","0.0844616325482855"
"At least once a month","2018","66 and older","1","","",""
"At lease once a week","2018","16-34 y.","766","0.429371339892307","0.407938958536871","0.450803721247743"
"At lease once a week","2018","35-65 y.","430","0.262987593339073","0.242506462024097","0.283468724654048"
"At lease once a week","2018","66 and older","6","","",""
"Almost never or never","2019","16-34 y.","1734","0.181533388972253","0.172625561393008","0.190441216551499"
"Almost never or never","2019","35-65 y.","4930","0.271420557177151","0.264721236785062","0.278119877569241"
"Almost never or never","2019","66 and older","1939","0.400943902860768","0.387690727519899","0.414197078201637"
"Several times a year","2019","16-34 y.","913","0.122037077418699","0.114472632796041","0.129601522041358"
"Several times a year","2019","35-65 y.","2361","0.145254582140323","0.139946297114227","0.150562867166419"
"Several times a year","2019","66 and older","552","0.110478945576321","0.10200155355143","0.118956337601211"
"At least once a month","2019","16-34 y.","476","0.0665507290587616","0.060790830563827","0.0723106275536961"
"At least once a month","2019","35-65 y.","740","0.0469990712698568","0.0438107489259155","0.0501873936137981"
"At least once a month","2019","66 and older","149","0.0282867839990996","0.023803407278775","0.0327701607194243"
"At lease once a week","2019","16-34 y.","4070","0.629878804550286","0.618720620099285","0.641036989001287"
"At lease once a week","2019","35-65 y.","8895","0.536325789412669","0.528813164022438","0.5438384148029"
"At lease once a week","2019","66 and older","2613","0.460290367563812","0.446811903083209","0.473768832044415"
