"ple0011","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2013","inadequately","Urban Area","115","0.877170068904727","0.820526939121088","0.933813198688365","2"
"No","2013","inadequately","Rural Area","56","0.854335631596338","0.76922828548714","0.939442977705536","2"
"No","2013","middle vocational","Urban Area","5167","0.888099240268891","0.879948209228228","0.896250271309554","2"
"No","2013","middle vocational","Rural Area","3375","0.906208055759973","0.896830657845822","0.915585453674124","2"
"Yes","2013","in school","Urban Area","2","","","","1"
"Yes","2013","in school","Rural Area","2","","","","1"
"Yes","2013","inadequately","Urban Area","14","","","","1"
"Yes","2013","inadequately","Rural Area","10","","","","1"
"Yes","2013","general elemantary","Urban Area","164","0.143357426613207","0.123836622925258","0.162878230301157","1"
"Yes","2013","general elemantary","Rural Area","73","0.107676535808605","0.0834333347551764","0.131919736862033","1"
"Yes","2013","middle vocational","Urban Area","579","0.111900759731109","0.103749728690445","0.120051790771772","1"
"Yes","2013","middle vocational","Rural Area","338","0.0937919442400273","0.0844145463258764","0.103169342154178","1"
"Yes","2013","vocational + Abi","Urban Area","77","0.117154837647079","0.0949246847011395","0.139384990593019","1"
"Yes","2013","vocational + Abi","Rural Area","18","","","","1"
"Yes","2013","higher vocational","Urban Area","68","0.0988844209181236","0.078199337155317","0.11956950468093","1"
"Yes","2013","higher vocational","Rural Area","43","0.100762346858688","0.075207642245138","0.126317051472239","1"
"Yes","2013","higher education","Urban Area","249","0.0809623698502382","0.0714994556442754","0.0904252840562011","1"
"Yes","2013","higher education","Rural Area","97","0.0753465066297775","0.0609204153823644","0.0897725978771906","1"
"No","2014","in school","Urban Area","","","","","2"
"No","2014","general elemantary","Urban Area","","","","","2"
"No","2014","in school","Rural Area","","","","","2"
"No","2014","general elemantary","Rural Area","","","","","2"
"No","2014","inadequately","Urban Area","","","","","2"
"No","2014","inadequately","Rural Area","","","","","2"
"No","2014","middle vocational","Urban Area","","","","","2"
"No","2014","middle vocational","Rural Area","","","","","2"
"No","2014","vocational + Abi","Urban Area","","","","","2"
"No","2014","vocational + Abi","Rural Area","","","","","2"
"No","2014","higher vocational","Urban Area","","","","","2"
"No","2014","higher vocational","Rural Area","","","","","2"
"No","2014","higher education","Urban Area","","","","","2"
"No","2014","higher education","Rural Area","","","","","2"
"Yes","2014","higher vocational","Urban Area","","","","","1"
"Yes","2014","higher vocational","Rural Area","","","","","1"
"Yes","2014","in school","Urban Area","","","","","1"
"Yes","2014","in school","Rural Area","","","","","1"
"Yes","2014","inadequately","Urban Area","","","","","1"
"Yes","2014","inadequately","Rural Area","","","","","1"
"Yes","2014","general elemantary","Urban Area","","","","","1"
"Yes","2014","general elemantary","Rural Area","","","","","1"
"Yes","2014","middle vocational","Urban Area","","","","","1"
"Yes","2014","middle vocational","Rural Area","","","","","1"
"Yes","2014","vocational + Abi","Urban Area","","","","","1"
"Yes","2014","vocational + Abi","Rural Area","","","","","1"
"Yes","2014","higher education","Urban Area","","","","","1"
"Yes","2014","higher education","Rural Area","","","","","1"
"No","2015","in school","Urban Area","227","0.953809221934731","0.926857995802696","0.980760448066766","2"
"No","2015","in school","Rural Area","119","1","1","1","2"
"No","2015","general elemantary","Urban Area","1584","0.875188055537798","0.859860033037413","0.890516078038183","2"
"No","2015","general elemantary","Rural Area","808","0.879821007592157","0.858600475701851","0.901041539482463","2"
"No","2015","middle vocational","Urban Area","6452","0.899365961044937","0.89237065491581","0.906361267174063","2"
"No","2015","middle vocational","Rural Area","4178","0.898580428450153","0.889862255353147","0.907298601547158","2"
"No","2015","vocational + Abi","Urban Area","1315","0.92556315034592","0.911968325953388","0.939157974738452","2"
"No","2015","vocational + Abi","Rural Area","491","0.951434608263941","0.933116814062011","0.969752402465872","2"
"No","2015","higher vocational","Urban Area","847","0.897544109053686","0.878022995331713","0.917065222775659","2"
"No","2015","higher vocational","Rural Area","545","0.878328586042647","0.852279458030484","0.90437771405481","2"
"No","2015","higher education","Urban Area","3938","0.930965049529514","0.923352248331023","0.938577850728004","2"
"No","2015","higher education","Rural Area","1526","0.94347137691565","0.932270460233982","0.954672293597318","2"
"No","2015","inadequately","Urban Area","243","0.797685235492678","0.750881077249025","0.844489393736332","2"
"No","2015","inadequately","Rural Area","118","0.910874913390658","0.861706908179968","0.960042918601348","2"
"Yes","2015","higher vocational","Urban Area","80","0.102455890946314","0.0829347772243406","0.121977004668287","1"
"Yes","2015","higher vocational","Rural Area","60","0.121671413957353","0.0956222859451904","0.147720541969516","1"
"Yes","2015","in school","Urban Area","6","","","","1"
"Yes","2015","in school","Rural Area","","","","","1"
"Yes","2015","inadequately","Urban Area","40","0.202314764507322","0.155510606263668","0.249118922750975","1"
"Yes","2015","inadequately","Rural Area","11","","","","1"
"Yes","2015","general elemantary","Urban Area","202","0.124811944462202","0.109483921961817","0.140139966962587","1"
"Yes","2015","general elemantary","Rural Area","94","0.120178992407843","0.0989584605175372","0.141399524298149","1"
"Yes","2015","middle vocational","Urban Area","653","0.100634038955063","0.0936387328259368","0.107629345084189","1"
"Yes","2015","middle vocational","Rural Area","428","0.101419571549848","0.0927013984528422","0.110137744646853","1"
"Yes","2015","vocational + Abi","Urban Area","117","0.0744368496540802","0.0608420252615482","0.0880316740466121","1"
"Yes","2015","vocational + Abi","Rural Area","38","0.0485653917360586","0.0302475975341281","0.0668831859379892","1"
"Yes","2015","higher education","Urban Area","322","0.0690349504704863","0.0614221492719956","0.076647751668977","1"
"Yes","2015","higher education","Rural Area","107","0.0565286230843502","0.0453277064026821","0.0677295397660183","1"
"No","2016","in school","Urban Area","","","","","2"
"No","2016","in school","Rural Area","","","","","2"
"No","2016","general elemantary","Urban Area","","","","","2"
"No","2016","general elemantary","Rural Area","","","","","2"
"No","2016","middle vocational","Urban Area","","","","","2"
"No","2016","middle vocational","Rural Area","","","","","2"
"No","2016","vocational + Abi","Urban Area","","","","","2"
"No","2016","vocational + Abi","Rural Area","","","","","2"
"No","2016","higher vocational","Urban Area","","","","","2"
"No","2016","higher vocational","Rural Area","","","","","2"
"No","2016","higher education","Urban Area","","","","","2"
"No","2016","higher education","Rural Area","","","","","2"
"No","2016","inadequately","Urban Area","","","","","2"
"No","2016","inadequately","Rural Area","","","","","2"
"Yes","2016","in school","Urban Area","","","","","1"
"Yes","2016","in school","Rural Area","","","","","1"
"Yes","2016","inadequately","Urban Area","","","","","1"
"Yes","2016","inadequately","Rural Area","","","","","1"
"Yes","2016","general elemantary","Urban Area","","","","","1"
"Yes","2016","general elemantary","Rural Area","","","","","1"
"Yes","2016","middle vocational","Urban Area","","","","","1"
"Yes","2016","middle vocational","Rural Area","","","","","1"
"Yes","2016","higher vocational","Urban Area","","","","","1"
"Yes","2016","higher vocational","Rural Area","","","","","1"
"Yes","2016","vocational + Abi","Urban Area","","","","","1"
"Yes","2016","higher education","Urban Area","","","","","1"
"Yes","2016","vocational + Abi","Rural Area","","","","","1"
"Yes","2016","higher education","Rural Area","","","","","1"
"No","2017","in school","Urban Area","285","0.962896435369543","0.941253713019933","0.984539157719154","2"
"No","2017","in school","Rural Area","114","0.950238585653583","0.911169135527211","0.989308035779955","2"
"No","2017","inadequately","Urban Area","276","0.863377557416542","0.825864578267604","0.900890536565479","2"
"No","2017","inadequately","Rural Area","121","0.826813486184632","0.762980962106007","0.890646010263257","2"
"No","2017","general elemantary","Urban Area","1540","0.877125081515641","0.861748230580352","0.892501932450929","2"
"No","2017","general elemantary","Rural Area","923","0.884716481156992","0.865069277776668","0.904363684537316","2"
"No","2017","middle vocational","Urban Area","6576","0.902303433939345","0.895476177177208","0.909130690701482","2"
"No","2017","middle vocational","Rural Area","4423","0.900141526013503","0.891722878766038","0.908560173260968","2"
"No","2017","vocational + Abi","Urban Area","1465","0.909781739072181","0.895770028627454","0.923793449516908","2"
"No","2017","vocational + Abi","Rural Area","575","0.935413802714571","0.916066341234512","0.954761264194631","2"
"No","2017","higher vocational","Urban Area","818","0.896902455821952","0.877090809416417","0.916714102227488","2"
"No","2017","higher vocational","Rural Area","586","0.889993502184456","0.865770851652238","0.914216152716674","2"
"No","2017","higher education","Urban Area","4357","0.924750499966686","0.917220111184811","0.932280888748562","2"
"No","2017","higher education","Rural Area","1705","0.909505266595308","0.896396753232842","0.922613779957775","2"
"Yes","2017","middle vocational","Urban Area","689","0.0976965660606553","0.090869309298518","0.104523822822792","1"
"Yes","2017","middle vocational","Rural Area","449","0.099858473986497","0.0914398267390316","0.108277121233962","1"
"Yes","2017","higher vocational","Urban Area","87","0.103097544178048","0.0832858977725123","0.122909190583583","1"
"Yes","2017","higher vocational","Rural Area","55","0.110006497815544","0.0857838472833261","0.134229148347762","1"
"Yes","2017","in school","Urban Area","8","","","","1"
"Yes","2017","in school","Rural Area","5","","","","1"
"Yes","2017","inadequately","Urban Area","46","0.136622442583459","0.0991094634345207","0.174135421732396","1"
"Yes","2017","inadequately","Rural Area","14","","","","1"
"Yes","2017","general elemantary","Urban Area","211","0.122874918484359","0.10749806754907","0.138251769419648","1"
"Yes","2017","general elemantary","Rural Area","92","0.115283518843008","0.0956363154626837","0.134930722223332","1"
"Yes","2017","vocational + Abi","Urban Area","141","0.0902182609278189","0.076206550483092","0.104229971372546","1"
"Yes","2017","vocational + Abi","Rural Area","45","0.0645861972854286","0.045238735805369","0.0839336587654883","1"
"Yes","2017","higher education","Urban Area","357","0.0752495000333139","0.0677191112514386","0.0827798888151892","1"
"Yes","2017","higher education","Rural Area","135","0.0904947334046916","0.0773862200422248","0.103603246767158","1"
"No","2018","in school","Urban Area","","","","","2"
"No","2018","in school","Rural Area","","","","","2"
"No","2018","inadequately","Urban Area","","","","","2"
"No","2018","inadequately","Rural Area","","","","","2"
"No","2018","general elemantary","Urban Area","","","","","2"
"No","2018","general elemantary","Rural Area","","","","","2"
"No","2018","middle vocational","Urban Area","","","","","2"
"No","2018","middle vocational","Rural Area","","","","","2"
"No","2018","vocational + Abi","Urban Area","","","","","2"
"No","2018","vocational + Abi","Rural Area","","","","","2"
"No","2018","higher vocational","Urban Area","","","","","2"
"No","2018","higher vocational","Rural Area","","","","","2"
"No","2018","higher education","Urban Area","","","","","2"
"No","2018","higher education","Rural Area","","","","","2"
"Yes","2018","middle vocational","Urban Area","","","","","1"
"Yes","2018","middle vocational","Rural Area","","","","","1"
"Yes","2018","higher vocational","Urban Area","","","","","1"
"Yes","2018","higher vocational","Rural Area","","","","","1"
"Yes","2018","in school","Urban Area","","","","","1"
"Yes","2018","general elemantary","Urban Area","","","","","1"
"Yes","2018","general elemantary","Rural Area","","","","","1"
"Yes","2018","vocational + Abi","Urban Area","","","","","1"
"Yes","2018","vocational + Abi","Rural Area","","","","","1"
"Yes","2018","higher education","Urban Area","","","","","1"
"Yes","2018","higher education","Rural Area","","","","","1"
"Yes","2018","in school","Rural Area","","","","","1"
"Yes","2018","inadequately","Urban Area","","","","","1"
"Yes","2018","inadequately","Rural Area","","","","","1"
"No","2019","in school","Urban Area","232","0.987400543851343","0.973170223720516","1.00163086398217","2"
"No","2019","in school","Rural Area","84","0.991657406095636","0.972321255941497","1.01099355624977","2"
"No","2019","inadequately","Urban Area","222","0.862488444529617","0.820867066341697","0.904109822717538","2"
"No","2019","inadequately","Rural Area","95","0.770901872382016","0.692367085673438","0.849436659090594","2"
"No","2019","general elemantary","Urban Area","1253","0.864653201214344","0.846835099434818","0.88247130299387","2"
"No","2019","general elemantary","Rural Area","827","0.891592514460474","0.871404121711963","0.911780907208986","2"
"No","2019","middle vocational","Urban Area","5641","0.897467639691161","0.889947719731498","0.904987559650825","2"
"No","2019","middle vocational","Rural Area","3938","0.900990198092426","0.892092996578699","0.909887399606153","2"
"No","2019","vocational + Abi","Urban Area","1328","0.918889790958068","0.904803897504326","0.93297568441181","2"
"No","2019","vocational + Abi","Rural Area","554","0.912355584881492","0.889729122553011","0.934982047209974","2"
"No","2019","higher vocational","Urban Area","825","0.915394354387688","0.89732291733702","0.933465791438355","2"
"No","2019","higher vocational","Rural Area","644","0.911401865631768","0.890260375201752","0.932543356061784","2"
"No","2019","higher education","Urban Area","4145","0.915049079883202","0.906898481746388","0.923199678020016","2"
"No","2019","higher education","Rural Area","1755","0.90855654291337","0.895626575652901","0.921486510173839","2"
"Yes","2019","inadequately","Rural Area","15","","","","1"
"Yes","2019","middle vocational","Rural Area","391","0.0990098019075745","0.0901126003938476","0.107907003421301","1"
"Yes","2019","higher vocational","Rural Area","50","0.0885981343682321","0.0674566439382164","0.109739624798248","1"
"Yes","2019","in school","Urban Area","4","","","","1"
"Yes","2019","in school","Rural Area","1","","","","1"
"Yes","2019","inadequately","Urban Area","41","0.137511555470383","0.0958901772824622","0.179132933658303","1"
"Yes","2019","middle vocational","Urban Area","610","0.102532360308839","0.0950124403491755","0.110052280268502","1"
"Yes","2019","higher vocational","Urban Area","86","0.0846056456123123","0.0665342085616445","0.10267708266298","1"
"Yes","2019","general elemantary","Urban Area","163","0.135346798785656","0.117528697006131","0.153164900565182","1"
"Yes","2019","general elemantary","Rural Area","84","0.108407485539526","0.0882190927910142","0.128595878288037","1"
"Yes","2019","vocational + Abi","Urban Area","115","0.0811102090419317","0.0670243155881896","0.0951961024956738","1"
"Yes","2019","vocational + Abi","Rural Area","46","0.0876444151185078","0.0650179527900262","0.110270877446989","1"
"Yes","2019","higher education","Urban Area","350","0.0849509201167981","0.0768003219799838","0.0931015182536124","1"
"Yes","2019","higher education","Rural Area","154","0.0914434570866296","0.0785134898261607","0.104373424347099","1"
