"ple0011","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2016","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2016","35-65 y.","(1b) general elementary school","","","",""
"Yes","2016","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2016","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2016","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2016","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2016","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2016","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2016","66 and older","(0) in school","","","",""
"Yes","2016","66 and older","(1a) inadequately completed","","","",""
"Yes","2016","66 and older","(1b) general elementary school","","","",""
"Yes","2016","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2016","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2016","66 and older","(2a) intermediate vocational","","","",""
"Yes","2016","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2016","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","66 and older","(3a) lower tertiary education","","","",""
"Yes","2016","66 and older","(3b) higher tertiary education","","","",""
"Yes","2017","16-34 y.","(0) in school","13","","",""
"Yes","2017","16-34 y.","(1a) inadequately completed","11","","",""
"Yes","2017","16-34 y.","(1b) general elementary school","27","","",""
"Yes","2017","16-34 y.","(1c) basic vocational qualification","27","","",""
"Yes","2017","16-34 y.","(2b) intermediate general qualification","27","","",""
"Yes","2017","16-34 y.","(2a) intermediate vocational","39","1","1","1"
"Yes","2017","16-34 y.","(2c_gen) general maturity certificate","28","","",""
"Yes","2017","16-34 y.","(2c_voc) vocational maturity certificate","22","","",""
"Yes","2017","16-34 y.","(3a) lower tertiary education","8","","",""
"Yes","2017","16-34 y.","(3b) higher tertiary education","24","","",""
"Yes","2017","35-65 y.","(0) in school","","","",""
"Yes","2017","35-65 y.","(1a) inadequately completed","52","1","1","1"
"Yes","2017","35-65 y.","(1b) general elementary school","129","1","1","1"
"Yes","2017","35-65 y.","(1c) basic vocational qualification","334","1","1","1"
"Yes","2017","35-65 y.","(2b) intermediate general qualification","34","1","1","1"
"Yes","2017","35-65 y.","(2a) intermediate vocational","440","1","1","1"
"Yes","2017","35-65 y.","(2c_gen) general maturity certificate","36","1","1","1"
"Yes","2017","35-65 y.","(2c_voc) vocational maturity certificate","185","1","1","1"
"Yes","2017","35-65 y.","(3a) lower tertiary education","117","1","1","1"
"Yes","2017","35-65 y.","(3b) higher tertiary education","219","1","1","1"
"Yes","2017","66 and older","(0) in school","","","",""
"Yes","2017","66 and older","(1a) inadequately completed","11","","",""
"Yes","2017","66 and older","(1b) general elementary school","80","1","1","1"
"Yes","2017","66 and older","(1c) basic vocational qualification","201","1","1","1"
"Yes","2017","66 and older","(2b) intermediate general qualification","7","","",""
"Yes","2017","66 and older","(2a) intermediate vocational","92","1","1","1"
"Yes","2017","66 and older","(2c_gen) general maturity certificate","7","","",""
"Yes","2017","66 and older","(2c_voc) vocational maturity certificate","21","","",""
"Yes","2017","66 and older","(3a) lower tertiary education","48","1","1","1"
"Yes","2017","66 and older","(3b) higher tertiary education","76","1","1","1"
"Yes","2018","16-34 y.","(0) in school","","","",""
"Yes","2018","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2018","16-34 y.","(1b) general elementary school","","","",""
"Yes","2018","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2018","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2018","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2018","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2018","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2018","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2018","35-65 y.","(0) in school","","","",""
"Yes","2018","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2018","35-65 y.","(1b) general elementary school","","","",""
"Yes","2018","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2018","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2018","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2018","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2018","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2018","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2018","66 and older","(0) in school","","","",""
"Yes","2018","66 and older","(1a) inadequately completed","","","",""
"Yes","2018","66 and older","(1b) general elementary school","","","",""
"Yes","2018","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2018","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2018","66 and older","(2a) intermediate vocational","","","",""
"Yes","2018","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2018","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","66 and older","(3a) lower tertiary education","","","",""
"Yes","2018","66 and older","(3b) higher tertiary education","","","",""
"Yes","2019","16-34 y.","(0) in school","5","","",""
"Yes","2019","16-34 y.","(1a) inadequately completed","6","","",""
"Yes","2019","16-34 y.","(1b) general elementary school","31","1","1","1"
"Yes","2019","16-34 y.","(1c) basic vocational qualification","21","","",""
"Yes","2019","16-34 y.","(2b) intermediate general qualification","31","1","1","1"
"Yes","2019","16-34 y.","(2a) intermediate vocational","41","1","1","1"
"Yes","2019","16-34 y.","(2c_gen) general maturity certificate","28","","",""
"Yes","2019","16-34 y.","(2c_voc) vocational maturity certificate","14","","",""
"Yes","2019","16-34 y.","(3a) lower tertiary education","10","","",""
"Yes","2019","16-34 y.","(3b) higher tertiary education","32","1","1","1"
"Yes","2019","35-65 y.","(0) in school","","","",""
"Yes","2019","35-65 y.","(1a) inadequately completed","53","1","1","1"
"Yes","2019","35-65 y.","(1b) general elementary school","102","1","1","1"
"Yes","2019","35-65 y.","(1c) basic vocational qualification","288","1","1","1"
"Yes","2019","35-65 y.","(2b) intermediate general qualification","28","","",""
"Yes","2019","35-65 y.","(2a) intermediate vocational","424","1","1","1"
"Yes","2019","35-65 y.","(2c_gen) general maturity certificate","38","1","1","1"
"Yes","2019","35-65 y.","(2c_voc) vocational maturity certificate","171","1","1","1"
"Yes","2019","35-65 y.","(3a) lower tertiary education","134","1","1","1"
"Yes","2019","35-65 y.","(3b) higher tertiary education","234","1","1","1"
"Yes","2019","66 and older","(0) in school","","","",""
"Yes","2019","66 and older","(1a) inadequately completed","11","","",""
"Yes","2019","66 and older","(1b) general elementary school","66","1","1","1"
"Yes","2019","66 and older","(1c) basic vocational qualification","193","1","1","1"
"Yes","2019","66 and older","(2b) intermediate general qualification","11","","",""
"Yes","2019","66 and older","(2a) intermediate vocational","109","1","1","1"
"Yes","2019","66 and older","(2c_gen) general maturity certificate","7","","",""
"Yes","2019","66 and older","(2c_voc) vocational maturity certificate","31","1","1","1"
"Yes","2019","66 and older","(3a) lower tertiary education","52","1","1","1"
"Yes","2019","66 and older","(3b) higher tertiary education","93","1","1","1"
