"ple0011","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2015","no migration background","Female","1123","0.11346726899403","0.107371115790993","0.119563422197066","1"
"Yes","2015","direct migration background","Male","135","0.0829356478356047","0.0706825133617031","0.0951887823095064","1"
"Yes","2015","direct migration background","Female","236","0.119527584202228","0.10648065720598","0.132574511198476","1"
"Yes","2015","indirect migration background","Male","36","0.048767246608284","0.0333836416542723","0.0641508515622958","1"
"Yes","2015","indirect migration background","Female","59","0.0625394498905297","0.046541649126003","0.0785372506550565","1"
"No","2016","no migration background","Male","","","","","2"
"No","2016","no migration background","Female","","","","","2"
"No","2016","direct migration background","Male","","","","","2"
"No","2016","direct migration background","Female","","","","","2"
"No","2016","indirect migration background","Male","","","","","2"
"No","2016","indirect migration background","Female","","","","","2"
"Yes","2016","no migration background","Male","","","","","1"
"Yes","2016","no migration background","Female","","","","","1"
"Yes","2016","direct migration background","Male","","","","","1"
"Yes","2016","direct migration background","Female","","","","","1"
"Yes","2016","indirect migration background","Male","","","","","1"
"Yes","2016","indirect migration background","Female","","","","","1"
"No","2017","no migration background","Male","8801","0.924980862294079","0.919674531623399","0.930287192964759","2"
"No","2017","no migration background","Female","9724","0.887160993721003","0.881213907392723","0.893108080049283","2"
"No","2017","direct migration background","Male","1917","0.920089598648276","0.908445116683204","0.931734080613348","2"
"No","2017","direct migration background","Female","2320","0.864724697927569","0.851540126870452","0.877909268984687","2"
"No","2017","indirect migration background","Male","740","0.943350407319776","0.927220030765912","0.95948078387364","2"
"No","2017","indirect migration background","Female","843","0.90150590339105","0.882313384101607","0.920698422680492","2"
"Yes","2017","no migration background","Male","666","0.0750191377059211","0.069712807035241","0.0803254683766013","1"
"Yes","2017","no migration background","Female","1149","0.112839006278997","0.106891919950717","0.118786092607277","1"
"Yes","2017","direct migration background","Male","166","0.0799104013517241","0.0682659193866521","0.0915548833167961","1"
"Yes","2017","direct migration background","Female","265","0.135275302072431","0.122090731015313","0.148459873129548","1"
"Yes","2017","indirect migration background","Male","49","0.0566495926802236","0.0405192161263595","0.0727799692340877","1"
"Yes","2017","indirect migration background","Female","83","0.0984940966089503","0.079301577319508","0.117686615898393","1"
"No","2018","no migration background","Male","","","","","2"
"No","2018","no migration background","Female","","","","","2"
"No","2018","direct migration background","Male","","","","","2"
"No","2018","direct migration background","Female","","","","","2"
"No","2018","indirect migration background","Male","","","","","2"
"No","2018","indirect migration background","Female","","","","","2"
"Yes","2018","no migration background","Male","","","","","1"
"Yes","2018","no migration background","Female","","","","","1"
"Yes","2018","direct migration background","Male","","","","","1"
"Yes","2018","direct migration background","Female","","","","","1"
"Yes","2018","indirect migration background","Male","","","","","1"
"Yes","2018","indirect migration background","Female","","","","","1"
"No","2019","no migration background","Male","9072","0.915883939159738","0.910389718158505","0.921378160160971","2"
"No","2019","no migration background","Female","9400","0.887654963875181","0.881614172406135","0.893695755344227","2"
"No","2019","direct migration background","Male","1584","0.904101183343478","0.890289674867252","0.917912691819704","2"
"No","2019","direct migration background","Female","1902","0.880099425572442","0.866248626055339","0.893950225089544","2"
"No","2019","indirect migration background","Male","754","0.958505866259212","0.944712157336917","0.972299575181508","2"
"No","2019","indirect migration background","Female","826","0.908827515604911","0.890094095359707","0.927560935850114","2"
"Yes","2019","no migration background","Male","732","0.0841160608402617","0.0786218398390287","0.0896102818414948","1"
"Yes","2019","no migration background","Female","1098","0.112345036124819","0.106304244655773","0.118385827593865","1"
"Yes","2019","direct migration background","Male","162","0.095898816656522","0.0820873081802957","0.109710325132748","1"
"Yes","2019","direct migration background","Female","211","0.119900574427558","0.106049774910456","0.133751373944661","1"
"Yes","2019","indirect migration background","Female","81","0.0911724843950894","0.0724390641498859","0.109905904640293","1"
"Yes","2019","indirect migration background","Male","49","0.0414941337407877","0.0277004248184923","0.0552878426630832","1"
