"ple0011","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2013","college entrance qualification","indirect migration background","12","","",""
"Yes","2013","Other degree","no migration background","12","","",""
"Yes","2013","Other degree","direct migration background","97","1","1","1"
"Yes","2013","Other degree","indirect migration background","","","",""
"Yes","2013","no degree/no degree yet","no migration background","21","","",""
"Yes","2013","no degree/no degree yet","direct migration background","14","","",""
"Yes","2013","no degree/no degree yet","indirect migration background","2","","",""
"Yes","2014","lower secondary degree","no migration background","","","",""
"Yes","2014","lower secondary degree","direct migration background","","","",""
"Yes","2014","lower secondary degree","indirect migration background","","","",""
"Yes","2014","secondary school degree","no migration background","","","",""
"Yes","2014","secondary school degree","direct migration background","","","",""
"Yes","2014","secondary school degree","indirect migration background","","","",""
"Yes","2014","college entrance qualification","no migration background","","","",""
"Yes","2014","college entrance qualification","direct migration background","","","",""
"Yes","2014","college entrance qualification","indirect migration background","","","",""
"Yes","2014","Other degree","no migration background","","","",""
"Yes","2014","Other degree","direct migration background","","","",""
"Yes","2014","Other degree","indirect migration background","","","",""
"Yes","2014","no degree/no degree yet","no migration background","","","",""
"Yes","2014","no degree/no degree yet","direct migration background","","","",""
"Yes","2014","no degree/no degree yet","indirect migration background","","","",""
"Yes","2015","lower secondary degree","no migration background","651","1","1","1"
"Yes","2015","lower secondary degree","direct migration background","42","1","1","1"
"Yes","2015","lower secondary degree","indirect migration background","33","1","1","1"
"Yes","2015","secondary school degree","no migration background","600","1","1","1"
"Yes","2015","secondary school degree","direct migration background","25","","",""
"Yes","2015","secondary school degree","indirect migration background","20","","",""
"Yes","2015","college entrance qualification","no migration background","403","1","1","1"
"Yes","2015","college entrance qualification","direct migration background","27","","",""
"Yes","2015","college entrance qualification","indirect migration background","26","","",""
"Yes","2015","Other degree","no migration background","12","","",""
"Yes","2015","Other degree","direct migration background","222","1","1","1"
"Yes","2015","Other degree","indirect migration background","5","","",""
"Yes","2015","no degree/no degree yet","no migration background","31","1","1","1"
"Yes","2015","no degree/no degree yet","direct migration background","35","1","1","1"
"Yes","2015","no degree/no degree yet","indirect migration background","7","","",""
"Yes","2016","lower secondary degree","no migration background","","","",""
"Yes","2016","lower secondary degree","direct migration background","","","",""
"Yes","2016","lower secondary degree","indirect migration background","","","",""
"Yes","2016","secondary school degree","no migration background","","","",""
"Yes","2016","secondary school degree","direct migration background","","","",""
"Yes","2016","secondary school degree","indirect migration background","","","",""
"Yes","2016","college entrance qualification","no migration background","","","",""
"Yes","2016","college entrance qualification","direct migration background","","","",""
"Yes","2016","college entrance qualification","indirect migration background","","","",""
"Yes","2016","Other degree","no migration background","","","",""
"Yes","2016","Other degree","direct migration background","","","",""
"Yes","2016","Other degree","indirect migration background","","","",""
"Yes","2016","no degree/no degree yet","no migration background","","","",""
"Yes","2016","no degree/no degree yet","direct migration background","","","",""
"Yes","2016","no degree/no degree yet","indirect migration background","","","",""
"Yes","2017","lower secondary degree","no migration background","599","1","1","1"
"Yes","2017","lower secondary degree","direct migration background","46","1","1","1"
"Yes","2017","lower secondary degree","indirect migration background","48","1","1","1"
"Yes","2017","secondary school degree","no migration background","639","1","1","1"
"Yes","2017","secondary school degree","direct migration background","33","1","1","1"
"Yes","2017","secondary school degree","indirect migration background","37","1","1","1"
"Yes","2017","college entrance qualification","no migration background","476","1","1","1"
"Yes","2017","college entrance qualification","direct migration background","25","","",""
"Yes","2017","college entrance qualification","indirect migration background","31","1","1","1"
"Yes","2017","Other degree","no migration background","15","","",""
"Yes","2017","Other degree","direct migration background","269","1","1","1"
"Yes","2017","Other degree","indirect migration background","3","","",""
"Yes","2017","no degree/no degree yet","no migration background","40","1","1","1"
"Yes","2017","no degree/no degree yet","direct migration background","37","1","1","1"
"Yes","2017","no degree/no degree yet","indirect migration background","10","","",""
"Yes","2018","lower secondary degree","no migration background","","","",""
"Yes","2018","lower secondary degree","direct migration background","","","",""
"Yes","2018","lower secondary degree","indirect migration background","","","",""
"Yes","2018","secondary school degree","no migration background","","","",""
"Yes","2018","secondary school degree","direct migration background","","","",""
"Yes","2018","secondary school degree","indirect migration background","","","",""
"Yes","2018","college entrance qualification","no migration background","","","",""
"Yes","2018","college entrance qualification","direct migration background","","","",""
"Yes","2018","college entrance qualification","indirect migration background","","","",""
"Yes","2018","Other degree","no migration background","","","",""
"Yes","2018","Other degree","direct migration background","","","",""
"Yes","2018","Other degree","indirect migration background","","","",""
"Yes","2018","no degree/no degree yet","no migration background","","","",""
"Yes","2018","no degree/no degree yet","direct migration background","","","",""
"Yes","2018","no degree/no degree yet","indirect migration background","","","",""
"Yes","2019","lower secondary degree","no migration background","542","1","1","1"
"Yes","2019","lower secondary degree","direct migration background","40","1","1","1"
"Yes","2019","lower secondary degree","indirect migration background","31","1","1","1"
"Yes","2019","secondary school degree","no migration background","656","1","1","1"
"Yes","2019","secondary school degree","direct migration background","20","","",""
"Yes","2019","secondary school degree","indirect migration background","35","1","1","1"
"Yes","2019","college entrance qualification","no migration background","536","1","1","1"
"Yes","2019","college entrance qualification","direct migration background","27","","",""
"Yes","2019","college entrance qualification","indirect migration background","44","1","1","1"
"Yes","2019","Other degree","no migration background","15","","",""
"Yes","2019","Other degree","direct migration background","233","1","1","1"
"Yes","2019","Other degree","indirect migration background","3","","",""
"Yes","2019","no degree/no degree yet","no migration background","28","","",""
"Yes","2019","no degree/no degree yet","direct migration background","36","1","1","1"
"Yes","2019","no degree/no degree yet","indirect migration background","11","","",""
