"ple0011","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2013","Full Time","Urban Area","312","0.077206290645362","0.0694471784511109","0.0849654028396131","1"
"Yes","2013","Full Time","Rural Area","147","0.0547986731092559","0.0457886974435788","0.0638086487749329","1"
"Yes","2013","Part Time","Urban Area","252","0.091693429020852","0.0813699023965366","0.102016955645167","1"
"Yes","2013","Part Time","Rural Area","124","0.080006840092246","0.0666965504624395","0.0933171297220526","1"
"Yes","2013","Not Working","Urban Area","599","0.140510059950007","0.130613813387179","0.150406306512835","1"
"Yes","2013","Not Working","Rural Area","319","0.133334714909125","0.120365140811403","0.146304289006848","1"
"No","2014","Full Time","Urban Area","","","","","2"
"No","2014","Full Time","Rural Area","","","","","2"
"No","2014","Part Time","Urban Area","","","","","2"
"No","2014","Part Time","Rural Area","","","","","2"
"No","2014","Not Working","Urban Area","","","","","2"
"No","2014","Not Working","Rural Area","","","","","2"
"Yes","2014","Full Time","Urban Area","","","","","1"
"Yes","2014","Full Time","Rural Area","","","","","1"
"Yes","2014","Part Time","Urban Area","","","","","1"
"Yes","2014","Part Time","Rural Area","","","","","1"
"Yes","2014","Not Working","Urban Area","","","","","1"
"Yes","2014","Not Working","Rural Area","","","","","1"
"No","2015","Full Time","Urban Area","5837","0.934151107101456","0.927991449177533","0.940310765025379","2"
"No","2015","Full Time","Rural Area","3100","0.945822178527958","0.938094127070814","0.953550229985101","2"
"No","2015","Part Time","Urban Area","4347","0.924605875559125","0.91705199889858","0.93215975221967","2"
"No","2015","Part Time","Rural Area","2223","0.89887309934031","0.88692490150363","0.91082129717699","2"
"No","2015","Not Working","Urban Area","4799","0.864706282164822","0.855675083115789","0.873737481213854","2"
"No","2015","Not Working","Rural Area","2665","0.871089268995318","0.859092049986703","0.883086488003934","2"
"Yes","2015","Full Time","Urban Area","391","0.0658488928985441","0.0596892349746212","0.072008550822467","1"
"Yes","2015","Full Time","Rural Area","196","0.0541778214720423","0.0464497700148991","0.0619058729291856","1"
"Yes","2015","Part Time","Urban Area","346","0.0753941244408753","0.0678402477803305","0.08294800110142","1"
"Yes","2015","Part Time","Rural Area","223","0.10112690065969","0.0891787028230103","0.11307509849637","1"
"Yes","2015","Not Working","Urban Area","711","0.135293717835179","0.126262518786146","0.144324916884211","1"
"Yes","2015","Not Working","Rural Area","332","0.128910731004682","0.116913511996066","0.140907950013297","1"
"No","2016","Full Time","Urban Area","","","","","2"
"No","2016","Full Time","Rural Area","","","","","2"
"No","2016","Part Time","Urban Area","","","","","2"
"No","2016","Part Time","Rural Area","","","","","2"
"No","2016","Not Working","Urban Area","","","","","2"
"No","2016","Not Working","Rural Area","","","","","2"
"Yes","2016","Full Time","Urban Area","","","","","1"
"Yes","2016","Full Time","Rural Area","","","","","1"
"Yes","2016","Part Time","Urban Area","","","","","1"
"Yes","2016","Part Time","Rural Area","","","","","1"
"Yes","2016","Not Working","Urban Area","","","","","1"
"Yes","2016","Not Working","Rural Area","","","","","1"
"No","2017","Full Time","Urban Area","6205","0.933570702746857","0.927593869097132","0.939547536396582","2"
"No","2017","Full Time","Rural Area","3500","0.93071828396718","0.922580039514362","0.938856528419999","2"
"No","2017","Part Time","Urban Area","4661","0.92107761863409","0.913654643715349","0.928500593552832","2"
"No","2017","Part Time","Rural Area","2393","0.904360345532512","0.893081847724522","0.915638843340502","2"
"No","2017","Not Working","Urban Area","4838","0.865367134019076","0.856374140973623","0.874360127064528","2"
"No","2017","Not Working","Rural Area","2748","0.865812609611609","0.85381388596314","0.877811333260078","2"
"Yes","2017","Full Time","Urban Area","464","0.0664292972531431","0.0604524636034185","0.0724061309028676","1"
"Yes","2017","Full Time","Rural Area","240","0.0692817160328199","0.0611434715800015","0.0774199604856383","1"
"Yes","2017","Part Time","Urban Area","407","0.0789223813659096","0.0714994064471682","0.086345356284651","1"
"Yes","2017","Part Time","Rural Area","219","0.0956396544674882","0.0843611566594984","0.106918152275478","1"
"Yes","2017","Not Working","Urban Area","696","0.134632865980924","0.125639872935472","0.143625859026377","1"
"Yes","2017","Not Working","Rural Area","352","0.134187390388391","0.122188666739922","0.14618611403686","1"
"No","2018","Full Time","Urban Area","","","","","2"
"No","2018","Full Time","Rural Area","","","","","2"
"No","2018","Part Time","Urban Area","","","","","2"
"No","2018","Part Time","Rural Area","","","","","2"
"No","2018","Not Working","Urban Area","","","","","2"
"No","2018","Not Working","Rural Area","","","","","2"
"Yes","2018","Full Time","Urban Area","","","","","1"
"Yes","2018","Full Time","Rural Area","","","","","1"
"Yes","2018","Part Time","Urban Area","","","","","1"
"Yes","2018","Part Time","Rural Area","","","","","1"
"Yes","2018","Not Working","Urban Area","","","","","1"
"Yes","2018","Not Working","Rural Area","","","","","1"
"No","2019","Full Time","Urban Area","5848","0.927327188220155","0.920904102701858","0.933750273738452","2"
"No","2019","Full Time","Rural Area","3417","0.939798728928939","0.932064168280656","0.947533289577222","2"
"No","2019","Part Time","Urban Area","4041","0.921139541852508","0.913183085972803","0.929095997732213","2"
"No","2019","Part Time","Rural Area","2201","0.896964955647704","0.884766830343336","0.909163080952073","2"
"No","2019","Not Working","Urban Area","4186","0.862097741677066","0.852336426865216","0.871859056488917","2"
"No","2019","Not Working","Rural Area","2506","0.861086501355271","0.848415559686305","0.873757443024236","2"
"Yes","2019","Full Time","Urban Area","427","0.0726728117798452","0.0662497262615483","0.079095897298142","1"
"Yes","2019","Full Time","Rural Area","216","0.0602012710710612","0.0524667104227782","0.0679358317193441","1"
"Yes","2019","Part Time","Urban Area","367","0.0788604581474917","0.0709040022677868","0.0868169140271966","1"
"Yes","2019","Part Time","Rural Area","185","0.103035044352296","0.0908369190479275","0.115233169656665","1"
"Yes","2019","Not Working","Rural Area","356","0.138913498644729","0.126242556975764","0.151584440313695","1"
"Yes","2019","Not Working","Urban Area","607","0.137902258322934","0.128140943511083","0.147663573134784","1"
