"ple0011","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2012","(Married) couple without C. ","direct migration background","","","","","1"
"Yes","2012","(Married) couple without C. ","indirect migration background","","","","","1"
"Yes","2012","Single parent ","no migration background","","","","","1"
"Yes","2012","Single parent ","direct migration background","","","","","1"
"Yes","2012","Single parent ","indirect migration background","","","","","1"
"Yes","2012","Couple + C. LE 16 ","no migration background","","","","","1"
"Yes","2012","Couple + C. LE 16 ","direct migration background","","","","","1"
"Yes","2012","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Yes","2012","Couple + C. GT 16 ","no migration background","","","","","1"
"Yes","2012","Couple + C. GT 16 ","direct migration background","","","","","1"
"Yes","2012","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","no migration background","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"No","2013","1-pers.-HH","no migration background","2763","0.870315896243535","0.85860425734189","0.882027535145181","2"
"No","2013","1-pers.-HH","direct migration background","182","0.807816935864446","0.756333103726719","0.859300768002174","2"
"No","2013","(Married) couple without C. ","no migration background","6274","0.899151984674295","0.892083608841959","0.90622036050663","2"
"No","2013","(Married) couple without C. ","direct migration background","504","0.886401445855547","0.860236159208109","0.912566732502986","2"
"No","2013","1-pers.-HH","indirect migration background","77","0.886727022665497","0.820131260370207","0.953322784960788","2"
"No","2013","(Married) couple without C. ","indirect migration background","106","0.919805835721024","0.87080239770518","0.968809273736868","2"
"No","2013","Single parent ","no migration background","832","0.904400807599814","0.885451872552267","0.92334974264736","2"
"No","2013","Single parent ","direct migration background","91","0.889485491349835","0.828936270146632","0.950034712553038","2"
"No","2013","Single parent ","indirect migration background","80","0.915986137509068","0.85802636378412","0.973945911234016","2"
"No","2013","Couple + C. LE 16 ","no migration background","2144","0.942049072901313","0.932392560097937","0.951705585704689","2"
"No","2013","Couple + C. LE 16 ","direct migration background","324","0.954477218638063","0.932385362014453","0.976569075261673","2"
"No","2013","Couple + C. LE 16 ","indirect migration background","169","0.922819665596146","0.884047135170609","0.961592196021684","2"
"No","2013","Couple + C. GT 16 ","no migration background","2104","0.934505024366328","0.9242917276789","0.944718321053755","2"
"No","2013","Couple + C. GT 16 ","direct migration background","208","0.842862834283193","0.797105273627516","0.88862039493887","2"
"No","2013","Couple + C. LE and GT 16","direct migration background","140","0.965999775539921","0.936997513889312","0.995002037190529","2"
"No","2013","Couple + C. LE and GT 16","indirect migration background","85","0.984016752985304","0.957664229042279","1.01036927692833","2"
"No","2013","Couple + C. GT 16 ","indirect migration background","132","0.955512315611459","0.920987938443902","0.990036692779016","2"
"No","2013","Couple + C. LE and GT 16","no migration background","661","0.933520885540441","0.915131883338322","0.951909887742559","2"
"Yes","2013","1-pers.-HH","no migration background","398","0.129684103756464","0.117972464854819","0.14139574265811","1"
"Yes","2013","1-pers.-HH","direct migration background","43","0.192183064135553","0.140699231997826","0.243666896273281","1"
"Yes","2013","1-pers.-HH","indirect migration background","10","","","","1"
"Yes","2013","(Married) couple without C. ","no migration background","698","0.100848015325706","0.0937796394933699","0.107916391158041","1"
"Yes","2013","(Married) couple without C. ","direct migration background","61","0.113598554144453","0.0874332674970145","0.139763840791891","1"
"Yes","2013","(Married) couple without C. ","indirect migration background","12","","","","1"
"Yes","2013","Single parent ","no migration background","93","0.0955991924001861","0.0766502573526394","0.114548127447733","1"
"Yes","2013","Single parent ","direct migration background","12","","","","1"
"Yes","2013","Single parent ","indirect migration background","8","","","","1"
"Yes","2013","Couple + C. LE 16 ","no migration background","105","0.0579509270986869","0.0482944142953105","0.0676074399020632","1"
"Yes","2013","Couple + C. LE 16 ","direct migration background","18","","","","1"
"Yes","2013","Couple + C. LE 16 ","indirect migration background","13","","","","1"
"Yes","2013","Couple + C. GT 16 ","no migration background","150","0.0654949756336722","0.0552816789462449","0.0757082723210994","1"
"Yes","2013","Couple + C. GT 16 ","direct migration background","35","0.157137165716807","0.11137960506113","0.202894726372484","1"
"Yes","2013","Couple + C. GT 16 ","indirect migration background","5","","","","1"
"Yes","2013","Couple + C. LE and GT 16","no migration background","44","0.0664791144595594","0.0480901122574405","0.0848681166616782","1"
"Yes","2013","Couple + C. LE and GT 16","direct migration background","10","","","","1"
"Yes","2013","Couple + C. LE and GT 16","indirect migration background","2","","","","1"
"No","2014","1-pers.-HH","direct migration background","","","","","2"
"No","2014","1-pers.-HH","no migration background","","","","","2"
"No","2014","(Married) couple without C. ","no migration background","","","","","2"
"No","2014","1-pers.-HH","indirect migration background","","","","","2"
"No","2014","(Married) couple without C. ","direct migration background","","","","","2"
"No","2014","(Married) couple without C. ","indirect migration background","","","","","2"
"No","2014","Single parent ","no migration background","","","","","2"
"No","2014","Single parent ","direct migration background","","","","","2"
"No","2014","Single parent ","indirect migration background","","","","","2"
"No","2014","Couple + C. LE 16 ","no migration background","","","","","2"
"No","2014","Couple + C. LE 16 ","direct migration background","","","","","2"
"No","2014","Couple + C. LE 16 ","indirect migration background","","","","","2"
"No","2014","Couple + C. GT 16 ","no migration background","","","","","2"
"No","2014","Couple + C. GT 16 ","direct migration background","","","","","2"
"No","2014","Couple + C. GT 16 ","indirect migration background","","","","","2"
"No","2014","Couple + C. LE and GT 16","no migration background","","","","","2"
"No","2014","Couple + C. LE and GT 16","direct migration background","","","","","2"
"No","2014","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Yes","2014","1-pers.-HH","no migration background","","","","","1"
"Yes","2014","1-pers.-HH","direct migration background","","","","","1"
"Yes","2014","1-pers.-HH","indirect migration background","","","","","1"
"Yes","2014","(Married) couple without C. ","no migration background","","","","","1"
"Yes","2014","(Married) couple without C. ","direct migration background","","","","","1"
"Yes","2014","(Married) couple without C. ","indirect migration background","","","","","1"
"Yes","2014","Single parent ","no migration background","","","","","1"
"Yes","2014","Single parent ","direct migration background","","","","","1"
"Yes","2014","Single parent ","indirect migration background","","","","","1"
"Yes","2014","Couple + C. LE 16 ","no migration background","","","","","1"
"Yes","2014","Couple + C. LE 16 ","direct migration background","","","","","1"
"Yes","2014","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Yes","2014","Couple + C. GT 16 ","no migration background","","","","","1"
"Yes","2014","Couple + C. GT 16 ","direct migration background","","","","","1"
"Yes","2014","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","no migration background","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"No","2015","(Married) couple without C. ","no migration background","5794","0.901601359526457","0.894320574534938","0.908882144517976","2"
"No","2015","1-pers.-HH","indirect migration background","144","0.924944387632368","0.883730112885865","0.96615866237887","2"
"No","2015","1-pers.-HH","no migration background","2601","0.866196247430999","0.854015964147505","0.878376530714493","2"
"No","2015","(Married) couple without C. ","direct migration background","786","0.877795032676647","0.85624106286879","0.899349002484504","2"
"No","2015","1-pers.-HH","direct migration background","323","0.869169420606548","0.834527317436618","0.903811523776477","2"
"No","2015","(Married) couple without C. ","indirect migration background","169","0.921175118037781","0.882449854425661","0.9599003816499","2"
"No","2015","Single parent ","no migration background","1568","0.885695344728002","0.871000487371416","0.900390202084587","2"
"No","2015","Single parent ","direct migration background","263","0.863717285772979","0.825022645601599","0.90241192594436","2"
"No","2015","Single parent ","indirect migration background","211","0.921257567526957","0.886220309624661","0.956294825429253","2"
"No","2015","Couple + C. LE 16 ","no migration background","3862","0.954867173470911","0.94849175591361","0.961242591028212","2"
"No","2015","Couple + C. LE 16 ","direct migration background","1448","0.962580156659833","0.953026537492877","0.97213377582679","2"
"No","2015","Couple + C. LE 16 ","indirect migration background","469","0.962851471766159","0.946190668083931","0.979512275448387","2"
"No","2015","Couple + C. GT 16 ","no migration background","2041","0.944479137489025","0.934855422623193","0.954102852354858","2"
"No","2015","Couple + C. GT 16 ","direct migration background","456","0.892913606496429","0.865890456914855","0.919936756078003","2"
"No","2015","Couple + C. GT 16 ","indirect migration background","218","0.972740990865055","0.951511112170676","0.993970869559435","2"
"No","2015","Couple + C. LE and GT 16","no migration background","1318","0.950439634494366","0.939087067936968","0.961792201051764","2"
"No","2015","Couple + C. LE and GT 16","direct migration background","478","0.906827286610664","0.881915555475165","0.931739017746163","2"
"No","2015","Couple + C. LE and GT 16","indirect migration background","222","0.963960741408637","0.939924879591013","0.987996603226261","2"
"Yes","2015","1-pers.-HH","no migration background","400","0.133803752569001","0.121623469285507","0.145984035852495","1"
"Yes","2015","1-pers.-HH","direct migration background","41","0.130830579393452","0.0961884762235226","0.165472682563382","1"
"Yes","2015","1-pers.-HH","indirect migration background","13","","","","1"
"Yes","2015","(Married) couple without C. ","no migration background","635","0.0983986404735431","0.0911178554820238","0.105679425465062","1"
"Yes","2015","(Married) couple without C. ","direct migration background","101","0.122204967323353","0.100650997515496","0.143758937131211","1"
"Yes","2015","(Married) couple without C. ","indirect migration background","17","","","","1"
"Yes","2015","Single parent ","no migration background","233","0.114304655271998","0.0996097979154129","0.128999512628584","1"
"Yes","2015","Single parent ","direct migration background","39","0.13628271422702","0.0975880740556396","0.174977354398401","1"
"Yes","2015","Single parent ","indirect migration background","16","","","","1"
"Yes","2015","Couple + C. LE 16 ","no migration background","211","0.0451328265290888","0.0387574089717882","0.0515082440863895","1"
"Yes","2015","Couple + C. LE 16 ","direct migration background","68","0.0374198433401667","0.0278662241732103","0.0469734625071231","1"
"Yes","2015","Couple + C. LE 16 ","indirect migration background","26","","","","1"
"Yes","2015","Couple + C. GT 16 ","no migration background","134","0.0555208625109748","0.0458971476451423","0.0651445773768073","1"
"Yes","2015","Couple + C. LE and GT 16","direct migration background","45","0.0931727133893362","0.0682609822538376","0.118084444524835","1"
"Yes","2015","Couple + C. GT 16 ","direct migration background","47","0.107086393503571","0.0800632439219971","0.134109543085145","1"
"Yes","2015","Couple + C. LE and GT 16","indirect migration background","9","","","","1"
"Yes","2015","Couple + C. LE and GT 16","no migration background","86","0.0495603655056339","0.0382077989482357","0.060912932063032","1"
"Yes","2015","Couple + C. GT 16 ","indirect migration background","8","","","","1"
"No","2016","1-pers.-HH","no migration background","","","","","2"
"No","2016","1-pers.-HH","direct migration background","","","","","2"
"No","2016","1-pers.-HH","indirect migration background","","","","","2"
"No","2016","(Married) couple without C. ","no migration background","","","","","2"
"No","2016","(Married) couple without C. ","direct migration background","","","","","2"
"No","2016","(Married) couple without C. ","indirect migration background","","","","","2"
"No","2016","Single parent ","no migration background","","","","","2"
"No","2016","Single parent ","direct migration background","","","","","2"
"No","2016","Single parent ","indirect migration background","","","","","2"
"No","2016","Couple + C. LE 16 ","no migration background","","","","","2"
"No","2016","Couple + C. LE 16 ","direct migration background","","","","","2"
"No","2016","Couple + C. LE 16 ","indirect migration background","","","","","2"
"No","2016","Couple + C. GT 16 ","no migration background","","","","","2"
"No","2016","Couple + C. GT 16 ","direct migration background","","","","","2"
"No","2016","Couple + C. GT 16 ","indirect migration background","","","","","2"
"No","2016","Couple + C. LE and GT 16","no migration background","","","","","2"
"No","2016","Couple + C. LE and GT 16","direct migration background","","","","","2"
"No","2016","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Yes","2016","1-pers.-HH","no migration background","","","","","1"
"Yes","2016","1-pers.-HH","direct migration background","","","","","1"
"Yes","2016","1-pers.-HH","indirect migration background","","","","","1"
"Yes","2016","(Married) couple without C. ","no migration background","","","","","1"
"Yes","2016","(Married) couple without C. ","direct migration background","","","","","1"
"Yes","2016","(Married) couple without C. ","indirect migration background","","","","","1"
"Yes","2016","Single parent ","no migration background","","","","","1"
"Yes","2016","Single parent ","direct migration background","","","","","1"
"Yes","2016","Single parent ","indirect migration background","","","","","1"
"Yes","2016","Couple + C. LE 16 ","no migration background","","","","","1"
"Yes","2016","Couple + C. LE 16 ","direct migration background","","","","","1"
"Yes","2016","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Yes","2016","Couple + C. GT 16 ","no migration background","","","","","1"
"Yes","2016","Couple + C. GT 16 ","direct migration background","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","no migration background","","","","","1"
"Yes","2016","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","direct migration background","","","","","1"
"No","2017","1-pers.-HH","no migration background","2912","0.881494026795776","0.870473359815923","0.89251469377563","2"
"No","2017","1-pers.-HH","direct migration background","401","0.856425660980521","0.824622308742114","0.888229013218928","2"
"No","2017","1-pers.-HH","indirect migration background","156","0.86225229045484","0.812044839231119","0.912459741678561","2"
"No","2017","(Married) couple without C. ","no migration background","6311","0.895814097821312","0.8886630195387","0.902965176103924","2"
"No","2017","(Married) couple without C. ","direct migration background","880","0.867544074111496","0.8466278166927","0.888460331530291","2"
"No","2017","(Married) couple without C. ","indirect migration background","213","0.92393355278425","0.890253206492841","0.957613899075659","2"
"No","2017","Single parent ","no migration background","1516","0.880960370826413","0.865740103901163","0.896180637751664","2"
"No","2017","Single parent ","direct migration background","245","0.841740929672189","0.799142159166248","0.88433970017813","2"
"No","2017","Single parent ","indirect migration background","201","0.890674566747138","0.849718731372228","0.931630402122049","2"
"No","2017","Couple + C. LE 16 ","no migration background","3694","0.959515711173808","0.953311743975333","0.965719678372283","2"
"No","2017","Couple + C. LE 16 ","direct migration background","1524","0.957500827921665","0.947610298995079","0.96739135684825","2"
"No","2017","Couple + C. LE 16 ","indirect migration background","456","0.957323902049317","0.939279338806898","0.975368465291736","2"
"No","2017","Couple + C. GT 16 ","no migration background","2319","0.933276719778653","0.923488972876697","0.94306446668061","2"
"No","2017","Couple + C. GT 16 ","direct migration background","482","0.896036468097238","0.870125249283179","0.921947686911298","2"
"No","2017","Couple + C. GT 16 ","indirect migration background","231","0.951174765215545","0.923910437062824","0.978439093368266","2"
"No","2017","Couple + C. LE and GT 16","no migration background","1411","0.943804938807964","0.932196805350933","0.955413072264994","2"
"No","2017","Couple + C. LE and GT 16","direct migration background","458","0.918372819130315","0.894277417904273","0.942468220356356","2"
"No","2017","Couple + C. LE and GT 16","indirect migration background","223","0.950645594230726","0.923184273268628","0.978106915192824","2"
"Yes","2017","1-pers.-HH","indirect migration background","25","","","","1"
"Yes","2017","(Married) couple without C. ","no migration background","700","0.104185902178688","0.0970348238960761","0.1113369804613","1"
"Yes","2017","1-pers.-HH","no migration background","392","0.118505973204224","0.10748530622437","0.129526640184077","1"
"Yes","2017","1-pers.-HH","direct migration background","66","0.143574339019479","0.111770986781072","0.175377691257886","1"
"Yes","2017","(Married) couple without C. ","direct migration background","129","0.132455925888504","0.111539668469709","0.1533721833073","1"
"Yes","2017","(Married) couple without C. ","indirect migration background","25","","","","1"
"Yes","2017","Single parent ","no migration background","223","0.119039629173587","0.103819362248336","0.134259896098837","1"
"Yes","2017","Single parent ","direct migration background","37","0.158259070327811","0.11566029982187","0.200857840833752","1"
"Yes","2017","Single parent ","indirect migration background","22","","","","1"
"Yes","2017","Couple + C. LE 16 ","no migration background","183","0.0404842888261923","0.0342803216277175","0.0466882560246671","1"
"Yes","2017","Couple + C. LE 16 ","direct migration background","74","0.0424991720783352","0.0326086431517498","0.0523897010049205","1"
"Yes","2017","Couple + C. LE 16 ","indirect migration background","26","","","","1"
"Yes","2017","Couple + C. GT 16 ","no migration background","178","0.0667232802213465","0.0569355333193902","0.0765110271233028","1"
"Yes","2017","Couple + C. LE and GT 16","no migration background","101","0.0561950611920362","0.0445869277350057","0.0678031946490667","1"
"Yes","2017","Couple + C. GT 16 ","direct migration background","51","0.103963531902762","0.0780523130887023","0.129874750716821","1"
"Yes","2017","Couple + C. GT 16 ","indirect migration background","9","","","","1"
"Yes","2017","Couple + C. LE and GT 16","direct migration background","38","0.0816271808696855","0.0575317796436439","0.105722582095727","1"
"Yes","2017","Couple + C. LE and GT 16","indirect migration background","16","","","","1"
"No","2018","1-pers.-HH","no migration background","","","","","2"
"No","2018","1-pers.-HH","direct migration background","","","","","2"
"No","2018","1-pers.-HH","indirect migration background","","","","","2"
"No","2018","(Married) couple without C. ","no migration background","","","","","2"
"No","2018","(Married) couple without C. ","direct migration background","","","","","2"
"No","2018","(Married) couple without C. ","indirect migration background","","","","","2"
"No","2018","Single parent ","no migration background","","","","","2"
"No","2018","Single parent ","direct migration background","","","","","2"
"No","2018","Single parent ","indirect migration background","","","","","2"
"No","2018","Couple + C. LE 16 ","no migration background","","","","","2"
"No","2018","Couple + C. LE 16 ","direct migration background","","","","","2"
"No","2018","Couple + C. LE 16 ","indirect migration background","","","","","2"
"No","2018","Couple + C. GT 16 ","no migration background","","","","","2"
"No","2018","Couple + C. GT 16 ","direct migration background","","","","","2"
"No","2018","Couple + C. GT 16 ","indirect migration background","","","","","2"
"No","2018","Couple + C. LE and GT 16","no migration background","","","","","2"
"No","2018","Couple + C. LE and GT 16","direct migration background","","","","","2"
"No","2018","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Yes","2018","1-pers.-HH","indirect migration background","","","","","1"
"Yes","2018","(Married) couple without C. ","no migration background","","","","","1"
"Yes","2018","Single parent ","no migration background","","","","","1"
"Yes","2018","Single parent ","direct migration background","","","","","1"
"Yes","2018","1-pers.-HH","no migration background","","","","","1"
"Yes","2018","1-pers.-HH","direct migration background","","","","","1"
"Yes","2018","(Married) couple without C. ","direct migration background","","","","","1"
"Yes","2018","(Married) couple without C. ","indirect migration background","","","","","1"
"Yes","2018","Single parent ","indirect migration background","","","","","1"
"Yes","2018","Couple + C. LE 16 ","no migration background","","","","","1"
"Yes","2018","Couple + C. LE 16 ","direct migration background","","","","","1"
"Yes","2018","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Yes","2018","Couple + C. GT 16 ","no migration background","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","no migration background","","","","","1"
"Yes","2018","Couple + C. GT 16 ","direct migration background","","","","","1"
"Yes","2018","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","direct migration background","","","","","1"
"No","2019","1-pers.-HH","no migration background","3142","0.871238472219447","0.860300474721714","0.882176469717179","2"
"No","2019","1-pers.-HH","direct migration background","370","0.846959589134542","0.813009523064808","0.880909655204275","2"
"No","2019","1-pers.-HH","indirect migration background","199","0.896701194391639","0.857109263152186","0.936293125631092","2"
"No","2019","(Married) couple without C. ","no migration background","6665","0.902528902497029","0.895743610395445","0.909314194598613","2"
"No","2019","(Married) couple without C. ","direct migration background","821","0.913794878414949","0.895775864153358","0.93181389267654","2"
"No","2019","(Married) couple without C. ","indirect migration background","249","0.883664106184408","0.846242363377167","0.921085848991649","2"
"No","2019","Single parent ","no migration background","1416","0.881687204075548","0.865801884007006","0.897572524144089","2"
"No","2019","Single parent ","direct migration background","241","0.861788210105013","0.820773801022476","0.902802619187551","2"
"No","2019","Single parent ","indirect migration background","200","0.961392463461004","0.935273174493452","0.987511752428557","2"
"No","2019","Couple + C. LE 16 ","no migration background","3414","0.951126311787285","0.944088265617294","0.958164357957276","2"
"No","2019","Couple + C. LE 16 ","direct migration background","1113","0.954382774541851","0.942452377770308","0.966313171313394","2"
"No","2019","Couple + C. LE 16 ","indirect migration background","396","0.961680228130304","0.943407980858185","0.979952475402423","2"
"No","2019","Couple + C. GT 16 ","no migration background","2119","0.911614667870315","0.900056717496295","0.923172618244335","2"
"No","2019","Couple + C. GT 16 ","direct migration background","378","0.841256950678412","0.80647316434146","0.876040737015364","2"
"No","2019","Couple + C. GT 16 ","indirect migration background","226","0.953219883368221","0.926335435943736","0.980104330792707","2"
"No","2019","Couple + C. LE and GT 16","no migration background","1371","0.942622337025936","0.930717556399699","0.954527117652173","2"
"No","2019","Couple + C. LE and GT 16","direct migration background","423","0.848804882417309","0.816032005548332","0.881577759286286","2"
"No","2019","Couple + C. LE and GT 16","indirect migration background","246","0.977662850376855","0.959836823346182","0.995488877407527","2"
"Yes","2019","1-pers.-HH","indirect migration background","28","","","","1"
"Yes","2019","(Married) couple without C. ","no migration background","675","0.097471097502971","0.0906858054013873","0.104256389604555","1"
"Yes","2019","Single parent ","no migration background","172","0.118312795924452","0.102427475855911","0.134198115992994","1"
"Yes","2019","Single parent ","direct migration background","31","0.138211789894987","0.0971973808124487","0.179226198977524","1"
"Yes","2019","Couple + C. LE 16 ","direct migration background","62","0.0456172254581489","0.0336868286866057","0.0575476222296921","1"
"Yes","2019","Couple + C. LE 16 ","indirect migration background","28","","","","1"
"Yes","2019","Couple + C. GT 16 ","no migration background","198","0.088385332129685","0.0768273817556648","0.0999432825037051","1"
"Yes","2019","1-pers.-HH","no migration background","460","0.128761527780553","0.117823530282821","0.139699525278286","1"
"Yes","2019","1-pers.-HH","direct migration background","62","0.153040410865458","0.119090344795725","0.186990476935192","1"
"Yes","2019","Couple + C. LE and GT 16","no migration background","95","0.0573776629740639","0.0454728823478266","0.0692824436003011","1"
"Yes","2019","(Married) couple without C. ","direct migration background","111","0.0862051215850509","0.0681861073234602","0.104224135846642","1"
"Yes","2019","(Married) couple without C. ","indirect migration background","33","0.116335893815592","0.0789141510083507","0.153757636622833","1"
"Yes","2019","Single parent ","indirect migration background","9","","","","1"
"Yes","2019","Couple + C. LE 16 ","no migration background","191","0.0488736882127151","0.0418356420427241","0.0559117343827062","1"
"Yes","2019","Couple + C. GT 16 ","direct migration background","46","0.158743049321588","0.123959262984636","0.19352683565854","1"
"Yes","2019","Couple + C. GT 16 ","indirect migration background","11","","","","1"
"Yes","2019","Couple + C. LE and GT 16","indirect migration background","18","","","","1"
"Yes","2019","Couple + C. LE and GT 16","direct migration background","36","0.151195117582691","0.118422240713714","0.183967994451668","1"
