"ple0011","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2015","no migration background","general elemantary","1409","0.867723679508869","0.851174863386365","0.884272495631372","2"
"No","2015","no migration background","middle vocational","8622","0.895221194650846","0.889081863719925","0.901360525581768","2"
"No","2015","no migration background","vocational + Abi","1140","0.940993121288295","0.927813787627059","0.954172454949531","2"
"Yes","2015","indirect migration background","general elemantary","24","","","","1"
"Yes","2015","indirect migration background","middle vocational","36","0.056376661154321","0.0388068089178814","0.0739465133907606","1"
"Yes","2015","indirect migration background","vocational + Abi","7","","","","1"
"Yes","2015","indirect migration background","higher vocational","8","","","","1"
"Yes","2015","indirect migration background","higher education","10","","","","1"
"Yes","2015","direct migration background","general elemantary","71","0.11849916860699","0.0956709646943801","0.1413273725196","1"
"Yes","2015","direct migration background","middle vocational","107","0.0860282691575434","0.07178572035167","0.100270817963417","1"
"Yes","2015","direct migration background","vocational + Abi","60","0.0995951178622923","0.0760234565796556","0.123166779144929","1"
"Yes","2015","direct migration background","higher vocational","9","","","","1"
"Yes","2015","no migration background","in school","2","","","","1"
"Yes","2015","no migration background","inadequately","16","","","","1"
"Yes","2015","no migration background","general elemantary","201","0.132276320491131","0.115727504368628","0.148825136613635","1"
"Yes","2015","no migration background","middle vocational","938","0.104778805349153","0.0986394744182322","0.110918136280075","1"
"Yes","2015","direct migration background","higher education","78","0.0671890369620227","0.051490946114646","0.0828871278093994","1"
"Yes","2015","indirect migration background","in school","4","","","","1"
"Yes","2015","indirect migration background","inadequately","3","","","","1"
"Yes","2015","no migration background","vocational + Abi","88","0.0590068787117051","0.0458275450504688","0.0721862123729413","1"
"Yes","2015","no migration background","higher vocational","123","0.107388748694736","0.09103002400622","0.123747473383251","1"
"Yes","2015","no migration background","higher education","341","0.0668155014170681","0.0596469581061679","0.0739840447279682","1"
"Yes","2015","direct migration background","inadequately","32","0.24989679353107","0.192291939974423","0.307501647087717","1"
"Yes","2015","direct migration background","in school","","","","","1"
"No","2016","direct migration background","middle vocational","","","","","2"
"No","2016","direct migration background","general elemantary","","","","","2"
"No","2016","direct migration background","vocational + Abi","","","","","2"
"No","2016","direct migration background","higher vocational","","","","","2"
"No","2016","direct migration background","higher education","","","","","2"
"No","2016","no migration background","higher vocational","","","","","2"
"No","2016","no migration background","higher education","","","","","2"
"No","2016","direct migration background","in school","","","","","2"
"No","2016","direct migration background","inadequately","","","","","2"
"No","2016","indirect migration background","in school","","","","","2"
"No","2016","indirect migration background","inadequately","","","","","2"
"No","2016","indirect migration background","general elemantary","","","","","2"
"No","2016","indirect migration background","middle vocational","","","","","2"
"No","2016","indirect migration background","vocational + Abi","","","","","2"
"No","2016","indirect migration background","higher vocational","","","","","2"
"No","2016","indirect migration background","higher education","","","","","2"
"No","2016","no migration background","in school","","","","","2"
"No","2016","no migration background","inadequately","","","","","2"
"No","2016","no migration background","general elemantary","","","","","2"
"No","2016","no migration background","middle vocational","","","","","2"
"No","2016","no migration background","vocational + Abi","","","","","2"
"Yes","2016","indirect migration background","general elemantary","","","","","1"
"Yes","2016","indirect migration background","middle vocational","","","","","1"
"Yes","2016","indirect migration background","vocational + Abi","","","","","1"
"Yes","2016","indirect migration background","higher vocational","","","","","1"
"Yes","2016","indirect migration background","higher education","","","","","1"
"Yes","2016","no migration background","higher education","","","","","1"
"Yes","2016","direct migration background","in school","","","","","1"
"Yes","2016","direct migration background","inadequately","","","","","1"
"Yes","2016","direct migration background","general elemantary","","","","","1"
"Yes","2016","direct migration background","middle vocational","","","","","1"
"Yes","2016","direct migration background","vocational + Abi","","","","","1"
"Yes","2016","direct migration background","higher vocational","","","","","1"
"Yes","2016","no migration background","in school","","","","","1"
"Yes","2016","no migration background","higher vocational","","","","","1"
"Yes","2016","direct migration background","higher education","","","","","1"
"Yes","2016","no migration background","inadequately","","","","","1"
"Yes","2016","no migration background","general elemantary","","","","","1"
"Yes","2016","no migration background","middle vocational","","","","","1"
"Yes","2016","indirect migration background","in school","","","","","1"
"Yes","2016","indirect migration background","inadequately","","","","","1"
"Yes","2016","no migration background","vocational + Abi","","","","","1"
"No","2017","no migration background","higher education","4699","0.926748192765468","0.919581239786586","0.93391514574435","2"
"No","2017","direct migration background","in school","34","1","1","1","2"
"No","2017","no migration background","higher vocational","1272","0.897025912950756","0.881082846674448","0.912968979227063","2"
"No","2017","indirect migration background","higher vocational","49","0.855555487001457","0.765854607724621","0.945256366278294","2"
"No","2017","indirect migration background","higher education","269","0.929236697465659","0.899413366786601","0.959060028144716","2"
"No","2017","direct migration background","inadequately","217","0.845218925264343","0.800293525244072","0.890144325284614","2"
"No","2017","direct migration background","general elemantary","689","0.867139191867513","0.843102396912374","0.891175986822652","2"
"No","2017","direct migration background","middle vocational","1414","0.913399502128754","0.899398058326342","0.927400945931165","2"
"No","2017","no migration background","in school","280","0.963309430410204","0.94167182358847","0.984947037231938","2"
"No","2017","no migration background","inadequately","148","0.863474807062334","0.811709836222991","0.915239777901677","2"
"No","2017","no migration background","general elemantary","1525","0.879763842999824","0.864388997840691","0.895138688158956","2"
"No","2017","no migration background","middle vocational","8919","0.899581937388898","0.893650966004536","0.90551290877326","2"
"No","2017","no migration background","vocational + Abi","1330","0.917107171786426","0.902876218783247","0.931338124789605","2"
"No","2017","indirect migration background","vocational + Abi","123","0.973227697658262","0.945480028641937","1.00097536667459","2"
"No","2017","direct migration background","vocational + Abi","587","0.898564517215735","0.875426358292887","0.921702676138584","2"
"No","2017","direct migration background","higher vocational","83","0.876982136511629","0.809497197687245","0.944467075336014","2"
"No","2017","direct migration background","higher education","1094","0.889594995779695","0.871811447670843","0.907378543888547","2"
"No","2017","indirect migration background","in school","85","0.935803707635708","0.884593786284886","0.987013628986531","2"
"No","2017","indirect migration background","inadequately","32","0.874558730644534","0.770607293628141","0.978510167660928","2"
"No","2017","indirect migration background","general elemantary","249","0.920016838099592","0.88829983801559","0.951733838183595","2"
"No","2017","indirect migration background","middle vocational","666","0.908800616722389","0.887801078269312","0.929800155175466","2"
"Yes","2017","indirect migration background","general elemantary","32","0.0799831619004078","0.0482661618164053","0.11170016198441","1"
"Yes","2017","indirect migration background","middle vocational","56","0.0911993832776111","0.0701998448245338","0.112198921730688","1"
"Yes","2017","indirect migration background","vocational + Abi","7","","","","1"
"Yes","2017","indirect migration background","higher vocational","10","","","","1"
"Yes","2017","indirect migration background","higher education","15","","","","1"
"Yes","2017","direct migration background","vocational + Abi","67","0.101435482784265","0.0782973238614161","0.124573641707113","1"
"Yes","2017","direct migration background","higher vocational","8","","","","1"
"Yes","2017","direct migration background","higher education","99","0.110405004220305","0.0926214561114526","0.128188552329157","1"
"Yes","2017","indirect migration background","in school","3","","","","1"
"Yes","2017","indirect migration background","inadequately","7","","","","1"
"Yes","2017","no migration background","middle vocational","946","0.100418062611102","0.0944870912267399","0.106349033995464","1"
"Yes","2017","no migration background","vocational + Abi","112","0.0828928282135739","0.0686618752103949","0.0971237812167529","1"
"Yes","2017","no migration background","higher vocational","124","0.102974087049244","0.0870310207729365","0.118917153325552","1"
"Yes","2017","no migration background","higher education","378","0.0732518072345319","0.0660848542556501","0.0804187602134136","1"
"Yes","2017","direct migration background","in school","","","","","1"
"Yes","2017","direct migration background","inadequately","32","0.154781074735657","0.109855674715386","0.199706474755928","1"
"Yes","2017","direct migration background","general elemantary","77","0.132860808132487","0.108824013177348","0.156897603087626","1"
"Yes","2017","no migration background","general elemantary","194","0.120236157000176","0.104861311841044","0.135611002159309","1"
"Yes","2017","direct migration background","middle vocational","136","0.0866004978712462","0.0725990540688347","0.100601941673658","1"
"Yes","2017","no migration background","inadequately","21","","","","1"
"Yes","2017","no migration background","in school","10","","","","1"
"No","2018","no migration background","general elemantary","","","","","2"
"No","2018","no migration background","middle vocational","","","","","2"
"No","2018","no migration background","vocational + Abi","","","","","2"
"No","2018","no migration background","higher vocational","","","","","2"
"No","2018","no migration background","higher education","","","","","2"
"No","2018","direct migration background","in school","","","","","2"
"No","2018","no migration background","in school","","","","","2"
"No","2018","no migration background","inadequately","","","","","2"
"No","2018","indirect migration background","inadequately","","","","","2"
"No","2018","indirect migration background","general elemantary","","","","","2"
"No","2018","indirect migration background","middle vocational","","","","","2"
"No","2018","indirect migration background","vocational + Abi","","","","","2"
"No","2018","indirect migration background","higher vocational","","","","","2"
"No","2018","indirect migration background","higher education","","","","","2"
"No","2018","direct migration background","inadequately","","","","","2"
"No","2018","direct migration background","general elemantary","","","","","2"
"No","2018","direct migration background","middle vocational","","","","","2"
"No","2018","direct migration background","vocational + Abi","","","","","2"
"No","2018","direct migration background","higher vocational","","","","","2"
"No","2018","direct migration background","higher education","","","","","2"
"No","2018","indirect migration background","in school","","","","","2"
"Yes","2018","indirect migration background","higher vocational","","","","","1"
"Yes","2018","indirect migration background","higher education","","","","","1"
"Yes","2018","indirect migration background","general elemantary","","","","","1"
"Yes","2018","indirect migration background","middle vocational","","","","","1"
"Yes","2018","indirect migration background","vocational + Abi","","","","","1"
"Yes","2018","indirect migration background","in school","","","","","1"
"Yes","2018","indirect migration background","inadequately","","","","","1"
"Yes","2018","direct migration background","vocational + Abi","","","","","1"
"Yes","2018","direct migration background","higher vocational","","","","","1"
"Yes","2018","direct migration background","higher education","","","","","1"
"Yes","2018","no migration background","in school","","","","","1"
"Yes","2018","no migration background","inadequately","","","","","1"
"Yes","2018","no migration background","general elemantary","","","","","1"
"Yes","2018","no migration background","middle vocational","","","","","1"
"Yes","2018","no migration background","vocational + Abi","","","","","1"
"Yes","2018","no migration background","higher vocational","","","","","1"
"Yes","2018","no migration background","higher education","","","","","1"
"Yes","2018","direct migration background","in school","","","","","1"
"Yes","2018","direct migration background","general elemantary","","","","","1"
"Yes","2018","direct migration background","middle vocational","","","","","1"
"Yes","2018","direct migration background","inadequately","","","","","1"
"No","2019","no migration background","in school","200","0.990890150957898","0.977852439857762","1.00392786205803","2"
"No","2019","no migration background","inadequately","127","0.853316246927846","0.79631777047769","0.910314723378002","2"
"No","2019","no migration background","general elemantary","1421","0.877949341873953","0.86185434361609","0.894044340131815","2"
"No","2019","no migration background","middle vocational","8315","0.892348977827371","0.886027340159446","0.898670615495296","2"
"No","2019","no migration background","vocational + Abi","1393","0.913840224238489","0.899682583540789","0.92799786493619","2"
"No","2019","no migration background","higher vocational","1389","0.906765565448986","0.892162843372356","0.921368287525616","2"
"No","2019","no migration background","higher education","5179","0.920599656789033","0.913529281387875","0.927670032190191","2"
"No","2019","direct migration background","in school","45","1","1","1","2"
"No","2019","direct migration background","inadequately","172","0.822069237281054","0.769586953420545","0.874551521141563","2"
"No","2019","direct migration background","general elemantary","522","0.842564265188621","0.813275029132697","0.871853501244545","2"
"No","2019","direct migration background","middle vocational","1124","0.906447233462037","0.890199600766842","0.922694866157233","2"
"No","2019","direct migration background","vocational + Abi","475","0.91348546576999","0.889369303500733","0.937601628039248","2"
"No","2019","direct migration background","higher vocational","68","0.980562790770854","0.949107993495899","1.01201758804581","2"
"No","2019","direct migration background","higher education","975","0.898748410473226","0.880665046194965","0.916831774751488","2"
"No","2019","indirect migration background","in school","81","0.979696296101013","0.949169970408109","1.01022262179392","2"
"No","2019","indirect migration background","inadequately","30","0.805284975733965","0.681008102701799","0.929561848766131","2"
"No","2019","indirect migration background","general elemantary","214","0.909857287991454","0.873549391420387","0.946165184562521","2"
"No","2019","indirect migration background","middle vocational","621","0.945120363542893","0.92784969962723","0.962391027458556","2"
"No","2019","indirect migration background","vocational + Abi","130","0.951645914482902","0.916363507952592","0.986928321013211","2"
"No","2019","indirect migration background","higher vocational","67","0.945264173969897","0.893785198304307","0.996743149635487","2"
"No","2019","indirect migration background","higher education","314","0.903855600858088","0.872382128324523","0.935329073391653","2"
"Yes","2019","indirect migration background","higher vocational","8","","","","1"
"Yes","2019","indirect migration background","higher education","23","","","","1"
"Yes","2019","indirect migration background","middle vocational","47","0.0548796364571069","0.0376089725414436","0.0721503003727702","1"
"Yes","2019","indirect migration background","vocational + Abi","12","","","","1"
"Yes","2019","indirect migration background","general elemantary","25","","","","1"
"Yes","2019","indirect migration background","inadequately","9","","","","1"
"Yes","2019","indirect migration background","in school","1","","","","1"
"Yes","2019","direct migration background","higher vocational","6","","","","1"
"Yes","2019","direct migration background","higher education","94","0.101251589526774","0.0831682252485121","0.119334953805036","1"
"Yes","2019","no migration background","in school","4","","","","1"
"Yes","2019","direct migration background","vocational + Abi","47","0.0865145342300096","0.062398371960752","0.110630696499267","1"
"Yes","2019","no migration background","inadequately","21","","","","1"
"Yes","2019","no migration background","general elemantary","168","0.122050658126047","0.105955659868185","0.13814565638391","1"
"Yes","2019","no migration background","middle vocational","919","0.107651022172629","0.101329384504704","0.113972659840554","1"
"Yes","2019","direct migration background","general elemantary","72","0.157435734811379","0.128146498755455","0.186724970867303","1"
"Yes","2019","no migration background","vocational + Abi","116","0.0861597757615107","0.0720021350638104","0.100317416459211","1"
"Yes","2019","no migration background","higher education","438","0.0794003432109671","0.072329967809809","0.0864707186121252","1"
"Yes","2019","direct migration background","middle vocational","110","0.0935527665379628","0.0773051338427673","0.109800399233158","1"
"Yes","2019","direct migration background","in school","","","","","1"
"Yes","2019","direct migration background","inadequately","32","0.177930762718946","0.125448478858437","0.230413046579455","1"
"Yes","2019","no migration background","higher vocational","134","0.0932344345510141","0.0786317124743845","0.107837156627644","1"
