"ple0011","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","2015","Couple + C. LE and GT 16","Rural Area","40","1","1","1"
"Yes","2016","1-pers.-HH","Urban Area","","","",""
"Yes","2016","1-pers.-HH","Rural Area","","","",""
"Yes","2016","(Married) couple without C. ","Urban Area","","","",""
"Yes","2016","(Married) couple without C. ","Rural Area","","","",""
"Yes","2016","Single parent ","Urban Area","","","",""
"Yes","2016","Single parent ","Rural Area","","","",""
"Yes","2016","Couple + C. LE 16 ","Urban Area","","","",""
"Yes","2016","Couple + C. LE 16 ","Rural Area","","","",""
"Yes","2016","Couple + C. GT 16 ","Urban Area","","","",""
"Yes","2016","Couple + C. GT 16 ","Rural Area","","","",""
"Yes","2016","Couple + C. LE and GT 16","Urban Area","","","",""
"Yes","2016","Couple + C. LE and GT 16","Rural Area","","","",""
"Yes","2017","1-pers.-HH","Urban Area","314","1","1","1"
"Yes","2017","1-pers.-HH","Rural Area","169","1","1","1"
"Yes","2017","(Married) couple without C. ","Urban Area","532","1","1","1"
"Yes","2017","(Married) couple without C. ","Rural Area","322","1","1","1"
"Yes","2017","Single parent ","Urban Area","198","1","1","1"
"Yes","2017","Single parent ","Rural Area","84","1","1","1"
"Yes","2017","Couple + C. LE 16 ","Urban Area","192","1","1","1"
"Yes","2017","Couple + C. LE 16 ","Rural Area","91","1","1","1"
"Yes","2017","Couple + C. GT 16 ","Urban Area","158","1","1","1"
"Yes","2017","Couple + C. GT 16 ","Rural Area","80","1","1","1"
"Yes","2017","Couple + C. LE and GT 16","Urban Area","112","1","1","1"
"Yes","2017","Couple + C. LE and GT 16","Rural Area","43","1","1","1"
"Yes","2018","1-pers.-HH","Urban Area","","","",""
"Yes","2018","1-pers.-HH","Rural Area","","","",""
"Yes","2018","(Married) couple without C. ","Urban Area","","","",""
"Yes","2018","(Married) couple without C. ","Rural Area","","","",""
"Yes","2018","Single parent ","Urban Area","","","",""
"Yes","2018","Single parent ","Rural Area","","","",""
"Yes","2018","Couple + C. LE 16 ","Urban Area","","","",""
"Yes","2018","Couple + C. LE 16 ","Rural Area","","","",""
"Yes","2018","Couple + C. GT 16 ","Urban Area","","","",""
"Yes","2018","Couple + C. GT 16 ","Rural Area","","","",""
"Yes","2018","Couple + C. LE and GT 16","Urban Area","","","",""
"Yes","2018","Couple + C. LE and GT 16","Rural Area","","","",""
"Yes","2019","1-pers.-HH","Urban Area","314","1","1","1"
"Yes","2019","1-pers.-HH","Rural Area","170","1","1","1"
"Yes","2019","(Married) couple without C. ","Urban Area","472","1","1","1"
"Yes","2019","(Married) couple without C. ","Rural Area","286","1","1","1"
"Yes","2019","Single parent ","Urban Area","130","1","1","1"
"Yes","2019","Single parent ","Rural Area","64","1","1","1"
"Yes","2019","Couple + C. LE 16 ","Urban Area","191","1","1","1"
"Yes","2019","Couple + C. LE 16 ","Rural Area","79","1","1","1"
"Yes","2019","Couple + C. GT 16 ","Urban Area","162","1","1","1"
"Yes","2019","Couple + C. GT 16 ","Rural Area","85","1","1","1"
"Yes","2019","Couple + C. LE and GT 16","Urban Area","102","1","1","1"
"Yes","2019","Couple + C. LE and GT 16","Rural Area","43","1","1","1"
