"ple0011","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2017","Couple + C. LE 16 ","Male","140","0.0397598741535564","0.0325276560973354","0.0469920922097774","1"
"Yes","2017","Couple + C. LE 16 ","Female","143","0.0424432103440348","0.0354064544005931","0.0494799662874766","1"
"Yes","2017","Couple + C. GT 16 ","Female","132","0.082011469856527","0.0685501521982761","0.0954727875147779","1"
"Yes","2017","Couple + C. GT 16 ","Male","106","0.0621039929839215","0.0505426717136504","0.0736653142541926","1"
"Yes","2017","Couple + C. LE and GT 16","Male","74","0.0631868257953272","0.0488221093354318","0.0775515422552226","1"
"Yes","2017","Couple + C. LE and GT 16","Female","81","0.0597883271381752","0.0460552971593648","0.0735213571169857","1"
"Yes","2017","1-pers.-HH","Female","329","0.153391486803028","0.138414562191483","0.168368411414574","1"
"Yes","2017","(Married) couple without C. ","Male","345","0.0900756026568121","0.0813049187023192","0.0988462866113049","1"
"Yes","2017","(Married) couple without C. ","Female","509","0.124713033953643","0.114679088375676","0.134746979531611","1"
"Yes","2017","1-pers.-HH","Male","154","0.0841668285680148","0.0710763691603468","0.0972572879756828","1"
"No","2018","1-pers.-HH","Male","","","","","2"
"No","2018","1-pers.-HH","Female","","","","","2"
"No","2018","(Married) couple without C. ","Male","","","","","2"
"No","2018","(Married) couple without C. ","Female","","","","","2"
"No","2018","Single parent ","Male","","","","","2"
"No","2018","Single parent ","Female","","","","","2"
"No","2018","Couple + C. LE 16 ","Male","","","","","2"
"No","2018","Couple + C. LE 16 ","Female","","","","","2"
"No","2018","Couple + C. GT 16 ","Male","","","","","2"
"No","2018","Couple + C. GT 16 ","Female","","","","","2"
"No","2018","Couple + C. LE and GT 16","Male","","","","","2"
"No","2018","Couple + C. LE and GT 16","Female","","","","","2"
"Yes","2018","Single parent ","Male","","","","","1"
"Yes","2018","Single parent ","Female","","","","","1"
"Yes","2018","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2018","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","Female","","","","","1"
"Yes","2018","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2018","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2018","1-pers.-HH","Male","","","","","1"
"Yes","2018","1-pers.-HH","Female","","","","","1"
"Yes","2018","(Married) couple without C. ","Female","","","","","1"
"Yes","2018","(Married) couple without C. ","Male","","","","","1"
"No","2019","1-pers.-HH","Male","1734","0.895358700627212","0.881738066818231","0.908979334436193","2"
"No","2019","1-pers.-HH","Female","1971","0.848384182778242","0.833774488419454","0.862993877137029","2"
"No","2019","(Married) couple without C. ","Male","4025","0.918674877643254","0.910568999718317","0.92678075556819","2"
"No","2019","(Married) couple without C. ","Female","3710","0.887907928490002","0.878349823989128","0.897466032990876","2"
"No","2019","Single parent ","Male","543","0.928452196944103","0.907458605812098","0.949445788076108","2"
"No","2019","Single parent ","Female","1314","0.864788168966308","0.84741964313485","0.882156694797767","2"
"No","2019","Couple + C. LE 16 ","Male","2396","0.950944477154854","0.942549945992865","0.959339008316843","2"
"No","2019","Couple + C. LE 16 ","Female","2527","0.954500788098279","0.946582783738906","0.962418792457652","2"
"No","2019","Couple + C. GT 16 ","Male","1433","0.902342035544049","0.887568595951475","0.917115475136623","2"
"No","2019","Couple + C. GT 16 ","Female","1290","0.904457595992725","0.889205543474309","0.91970964851114","2"
"No","2019","Couple + C. LE and GT 16","Male","1007","0.925924221058663","0.910283164901852","0.941565277215474","2"
"No","2019","Couple + C. LE and GT 16","Female","1033","0.919664563465141","0.903688712419229","0.935640414511054","2"
"Yes","2019","Single parent ","Male","36","0.071547803055897","0.0505542119238917","0.0925413941879023","1"
"Yes","2019","Single parent ","Female","175","0.135211831033692","0.117843305202233","0.15258035686515","1"
"Yes","2019","Couple + C. LE 16 ","Male","147","0.0490555228451459","0.0406609916831568","0.057450054007135","1"
"Yes","2019","Couple + C. LE 16 ","Female","134","0.0454992119017209","0.0375812075423482","0.0534172162610936","1"
"Yes","2019","1-pers.-HH","Male","206","0.104641299372788","0.0910206655638069","0.118261933181769","1"
"Yes","2019","Couple + C. GT 16 ","Female","137","0.0955424040072754","0.0802903514888596","0.110794456525691","1"
"Yes","2019","Couple + C. LE and GT 16","Female","79","0.0803354365348586","0.0643595854889456","0.0963112875807715","1"
"Yes","2019","1-pers.-HH","Female","344","0.151615817221758","0.137006122862971","0.166225511580546","1"
"Yes","2019","Couple + C. GT 16 ","Male","118","0.0976579644559515","0.0828845248633775","0.112431404048526","1"
"Yes","2019","(Married) couple without C. ","Female","475","0.112092071509998","0.102533967009124","0.121650176010872","1"
"Yes","2019","(Married) couple without C. ","Male","343","0.0813251223567462","0.0732192444318095","0.0894310002816828","1"
"Yes","2019","Couple + C. LE and GT 16","Male","70","0.0740757789413366","0.0584347227845255","0.0897168350981477","1"
