"ple0011","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2013","16-34 y.","Rural Area","1112","0.976509709402235","0.967729447843712","0.985289970960757","2"
"No","2013","35-65 y.","Urban Area","5745","0.875927716617569","0.867882462699183","0.883972970535955","2"
"No","2013","35-65 y.","Rural Area","3449","0.900034841196031","0.890510398040472","0.90955928435159","2"
"No","2013","66 and older","Urban Area","2889","0.873242313447468","0.861837316624112","0.884647310270824","2"
"No","2013","66 and older","Rural Area","1535","0.880113089317373","0.864819693311563","0.895406485323183","2"
"Yes","2013","16-34 y.","Urban Area","78","0.0338525579727783","0.0268551496949335","0.0408499662506231","1"
"Yes","2013","16-34 y.","Rural Area","31","0.0234902905977653","0.0147100290392432","0.0322705521562875","1"
"Yes","2013","35-65 y.","Urban Area","705","0.124072283382431","0.116027029464045","0.132117537300817","1"
"Yes","2013","35-65 y.","Rural Area","361","0.099965158803969","0.09044071564841","0.109489601959528","1"
"Yes","2013","66 and older","Urban Area","380","0.126757686552532","0.115352689729176","0.138162683375888","1"
"Yes","2013","66 and older","Rural Area","198","0.119886910682627","0.104593514676817","0.135180306688436","1"
"No","2014","16-34 y.","Urban Area","","","","","2"
"No","2014","16-34 y.","Rural Area","","","","","2"
"No","2014","35-65 y.","Urban Area","","","","","2"
"No","2014","35-65 y.","Rural Area","","","","","2"
"No","2014","66 and older","Urban Area","","","","","2"
"No","2014","66 and older","Rural Area","","","","","2"
"Yes","2014","16-34 y.","Urban Area","","","","","1"
"Yes","2014","16-34 y.","Rural Area","","","","","1"
"Yes","2014","35-65 y.","Urban Area","","","","","1"
"Yes","2014","35-65 y.","Rural Area","","","","","1"
"Yes","2014","66 and older","Urban Area","","","","","1"
"Yes","2014","66 and older","Rural Area","","","","","1"
"No","2015","16-34 y.","Urban Area","3792","0.970722071218482","0.965455376161994","0.97598876627497","2"
"No","2015","16-34 y.","Rural Area","1763","0.965224253128368","0.95683929745073","0.973609208806006","2"
"No","2015","35-65 y.","Urban Area","8393","0.891492026627044","0.885175288870583","0.897808764383505","2"
"No","2015","35-65 y.","Rural Area","4646","0.900886142763726","0.892713966488559","0.909058319038894","2"
"No","2015","66 and older","Urban Area","2798","0.875363339945697","0.86388669141067","0.886839988480725","2"
"No","2015","66 and older","Rural Area","1579","0.873168271429554","0.857660581695273","0.888675961163836","2"
"Yes","2015","16-34 y.","Urban Area","144","0.0292779287815182","0.0240112337250302","0.0345446238380061","1"
"Yes","2015","16-34 y.","Rural Area","71","0.0347757468716318","0.0263907911939938","0.0431607025492697","1"
"Yes","2015","35-65 y.","Urban Area","920","0.108507973372956","0.102191235616495","0.114824711129417","1"
"Yes","2015","35-65 y.","Rural Area","490","0.0991138572362736","0.0909416809611062","0.107286033511441","1"
"Yes","2015","66 and older","Urban Area","384","0.124636660054302","0.113160011519275","0.13611330858933","1"
"Yes","2015","66 and older","Rural Area","190","0.126831728570446","0.111324038836164","0.142339418304727","1"
"No","2016","16-34 y.","Urban Area","","","","","2"
"No","2016","16-34 y.","Rural Area","","","","","2"
"No","2016","35-65 y.","Urban Area","","","","","2"
"No","2016","35-65 y.","Rural Area","","","","","2"
"No","2016","66 and older","Urban Area","","","","","2"
"No","2016","66 and older","Rural Area","","","","","2"
"Yes","2016","16-34 y.","Urban Area","","","","","1"
"Yes","2016","16-34 y.","Rural Area","","","","","1"
"Yes","2016","35-65 y.","Urban Area","","","","","1"
"Yes","2016","35-65 y.","Rural Area","","","","","1"
"Yes","2016","66 and older","Urban Area","","","","","1"
"Yes","2016","66 and older","Rural Area","","","","","1"
"No","2017","16-34 y.","Urban Area","4063","0.962360214007177","0.956628790269165","0.968091637745189","2"
"No","2017","16-34 y.","Rural Area","1927","0.957337172670332","0.948499958085597","0.966174387255068","2"
"No","2017","35-65 y.","Urban Area","8836","0.889056254450505","0.882863787832402","0.895248721068608","2"
"No","2017","35-65 y.","Rural Area","5041","0.891448529329445","0.883274794908056","0.899622263750835","2"
"No","2017","66 and older","Urban Area","2805","0.883661454154924","0.872471662054231","0.894851246255617","2"
"No","2017","66 and older","Rural Area","1673","0.875716947124526","0.860800254712577","0.890633639536475","2"
"Yes","2017","16-34 y.","Urban Area","173","0.0376397859928225","0.0319083622548104","0.0433712097308346","1"
"Yes","2017","16-34 y.","Rural Area","82","0.0426628273296675","0.033825612744932","0.051500041914403","1"
"Yes","2017","35-65 y.","Urban Area","1045","0.110943745549495","0.104751278931392","0.117136212167598","1"
"Yes","2017","35-65 y.","Rural Area","523","0.108551470670555","0.100377736249165","0.116725205091944","1"
"Yes","2017","66 and older","Urban Area","349","0.116338545845076","0.105148753744383","0.127528337945769","1"
"Yes","2017","66 and older","Rural Area","206","0.124283052875474","0.109366360463525","0.139199745287423","1"
"No","2018","16-34 y.","Urban Area","","","","","2"
"No","2018","16-34 y.","Rural Area","","","","","2"
"No","2018","35-65 y.","Urban Area","","","","","2"
"No","2018","35-65 y.","Rural Area","","","","","2"
"No","2018","66 and older","Urban Area","","","","","2"
"No","2018","66 and older","Rural Area","","","","","2"
"Yes","2018","16-34 y.","Urban Area","","","","","1"
"Yes","2018","16-34 y.","Rural Area","","","","","1"
"Yes","2018","35-65 y.","Urban Area","","","","","1"
"Yes","2018","35-65 y.","Rural Area","","","","","1"
"Yes","2018","66 and older","Urban Area","","","","","1"
"Yes","2018","66 and older","Rural Area","","","","","1"
"No","2019","16-34 y.","Urban Area","3271","0.951985173385756","0.944828182582669","0.959142164188843","2"
"No","2019","16-34 y.","Rural Area","1583","0.955127603817886","0.945111146850907","0.965144060784864","2"
"No","2019","35-65 y.","Urban Area","8081","0.89117272872234","0.884734142230898","0.897611315213783","2"
"No","2019","35-65 y.","Rural Area","4850","0.895089681448042","0.886867585154329","0.903311777741754","2"
"No","2019","66 and older","Urban Area","2723","0.879440808079351","0.867905747029115","0.890975869129587","2"
"No","2019","66 and older","Rural Area","1691","0.873769408244857","0.858851932313858","0.888686884175857","2"
"Yes","2019","16-34 y.","Urban Area","157","0.048014826614244","0.0408578358111571","0.0551718174173308","1"
"Yes","2019","16-34 y.","Rural Area","58","0.0448723961821143","0.0348559392151356","0.0548888531490931","1"
"Yes","2019","35-65 y.","Urban Area","906","0.10882727127766","0.102388684786217","0.115265857769102","1"
"Yes","2019","35-65 y.","Rural Area","486","0.104910318551958","0.096688222258246","0.113132414845671","1"
"Yes","2019","66 and older","Rural Area","213","0.126230591755143","0.111313115824143","0.141148067686142","1"
"Yes","2019","66 and older","Urban Area","338","0.120559191920649","0.109024130870413","0.132094252970885","1"
