"ple0011","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Bavaria","Urban Area","1360","0.899490917011404","0.884305152827899","0.914676681194908","2"
"No","2011","Bavaria","Rural Area","1530","0.895699458990876","0.881148632024355","0.910250285957396","2"
"No","2011","Berlin","Urban Area","707","0.897640887715081","0.876409333908523","0.918872441521638","2"
"No","2011","Berlin","Rural Area","","","","","2"
"No","2011","Thuringia","Urban Area","251","0.93793153363183","0.90909832151308","0.96676474575058","2"
"No","2011","Thuringia","Rural Area","560","0.877309800366289","0.851505997347183","0.903113603385395","2"
"Yes","2011","Schleswig-Holstein","Urban Area","15","","","","1"
"Yes","2011","Schleswig-Holstein","Rural Area","40","0.0844909707187126","0.0587081282391701","0.110273813198255","1"
"Yes","2011","Hamburg","Urban Area","20","","","","1"
"Yes","2011","Hamburg","Rural Area","","","","","1"
"Yes","2011","Lower Saxony","Urban Area","94","0.104307385391555","0.0847986431367202","0.12381612764639","1"
"Yes","2011","Lower Saxony","Rural Area","67","0.0748572984323141","0.0583558431262298","0.0913587537383985","1"
"Yes","2011","Bremen","Urban Area","6","","","","1"
"Yes","2011","Bremen","Rural Area","","","","","1"
"Yes","2011","North Rhine-Westphalia","Urban Area","385","0.098150977400496","0.088951622820227","0.107350331980765","1"
"Yes","2011","North Rhine-Westphalia","Rural Area","14","","","","1"
"Yes","2011","Hesse","Urban Area","114","0.109402771717635","0.0914708665706187","0.127334676864651","1"
"Yes","2011","Hesse","Rural Area","24","","","","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Urban Area","86","0.0979590101273736","0.0783634677375927","0.117554552517155","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Rural Area","33","0.0738068069367948","0.045511776193171","0.102101837680419","1"
"Yes","2011","Baden-Württemberg","Urban Area","171","0.0866034083683153","0.074984708611064","0.0982221081255666","1"
"Yes","2011","Baden-Württemberg","Rural Area","18","","","","1"
"Yes","2011","Bavaria","Urban Area","146","0.100509082988596","0.0853233188050921","0.115694847172101","1"
"Yes","2011","Bavaria","Rural Area","165","0.104300541009124","0.0897497140426043","0.118851367975644","1"
"Yes","2011","Berlin","Urban Area","76","0.102359112284919","0.081127558478362","0.123590666091477","1"
"Yes","2011","Berlin","Rural Area","","","","","1"
"Yes","2011","Brandenburg","Urban Area","7","","","","1"
"Yes","2011","Brandenburg","Rural Area","73","0.0845627146819036","0.0655192957437108","0.103606133620096","1"
"Yes","2011","Mecklenburg-Western Pomerania","Urban Area","5","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Rural Area","49","0.122437753994778","0.0928975042092434","0.151978003780313","1"
"Yes","2011","Saxony","Urban Area","57","0.086992873861533","0.0665067493315499","0.107478998391516","1"
"Yes","2011","Saxony","Rural Area","49","0.0756693488144372","0.0558352983082419","0.0955033993206325","1"
"Yes","2011","Saxony-Anhalt","Urban Area","28","","","","1"
"Yes","2011","Saxony-Anhalt","Rural Area","55","0.0877350544238936","0.0647506281717648","0.110719480676022","1"
"Yes","2011","Thuringia","Urban Area","18","","","","1"
"Yes","2011","Thuringia","Rural Area","61","0.122690199633711","0.0968863966146047","0.148494002652817","1"
"No","2012","Brandenburg","Rural Area","","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2012","Saxony","Urban Area","","","","","2"
"No","2012","Saxony","Rural Area","","","","","2"
"No","2012","Schleswig-Holstein","Rural Area","","","","","2"
"No","2012","Hamburg","Urban Area","","","","","2"
"No","2012","Hamburg","Rural Area","","","","","2"
"No","2012","Lower Saxony","Urban Area","","","","","2"
"No","2012","Brandenburg","Urban Area","","","","","2"
"No","2012","Bremen","Rural Area","","","","","2"
"No","2012","North Rhine-Westphalia","Urban Area","","","","","2"
"No","2012","Saxony-Anhalt","Urban Area","","","","","2"
"No","2012","Schleswig-Holstein","Urban Area","","","","","2"
"No","2012","Lower Saxony","Rural Area","","","","","2"
"No","2012","Bremen","Urban Area","","","","","2"
"No","2012","North Rhine-Westphalia","Rural Area","","","","","2"
"No","2012","Hesse","Urban Area","","","","","2"
"No","2012","Saxony-Anhalt","Rural Area","","","","","2"
"No","2012","Hesse","Rural Area","","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","2012","Baden-Württemberg","Urban Area","","","","","2"
"No","2012","Baden-Württemberg","Rural Area","","","","","2"
"No","2012","Bavaria","Urban Area","","","","","2"
"No","2012","Bavaria","Rural Area","","","","","2"
"No","2012","Berlin","Urban Area","","","","","2"
"No","2012","Berlin","Rural Area","","","","","2"
"No","2012","Thuringia","Urban Area","","","","","2"
"No","2012","Thuringia","Rural Area","","","","","2"
"Yes","2012","Hesse","Urban Area","","","","","1"
"Yes","2012","Hesse","Rural Area","","","","","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","2012","Baden-Württemberg","Urban Area","","","","","1"
"Yes","2012","Baden-Württemberg","Rural Area","","","","","1"
"Yes","2012","Bavaria","Urban Area","","","","","1"
"Yes","2012","Bavaria","Rural Area","","","","","1"
"Yes","2012","Berlin","Urban Area","","","","","1"
"Yes","2012","Berlin","Rural Area","","","","","1"
"Yes","2012","Brandenburg","Urban Area","","","","","1"
"Yes","2012","Brandenburg","Rural Area","","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","2012","Saxony","Urban Area","","","","","1"
"Yes","2012","Saxony","Rural Area","","","","","1"
"Yes","2012","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","2012","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","2012","Thuringia","Urban Area","","","","","1"
"Yes","2012","Thuringia","Rural Area","","","","","1"
"Yes","2012","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","2012","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","2012","Hamburg","Urban Area","","","","","1"
"Yes","2012","Hamburg","Rural Area","","","","","1"
"Yes","2012","Lower Saxony","Urban Area","","","","","1"
"Yes","2012","Lower Saxony","Rural Area","","","","","1"
"Yes","2012","Bremen","Urban Area","","","","","1"
"Yes","2012","Bremen","Rural Area","","","","","1"
"Yes","2012","North Rhine-Westphalia","Urban Area","","","","","1"
"Yes","2012","North Rhine-Westphalia","Rural Area","","","","","1"
"No","2013","Hamburg","Urban Area","285","0.869700761881813","0.832347661286443","0.907053862477182","2"
"No","2013","Hamburg","Rural Area","","","","","2"
"No","2013","Lower Saxony","Urban Area","756","0.898047789929563","0.87742519161168","0.918670388247447","2"
"No","2013","Bremen","Rural Area","","","","","2"
"No","2013","North Rhine-Westphalia","Urban Area","3245","0.888015171806738","0.877759480080167","0.898270863533309","2"
"No","2013","Schleswig-Holstein","Urban Area","154","0.873596841538764","0.823347781678514","0.923845901399013","2"
"No","2013","Schleswig-Holstein","Rural Area","379","0.908097340213345","0.880632070505389","0.9355626099213","2"
"No","2013","Lower Saxony","Rural Area","875","0.909877447554524","0.891734814612928","0.92802008049612","2"
"No","2013","Bremen","Urban Area","112","0.866690333582865","0.805873995683245","0.927506671482485","2"
"No","2013","Brandenburg","Urban Area","62","0.910806871913245","0.843062615267656","0.978551128558834","2"
"No","2013","Brandenburg","Rural Area","664","0.916839821311567","0.896656711334413","0.937022931288722","2"
"No","2013","Mecklenburg-Western Pomerania","Urban Area","36","0.939008237517339","0.86390025780805","1.01411621722663","2"
"No","2013","Mecklenburg-Western Pomerania","Rural Area","373","0.894837283421303","0.865358852767537","0.924315714075068","2"
"No","2013","Saxony","Urban Area","621","0.912788813113259","0.891488332847086","0.934089293379432","2"
"No","2013","Saxony","Rural Area","606","0.898099025065864","0.875158088617554","0.921039961514173","2"
"No","2013","Saxony-Anhalt","Urban Area","229","0.868491088828631","0.827332688848436","0.909649488808827","2"
"No","2013","Saxony-Anhalt","Rural Area","469","0.934133398296418","0.912499266035379","0.955767530557457","2"
"No","2013","North Rhine-Westphalia","Rural Area","96","0.903714070619404","0.846746668590437","0.960681472648371","2"
"No","2013","Hesse","Urban Area","953","0.907658343714236","0.890147241880183","0.925169445548289","2"
"No","2013","Hesse","Rural Area","217","0.875257537393476","0.833882334612898","0.916632740174055","2"
"No","2013","Rhineland-Palatinate,Saarland","Urban Area","745","0.897201014190677","0.8764901910379","0.917911837343454","2"
"No","2013","Thuringia","Urban Area","218","0.942058036431769","0.912187048002086","0.971929024861452","2"
"No","2013","Rhineland-Palatinate,Saarland","Rural Area","247","0.88920406484693","0.852240756101136","0.926167373592724","2"
"No","2013","Baden-Württemberg","Urban Area","1752","0.898737556554788","0.885250659396834","0.912224453712741","2"
"No","2013","Baden-Württemberg","Rural Area","196","0.934120924820734","0.900961716109271","0.967280133532197","2"
"No","2013","Bavaria","Urban Area","1256","0.897211204358997","0.88119456175942","0.913227846958574","2"
"No","2013","Bavaria","Rural Area","1449","0.913361098596103","0.899507958508812","0.927214238683394","2"
"No","2013","Berlin","Urban Area","698","0.887809515904956","0.8655468407341","0.910072191075811","2"
"No","2013","Berlin","Rural Area","","","","","2"
"No","2013","Thuringia","Rural Area","525","0.900582730981757","0.876061470057602","0.925103991905912","2"
"Yes","2013","Hesse","Urban Area","97","0.0923416562857638","0.0748305544517107","0.109852758119817","1"
"Yes","2013","Hesse","Rural Area","28","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Urban Area","81","0.102798985809323","0.0820881626565459","0.1235098089621","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Rural Area","30","0.11079593515307","0.0738326264072759","0.147759243898865","1"
"Yes","2013","Baden-Württemberg","Urban Area","170","0.101262443445212","0.0877755462872589","0.114749340603166","1"
"Yes","2013","Baden-Württemberg","Rural Area","19","","","","1"
"Yes","2013","Bavaria","Urban Area","125","0.102788795641003","0.0867721530414257","0.11880543824058","1"
"Yes","2013","Schleswig-Holstein","Urban Area","14","","","","1"
"Yes","2013","Schleswig-Holstein","Rural Area","46","0.0919026597866554","0.0644373900786998","0.119367929494611","1"
"Yes","2013","Hamburg","Urban Area","27","","","","1"
"Yes","2013","Hamburg","Rural Area","","","","","1"
"Yes","2013","Lower Saxony","Urban Area","71","0.101952210070437","0.0813296117525532","0.12257480838832","1"
"Yes","2013","Lower Saxony","Rural Area","82","0.0901225524454762","0.0719799195038803","0.108265185387072","1"
"Yes","2013","Bremen","Urban Area","8","","","","1"
"Yes","2013","Bremen","Rural Area","","","","","1"
"Yes","2013","North Rhine-Westphalia","Urban Area","387","0.111984828193262","0.101729136466691","0.122240519919833","1"
"Yes","2013","North Rhine-Westphalia","Rural Area","7","","","","1"
"Yes","2013","Bavaria","Rural Area","135","0.0866389014038965","0.0727857613166055","0.100492041491187","1"
"Yes","2013","Berlin","Urban Area","74","0.112190484095044","0.089927808924189","0.1344531592659","1"
"Yes","2013","Berlin","Rural Area","","","","","1"
"Yes","2013","Brandenburg","Urban Area","6","","","","1"
"Yes","2013","Brandenburg","Rural Area","55","0.0831601786884326","0.0629770687112781","0.103343288665587","1"
"Yes","2013","Mecklenburg-Western Pomerania","Urban Area","3","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","Rural Area","43","0.105162716578697","0.0756842859249322","0.134641147232462","1"
"Yes","2013","Saxony","Urban Area","53","0.0872111868867409","0.0659107066205677","0.108511667152914","1"
"Yes","2013","Saxony","Rural Area","62","0.101900974934136","0.0789600384858266","0.124841911382446","1"
"Yes","2013","Saxony-Anhalt","Urban Area","30","0.131508911171369","0.0903505111911733","0.172667311151564","1"
"Yes","2013","Saxony-Anhalt","Rural Area","36","0.0658666017035821","0.044232469442543","0.0875007339646211","1"
"Yes","2013","Thuringia","Urban Area","17","","","","1"
"Yes","2013","Thuringia","Rural Area","47","0.0994172690182427","0.0748960080940879","0.123938529942398","1"
"No","2014","Brandenburg","Rural Area","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2014","Saxony","Urban Area","","","","","2"
"No","2014","Saxony","Rural Area","","","","","2"
"No","2014","Saxony-Anhalt","Urban Area","","","","","2"
"No","2014","Saxony-Anhalt","Rural Area","","","","","2"
"No","2014","Brandenburg","Urban Area","","","","","2"
"No","2014","Bremen","Rural Area","","","","","2"
"No","2014","North Rhine-Westphalia","Urban Area","","","","","2"
"No","2014","North Rhine-Westphalia","Rural Area","","","","","2"
"No","2014","Hesse","Urban Area","","","","","2"
"No","2014","Schleswig-Holstein","Urban Area","","","","","2"
"No","2014","Schleswig-Holstein","Rural Area","","","","","2"
"No","2014","Hamburg","Urban Area","","","","","2"
"No","2014","Hamburg","Rural Area","","","","","2"
"No","2014","Lower Saxony","Urban Area","","","","","2"
"No","2014","Lower Saxony","Rural Area","","","","","2"
"No","2014","Bremen","Urban Area","","","","","2"
"No","2014","Hesse","Rural Area","","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","2014","Thuringia","Urban Area","","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","2014","Baden-Württemberg","Urban Area","","","","","2"
"No","2014","Baden-Württemberg","Rural Area","","","","","2"
"No","2014","Bavaria","Urban Area","","","","","2"
"No","2014","Bavaria","Rural Area","","","","","2"
"No","2014","Berlin","Urban Area","","","","","2"
"No","2014","Berlin","Rural Area","","","","","2"
"No","2014","Thuringia","Rural Area","","","","","2"
"Yes","2014","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","2014","Hesse","Urban Area","","","","","1"
"Yes","2014","Hesse","Rural Area","","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","2014","Baden-Württemberg","Urban Area","","","","","1"
"Yes","2014","Baden-Württemberg","Rural Area","","","","","1"
"Yes","2014","Bavaria","Urban Area","","","","","1"
"Yes","2014","Bavaria","Rural Area","","","","","1"
"Yes","2014","Berlin","Urban Area","","","","","1"
"Yes","2014","Berlin","Rural Area","","","","","1"
"Yes","2014","Brandenburg","Urban Area","","","","","1"
"Yes","2014","Brandenburg","Rural Area","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","2014","Saxony","Urban Area","","","","","1"
"Yes","2014","Saxony","Rural Area","","","","","1"
"Yes","2014","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","2014","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","2014","Thuringia","Urban Area","","","","","1"
"Yes","2014","Thuringia","Rural Area","","","","","1"
"Yes","2014","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","2014","Hamburg","Urban Area","","","","","1"
"Yes","2014","Hamburg","Rural Area","","","","","1"
"Yes","2014","Lower Saxony","Urban Area","","","","","1"
"Yes","2014","Lower Saxony","Rural Area","","","","","1"
"Yes","2014","Bremen","Urban Area","","","","","1"
"Yes","2014","Bremen","Rural Area","","","","","1"
"Yes","2014","North Rhine-Westphalia","Urban Area","","","","","1"
"Yes","2014","North Rhine-Westphalia","Rural Area","","","","","1"
"No","2015","Schleswig-Holstein","Urban Area","224","0.928692311815275","0.896202763530019","0.961181860100532","2"
"No","2015","Schleswig-Holstein","Rural Area","576","0.929755794291817","0.909878790151036","0.949632798432599","2"
"No","2015","Hamburg","Urban Area","393","0.870138732923222","0.838292338100779","0.901985127745666","2"
"No","2015","Hamburg","Rural Area","","","","","2"
"No","2015","Lower Saxony","Urban Area","987","0.931706751920309","0.916571335054149","0.946842168786469","2"
"No","2015","Lower Saxony","Rural Area","1255","0.895314246712429","0.879061315325143","0.911567178099716","2"
"No","2015","Bremen","Urban Area","149","0.849708574075916","0.796303075933978","0.903114072217855","2"
"No","2015","Bremen","Rural Area","","","","","2"
"No","2015","North Rhine-Westphalia","Urban Area","4586","0.900458003770101","0.892225136018961","0.908690871521241","2"
"No","2015","North Rhine-Westphalia","Rural Area","96","0.849116219891894","0.78161042435023","0.916622015433558","2"
"No","2015","Hesse","Urban Area","1277","0.919091755292126","0.904730280868545","0.933453229715708","2"
"No","2015","Brandenburg","Urban Area","70","0.951978116436142","0.903908088705413","1.00004814416687","2"
"No","2015","Brandenburg","Rural Area","844","0.913575924623731","0.895359435151131","0.931792414096331","2"
"No","2015","Mecklenburg-Western Pomerania","Urban Area","63","0.881297269306173","0.803850687078664","0.958743851533683","2"
"No","2015","Mecklenburg-Western Pomerania","Rural Area","437","0.909098209295655","0.883773928984984","0.934422489606326","2"
"No","2015","Saxony","Urban Area","741","0.907433997731451","0.887462662237032","0.927405333225871","2"
"No","2015","Saxony","Rural Area","672","0.934871481437926","0.916835274833359","0.952907688042494","2"
"No","2015","Saxony-Anhalt","Urban Area","252","0.813635438054039","0.769274693173891","0.857996182934187","2"
"No","2015","Saxony-Anhalt","Rural Area","545","0.916397360971473","0.894100735134582","0.938693986808365","2"
"No","2015","Thuringia","Urban Area","269","0.934348287728055","0.905940717365275","0.962755858090834","2"
"No","2015","Hesse","Rural Area","284","0.850320934872561","0.811712416473143","0.888929453271978","2"
"No","2015","Rhineland-Palatinate,Saarland","Urban Area","1026","0.921306752533736","0.905466669176735","0.937146835890737","2"
"No","2015","Rhineland-Palatinate,Saarland","Rural Area","361","0.900470193145106","0.870872145340401","0.93006824094981","2"
"No","2015","Baden-Württemberg","Urban Area","2455","0.909748096081381","0.898881340199573","0.92061485196319","2"
"No","2015","Baden-Württemberg","Rural Area","301","0.916913537919536","0.88722366252164","0.946603413317433","2"
"No","2015","Bavaria","Urban Area","1661","0.907392035584796","0.894077845017758","0.920706226151835","2"
"No","2015","Bavaria","Rural Area","2044","0.917548688466777","0.906122566527286","0.928974810406268","2"
"No","2015","Berlin","Urban Area","830","0.898069371917163","0.878476069263831","0.917662674570495","2"
"No","2015","Berlin","Rural Area","","","","","2"
"No","2015","Thuringia","Rural Area","573","0.855065844439972","0.827663443667838","0.882468245212106","2"
"Yes","2015","Schleswig-Holstein","Urban Area","17","","","","1"
"Yes","2015","Hesse","Urban Area","108","0.0809082447078736","0.0665467702842926","0.0952697191314546","1"
"Yes","2015","Hesse","Rural Area","44","0.149679065127439","0.111070546728022","0.188287583526857","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Urban Area","84","0.0786932474662644","0.0628531641092634","0.0945333308232654","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Rural Area","32","0.0995298068548943","0.0699317590501901","0.129127854659599","1"
"Yes","2015","Baden-Württemberg","Urban Area","216","0.0902519039186187","0.0793851480368104","0.101118659800427","1"
"Yes","2015","Baden-Württemberg","Rural Area","31","0.0830864620804636","0.0533965866825672","0.11277633747836","1"
"Yes","2015","Bavaria","Urban Area","160","0.0926079644152037","0.0792937738481655","0.105922154982242","1"
"Yes","2015","Bavaria","Rural Area","182","0.0824513115332233","0.0710251895937322","0.0938774334727144","1"
"Yes","2015","Berlin","Urban Area","86","0.101930628082837","0.082337325429505","0.121523930736169","1"
"Yes","2015","Schleswig-Holstein","Rural Area","59","0.0702442057081827","0.0503672015674015","0.0901212098489638","1"
"Yes","2015","Hamburg","Urban Area","35","0.129861267076778","0.0980148722543342","0.161707661899221","1"
"Yes","2015","Hamburg","Rural Area","","","","","1"
"Yes","2015","Lower Saxony","Urban Area","80","0.068293248079691","0.0531578312135314","0.0834286649458507","1"
"Yes","2015","Lower Saxony","Rural Area","108","0.104685753287571","0.0884328219002841","0.120938684674857","1"
"Yes","2015","Bremen","Urban Area","23","","","","1"
"Yes","2015","Bremen","Rural Area","","","","","1"
"Yes","2015","North Rhine-Westphalia","Urban Area","494","0.099541996229899","0.0913091284787595","0.107774863981038","1"
"Yes","2015","North Rhine-Westphalia","Rural Area","12","","","","1"
"Yes","2015","Berlin","Rural Area","","","","","1"
"Yes","2015","Brandenburg","Urban Area","6","","","","1"
"Yes","2015","Brandenburg","Rural Area","70","0.0864240753762691","0.0682075859036694","0.104640564848869","1"
"Yes","2015","Mecklenburg-Western Pomerania","Urban Area","4","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","Rural Area","58","0.0909017907043451","0.0655775103936743","0.116226071015016","1"
"Yes","2015","Saxony","Urban Area","68","0.0925660022685488","0.0725946667741291","0.112537337762968","1"
"Yes","2015","Saxony","Rural Area","47","0.0651285185620737","0.0470923119575061","0.0831647251666413","1"
"Yes","2015","Saxony-Anhalt","Urban Area","44","0.186364561945961","0.142003817065813","0.230725306826109","1"
"Yes","2015","Saxony-Anhalt","Rural Area","47","0.083602639028527","0.0613060131916353","0.105899264865419","1"
"Yes","2015","Thuringia","Urban Area","23","","","","1"
"Yes","2015","Thuringia","Rural Area","61","0.144934155560028","0.117531754787894","0.172336556332162","1"
"No","2016","Brandenburg","Urban Area","","","","","2"
"No","2016","Brandenburg","Rural Area","","","","","2"
"No","2016","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2016","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2016","Saxony","Urban Area","","","","","2"
"No","2016","Saxony","Rural Area","","","","","2"
"No","2016","Saxony-Anhalt","Urban Area","","","","","2"
"No","2016","Saxony-Anhalt","Rural Area","","","","","2"
"No","2016","Thuringia","Urban Area","","","","","2"
"No","2016","Schleswig-Holstein","Urban Area","","","","","2"
"No","2016","Schleswig-Holstein","Rural Area","","","","","2"
"No","2016","Hamburg","Urban Area","","","","","2"
"No","2016","Hamburg","Rural Area","","","","","2"
"No","2016","Lower Saxony","Urban Area","","","","","2"
"No","2016","Lower Saxony","Rural Area","","","","","2"
"No","2016","Bremen","Urban Area","","","","","2"
"No","2016","Bremen","Rural Area","","","","","2"
"No","2016","North Rhine-Westphalia","Urban Area","","","","","2"
"No","2016","North Rhine-Westphalia","Rural Area","","","","","2"
"No","2016","Hesse","Urban Area","","","","","2"
"No","2016","Hesse","Rural Area","","","","","2"
"No","2016","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","2016","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","2016","Baden-Württemberg","Urban Area","","","","","2"
"No","2016","Baden-Württemberg","Rural Area","","","","","2"
"No","2016","Bavaria","Urban Area","","","","","2"
"No","2016","Bavaria","Rural Area","","","","","2"
"No","2016","Berlin","Urban Area","","","","","2"
"No","2016","Berlin","Rural Area","","","","","2"
"No","2016","Thuringia","Rural Area","","","","","2"
"Yes","2016","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","2016","Hesse","Urban Area","","","","","1"
"Yes","2016","Hesse","Rural Area","","","","","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","2016","Baden-Württemberg","Urban Area","","","","","1"
"Yes","2016","Baden-Württemberg","Rural Area","","","","","1"
"Yes","2016","Bavaria","Urban Area","","","","","1"
"Yes","2016","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","2016","Bavaria","Rural Area","","","","","1"
"Yes","2016","Berlin","Urban Area","","","","","1"
"Yes","2016","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","2016","Saxony","Urban Area","","","","","1"
"Yes","2016","Saxony","Rural Area","","","","","1"
"Yes","2016","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","2016","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","2016","Thuringia","Urban Area","","","","","1"
"Yes","2016","Thuringia","Rural Area","","","","","1"
"Yes","2016","Berlin","Rural Area","","","","","1"
"Yes","2016","Brandenburg","Urban Area","","","","","1"
"Yes","2016","Brandenburg","Rural Area","","","","","1"
"Yes","2016","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","2016","North Rhine-Westphalia","Rural Area","","","","","1"
"Yes","2016","Hamburg","Urban Area","","","","","1"
"Yes","2016","Hamburg","Rural Area","","","","","1"
"Yes","2016","Lower Saxony","Urban Area","","","","","1"
"Yes","2016","Lower Saxony","Rural Area","","","","","1"
"Yes","2016","Bremen","Urban Area","","","","","1"
"Yes","2016","Bremen","Rural Area","","","","","1"
"Yes","2016","North Rhine-Westphalia","Urban Area","","","","","1"
"No","2017","Schleswig-Holstein","Urban Area","277","0.954944580073639","0.931193854273131","0.978695305874146","2"
"No","2017","Schleswig-Holstein","Rural Area","594","0.90187082176987","0.879174923694872","0.924566719844868","2"
"No","2017","Hamburg","Urban Area","427","0.885614916219962","0.856779095076118","0.914450737363806","2"
"No","2017","Hamburg","Rural Area","","","","","2"
"No","2017","Lower Saxony","Urban Area","1023","0.917631736333098","0.901523528813231","0.933739943852965","2"
"No","2017","Lower Saxony","Rural Area","1463","0.889168833376673","0.873738596362499","0.904599070390846","2"
"No","2017","Bremen","Urban Area","199","0.903997837841551","0.865069939841296","0.942925735841806","2"
"No","2017","Bremen","Rural Area","","","","","2"
"No","2017","North Rhine-Westphalia","Urban Area","4887","0.898699460949672","0.890680803145078","0.906718118754266","2"
"No","2017","North Rhine-Westphalia","Rural Area","105","0.893801806138914","0.837976085311474","0.949627526966354","2"
