"ple0011","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2013","Couple + C. LE 16 ","136","0.0574079071948716","0.0487498408413652","0.066065973548378","1"
"Yes","2013","Couple + C. GT 16 ","190","0.0735226784777971","0.0635555911734963","0.0834897657820979","1"
"Yes","2013","Couple + C. LE and GT 16","56","0.0581948818231469","0.0432447315496809","0.0731450320966128","1"
"No","2014","1-pers.-HH","","","","","2"
"No","2014","(Married) couple without C. ","","","","","2"
"No","2014","Single parent ","","","","","2"
"No","2014","Couple + C. LE 16 ","","","","","2"
"No","2014","Couple + C. GT 16 ","","","","","2"
"No","2014","Couple + C. LE and GT 16","","","","","2"
"Yes","2014","1-pers.-HH","","","","","1"
"Yes","2014","(Married) couple without C. ","","","","","1"
"Yes","2014","Single parent ","","","","","1"
"Yes","2014","Couple + C. LE 16 ","","","","","1"
"Yes","2014","Couple + C. GT 16 ","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","","","","","1"
"No","2015","1-pers.-HH","3068","0.868612031512557","0.857455116256038","0.879768946769076","2"
"No","2015","(Married) couple without C. ","6749","0.899274631445185","0.892464191545487","0.906085071344883","2"
"No","2015","Single parent ","2042","0.886323916260501","0.873435459576016","0.899212372944987","2"
"No","2015","Couple + C. LE 16 ","5779","0.956924969661096","0.951823383476788","0.962026555845404","2"
"No","2015","Couple + C. GT 16 ","2715","0.939707665586533","0.931050470197561","0.948364860975504","2"
"No","2015","Couple + C. LE and GT 16","2018","0.94146836574995","0.931564139291608","0.951372592208292","2"
"Yes","2015","1-pers.-HH","454","0.131387968487443","0.120231053230924","0.142544883743962","1"
"Yes","2015","(Married) couple without C. ","753","0.100725368554815","0.0939149286551165","0.107535808454513","1"
"Yes","2015","Single parent ","288","0.113676083739499","0.100787627055013","0.126564540423984","1"
"Yes","2015","Couple + C. LE 16 ","305","0.0430750303389043","0.0379734441545965","0.0481766165232121","1"
"Yes","2015","Couple + C. GT 16 ","189","0.0602923344134673","0.051635139024496","0.0689495298024387","1"
"Yes","2015","Couple + C. LE and GT 16","140","0.0585316342500499","0.0486274077917078","0.0684358607083919","1"
"No","2016","1-pers.-HH","","","","","2"
"No","2016","(Married) couple without C. ","","","","","2"
"No","2016","Single parent ","","","","","2"
"No","2016","Couple + C. LE 16 ","","","","","2"
"No","2016","Couple + C. GT 16 ","","","","","2"
"No","2016","Couple + C. LE and GT 16","","","","","2"
"Yes","2016","1-pers.-HH","","","","","1"
"Yes","2016","(Married) couple without C. ","","","","","1"
"Yes","2016","Single parent ","","","","","1"
"Yes","2016","Couple + C. LE 16 ","","","","","1"
"Yes","2016","Couple + C. GT 16 ","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","","","","","1"
"No","2017","1-pers.-HH","3469","0.878030293983197","0.867827470766891","0.888233117199504","2"
"No","2017","(Married) couple without C. ","7404","0.892893288833445","0.886223397273971","0.89956318039292","2"
"No","2017","Single parent ","1962","0.876420300188155","0.862803770198798","0.890036830177512","2"
"No","2017","Couple + C. LE 16 ","5674","0.958903701305066","0.953862626487723","0.963944776122409","2"
"No","2017","Couple + C. GT 16 ","3032","0.928969903371262","0.920165574846744","0.937774231895779","2"
"No","2017","Couple + C. LE and GT 16","2092","0.93847482345338","0.928539447572599","0.94841019933416","2"
"Yes","2017","1-pers.-HH","483","0.121969706016803","0.111766882800496","0.132172529233109","1"
"Yes","2017","(Married) couple without C. ","854","0.107106711166554","0.10043681960708","0.113776602726029","1"
"Yes","2017","Single parent ","282","0.123579699811845","0.109963169822488","0.137196229801202","1"
"Yes","2017","Couple + C. LE 16 ","283","0.041096298694934","0.0360552238775911","0.0461373735122769","1"
"Yes","2017","Couple + C. GT 16 ","238","0.0710300966287383","0.0622257681042206","0.079834425153256","1"
"Yes","2017","Couple + C. LE and GT 16","155","0.0615251765466204","0.0515898006658398","0.071460552427401","1"
"No","2018","1-pers.-HH","","","","","2"
"No","2018","(Married) couple without C. ","","","","","2"
"No","2018","Single parent ","","","","","2"
"No","2018","Couple + C. LE 16 ","","","","","2"
"No","2018","Couple + C. GT 16 ","","","","","2"
"No","2018","Couple + C. LE and GT 16","","","","","2"
"Yes","2018","1-pers.-HH","","","","","1"
"Yes","2018","(Married) couple without C. ","","","","","1"
"Yes","2018","Single parent ","","","","","1"
"Yes","2018","Couple + C. LE 16 ","","","","","1"
"Yes","2018","Couple + C. GT 16 ","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","","","","","1"
"No","2019","1-pers.-HH","3711","0.869945389135675","0.859845858376478","0.880044919894871","2"
"No","2019","(Married) couple without C. ","7735","0.903429825666912","0.897170433128252","0.909689218205573","2"
"No","2019","Single parent ","1857","0.886286420959542","0.872607209667952","0.899965632251133","2"
"No","2019","Couple + C. LE 16 ","4923","0.952705254546513","0.94693805240832","0.958472456684707","2"
"No","2019","Couple + C. GT 16 ","2723","0.903318095085102","0.892704104485302","0.913932085684902","2"
"No","2019","Couple + C. LE and GT 16","2040","0.922786984032891","0.91160493998851","0.933969028077272","2"
"Yes","2019","1-pers.-HH","550","0.130054610864325","0.119955080105129","0.140154141623522","1"
"Yes","2019","(Married) couple without C. ","819","0.0965701743330879","0.0903107817944274","0.102829566871748","1"
"Yes","2019","Single parent ","212","0.113713579040458","0.100034367748867","0.127392790332048","1"
"Yes","2019","Couple + C. LE 16 ","281","0.0472947454534869","0.0415275433152931","0.0530619475916807","1"
"Yes","2019","Couple + C. LE and GT 16","149","0.0772130159671088","0.0660309719227276","0.08839506001149","1"
"Yes","2019","Couple + C. GT 16 ","255","0.0966819049148977","0.0860679143150975","0.107295895514698","1"
